Gene	IUPHAR	Shedding	ebBRET	STRING	Family	Class	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20
CHRM5	Not-coupled	-	-	-	Acetylcholine receptors (muscarinic)	classA	-0.07023713480655062	-1.668082738836647	1.2724046973279481	-1.1027385253083637	-0.7625470095027586	0.547680976371412	0.3796797730043754	-0.7626385589750809	-0.4309313094989844	-0.4300690050600631	0.17871324525519094	0.05341581856893368	-0.11575091780445942	-0.2160238006078227	-0.041887353658162665	0.066129029204441	0.07711582960492291	0.14564769902473162	-0.15129389631998708	-0.051287843579091205
CNR1	Coupled	-	Coupled	-	Cannabinoid receptors	classA	-0.4593387813838849	-0.1549350427638153	1.666673945684072	-0.9153143619846181	-1.0943118676897885	-0.27552868640785116	0.17598478682043817	-0.11952536914110432	-0.21105548935300955	-0.19634125591787918	0.2083084502916714	0.2684501307035972	0.007393935783275227	-0.20230731801217575	0.1642341055223068	-0.08012788449209082	-0.005483669023350345	0.0010439496958731173	-0.13079279220714102	-0.10164001073203158
CNR2	Coupled	-	Coupled	-	Cannabinoid receptors	classA	-1.7328601462215731	-1.0633575948870924	-0.8535460018777086	0.624267672987125	0.07340844706888391	-0.07620248192205031	-0.26868403746720765	0.2636283135232292	-0.0570037623803245	-0.21018958448276837	-0.2983313525386175	0.0030821168194746164	-0.1602116792449166	0.03462395266517719	0.07772020335085786	0.10355212233442652	-0.1763410382111578	-0.11415906837289767	-0.15583216916862197	0.1694400486431106
CYSLTR1	Coupled	-	Coupled	-	Leukotriene receptors	classA	-2.059534400374091	-0.8563021914608131	-0.7010151336566541	0.3510655305282721	-0.19238807619779244	-0.0740025498435145	-0.09715498095855686	-0.048527470213108076	-0.08658013645708411	-0.011287644755894567	0.04910665661346858	0.06296528656989425	-0.09026294659022811	-0.005418096951881626	0.20865012391951998	0.12394059027679785	-0.07425346231746567	-0.08288948808470935	0.012312391124753875	0.16461418387355645
CYSLTR2	Coupled	-	Coupled	-	Leukotriene receptors	classA	2.1828558856597247	-0.8458699003372385	-0.4449868764658962	0.8941155741953404	-0.39655074149777697	-0.0787195489207471	-0.3246575802838242	-0.01068635452979087	-0.11639484585012051	0.35268189154558244	-0.09490217105052934	-0.09177241305653216	-0.2153386591479279	-0.283489625510652	0.36398491642950054	0.14481443871269062	-0.2686713337059142	-0.02152329131362433	0.024500444702639047	0.050287526407111295
DRD1	Not-coupled	-	Coupled	-	Dopamine receptors	classA	1.9984022694677064	-1.088813551823442	-0.5666841302159282	0.08089602167896263	-0.09060272510230534	0.05965126686279411	-0.6830079637408771	0.05701333469411974	0.05169860485016232	0.03534990358054572	-0.11856945606923347	-0.2764381556053842	0.17941745819981092	0.07817477664631588	-0.13688298288301337	0.1569472955309731	-0.17149631620851616	-0.06422054204763669	-0.013184450805306372	-0.13949124143136604
DRD2	Coupled	-	Coupled	-	Dopamine receptors	classA	1.8428275192055643	-0.06755678025874015	-0.3021699026336606	0.2918523906380614	-0.14922398624203337	-0.362730950430945	-0.5876185056057053	0.041773169801030574	-0.17045048993035924	0.27189144945176874	-0.1263750952356068	-0.06049412409848746	0.06270498096637839	-0.06362110475228071	0.02746548855434342	0.07252129967042802	-0.06673447575107226	-0.1254700600865336	0.15269330487953517	-0.2428966948385701
DRD3	Coupled	-	-	-	Dopamine receptors	classA	1.6738716730587673	2.1167649944563345	-0.29431265883451896	-0.14423904116846878	-0.6428357684348113	-0.3236530503507433	-0.6855049581922472	0.0795317301355397	-0.027150536292376737	0.0623993081385297	-0.17920574309318169	-0.5353669139385676	0.2916204828735981	0.09284897086664061	-0.07127237463242381	0.019795363312763048	0.1041593282717575	0.34591671050153444	0.05248224233615543	-0.08128321163657237
DRD4	Coupled	-	-	-	Dopamine receptors	classA	2.1769662379153427	0.09104282768053458	-0.46237964162559897	0.9577933661406711	-0.682775917156912	-0.014358182901825594	-0.05632765239413559	-0.36659046336924983	-0.35378074867125225	0.3849643586582047	-0.06018705409114016	0.15274370111465127	-0.30800956494529086	-0.3532480811544206	0.3814842586944033	0.12443585385415293	-0.21513416319587886	-0.08967919923746287	0.2875964938589248	-0.29687003121128785
DRD5	Not-coupled	-	Coupled	-	Dopamine receptors	classA	0.36913409521045093	-0.9317436829126513	0.5412427808800312	0.2736360799190841	1.9018832027933996	0.572611583660957	-0.22381588478681277	-0.351593800704535	-0.20997692976111199	0.4321251832717332	0.2290496796048187	-0.48586568807670605	0.3379669991621559	-0.025919405184600754	-0.19673064335299217	0.19569583737407578	-0.06520942911641177	0.07996650985532618	-0.08343975059640524	0.037694747614922364
EDNRA	Not-coupled	-	Coupled	-	Endothelin receptors	classA	0.41149011051958295	-0.1093598511156966	0.45079695323227115	0.22422512863964542	1.585336813834944	0.6788583049161111	-0.27149001350285823	-0.4007306799235667	-0.12294979201265184	0.30119939224306086	0.3592460296242447	-0.5220605127038237	0.11771112253122601	0.056840583843191086	-0.10326906705628289	0.20463254112796003	-0.01009364063812417	0.09844788376111102	-0.1018211559317409	-0.04004633303630848
EDNRB	Coupled	-	-	-	Endothelin receptors	classA	-1.5654114731307007	-0.3804350532107776	-0.4704720741649104	0.3970732606497471	-0.46252367661995863	0.5216545227702513	-0.16743581538055852	-0.5569531745228552	-0.18768134663113725	-0.1748427382652787	-0.040854366839617066	-0.04736922342156779	-0.10451069645098082	0.3917313139405073	-0.05854824637808543	0.0071774079120270305	0.09626549140033952	-0.0990614098503284	0.4067396449809242	0.0015851907829908642
F2R	-	-	Coupled	-	NA	classA	-1.158640919713469	-0.7967362812976818	-0.41581248128158044	0.4800147091718177	0.13030710005712642	0.4868000019386507	-0.053749863920083914	-0.07691089931544783	-0.12487519956210778	-0.17407257961009645	-0.2818015647974893	-0.15405032141814978	-0.172178395681472	0.1987605441680842	-0.23440428776685177	0.1410652782663388	-0.17285082697426643	-0.17252816351780742	0.12563160687580635	0.10820776174629097
F2RL1	-	-	Coupled	-	NA	classA	-1.7281184812782808	-0.5316676588370312	-0.25520184467682777	0.5760987261530902	-0.30975698529485995	0.23110266920268172	-0.20643254942053832	-0.34562590855795605	-0.21277702816217234	-0.1280218611468288	0.08367832268674501	-0.1007555388109401	-0.1245993476985536	0.45153874499292823	-0.21115308788861423	0.2059615041035698	0.15827721292891894	-0.3193327586305036	0.5648880156179257	0.045137779385047865
F2RL2	-	-	-	-	NA	classA	-1.6505806895585347	2.119765302665043	-0.6315401999504382	-0.3818627725804943	-1.069826099918633	0.2595639304741239	-0.17644383989407592	-0.21860809203584888	-0.10762998786584334	-0.1161324406109514	0.008558131967644064	0.02299824192040936	0.034723257469466105	0.560919822954752	-0.11428700401186577	0.10867177653211442	0.09373630365699621	-0.14946281316855675	0.23721901054367606	0.08094728108743604
F2RL3	-	-	-	-	NA	classA	-1.944445239735124	2.041091831092967	0.1788559059463063	-0.41074001904675933	-0.9041858262542165	-0.3200028611121954	-0.09946402115982303	-0.12833299488593597	0.05946688492916305	0.2620256284736322	0.36628796931739777	-0.13025322548616425	-0.015329308975125992	0.38190779255327	-0.09925958422404355	0.5307372441897514	0.43688638567700105	0.08036764240743087	0.018743132837686232	-0.3267403140603528
FFAR1	Coupled	-	-	-	Free fatty acid receptors	classA	-1.5830398548163562	0.6619204378855801	0.6087411863608302	0.6385253636571077	0.01818369152044081	0.0327830187176994	-0.5488885111486276	0.11233070667135107	0.3252569786605467	0.3490224709501335	-0.17191210968102608	0.10323748770472371	0.1372223330552082	-0.11854474163055004	-0.1002239321180285	-0.04890117727301718	-0.2067451769122275	0.023318117242780552	-0.2130343202684135	-0.16004673352090293
FFAR2	Coupled	-	Not-coupled	-	Free fatty acid receptors	classA	-1.8133250688888372	0.8222540475160055	0.24750389562096436	0.23909435863913017	-0.6055295104602495	0.11466502032726711	-0.2050372800957784	-0.1986803007880993	0.37319905658234687	0.12833330194943326	-0.09918519583152606	0.20959563708373924	0.11664284875764745	-0.11734264652200464	0.08583635920651878	0.0461649065349323	-0.09042322375777063	0.005458082754756936	-0.1799854704273414	-0.32675543092695075
FFAR3	Coupled	-	Not-coupled	-	Free fatty acid receptors	classA	-0.7359046126307445	-0.3854939698270254	0.11621098672660607	-1.285358839200136	-0.15724721939649816	-0.07178184081225022	0.4474976824131365	0.10534477852394143	-0.42243918189121454	0.08858076905438321	0.1995635525046614	-0.2195575637883588	-0.12718847615628073	-0.1336158177861576	-0.11800910750629012	0.21112831739902024	0.268579112120491	0.19813357995056796	0.08490903398652039	-0.33946224851496504
FFAR4	Not-coupled	-	-	-	Free fatty acid receptors	classA	-1.4537779945482185	-0.5069018468045235	-0.7032953665939838	0.7684055094624104	-0.8832364268815318	-0.9607835687072213	1.1512057331641912	0.16443600729741842	0.5895286337228913	0.003336215426854775	0.2203283780374563	-0.3812333770118093	-0.30805280936868407	-0.07711144760998932	-0.2329547804071695	-0.11730002619629591	-0.2314738524295338	0.4488786928663502	0.26238982733017474	-0.16865907245506598
FPR1	Coupled	-	-	-	Formylpeptide receptors	classA	-1.4431200028605065	-0.6072678212969134	-0.8475725301437084	0.8214322920537561	-0.786372356587048	-0.9429432601763094	1.1208186031169027	0.1715938292601852	0.5769940579322049	0.049087628556042144	0.257985203948998	-0.41637547635439087	-0.28117926409413246	-0.0006682900557813745	-0.26822307331566875	-0.02394895914684322	-0.2435837706511318	0.40770897675357193	0.31263167818337	-0.17717005076721343
FPR2	Coupled	-	-	-	Leukotriene receptors	classA	0.18147600724814347	0.34798607333484133	-0.024677628060807366	0.17680182415822052	1.547231907399856	-0.5748446577416161	-0.10233381381675956	0.4084403336108045	-0.057374392430008095	0.02789124723910542	0.10096351535445097	-0.08009538786763655	-0.2387856157072588	0.09136921819567355	0.11206812270627486	0.06899190320798847	0.09184505383343892	0.08860234520876638	-0.3300863137323696	-0.032811046283195575
GALR1	Coupled	-	-	-	Galanin receptors	classA	0.3253384286064795	2.02948728813565	-0.15622466730462076	-0.11429623140505245	0.8356485676734087	-0.2898663301108464	0.10140720931537886	-0.20978429579718208	-0.23369154892493016	0.08928478308494524	0.04603888308337782	0.1686088277670553	-0.05957770138928457	0.06022975231556977	0.20111212458451075	-0.0012891341354993615	-0.22402522700247424	-0.002842052572377014	-0.3163311485043545	0.08915796871217496
GALR2	Coupled	-	-	-	Galanin receptors	classA	0.04399776423565375	2.545854098571586	-0.5304445786162862	-0.7673295040681201	0.34809905530778057	-0.4285962404854527	0.2019715092534726	0.032128473021747116	-0.05255453178538623	-0.19464149443279327	-0.19638511178491563	-0.010188353330018537	0.052292792523376756	0.24255618868777162	0.048955351697280255	0.2710837910677875	0.02272324331676451	0.15571681359226905	-0.4229577139503351	0.1762369844761458
GALR3	Coupled	-	-	-	Galanin receptors	classA	-0.03990683339776822	-0.17020271824787525	-0.3005016658474441	-0.2414707019019746	1.2175835604054472	-0.1321346015332246	0.26557119037751653	-0.08033330571273846	0.003169274108245906	0.14294514815015255	-0.3568962444166655	0.26783802491410774	0.7918621575414657	-0.20116660274522966	-0.09680485997445244	0.027227624538225196	0.034143916325869154	-0.06407840742248219	0.145784083637663	-0.18031145397101028
GHSR	Coupled	-	Coupled	-	Ghrelin receptor	classA	0.4849986213433825	1.5156236825519547	-0.3714205133917062	1.5849387841185136	-0.8002251511561284	0.833356799813495	0.5209367966441947	1.0815347495545227	-0.7497406710706621	-0.1415502585222129	1.2165937358953856	0.629646583692531	0.40468012605037984	-0.062442545523843304	-0.20277616413397698	-0.18515682422472407	0.1494883521197389	0.15844174585912324	-0.1268222265515395	0.3680214251190911
GIPR	Not-coupled	-	Coupled	-	Glucagon receptor family	classB	-0.6286478849211026	-0.5929717951323074	0.445283079764828	-0.09581758151424426	1.0293416617506261	0.060640147866983275	0.20648552490418678	0.9350828911253837	0.02958850535606017	0.2013761993211145	0.3911589678106476	-0.17227628010620394	-0.4206352169746542	0.2131631118830482	0.536543570306428	0.029524217351040126	0.3210026586536689	-0.42887727124175135	-0.07209881267716226	-0.28358941212550914
GNRHR	Coupled	-	Not-coupled	-	Gonadotrophin-releasing hormone receptors	classA	-1.825801702588277	-0.21640355603345066	-0.6920801152108548	0.14582943887319771	-0.5473189071001029	0.2045458499667396	-0.1849896977017624	-0.010033644183447979	-0.08784000928041079	-0.2603163517185039	-0.13918730398595283	0.11587558913411733	-0.03188825309635544	0.16861069041064958	0.225606166296739	-0.15048824602198754	-0.0898378683669068	-0.17391495868056045	0.10241196825668535	-0.08771917794118668
GPR17	Coupled	-	-	-	Class A Orphans	classA	-1.964845563732538	-1.45571184051922	-0.24993804256291852	0.3065058356928697	-0.5743973431461665	0.5248340991686389	-0.5140577854948062	-0.3412991152110807	-0.1789566289786561	-0.3079030017729399	-0.01674543102419094	-0.008270594936944792	0.09776304320424273	0.20209639409919006	0.4466412898889607	-0.23611427480206162	0.1697149659552106	0.31030629342200916	0.03624111795235151	0.1579414812965542
GPR34	Coupled	-	-	-	Class A Orphans	classA	-1.9061846133910445	1.180663535478458	-0.19925549932775835	0.5937002085590344	-0.28935788287665093	0.07342231875700683	-0.38423286781860505	0.09282630427279676	0.18937672338398753	0.2518443259032699	-0.5053475941286942	0.3468294377228406	0.17141511348558577	-0.005164133749097527	-0.27335635819884785	-0.035892338342568	0.001875260115010196	-0.0183423111316106	-0.3844141601507193	-0.1275772831172331
GPR35	-	-	-	-	NA	classA	-2.171997181942921	-0.5019323717960825	0.0024582789646825	0.4267713005723087	-0.21506091690213158	0.158624495925682	-0.3802179629881334	0.06088610313943005	-0.18687524214260984	0.38694928173695325	-0.3733711078770042	0.2692480303461948	0.09903573285223566	-0.09715113384901435	-0.17994419265844946	-0.021985049980705273	0.126274737066457	-0.008387335386520265	-0.20192235584357773	-0.25605551220881295
GPR55	Not-coupled	-	-	-	GPR18, GPR55 and GPR119	classA	-0.30431540507296045	-0.9583158084038288	0.2831587169476111	-1.6088048539965123	-0.41110975356495744	0.33053424773942697	0.5741733689357176	-0.1637957733158159	-0.0873984792298842	-0.5196199637633714	-0.0664889228302344	0.11044737805023432	0.03466461078134877	-0.10147582934600027	-0.161478706511252	0.08688183424476588	0.0280143559542666	0.3196913724956755	-0.21548475097589478	-0.20624617600235023
GPR84	Coupled	-	Not-coupled	-	Class A Orphans	classA	-0.4763313905097025	-1.236270695876821	0.4736793909942346	-1.3951486211889665	-1.2790518188382485	-0.40739470005292566	0.6163321180921968	0.3859188782448712	-0.27834675475894444	-0.17656467170451223	-0.13338066291616524	0.24801720698629076	-0.059170200605974096	-0.16914953702296964	0.1650563563558769	0.3115067661614314	0.0790964746911853	0.1453619140514863	0.0026677648348664754	-0.1226462586500764
GPR119	Not-coupled	-	-	-	GPR18, GPR55 and GPR119	classA	-1.845919195296262	-0.03910581017344815	-0.40349072633796235	-0.2069382286965704	-0.4170053057871655	0.3296591156434112	-0.24363268065549032	-0.2720036009283847	-0.15428543435633799	0.048491775542168505	0.24461871600554783	0.07300814856397995	-0.21558666536549706	-0.18170348215696944	-0.1277917401441841	0.021461021726552554	-0.21243495965579637	-0.09429780026385183	0.029157813424724437	-0.24803949729423946
