Gene	IUPHAR	Shedding	ebBRET	STRING	Family	Class	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8
CHRM3	Not-coupled	Not-coupled	Coupled	-	Acetylcholine receptors (muscarinic)	classA	0.9746239349360769	-0.2166843507264401	0.09829746906294316	0.0499223725927017	0.18317209108005159	-0.04570609204959184	-0.16692384674334826	0.2077422909293809
CHRM4	Not-coupled	Not-coupled	Coupled	-	Acetylcholine receptors (muscarinic)	classA	1.1997007007512732	-0.36077088747177527	0.47249730849857263	0.2900097188619878	-0.08122311314519504	0.023311371155049963	-0.1697382246001789	0.13977037866631306
CHRM5	Not-coupled	Not-coupled	-	-	Acetylcholine receptors (muscarinic)	classA	0.7657897177381495	-0.3961923451409482	0.05469825943623725	-0.21850031876503598	0.00031789493636844815	0.11952619856744419	-0.019024226816547307	0.05620569440952905
CNR1	Not-coupled	Coupled	Coupled	-	Cannabinoid receptors	classA	-0.3730168618036012	0.20318982605957245	0.005570767221880239	0.046694114273376386	-0.17708126522662082	0.01775535119028875	-0.004731084046494507	0.006107584247530034
CNR2	Not-coupled	Not-coupled	Coupled	-	Cannabinoid receptors	classA	-0.691393344521417	-0.4082677121793845	0.09308663471080723	0.12311398804304605	0.10240969806017286	-0.15535159885928063	-0.04527992001387077	-0.07148769132985099
CYSLTR1	Not-coupled	Not-coupled	Coupled	-	Leukotriene receptors	classA	-0.6644556881350945	-0.28051540853224094	0.043408868392235234	-0.021560318491519043	-0.13886951352319127	-0.01954294531563321	-0.09064337116086527	-0.048273032034991524
CYSLTR2	Not-coupled	Not-coupled	Coupled	-	Leukotriene receptors	classA	0.687589767050604	-0.252664937461756	-0.14557837789623346	-0.1245828263620427	0.07546355479205956	-0.06123259279770816	0.15132959622596223	0.14905912270934552
DRD1	Not-coupled	Not-coupled	Coupled	-	Dopamine receptors	classA	0.6545615865297503	-0.336855753823257	-0.20439421686334175	-0.09871790266821183	0.10077868934109528	-0.09205667852941771	-0.16282908550490455	0.0902006110635604
DRD2	Not-coupled	Not-coupled	Coupled	-	Dopamine receptors	classA	0.15959735293752614	0.017435856658204615	-0.2697694716745191	0.06052930032413151	0.00816024207992069	0.015082959015940436	0.013924967989334278	-0.022661965992728315
DRD3	Not-coupled	Not-coupled	-	-	Dopamine receptors	classA	0.6109442406805059	0.7081059285272021	-0.0894325039965912	0.03879751139820406	0.2713814674463221	-0.09313914688209583	-0.037713135887930516	-0.01878151732323942
DRD4	Not-coupled	Not-coupled	-	-	Dopamine receptors	classA	0.9164142136119106	-0.17531907344567615	0.1351865386519148	-0.09924772780593635	0.19320462348840603	0.05089347073453935	0.08319569291782127	-0.032475122235374534
DRD5	Not-coupled	Coupled	Coupled	-	Dopamine receptors	classA	0.3751457928393067	-0.36901008733885765	-0.24930044164133905	-0.17866384175013958	-0.020664359703278515	-0.03697075139270505	0.038109134084519686	-0.07188736237792297
EDNRA	Not-coupled	Coupled	Coupled	-	Endothelin receptors	classA	0.6080153464137876	-0.19076977300531142	-0.129236753986985	-0.24149482883103088	0.015013311527989313	-0.0595439415906668	-0.085129854994484	0.010821005789033583
EDNRB	Not-coupled	Coupled	-	-	Endothelin receptors	classA	0.373585209078889	-0.17633463961704962	-0.2340941278889027	-0.19172871185840804	-0.14454168934996156	0.025350996674616266	0.22131499005943672	0.10458133652632358
F2R	-	Coupled	Coupled	-	NA	classA	-0.015380220501623422	-0.1915181565328433	-0.29716095767264983	-0.042333647337152856	-0.09492622745949066	0.13649019291610714	0.15766677871571178	0.05881625354734399
F2RL1	-	Coupled	Coupled	-	NA	classA	-0.3970294199195699	-0.22857407537708332	-0.19323248978900287	-0.05802499435703053	-0.027361809814192783	0.15915707928051695	0.0780544106337068	-0.038771473301240596
F2RL2	-	Coupled	-	-	NA	classA	0.016504155246535746	0.7431711516958037	-0.04938283731423944	-0.07582972709946877	-0.2660213941589609	0.0674139772565542	0.018390546659301982	0.05954590721308168
F2RL3	-	Coupled	-	-	NA	classA	-0.7497763915812452	0.7314863287629392	0.7304369769843782	-0.16299761742408886	0.10817231870071081	-0.3508734257123592	0.2887653808012712	0.012603019488075014
FFAR1	Not-coupled	Coupled	-	-	Free fatty acid receptors	classA	-0.7270541828137285	0.06005037421531078	0.2820636138665643	-0.09318485602861479	0.0014452277547818638	-0.10563166424922851	-0.053086480635147	-0.13369689467894594
FFAR2	Not-coupled	Coupled	Not-coupled	-	Free fatty acid receptors	classA	-0.5217651769956306	0.2086405060502308	0.15980163171834816	0.0011784466133853374	-0.0981284776167065	-0.0565989310974778	-0.040465629988595465	-0.28363687637182927
FFAR3	Not-coupled	Coupled	Not-coupled	-	Free fatty acid receptors	classA	-0.502420910723369	0.015471223605821522	-0.0513992866703438	-0.059031397514207856	-0.014161131221623142	0.25913345623849937	-0.14714116000674732	0.010540502156999037
FFAR4	Not-coupled	Coupled	-	-	Free fatty acid receptors	classA	-0.5383183221424589	-0.06541512734666897	0.018718420044928706	0.14930394984143644	0.17891125780185255	0.08863713740933964	0.0017576247636359624	-0.014928671129389219
FPR1	Not-coupled	Not-coupled	-	-	Formylpeptide receptors	classA	-0.5853203305344498	-0.08755814876029476	0.028689486529140096	0.027041434917580483	0.10161030444729768	0.12946695306903505	-0.011493181776645258	-0.08927657674102259
FPR2	Not-coupled	Not-coupled	-	-	Leukotriene receptors	classA	-0.44962583790036725	-0.02446315381679081	0.043410561138261965	0.2033421809315649	0.043877323257421164	-0.1316402714440246	-0.030639554572082606	-0.04257748873229283
GALR1	Not-coupled	Not-coupled	-	-	Galanin receptors	classA	0.0008730313138756852	0.43830374427782404	-0.1359913843929141	9.618367140105874e-05	-0.025165634064226807	0.0764193772570404	0.11152564352237239	-0.06105977004739391
GALR2	Coupled	Coupled	-	-	Galanin receptors	classA	-0.09126739935679049	0.8404858697343933	0.044799544968515174	0.21283837409407633	0.1214701671062962	-0.01553810151758693	-0.054534605071304754	0.0006123659983823319
GALR3	Not-coupled	Not-coupled	-	-	Galanin receptors	classA	-0.3671315511000414	0.017280629008808845	-0.08462602754713129	0.052171533670531435	-0.059329634979316516	0.08199353407017934	-0.04633147540104048	-0.14477397222562063
GHSR	Coupled	Coupled	Coupled	-	Ghrelin receptor	classA	0.8214109116475918	0.0623009492256326	0.11207227853733959	-0.35078375383692745	-0.16818519890617886	-0.005219470185024524	-0.2561384388975626	-0.14560996517239425
GIPR	Not-coupled	Not-coupled	Coupled	-	Glucagon receptor family	classB	-0.7649231389980202	-0.21234468042929933	0.2581267209434209	-0.06033700047193463	-0.1429743972990538	-0.2967718716652935	-0.058423418471753925	0.047227176786338726
GNRHR	Not-coupled	Not-coupled	Not-coupled	-	Gonadotrophin-releasing hormone receptors	classA	-0.31079886088959685	0.13302713837972915	-0.08916224569114617	0.062447230773761214	-0.13468933229310284	0.030884553218323844	-0.10192130373995184	0.0513431180498998
GPR17	Not-coupled	Not-coupled	-	-	Class A Orphans	classA	-0.22607356746191473	-0.525036154470483	-0.3368391264863162	0.10310419715743659	-0.1801927726554373	-0.09115991433042692	0.06834835358162496	0.005392372228012887
GPR34	Not-coupled	Not-coupled	-	-	Class A Orphans	classA	-0.8104900169405272	0.2671231885631773	0.5167816501766556	-0.1377476104739755	0.1438958170448964	-0.13177072227549833	0.009106771508722373	0.19733465662514543
GPR35	-	Coupled	-	-	NA	classA	-0.906914679722173	-0.27079117203313496	0.3343705526981196	-0.20712298739125182	-0.0031795681852120746	-0.17194929650434435	0.1271356255012944	-0.16082665527307471
GPR55	Coupled	Not-coupled	-	-	GPR18, GPR55 and GPR119	classA	0.12853441258005385	0.177730420879781	-0.22224836445154963	0.04925722370121758	-0.05259132165336914	0.015058934708830603	0.021831802638435427	0.0070117263730861
GPR84	Not-coupled	Not-coupled	Not-coupled	-	Class A Orphans	classA	-0.7144542770554473	0.06186929864054894	0.2357219283033462	-0.08505172175637875	-0.0798971570029928	-0.04140070205233974	0.09788675375382785	0.011064739437980298
GPR119	Not-coupled	Not-coupled	-	-	GPR18, GPR55 and GPR119	classA	-0.13960299880378307	0.02480782240478504	-0.2139926177553812	0.10065252345267704	0.07571309525276106	0.13121554282502626	-0.018210613405628896	0.015866350343603335
GPR132	Not-coupled	Coupled	-	-	Class A Orphans	classA	-0.7727345173772975	-0.24486079158962623	0.19766497449160444	-0.06437584755649697	0.032242498457824585	-0.10685209774119833	-0.061039548417615046	-0.10826287091323118
GPR174	-	Not-coupled	-	-	NA	classA	-0.4239784525839706	-0.35929958606362183	-0.1490061937392929	0.18911701436732792	0.06926493998790031	-0.05559407352212172	-0.13109558460499926	0.027681908579837357
GPR183	Not-coupled	Coupled	Coupled	-	Class A Orphans	classA	-0.17599032229249675	-0.23120469718859743	-0.2727823389952067	-0.017666238266527818	-0.0936896621473226	0.10177684271392883	0.10195569554493189	0.04184978628629006
GRPR	Not-coupled	Coupled	-	-	Bombesin receptors	classA	0.4577457189810061	0.08613324281263994	-0.19084239893074492	-0.15367526092255962	0.028398831406532446	0.05599679979588598	-0.02090909280398396	0.019501502509439175
HCRTR1	Not-coupled	Coupled	-	-	Orexin receptors	classA	0.6260273780273207	-0.3115925419389896	-0.17496934659107297	-0.18109053788921436	0.10802600839853016	0.0004956693787747894	-0.08526236198324386	0.014632233295843327
HCRTR2	Not-coupled	Not-coupled	Coupled	-	Orexin receptors	classA	0.9619048075232685	-0.3793839858678418	0.17111729069871226	-0.05669114769576334	-0.15918097251055738	-0.11465421574533091	-0.1534650870827732	-0.03245952020720543
HRH1	Not-coupled	Not-coupled	Coupled	-	Histamine receptors	classA	-0.40127763744378714	-0.05429814184284998	-0.06585910235298331	0.1625494644108539	-0.006800136589727307	0.017800526522827733	-0.11139098228075832	0.07832622998333758
HRH2	Not-coupled	Not-coupled	Coupled	-	Histamine receptors	classA	0.7879735813136309	0.28373405074207764	-0.0206592887255795	-0.14248367006063814	-0.031923474397564044	-0.20594398051006896	0.1385313332172768	-0.06486258292985012
HRH3	Not-coupled	Not-coupled	-	-	Histamine receptors	classA	-0.028889542997192194	-0.15198094799495088	-0.282894899938565	0.04071521378263425	-0.2698598943429972	-0.04688849401017433	0.18427552088791282	-0.005479107812679908
HRH4	Not-coupled	Not-coupled	-	-	Histamine receptors	classA	0.5085799388888671	0.06661391385378669	-0.2051138298420615	0.023382488820460935	0.11997352836605168	-0.1179648965275848	-0.0001391497431541365	0.020295546450966585
HTR1A	Not-coupled	Not-coupled	Coupled	-	5-Hydroxytryptamine receptors	classA	0.03417205655414469	-0.08801995059052563	-0.2931249260541557	0.16054769966633053	0.0207356335203448	0.025713752005595617	0.011460409181180181	0.16356617241827942
HTR1B	Not-coupled	Not-coupled	Coupled	-	5-Hydroxytryptamine receptors	classA	-0.16310165990094894	-0.062295077583666744	-0.22696224764510475	0.11996265683282108	-0.13401742329598584	0.0026216956097036134	0.06357624567583756	0.23834043421347934
HTR1D	Not-coupled	Not-coupled	Not-coupled	-	5-Hydroxytryptamine receptors	classA	-0.36597293690516236	-0.26259696184453374	-0.1841642375864631	0.1485136791719009	-0.1474496260964896	-0.03519658591280504	-0.13202040783057778	0.1750640081131888
HTR1E	Not-coupled	Not-coupled	-	-	5-Hydroxytryptamine receptors	classA	-0.3042681106622732	-0.2628940041127073	-0.18602944630921228	0.21472282049318112	-0.08653195750362197	-0.04154101567405072	-0.10618383424493792	0.11639081469584238
HTR1F	Not-coupled	Not-coupled	-	-	5-Hydroxytryptamine receptors	classA	0.8048345359382685	-0.4347872706044459	0.050070007623681086	-0.1846465056365311	-0.14085703006942465	-0.02591857618445184	0.054141492670790915	0.12253821017135698
HTR2A	Not-coupled	Not-coupled	Coupled	-	5-Hydroxytryptamine receptors	classA	0.8063247999370752	-0.5155815637418443	0.09263393854900488	-0.18332946155151597	-0.054695322923142387	0.09415316369115527	-0.14180631771292584	0.11982721685113065
HTR2B	Not-coupled	Not-coupled	Coupled	-	5-Hydroxytryptamine receptors	classA	0.6748100372423089	-0.4412196427899576	-0.07535973429506398	-0.2632833602423306	0.19792020682821118	0.12282191302141697	-0.1385678009563801	0.003092189053527933
HTR2C	Not-coupled	Coupled	Coupled	-	5-Hydroxytryptamine receptors	classA	-0.07876069723257285	-0.145258385033473	-0.264413452788093	0.036102651266385656	0.05950765066168529	0.0959978498492895	0.030931784272756252	-0.07226885060137181
HTR4	Coupled	Coupled	-	-	5-Hydroxytryptamine receptors	classA	0.6629517985222205	0.3864236860008499	-0.030913712847472297	-0.3051331308935789	-0.07981944311342898	-0.029650533938787502	-0.011549256167607868	0.1043325553846953
HTR6	Not-coupled	Not-coupled	-	-	5-Hydroxytryptamine receptors	classA	0.8751775279439182	-0.2288330661946172	0.14168658026454758	-0.1651528833845784	0.07239688030664013	0.06894697175787622	-0.10007985435875988	-0.02544245343946826
HTR7	Not-coupled	Coupled	-	-	5-Hydroxytryptamine receptors	classA	0.268914163603302	0.6944382466115012	-0.12694690394759228	0.06463672738877749	0.09738426556699331	0.026220607120961505	0.010507867244878398	0.11549852823062509
KISS1R	Not-coupled	Not-coupled	-	-	Kisspeptin receptor	classA	-0.4007757388070164	-0.1460436084863819	-0.1331254795422196	0.1348071664008835	0.08060012765000645	0.08502772411002409	0.019339695592077082	0.009380808963272706
LPAR1	Coupled	Coupled	Coupled	-	Lysophospholipid (LPA) receptors	classA	-0.5086675070308102	0.2497328287307083	0.08752196419957771	-0.018286552758212372	-0.0916521655179548	0.14815850563219457	-0.14742201509668942	-0.019691522778122205
LPAR2	Coupled	Coupled	Coupled	-	Lysophospholipid (LPA) receptors	classA	-0.5045975973099514	-0.22269421233509992	-0.03502794335524447	0.15886628876989317	-0.038391944076412415	-0.06615942709767371	-0.03860245667181244	-0.06011721385882593
LPAR3	Not-coupled	Coupled	-	-	Lysophospholipid (LPA) receptors	classA	-0.33137417640576877	-0.3547394386077612	-0.21534985087541456	0.19952364945993603	-0.034929112060138635	-0.08411831980367704	0.06282643740298788	-0.04070512058630328
LPAR4	Coupled	Coupled	-	-	Lysophospholipid (LPA) receptors	classA	-0.2158341359719056	0.40682312806125753	-0.08432657633994942	0.003909591257420801	-0.2090005613596936	0.11724700687969923	-0.1946354643039151	0.08553882171130091
LPAR5	Coupled	Coupled	-	-	Lysophospholipid (LPA) receptors	classA	-0.6611769504488199	-0.5310744759982127	-0.008864964125367145	0.17309429105341145	0.10263222369613462	-0.10474482690144618	0.07791048880772027	-0.0598123760730906
LPAR6	Coupled	Coupled	-	-	Lysophospholipid (LPA) receptors	classA	-0.4057380108770959	0.5107000680981009	0.13152556570847385	0.0786623610666132	-0.1404692464673841	-0.004070089424940592	-0.010138372947283378	0.08118235943239378
LTB4R	Not-coupled	Coupled	Coupled	-	Leukotriene receptors	classA	-0.2547729950883315	0.8594990853929838	0.1610900902719802	0.1012736997459134	-0.05814771113077804	-0.047229578497134606	-0.13372847925309642	-0.07659664692082516
LTB4R2	Not-coupled	Not-coupled	Not-coupled	-	Leukotriene receptors	classA	-0.931591348268482	0.11724451506924013	0.4317476345056706	-0.3456817978796827	0.08035062577877276	0.15054322856483185	0.033247008096692045	0.18114717042055306
MC1R	Not-coupled	Not-coupled	-	-	Melanocortin receptors	classA	-0.944505444567975	-0.25806250485182247	0.2901633637681537	-0.2545170588738918	0.21191565966833062	0.12740234148059765	0.16843923030029034	0.05818823861689959
MC3R	Not-coupled	Coupled	Coupled	-	Melanocortin receptors	classA	-0.8101040538500527	-0.31131350213724635	0.177565321543449	-0.09635575896048221	0.02140773132157522	-0.0036946865837869432	0.25298409909470354	0.08537848201650204
MC4R	Not-coupled	Coupled	Coupled	-	Melanocortin receptors	classA	-0.8586950317362128	-0.21226303639854233	0.27164893624668845	-0.13661559523630615	0.06286997041232249	-0.03977355264235739	0.17635381279360937	0.11575992795719957
MC5R	Not-coupled	Coupled	-	-	Melanocortin receptors	classA	0.46660159417399893	0.051780640238649596	-0.2157417183838513	-0.01650338225261564	0.0931738942008053	-0.10015725911206994	0.13092903033376502	-0.029678562322946262
MCHR1	Not-coupled	Not-coupled	-	-	Melanin-concentrating hormone receptors	classA	-0.6474484007679128	-0.2801518476103961	0.08703996586098565	0.0924373753618077	0.11259835801946862	-0.08606307819682708	-0.09225098423092504	-0.038610595997343324
MCHR2	Not-coupled	Coupled	-	-	Melanin-concentrating hormone receptors	classA	0.35966490555092484	0.32932936370860705	-0.1880370955807423	-0.06664146767058274	-0.018628253004759603	-0.04445900401030835	-0.033038306644202896	-0.15047619473722657
MLNR	Coupled	Coupled	-	-	Motilin receptor	classA	-0.9345908740175406	-0.08183288096885552	0.3513279034380433	-0.38733075468313233	-0.20951898787527592	0.028861974336924577	0.0463742475410096	-0.0214426096769833
MRGPRX1	Not-coupled	Coupled	-	-	Class A Orphans	classA	-0.8767996976940848	-0.02605982630800365	0.30638034783088103	-0.3375658491683827	-0.19264829758325897	0.024705305716597254	0.10629222310339545	-0.16365555888858055
MRGPRX2	Not-coupled	Coupled	-	-	Class A Orphans	classA	-0.585053116858445	-0.14225982810412377	0.03232872252952444	0.05192969952905606	0.1495375313964551	0.11891674413002128	-0.029052835791884765	-0.09967026309812378
MTNR1A	Not-coupled	Not-coupled	Coupled	-	Melatonin receptors	classA	-0.3724478416259469	0.1600636453555017	-0.038242325313789405	0.06982165757260568	0.13104603601026818	0.12571425599220923	-0.03441533251668779	-0.031619511456934514
MTNR1B	Not-coupled	Not-coupled	Not-coupled	-	Melatonin receptors	classA	-0.02775225598504389	-0.1504251496128934	-0.27856835152872395	0.05585909582902296	-0.10203054191364722	0.017638404852350784	0.11637613456870907	0.017127766172696506
NMBR	Not-coupled	Coupled	-	-	Bombesin receptors	classA	0.42168450307559435	0.20393343115125928	-0.1456985723845955	-0.2962875777528518	-0.06907919149725575	0.09470440009572835	-0.07328090927308127	-0.1600060224707568
NMUR1	Not-coupled	Not-coupled	-	-	Neuromedin U receptors	classA	0.21822688995410827	-0.24863339440810867	-0.2825840847377292	-0.18465806941727347	-0.055072311717189126	0.05187596228857452	0.01232648290577622	-0.17982241732725382
NMUR2	Not-coupled	Coupled	-	-	Neuromedin U receptors	classA	-0.7117653199281335	0.24176448348037902	0.31437237132329304	-0.05291616042337695	0.16465699028200606	0.06902404556571093	-0.08424394010961472	0.29344117615405696
NPBWR1	Not-coupled	Not-coupled	-	-	Neuropeptide W/neuropeptide B receptors	classA	0.5528882319243225	0.12768321945266228	-0.17347674263308574	-0.12778075664293542	0.08147490530598743	-0.03858636740907717	-0.026016887263746635	-0.030438826352917333
NPFFR1	Not-coupled	Not-coupled	Coupled	-	Neuropeptide FF/neuropeptide AF receptors	classA	1.040952954221922	-0.4890840154373908	0.3995212799381876	0.05408020792852267	-0.09434815154402597	0.14181468177766282	-0.12117582650396297	0.021200235981065095
NPFFR2	Not-coupled	Not-coupled	Coupled	-	Neuropeptide FF/neuropeptide AF receptors	classA	-0.16755851423659335	0.2608216400310536	-0.11566251909834659	0.21214457685260943	0.18442818496346214	0.06646381626419098	0.04348927293311485	0.09766302692358077
OPRD1	Not-coupled	Not-coupled	Coupled	-	Opioid receptors	classA	-0.17327525738149221	-0.21124643188109643	-0.261506455079854	0.13919873572877903	0.12912361297093	0.08967185217997033	0.09968077064448025	-0.04384988332390872
OPRK1	Coupled	Not-coupled	Coupled	-	Opioid receptors	classA	-0.33321890216063366	0.08046654172946434	-0.11746058281259117	0.019455588688614696	0.12807444024028933	0.24852818561989495	-0.05708662002281954	-0.05788965296549119
OPRL1	Not-coupled	Not-coupled	Coupled	-	Opioid receptors	classA	0.13799832308217977	-0.2613353088882783	-0.3358475687422416	0.13580077685597014	0.08896319197004139	-0.05876591099249118	0.10046050608993377	0.06643096708209387
OPRM1	Not-coupled	Not-coupled	Coupled	-	Opioid receptors	classA	-0.7368093398158326	-0.34743870789947834	0.10733406926231048	-0.011547307003874739	0.007260944007681211	-0.0568507465930641	0.040861030866703764	0.0801849411134
OXGR1	Not-coupled	Coupled	-	-	Oxoglutarate receptor	classA	0.008987939574338653	0.2948479707588433	-0.17442652247875134	0.013957020151899029	-0.035479901519166614	0.14792115484826307	0.033471675255569516	0.16482529394237116
OXTR	Not-coupled	Not-coupled	Coupled	-	Vasopressin and oxytocin receptors	classA	-0.2914993941026168	-0.13573036026992055	-0.18383335694285335	0.13250782876172312	-0.017473627156901674	0.017236068460900266	0.0994254888933572	-0.055902606626020854
P2RY1	Not-coupled	Coupled	-	-	P2Y receptors	classA	-0.10154511785466248	0.2820441691704703	-0.14200942824162657	0.15894147132196165	-0.05792424152375437	-0.032584273649364746	-0.08510582568249875	-0.07503246243621947
P2RY2	Coupled	Coupled	Coupled	-	P2Y receptors	classA	-0.3405147491303688	0.20022090885321	-0.053738180572959024	0.01874847468021952	-0.1696568557928703	0.028995279145334032	-0.07356846980856245	-0.13245808403100914
P2RY4	Not-coupled	Not-coupled	-	-	P2Y receptors	classA	-0.5939087958544123	0.3723960182205047	0.34179870171749904	0.07684898469630363	0.19959115460986435	-0.2265981294372887	-0.19480827599086017	0.10634265283174613
P2RY6	Coupled	Coupled	-	-	P2Y receptors	classA	-0.6822087054784092	-0.2249049797539832	0.11983317982724014	0.03866078888405936	0.009822770463603728	-0.11606584664547188	0.03918817429512697	0.050261402498688997
P2RY10	-	Coupled	-	-	NA	classA	-0.05223096371835171	0.618805832355323	-0.03744191466449238	0.16444854344275753	0.028455695173857366	-0.03238976981204266	0.0007424693584325448	0.06835684587998606
P2RY11	Not-coupled	Coupled	-	-	P2Y receptors	classA	-0.6524532073000876	-0.4762034496986068	0.03582392985576194	0.1520124182914015	0.016996142285812216	-0.20998212219087864	-0.1487121978497121	-0.1006379615442074
P2RY12	Not-coupled	Not-coupled	-	-	P2Y receptors	classA	-0.5211626585739836	-0.3665240266112738	-0.07451081741054262	0.1754788757391178	-0.007157359693815886	-0.08889132279704334	-0.25342160100468714	-0.0012184492890286664
