Gene	IUPHAR	Shedding	ebBRET	STRING	Family	Class	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23	PC24
ADRA2C	Not-coupled	Not-coupled	Coupled	-	Adrenoceptors	classA	8.616931453260424	-9.328367772749695	4.120014198969512	-0.315047144971737	-8.173166224539516	-4.483549977706033	0.5622506405761679	3.830431799454958	2.5472524394656686	-1.3898175801746904	0.9756884703819362	0.4303017976579631	-1.4554209601178394	-2.109192742790622	-0.470431567753607	1.8898868093442827	-0.07486245642126797	0.4078990114803963	-1.4034721458623698	-1.0752508994893148	-0.8042685458738162	0.21216939075085509	-0.3553255314681797	1.5718617800376535
ADRB1	Not-coupled	Not-coupled	Coupled	-	Adrenoceptors	classA	6.355536534842903	-5.40848859681765	-4.942994403018243	1.9912168417192422	-5.13093184306695	1.0704626130061408	-0.23128268039220207	1.4706846352366694	-1.1638163880825851	1.1905943912653454	-2.0020125017735486	-1.7758659603400369	-1.4554485275438258	-0.8924515593668284	-0.7975254555431855	2.837569802911651	0.6666809749203348	1.6472984207527186	-1.1868098654118149	-0.8431201732847453	-0.17800459410709815	-0.1349571617189129	-0.5735331431930557	0.0775270173596185
ADRB2	Not-coupled	Not-coupled	Coupled	-	Adrenoceptors	classA	-0.5316755922852945	-9.92499240115997	6.589506581174298	-0.7994112892495284	-1.5242156337659012	0.2007145287816222	-2.600183510553498	2.67447586652998	2.0753470317431337	-0.31358041145344584	2.9971755724935454	-0.6160990646121697	-2.9202953558023848	0.8245510123182074	0.5251449302584582	1.8868059325580937	-0.3319547919220853	0.5812752673565067	0.3484809874082821	-0.605383610588889	0.0005091801852249819	0.40144222319482065	-1.1339616641723944	2.443584209668769
ADRB3	Not-coupled	Not-coupled	-	-	Adrenoceptors	classA	-8.607328299997754	-3.1036957932924265	-4.23640124422284	2.536873912899511	-0.4550471178521002	3.3915106190951603	-0.43717898586131965	-0.866635044904472	1.59454307481081	0.41988188559184275	1.681896018571797	2.0890545102319074	0.02820183932598069	0.009184655273376306	0.6366722463206397	-1.1818165713338205	-0.10234223821677646	1.0231196847845299	0.8439482157264211	-0.7936497187990829	1.0280727670355105	-0.28203973068614907	-0.1448346105475399	-0.7996719811765504
AGTR1	Not-coupled	Not-coupled	Coupled	-	Angiotensin receptors	classA	-3.671522415244106	-6.064349186179122	-2.1685260371526476	2.1924614772398434	-3.872557982763414	2.167554833095526	2.248401887975543	-0.3290287662221885	1.2681374628039241	2.030641633310267	0.15151227418070762	-1.6934090237790191	0.9088800416333538	0.18099309239446698	1.4967896197715298	0.8564803182312822	0.8481374267907319	1.4184817900559155	-0.6190228095491902	0.8054929340246195	1.9730819090491298	-0.5241819509893675	1.0946551532345328	-1.6585177230606205
APLNR	Not-coupled	Not-coupled	Coupled	-	Apelin receptor	classA	2.9906981552876637	-0.8243244115444585	1.5397713471447052	0.30514240760529665	1.1259050837369964	0.8625481735462303	4.473811950592096	0.4346150152829333	-2.3160360042424615	1.7788042115786282	-2.5637464264175653	-1.3292749218076207	-0.22201284640734045	0.7226371324315891	0.2376170033819371	1.468936521726714	5.0333387977769934	-1.532506058656084	0.6429607953685382	0.5234167969819217	-0.7215025678586856	0.3640642784235406	0.022156255120275154	-0.7225777457255578
AVPR1A	Not-coupled	Not-coupled	Coupled	-	Vasopressin and oxytocin receptors	classA	2.8426239806972435	-0.907526948574079	4.841847979654738	0.06561510133754836	-0.9197094327324891	3.230156508501365	0.8823595709488938	0.78789447030385	-3.670444378052909	0.2844762790436098	0.004021395012083684	0.5439694923988841	-1.137993492809837	0.4775948915116532	0.8210985526885037	1.0279825701719003	3.2815610577954377	-1.0801725691163255	0.5786130604292626	1.4179052408122246	-0.2780103607603493	0.37775762821276315	0.1588931175651879	-0.30458615260528543
AVPR1B	Not-coupled	Not-coupled	-	-	Vasopressin and oxytocin receptors	classA	-4.34750146540079	-2.7492327303403	5.944161787193079	0.17579703304531938	-3.264663690154646	-3.9555757702317593	-1.6042064392366298	2.096532911410508	-1.1024611453865607	0.7603400713442725	0.2689062417410249	-1.4276111803963658	0.11775127139882062	0.14080442591676368	1.2783972274704711	1.325965139102641	3.8704517142508066	-1.2090979514629012	0.2383024011719147	1.3333620738654464	-0.906469620231889	-0.1307115722339422	0.06211497339094265	0.49425871510515085
AVPR2	Not-coupled	Not-coupled	-	-	Vasopressin and oxytocin receptors	classA	-9.639635924918215	-1.1837072761987881	-0.3647875767170563	2.5008305217842626	2.9839333316095513	-1.2588762547218901	-1.7934852408371242	0.6717300042610461	-0.8662339295895183	-0.29842608323641817	1.4049235600487542	0.34082417310597973	0.850916079421741	0.8526388940349484	0.29609166796190406	-0.18248670544116158	0.8466495712110543	1.5709252580509887	-0.046949309574189024	-1.7537989835497887	-0.7141122760472137	0.6068989177464488	-0.5517101024732012	-1.3334362152875756
BDKRB1	Not-coupled	Coupled	Not-coupled	-	Bradykinin receptors	classA	-0.214615116892864	3.8385025544895597	-2.3338725873698234	0.5841019018960121	3.042065310132302	0.8002572525515222	0.6718984697426144	0.3262134061804472	-0.37653034277369984	-0.4943272382031824	1.714287896955008	-1.3977566695836123	0.16938727253260247	-0.2772660774650236	-0.7468460469278123	0.6991064536681915	1.6937561585067635	2.0930123946485613	1.036274636809812	-1.709529280078772	0.2927337290752017	0.7701940320311049	0.5615855706446089	-0.9922779616204712
BDKRB2	Not-coupled	Coupled	Coupled	-	Bradykinin receptors	classA	0.1973002804747675	-5.870631836484939	-1.5379691790733279	-1.0519545531603383	-1.72477554947902	-0.2151570312501913	1.453030364415831	-1.0312596050158545	-3.6043125664430793	-1.7619335030843672	-0.6956716067959741	-1.2563957050916637	-1.8243059574662521	0.8984837436617855	0.2754584039479619	1.456926684251904	-0.45788852261428564	-0.24810150276652673	0.222997615885191	1.512585918837569	0.13385439403699348	-0.9761158917008154	-0.7717644367229098	-1.3202070962555623
CCKAR	Not-coupled	Coupled	Coupled	-	Cholecystokinin receptors	classA	2.3008029997137505	-6.991302509741457	4.89969592074398	-1.9698079191359454	1.2376998451558574	0.2722324510961025	0.5120657179647664	-0.39207265093043875	-3.314855345241963	-3.3962214186069777	-0.12468996356640397	-0.6268689963220573	-0.602842342744732	0.41570600042283384	-0.13210486339032357	0.39764133181066547	-1.314669435910368	0.9303893933095432	-0.2010259201384347	2.0238995257221615	-0.008982422034409765	-1.5667744130009287	-1.6189357674351477	-0.7968357530826504
CCKBR	Not-coupled	Coupled	-	-	Cholecystokinin receptors	classA	13.744643445417065	-10.239115640054196	2.174453029414444	-0.10861068338852106	0.24906551726713202	-0.988097126586172	-3.6637509381261504	-4.0403849592143475	-2.5748707891312677	-0.6500200766034685	-0.16479923936970164	-0.8702205430508414	2.2840468325520296	0.5168932296276986	0.9891801622052183	1.4306397122396661	0.7932021925212284	1.269326160943935	0.721155050511674	-1.5700072386826893	-0.08538435351471535	0.9802020285882073	-0.28363852794268013	0.4306247078764392
CHRM1	Not-coupled	Not-coupled	Coupled	-	Acetylcholine receptors (muscarinic)	classA	18.320680970588377	-2.506478111813067	-5.5243565666969205	-5.272799772332126	-3.3011933630660657	-3.069418425152203	0.21265662479638314	-6.300237660145007	3.028083158883345	0.2973614093424665	-0.6206840790833856	-1.5437350495848774	2.4302204581316413	1.8408545895626722	1.6606914907681949	1.400369479777847	-0.5378529399596108	0.29523167489080326	0.9827841013479348	0.7929052806763166	-1.1124098687967001	0.7606980948007147	-1.540408111953952	1.137591014486851
CHRM2	Not-coupled	Not-coupled	Coupled	-	Acetylcholine receptors (muscarinic)	classA	26.503096433224204	0.8922278924543314	-5.0918532881084015	-5.006942264253877	-2.7613455234856996	-1.4137385652857262	2.040960653341208	-3.5540308205652056	-0.22096510299003563	-1.045076239118299	3.741374790061174	-2.072465109062256	2.100470698378874	0.31258205521914584	2.0137569328975253	0.29248959474723635	-0.10172651040976466	-0.13013676829350546	-0.11044684029492759	-1.2057998879347407	-0.9809820430577791	0.19998307904985935	0.012882176853736799	0.20443510955836244
CHRM3	Not-coupled	Not-coupled	Coupled	-	Acetylcholine receptors (muscarinic)	classA	17.152830386832132	-3.0281277078324447	-3.9020169378405933	-4.434160710345166	-1.5948218213103904	-2.773348724301254	-1.3042556760603565	-4.255075103116539	0.8490076558651409	-0.165585150490335	0.9953628864712564	-0.7585964321299385	2.1928412487907343	1.7030840994451741	1.3500713485478317	-1.1432667364952949	-1.2420788239164011	-1.295758260726708	0.14134898201868001	0.31752894907616264	-1.454538405515497	2.2821771924703556	0.2924958996288342	1.332160395096363
CHRM4	Not-coupled	Not-coupled	Coupled	-	Acetylcholine receptors (muscarinic)	classA	23.78484079708815	0.7783019198725319	-3.0253336416265055	-4.399809346419391	-0.5851966903545512	0.9158733720404576	-0.6675669377495288	-4.813010409788153	-1.6206436639399213	0.051474407724552584	2.476231670771375	-0.1665594207895873	2.4856524614075184	2.425272629032249	0.751981981676643	0.15641612880915512	0.28920187014718246	-0.5270562098603419	0.5081410729647498	-1.446789301892709	-1.2448116794756399	1.37875507793565	0.4834350758002285	1.1424842726637547
CHRM5	Not-coupled	Not-coupled	-	-	Acetylcholine receptors (muscarinic)	classA	17.54192772053309	19.045326109234363	-4.909098898240235	-6.220746496080846	2.8712362273907686	3.162821386802404	2.474122610507768	0.3087328356111244	2.7958762209553774	1.0461397535368278	1.9623638064362254	-0.18832953228940794	0.379878676910088	0.6609159374651407	-0.9939249637347011	2.457924707487125	0.6423675254741535	0.9501913287320135	1.0748215100046132	2.183657810652852	-0.9459873549338828	-2.798563644159877	3.293751869204661	1.1062672969309149
CNR1	Not-coupled	Coupled	Coupled	-	Cannabinoid receptors	classA	0.27136274986204095	7.349801349221079	2.9935869879703096	-2.75033725292699	1.1340574535165207	2.3146206168056995	-2.1115879970889857	1.3739609039349594	-1.4599337926226208	-0.5001107666005923	-1.2916169891212377	-1.820492159799243	1.3812661842964584	0.4054827828043552	-1.844092015643807	1.9471558700334426	1.0616908857720437	-0.00516156884179526	0.3324537731292409	1.1722010904022515	0.5526763390952795	-1.0272667130818964	0.690188259802954	0.6604484789760453
CNR2	Not-coupled	Not-coupled	Coupled	-	Cannabinoid receptors	classA	-17.698350931117535	-2.711937943387977	-2.850116451781315	2.4669295038977426	-3.6011734368853303	-0.9146594077337079	0.8408933408623225	-3.637453843532733	-0.36921733109777594	-1.5408990905119668	-1.2951071238054825	0.6399951364665409	-0.5440636711121762	1.3893773671317395	-0.4831376761390392	0.10488407632277506	0.9877912683941422	-1.7021029676871353	-0.6478811561840676	-0.5617111283089119	-0.07101145750540612	-0.2652130594973169	-0.2579777368486054	-0.6888340399003244
CYSLTR1	Not-coupled	Not-coupled	Coupled	-	Leukotriene receptors	classA	-13.708901020019944	2.727924531497697	-2.4194265338570116	0.59526491480289	2.855600731403206	-0.8037268127072371	1.6748964500670929	-2.312645750937991	1.307557255618185	-0.6580405962543214	0.3044459465928186	1.2445200835755827	-0.43317466845463937	0.3064423154458246	0.03627506688091004	-1.7365007150966667	1.6663639124285243	0.15047190445325187	-1.1599010078471699	-0.024761724464367717	0.2613692487726836	-0.4022220154701409	-0.926625270396458	-1.387798160149581
CYSLTR2	Not-coupled	Not-coupled	Coupled	-	Leukotriene receptors	classA	10.847169197252652	-0.13991500368861817	-4.663646799796945	-2.3422420105626975	-3.961423452900563	1.8391737427782417	0.22076836683313944	2.6616027392956028	-0.9561122299449182	2.458327613376114	-0.1640114083017269	-0.9402933351298155	-2.2179871834898415	-0.35815730842036125	-1.5472014602030313	-0.036050129861600964	-1.0053076635664142	-0.9169201261656439	-0.12902753537081474	0.23067912660883247	-0.8489116306952863	0.538939647354501	-2.2513144467874135	0.8374452966325152
DRD1	Not-coupled	Not-coupled	Coupled	-	Dopamine receptors	classA	16.098043858343026	-3.5343097758525213	-5.310268446680143	-3.3567776084722745	1.6644487665768142	0.8232433328508559	-2.02782317552275	-3.443539025082924	-0.0045083191938974825	-1.4215469890834753	2.48173655782688	0.7411438761166278	-0.13121750432201407	-0.7103906252878788	0.3364869783852084	-1.1365150247188187	-0.5903810402467896	-1.0428145629693741	0.11223438622378946	0.5881367627740679	-1.2414192412223546	0.27105418393910546	2.195588933218837	-0.9816645795539584
DRD2	Not-coupled	Not-coupled	Coupled	-	Dopamine receptors	classA	12.240555937025423	-5.383925669836376	-2.2392420676768743	-2.1825529112631843	6.1073167573165685	1.694396745470779	-2.8862522508085613	-2.8987156075133136	-0.8466025035071534	0.34956180887178984	0.1050442023104704	-0.5200561862557468	-1.1624805244657463	-1.2339375710745968	-0.5740900170793471	-1.4519692813771792	0.5761286738204918	-0.9085571271991324	0.45732455478765194	2.427792716195439	-0.03951149503889984	0.11405318760923823	0.8172106377891328	-0.5642176837348601
DRD3	Not-coupled	Not-coupled	-	-	Dopamine receptors	classA	7.904360145625634	-11.5952334806418	9.816416680346036	-2.648039800300349	2.109870896722559	-6.440593573303913	-3.4684110216126642	-0.8790770582968289	7.454222974790137	1.0088539843820639	-1.828061763357804	6.013783227751203	-2.6682294085310088	-0.15072003359048086	-1.3246147798954993	3.9562042566410627	-1.4223620592898032	0.03088438125242132	4.180448425019884	2.6884204427727467	0.8570127607869418	3.1272668368624896	2.7435253838709546	-3.1770080048850042
DRD4	Not-coupled	Not-coupled	-	-	Dopamine receptors	classA	13.219021047260512	-0.7663763983105774	-4.075640185793115	-0.9240661890443896	-1.2391596133347733	0.18018867348415946	0.5831100231520927	4.242908054194692	-1.9103758532126418	3.6289845308597846	-0.7210662700651432	-0.5036367792515357	-1.627314831419126	-1.468539978895847	0.2719270098602346	1.0694334233880083	-0.8942947217556501	2.2767360056038535	-1.4814934776743394	-0.10364936283928498	-1.5335669717839113	0.6841915207967205	-0.9111952225919324	0.686140237106785
DRD5	Not-coupled	Coupled	Coupled	-	Dopamine receptors	classA	0.02616974608285461	5.255204230702086	-4.421106143102425	1.4352630002605231	-2.1310338991839366	-4.535445925250576	2.9119808280561683	2.4854304997691323	-0.8039370239133273	-0.5324115723201563	2.771731549505794	-0.6282168118053726	-0.12260375843270829	1.980854071760049	0.5884405824144917	2.4271914349107906	-1.0482217126914581	-0.029738953720243447	0.10505211745893227	-2.3067391340642684	1.1039776227066955	1.1260144747553944	0.6314150500124057	-0.5328964296895652
EDNRA	Not-coupled	Coupled	Coupled	-	Endothelin receptors	classA	7.175568805577275	6.321215566981219	1.7028743271429356	2.2096714785702614	4.395631229540275	-5.462512329175124	4.601646285336034	3.5978570047082474	-2.7890546628847357	0.5949261253455157	1.422878090896661	0.7566565435690857	2.055172389753037	2.8348024542202017	-1.2721404334191198	1.0155127611183024	-0.2635390123774103	-1.6608917216031356	0.45738457629468804	-2.487767968374143	0.6011773443577075	1.729693349317339	1.3333363059741903	-0.8431555877300778
EDNRB	Not-coupled	Coupled	-	-	Endothelin receptors	classA	0.3779796479419811	10.397060808305962	-0.9180599152556717	-0.9797935578789282	6.6505479393589715	-0.7680239032832882	6.781183898722386	-1.2064118972523923	0.5801402411844864	1.0061164279916488	1.8454700502112582	-2.107021371658627	0.4681171375553573	-2.6826825869959676	-0.47024384149345283	1.4764071757321198	-0.8106965273658204	-1.771242580741513	-0.11242943299849403	-0.1810048954963734	2.509160146875455	-0.9134247928200899	0.11324978915387517	0.6050820658741711
F2R	-	Coupled	Coupled	-	NA	classA	-3.312000644805744	6.012877105708855	-2.3151741743906205	1.708896048395209	1.4551540998212398	-2.5643537609707576	3.3968325296787505	0.7562536432311154	0.5141444447869198	-0.2703816603505058	0.5714526014210514	0.02348719831624864	3.426925973721429	-1.8324603530697607	0.5934939914512161	-0.7489409769333798	-1.1561793522989665	-2.054942411105226	-0.23071114041579371	-0.4409433610490325	3.0504591950229996	-0.4184305929903913	0.09107621316686244	-1.2328579333169005
F2RL1	-	Coupled	Coupled	-	NA	classA	-4.825570287422927	8.808180325607543	-3.4641004432895146	0.9086843150763828	7.5817635946938085	-3.362324867107127	3.374130739482162	-1.325453765077906	2.342826603059078	1.9556652147050169	2.146255429436202	0.9400145323134835	1.8516382474097657	-1.4936135791379623	1.3309589926150729	0.38393634983300556	-0.21817138479690043	1.3477213079849972	-0.3085464390892224	0.07726164811391581	2.7386901883832757	-0.6301339699507816	0.8457318243458758	0.9129503246500198
F2RL2	-	Coupled	-	-	NA	classA	-8.364082845200162	0.422130140993922	8.159669097830372	-1.996898664507891	5.084151486648713	0.15279785318517136	3.5633999619889716	-1.0608838135179657	2.6297380033194138	1.3650265596892037	5.199262451086095	-3.005933784489885	-1.2783578777173952	-1.7544136589272787	0.005559459383487301	1.3338380078587293	-0.7139000281570594	1.4646426793355598	-0.38501532437079394	-1.523591199296622	1.439016259881432	-2.3933128690097547	0.5210022813992005	-0.8706140623538015
F2RL3	-	Coupled	-	-	NA	classA	-9.629549023713711	9.365580395347624	7.84732827065213	-2.81859225169143	1.5931411260014459	-0.732723706406061	-2.2259475092641106	-2.3618656094235586	0.4783226780253226	7.003917957953697	-0.7146956216986294	-1.9457389849845639	1.4178317977983705	2.0765279874717515	-1.2394745088289816	-1.1166786897006347	-0.8327422268982494	1.1987713743247017	-0.3333553783602098	1.1784774365813966	1.5958292287830211	1.1569156874424393	-2.070422633445675	0.8521968464890441
FFAR1	Not-coupled	Coupled	-	-	Free fatty acid receptors	classA	-6.71274472484318	5.651100166156621	0.16393409559542507	0.4214631131470416	-4.47198293587178	0.6704570563732999	-1.4839543805300677	-1.8008817070660792	0.1651855776154913	3.3429485785777615	-0.797143111031823	1.2217707572199183	1.6028746130754803	-2.32066400636073	-2.006379673707462	0.1667661511109327	-0.9538763302696378	-1.801749293318345	-0.6818612363485448	-0.15883911156575012	-0.7328178713367256	-0.8043012012991967	-0.3417829996948752	-0.9174127536862454
FFAR2	Not-coupled	Coupled	Not-coupled	-	Free fatty acid receptors	classA	-8.511515820949112	1.3050407370571342	3.975206159596477	1.4021282434398141	-1.77175415775679	3.627279753746226	0.4757530411345121	-2.920104406975226	-1.061219438392789	1.528769275905062	-0.6423299986007489	0.5317893428750888	2.0698758894823017	-1.895195936188372	-1.439712995304476	1.9657583723474652	-0.3975820124603135	-0.20772518031204285	0.2022947930156821	-1.4594039019168188	0.01976510900007745	-0.9101557732864427	-0.5999585770997437	-0.8237498456194356
FFAR3	Not-coupled	Coupled	Not-coupled	-	Free fatty acid receptors	classA	-5.995345784258089	4.141560971494957	0.8100506011192995	0.2701124088929747	4.4735024885192605	-0.4811899571969279	-1.8892122167358105	1.7483888648331447	-2.095057021494705	-0.37080264365847204	-0.03646176580931296	0.050192391034677215	1.966758353760852	0.3397955765927647	-1.4768650019162424	-0.36499423108693846	-0.8324305637988546	-1.5435155065873558	0.2751071320553577	0.22015880138543628	-0.6299547694124874	0.6027074397468885	-1.991995110170012	-0.25955643536672207
FFAR4	Not-coupled	Coupled	-	-	Free fatty acid receptors	classA	-12.03210372601025	-1.656260239211023	-1.6697024169331218	0.2530458324440118	-3.4943465868139274	1.7360640427542635	0.8912880696491328	-1.6960658564114834	2.2467847587723346	2.728268625044025	-2.319534219333432	-2.3602731464640025	1.3243011947010273	0.047609590326396674	1.12908240110751	-2.716056027079453	0.2830641780984149	2.0410177304560007	1.8301015514169432	0.6235334229516506	-0.09193853685618854	0.7466512839604448	0.3693287913226262	-0.6276526663098193
FPR1	Not-coupled	Not-coupled	-	-	Formylpeptide receptors	classA	-11.40401440843902	-2.353499494867558	-2.7786674774985283	1.928687432243398	-2.845915520030874	1.7213204083007538	0.09689731773941028	-1.2830679749339307	1.1463355455675088	2.2271569481983637	-1.8682856780327184	-1.0787888604091889	2.164614122305037	0.432200624153713	1.4266041096136062	-2.1674444836274427	-0.442774095711909	3.4053090993151933	2.323820191232231	0.7641513991245362	0.6930516907701518	0.9159426908972449	0.3570241082460312	-0.6924804634708474
FPR2	Not-coupled	Not-coupled	-	-	Leukotriene receptors	classA	-11.648075021162036	-14.241155225309805	1.3838982216151816	4.456786026795422	2.131358060880067	2.4908602450582564	0.4429100477069008	-1.211710360141421	-1.7986611548800453	-0.4773574100738418	-0.9701402597739287	-1.9095820779563162	0.20995324068338786	1.35567872662042	0.919387249980116	0.2681843189681598	-0.3346781983516849	-2.1002008389742115	0.5533393400058474	-0.5111185844289181	1.1028365787716683	-0.6934909201816662	0.3859301871034908	-1.2176297250246986
GALR1	Not-coupled	Not-coupled	-	-	Galanin receptors	classA	-2.2904213576832673	-8.361138370562795	5.339002853498445	1.5303609169809336	1.080470666964905	7.031702083350612	1.2035500856023067	-0.4632017653120512	0.2273444840683798	0.4027530073028378	0.5027013018171356	1.6978385467094084	0.2626280281535578	0.7934045067665776	1.253008723634232	-0.58317513882971	-0.42359380751858655	-0.7886390286910708	-0.26050994061477867	-0.41410004986853677	0.6195197195244296	-0.7743555956872351	-0.022092831117950535	-0.44219966173768
GALR2	Coupled	Coupled	-	-	Galanin receptors	classA	-4.880863107541871	-7.8557227198208945	7.988332096654161	0.5475245389674237	-0.8421243513885144	4.029367295462035	-1.1460279597723904	0.4822174128716406	3.403624524564327	2.222538034558613	2.67682345766087	2.263224105860983	0.43077299191262713	0.8551002610104923	2.67089146731321	-0.07636458338609801	0.14123830587801678	0.7564238093282304	-1.187883733340975	-1.2999733756633314	-0.09602165491718545	-1.6120882121080975	0.5401264248542357	-0.01944867908009307
GALR3	Not-coupled	Not-coupled	-	-	Galanin receptors	classA	-10.12507625807782	-5.269754704139941	-2.324467955779855	1.5678130604417209	0.2971432230400881	-1.2375631463707104	-0.037246389870618346	0.46394306785083345	-0.3614891332549779	-0.5170888635936627	-0.23252619981883507	-1.525863979576762	-0.443152562487274	-1.2413708612994663	-0.15408751596252443	0.9461524766404754	-0.787642543380867	1.2210612334896425	-0.11156585005605064	-0.12132258292902821	-0.8994524381750991	-0.19330962865795748	-0.23152556865036533	-0.6106411786896703
