Gene	IUPHAR	Shedding	ebBRET	STRING	Family	Class	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23	PC24	PC25	PC26	PC27	PC28	PC29	PC30	PC31	PC32	PC33	PC34	PC35	PC36	PC37	PC38	PC39	PC40	PC41	PC42	PC43	PC44	PC45
ADRA2C	Not-coupled	Not-coupled	Coupled	-	Adrenoceptors	classA	9.916067740539466	1.5693493231744162	2.701947008541246	1.096568861636631	1.7193222723121664	-0.5690846115738667	2.9170372790097554	0.41085193019536237	1.2098595853045602	-1.1732702830270387	-0.05549981257863717	-0.7825806579772	0.667590904797986	1.7322863272018183	-0.07250302632181112	-1.1218373009240097	-0.5224404235457563	-0.7066807905948069	-2.1884880201553445	0.8109495757833113	0.14239481553565636	0.9054279854430382	-0.427771659378236	0.30719521854498394	1.8535182375996344	-0.8157431719669018	0.9092317793731786	-0.6973249807313937	0.4222319266685509	0.33786519730968645	0.037910954169670476	0.5344009308864358	-0.3910615671752644	0.4839882815644987	-0.32951820017706457	0.5537229694285505	0.4516181623996695	0.26297151745752934	-1.1836048641580468	-1.198226430569062	-0.5476019292597608	0.07142187931050438	0.6574703562258566	-0.08610243211148297	-0.3095639082856964
ADRB1	Not-coupled	Not-coupled	Coupled	-	Adrenoceptors	classA	-2.796392676755712	5.18691911787861	0.7724416499985749	0.7857798323867389	1.161408632733437	0.8209894473681331	0.07038789869817719	0.05805665832205099	-0.032990464880000174	1.4314425070296966	-1.512841029072341	0.27958065354520817	-0.6291723450818919	-0.37767981469736966	0.16569305522561412	0.9292696038365005	-2.2140661846686256	-1.841333570431461	-0.09261820956918444	0.8631016373706121	0.8826978318752854	-0.7748773005113673	0.16109848082334663	0.580141868038153	-0.789880129007247	0.06240352912458705	0.8401217933632577	-0.2702694257984437	-0.31195917585184474	-0.11275927793186018	0.9516201837719692	-0.0961808260953088	0.5267416272783775	0.2760443228576013	0.504771688450872	-0.3507147810969301	-0.22672433874138406	0.10311735098985726	0.5891573583280129	-0.407436624419334	-0.01868079449160874	0.47269068349777965	-0.05133872148320438	0.06372155191846325	-0.8970260505916925
ADRB2	Not-coupled	Not-coupled	Coupled	-	Adrenoceptors	classA	0.022422084952829515	-2.614937715293142	6.179163175553898	1.4218761213427635	1.9170672802358928	-2.398150137137574	2.421139092869019	1.79665553894843	1.1308553235647705	-1.2710059935555513	-0.15502991146425996	0.6825231954221583	2.280685729744348	-0.718671755408496	-0.08577031237392686	1.116401273328495	-1.3112962140708273	0.03339737411732476	0.3437286243628065	-0.8375953341968178	-0.7479027596215907	0.2912827988034661	-0.5479270556821201	0.8604732509854625	1.6668586628606819	0.5054141021762728	0.029624521249231543	-1.1650996666146647	1.2222805865200095	-0.40425030010824664	0.678039390260437	0.5867972813441824	0.09526305423313028	0.09684395050164993	-0.6481876887723528	0.7347988506679941	-0.0916302587453982	0.1894242916990928	-0.02345960683866499	-0.9436802092050931	-0.919732086364563	0.07696574329174877	-0.7067785889959286	0.47337833611136226	-0.3912612127794609
ADRB3	Not-coupled	Not-coupled	-	-	Adrenoceptors	classA	-2.159964506696156	-1.1305951632846105	-3.7245171560093944	-0.8400564610265461	-0.5454464158605851	0.5230026605359438	-0.811428394699975	0.34785642798756805	1.590654393353393	-1.5763652116253537	1.0185071180185834	-1.3469774093523408	0.5598768096470865	-0.9133273179820173	1.1019297808211785	-0.14531629740228452	-0.9280774263196431	0.8338758844166049	-1.5657471177297138	0.860810795629018	0.9064773755457837	-0.02535718646872626	-0.35004724277124544	0.028810359022986863	0.4975176176051987	-0.10684871807642941	-0.4023009694353067	0.18281509827316328	0.1838199596039295	0.16781444470583923	0.27422372163057446	0.3144991241498074	0.04143427892820369	0.5117809327452801	-0.3270401726483096	0.18409737333550788	-0.6137469337790188	0.29115572911954063	-0.4887779348949519	-0.16245875946950633	0.189371302312613	-0.5418799298979582	0.6074767668748419	-0.03151112896021799	-0.0734502216997171
AGTR1	Coupled	Coupled	Coupled	-	Angiotensin receptors	classA	6.771518967971287	-0.15504784123037457	-3.2526164832617304	1.7958604222765773	0.42703009870889364	0.5993414773167216	-1.704435367870665	0.12391607256225833	-1.0370339852773005	3.746876857896272	0.006421334483726056	0.9233855837432224	-0.7269884476125196	-0.7688962028942687	-1.175537035290882	-0.04435179943269179	-1.009074620759684	-0.6344586080443683	0.49405224333507386	0.8668661242946919	0.2888068730541708	0.18346414376376347	-1.0887095678622247	-0.030895159194942512	0.343883133797746	-0.26250533600268106	-0.23245733381404562	-0.05834835347365192	1.1769634305864334	0.29819565115176444	-0.4717909232641059	-0.20250069337622364	0.40797441168321885	1.0563930254414917	-0.22155161150129207	-0.5181266523639846	0.10654588302507251	0.780045702935921	-1.1187334698480502	-0.001111062956146168	0.29020593829033003	-0.6251447768482741	-0.7486397043751332	0.49676504664277754	-0.12183177769665522
APLNR	Not-coupled	Not-coupled	Coupled	-	Apelin receptor	classA	2.4331485145489924	3.5005867254804053	0.9266700653776799	2.570249990595684	0.2831846822235599	-1.0138604621845135	-1.1590851740153292	-0.40939069885623847	-1.84104763730409	1.6580271193312635	-2.5310939206247443	-1.198776786902199	0.9861696087793795	-0.3515720038104089	-0.17746830825935742	1.0171240214263373	1.9804541996857639	0.004137368232208786	0.985466236194982	-0.15754176578678875	-1.1256863929761474	-1.341078740992543	-0.0903926771996299	-1.9689337644443445	-0.6809547148611195	-0.010062060485963496	0.5616271475579929	-0.16113819555587372	0.8515075058965497	1.1490845523839084	0.6683033346814385	1.031468282799029	0.4212503978026402	-0.10688990895055141	-0.10620817364642879	0.08094931992945359	-0.3522259349923129	-0.2956092573071164	0.3092582822932229	0.41012195405287977	-0.23106436657026164	0.19694060481558906	0.07063661083787957	-0.19984625495313613	-1.0639436108729285
AVPR1A	Coupled	Not-coupled	Coupled	-	Vasopressin and oxytocin receptors	classA	1.046399394087093	0.583480791407108	3.3076641930144937	2.4178879679133938	-0.35319827346057353	1.483386942515974	1.2561081272653076	-1.3994517626267613	-1.0878203282102665	-0.6188442626800368	-1.1091610077339766	0.4747011409652	2.5345858440377893	-2.458823675833934	-0.3419264955254624	1.4993304612680485	0.675471195403304	0.7748460112604829	-0.7319651871883441	-0.05190257397048482	0.5901284786940986	-0.20120364050710343	-0.6209414859572139	0.06743653770920766	-0.8084862380555689	0.5873960225214349	0.3838368626706618	-1.569579591388437	-0.5148244587663541	1.0848255832543154	0.33133617400212406	0.526010133874569	1.4881989221044896	0.816066244078702	-0.32897162584065126	0.012684372400905253	0.09613572672329032	0.5217652303880567	-0.23606864463017038	-0.43530037692527224	-0.27934029988785297	0.7079240929199796	0.6202510087541391	-0.014023933662967532	-0.19065534065148879
AVPR1B	Coupled	Not-coupled	-	-	Vasopressin and oxytocin receptors	classA	6.736583591915235	-2.5558860194574673	1.3307661854284776	2.2044297859779522	0.6582095754649477	-0.29409332482349043	1.1048223178552412	-0.11363299698195245	-2.90919008594104	-0.2034533788425571	-2.053670111424715	-0.5879874809115203	0.9733021363633433	-0.022700664256741027	-1.639218004510532	0.4174182333980666	-0.5709302593351782	-0.9191245762728384	-0.6845139265483973	0.05659030382018439	0.19649872959549247	0.07566613080790548	1.1315928803792956	-0.8223665666161685	0.09457238100458785	1.425638236447531	-0.36968247604003784	-1.0445283480933711	0.32143982665980914	0.4110200749141702	0.1266671734083073	0.9868205613890267	-0.13558756570721503	-0.24820471986880266	-1.0343634698882378	1.2937196627474228	0.4090564614640226	0.4518563739834778	1.2533868138384867	0.2833690272037492	-0.4860337849209757	0.5506722062516806	-0.2891949268053268	-0.007338151367974657	1.4249691960071005
AVPR2	Not-coupled	Not-coupled	-	-	Vasopressin and oxytocin receptors	classA	-0.6958783111113314	-2.8363814058819656	-2.854788608355191	1.2065891288622865	0.24831691394970756	2.8061192233244743	-0.49872834987228665	0.29011219165357705	0.6011857376775157	-2.3611955288485653	-1.8378653358179284	-0.7500411372604365	1.9944001373900486	1.410079785530285	-0.4822905521414287	-0.5775837421422104	-1.4590591116287657	-0.30297421697282495	-0.22383707289185478	-1.3388151754270683	0.40910008876746173	-0.42365979520549524	0.360552310186538	0.5120682433493302	0.9058606666698981	0.6064177670632867	0.8727843442848777	1.137976144964464	0.22736580955237337	-0.22873495682343897	1.2756096979517297	-0.3794023060252918	-0.7679849950351962	0.4315965933822821	0.2346513945937609	-1.263387038526238	-0.2393831304281762	-1.0068273715651754	-0.4988532613902996	0.2622516748760927	-0.9191709084208677	-0.2736991666841486	0.8460565509681605	-0.39290947859212555	-0.29679618067924707
BDKRB1	Coupled	Coupled	Not-coupled	-	Bradykinin receptors	classA	-8.929369188421934	0.9443810398289512	1.0149707882710488	-0.14612179438474826	0.3546905235374888	1.7160778183029861	0.14578144663651513	0.09896122086901855	0.42817818259849166	0.39856484025810673	-0.030726332627064357	1.0263868698646428	2.0267220626660563	0.5058130740050047	-0.15907841670277098	0.21078232921995693	0.4280698913588055	-0.8742802799367704	1.3770230339076033	1.318160176530491	0.6066389902802757	-1.2168953969782348	-1.788381411190257	0.14157595389309255	0.3204384116821643	0.2730408006435361	0.10614613293311345	-0.4527277584914002	1.0845719189733656	-0.17026535109502414	-0.32370034906583584	0.017517031634170763	0.9223013143410709	-0.027982227327390204	-0.5695686196919838	-0.4491939885669662	0.3044341057231796	0.6614850530101045	0.5739336735251356	-0.2915082694816128	-0.6423249115117154	-0.11414548980388022	-0.6192159816499158	-0.250254551641417	0.568061367153625
BDKRB2	Coupled	Coupled	Coupled	-	Bradykinin receptors	classA	1.9494586966613983	3.3511343997122403	0.4184527117536775	0.19710267948364343	-2.242370950134874	-1.0227149524830348	0.8973720979842149	0.14497017320526678	-0.8481556534315735	1.2540731398216123	-1.450383264620534	0.5307751369520747	1.3017530900640764	-0.89960743953303	0.6064606822806278	0.12802342929795613	1.1106904782935225	0.6390608026624782	-0.38468359304420274	-0.02008005324936021	0.70871639319297	0.044643274106460344	-0.032688459953062764	1.091762688191427	-0.5138472642600433	-0.23567216854418424	-0.9692094903306939	-0.6340515211426581	-0.009072648901783664	0.24603670825965712	-0.09136122353734796	-1.2124710780284542	-0.619814318085841	0.3292895515804841	-0.32485283329960135	-0.8936988386886853	0.6679718368625688	-0.34217449318351084	-0.10862778699151904	0.42778731625614297	0.9270230248698775	-0.3098742490387888	0.649871961771979	0.12785675371828942	0.9585454428289911
CCKAR	Coupled	Coupled	Coupled	-	Cholecystokinin receptors	classA	4.780461594183119	-0.5418950194825315	3.418521967461208	-0.843890309325213	-0.24880242175399006	-0.46942484924314004	1.490108229301289	-2.07087819121813	-0.2125195322751636	-1.0310677155203352	-0.4885943287071177	0.9556497049329301	-0.008076117131712737	-1.3041250917172982	1.5390060844100883	0.050284809765824376	-0.19248404223220508	1.9310342693466884	0.6813313878229874	-1.076714547776454	-0.08394455040977476	-0.2470912231622299	-0.17421796940563958	0.5726755996335964	-0.9336700277222877	-0.2588121265875018	-0.6188740876496249	-0.43307818244437624	0.09550361866842755	0.11381967367532804	0.030302653384164362	0.26889738109067385	-0.19760850968492263	0.3292538769058452	0.10324980487440284	1.1459293374561834	-0.4312652950667791	0.02307820335078125	-0.2184528895907338	0.5720168636329195	0.9695962524540747	1.0483162959953243	-1.3173651768277101	-0.7372678870623095	0.4074509850122051
CCKBR	Coupled	Coupled	-	-	Cholecystokinin receptors	classA	11.473717893021773	2.0930804797640827	0.5104093636293203	-1.5885369498370454	-1.0966972133816668	1.9381452682941263	-1.5857601007354416	1.040160618987197	1.0148102509819634	-0.9596449592324948	1.3060982073808887	0.5859037476747548	0.15640868201373825	-0.0026770364301871236	-0.9003793261447209	2.5341841441216704	2.326891264966357	-0.27370689812496396	1.0616216869342785	1.0303018744507477	0.9103851718691779	0.3197093760864153	-2.2314665221193337	-0.26657331346661933	0.11459899072322886	0.2016978133215219	-0.5977341927795998	-0.14616762988074228	0.5913394668362084	-0.09975549371642387	-0.6619801637031631	-0.28163062438622205	0.3644358025200789	-0.4758632402734608	-0.6044422354250052	-0.19284383448945472	-0.14666820431518485	-0.5824367784020917	-1.402182309858305	0.3900542772922034	-0.4068423833889199	-0.37885329622956404	0.10547019473953582	0.1167461392476418	-0.14125506733293372
CHRM1	Coupled	Not-coupled	Coupled	-	Acetylcholine receptors (muscarinic)	classA	13.223701799652435	5.212256747556379	-3.4541704179721995	-3.5674079453229064	-0.21160177996784527	-0.4456278785650729	-1.2459097589257906	2.3248578880207673	1.3529929324120695	0.049046476490419835	2.8741085280244363	1.4664076719602592	-0.022177861549676662	0.807529976677107	0.421849499743244	2.43700846905815	0.5953010481846628	-1.2058060736308243	-0.12931961969174527	-0.28511699040715344	-0.06076561811961153	-1.2699935273174146	0.18024407978399107	0.20613325751313896	0.2837914065825218	1.6786727931336434	-0.10791010143775992	0.5798163304814855	0.5836779467424243	0.7778768301898659	0.05075823752758625	-0.28837810847985973	-0.02106126967849375	0.39108103778341763	-0.23233433681159837	0.922530416831384	0.5794443806563047	-0.6522910059467187	0.3051940180461243	-0.09603478510777093	0.5382866754051006	1.0944252066891516	-0.011320644375482046	-0.6240494689344154	-0.19248236042613673
CHRM2	Coupled	Not-coupled	Coupled	-	Acetylcholine receptors (muscarinic)	classA	4.803821108781842	7.299967366065859	1.4019974305324845	-1.6700459690354466	-1.9351136450442148	0.6815342325427055	-1.1252677138670715	-0.740136717597899	-0.4586453687365963	0.3124944366402976	1.8344417567035165	0.6427281459285645	1.5362859789817778	0.4503629629467659	-1.3885910460532704	0.960429130647435	0.13614763452274972	-1.0977771687956575	-0.8414019880872086	-0.04552335120660205	-1.7252796431099435	1.029519196887297	1.0492875931592207	0.031880380422800975	0.10396329150259342	0.2148990357976301	0.6766130806945089	0.8372021230595796	-0.7814432480544425	-0.5576929708538869	0.8860082818247472	0.08642669224367407	-0.17120773759513072	0.3132567412134457	1.5293450050526383	0.13401344811334356	-0.6643431226610358	0.8608935701088974	0.06493862045708775	0.7890685882654428	0.3142404887742383	0.0169420374169637	0.2322605673800058	-0.23448530356090444	0.046276414233053315
CHRM3	Coupled	Coupled	Coupled	-	Acetylcholine receptors (muscarinic)	classA	5.472887871429401	4.540421977967848	0.21325136892783186	-2.3451344062800126	-0.3375268733685497	-1.2387508825563545	-0.6572891465111244	1.1255091095247862	0.6207672463039507	-2.750722889137478	1.8498994427359858	0.4657782900101847	0.2520004109657087	1.0546518831569907	-0.427940381660224	2.2657490465462424	2.3904750801745887	0.18671040593313043	0.7227563301113369	-1.2158012133910825	-0.4807266940635999	-0.22142137825929556	-0.3467475348428795	0.05450709444534639	1.1955383742683316	-0.0893163762256193	-0.05015240431617263	1.0849471683363172	0.4703342233887581	0.22095928786476898	0.25955931960482476	-0.5012804679303919	-0.010471882486510408	-0.08552986070935883	-0.42111217302404863	0.3291231986227472	0.47137524970292743	0.013366718291488985	-0.4492896289412624	-0.5668064541785572	-0.30325021420701903	-0.11838345673630803	0.9170648517735981	-0.47668137029303187	0.3758525266347497
CHRM4	Not-coupled	Not-coupled	Coupled	-	Acetylcholine receptors (muscarinic)	classA	4.419434510615785	6.106454639189134	1.3003093813070545	-1.100213206192627	-2.205663446504724	0.3398894969808931	-1.154533843574532	0.4369756282719351	0.2044122673942333	-1.7776693147773281	1.2124327778053066	1.3495943108171737	-0.8687158291847431	0.14828551249373856	-0.39969819218332037	1.7238767844176093	2.0766331670587515	-0.5312945880830071	0.27030799457858695	-0.26416897144231827	-1.7594781030083182	0.5555970668370044	-0.33559657137723153	0.20924003910880484	0.39028836558199553	0.8559092631255925	0.38342858875354907	-0.4769490451841447	-0.4749893548888529	-0.8112366342419076	0.05220902714175053	-0.22229100849739164	-0.035990362931049895	-0.5617643089176182	0.409466361313407	0.2775371165326021	-0.13563784903601395	-0.28097594203596327	0.16491193091330061	0.4503466327809047	0.29701924887103454	-0.05857826878722427	-0.039522993118323156	0.548028285508472	0.32550310119069725
CHRM5	Coupled	Coupled	-	-	Acetylcholine receptors (muscarinic)	classA	-7.395453292239226	4.22831156437139	1.6355493874648233	-0.28023933365262027	0.1128663037156682	1.1760397713349038	0.16844386171716239	-0.35404550192686535	-0.6593482018082526	-0.10823638830413711	1.644812094098451	0.047985557634498716	-0.9215909126547747	0.49665328980271006	1.7541352777004413	-1.1865815076913502	-0.7231353585874934	-0.16211954212788174	-0.43987062418061446	0.5312063008759309	0.18580391289957413	0.3135919143519949	0.6206266801187144	-0.6050981735614036	-0.4713836587971876	-0.42828329697826056	0.9394272803197457	1.087419895475434	1.5054819778668822	0.28498870678083754	0.26869235552249154	0.5861487588190104	1.6077968932553992	-0.004114418876693109	0.3046872172336805	1.0284966400636912	-0.8372968182949041	-1.0523300838029668	-0.024089230367186864	-0.35842184969053054	0.09682549386750172	-0.14968052898436918	0.13230970962557503	-0.14451184501933267	0.134972442806107
CNR1	Not-coupled	Not-coupled	Coupled	-	Cannabinoid receptors	classA	-1.2041950262565055	-1.958203905088727	1.3329694623823398	-1.2347111123862085	-0.4845506291932948	2.4411733752509304	-0.27701244877215	0.8256875909433414	-1.8982197321479963	1.2779486714819641	-0.669325436569136	1.043000818108278	-1.3478262886430767	-0.15281283243272312	1.1947720242487045	0.813207949794384	0.7405252316999756	0.5181843501956301	-0.9276860855962262	1.5267918901027757	-0.32461336737656526	0.9239945069352433	0.3871039135929286	-0.7154004899488	-0.5950600179060678	-0.12931482796583704	0.35055728323122454	-0.48012096365218393	1.5520261798464936	-0.2581996403862405	0.18365478239023295	-0.14524689341221853	0.4224041784814762	-0.6591871366725789	-0.09872812652070408	0.6520883826875442	-0.24371252824053172	-0.5773333277406713	-0.2549863382233024	-0.22321032556411285	-0.557098888307291	0.4694559282947205	0.02683636727512913	0.2110533769414608	-0.28551877871383646
