Gene	IUPHAR	Shedding	ebBRET	STRING	Family	Class	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17
ADRA2C	Not-coupled	Not-coupled	Coupled	-	Adrenoceptors	classA	5.772724899289849	3.7092866693862145	-0.35426426118486176	0.14479284697758535	1.5883264728432818	0.8055947691009337	-0.9896632436807943	1.2616786082199831	-0.015408882655775533	1.1752788911588417	-1.5927428840335194	-0.9500974043982511	-0.7642341914347212	-0.38630562122817763	0.9627748340092497	0.05259803939587774	-1.0305687827823509
ADRB1	Not-coupled	Not-coupled	Coupled	-	Adrenoceptors	classA	2.5430300324228665	-1.7807634310269185	2.4928621805035345	1.4308552255691946	-0.9702397131902055	1.553897079052846	0.7007807021676009	0.17883280857247014	-0.1816107607272673	-1.2114888792694107	0.9192929756549401	1.1812454730286277	-0.09032629869164163	0.7749001905893277	-0.8968539392494179	1.2844148365780486	-0.39159187083843977
ADRB2	Not-coupled	Not-coupled	Coupled	-	Adrenoceptors	classA	2.327317034667697	4.275126353277656	-2.5130351698346898	0.20381266137012016	2.1839497866786655	0.99840065200818	-1.3702676658483735	0.2841429846367987	0.19870479097927746	2.1825937668008106	0.9556537924971881	0.540413792926247	-0.6587007412771473	-0.35309489857952414	0.7558703510836488	0.5343563577985194	0.6054266861000639
ADRB3	Not-coupled	Not-coupled	-	-	Adrenoceptors	classA	-4.458257422651565	-2.411550356547991	1.0177429148210113	0.2214440680854085	0.6074186873004181	-1.7656740023174007	0.6038411186238772	-0.7065195055667951	-1.3470962052640414	1.2585026865020805	-1.4820921945471508	0.371280587510035	-0.815212101141026	0.871965163118408	0.211784537892057	-0.6314482971307723	-0.6825142079899641
AGTR1	Not-coupled	Not-coupled	Coupled	-	Angiotensin receptors	classA	-0.3025539833236609	-0.2288547338557031	1.1291065135736682	1.2018305583649826	0.2897426160807865	0.7864464435979618	2.0385325654128637	-0.5970454686764783	2.321407888533007	-0.565048500339793	1.4485791478422712	-1.2421426615569333	-0.08099420683109479	-0.0597250744814857	-0.9278823871572527	-0.06793180732492274	-0.7664822662334261
APLNR	Not-coupled	Not-coupled	Coupled	-	Apelin receptor	classA	4.373335369688242	0.1408617536584778	1.3765198897317148	0.21890514416823673	0.34725902638431266	-0.282170864314616	0.8917276677626014	-0.5948791140831637	0.7389527944636474	-1.2131031971312738	1.3215656146631578	-0.2632952862878886	-1.103159103085656	-1.1350336176809288	0.20446704374725583	1.3876314442714688	0.8229394886893141
AVPR1A	Not-coupled	Not-coupled	Coupled	-	Vasopressin and oxytocin receptors	classA	1.1899125492981086	2.254890329966452	0.0911563311700957	0.9642238905723752	-1.5102090267323423	-0.3578418585528081	-0.9517751937597819	-1.2221777377244596	0.25071184251834394	1.8616187794539365	1.1077300765973317	-0.27483395643395797	-0.7425210338712277	-0.7023778212816388	-0.8368543388848041	0.16183921816664285	0.5318302369472347
AVPR1B	Not-coupled	Not-coupled	-	-	Vasopressin and oxytocin receptors	classA	0.48834480228300825	3.8006561072095995	-0.9933050594150733	0.17595990585827373	-0.14028379107986658	0.04396690177840066	-0.7889170078696044	-0.11636033281200159	0.5528635858685649	-0.4508144608184131	0.3894539049798463	-1.115170123578868	-1.0640767019984756	-0.26006043613085417	0.17751622175313805	1.3833453344974511	-1.4103870093149733
AVPR2	Not-coupled	Not-coupled	-	-	Vasopressin and oxytocin receptors	classA	-4.797136136717229	-0.4012445738354345	-0.029149133851558633	2.705365211980308	-0.8177553867505	-1.1050778838776214	-0.17859041918149082	1.4616617713360425	-1.40364336297579	1.2385032336862207	-0.27138507401178064	-0.07086714683164172	-0.8752906864069749	-0.3366757523067612	0.7983711408773085	1.551622567820247	0.3651465105605291
BDKRB1	Not-coupled	Coupled	Not-coupled	-	Bradykinin receptors	classA	0.2293766990809079	-2.6854135374963795	-0.2552942382850504	0.11381473814083451	-1.854999445744147	1.2152191711396572	-0.5830345122783107	0.3241553319070597	0.5952007152189748	0.7982382818947855	1.1919050152783919	0.7663459198846714	-0.062102783487153625	-1.1108594401208673	-0.04112393959141134	1.2318130646590044	0.6028540315349669
BDKRB2	Not-coupled	Coupled	Coupled	-	Bradykinin receptors	classA	5.029249278564093	-0.7448189199117978	-0.8413051026723581	-1.5177354833753287	-1.3191855365680965	0.007804984710924221	0.060021364435659155	-0.25359052691239914	0.22267369692896338	0.6224590141966792	0.6684914592945289	0.1421098758395517	-1.7070917111810384	-0.5127572502467056	-0.16422207905469008	-0.8458171918807419	0.21559423883300713
CCKAR	Not-coupled	Coupled	Coupled	-	Cholecystokinin receptors	classA	0.9082527091383519	3.419256366764122	-0.06791169523219047	-1.483776848348009	-0.4877484294731832	-0.5208238011457843	-1.201924522671864	1.408193068156018	1.2276797583771433	0.8933325121617771	-0.20255658309184366	0.7563345712889729	-0.05681314037360173	0.4611602062557846	-1.0141764937292612	-0.8143257163599488	1.10080592243285
CCKBR	Not-coupled	Coupled	-	-	Cholecystokinin receptors	classA	4.6307233958877925	2.6558724204686017	1.8708595316804018	0.2344352898113457	-0.860547248674245	-1.4758384389432146	0.11598927650225695	-0.6480963411702463	0.4389683425585243	0.6910350962531538	-0.35625415558228984	-0.7333466993673924	0.05994423217970876	-1.905737069009723	-1.0626555686796284	-0.7317215659618382	-0.011413073377533164
CHRM1	Not-coupled	Not-coupled	Coupled	-	Acetylcholine receptors (muscarinic)	classA	6.515012079382432	-2.013648767573816	3.174554055356616	-2.076138530199711	1.575009194426976	0.14301491733968125	0.3136661477042601	-0.40648528126113687	0.13841616102071663	0.48421596569302544	0.42360488225372916	1.0232300486324788	1.1758474029424428	-0.3060682163581739	-0.0007015617176575232	-0.3234130578983477	-0.3183893016408634
CHRM2	Not-coupled	Not-coupled	Coupled	-	Acetylcholine receptors (muscarinic)	classA	8.69584336046743	-0.9218554999477321	0.548573840470016	-0.8759093269761988	-1.407329067263295	-0.009769829302072035	1.5765577837318527	-0.9754892968295499	-1.3559247203444216	0.3842697556437066	0.7044186217366828	-0.9219852983437549	2.0442515042165708	-1.0347385984178012	0.8155489706603419	-0.40106257218844205	-0.9014378944361108
CHRM3	Not-coupled	Not-coupled	Coupled	-	Acetylcholine receptors (muscarinic)	classA	5.477488286661011	-0.1866566344151743	2.0868991362496767	-1.683913879550598	1.3947723417861946	-1.8824849214301491	-1.1996519661333014	-0.6450644809139646	-0.0027019265247179183	0.1206258845603114	-0.07422030910398408	0.17289236699934946	0.5537315795447225	-1.717686315035914	0.9922895684935094	-0.732584967175688	0.9617447891596708
CHRM4	Not-coupled	Not-coupled	Coupled	-	Acetylcholine receptors (muscarinic)	classA	8.812275853201385	-0.4878700874159915	0.24085927177396457	-0.052433761412836316	-0.22297534755990045	-1.4998127005025685	-0.6719113966407116	-0.29464628022504946	-0.549902614412799	-0.3621118705600077	-0.25478562242473946	-0.7742620545812106	2.0822949803548845	-1.6925453966901784	0.02464541437420911	-1.3231238825198393	0.13854563692067193
CHRM5	Not-coupled	Not-coupled	-	-	Acetylcholine receptors (muscarinic)	classA	2.3277782036439594	-2.1601920946665225	1.2432647081201853	0.044857701350651376	-1.5628312974244338	1.0273342353014145	-1.1425679069842578	-0.23289259308438656	-0.17944554484915057	-0.026416202721617793	-0.3955722769903245	1.0189586528437753	0.49769186728134396	0.8202347697046674	0.970807159963042	-0.12783620973440948	-0.47365902150925265
CNR1	Not-coupled	Coupled	Coupled	-	Cannabinoid receptors	classA	-2.0366230805791563	1.4089752542189526	-0.4696024916083825	0.2056172571104121	-1.8165396264112987	1.3582153486585127	-0.9160934483511854	-0.3880788713921275	0.0892677019499231	-0.9290855299382954	0.49201033272901457	-1.1204366355083346	-0.40585205390585277	-0.01564219891201951	0.025046681776425547	-0.9053650565634845	-1.0372110273273614
CNR2	Not-coupled	Not-coupled	Coupled	-	Cannabinoid receptors	classA	0.4642630285533912	-4.409616495316819	-2.0856085096946426	-0.6049224814245333	0.767978895219985	-1.0564730082086125	0.8930256592339207	1.442738806356549	-0.2743791434040815	-2.093324990977547	0.35197475387433613	1.0163747562555172	-0.1770772807171426	-0.40445508044582396	0.45300380620669306	-0.7956869643573342	-0.31950079691611233
CYSLTR1	Not-coupled	Not-coupled	Coupled	-	Leukotriene receptors	classA	-3.5342800652458157	-2.396972048560671	-0.8514395497243965	-0.3492819374819079	-1.0526816341787226	-1.4897490868980647	0.8380984502042595	0.22659344797984166	-0.16138937661356917	0.3226342139809306	-0.6946581756192295	-0.130723973721093	-0.10070718154189388	0.22805325294998027	0.04726403764213334	-0.8182321923965795	-0.09071455108787106
CYSLTR2	Not-coupled	Not-coupled	Coupled	-	Leukotriene receptors	classA	5.381437385935661	-1.8750317699418007	0.3887810687205397	-1.3012868947527538	0.13531534357878458	1.7731595743296606	-0.5092598547207292	-0.3128985789156403	-0.8094624956560212	0.6919852932415118	0.19504589173832337	-0.853076898849347	-0.15860830575650325	1.0899409498249213	0.5362948833848189	0.8381297096681274	0.6814438007647469
DRD1	Not-coupled	Not-coupled	Coupled	-	Dopamine receptors	classA	5.255650471871872	-2.627690939350696	-0.7396185991278152	-0.1456601671189404	0.2769197451970334	-2.027037820209437	-1.980967954002242	0.06035668591386252	0.975287964923247	-0.15658268802269276	-0.7713723799818313	0.7322151550181722	-0.2973830178392687	-0.06590149470147828	-0.17016692537934364	-0.6431449188249201	-0.23482245433114765
DRD2	Not-coupled	Not-coupled	Coupled	-	Dopamine receptors	classA	3.3997439263272895	-0.6027584421721683	-0.6498885113462379	-0.6002878579640926	0.28647116241839626	0.36211501269884927	-0.8781554999485427	0.35977739606020714	0.20082573787665953	-1.1101465009785423	2.0812577241977794	-0.031010789418731196	0.3883756028862293	0.4438459932668806	-0.7672459008579702	-0.43380564262367444	1.6349886960311628
DRD3	Not-coupled	Not-coupled	-	-	Dopamine receptors	classA	4.615833839149746	5.292513134886298	-1.6272041640760966	-0.29365176759745043	3.207201083483813	1.719077859639802	-1.3000830245057564	1.3502249406116067	-0.6301156893902706	0.9199066744795485	-0.10800055891028312	1.8054363055551255	-1.116594292890091	-0.44160454929835835	-0.26592320424949617	0.13975418325479438	-0.9559200582526232
DRD4	Not-coupled	Not-coupled	-	-	Dopamine receptors	classA	5.344989415002944	-0.9102524381006646	2.022472476883375	2.361048808574022	0.658874945756852	2.8930722103002453	-0.1330264305297902	-0.4086728233162633	0.27691556399305667	0.801955907669879	0.3349758451544448	-0.23733386849342414	-0.2300763206812242	0.35805663656829634	0.6915512411442153	1.201705634178504	-0.17394570602367537
DRD5	Not-coupled	Coupled	Coupled	-	Dopamine receptors	classA	3.003057830378247	-3.206668687518453	-0.8987845575334977	0.9135920878905864	-0.7751096005682918	1.1698342632017342	0.36613952727223353	-0.37219604950570456	0.132485550614559	-0.2051726802239541	0.06554497488045523	1.682350652938181	-0.8354742694369878	0.10284025683639	-0.12448231098887648	0.1794452800837203	0.9813931716168827
EDNRA	Not-coupled	Coupled	Coupled	-	Endothelin receptors	classA	3.2405690001569165	-0.40008907009059785	0.2280991842021082	0.988019461298133	-0.9309562332127084	0.3050975191410297	-1.2077732070108411	0.46265901862551134	-1.516056112792325	0.4295233172963852	-1.2544342207518544	0.2919163336934212	-1.0580692761361483	0.08414141480285858	0.033183857275945694	-0.6077653293255382	0.9167520970531876
EDNRB	Not-coupled	Coupled	-	-	Endothelin receptors	classA	2.8648903104549484	-2.1183810425796192	-2.4374567753478753	-0.8623979317807688	0.39043801448039983	1.5405908124986363	0.5348973091470929	-0.43113582070042916	1.6066297706303208	1.2984770704892759	-0.24968705677090774	-2.0694339977584897	0.7454746157110218	1.5456384957302602	1.3844332917098248	-0.6768220061414968	1.121310280637101
F2R	-	Coupled	Coupled	-	NA	classA	-3.123733812223015	-1.2147160035862115	1.564251663912324	-1.977616475797051	-0.7157360565001749	-1.0228386484265277	0.6509531473628517	-0.6492861719693297	0.7327148182646421	-0.5913682681964801	-0.19487766251181785	0.04370329237274722	0.6345696158159972	1.0605264594087216	0.939423844677375	-0.4179822488819162	1.0607621134542828
F2RL1	-	Coupled	Coupled	-	NA	classA	-2.8581034072681186	-3.2093304363398705	-0.8009332763734318	2.2579091025739535	2.3121865244756483	0.3588029495167581	1.9123778504545415	-2.1930961598231207	0.36911407819678654	1.58007010608189	-1.245211394142336	-0.18582233081446306	0.2724157134576335	0.7525758246702237	0.05200727227068856	-1.0077816203374215	1.2369994033764007
F2RL2	-	Coupled	-	-	NA	classA	-2.149197657108462	5.607510326482823	-1.959822258767402	1.2679958004160379	-0.6017019967054582	0.5780121500748377	0.15634021270520465	-2.852963087146267	0.17502084992864866	1.3321414819702517	1.6322064753524856	1.7960715759479087	0.9457090927787187	1.1401293640139492	0.7095089265615749	-0.6741907663315972	-1.3332879178955237
F2RL3	-	Coupled	-	-	NA	classA	-2.7081698948157715	5.639302859552511	-1.723082434990238	0.6703731799323729	1.536723632554926	1.942320875848988	3.3221581897987824	-1.0859085615152742	-2.7760365988553675	0.02550185480576652	1.4474766213712214	0.5105227417342223	0.5866519637097647	0.45207609192064585	0.22005455078169292	-1.0336070723193544	0.6931677574536637
FFAR1	Not-coupled	Coupled	-	-	Free fatty acid receptors	classA	-5.4375012299708025	1.1113628582905861	1.955358750878461	0.9274597952399609	-0.8202037073907421	-1.2118663558246046	1.2983752915826459	1.186599127084964	-0.39240160238746413	0.669990439935422	0.5362591442710601	-0.5506282978534714	0.10340940027403203	0.5051418230603127	-0.7453933802048869	0.10777433864863502	-0.28611056821469366
FFAR2	Not-coupled	Coupled	Not-coupled	-	Free fatty acid receptors	classA	-3.2309202919912297	1.6548192954778818	0.14040780201227457	2.2673929421812455	-1.4515662659169717	0.7761941728815047	1.2301333645588362	1.5660385898297262	0.2333774714113357	-0.2831960488123667	1.246504541552106	-0.13889636049106716	0.34228174305241327	0.44633245080168676	-0.7751378745966249	0.16668056864355665	-0.6527962649988058
FFAR3	Not-coupled	Coupled	Not-coupled	-	Free fatty acid receptors	classA	-5.546264028589699	-0.364200161300834	0.7047408227735436	-0.46118497947573955	-0.293856176312585	-0.8991518496115424	-1.6021268469312295	1.7502407726996407	-0.6428060483746892	1.3767897264413065	-0.611884890808886	-0.6923676447774376	0.34428416242864723	-0.6607756487567777	0.141389877821621	1.1560232249256877	1.061210725781509
FFAR4	Not-coupled	Coupled	-	-	Free fatty acid receptors	classA	-5.638095797746314	-0.5899546877767489	4.995023664378603	-1.3181807772549277	1.0001286322099165	0.10376070694625794	0.21165744763594374	-0.2130725725889243	-1.1501408029193954	0.4958872103608903	1.3079653860061586	-0.06271316574751173	0.27764550179484626	-0.3609821192410203	0.234482700822946	0.38891373147985026	0.4287201251780193
FPR1	Not-coupled	Not-coupled	-	-	Formylpeptide receptors	classA	-7.438936381113022	-0.5140603622889285	5.140407033264864	-0.09746750786389138	0.34233741559850583	0.40930219213256586	0.46503446079435956	-0.08611170441885853	-0.46224022194163755	1.322601188121343	0.4384986169269176	-0.24124940979096318	-0.2733762433392941	-0.3504236517528772	0.187803704297605	-0.47792859106375446	-0.2701410722725172
FPR2	Not-coupled	Not-coupled	-	-	Leukotriene receptors	classA	-0.9821602268705617	-0.3232358506864924	0.16591079570093142	0.21934959976982943	0.1080149823535959	-0.8070479922516857	0.5174204095976959	0.6678906605040686	-0.863502679619745	-1.5642333879173198	0.2195885410524035	-1.210388792336173	-1.2930249396232216	0.5278357164671478	0.6473494119481766	-0.5557882514812323	0.005659628934127267
GALR1	Not-coupled	Not-coupled	-	-	Galanin receptors	classA	-2.2960181612155557	3.4349259473861995	-0.3514717483795517	-0.2773037203173877	0.4123572802959971	0.2934312267359439	0.5027253909903191	-0.451690033101863	-0.21544220172659748	-0.7498245486202592	-0.959579043696538	-0.13701819894082576	-0.3212428110677847	0.7921989294027744	-0.9673815510293723	0.03313489570679257	1.3299155408734802
GALR2	Coupled	Coupled	-	-	Galanin receptors	classA	-2.4728662552015104	5.802979292139832	-2.0936632199713108	0.9081481878499885	2.240693752212408	-1.4579057710615106	1.187454411460981	-1.0150452140445412	-0.08164843153326508	-0.17033144162455402	-1.5433144288504563	0.9046866038297533	1.091554170055927	1.183296683517865	0.08595042578784896	1.214623706020138	-0.9196564673794951
GALR3	Not-coupled	Not-coupled	-	-	Galanin receptors	classA	-1.1189772690899884	-0.6800260738542695	-0.0013599191793645508	1.2823177494741476	-0.3080882839165032	0.18240161390609827	0.30050678386910296	2.0096099817387034	-0.10013872271706774	0.7970287298704803	1.699150298977321	-1.297277682101053	-0.11563261662011541	-0.0732791500273619	0.3963477006640695	0.45544462027301696	-0.2269644225141807
GHSR	Coupled	Coupled	Coupled	-	Ghrelin receptor	classA	1.41074612159821	2.393160338369212	-0.672854233695029	4.12269307785946	-2.9139564808989076	-1.161062346398154	0.0023562070899254346	-0.35284786370317794	-0.2602964814179512	0.8116715689185277	-1.1705451435341399	1.5775993743025103	1.648546327139596	0.2992319670193422	-1.2220478989308967	1.0188623590080743	0.8327981450980746
GIPR	Not-coupled	Not-coupled	Coupled	-	Glucagon receptor family	classB	-1.3205856926710795	-1.7625905253704115	-1.607330756755927	1.2438416675480992	-1.7877513697997958	-0.7730068615725874	1.4379189407485629	-1.366797811611715	-1.4361067152909563	0.03501213767453483	1.0910914386187156	0.13959505805378478	-1.8447573797704828	-1.911642191239805	1.6157930113470682	-0.27851539972221356	-0.5005004609264969
GNRHR	Not-coupled	Not-coupled	Not-coupled	-	Gonadotrophin-releasing hormone receptors	classA	-0.8702026480610543	0.03683008511806001	-1.9552435019668164	0.2797026209821405	-0.9463569639883355	-0.6023377851938089	-1.221421957095549	-0.27198048277998976	-0.23088485398362305	-1.4008547302973764	0.016881443545957844	-0.4742462044891592	-0.5647383016080227	-0.11759551040526584	0.7116601932845071	-0.6125908407967248	0.432729067365118
GPR17	Not-coupled	Not-coupled	-	-	Class A Orphans	classA	-0.11400201055145974	-3.8727955788092436	-1.1779228554248438	-2.521873875731563	-0.9450508933604175	-2.463365154705315	1.6326713639665922	-0.446492423825732	0.574772942111987	0.15009323958822743	-1.0668977608146917	1.4753242556698387	-0.31807336674643494	0.7908934276468274	-0.7887754468436051	0.6206243265085835	-0.1661490746670667
GPR34	Not-coupled	Not-coupled	-	-	Class A Orphans	classA	-1.5807591930073408	0.8827480180391551	-2.4597558482104325	0.6368976590449185	0.6214204739422982	0.825661353668054	-1.2817528331550025	-0.32767428637461643	-1.0716343379022577	-1.4866433216358015	0.8226964975029437	-0.9438393493076659	1.3807824247663139	-1.3614479075205157	-0.49748171496629623	-0.08222882131870021	-0.1522999745662603
GPR35	-	Coupled	-	-	NA	classA	-1.74767647695895	-3.6922648668606377	-3.4249715676321677	1.6323059795768098	-0.5378419854864614	1.6574597161783915	1.6341088944888245	2.063973846523718	0.24580712635731078	-0.7762122357349519	0.20392888075491453	0.3101298749418213	-1.2132686447279144	-0.8990614997705253	0.2885573323490292	0.0071228448672667165	-0.013860750933346839
GPR55	Coupled	Not-coupled	-	-	GPR18, GPR55 and GPR119	classA	-0.4008430021606878	1.8714459121928022	1.2058883421164328	-0.5371257666552897	-0.9837599877518033	-0.6853238685709913	-0.2829561993922665	-0.2568664169056455	-0.3525237179125894	-0.9300632097040019	0.3193396122076362	-0.7542061252223369	-0.4171072367056972	0.9748798094316056	-0.10348770735778184	0.002434135680009619	0.27760835849875276
GPR84	Not-coupled	Not-coupled	Not-coupled	-	Class A Orphans	classA	-5.848287881424867	0.6777594478823896	1.0759958794033173	-0.7181190434689428	-1.5539187974601085	1.2300010977506877	0.7805336997344583	-0.6482911454318319	-0.6437948523862228	-0.8422629096677695	0.36905510446667195	-0.7703886653266414	-0.5317585719570136	-0.24393449144671953	0.5944519465131555	-0.3624692761888091	-0.002833227247944033
GPR119	Not-coupled	Not-coupled	-	-	GPR18, GPR55 and GPR119	classA	0.5322188423517966	-1.3377307882020593	-1.0240060816136163	0.41737541288401636	0.9566156802016276	-0.0035379850646929467	-1.3985525658409854	0.12383676349894074	0.3829456867467892	-1.5821019432178471	-0.3702018916533801	-0.6956691522801111	1.2367010861290102	0.37140405083230155	-1.0162582924500583	0.15141600602576993	1.0437649129093727
GPR132	Not-coupled	Coupled	-	-	Class A Orphans	classA	-2.0679869273754097	-3.2502690481023735	-2.0993612538685915	3.0920398305846737	0.8384440028251595	-0.20015378340931805	0.6290877512953756	-0.10504592280192879	0.2120137593882528	-0.1618327690852849	-0.48850423346937055	-0.113869146420658	-0.7375009895823943	-0.27923118273531905	-0.6540414202182636	-1.024437399793201	-1.324967471450841
GPR174	-	Not-coupled	-	-	NA	classA	0.7532870432319547	-3.8837878707245723	-0.7953129948367462	-0.5487471279444427	0.4409493613001862	-1.0138206651753443	-0.6662976672141844	-0.33720688918371994	-0.6778497028260072	-1.4306308359626283	-0.7579685893738936	1.7758604567330458	-0.7924913870826442	-0.3770172401366492	-0.6877867171622289	0.3600880848928553	-0.6148476067054357
GPR183	Not-coupled	Coupled	Coupled	-	Class A Orphans	classA	1.682356734031527	-3.239625366127069	-2.3229574924127068	0.30831551429980997	-0.2884224283527692	0.8827165536513801	-0.8818662432298712	-0.6928869541406636	-0.9268063662520301	-0.2466349243575933	-0.378901719740913	0.154902888598393	-1.0404077596849743	2.3127570002823226	0.31815237333310903	0.008949133472059482	0.03381590763908566
GRPR	Not-coupled	Coupled	-	-	Bombesin receptors	classA	1.2884797622854993	0.7369609960704586	-0.5166731780005083	1.48286366733939	-0.3815807641409625	-0.7538860175742033	-1.5642797776321777	0.4075050599961164	0.9037819676518016	-0.4516743855245902	-0.015844364109439207	-0.976855389148295	-0.5135048494636074	0.29465499026419045	1.1848086653999408	0.07671643421964562	0.3898738882233403
HCRTR1	Not-coupled	Coupled	-	-	Orexin receptors	classA	3.4158320029838283	-2.4795123265281034	0.1806198703558876	1.2458657823131156	-0.007362440452635683	-1.063210096644857	-1.4614480547773312	0.4254508611086418	0.969178164349439	0.22723390440345842	-0.16266088771416842	0.23986098583290139	0.5196980797789895	-0.530873967730556	-0.06506991425545101	0.7026180182447798	1.0179041449485107
HCRTR2	Not-coupled	Not-coupled	Coupled	-	Orexin receptors	classA	5.54309604904644	-0.5511889664978488	0.5810642015271413	0.9834066416516474	-2.535464139181813	-0.9993167560504305	0.49372382877357124	0.0776427736314432	0.25791430140660593	-0.6185063743849913	-0.38581264376686314	0.3040486575541203	-0.1126353878070501	-0.4551758924885169	0.19265391357528452	-1.030170072085663	-0.7701681526284854
HRH1	Not-coupled	Not-coupled	Coupled	-	Histamine receptors	classA	-0.2537069645079648	-1.0431655432838938	0.23719049051604033	-1.1785343653673601	0.0904520947009013	-0.5521297474471122	-0.6779070173853871	-0.3792648101866649	-0.8833766875571679	-0.5818114227245953	0.6223230397426904	-0.57620822235776	0.9991842205018733	-0.09487908242454451	-1.2739915027271138	0.39131106950434424	0.3591768221836875
HRH2	Not-coupled	Not-coupled	Coupled	-	Histamine receptors	classA	2.8111754394775206	3.8293636292151674	0.4094220643270575	0.8340640560873787	-0.7146392716720713	0.021543465749569807	2.1253600982674277	-0.33255829776718454	1.0516559420186167	-0.13258458845228605	-0.9767058626789399	-1.1484838293144721	-0.5996023421183685	0.10550909285979823	0.4745069927036811	0.32320960741252386	0.13422235288067813
HRH3	Not-coupled	Not-coupled	-	-	Histamine receptors	classA	1.4139833502358283	-1.701429205884166	-2.0380626109947975	-0.38704832819992363	-1.794323758668846	-0.9277486206054605	1.572046973702632	0.42979771702534325	1.1965253093493244	0.32329746580500246	0.2966733034581507	-1.9516754064686563	-0.605788179360028	1.3613355490597268	1.4987322284211289	1.4185341661705193	0.19400587190371618
