Gene	IUPHAR	Shedding	ebBRET	STRING	Family	Class	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10
ADRA2C	Not-coupled	-	Coupled	-	Adrenoceptors	classA	-65.45059415125277	-13.217113816858415	13.679556372405028	-15.116253418445666	2.9896352249534925	6.6186547108498495	-6.367233156859008	11.247706377107606	11.483904891847441	-5.731662492615029
ADRB1	Not-coupled	-	Coupled	-	Adrenoceptors	classA	-59.74912545224842	-18.781394709583193	-0.27253056007135656	-8.490596035427084	-0.42256015456252377	10.55493583663356	-2.156774273400281	-3.0566505517679676	-1.4467244335293952	-0.36514749548491593
ADRB2	Not-coupled	-	Coupled	-	Adrenoceptors	classA	-51.15175612722601	-21.186067033494037	-3.2189889066976414	-4.019069549706881	0.21733847050269195	13.662020796120965	-9.271341478908017	10.744781834570757	10.727502815626835	-0.900190913609343
ADRB3	Not-coupled	-	-	-	Adrenoceptors	classA	78.63911081585567	-30.37133040237524	-15.392966462664532	-1.5887370881881429	12.241352688286701	-10.862137370800234	-1.3787243336455186	-4.186680005993762	-3.492797229182937	7.947381655086664
AGTR1	Coupled	-	Coupled	-	Angiotensin receptors	classA	60.725351631570355	-36.58547855313138	-5.021351782801107	-6.244869788516397	9.37160791458882	-8.998551842111905	-1.6691602406257426	-1.128985851287562	-2.5289613847919683	3.929067235228681
APLNR	Not-coupled	-	Coupled	-	Apelin receptor	classA	-7.776719093176419	3.4945445522005145	24.544472785887564	24.11095513077356	20.022966565005973	0.03962109384345448	-17.40148947912401	7.620063269339913	-16.153310831795057	-8.144088270387948
AVPR1A	Coupled	-	Coupled	-	Vasopressin and oxytocin receptors	classA	-14.923630245443078	3.800723521922052	30.022448661635476	25.699401881545082	19.47194463826503	1.4825373599970477	-19.222043204989475	10.750586615594488	-13.985736437974978	-6.789075884146505
AVPR1B	Coupled	-	-	-	Vasopressin and oxytocin receptors	classA	-4.361787641441604	5.318956393816702	19.949013926842994	36.91711947790375	21.343706759422844	6.85670214678334	-26.32150818836262	9.505406846359989	-8.21804020558748	-0.9851207834063069
AVPR2	Not-coupled	-	-	-	Vasopressin and oxytocin receptors	classA	56.52316918658925	-19.428629156291674	-14.870903942008933	1.6856550662606895	10.915188359603688	-10.650389521950036	-4.178977818013688	-6.889729100010735	1.4060858041616984	12.132020388762381
BDKRB1	Coupled	-	Not-coupled	-	Bradykinin receptors	classA	35.623495634142216	-6.526895545089635	-3.0256317703050595	-4.067254822594198	18.43084868264581	-16.783123740496904	-8.735917695731583	-16.321984563819743	1.4556695870725955	7.850873209763939
BDKRB2	Coupled	-	Coupled	-	Bradykinin receptors	classA	-2.9871445410000703	-31.114728154265766	28.379792325678864	9.102720367802327	-15.479136771119146	1.367013217692212	-4.086292390967482	-1.706768447852309	-5.764567172525471	-0.9707259022068813
CCKAR	Coupled	-	Coupled	-	Cholecystokinin receptors	classA	-11.251262837512316	-23.960168244844944	34.51066181415409	7.880440501695489	-12.896978151697068	-3.824371791986475	-8.125953801623574	4.326822073992232	0.6672344104576629	-2.760039274978768
CCKBR	Coupled	-	-	-	Cholecystokinin receptors	classA	-47.9181768864109	-30.96686589372778	13.285943872764674	-24.19115942869543	-0.35669828766011924	18.04919642945446	4.87916069948323	5.918479809522761	-5.876641369263954	5.402634565730231
CHRM1	Coupled	-	Coupled	-	Acetylcholine receptors (muscarinic)	classA	-53.18388485837812	-23.806707649765276	16.16405372835531	-24.740713087653422	-1.4089882480819267	10.991668458394017	5.962946392997193	-0.962013865986126	-11.347171741961796	4.479482221671866
CHRM2	Coupled	-	Coupled	-	Acetylcholine receptors (muscarinic)	classA	-77.16355115781717	-4.607202960021066	30.725235997587227	-31.65059447630621	0.2341221173519736	-4.502224194441608	5.899849982489749	-4.521514867741637	-11.592131828262048	0.9350988476933939
CHRM3	Coupled	-	Coupled	-	Acetylcholine receptors (muscarinic)	classA	-53.21740090581708	-23.015154947959136	16.58887717847938	-23.824641657418674	-2.9526952678269596	11.792042764969212	3.0885898059500736	0.5126245243562613	-6.937597761286931	5.592625503010426
CHRM4	Not-coupled	-	Coupled	-	Acetylcholine receptors (muscarinic)	classA	-71.28128905103398	-6.582502768016026	24.526126038849963	-30.29563217143487	-1.1886998494042749	0.5133268317504284	2.8903426972284585	-2.206556361112115	-13.172482687291675	6.920118745579894
CHRM5	Coupled	-	-	-	Acetylcholine receptors (muscarinic)	classA	-101.76382035880455	33.58110538800774	-8.191800208118643	2.0058448111255114	1.9881391579640215	-27.160874919563415	-2.6075237317165687	-16.372088090143226	1.499033082791252	-0.5951494236216018
CNR1	Not-coupled	-	Coupled	-	Cannabinoid receptors	classA	-76.00477560659411	11.522790011238198	-33.69959398695332	13.446747851942892	2.181029267894163	-11.995326363644164	3.43304400226165	-1.2030618595110671	2.1693983958685417	-0.23571611259483777
CNR2	Not-coupled	-	Coupled	-	Cannabinoid receptors	classA	100.7697838920409	18.837740116581156	-9.786942598149642	-7.726130038030509	0.6515450499061655	6.717683389825937	1.7844604623546862	-0.22031683698004914	-4.892299677387478	-2.2214878863377754
CYSLTR1	Coupled	-	Coupled	-	Leukotriene receptors	classA	91.87273238347879	15.3337173849913	-8.68755358904486	-6.490099166293748	6.066968130707134	-0.4194619247336704	1.1018135709409378	-3.09062008829778	0.439506219281462	-3.1135348651957226
CYSLTR2	Coupled	-	Coupled	-	Leukotriene receptors	classA	-67.18105030605996	-9.473928451035047	4.677787747446576	-11.39237725985435	-3.8773584658064917	5.60963715233345	-5.037306112103879	-5.643180435884573	-7.399663295298932	5.293457178725267
DRD1	Not-coupled	-	Coupled	-	Dopamine receptors	classA	-55.47631276348816	-18.114872192626272	0.22576836200411574	-22.356420181054958	-1.248285115557723	2.498109434405978	3.8870282720827283	3.4915170547420926	-11.463719347493454	-1.6998387734353109
DRD2	Not-coupled	-	Coupled	-	Dopamine receptors	classA	-41.62889889859212	-25.919037844193724	-9.342611896562966	-15.916377784679621	-3.3046105928531846	6.869601292639457	1.3481210888378599	4.301018044484906	-9.450235181534774	-0.03974753792852886
DRD3	Not-coupled	-	-	-	Dopamine receptors	classA	-30.68151262643726	-32.76785810284441	-8.039212014552925	-10.772873244853102	2.0167732222756536	15.15810699874735	-2.6945352455852523	24.908041827029948	16.673734180366264	-6.079357371620963
DRD4	Not-coupled	-	-	-	Dopamine receptors	classA	-73.35129963753303	-4.22205671430157	8.913616325553031	-11.186231682774832	-2.894144652123258	0.01844676034995124	-3.6730082811123514	-9.54397216515695	-3.735764402311542	3.8871873931137424
DRD5	Not-coupled	-	Coupled	-	Dopamine receptors	classA	15.768161612613785	-5.1112292765021055	31.703160349395567	13.376722361799859	-21.20332436132995	-12.714295011017455	3.6829627662552684	-18.51046223079101	-0.4588692759303229	5.59443318769702
EDNRA	Coupled	-	Coupled	-	Endothelin receptors	classA	2.278532972541465	3.5519201637390667	35.9145977639023	9.179631498018473	-11.34405677888273	-19.011499182971715	-0.4207010553536801	-14.980361766607627	4.340378830225025	1.5686874022286985
EDNRB	Coupled	-	-	-	Endothelin receptors	classA	37.76015737162084	58.46371193602223	12.161922773123655	-17.985269800843668	2.4580352142366237	-7.851473804862481	0.38093898875069315	-11.6276712837985	7.51359868481383	-11.121670292659452
F2R	-	-	Coupled	-	NA	classA	47.742015480732256	50.593644626177394	10.167236653685888	-11.876853721590562	-0.771469458440438	-2.603985823085881	3.0167694165957952	-10.478587364031657	-2.3706291256044847	-8.75896232036589
F2RL1	-	-	Coupled	-	NA	classA	53.423322325765035	50.46632709718254	-3.8159701089884943	-12.328431209810521	10.874516428041147	-2.2594611173401664	-4.5380455435470655	-12.625889561932333	10.993732279244009	-6.800570790856565
F2RL2	-	-	-	-	NA	classA	45.32396795940935	44.90301805935414	-0.4091680278576983	-13.038269214802847	6.398417954872816	0.5046838499375805	-6.405850960322018	7.909396224317489	13.622650896704567	-11.059546386518482
F2RL3	-	-	-	-	NA	classA	52.68563126555453	25.332513163590313	-34.59820690848563	-2.8414762025088187	4.287294692494987	3.0011441669298864	-4.1218145977292355	17.21215557150831	4.369100305534228	9.560752391846398
FFAR1	Coupled	-	-	-	Free fatty acid receptors	classA	57.99227685569327	45.51837774018663	-15.538930356681268	-8.8617956146705	-13.319316938939672	14.234163049685295	11.048412649970967	20.889750321117642	-6.8491071310755025	-2.1921782018671014
FFAR2	Coupled	-	Not-coupled	-	Free fatty acid receptors	classA	44.30760246930388	46.97614404041919	-18.18420692332994	-15.998132397243223	-1.7260273846219036	6.516497252211796	6.641636289980725	16.95700592713806	-4.297602553230807	-3.1566970318976626
FFAR3	Not-coupled	-	Not-coupled	-	Free fatty acid receptors	classA	-1.0977644577199897	-4.282553399953572	-3.0445902677919725	19.196589302864318	6.779579720879238	-8.22724887388035	-15.975059665504217	-10.573527978495067	6.129710753888604	11.020330165145818
FFAR4	Coupled	-	-	-	Free fatty acid receptors	classA	66.14395234812825	-16.4265335523592	-25.113533853287652	-6.947523631034655	12.119186209117402	-14.483542356273347	-3.125025728142947	1.8465300497616128	0.33534057693591823	11.941178592777138
FPR1	Not-coupled	-	-	-	Formylpeptide receptors	classA	70.83362870454003	-16.96678079669784	-22.006335271724456	-5.372639092724377	12.289833475456026	-13.680214041420886	-3.232508675423055	0.6338851903800097	-1.7482069346517728	11.602708570113334
FPR2	Coupled	-	-	-	Leukotriene receptors	classA	68.12925972865717	-58.70486895352189	1.382446250654972	20.62185915953252	8.653572974771583	8.387877773856166	-6.4249089003445405	4.300078049546117	-2.188566566108417	-2.6612938719113264
GALR1	Not-coupled	-	-	-	Galanin receptors	classA	44.29808705116611	-42.71262336519506	13.768222639913326	11.666364863456582	-3.960087523350419	-2.527037110441297	1.7431420358596663	13.519338966203915	-6.494487800828324	-4.309498665573303
GALR2	Coupled	-	-	-	Galanin receptors	classA	51.284299727128264	-43.24388912937431	7.611337083372363	12.590002174645235	-2.080276200637231	1.0515542043329396	-7.418853219983202	21.17159475561869	0.23900840670093693	2.161873979792249
GALR3	Not-coupled	-	-	-	Galanin receptors	classA	49.982667659818645	-43.34589093046238	10.5042870576949	18.136933964413934	-44.439918428945475	2.7708039612673914	20.5277663712167	1.8533028101658766	1.9136966635951334	9.655500734845226
GHSR	Coupled	-	Coupled	-	Ghrelin receptor	classA	-11.059091227611441	33.84629494001763	45.769620027959334	29.50308710113301	57.69212480488942	23.98699127211773	41.07657334028779	2.9587499848656496	12.591951585604964	12.559275846403404
GIPR	Not-coupled	-	Coupled	-	Glucagon receptor family	classB	35.87794086115372	-10.46343462892531	12.612734129238385	48.87753508386736	26.3412571578788	20.775019737698447	-24.39366538085579	-1.1403761377883546	-11.022345511744296	-9.805910474178267
GNRHR	Coupled	-	Not-coupled	-	Gonadotrophin-releasing hormone receptors	classA	67.9748499690945	30.954787146016272	-3.7875795115298563	-7.033380328695765	6.7595695289273365	0.6538141140543512	-0.9250211727295802	1.3804716284200345	1.3691776630814703	-11.979135688412418
GPR17	Coupled	-	-	-	Class A Orphans	classA	36.972651596432016	48.219420681549835	0.31754207759466924	-10.375351449187965	3.6902898837313516	-1.8565547654515437	-2.055381871655419	-12.720703009669299	1.9629292385762693	-5.250769709134585
GPR34	Not-coupled	-	-	-	Class A Orphans	classA	94.47946628130083	46.65704884502179	-7.630604225435416	-13.072100463266764	-23.517421929052933	27.704891834516012	13.513421799804528	7.636964153397292	0.8905197920275147	-2.9479374457222747
GPR35	-	-	-	-	NA	classA	80.14328346027952	58.76894866712973	-8.156331078756065	-11.935446453036601	-19.711128472466587	25.143935550334778	7.176848843876441	-2.498488290315093	0.6543598276832813	-2.5679804111284845
GPR55	Coupled	-	-	-	GPR18, GPR55 and GPR119	classA	-56.21021065116679	9.756736679869364	4.7378640670466465	2.55269041260498	-1.878333925573444	-10.313564657996825	-14.134493572001292	-8.128263049680754	-0.3554497487371272	13.48916504882267
GPR84	Not-coupled	-	Not-coupled	-	Class A Orphans	classA	-59.68583883553021	1.6414207561516816	-36.1816888251748	17.21050378196436	-2.835964442516706	5.194451030436054	-5.922914025552815	-1.1411338979452985	-2.2382707848211414	7.600417148914821
GPR119	Not-coupled	-	-	-	GPR18, GPR55 and GPR119	classA	47.507634272633844	46.05738835232783	3.4552827239905786	-18.09689514425227	8.63666596223523	-7.688956936551952	-5.291230969058315	-6.2711852615830335	-3.4238513734620213	-1.6609562258551824
GPR132	Not-coupled	-	-	-	Class A Orphans	classA	87.0212432712694	40.79542157142504	-6.390183724506091	-4.689360561615156	6.421207553464049	12.126164583781716	-2.177881288117491	-4.431477673075198	-10.692141688383126	-3.777073988485804
GPR174	-	-	-	-	NA	classA	71.60128840610632	27.993740201788217	-2.7131543260211366	-9.518425374824368	-7.710317009622269	8.69445515152999	-2.9998879281596196	-5.174752181685682	-1.2514790235492874	-4.811546820792843
GPR183	Not-coupled	-	Coupled	-	Class A Orphans	classA	36.12469085262431	-31.696174782677968	23.448825540382543	22.082744384919373	-17.431114815627343	-0.2606519352447212	3.098673355706803	-8.491219451028853	-10.246367636977707	-1.490916743851452
GRPR	Coupled	-	-	-	Bombesin receptors	classA	6.792750182346088	-37.707552178078295	33.20954129084746	17.29885215564236	-8.427123524008497	4.4055715608339385	2.380396265629321	-1.7847346366628682	-9.352431431539603	-6.476958035014703
HCRTR1	Coupled	-	-	-	Orexin receptors	classA	-0.5754345427861779	-34.10159326763147	35.51621918737696	14.5088261103879	-10.333891256674482	2.241338588597553	4.183386578641405	-5.932352902502645	-10.765425502685671	-6.658779317696052
HCRTR2	Coupled	-	Coupled	-	Orexin receptors	classA	-68.04318826732889	-7.310830046969809	14.649927249815136	-27.70357270874305	-0.7140600287621975	0.13894849627421402	-1.7564948533877036	-6.363035265478922	-9.528411366837222	6.605053574093155
HRH1	Coupled	-	Coupled	-	Histamine receptors	classA	-22.745610038442265	-49.64747506491976	-19.761408736197716	-1.731395509787299	-8.36321353298135	22.09025783598123	3.4119043435104293	3.208982084425546	2.3435601998985547	-0.35946815576320057
HRH2	Coupled	-	Coupled	-	Histamine receptors	classA	-38.24555549018016	-23.1362519192203	-1.2132204725902598	-28.120343426208205	3.7481395952029857	6.201618595082436	-3.545140729437021	1.6231553579789395	1.5755768116812647	6.238741073549576
HRH3	Not-coupled	-	-	-	Histamine receptors	classA	-34.2712431662059	-32.23702086167256	-17.313910902479325	-17.796001187032473	0.537080916895683	15.456144252164663	-1.8583125854518976	-8.786847764531716	-8.020422641836195	10.167415190414943
HRH4	Not-coupled	-	-	-	Histamine receptors	classA	-58.04723674867066	-20.01714855962511	2.779589139345102	-14.455908540998069	8.1305018686813	13.67043078515349	-4.480053889744102	-0.0022351730302901654	2.4355625646634254	-2.262492876538265
HTR1A	Not-coupled	-	Coupled	-	5-Hydroxytryptamine receptors	classA	-44.93013022356983	-28.048320864028433	-8.432470671780742	-6.57787600157571	10.945134589914742	22.0566752999684	-2.5375064415331163	-6.287189402603997	3.296620020374137	-2.7656263441835742
HTR1B	Not-coupled	-	Coupled	-	5-Hydroxytryptamine receptors	classA	-38.744050069069544	-32.677947477048406	-12.861056113761913	-7.849444103188826	8.821497036882729	24.648564893578015	-4.59531650506551	-5.547378471742174	0.5886090284914581	-0.12428836894672911
HTR1D	Not-coupled	-	Not-coupled	-	5-Hydroxytryptamine receptors	classA	-36.19149784365276	-39.24640708993897	-15.056055441243322	-7.12240019897612	6.817495360132851	28.256090092425563	-2.650386719774352	-5.324479424659047	-2.4154630345087535	3.2293674120119986
HTR1E	Not-coupled	-	-	-	5-Hydroxytryptamine receptors	classA	-38.07270245424995	-32.56871519178896	-17.08254162635785	-8.457465102308968	7.360350680395915	25.55360605446361	-4.110427526760488	-6.6094025235410925	-3.262929430829811	3.3214213725434116
HTR1F	Not-coupled	-	-	-	5-Hydroxytryptamine receptors	classA	-63.08716033135465	-4.831114617638465	10.220379476002613	-14.757201479783001	-7.006562365367366	-6.603004386794995	0.9787097890353883	-7.491656740183349	-4.4499750358555925	-2.290451948240721
HTR2A	Coupled	-	Coupled	-	5-Hydroxytryptamine receptors	classA	-64.06035883558339	-3.3568232736385424	13.816245613220893	-14.39847304324466	-7.620449606391903	-6.784646712519409	3.082446080335731	-6.328168781268605	-10.382644971466075	0.10758754620130488
HTR2B	Coupled	-	Coupled	-	5-Hydroxytryptamine receptors	classA	-56.298016059924855	-11.535699622585547	6.822361367830694	-13.45485603912476	-10.291043731512758	-0.06934744082688875	2.1261478360213992	-3.048140366737295	-7.461965370121319	1.9977997925973658
HTR2C	Coupled	-	Coupled	-	5-Hydroxytryptamine receptors	classA	-42.18540495615105	-30.9666540124725	-7.501391513520125	-0.12168509640204007	-1.201817344483088	17.62212947515456	-2.0504143996733455	-3.1637309412383803	-1.1368170024186877	1.6585809504717324
HTR4	Not-coupled	-	-	-	5-Hydroxytryptamine receptors	classA	-72.81072766159605	-8.755600075292202	0.2029174719140105	-12.668683713109512	2.9217814591607727	3.561334508660591	-6.055386578953734	6.497400000754871	2.1615654964887194	-0.8423720512806415
HTR6	Coupled	-	-	-	5-Hydroxytryptamine receptors	classA	-71.59784890446899	-8.421752064664735	5.274953065741709	-11.754829915115423	1.7174759761933653	-3.920898767329427	-3.6895058669620173	-4.166527409740875	2.2809328039726666	-7.701977054292905
HTR7	Not-coupled	-	-	-	5-Hydroxytryptamine receptors	classA	30.740717181179534	-38.806404037720434	24.406246863911782	13.795624645930406	-4.564755485127258	-4.700006954271053	-4.128707362744592	11.707450663116452	1.8799235500642035	-4.669276820704737
KISS1R	Coupled	-	-	-	Kisspeptin receptor	classA	-68.02106016092118	8.122058061127802	-33.32502397864408	14.947881982114064	6.556476790692739	-7.364350335090808	8.290509778788403	-8.990152091823415	-0.7957179273246413	-5.6917428143020095
LPAR1	Coupled	-	Coupled	-	Lysophospholipid (LPA) receptors	classA	-60.735246124028535	1.2974641375012457	-39.29733709265207	15.797572800779202	6.481129028019806	-8.365973201739504	7.543816983494321	-0.9242677425585646	-3.517381819743424	-2.5729871925184136
LPAR2	Coupled	-	Coupled	-	Lysophospholipid (LPA) receptors	classA	-63.43662171464956	9.92357821984542	-36.440723568643996	13.938822339825423	4.62376212150759	-8.22503542107084	7.839562067632805	-5.880800786214171	-6.148333485822017	-3.8448500427904233
LPAR3	Coupled	-	-	-	Lysophospholipid (LPA) receptors	classA	79.67296351510667	41.224732295422996	3.1157831821537325	-13.878725538247078	-2.211957414824338	4.911401500245848	0.08454825152991531	-6.7223400672332865	-3.4750839252232812	-8.627139490402737
LPAR4	Coupled	-	-	-	Lysophospholipid (LPA) receptors	classA	70.44530153348573	41.152281442846004	5.031505521262488	-16.16680788726798	1.2360591096008549	1.585224167024163	-3.9826347249053295	2.1247339005676142	-0.8699392060180065	-5.842295171974618
LPAR5	Coupled	-	-	-	Lysophospholipid (LPA) receptors	classA	106.00774929015186	28.1714502008538	-3.2952016111604356	-8.944863443116445	-0.8698814092971412	12.344059827563328	1.2195923480884798	-3.210050203593198	-8.31599976476404	-5.369349500827687
LPAR6	Not-coupled	-	-	-	Lysophospholipid (LPA) receptors	classA	57.92235879455212	-14.293652199530202	-8.645289180607834	-2.4880504962294974	7.058756384748911	-13.899088995648576	-13.314986069719389	10.958024313687824	-1.5952568456247413	15.846510729881347
LTB4R	Coupled	-	Coupled	-	Leukotriene receptors	classA	45.82801972208273	-2.9438244201393817	-4.567287920957428	-4.0316713159958795	8.236567510033458	-18.452106331381742	-10.771926282849446	14.041039962411402	0.383404462783877	17.88322153507309
LTB4R2	Coupled	-	Not-coupled	-	Leukotriene receptors	classA	-44.18188499036624	29.139547039739277	-41.840308843082894	14.579053162634168	-2.793787211714673	3.6313012434182257	6.752428344631488	0.05665559587985692	8.15509942827707	-11.429417786708711
MC1R	Not-coupled	-	-	-	Melanocortin receptors	classA	-53.97991151988267	15.015209306236628	-43.54734145467095	17.683131630029752	-2.338640769486746	2.8824654997623127	9.045411173668748	-5.745223632236408	5.600149555728146	-9.571898982864639
MC3R	Not-coupled	-	Coupled	-	Melanocortin receptors	classA	-56.614161952254356	14.554831402677435	-43.216695082207224	14.920257493650334	-1.5464153287569005	-2.800865243762061	9.080038688592332	-6.375294114060522	4.425627497848358	-11.044152034782487
MC4R	Not-coupled	-	Coupled	-	Melanocortin receptors	classA	-51.204798690142525	13.001040591953027	-45.377652019329254	15.476848455974697	-3.0043020425954814	2.1144839375328437	9.316601284625284	-5.096623133093247	4.841441574918475	-11.803677064795984
MC5R	Not-coupled	-	-	-	Melanocortin receptors	classA	14.072967381267572	-8.692761861107861	4.5838068377204	-5.040964605007951	6.977336451095494	-19.65522042754239	-3.581020907456107	2.963206880278125	18.026359451094226	-6.354475945240788
MCHR1	Coupled	-	-	-	Melanin-concentrating hormone receptors	classA	48.73308054024354	-31.8055545630836	-13.37813091285386	9.96727473309743	-4.514199672066144	-1.962220025521577	-2.9608593738501963	-6.0341064647221465	-0.6374612536727414	11.93469835290202
MCHR2	Coupled	-	-	-	Melanin-concentrating hormone receptors	classA	29.51577090798614	-27.119866867708065	15.956687553269115	6.255870044945198	-34.74224394026145	-11.169403073730233	17.60846816369586	6.483961817636415	11.265063101082257	4.408193841437668
MLNR	Coupled	-	-	-	Motilin receptor	classA	-8.304943022821599	44.117861720940205	-39.435572775986756	5.966145367836142	4.324228005949685	-22.87345515128886	21.640918330788036	26.698483684688398	-15.841058407956819	2.9754118318371825
MRGPRX1	Coupled	-	-	-	Class A Orphans	classA	-11.795022581661026	45.75535547972579	-37.92489469116352	6.587304174633338	3.781041594007731	-25.110871086052583	18.857079614409443	26.034485568628128	-16.028356768374287	3.4070502744974474
MRGPRX2	Coupled	-	-	-	Class A Orphans	classA	-22.099821359913744	-27.1708899209418	-5.93935493339551	25.238694742441577	-2.561344231475247	11.389182747979026	-7.6319587177016635	-14.58127933155491	7.441798149247292	8.977182346295281
MTNR1A	Coupled	-	Coupled	-	Melatonin receptors	classA	-20.07390908856224	-24.023744118395097	1.3235492794190835	22.046041399691628	1.5089835064165376	7.580347669552765	-11.395022728324346	-11.036715632079952	10.923115028582824	6.28983507255332
MTNR1B	Not-coupled	-	Not-coupled	-	Melatonin receptors	classA	33.3990436060673	-30.017799202835167	23.880508331747187	17.70329463144541	-15.526223616698536	-2.9244356205613413	4.133994899556059	-6.769232851467573	-8.957559128005268	-2.1848411288544147
NMBR	Coupled	-	-	-	Bombesin receptors	classA	8.808301446609967	-29.17230103091112	17.98793344568575	7.431003171180477	-43.730105457053774	-7.030202079926713	22.2757972005756	2.4396206126567965	0.8667823056371752	3.9759740967463073
NMUR1	Coupled	-	-	-	Neuromedin U receptors	classA	7.733177126082312	-25.712849394434638	14.368255271121848	9.953946642528724	-40.90156315352325	-11.938379630110248	24.116875377406235	-1.8143309522345277	-6.607593424753187	3.8249103659837673
NMUR2	Coupled	-	-	-	Neuromedin U receptors	classA	82.54232804975088	-57.06298818558742	-21.058222034968693	0.9930870971687423	5.9006607906838555	1.3891388368290254	-0.2811336774297944	-6.253988782562866	14.202218903276048	5.409750041877963
NPBWR1	Not-coupled	-	-	-	Neuropeptide W/neuropeptide B receptors	classA	-6.517922134087357	-34.6924559218932	24.217557256887602	16.80353744677089	-5.8480475959085405	-2.730507493323617	-0.7461587163275889	0.3480209789096108	1.9468200955468313	-10.00986444282324
NPFFR1	Not-coupled	-	Coupled	-	Neuropeptide FF/neuropeptide AF receptors	classA	-39.09442010364531	-10.535572908460365	37.17662661232695	7.562712720717528	-2.502820893048867	-19.46797340465074	-2.0277212484198874	-6.707680433379892	13.311810678641372	-17.82467246978614
NPFFR2	Not-coupled	-	Coupled	-	Neuropeptide FF/neuropeptide AF receptors	classA	59.07732420015099	-57.902380868161615	-5.819428578926332	-7.492819392164367	1.8599373721098433	2.071874825548995	0.9344006764932044	1.0541920041573956	14.595156295235713	-2.1547623781833942
OPRD1	Not-coupled	-	Coupled	-	Opioid receptors	classA	55.93251360661323	-52.927072315291674	-3.263690063693559	-6.964783381192447	1.3047527112836697	-2.3358386087974896	3.6368451472767327	-7.0660261055666975	14.134476828430754	-3.980783683645557
OPRK1	Not-coupled	-	Coupled	-	Opioid receptors	classA	57.9762920451768	-51.05322132909842	-8.841795208704102	-8.254431782595796	-1.30441849188347	-3.238604955937738	3.503888733071333	-2.8958952207964046	11.990242845288579	0.42066073181102226
OPRL1	Not-coupled	-	Coupled	-	Opioid receptors	classA	45.217238320609546	-46.59122149874603	3.1060290087943767	-11.118352769697237	2.83092451136595	-3.133759290896673	3.562857943361022	-5.051822824731773	14.99918486163172	-5.636687091735012
OPRM1	Coupled	-	Coupled	-	Opioid receptors	classA	91.47646461559555	-5.644729346309857	-6.835742184318711	6.808046214959657	9.510583047652148	-11.295126206167927	0.46378604667706685	-6.639554019307474	-6.385124385029819	11.230329615313074
OXGR1	Coupled	-	-	-	Oxoglutarate receptor	classA	2.383275889916589	-5.6663202242325585	21.75479597495786	33.13601866266174	25.1342359707216	8.186067907032903	-20.002572543313907	11.511386843347042	-13.87617538006637	-7.910468633347342
OXTR	Coupled	-	Coupled	-	Vasopressin and oxytocin receptors	classA	81.48808497080198	24.564500757800992	9.655842679694503	-4.997711139643227	7.283937550873451	-4.3305121347393145	0.1688992440725611	-4.687302627695567	-5.128977021046285	-4.851001845184074
