DimR	Assay	G-protein	Layer	Score
tSNE	ebBRET	GNAZ	28	0.001
tSNE	ebBRET	GNAZ	29	0.001
tSNE	ebBRET	GNAZ	5	0.0
tSNE	ebBRET	GNAZ	11	0.0
tSNE	ebBRET	GNAZ	20	0.0
tSNE	ebBRET	GNAZ	32	0.0
tSNE	ebBRET	GNAS	0	0.093
tSNE	ebBRET	GNAS	4	0.052
tSNE	ebBRET	GNAS	31	0.047
tSNE	ebBRET	GNAS	8	0.043
tSNE	ebBRET	GNAS	27	0.043
tSNE	ebBRET	GNAS	2	0.042
tSNE	ebBRET	GNAS	22	0.038
tSNE	ebBRET	GNAS	17	0.034
tSNE	ebBRET	GNAS	26	0.034
tSNE	ebBRET	GNAS	30	0.031
tSNE	ebBRET	GNAS	14	0.026
tSNE	ebBRET	GNAS	10	0.024
tSNE	ebBRET	GNAS	9	0.023
tSNE	ebBRET	GNAS	12	0.023
tSNE	ebBRET	GNAS	15	0.018
tSNE	ebBRET	GNAS	16	0.018
tSNE	ebBRET	GNAS	6	0.017
tSNE	ebBRET	GNAS	19	0.017
tSNE	ebBRET	GNAS	25	0.015
tSNE	ebBRET	GNAS	3	0.014
tSNE	ebBRET	GNAS	21	0.014
tSNE	ebBRET	GNAS	24	0.014
tSNE	ebBRET	GNAS	1	0.013
tSNE	ebBRET	GNAS	13	0.008
tSNE	ebBRET	GNAS	18	0.008
tSNE	ebBRET	GNAS	23	0.008
tSNE	ebBRET	GNAS	7	0.007
tSNE	ebBRET	GNAS	33	0.004
tSNE	ebBRET	GNAS	28	0.001
tSNE	ebBRET	GNAS	29	0.001
tSNE	ebBRET	GNAS	5	0.0
tSNE	ebBRET	GNAS	11	0.0
tSNE	ebBRET	GNAS	20	0.0
tSNE	ebBRET	GNAS	32	0.0
tSNE	ebBRET	GNAQ	0	0.093
tSNE	ebBRET	GNAQ	4	0.052
tSNE	ebBRET	GNAQ	31	0.047
tSNE	ebBRET	GNAQ	8	0.043
tSNE	ebBRET	GNAQ	27	0.043
tSNE	ebBRET	GNAQ	2	0.042
tSNE	ebBRET	GNAQ	22	0.038
tSNE	ebBRET	GNAQ	17	0.034
tSNE	ebBRET	GNAQ	26	0.034
tSNE	ebBRET	GNAQ	30	0.031
tSNE	ebBRET	GNAQ	14	0.026
tSNE	ebBRET	GNAQ	10	0.024
tSNE	ebBRET	GNAQ	9	0.023
tSNE	ebBRET	GNAQ	12	0.023
tSNE	ebBRET	GNAQ	15	0.018
tSNE	ebBRET	GNAQ	16	0.018
tSNE	ebBRET	GNAQ	6	0.017
tSNE	ebBRET	GNAQ	19	0.017
tSNE	ebBRET	GNAQ	25	0.015
tSNE	ebBRET	GNAQ	3	0.014
tSNE	ebBRET	GNAQ	21	0.014
tSNE	ebBRET	GNAQ	24	0.014
tSNE	ebBRET	GNAQ	1	0.013
tSNE	ebBRET	GNAQ	13	0.008
tSNE	ebBRET	GNAQ	18	0.008
tSNE	ebBRET	GNAQ	23	0.008
tSNE	ebBRET	GNAQ	7	0.007
tSNE	ebBRET	GNAQ	33	0.004
tSNE	ebBRET	GNAQ	28	0.001
tSNE	ebBRET	GNAQ	29	0.001
tSNE	ebBRET	GNAQ	5	0.0
tSNE	ebBRET	GNAQ	11	0.0
tSNE	ebBRET	GNAQ	20	0.0
tSNE	ebBRET	GNAQ	32	0.0
tSNE	ebBRET	GNAI2	0	0.093
tSNE	ebBRET	GNAI2	4	0.052
tSNE	ebBRET	GNAI2	31	0.047
tSNE	ebBRET	GNAI2	8	0.043
tSNE	ebBRET	GNAI2	27	0.043
tSNE	ebBRET	GNAI2	2	0.042
tSNE	ebBRET	GNAI2	22	0.038
tSNE	ebBRET	GNAI2	17	0.034
tSNE	ebBRET	GNAI2	26	0.034
tSNE	ebBRET	GNAI2	30	0.031
tSNE	ebBRET	GNAI2	14	0.026
tSNE	ebBRET	GNAI2	10	0.024
tSNE	ebBRET	GNAI2	9	0.023
tSNE	ebBRET	GNAI2	12	0.023
tSNE	ebBRET	GNAI2	15	0.018
tSNE	ebBRET	GNAI2	16	0.018
tSNE	ebBRET	GNAI2	6	0.017
tSNE	ebBRET	GNAI2	19	0.017
tSNE	ebBRET	GNAI2	25	0.015
tSNE	ebBRET	GNAI2	3	0.014
tSNE	ebBRET	GNAI2	21	0.014
tSNE	ebBRET	GNAI2	24	0.014
tSNE	ebBRET	GNAI2	1	0.013
tSNE	ebBRET	GNAI2	13	0.008
tSNE	ebBRET	GNAI2	18	0.008
tSNE	ebBRET	GNAI2	23	0.008
tSNE	ebBRET	GNAI2	7	0.007
tSNE	ebBRET	GNAI2	33	0.004
tSNE	ebBRET	GNAI2	28	0.001
tSNE	ebBRET	GNAI2	29	0.001
tSNE	ebBRET	GNAI2	5	0.0
tSNE	ebBRET	GNAI2	11	0.0
tSNE	ebBRET	GNAI2	20	0.0
tSNE	ebBRET	GNAI2	32	0.0
tSNE	ebBRET	GNAI1	0	0.093
tSNE	ebBRET	GNAI1	4	0.052
tSNE	ebBRET	GNAI1	31	0.047
tSNE	ebBRET	GNAI1	8	0.043
tSNE	ebBRET	GNAI1	27	0.043
tSNE	ebBRET	GNAI1	2	0.042
tSNE	ebBRET	GNAI1	22	0.038
tSNE	ebBRET	GNAI1	17	0.034
tSNE	ebBRET	GNAI1	26	0.034
tSNE	ebBRET	GNAI1	30	0.031
tSNE	ebBRET	GNAI1	14	0.026
tSNE	ebBRET	GNAI1	10	0.024
tSNE	ebBRET	GNAI1	9	0.023
tSNE	ebBRET	GNAI1	12	0.023
tSNE	ebBRET	GNAI1	15	0.018
tSNE	ebBRET	GNAI1	16	0.018
tSNE	ebBRET	GNAI1	6	0.017
tSNE	ebBRET	GNAI1	19	0.017
tSNE	ebBRET	GNAI1	25	0.015
tSNE	ebBRET	GNAI1	3	0.014
tSNE	ebBRET	GNAI1	21	0.014
tSNE	ebBRET	GNAI1	24	0.014
tSNE	ebBRET	GNAI1	1	0.013
tSNE	ebBRET	GNAI1	13	0.008
tSNE	ebBRET	GNAI1	18	0.008
tSNE	ebBRET	GNAI1	23	0.008
tSNE	ebBRET	GNAI1	7	0.007
tSNE	ebBRET	GNAI1	33	0.004
tSNE	ebBRET	GNAI1	28	0.001
tSNE	ebBRET	GNAI1	29	0.001
tSNE	ebBRET	GNAI1	5	0.0
tSNE	ebBRET	GNAI1	11	0.0
tSNE	ebBRET	GNAI1	20	0.0
tSNE	ebBRET	GNAI1	32	0.0
tSNE	ebBRET	GNA15	0	0.093
tSNE	ebBRET	GNA15	4	0.052
tSNE	ebBRET	GNA15	31	0.047
tSNE	ebBRET	GNA15	8	0.043
tSNE	ebBRET	GNA15	27	0.043
tSNE	ebBRET	GNA15	2	0.042
tSNE	ebBRET	GNA15	22	0.038
tSNE	ebBRET	GNA15	17	0.034
tSNE	ebBRET	GNA15	26	0.034
tSNE	ebBRET	GNA15	30	0.031
tSNE	ebBRET	GNA15	14	0.026
tSNE	ebBRET	GNA15	10	0.024
tSNE	ebBRET	GNA15	9	0.023
tSNE	ebBRET	GNA15	12	0.023
tSNE	ebBRET	GNA15	15	0.018
tSNE	ebBRET	GNA15	16	0.018
tSNE	ebBRET	GNA15	6	0.017
tSNE	ebBRET	GNA15	19	0.017
tSNE	ebBRET	GNA15	25	0.015
tSNE	ebBRET	GNA15	3	0.014
tSNE	ebBRET	GNA15	21	0.014
tSNE	ebBRET	GNA15	24	0.014
tSNE	ebBRET	GNA15	1	0.013
tSNE	ebBRET	GNA15	13	0.008
tSNE	ebBRET	GNA15	18	0.008
tSNE	ebBRET	GNA15	23	0.008
tSNE	ebBRET	GNA15	7	0.007
tSNE	ebBRET	GNA15	33	0.004
tSNE	ebBRET	GNA15	28	0.001
tSNE	ebBRET	GNA15	29	0.001
tSNE	ebBRET	GNA15	5	0.0
tSNE	ebBRET	GNA15	11	0.0
tSNE	ebBRET	GNA15	20	0.0
tSNE	ebBRET	GNA15	32	0.0
tSNE	ebBRET	GNA14	0	0.093
tSNE	ebBRET	GNA14	4	0.052
tSNE	ebBRET	GNA14	31	0.047
tSNE	ebBRET	GNA14	8	0.043
tSNE	ebBRET	GNA14	27	0.043
tSNE	ebBRET	GNA14	2	0.042
tSNE	ebBRET	GNA14	22	0.038
tSNE	ebBRET	GNA14	17	0.034
tSNE	ebBRET	GNA14	26	0.034
tSNE	ebBRET	GNA14	30	0.031
tSNE	ebBRET	GNA14	14	0.026
tSNE	ebBRET	GNA14	10	0.024
tSNE	ebBRET	GNA14	9	0.023
tSNE	ebBRET	GNA14	12	0.023
tSNE	ebBRET	GNA14	15	0.018
tSNE	ebBRET	GNA14	16	0.018
tSNE	ebBRET	GNA14	6	0.017
tSNE	ebBRET	GNA14	19	0.017
tSNE	ebBRET	GNA14	25	0.015
tSNE	ebBRET	GNA14	3	0.014
tSNE	ebBRET	GNA14	21	0.014
tSNE	ebBRET	GNA14	24	0.014
tSNE	ebBRET	GNA14	1	0.013
tSNE	ebBRET	GNA14	13	0.008
tSNE	ebBRET	GNA14	18	0.008
tSNE	ebBRET	GNA14	23	0.008
tSNE	ebBRET	GNA14	7	0.007
tSNE	ebBRET	GNA14	33	0.004
tSNE	ebBRET	GNA14	28	0.001
tSNE	ebBRET	GNA14	29	0.001
tSNE	ebBRET	GNA14	5	0.0
tSNE	ebBRET	GNA14	11	0.0
tSNE	ebBRET	GNA14	20	0.0
tSNE	ebBRET	GNA14	32	0.0
tSNE	ebBRET	GNA13	0	0.093
tSNE	ebBRET	GNA13	4	0.052
tSNE	ebBRET	GNA13	31	0.047
tSNE	ebBRET	GNA13	8	0.043
tSNE	ebBRET	GNA13	27	0.043
tSNE	ebBRET	GNA13	2	0.042
tSNE	ebBRET	GNA13	22	0.038
tSNE	ebBRET	GNA13	17	0.034
tSNE	ebBRET	GNA13	26	0.034
tSNE	ebBRET	GNA13	30	0.031
tSNE	ebBRET	GNA13	14	0.026
tSNE	ebBRET	GNA13	10	0.024
tSNE	ebBRET	GNA13	9	0.023
tSNE	ebBRET	GNA13	12	0.023
tSNE	ebBRET	GNA13	15	0.018
tSNE	ebBRET	GNA13	16	0.018
tSNE	ebBRET	GNA13	6	0.017
tSNE	ebBRET	GNA13	19	0.017
tSNE	ebBRET	GNA13	25	0.015
tSNE	ebBRET	GNA13	3	0.014
tSNE	ebBRET	GNA13	21	0.014
tSNE	ebBRET	GNA13	24	0.014
tSNE	ebBRET	GNA13	1	0.013
tSNE	ebBRET	GNA13	13	0.008
tSNE	ebBRET	GNA13	18	0.008
tSNE	ebBRET	GNA13	23	0.008
tSNE	ebBRET	GNA13	7	0.007
tSNE	ebBRET	GNA13	33	0.004
tSNE	ebBRET	GNA13	28	0.001
tSNE	ebBRET	GNA13	29	0.001
tSNE	ebBRET	GNA13	5	0.0
tSNE	ebBRET	GNA13	11	0.0
tSNE	ebBRET	GNA13	20	0.0
tSNE	ebBRET	GNA13	32	0.0
tSNE	ebBRET	GNA12	0	0.093
tSNE	ebBRET	GNA12	4	0.052
tSNE	ebBRET	GNA12	31	0.047
tSNE	ebBRET	GNA12	8	0.043
tSNE	ebBRET	GNA12	27	0.043
tSNE	ebBRET	GNA12	2	0.042
tSNE	ebBRET	GNA12	22	0.038
tSNE	ebBRET	GNA12	17	0.034
tSNE	ebBRET	GNA12	26	0.034
tSNE	ebBRET	GNA12	30	0.031
tSNE	ebBRET	GNA12	14	0.026
tSNE	ebBRET	GNA12	10	0.024
tSNE	ebBRET	GNA12	9	0.023
tSNE	ebBRET	GNA12	12	0.023
tSNE	ebBRET	GNA12	15	0.018
tSNE	ebBRET	GNA12	16	0.018
tSNE	ebBRET	GNA12	6	0.017
tSNE	ebBRET	GNA12	19	0.017
tSNE	ebBRET	GNA12	25	0.015
tSNE	ebBRET	GNA12	3	0.014
tSNE	ebBRET	GNA12	21	0.014
tSNE	ebBRET	GNA12	24	0.014
tSNE	ebBRET	GNA12	1	0.013
tSNE	ebBRET	GNA12	13	0.008
tSNE	ebBRET	GNA12	18	0.008
tSNE	ebBRET	GNA12	23	0.008
tSNE	ebBRET	GNA12	7	0.007
tSNE	ebBRET	GNA12	33	0.004
tSNE	ebBRET	GNA12	28	0.001
tSNE	ebBRET	GNA12	29	0.001
tSNE	ebBRET	GNA12	5	0.0
tSNE	ebBRET	GNA12	11	0.0
tSNE	ebBRET	GNA12	20	0.0
tSNE	ebBRET	GNA12	32	0.0
tSNE	ebBRET	GNA11	0	0.093
tSNE	ebBRET	GNA11	4	0.052
tSNE	ebBRET	GNA11	31	0.047
tSNE	ebBRET	GNA11	8	0.043
tSNE	ebBRET	GNA11	27	0.043
tSNE	ebBRET	GNA11	2	0.042
tSNE	ebBRET	GNA11	22	0.038
tSNE	ebBRET	GNA11	17	0.034
tSNE	ebBRET	GNA11	26	0.034
tSNE	ebBRET	GNA11	30	0.031
tSNE	ebBRET	GNA11	14	0.026
tSNE	ebBRET	GNA11	10	0.024
tSNE	ebBRET	GNA11	9	0.023
tSNE	ebBRET	GNA11	12	0.023
tSNE	ebBRET	GNA11	15	0.018
tSNE	ebBRET	GNA11	16	0.018
tSNE	ebBRET	GNA11	6	0.017
tSNE	ebBRET	GNA11	19	0.017
tSNE	ebBRET	GNA11	25	0.015
tSNE	ebBRET	GNA11	3	0.014
tSNE	ebBRET	GNA11	21	0.014
tSNE	ebBRET	GNA11	24	0.014
tSNE	ebBRET	GNA11	1	0.013
tSNE	ebBRET	GNA11	13	0.008
tSNE	ebBRET	GNA11	18	0.008
tSNE	ebBRET	GNA11	23	0.008
tSNE	ebBRET	GNA11	7	0.007
tSNE	ebBRET	GNA11	33	0.004
tSNE	ebBRET	GNA11	28	0.001
tSNE	ebBRET	GNA11	29	0.001
tSNE	ebBRET	GNA11	5	0.0
tSNE	ebBRET	GNA11	11	0.0
tSNE	ebBRET	GNA11	20	0.0
tSNE	ebBRET	GNA11	32	0.0
tSNE	ebBRET	Barr2-GRK2	0	0.093
tSNE	ebBRET	Barr2-GRK2	4	0.052
tSNE	ebBRET	Barr2-GRK2	31	0.047
tSNE	ebBRET	Barr2-GRK2	8	0.043
tSNE	ebBRET	Barr2-GRK2	27	0.043
tSNE	ebBRET	Barr2-GRK2	2	0.042
tSNE	ebBRET	Barr2-GRK2	22	0.038
tSNE	ebBRET	Barr2-GRK2	17	0.034
tSNE	ebBRET	Barr2-GRK2	26	0.034
tSNE	ebBRET	Barr2-GRK2	30	0.031
tSNE	ebBRET	Barr2-GRK2	14	0.026
tSNE	ebBRET	Barr2-GRK2	10	0.024
tSNE	ebBRET	Barr2-GRK2	9	0.023
tSNE	ebBRET	Barr2-GRK2	12	0.023
tSNE	ebBRET	Barr2-GRK2	15	0.018
tSNE	ebBRET	Barr2-GRK2	16	0.018
tSNE	ebBRET	Barr2-GRK2	6	0.017
tSNE	ebBRET	Barr2-GRK2	19	0.017
tSNE	ebBRET	Barr2-GRK2	25	0.015
tSNE	ebBRET	Barr2-GRK2	3	0.014
tSNE	ebBRET	Barr2-GRK2	21	0.014
tSNE	ebBRET	Barr2-GRK2	24	0.014
tSNE	ebBRET	Barr2-GRK2	1	0.013
tSNE	ebBRET	Barr2-GRK2	13	0.008
tSNE	ebBRET	Barr2-GRK2	18	0.008
tSNE	ebBRET	Barr2-GRK2	23	0.008
tSNE	ebBRET	Barr2-GRK2	7	0.007
tSNE	ebBRET	Barr2-GRK2	33	0.004
tSNE	ebBRET	Barr2-GRK2	28	0.001
tSNE	ebBRET	Barr2-GRK2	29	0.001
tSNE	ebBRET	Barr2-GRK2	5	0.0
tSNE	ebBRET	Barr2-GRK2	11	0.0
tSNE	ebBRET	Barr2-GRK2	20	0.0
tSNE	ebBRET	Barr2-GRK2	32	0.0
tSNE	ebBRET	Barr2	0	0.051
tSNE	ebBRET	Barr2	10	0.049
tSNE	ebBRET	Barr2	26	0.044
tSNE	ebBRET	Barr2	4	0.042
tSNE	ebBRET	Barr2	31	0.037
tSNE	ebBRET	Barr2	8	0.034
tSNE	ebBRET	Barr2	2	0.033
tSNE	ebBRET	Barr2	9	0.03
tSNE	ebBRET	Barr2	22	0.03
tSNE	ebBRET	Barr2	30	0.022
tSNE	ebBRET	Barr2	25	0.021
tSNE	ebBRET	Barr2	1	0.019
tSNE	ebBRET	Barr2	27	0.019
tSNE	ebBRET	Barr2	33	0.016
tSNE	ebBRET	Barr2	23	0.013
tSNE	ebBRET	Barr2	7	0.012
tSNE	ebBRET	Barr2	13	0.012
tSNE	ebBRET	Barr2	14	0.009
tSNE	ebBRET	Barr2	24	0.009
tSNE	ebBRET	Barr2	12	0.007
tSNE	ebBRET	Barr2	17	0.005
tSNE	ebBRET	Barr2	32	0.005
tSNE	ebBRET	Barr2	6	0.004
tSNE	ebBRET	Barr2	3	0.003
tSNE	ebBRET	Barr2	21	0.003
tSNE	ebBRET	Barr2	28	0.003
tSNE	ebBRET	Barr2	11	0.001
tSNE	ebBRET	Barr2	29	0.001
tSNE	ebBRET	Barr2	5	0.0
tSNE	ebBRET	Barr2	15	0.0
tSNE	ebBRET	Barr2	16	0.0
tSNE	ebBRET	Barr2	18	0.0
tSNE	ebBRET	Barr2	19	0.0
tSNE	ebBRET	Barr2	20	0.0
tSNE	ebBRET	Barr1-GRK2	27	0.076
tSNE	ebBRET	Barr1-GRK2	31	0.063
tSNE	ebBRET	Barr1-GRK2	30	0.058
tSNE	ebBRET	Barr1-GRK2	17	0.044
tSNE	ebBRET	Barr1-GRK2	22	0.023
tSNE	ebBRET	Barr1-GRK2	0	0.021
tSNE	ebBRET	Barr1-GRK2	8	0.015
tSNE	ebBRET	Barr1-GRK2	5	0.014
tSNE	ebBRET	Barr1-GRK2	2	0.013
tSNE	ebBRET	Barr1-GRK2	26	0.013
tSNE	ebBRET	Barr1-GRK2	29	0.013
tSNE	ebBRET	Barr1-GRK2	9	0.005
tSNE	ebBRET	Barr1-GRK2	18	0.005
tSNE	ebBRET	Barr1-GRK2	20	0.005
tSNE	ebBRET	Barr1-GRK2	32	0.005
tSNE	ebBRET	Barr1-GRK2	12	0.004
tSNE	ebBRET	Barr1-GRK2	15	0.004
tSNE	ebBRET	Barr1-GRK2	4	0.003
tSNE	ebBRET	Barr1-GRK2	25	0.003
tSNE	ebBRET	Barr1-GRK2	1	0.002
tSNE	ebBRET	Barr1-GRK2	6	0.002
tSNE	ebBRET	Barr1-GRK2	7	0.002
tSNE	ebBRET	Barr1-GRK2	28	0.002
tSNE	ebBRET	Barr1-GRK2	10	0.001
tSNE	ebBRET	Barr1-GRK2	11	0.001
tSNE	ebBRET	Barr1-GRK2	14	0.001
tSNE	ebBRET	Barr1-GRK2	19	0.001
tSNE	ebBRET	Barr1-GRK2	24	0.001
tSNE	ebBRET	Barr1-GRK2	3	0.0
tSNE	ebBRET	Barr1-GRK2	13	0.0
tSNE	ebBRET	Barr1-GRK2	16	0.0
tSNE	ebBRET	Barr1-GRK2	21	0.0
tSNE	ebBRET	Barr1-GRK2	23	0.0
tSNE	ebBRET	Barr1-GRK2	33	0.0
tSNE	Shedding	GNAZ	9	0.017
tSNE	Shedding	GNAZ	22	0.016
tSNE	Shedding	GNAZ	28	0.013
tSNE	Shedding	GNAZ	26	0.012
tSNE	Shedding	GNAZ	11	0.01
tSNE	Shedding	GNAZ	10	0.009
tSNE	Shedding	GNAZ	18	0.009
tSNE	Shedding	GNAZ	27	0.008
tSNE	Shedding	GNAZ	13	0.007
tSNE	Shedding	GNAZ	2	0.006
tSNE	Shedding	GNAZ	6	0.006
tSNE	Shedding	GNAZ	7	0.006
tSNE	Shedding	GNAZ	29	0.006
tSNE	Shedding	GNAZ	5	0.005
tSNE	Shedding	GNAZ	24	0.005
tSNE	Shedding	GNAZ	32	0.005
tSNE	Shedding	GNAZ	8	0.003
tSNE	Shedding	GNAZ	16	0.003
tSNE	Shedding	GNAZ	21	0.003
tSNE	Shedding	GNAZ	0	0.002
tSNE	Shedding	GNAZ	17	0.002
tSNE	Shedding	GNAZ	19	0.002
tSNE	Shedding	GNAZ	12	0.001
tSNE	Shedding	GNAZ	20	0.001
tSNE	Shedding	GNAZ	23	0.001
tSNE	Shedding	GNAZ	25	0.001
tSNE	Shedding	GNAZ	30	0.001
tSNE	Shedding	GNAZ	31	0.001
tSNE	Shedding	GNAZ	1	0.0
tSNE	Shedding	GNAZ	3	0.0
tSNE	Shedding	GNAZ	4	0.0
tSNE	Shedding	GNAZ	14	0.0
tSNE	Shedding	GNAZ	15	0.0
tSNE	Shedding	GNAZ	33	0.0
tSNE	Shedding	GNAS	19	0.022
tSNE	Shedding	GNAS	3	0.01
tSNE	Shedding	GNAS	0	0.007
tSNE	Shedding	GNAS	18	0.006
tSNE	Shedding	GNAS	1	0.005
tSNE	Shedding	GNAS	11	0.005
tSNE	Shedding	GNAS	22	0.005
tSNE	Shedding	GNAS	4	0.004
tSNE	Shedding	GNAS	24	0.004
tSNE	Shedding	GNAS	26	0.004
tSNE	Shedding	GNAS	2	0.003
tSNE	Shedding	GNAS	8	0.003
tSNE	Shedding	GNAS	13	0.003
tSNE	Shedding	GNAS	16	0.003
tSNE	Shedding	GNAS	30	0.003
tSNE	Shedding	GNAS	6	0.002
tSNE	Shedding	GNAS	7	0.002
tSNE	Shedding	GNAS	9	0.002
tSNE	Shedding	GNAS	12	0.002
tSNE	Shedding	GNAS	28	0.002
tSNE	Shedding	GNAS	31	0.002
tSNE	Shedding	GNAS	14	0.001
tSNE	Shedding	GNAS	20	0.001
tSNE	Shedding	GNAS	21	0.001
tSNE	Shedding	GNAS	23	0.001
tSNE	Shedding	GNAS	5	0.0
tSNE	Shedding	GNAS	10	0.0
tSNE	Shedding	GNAS	15	0.0
tSNE	Shedding	GNAS	17	0.0
tSNE	Shedding	GNAS	25	0.0
tSNE	Shedding	GNAS	27	0.0
tSNE	Shedding	GNAS	29	0.0
tSNE	Shedding	GNAS	32	0.0
tSNE	Shedding	GNAS	33	0.0
tSNE	Shedding	GNAQ	0	0.032
tSNE	Shedding	GNAQ	1	0.027
tSNE	Shedding	GNAQ	3	0.008
tSNE	Shedding	GNAQ	5	0.006
tSNE	Shedding	GNAQ	7	0.005
tSNE	Shedding	GNAQ	2	0.004
tSNE	Shedding	GNAQ	8	0.004
tSNE	Shedding	GNAQ	13	0.004
tSNE	Shedding	GNAQ	10	0.003
tSNE	Shedding	GNAQ	15	0.003
tSNE	Shedding	GNAQ	25	0.003
tSNE	Shedding	GNAQ	6	0.002
tSNE	Shedding	GNAQ	9	0.002
tSNE	Shedding	GNAQ	11	0.002
tSNE	Shedding	GNAQ	12	0.002
tSNE	Shedding	GNAQ	16	0.002
tSNE	Shedding	GNAQ	20	0.002
tSNE	Shedding	GNAQ	29	0.002
tSNE	Shedding	GNAQ	14	0.001
tSNE	Shedding	GNAQ	18	0.001
tSNE	Shedding	GNAQ	21	0.001
tSNE	Shedding	GNAQ	28	0.001
tSNE	Shedding	GNAQ	30	0.001
tSNE	Shedding	GNAQ	31	0.001
tSNE	Shedding	GNAQ	4	0.0
tSNE	Shedding	GNAQ	17	0.0
tSNE	Shedding	GNAQ	19	0.0
tSNE	Shedding	GNAQ	22	0.0
tSNE	Shedding	GNAQ	23	0.0
tSNE	Shedding	GNAQ	24	0.0
tSNE	Shedding	GNAQ	26	0.0
tSNE	Shedding	GNAQ	27	0.0
tSNE	Shedding	GNAQ	32	0.0
tSNE	Shedding	GNAQ	33	0.0
tSNE	Shedding	GNAL	19	0.015
tSNE	Shedding	GNAL	18	0.011
tSNE	Shedding	GNAL	3	0.01
tSNE	Shedding	GNAL	8	0.006
tSNE	Shedding	GNAL	11	0.005
