Gene	IUPHAR	Shedding	ebBRET	STRING	Family	Class	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23	PC24	PC25
ADRA2C	-	-	Coupled	-	Adrenoceptors	classA	-0.3015429869929353	-0.1371135624154004	0.18211993311633	0.08182345080919066	0.19756522781902208	0.17241742522268244	0.04091282530841841	0.20055414932139037	0.08173801053280232	-0.22176080295396086	0.06590223262561194	0.2067914370776577	-0.21195747666474096	-0.11064957135065005	-0.28775006590927876	0.2697912726298307	-0.12246762083975492	0.018106309965822905	0.08248542577227608	-0.25062061135341207	-0.1929160988857955	-0.24785810511131282	-0.014245607538771613	0.01226378162962627	0.2341687625208965
ADRB1	-	-	Coupled	Coupled	Adrenoceptors	classA	-0.29383298680403314	-0.13431375385300168	0.19113373104473988	-0.059616440746874076	-0.008308094712476712	-0.06056068588236383	0.2217096094453379	0.24898855187603824	-0.17681168782464848	-0.26386688568976574	-0.10867477701861807	0.07993026998019154	-0.03773357881339898	-0.19274617062905705	-0.49527126039338004	0.16965873203504137	-0.019584866474778743	0.004748514502610642	0.0498429359238271	-0.19472331380698793	0.06475167977377105	-0.15746426972014702	0.05466702260276044	-0.10692594411854016	-0.08879845723770735
ADRB2	-	-	Coupled	Not-coupled	Adrenoceptors	classA	-0.24369162699330654	-0.1467562808591656	0.10859871474812811	0.19593254083228523	0.4005539551800963	0.16195927943108593	0.17555497250350544	-0.08550940982570622	0.12106320231916816	-0.12132999908842258	-0.2812816741350229	0.35987968157289135	-0.13550933574077725	-0.23272358960943335	-0.4424349896910787	0.16227168700091335	0.051459942640430426	0.0994892236207103	0.004503608751739701	-0.24292335288998934	-0.05150866420017428	-0.08851618457206893	-0.09414648284786213	0.015852763749084745	0.20041943673692128
ADRB3	-	-	-	-	Adrenoceptors	classA	0.36279898384204673	-0.22186456519202524	0.24629850763393785	-0.08517359951546498	0.07656436331224485	-0.08726497184046236	-0.038724257135071535	-0.3442260063071635	-0.1074765528510073	0.021689526830605873	-0.012580028712560835	-0.09044305548759629	-0.19473604755749463	-0.08433157676259813	0.19981742975549702	-0.09859602790423383	-0.10780604425154558	-0.08277079047909168	-0.19840632311929993	0.02827020580978416	0.09356115076180219	-0.031127776907751956	0.13460158280548418	-0.019239329780472894	-0.08119869263793353
AGTR1	-	-	Coupled	Coupled	Angiotensin receptors	classA	0.26677069515137736	-0.2692497789434495	0.19391083161645967	0.08518492440772943	-0.012449196829770958	-0.12742975371783605	-0.04953656592843991	-0.007788930429240425	-0.27239343953521905	0.022269505088649673	-0.1080571808633072	-0.042531103311592856	-0.2051744880052007	-0.04968520243412433	0.10899489984190262	-0.02664011740226945	-0.32353820914202425	-0.14009151344215584	-0.11522205664842101	0.006704244772142725	0.02472222151665658	0.06960247343437236	0.0916907491117727	-0.22518985949263484	-0.00438662530937626
APLNR	-	-	Coupled	Not-coupled	Apelin receptor	classA	-0.016301627837715	0.02721183127487868	-0.32780719001661773	0.1867967002567868	-0.21128288323610644	0.11282895899756305	-0.328269584202856	0.007962912972075633	-0.38582277708016544	-0.36203819015312344	0.052035342649181186	0.36167813516128905	-0.026992306777954365	0.06909052279513529	-0.028230829420293323	-0.16973181213478905	0.1771942735058333	-0.07459066955217301	0.04591886401514628	-0.23663248839667597	-0.1697299044218305	0.17501492328101212	0.2620892783887996	0.004567692393966797	-0.10833070731485482
AVPR1A	-	-	Coupled	-	Vasopressin and oxytocin receptors	classA	-0.04482282193708069	0.022776087414265626	-0.31104575470185136	0.2258765218752303	-0.13580389213124813	0.10426037454764023	-0.06206755519349021	-0.0658307065729631	-0.20531655106980035	-0.23944107351216581	0.012214361187464077	0.45942051593291566	-0.16704727400946745	0.06036552486878789	0.08998555899412702	-0.16687130667646233	0.1261612334280415	-0.15770943667216514	0.09178694696700042	-0.11649960436758515	-0.14838515985818332	0.23689313681618362	0.25177792533483895	0.10008367449417116	-0.09265955772942777
AVPR1B	-	-	-	-	Vasopressin and oxytocin receptors	classA	0.009829139699157403	0.07179890925523069	-0.18064711004597828	-0.07488968621329754	-0.09402707726368628	0.27251244820358667	-0.23497830160048055	0.06750265217671644	-0.1382273341438751	-0.14641163063658502	-0.02718417214162271	0.6636753777602054	0.03758965209319225	0.02132283243800336	-0.14976095173954007	-0.23743469411276855	0.0903232191391917	0.016279792646807355	0.01053490917493147	-0.2225935953860207	-0.14074837504981424	0.3057801652570574	0.17943640687343024	0.07437262421284319	-0.06350313533110627
AVPR2	-	-	-	Not-coupled	Vasopressin and oxytocin receptors	classA	0.2834951484237662	-0.14113372363036686	0.18535749395935353	-0.016449111186590443	0.07394833019369483	0.020637431863556897	-0.10253929723941595	-0.1283895878272588	-0.16485907319428636	0.2997451133879693	0.11786601714186827	-0.06797679009567453	-0.447777052086742	-0.053962004459384996	0.02498596886095161	-0.08751003329940488	-0.01942144116502384	0.11377210807452658	-0.19115291086353667	0.028810663952308364	0.07351933656027575	0.015915988673932215	0.11327706089323727	-0.005046767373533622	-0.03178658849467361
BDKRB1	-	-	Not-coupled	-	Bradykinin receptors	classA	0.19069377205700416	-0.05847540652051041	0.24964121989637567	0.23318190308836656	0.2650276728297413	0.012800209980211802	-0.029274203339075367	-0.08942508654303204	-0.32845359916116074	0.19645715205240183	-0.028045164208247736	-0.16802174024037578	-0.3626099890912962	-0.09620416305409696	0.03157412475921292	-0.05692118509576094	-0.04838702513485212	0.14739325594417724	-0.2252170214631253	0.045906359747976126	-0.13692388121158708	0.23040102024221523	0.17100647139946204	-0.027099492774583275	-0.08502016269208872
BDKRB2	-	-	Coupled	-	Bradykinin receptors	classA	-0.02639735407669501	-0.2445071883834166	-0.07985483944126612	0.31154586161450115	-0.2855203109937456	-0.07256441945760633	0.04545764657102116	0.09940098885737293	0.03359500808864071	0.05542090366364222	0.007454068089392465	0.05605499800585591	0.08846378701606025	0.09389809172543716	0.08439051505247809	-0.1505898672263618	0.1469968149142943	-0.011080656421229818	0.21429907746361446	0.278087360270027	0.04011990692744852	0.2759683829325173	0.034477397606656704	-0.04390267526364711	-0.12081288155488337
CCKAR	-	-	Coupled	-	Cholecystokinin receptors	classA	-0.04677603089327003	-0.22151492500387931	-0.12643394301767605	0.3779624450099406	-0.14043967461624673	0.027205096025170974	0.16727254927856894	0.1287418712572868	0.16868892312883194	0.14213579487861486	-0.10748017644236593	0.13859969359800842	-0.022077506651520057	0.11143817793518043	0.13105881282996346	-0.10624988871100097	0.13000547544352375	-0.05284212483724958	0.23510895050541936	0.17917148721496717	-0.10715799953936972	0.2691810087207764	0.007253058789396533	-0.005007848305227075	0.044959176752794545
CCKBR	-	-	-	-	Cholecystokinin receptors	classA	-0.24453765242194436	-0.2644271461095584	0.058414124122701694	0.1473695064696449	-0.08965245959388682	0.19655246809634594	0.08315817056002224	0.1261558650164179	0.042581396445505265	0.20680029218552112	-0.1271393271367007	0.14799899287341445	-0.15195371454524578	0.5175944941652195	-0.14784394179257768	0.4039998171463775	0.04520541792522271	-0.03428826833333315	0.16201732791944143	-0.10267222764239609	0.323476667163727	-0.10309607591141597	0.09401368850486203	-0.020124541106713106	-0.07138925471925886
CHRM1	-	-	Not-coupled	Coupled	Acetylcholine receptors (muscarinic)	classA	-0.26161464001775553	-0.21673271943633007	0.2603800399718988	-0.4302306847218063	-0.0004517858406992257	0.3888009351368105	-0.1371074232460304	-0.07754878387637991	-0.02939498852111465	-0.08682114243487617	-0.16437929962023196	-0.0012414378527390336	0.2617589693912793	0.4562270014743886	-0.26035805762995173	0.3739536227250408	0.05175224666677409	-0.14293419784884814	0.15173683729935677	-0.0674776878889102	0.26885605675762503	-0.052774802610922524	0.1184765388810002	-0.20062314018243424	-0.15949269409689446
CHRM2	-	-	Coupled	Not-coupled	Acetylcholine receptors (muscarinic)	classA	-0.3547450167038392	-0.11837750391363937	0.06394586976557849	0.014141391498798488	-0.014402182018491198	0.24914726291790248	0.11642749850414749	-0.1022110594330484	0.015484054013259951	0.10736760698063989	0.18106394018333477	-0.24995377759879192	-0.03169028052280355	0.4492368323312821	-0.027909446831752137	0.37239754320062873	-0.017585663034656574	-0.04835348010290353	0.23579806639461065	-0.21354167556439277	0.08803986203505922	-0.00954919971427776	0.2572838774284157	0.051756969923455305	-0.16373887205042123
CHRM3	-	-	Coupled	-	Acetylcholine receptors (muscarinic)	classA	-0.2701663956954149	-0.20219061404020455	0.22921916320884764	-0.20694998810765955	0.1898182887061366	0.4315634586610908	-0.06799932491382527	-0.16374371013176048	0.15960313085474945	0.08392401868740741	0.058353334692782026	0.04752857748317091	0.04523388539725114	0.40036320973268846	-0.11165574737401648	0.3448380763571829	0.029353462198788025	-0.03288229717100558	0.15108061105104567	-0.11566884188715237	0.2305949557304601	0.05380249105406741	0.07236096055971454	-0.05826516013120328	-0.11267930609386011
CHRM4	-	-	Coupled	-	Acetylcholine receptors (muscarinic)	classA	-0.33205119778692244	-0.12398940556531583	0.06177418993766603	-0.15929416148895814	0.04570349764427925	0.25848066089689953	0.13701401637438076	-0.2253905077975359	0.08635981670260114	0.2716630807338415	0.04425450794576126	-0.10938136674380418	-0.0748792896858599	0.45044736367439087	-0.08690890853884967	0.3891780072038982	0.05433867679110723	-0.12277035462693281	0.20334674996688584	-0.11526367468049857	0.19876744145480757	0.11265523429068401	0.20671630455153023	-0.10332296196547085	-0.17348697718485592
CHRM5	-	-	-	-	Acetylcholine receptors (muscarinic)	classA	-0.44790636085718266	0.2923845944870519	0.25419262285887056	-0.18856746010098838	-0.004197067816648582	0.2554108019924079	-0.07107743573427157	-0.1869210800535878	0.10876505917328534	-0.014168013085773172	-0.41423779050234083	-0.3302986132281172	0.17486915579976917	-0.08552298264212796	-0.04316065523012032	-0.1301135926080132	0.16660295753270143	0.07430652261737415	-0.1344724491666013	-0.11121004644819944	-0.29108896292599173	0.2504795261787161	-0.042143972278561266	-0.16710686564380828	-0.03723244293331375
CNR1	-	-	Not-coupled	Not-coupled	Cannabinoid receptors	classA	-0.3907336587484974	0.24677990714769588	-0.06519610363828726	0.11523328145262782	-0.13916114389357595	-0.02884147456925038	0.05556357887855598	0.27219905322348514	0.024862194514586027	0.19930897820595325	-0.285174457832248	-0.09399799083701565	-0.04423861208308346	0.13463678252619662	0.07972528933221769	-0.17921106643822793	0.19271886784130002	-0.1655750545148452	-0.2049601134892478	-0.16408553367870032	0.011449096188005358	-0.08150436114902768	-0.10891227258881236	-0.18197579383435822	0.0715439297104184
CNR2	-	-	Coupled	-	Cannabinoid receptors	classA	0.474412179924853	0.10155608855075264	-0.07533643295195212	-0.221019481953765	-0.11158517400087527	0.037969291299583145	-0.10261732526425107	-0.0686281644474908	0.06265190701475283	-0.13370351259752758	0.042445112271208583	-0.042614580904698725	-0.027449606931115863	-0.08816771322293829	0.07771597623883894	0.1025183864421588	0.02790860584398128	-0.08844767374315134	-0.04640854861989227	-0.042410005106692315	0.012302437671776207	-0.16961665107736237	-0.058378514118042055	-0.03414294264413868	-0.09368113662868043
CYSLTR1	-	-	Coupled	-	Leukotriene receptors	classA	0.4414171468142004	0.0736428371369867	-0.061991451603928514	-0.13269656335611923	-0.07507633020265224	0.023872160725772012	0.08388939069607325	-0.08120638524329131	0.06290772821618772	-0.04159816566365819	-0.1486859968684687	-0.06532336316150102	-0.10231591302276315	-0.06391318930303715	0.05045670086543165	0.09271271717901848	0.10227415870981924	0.029082579663953376	-0.09922807142670452	-0.0355213774611749	-0.03072778412376107	-0.08456313754385912	-0.005314207029252091	0.20073282548209542	-0.048762366968985796
CYSLTR2	-	-	Coupled	-	Leukotriene receptors	classA	-0.3238242079654898	-0.09254975582476178	0.0157141310826116	-0.0984205263583485	0.1340545260382919	-0.1133226777493277	0.05071280139465173	0.024942142500394927	-0.1554220613664099	-0.1432517267275654	-0.18739925829217505	0.034829020455910034	-0.07431172375119978	-0.46190903177167364	-0.28132610111494327	0.14915244618308013	-0.122693425879003	-0.05511926685113101	0.06964430113877869	-0.10523397990990871	0.0196877011087215	-0.09482937855437527	0.0466204274653294	-0.20558847702700964	-0.15430607977191746
DRD1	-	-	Coupled	-	Dopamine receptors	classA	-0.2994448407617169	-0.14983104889545493	-0.24643668334806335	-0.2045135922827501	0.1111197569960705	0.04354780776278253	-0.14007729951673092	-0.4301836463206055	-0.0007304303622299455	0.005419058239280361	0.2964742445498992	-0.15545316096286257	0.3183244857953439	-0.04076574193974992	0.5081356244962522	0.15125889810338206	0.014366768106986331	-0.007096697758010184	-0.0008914534455586407	-0.058636372439237604	0.1170472763033322	0.1309300043340697	0.039052335042957076	0.08375337443431255	-0.08839671615402543
DRD2	-	-	Coupled	Coupled	Dopamine receptors	classA	-0.24141127204829285	-0.18878710468857388	-0.308532722727577	-0.05422545623682838	0.041419877562245376	0.010489923346669592	-0.04683022336066628	-0.4949868781531877	0.013659939066027254	0.08191444176050838	0.05794435750370101	-0.03217634556596254	0.2739672974874348	-0.12725304247641597	0.4204779529208779	0.10154838559057743	0.02684126810612653	0.07737392228712055	-0.04089491407671611	-0.022509503915596182	0.1859766886356675	0.15011715168803427	-0.028101090490563297	0.0823284437993764	-0.06573209598288084
DRD3	-	-	-	-	Dopamine receptors	classA	-0.1470691089369043	-0.22767051126523816	0.10446454976142376	-0.13676883416944252	0.33944673069659453	0.5906391153292561	-0.4375814939460494	-0.42266604457851553	-0.10126735480116912	-0.33729813651623336	-0.03306496671559173	0.39060280956971966	0.19427473702583375	-0.1999804667410933	0.0453577866872636	0.1734276562119602	-0.07546113611807588	0.19711189792163983	-0.17712263679448143	0.19317599671851196	-0.1133110911542857	0.4640211305110306	-0.3736766135615216	-0.0706411452771091	0.5144521289870668
DRD4	-	-	-	Coupled	Dopamine receptors	classA	-0.33475924735633583	-0.07356918643719951	-0.027538621674125126	0.1744137464309016	0.04577973644268993	-0.05588256316700965	0.16012460077778662	0.1667741206741896	-0.13807931368752893	-0.07354321187545725	0.03137165557947017	-0.07005244555714796	-0.17804068028442596	-0.46600799715540475	-0.3147581938827111	0.12688933466753155	-0.10049126444624319	0.11855865744030279	0.06472751691611982	-0.1798003112224461	-0.05209494389077424	-0.07416098720219332	0.09020191138294538	-0.3260657007031881	-0.12782697064590345
DRD5	-	-	Coupled	-	Dopamine receptors	classA	0.08284740352192424	-0.08870557346067999	0.07552529969829981	-0.2521576191689113	0.4702476230934591	0.24175663561868097	-0.0683746743966163	0.38850918080391317	-0.17776275443634332	0.1611941714634707	-0.18447840717482403	-0.25923111317550634	0.07082958296436445	-0.11327607650615339	-0.06261737161805206	-0.2343411508638491	-0.428620797916037	0.2261394726812595	0.3245403931148967	0.07686749304491737	-0.11376512806504374	0.09665343480473308	-0.08523056828475477	0.039022453619054084	-0.1309245389674141
EDNRA	-	-	Coupled	Coupled	Endothelin receptors	classA	0.03635963315111156	-0.05943826793141348	-0.07585239851517282	-0.1294319069335725	0.4867192757689991	0.2795507940490744	0.10663774289215941	0.5047286257662111	-0.09483166744844446	0.2996656800629556	-0.19088002425937653	-0.2195958572586181	-0.08936730222543424	0.06569151263763183	0.057238096898294	-0.15329426112964203	-0.24173978529296847	0.25952512092980357	0.26238392624847373	0.09875460327691991	-0.22447889013527916	0.0672965557912816	-0.013781506044497299	0.059001450785261596	-0.030710164465478744
EDNRB	-	-	-	-	Endothelin receptors	classA	0.23130078628175427	0.31735281017295447	-0.05166132546412613	0.25918184756938006	-0.03980693369458971	0.20577552166234858	0.500369505718223	-0.15784490845132826	-0.07605439255830534	-0.03441696070725974	-0.3231771008984344	-0.19483738335394396	0.30004764717022253	0.09969373359293254	0.06402102853214228	0.1688419685983681	-0.0509757271439895	0.3231639458591314	-0.010812353457435912	-0.026696367852474208	-0.24339894745448826	0.18007677411018572	-0.005893058244483744	0.1547221606488363	-0.048695887424637437
F2R	-	-	Coupled	-	NA	classA	0.2728685095305423	0.2819107899256386	-0.10489015844613271	0.25153151499668336	-0.009994150825105175	0.13747446369374555	0.10256855213060033	0.08886652306231659	0.0743672544461722	-0.06378431257928487	-0.36260327738530784	-0.12536917180185372	0.19288937660048394	0.05962903204158102	0.1671848825415981	0.1243346907159892	-0.19406098121549806	0.12783670279620346	0.038261913212201	0.08428030145140383	-0.151476988073504	0.030289672840112896	-0.048182775288719816	0.2985621680581889	-0.10771993249165811
F2RL1	-	-	Coupled	-	NA	classA	0.2955990838447161	0.3031311239287569	-0.014147769249152436	-0.05933463058007312	0.15864519984034453	0.32749934365516054	0.5175693818317665	-0.2824801398884452	0.1670402374223173	0.07832171239886643	0.054579778827611225	-0.09784579696175462	0.43969342570822817	0.03864079813279951	0.028439248190167295	0.10601447388243718	-0.06283339485811508	0.5137262625496838	-0.15828377645750533	-0.06793194596768261	-0.198036925848469	0.024634893700875328	0.049359232420388297	0.21120720065065068	-0.07305752187139139
F2RL2	-	-	-	-	NA	classA	0.2622130434847916	0.25103897700720446	-0.22268876302020524	0.49550612276871725	0.08619563981193147	0.23915921610710492	0.5197379236790737	-0.1512459772445122	-0.08632303110963482	0.10540193030076343	-0.32637654540853733	0.14404852359491216	0.3239167718464182	0.06258097406244954	0.018646177955147974	0.18672783181406374	-0.027925934034580747	0.22382631217194088	-0.061984621725743545	-0.050416923934202655	-0.18338131552322917	-0.04998215201951777	-0.022666778272472224	0.12897927498434233	0.20093206913402822
F2RL3	-	-	-	-	NA	classA	0.27170937550855956	0.19921015705481623	-0.3066579169212926	-0.19022884522743863	-0.23747381215245428	0.05268016603182528	0.5366832114466671	-0.13536222674823953	-0.17343730819779551	0.40321388563408117	0.5518803141494221	0.21906380569642067	0.4182341689227808	-0.10233501250481515	-0.3895373044029271	0.0530233744372352	-0.23651282394126258	0.09266512116363339	-0.1799428359231028	0.12319869035939833	0.2291294623386617	-0.06499970001138777	0.06142317946803474	0.049589880129055054	0.20553765239670102
FFAR1	-	-	-	-	Free fatty acid receptors	classA	0.2658769042593301	0.3468792481082538	-0.2623238430701518	0.04064779901684435	-0.3533785496995121	-0.10865964004526561	0.13777725517600642	-0.19774407521059115	-0.2925237713617473	0.023504230494775357	0.13796036032793674	0.023950058888708853	0.5492462999067861	0.1354778228447989	-0.25446256812042767	0.1444695464488557	-0.15234769340430765	-0.27886585595294094	0.025557357062738626	0.2527205681767929	0.2130391102190439	0.03431397461069679	-0.1850127791883342	0.007369804762940818	0.13512385605151492
FFAR2	-	-	Not-coupled	-	Free fatty acid receptors	classA	0.24068802433168854	0.32857181109819944	-0.25640316751996556	0.1379226121664317	-0.2279697104852584	-0.09357860566579265	0.2290203092869321	-0.07882770090918681	-0.42237954177826503	0.03167691079591493	-0.09972070413466792	0.04078948892232118	0.4107672484229705	0.10776424206008499	-0.280844521863335	0.21520373292280012	-0.10070795770879779	-0.2640041116018574	-0.08834736223846562	0.33187236454448865	0.1404702055903759	0.06423521461892936	-0.08767948425752874	0.033678284735976415	0.1592207512369439
FFAR3	-	-	Not-coupled	-	Free fatty acid receptors	classA	0.019059574149707995	-0.02471169875556081	0.11302603857373486	0.18062084039805218	-0.2494052443889053	-0.07956774312391021	0.23508872250478507	0.05015028502466184	-0.0864189481190261	0.4160285181084631	0.15149594286986803	0.1565901641722407	-0.1453858350729016	-0.13210086590704692	-0.2826899325146263	-0.22110256692109861	0.09649651366617926	0.1664380208231072	-0.1322666008786465	0.1380558529795825	-0.07103225302849013	0.16239412426949845	0.10058550081273143	0.10399485964764216	-0.10724860124982352
FFAR4	-	-	-	-	Free fatty acid receptors	classA	0.3415794249583554	-0.07651128476170903	0.5095714816674944	0.432288012735339	-0.258901843920911	0.049655720052594436	0.10694431904736743	-0.09949215668659678	-0.0748662851410175	-0.08472105351437238	-0.10588870616012981	0.09818692175699471	-0.07210962807268666	0.004079195077986165	0.13982999580806985	-0.05653553900444747	-0.17997125683961743	0.15126869742525056	-0.25358488001309376	0.283926946409471	0.4118286642428773	0.009293170585242518	0.41007507819573813	-0.2948569087672987	0.14847681612010566
FPR1	-	-	-	Coupled	Formylpeptide receptors	classA	0.36006381386257597	-0.0811683400420219	0.47141826306683243	0.4097282042590741	-0.21878005743022744	0.08229182553155244	0.1660390922922597	-0.07402867895561231	-0.04114131629130272	-0.04992336557965061	-0.16344756986765996	0.09944614350893058	-0.10204547366372135	-0.03701341141256452	0.1774995906454761	-0.06699387822899479	-0.18343476084522184	0.1312297657281315	-0.23462640202732082	0.30106481769992677	0.3953760134753762	0.03778274243377829	0.39531424877158927	-0.3418019720953964	0.10769073792916459
FPR2	-	-	-	-	Leukotriene receptors	classA	0.2666905539842886	-0.36470394683229723	-0.037624560392499666	-0.06679974814723486	0.379011842204752	-0.12163055956703656	-0.14963417746087804	-0.24252231023859255	-0.010891500018374085	0.015306082838119631	-0.07522541560036693	0.22798054016433422	0.13458051605966492	0.23827893117784263	0.10751767399845764	-0.23148513119335717	0.04447814404602712	-0.09715411354267851	-0.08645937217313628	0.0733960820550466	0.0007631126105486186	-0.021611617696229362	-0.012530745216739055	-0.1264316021089205	-0.04881166337728633
GALR1	-	-	-	-	Galanin receptors	classA	0.16942675731357448	-0.3133544854186602	-0.2190233862377862	-0.09579595841544858	0.4008461281286308	-0.12503056541921997	0.005358115261901125	-0.2384639721136306	-0.040816640845789426	-0.02783784312694398	-0.17547007869349393	0.0643349921881565	-0.046400285455509574	0.10558039442269476	0.16245878643387177	-0.14331935961634495	0.07763773645193787	-0.39475409319244226	0.07974625007502002	0.17342110291016097	-0.041954368106980576	0.06038500010238188	-0.078797129004992	-0.09805239107244602	0.11130231625182657
GALR2	-	-	-	-	Galanin receptors	classA	0.20375267178414247	-0.30810976396340706	-0.06799083236476862	-0.3748836024288066	0.3988932942457845	0.022167089253727835	-0.07203737118691131	-0.28513908518792924	0.07751699504943409	0.11004763896166438	-0.11844211267649658	0.2955588481538486	-0.08035032190532627	0.0924378866754786	0.015018460908686825	-0.11473805866612471	-0.03505025499195924	-0.3546307872315635	0.02704810026510788	0.10898862780990222	-0.04476732489791789	0.16749414771240295	-0.1508896071339516	-0.10539173397958362	0.2504242393899626
