Gene	IUPHAR	Shedding	ebBRET	STRING	Family	Class	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23	PC24	PC25	PC26
ADRA2C	Not-coupled	Not-coupled	Coupled	-	Adrenoceptors	classA	0.34257879369882827	-0.38700460357304356	0.27860967617950216	0.24334449692053423	0.01761892169266657	-0.21676307660621671	0.007612261206518219	-0.3093679235634815	0.0032428918087220493	0.3885584432730054	0.33049482228636373	0.28975395077470356	0.1784762199301903	0.05721416133003688	-0.003725637347012963	-0.027396056160059353	-0.0324633362101071	-0.02729687916749226	0.09209563878382189	0.018435215203260552	0.2570570285453127	-0.2130231168465861	0.22953982604520037	-0.2658677017085512	-0.15735780144342706	-0.004326023498622078
ADRB1	Not-coupled	Not-coupled	Coupled	-	Adrenoceptors	classA	0.30571348686863675	-0.22836006569473374	-0.12808177695792713	0.1778779037938821	0.03720986774381156	-0.20633601466715787	0.1980517917701187	-0.4537206035340959	-0.08040979580546097	0.41057192791713576	0.06325706042030997	-0.1391654019891717	0.18305316813331712	0.06193058884064593	0.14627296888815416	-0.12684392592294072	0.09129055734616863	0.022631968969592395	0.050960352849886814	-0.19149224681538865	0.07991366815775883	-0.1514640853609245	-0.08112671598975674	-0.20183203113440007	0.04199804933635394	0.012262087315394948
ADRB2	Not-coupled	Not-coupled	Coupled	-	Adrenoceptors	classA	0.26522193515417475	-0.36399878977956013	0.28228058835545855	0.15712029384379458	0.013896472869089724	-0.22544055387274886	0.24191107767378495	0.07851210875035249	0.1182685860631309	0.1571292362656709	0.055892790109340125	0.2630820254016138	0.24179106596813082	0.2115824630024216	0.21781531386704667	0.08428703973635003	-0.22190086671216655	-0.008516905031385932	-0.015115077948748423	0.007232740728145135	0.3912390225620179	-0.09064967242591133	0.07048283381239517	-0.24247326204923944	0.034432075815453114	0.07014986757921036
ADRB3	Not-coupled	Not-coupled	-	-	Adrenoceptors	classA	-0.048925531928904024	0.14505943918246336	-0.2908055276083078	-0.332611873427933	-0.1914083243198957	0.03746823743049835	0.1909859657480043	0.4890049265839764	0.17057408245361108	0.016182577896109017	0.08555056625742563	-0.12028228128492376	0.23174104392390077	0.1337753670099161	0.06963488533131969	0.1881894120658697	-0.023873187376085406	0.11741328426241673	-0.13940494992779884	0.09346903277459696	-0.024737021743511955	0.09383136718638965	0.2282228542603322	0.08719225247005796	0.0587597418743719	-0.0314583423826705
AGTR1	Not-coupled	Not-coupled	Coupled	-	Angiotensin receptors	classA	0.11177500678267702	0.4001671557803082	-0.21015758934776396	-0.28964503367245864	-0.15895785254829586	0.043261821424596614	0.09405637659480552	0.06331725936077941	-0.2651601077451671	0.10299943971619065	-0.014609507186211415	-0.03230646385505273	0.3263335644970728	-0.09150322414487869	-0.036591236615138856	-0.03671724914516055	0.10379580717715452	0.029041271422567766	-0.12326055014256294	0.16095997038675594	0.028230076024745726	-0.08457016392318503	0.12005485868738247	-0.11759065182567445	0.08895961492053557	-0.0705498966859339
APLNR	Not-coupled	Not-coupled	Coupled	-	Apelin receptor	classA	-0.02509095766278804	-0.07794917417515283	-0.04361955941353611	-0.08707636860400692	0.11666739609449198	0.21834492004048411	-0.215947072886419	0.16668219265868178	-0.12150266745180975	0.1076286362850821	0.0012464037753467838	-0.005504791216820467	0.18609764183967267	0.11780324667342874	-0.09912429170120063	0.19359685419084982	0.19982747647813753	0.021914917535377283	0.10675379569972046	-0.3313510964183491	-0.25514166628628154	-0.06686224858946735	-0.3361114313023948	-0.16567182729393348	0.025078238958303502	0.4875211910444933
AVPR1A	Not-coupled	Not-coupled	Coupled	-	Vasopressin and oxytocin receptors	classA	-0.00812569920833898	-0.05737336028703466	-0.1762587681965775	-0.10156910745179693	0.14141945695543223	0.23837261513220653	-0.22902112467637586	0.14554997957347776	-0.06784560547290003	0.012289806253172554	-0.016344343927280538	0.11430748268697359	0.0010568059517912242	0.013871507398863076	-0.08928848925144565	0.29750046849535455	0.18207133020511718	0.1961534520481196	0.010477887348495188	-0.3429409653327588	-0.055168337341021854	-0.05226826749439658	-0.053516265168305	-0.19568969263628366	-0.10280030318418797	0.46448414045333003
AVPR1B	Not-coupled	Not-coupled	-	-	Vasopressin and oxytocin receptors	classA	-0.11784120416848749	-0.13458591941093342	0.0560858060017395	-0.12710276755792105	0.14996870127076045	0.20337810838436657	-0.13857528900161353	0.05417767364333003	-0.10015327631606316	-0.03890944291446666	-0.13883542664570897	0.059789876725956675	0.10583561366310218	0.10615777540554093	0.031255221348160084	0.21586672373075588	-0.020451918453686532	-0.005240041540041912	0.27008452299599917	-0.12531061931286297	-0.10512990213725032	-0.004330563577537949	-0.22862006776516627	-0.2382694774493721	-0.19062207685422491	0.5743430439749444
AVPR2	Not-coupled	Not-coupled	-	-	Vasopressin and oxytocin receptors	classA	-0.13475545292340546	0.1782092786781313	0.00231227160238121	-0.19830587326597374	-0.20463360588292379	0.0907900500622674	0.12357802243225903	0.22449676914756866	0.13254432209234293	-0.1290074578892002	-0.07715116338024487	-0.13404484379130277	0.15860019682246793	0.10326667061157511	0.09930176799786739	0.046199004425432004	0.09610870131731346	0.05401947851023353	0.006908473447533885	0.1840421148033146	-0.08962424354468204	0.15455441420716998	0.42684484776089526	-0.14294873074502343	0.2680655503579377	-0.0007700680675876163
BDKRB1	Not-coupled	Coupled	Not-coupled	-	Bradykinin receptors	classA	-0.12780226260236857	0.28837514433780115	0.03081668080000135	-0.08433529157157423	-0.2695663479135328	0.2777963552905789	0.12973225115818174	0.4664152089444981	0.17410144839943767	-0.033763033283557654	-0.02021433568789513	-0.24284437214300458	0.20315905316793528	0.2170305370195167	0.0036161369078273192	0.05494940560851408	0.09886626540472984	-0.04555173610115384	-0.11928742439448896	0.06998709308369679	-0.049551832072486555	0.07062662033725806	0.16686617269552417	-0.16652621456696573	0.007213447757919224	0.047969852355834765
BDKRB2	Not-coupled	Coupled	Coupled	-	Bradykinin receptors	classA	0.31423909553160856	-0.08613786271312414	-0.13016562978206975	-0.17655670699630066	0.24192887821732878	0.161169455023346	-0.17982188112114025	0.15412107791302596	-0.49706844165329517	-0.19462194605965327	0.09863221867837409	-0.09167501695768153	-0.033571609872543866	0.19794729050700194	0.04022031190253624	-0.1444618094952524	0.0995328331623954	-0.0950201864192847	-0.22307643302264699	-0.14862879109381597	-0.10232472039480599	-0.022670482898026034	-0.027963560725437875	0.2037939004139676	-0.032380970513380423	0.05292743770632863
CCKAR	Not-coupled	Coupled	Coupled	-	Cholecystokinin receptors	classA	0.2893963387244998	-0.1751584826003196	0.015060766219400208	-0.12143824445976187	0.20758636876366054	0.2460139578011013	-0.19652934538924424	0.16670269730831733	-0.30050700461722923	-0.30420483550408134	0.08761042115819132	0.14386706426695373	-0.14647767123839528	0.21643715478447234	-0.05123798136202433	0.008825304966331894	0.024672972925005195	-0.05464479068958034	-0.2327798121177562	-0.11848081803966609	0.04300232708267255	-0.02884206342353827	0.0408581717413364	0.10108963824059201	-0.023433989507511844	0.074946675104958
CCKBR	Not-coupled	Coupled	-	-	Cholecystokinin receptors	classA	0.5351087552896724	-0.2319428476720781	-0.04898410886785879	0.12171856094004355	0.053817011070466055	-0.5136948728692498	-0.3071029907549525	0.20278762530597486	-0.16882847009074284	-0.028586755858806632	0.16590070479287933	-0.07632947847797092	-0.01658435757130445	-0.13477302046923267	0.006510264741637147	0.08507213739281724	0.2426537018882997	-0.013909471035097898	0.11666606718544668	0.04497234069481581	0.3472576820808391	0.341306763665307	-0.07292005330417896	-0.13897535140782297	0.14107162230551495	0.02773408607759878
CHRM1	Not-coupled	Not-coupled	Coupled	-	Acetylcholine receptors (muscarinic)	classA	0.46850500805444734	-0.14340640840083008	-0.22794551453841064	0.16407206682285755	-0.009534125246895142	-0.4159744191921122	-0.22566102705794322	0.019897394864120423	0.006849390061288545	0.13610674103545947	0.15242068812279871	-0.2728775684117171	0.22646159421475334	0.03398087491355585	-0.16081677259694135	0.07020667581616365	0.015475772162846754	-0.05298598398727892	0.39023189016933835	0.11818789888549114	0.18406328590587412	0.3881231079629091	-0.24796937479119635	0.1255615958456466	0.010042037439533387	0.010281543818715553
CHRM2	Not-coupled	Not-coupled	Coupled	-	Acetylcholine receptors (muscarinic)	classA	0.42595726682990104	0.08330314720513268	-0.13421743591779053	0.31900081090459154	-0.019315658293172888	-0.21889463244282364	-0.31981523125719125	0.052096028248129915	0.11245565217974068	0.09021612724360666	0.2107253026979923	-0.2630122452806035	-0.22119443444010536	0.09626245650554062	-0.2931832399106035	-0.018734045057305363	0.09338084512101312	0.027877650394328775	0.21754695990433925	-0.1132477979561254	0.23305834194535113	0.37424835257429256	0.0500982566721554	-0.13207405641595257	-0.14424625504628522	-0.0927230492218151
CHRM3	Not-coupled	Not-coupled	Coupled	-	Acetylcholine receptors (muscarinic)	classA	0.4597550065289873	-0.11862844670359385	-0.06355962401765258	0.1722401649766735	0.02107017940334753	-0.4267875080078169	-0.19166469539387107	0.1582077110946841	0.13842976066572998	-0.01736088688529188	0.2032770969295772	-0.20320777374914806	0.048255656989913555	0.05149194699798251	-0.1079213366818939	0.09249236693985866	-0.051956301442397664	-0.08970743228290873	0.3352780690628139	0.10174106665515384	0.22943494899574726	0.362815671594234	-0.006443832550532876	0.05808020456397808	-0.02597278537062186	-0.007541663946185741
CHRM4	Not-coupled	Not-coupled	Coupled	-	Acetylcholine receptors (muscarinic)	classA	0.4027788738325464	0.08678055767183829	-0.265661056429948	0.27892197395463686	0.0325489687329843	-0.33902854034080643	-0.2905952628624675	0.2622986678382791	0.1779307226637213	-0.09423705922426164	0.0017088561842687488	-0.2662746170179437	-0.04357695464750007	0.13070817068689544	-0.2169340588126578	-0.010879145027646324	0.08555498365539349	-0.06871842275039233	0.28978847767216953	0.015224733949907601	0.2987724931450153	0.3735641208835352	-0.04344144706669236	-0.05051562965784225	0.048280579862260455	-0.034622042328142484
CHRM5	Not-coupled	Not-coupled	-	-	Acetylcholine receptors (muscarinic)	classA	-0.19116714228253923	0.12702224254455147	-0.11609410999526308	0.5018892481696181	-0.07977926173238796	0.5060019847832726	-0.1057964094168033	-0.07564758289539458	-0.17482006737119835	0.05449706002371074	-0.27455606902698343	-0.2492154910703888	-0.033183284865847075	0.46725036346689774	-0.006940449233985277	-0.11916540909787443	-0.14594756951925414	0.014062351756655721	0.2502287545650313	0.09227690099146384	-0.04825293803527882	0.04735168805217604	-0.05285722114636976	0.10272106944214461	-0.21120697122737953	-0.09931051450037746
CNR1	Not-coupled	Coupled	Coupled	-	Cannabinoid receptors	classA	-0.14057622667881	0.12568558440790406	-0.06914506910752355	0.3100312337759325	-0.048581542685924094	0.3049248794093687	-0.3447609293897855	-0.30623249878913605	-0.2404073906032757	0.007236580418760671	-0.22155754353340962	0.10021162679956966	-0.14492932052997617	-0.05151774442576407	0.23226582745806634	-0.12410266883996543	0.024116308552856836	-0.019896404809821782	0.08603146737845571	0.06834885162087938	0.06576721487594643	0.016295924432989314	-0.11058845273184577	-0.1042062710370994	-0.02949061943740419	-0.09517530113048561
CNR2	Not-coupled	Not-coupled	Coupled	-	Cannabinoid receptors	classA	-0.3270991632793065	0.12952081092825257	-0.02944711660498797	-0.285810194261348	-0.1374299999764996	-0.28209107152882373	-0.15315734423098196	-0.01131979418269751	0.16794689303653007	0.06128423961418743	0.2597762852367853	-0.05499535141956846	0.015447177523178951	-0.08043964457666253	-0.06092097970649956	0.01996332243972751	0.03988129450465844	0.05208775807305078	-0.030463750684678083	-0.03205322041859406	-0.05230336851177612	-0.2132682780684067	-0.03913756761019404	0.06145425410780812	-0.06644283783406109	-0.053388855647790244
CYSLTR1	Not-coupled	Not-coupled	Coupled	-	Leukotriene receptors	classA	-0.3045434861958345	-0.12285962383356598	0.048313283117684284	-0.24386496083088482	-0.2052868013098121	-0.07756649405757701	-0.08692478736821622	0.07049863914639302	0.1085796021861801	0.06868414294961368	-0.009635643175729331	-0.06185506701634618	-0.022101160053838494	0.1014725689750383	-0.022346000515747606	0.10289363336940952	-0.11949352520193361	0.13257322816110068	-0.03190959293058544	-0.02275916807015948	-0.0283597585866516	-0.04877898648343762	0.20406262486350132	0.039188503541256324	0.06322855846280374	-0.03192298854685479
CYSLTR2	Not-coupled	Not-coupled	Coupled	-	Leukotriene receptors	classA	0.24949487216087698	0.1686267653496253	-0.2410911284623519	0.23881036804010788	0.11564175793348266	-0.12621200203307462	0.44187450809813583	-0.2425996246637842	-0.13214333972092335	0.22622186942847108	-0.13805978367529728	-0.2303302069766661	0.43191737975462086	0.15803678723140438	0.046235059219872976	-0.1879792510212042	-0.0036149860608075015	0.11769696599774908	0.030033601343432668	-0.03888882089803039	0.07363484865681039	-0.1670337718279429	0.009162371172092752	-0.2395595747365918	0.11476324829582119	0.03225564554481135
DRD1	Not-coupled	Not-coupled	Coupled	-	Dopamine receptors	classA	0.3019683647353566	0.2971861295820156	-0.12919466638995059	0.22715380646538375	-0.13810348999787733	-0.20191032476238663	-0.1248621452819952	-0.11387262918554851	0.2932231205122076	-0.26687440645428784	-0.15422191735264337	-0.055851781931536754	-0.23437664731511149	0.06824558723177418	-0.19056451371883684	-0.07539024329196006	-0.31388659469881397	-0.10143049793947416	-0.025124340661277354	-0.20690020349680385	-0.28263933478910713	0.04899350779697552	0.13446326400800881	0.26097763820653797	-0.13080587964857263	-0.004399456184844041
DRD2	Not-coupled	Not-coupled	Coupled	-	Dopamine receptors	classA	0.28030797468206325	0.25623930646070847	-0.04879339479359038	0.14933508795631484	-0.11076628816744136	-0.1860403075134298	0.04309701605970319	0.03290800374839312	0.13442307098922304	-0.3269219426108478	-0.25500556558654214	-0.025395135906250085	-0.10494255470295452	0.0888126013701679	-0.09014252951338585	-0.14031266382324784	-0.3770480075430598	-0.0020643023133217094	-0.11351802529500778	-0.18750430677930346	-0.28558592992010673	0.03803289664107935	-0.08202601085734097	0.21095001167095073	0.07108360331966924	0.08397033426632645
DRD3	Not-coupled	Not-coupled	-	-	Dopamine receptors	classA	0.3022049854962074	-0.11101741027132006	0.483417442729733	0.12873156936192287	-0.0870901269655557	-0.24911924260866775	0.011640584175950193	-0.09892949358052522	-0.21127872970528283	-0.1184716970994772	0.08109494907983003	0.6118904044636699	0.41786280352454414	-0.04090478589465324	0.012906542309666239	-0.05476626598260673	-0.3328662456879809	-0.46514629059059914	0.25601744736055754	0.2221901945505754	-0.17215540304820748	-0.16812252314266737	0.38817431445221556	0.351249087913156	-0.009630744807607138	0.0741644611632059
DRD4	Not-coupled	Not-coupled	-	-	Dopamine receptors	classA	0.21440901999340992	0.32871414725923565	-0.029610040392329746	0.2985170745112158	0.08717114174648861	-0.006453889821346751	0.4822130840777044	-0.36985033241841164	-0.3079301143497501	0.15996343223186904	0.08289124974874658	-0.24838142699835045	0.26036687165662786	0.16924817789603627	0.05213752110715745	-0.2539546464959158	0.1353284564863517	-0.039646395713839856	0.02000594469762289	-0.13242350189331115	0.08702019260071243	-0.1664829829430244	0.12723961394295438	-0.3998712103291413	0.23080476523313048	-0.00469759958880839
DRD5	Not-coupled	Coupled	Coupled	-	Dopamine receptors	classA	0.034426279045381335	0.0014751806164414918	0.2955239758797066	-0.12775943844975665	0.29085506336652794	0.241408853854693	0.3517667951807609	-0.29421770006988796	0.0413996611797776	-0.2252313998986535	-0.34743220411581727	-0.3894664407029057	0.37401747938832125	-0.18488087425160396	-0.3310102913235222	0.5215614998225405	-0.2184399990603108	0.04663527234237038	0.12820656191928795	0.15494236412701473	0.21765064789083707	-0.14597004380920384	-0.31527731893187616	-0.10536404378399761	-0.19448933584018765	-0.18481100226677546
EDNRA	Not-coupled	Coupled	Coupled	-	Endothelin receptors	classA	0.0006178032920232725	0.10179497373410652	0.4650119911857882	-0.020555963648695007	0.1274737494419813	0.3821294635804342	0.26012920707872916	-0.2969823139216857	0.14152689396859683	-0.37801602624511266	-0.3595017179848841	-0.22024267233299788	0.1949395350875058	-0.22436605205267307	-0.37311178797788264	0.4907287803878529	0.09504677720547024	-0.13985086054125953	0.13991839713573131	0.05963602997974822	0.3275696401792998	-0.10607182636930901	-0.3400767838351808	-0.12915315504044597	-0.22529886457212137	-0.131228162884609
EDNRB	Not-coupled	Coupled	-	-	Endothelin receptors	classA	-0.4029791750052704	-0.20918707730864589	0.35249381933720103	0.10003945768842426	-0.24578834472387195	0.10211573751583435	0.13530465036383124	0.31554332240909905	-0.12757232447315023	0.021555031595421714	-0.26884420809999215	-0.12426394101675234	-0.3787492772550223	0.354641738148312	-0.18701739681606316	-0.08083176585156229	0.0013557037077403546	0.07872666384729952	0.03870876070747947	-0.2671621395549446	0.20599543253863267	-0.017499864528383983	-0.05140946829617877	0.10179238318490241	0.020817817346866843	-0.07558748509732796
F2R	-	Coupled	Coupled	-	NA	classA	-0.37945819680809	-0.337286970323002	0.24379929918246926	0.015830821844500242	-0.20763898418660165	0.039580005646302506	0.10904236272842673	0.14224897405588915	-0.17573589999901867	-0.12621007168233075	-0.13183481601696972	-0.22133202178203368	-0.279359113848481	-0.0646191576744395	-0.23942083031995523	0.16974436203197757	0.1698468470450764	0.07677958261909765	-0.0407409117534765	0.008060291627068918	0.13119406510068377	-0.08989320565720986	0.06902077929710637	-0.014587651083270573	-0.19247845208804076	-0.11384222146114613
F2RL1	-	Coupled	Coupled	-	NA	classA	-0.4665388626704227	-0.3835763830234974	0.46041843501494206	0.04102022761592505	-0.3702454080904193	0.024145499171431623	0.36433659982262423	-0.013901370383349192	0.13115717276640235	-0.14667488039650833	-0.11877595387990117	-0.16370075364987463	-0.18799865905835614	0.32207894073189364	-0.06043468301191217	0.0038637515207803497	-0.11415591483897743	0.03973348106905385	0.16137941393166258	-0.19291398199773466	0.2259137609032236	0.15619311707233766	0.13010636460849806	0.2378188844077017	-0.06736780171749147	-0.030784505949954865
F2RL2	-	Coupled	-	-	NA	classA	-0.36664076700994164	-0.3715189507498508	0.5238556688281504	0.030644221009994074	-0.22473870134155732	-0.03356625499540615	0.2224672113617439	0.29775098322589144	-0.05729805913490874	-0.10084151561050395	-0.14684185183683868	0.3326376589570014	-0.315091189338517	0.31767883017459553	-0.02356079227503408	-0.1379694499489767	-0.12345715616876977	0.17790241623452313	-0.10699159559030476	-0.1801301664458694	0.5420404035266531	-0.08464869930580343	-0.14459161334733742	0.11800804082520115	0.04455125171663848	0.00014189655009704723
F2RL3	-	Coupled	-	-	NA	classA	-0.3901740927367428	0.08392464012924106	-0.07791458829280543	-0.05197663897774919	-0.04338455798195491	-0.20248515216143592	0.5210338362701314	-0.05787282172036915	-0.12329844047261193	-0.3822321588416088	-0.2256427422050701	0.3926243885401935	-0.20946808149207843	0.014481180731827822	0.18089250714864077	-0.3237819737982014	-0.018367201387956975	-0.2062368096140701	0.33460323076385307	-0.09781117095277701	0.1353233703911161	0.19378270389935107	-0.30231926921780405	0.0484256774175833	0.07408238031290558	-0.016289662792619296
FFAR1	Not-coupled	Coupled	-	-	Free fatty acid receptors	classA	-0.3644777404389556	-0.4719817600310454	-0.38409527457259596	-0.08160712329660724	0.11611328228168398	-0.4377457977547593	0.23283737042963254	0.14996716607763677	-0.08468799032363973	-0.06291644080605868	-0.0946025713931145	0.2871664923253496	-0.2168624250257641	-0.1620915621643175	0.017063627775699055	-0.2507958175297956	0.2556835591995311	-0.17577539231598557	0.19688587927466453	-0.24924834273536103	-0.11038368936711962	-0.055447935969295245	-0.3585348166368072	0.04592714955287586	-0.049338849697206776	-0.1294694966170592
FFAR2	Not-coupled	Coupled	Not-coupled	-	Free fatty acid receptors	classA	-0.3838086384112016	-0.4343405926795987	-0.26105934498755945	0.009145131448226753	-0.08266049234871811	-0.29820934763923374	0.19855505014655972	0.2496444434754429	-0.04847139697987519	-0.09148210416631454	-0.32621212393484045	0.32655955449553725	-0.14264046102534184	-0.11886119345061125	-0.023708766989171254	-0.2037452687537989	0.3121844904841836	0.018476496458433793	0.04303207133446135	-0.24916157156777263	0.061477639902380074	-0.057897722215044106	-0.2451876003798313	0.11234967777816549	0.18888931825741606	-0.09189231967781496
FFAR3	Not-coupled	Coupled	Not-coupled	-	Free fatty acid receptors	classA	-0.1476701549104927	-0.29261205653120803	0.0868261252307581	-0.06908863518712811	0.08042639245551633	0.24150354070096935	0.17112836341373008	0.060332255685259316	0.22144050137351579	-0.10196437300605601	-0.24179307921881696	-0.12646853969413485	-0.2964237887317618	0.02578121713817821	0.21073403738054933	-0.03578674298286632	0.23322027315769606	-0.08748781921766863	0.020378482443715495	-0.04505794562790677	-0.013799524004161894	0.15271955144702973	0.5923864180309754	-0.24422708279874714	0.30032033180495843	0.09499601068914101
FFAR4	Not-coupled	Coupled	-	-	Free fatty acid receptors	classA	-0.15374171839736842	0.3838337315687762	-0.29658541470382294	-0.20877736826948406	-0.3226472551122295	0.07636499759150725	0.3724720639667356	0.1359397585688133	-0.12115848206643723	0.011548709028724234	0.3256811993204898	0.10101187880674066	0.12389194833884364	0.05861141152982387	0.08065349166875	0.11640293548963386	0.1855578642802814	0.14166113261050162	-0.024714358749304575	0.014220110355658934	-0.005171284723843952	0.2294324406283845	0.061878514589605096	-0.03382159147211197	0.021795111982681227	-0.11766544773476145
FPR1	Not-coupled	Not-coupled	-	-	Formylpeptide receptors	classA	-0.16501543900679727	0.4187117787645652	-0.3282754391155579	-0.2432287344039949	-0.3359274703859534	0.08164457415848393	0.3918774593149225	0.06042273429533655	-0.18243839705756268	-0.07934609897584742	0.27387216024340166	0.05508902138118745	0.11570664238934819	0.019968851455040775	0.08776636051006627	0.11372113722318468	0.2791928840470879	0.13328277920784554	-0.04974915322519205	-0.005355731320919371	0.019853059156350696	0.2288826722770756	0.18191853358529766	-0.020715798108554354	-0.05868865005631564	-0.13335930070806157
