Gene	IUPHAR	Shedding	ebBRET	STRING	Family	Class	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23	PC24	PC25	PC26	PC27	PC28	PC29	PC30	PC31	PC32	PC33	PC34	PC35	PC36	PC37	PC38	PC39	PC40	PC41	PC42	PC43	PC44	PC45	PC46	PC47	PC48	PC49	PC50	PC51	PC52	PC53	PC54	PC55	PC56	PC57	PC58	PC59	PC60	PC61	PC62	PC63	PC64
ADRA2C	-	-	Coupled	-	Adrenoceptors	classA	0.22902567160872514	0.3150415331183405	-0.20342819393503853	-0.19784375816778915	0.08546961149019086	-0.11464785493024408	0.20965700928598036	0.13951157954291574	0.314186881443786	-0.1247343388707094	0.1885956284263367	0.18429123264341812	0.09028660504332783	0.10058694587657983	0.046300096985031035	0.22042310293149686	0.22021266396005137	0.1298453743400584	0.5960649590653664	-0.1172699126662353	-0.09148701591692428	0.024921163805470475	-0.07010490916401353	-0.10608234533252933	0.2062299165625396	0.24690603873084624	-0.38679049491327494	0.09947462007345115	0.1490958056722926	0.17466945777885529	-0.14122746896756855	0.14452886894439	0.1185009306222934	-0.19126962696409597	0.031437070561182515	-0.12335434570682043	0.17085785340143247	-0.1386065335906079	0.07798628595038717	-0.30192534088321876	-0.20512971634884533	0.1302447241678402	0.05542421434971007	-0.10443110186736916	0.21355642609508668	-0.0923743759332738	0.07056388482466057	-0.015396476405029459	0.06336161416121326	0.023656179360650256	0.382454633585212	-0.1064100381671483	0.12103610282178576	-0.04774150884231235	0.009120189099033038	-0.4298240571887139	-0.02706607344388381	-0.4576585897037101	-0.08291477474165641	0.07610989987701114	0.16461369299338155	1.7575654557330762e-06	-0.1265478935402742	0.1959164896617014
ADRB1	-	-	Coupled	Coupled	Adrenoceptors	classA	0.15931797973242312	0.023728747945435915	0.21235144894616284	-0.17708190598276782	0.26632429523713685	0.17604517455414456	0.060160094500040215	0.05871660459398616	-0.2744622413838891	-0.24316963499377725	-0.22366835730145718	0.3153636985310246	-0.11284579479311993	-0.040643118380387984	0.031883583828207246	0.22835823783085993	0.2327674561539928	0.10713687675725689	-0.04731732110639842	-0.19269544904953978	0.24511482411424196	-0.16435271383251798	-0.02107004964696225	-0.14170246510038922	-0.2822701623819543	0.15145714477191355	-0.16391581259751412	-0.3385038914613963	-0.0989265263706595	0.20828718858025286	0.1356045595194658	0.1679372228163475	-0.13886117730700345	-0.0075927301977977545	-0.010259348699581101	-0.3738521180447595	0.24133004632413113	0.015594124913929029	-0.044429673541809156	0.12641642443668938	-0.2885597255924383	0.07685465553180747	-0.1775875451086244	0.10252612072137865	0.08273050949605222	-0.1032358299723774	0.017739668450599932	-0.08984763638837735	0.31144292948617286	-0.050288108342990544	-0.07651024342774944	-0.1144803643448034	-0.08875535017580985	0.08351871943756775	-0.20454089814831647	0.16186610847137006	0.1404427019881318	-0.023539031374972652	0.04044734779516111	0.06491326817338228	0.5197170628562761	0.08288439841246599	0.05719301449143353	0.052670164522970686
ADRB2	-	-	Coupled	Not-coupled	Adrenoceptors	classA	0.25229826174608944	0.5297289382237951	0.11100249080491008	0.054688491067583014	-0.2145187019973574	-0.22560607747526623	0.4794071229509451	0.07012881813804756	-0.05513622974559942	-0.22438803093280227	-0.056016049002180726	0.029488808653186538	-0.1748885962879136	0.08724764208411524	-0.12044518666643042	0.013816704225610514	-0.20294857434416716	0.28597053194141364	0.2782003978888474	0.06507508043677246	-0.278703957989758	0.07768225227315452	-0.05466874460443809	-0.07083632710097673	-0.31673288825227836	0.27476660424855615	0.07735170152346248	-0.184916045429326	-0.1671805996933928	-0.05898173249881721	-0.1162938099945392	-0.07104787033731659	-0.014273612617321149	-0.31969567839114593	-0.2134891128553817	-0.053851696663546535	-0.019784822035266218	0.10319929852964022	0.23481452862187388	0.09351049381589968	0.14185661350868517	0.03503771361795539	-0.041863249542055885	-0.01910293473353009	0.17695392822098757	0.19476164182972436	0.1272920627644264	-0.18387285490087915	0.006259359627251857	0.2686042628803491	-0.18493526574624541	-0.044535515032302964	0.34480460459995177	0.1743774639129636	0.12390746911081577	-0.2865081436409382	-0.07922107132300175	0.08834401378438435	-0.09497175562222865	0.04438244190333484	0.015440693673673586	0.025161268848794514	0.5445860037314809	0.195453531012101
ADRB3	-	-	-	-	Adrenoceptors	classA	-0.06623425335050737	-0.015689149775450353	-0.0897220451132579	-0.0735516651070189	-0.0959869730644129	-0.11386323946166019	-0.28890123679777924	0.08518221540892228	0.09901199760151477	0.05888751516246723	-0.08164975227480732	0.05505768125817733	-0.003213335747459228	-0.16697235445796207	-0.1519401751350843	-0.19124515277365617	0.18178528907965555	0.239169808111272	0.08022373063193311	0.3685272846574025	-0.12059253883891118	-0.06352733417021957	0.1568212840121791	-0.032304012255636436	0.030499262334995704	-0.16774305865529848	-0.1214202850698392	-0.25322562636268886	-0.12952483134595186	-0.009867408780715325	0.11981353251687882	-0.008511493915090812	0.02436995618606299	0.06551478970475991	-0.02030967625475733	-0.030411782778605193	-0.04135898628093701	-0.20614639437655877	-0.0442526435452689	0.002681692167758448	0.1784948403824542	0.14759793459477083	-0.018767098367738242	-0.022921511858925485	-0.2019204139393799	-0.05317009973174526	0.11099767185311414	-0.05031910985702814	0.054394375227463036	0.10368361174951737	-0.17698250532307577	0.05899183902507061	0.08119375414440919	-0.10288253988230049	0.10735136655702818	-0.09687406211504841	0.031006560870741034	-0.2536190460023018	-0.20339509944929765	-0.36602188954616843	-0.046545259607732835	-0.15300596868054805	-0.08029974428761627	-0.09992702883231831
AGTR1	-	-	Coupled	Coupled	Angiotensin receptors	classA	0.057419060627453354	0.20783449877427354	-0.03977001973219193	-0.30063389054826095	-0.181993891867331	-0.07762974250943526	-0.25205188503092524	0.24994431948301463	0.3999454163090762	-0.31075182889551933	0.13693651684880248	-0.12888925551263583	-0.08740415407627866	0.15867432579092425	-0.16828690880353178	-0.06600370315733578	0.23095635373979143	0.08795049541273697	-0.313924790694522	-0.3990998214703759	-0.29550995756909165	-0.32708822361056644	0.12419476204783057	-0.08471214247169274	-0.08325824340154728	0.39850324633405343	0.04884755396690182	0.08121791079311859	-0.12238309117507865	-0.11577155007765605	-0.032369205308469005	-0.4142378073441013	-0.033233875004378174	0.09947477276579203	-0.2446968124650167	-0.18412324262681912	0.032343105498130374	0.1383183023470446	-0.02804915739565017	-0.02684634363906632	-0.08765484087105065	0.3021185233575206	-0.0026761048083265102	0.22069871817111603	0.2570135229422994	-0.059993665943801726	0.00499880826169688	-0.03891967527717302	-0.008122721610200015	-0.20967078099365516	-0.005417159839051656	-0.13323613578554583	-0.10380191626554765	-0.02873409915269269	-0.022013316484215947	-0.07002476482689257	-0.09947013863381536	0.06852524059046113	-0.27022504630074595	-0.17458891373403002	0.037687212276105046	-0.19191009117322944	0.09350518758362426	-0.2483709657661282
APLNR	-	-	Coupled	Not-coupled	Apelin receptor	classA	0.01577958538462571	0.24119260910537824	0.3143223319205156	-0.03023573879375245	0.19991024167209792	-0.03723038728077561	0.0717674674856755	-0.1381355866794882	0.07842656267039655	-0.2293843121042371	-0.19470041559824414	0.14064645583389082	-0.11582277977612532	-0.15342823259654934	0.03238481009847459	0.46189731930127237	-0.05125523246853849	-0.10262857746155987	-0.3618041569270692	-0.1773279447523082	0.010030296585400967	0.15284734807053743	-0.11006290254751153	-0.2375688375719391	0.13504213639036547	0.009756785553928412	-0.041508575339485196	0.1340209609481393	0.32978228361265344	-0.01673900266888583	0.08330101282812609	-0.2525604503613648	0.18475389851720814	-0.0815638715779845	0.026626699551678006	-0.0750219379855719	-0.3584307052818239	-0.15291764803775745	-0.35869968751742687	-0.10468164786471192	-0.149455419091469	-0.027121822657929152	-0.013139371589614066	-0.0616316895856382	0.2088531781873707	0.11187784863679352	-0.16572255950666465	-0.3023058216670298	-0.03573830705230877	-0.024976434255496578	-0.05489704988141047	-0.03608057931617867	0.15673230612961672	-0.052163444564909726	-0.49873446941224536	-0.017014254188329813	0.26474023995096235	0.2570064657458784	0.02699095121845066	0.1603775529037836	-0.031211057466167362	0.06799894639777367	-0.08253440017629707	0.12139494911777282
AVPR1A	-	-	Coupled	-	Vasopressin and oxytocin receptors	classA	-0.06637133466943264	0.35228139593334945	0.3192780653682134	-0.135616414926329	-0.1367423573852233	-0.11393082229248931	0.2562351834809796	-0.3585715883389969	0.0833182682151958	-0.021175584969003933	-0.273848071233617	-0.1972812632147887	-0.07806489942088575	-0.03077637096674829	0.14129705125749595	-0.4120550130671388	-0.04141084243455828	0.481609963368083	-0.1006257933711679	0.03836327884634101	0.2879079349202101	-0.005056448031583621	-0.146960102558148	-0.20618292693246276	0.2922388677411692	-0.17093384949482746	-0.06510411163817748	-0.16915202428523105	0.22616865136159034	0.01369957990333662	0.07346469700458902	-0.20436170967951517	-0.29164811076315117	-0.09594134490050285	-0.1895721822575262	-0.21800391728542895	-0.39312118505995647	0.10267395889673724	0.13485184589726082	-0.1495191114326904	0.14460695484750896	0.23251343618064227	0.007733709336672715	0.23082230863118383	-0.0876087856184533	-0.11757013299412034	-0.08646397327806349	0.0011740941324908808	-0.14247725577001816	0.052125868052743024	-0.11281709264451828	0.11665653159392954	0.36781390134950526	0.09523968566127751	-0.1948293826036596	0.12237153880433996	0.06960507949504717	-0.12428152270161927	-0.18904602869938375	-0.22795647438486386	-0.11494231156902619	0.24833279847697518	0.06359827277306375	-0.15280915407415158
AVPR1B	-	-	-	-	Vasopressin and oxytocin receptors	classA	0.07326634117484797	0.3284446059942789	0.01118508167309684	-0.02493719281674174	-0.25165957327927757	-0.36007909178494196	0.10270936211948235	-0.5186830489669808	-0.18851914163225322	-0.06416618450609067	-0.0029256218208912623	0.18284022884602763	-0.0878581381697993	0.014639356402295843	0.1945499676551291	0.0034475012465059133	0.005310329053808436	-0.2750382312591518	-0.189856527068454	-0.16618553120234078	-0.037084812555226256	0.09929649636779968	-0.12407209131687409	-0.044325664736938	0.2007607170458389	0.15975023724801696	0.06260687722696115	0.15925176073346137	-0.3776722278087557	-0.2035146617734587	-0.210623081716214	0.10863671854632416	-0.01309917975713102	-0.16738895434265993	0.35171607818229417	0.0923012472106546	-0.2537879222565347	-0.06787089689008141	-0.12676608814852633	0.3534746738738764	0.10524940434244723	-0.04842870979544563	-0.2355331089461663	0.24304836438365943	0.11842741805254513	0.009961722341675484	0.00560852884379146	0.21973334862075763	0.08991907762586954	0.37691276730620515	0.13789882718444713	0.07131148014409755	0.14366707156653413	0.18939987001359504	-0.2408084005481456	-0.06809943576632622	0.06009070422243756	-0.16499945545843253	0.18919324995355782	-0.18281600511096052	-0.166726771905896	0.19761575162727982	-0.12921287004342133	0.07958277891492642
AVPR2	-	-	-	Not-coupled	Vasopressin and oxytocin receptors	classA	0.04089201616438709	-0.2208944172792876	-0.15633280923803272	0.40008024477778603	0.06840284433857714	0.08155999585970146	-0.22185288288887195	-0.1950874227097635	0.2875765751933462	-0.12103045532108592	-0.4107351049607743	0.27869192527529707	0.1182250752941368	-0.10994353366653242	0.00033247449857918404	-0.1203043723981005	-0.28340135925519855	-0.23800074266876944	0.3785422634668407	0.14492658678937712	0.10143029849403361	-0.45376875420611257	0.011870484888427882	0.1167522861271343	-0.030394024948671505	-0.05171149713131558	-0.3039131619945332	-0.2215897488878695	-0.12940121175496924	-0.13970963317651064	0.226190555681914	-0.025745932129683395	0.2004342498787795	-0.32059724666427486	-0.06268123843980176	0.00816471502093634	0.351052772750542	-0.1476500850120688	0.027628016042960064	-0.0020841563676924206	0.03717478746436419	0.1325182108777995	-0.17115881626037346	0.05668010828975848	-0.11246635653980021	0.07268291550656879	0.01258610348490079	0.009585506515302942	-0.2194213106313487	-0.31813623336292984	-0.19198770232319293	-0.21868343512754548	0.3276978786694383	-0.0022076384312300574	-0.26382023446636205	-0.24701567939691338	0.08610854221715303	-0.014375556715300277	-0.01237585722845977	-0.31672324419078796	-0.03186824738131243	-0.07720378174838018	-0.1493630908394645	-0.0192097743273693
BDKRB1	-	-	Not-coupled	-	Bradykinin receptors	classA	0.057890893530492496	0.30583113145110263	0.058087134917581995	-0.22038554676184052	-0.0749519759535486	-0.19817758994942067	0.07887085897965301	0.02598073883857995	-0.23819376521932192	-0.11135729705584367	0.09037561013437201	0.2812554642598166	0.012403052596326423	0.034241654214074685	0.16749134427557222	0.1580640434673922	0.32730584279108427	-0.03965021657979899	0.07258980816120035	-0.05645563058534597	-0.2247231612431251	-0.5042428277530032	0.03752999244570376	0.139164571293944	-0.15495130653238395	-0.2568174496604923	0.3238820587783496	0.010112859212079843	-0.2730559931235384	-0.049301571524037004	0.3846640244597034	-0.0010144241422675045	0.14830960388528655	-0.22313223608295785	0.43562234925465654	-0.2316543915087552	-0.12603999041946315	0.16622016648120563	0.0954509165012174	-0.08526603945434998	-0.16688185913091028	-0.001783242018130853	-0.1874092182523641	0.064127249550359	-0.19854236474795506	0.10103724998694869	-0.04958924463994214	0.014573144794512488	0.0513807186004693	-0.15895350267604602	0.10566180985364308	-0.15354024453351864	0.3225084862171895	0.09135838596931724	0.10760026523025233	0.03809752613799382	0.023202964675818158	0.3640010773972153	-0.4035847386765778	0.02773986538110913	-0.4417796016512647	0.01846711119996655	-0.1803492846079298	-0.1728104480754776
