Gene	IUPHAR	Shedding	ebBRET	STRING	Family	Class	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23	PC24	PC25	PC26	PC27	PC28	PC29	PC30	PC31	PC32	PC33	PC34	PC35	PC36	PC37	PC38	PC39	PC40	PC41	PC42	PC43	PC44	PC45	PC46	PC47	PC48	PC49	PC50	PC51	PC52	PC53	PC54	PC55	PC56	PC57	PC58	PC59	PC60	PC61	PC62	PC63	PC64	PC65	PC66	PC67	PC68	PC69	PC70
F2RL1	-	-	Coupled	-	NA	classA	0.3476035748935343	-0.3803290841094314	0.14161417631353165	0.043831811124576556	0.3739210893245386	0.1451357047011981	-0.010023223884107658	0.08606159572161488	0.0710814316689655	0.2828101770700359	-0.13629011016466822	0.5028185961605945	0.1826820187740422	0.530547768436116	0.28706641083473927	-0.0159045625543766	0.012808201939266226	-0.22249019799425293	0.2992312234268839	-0.09314637529354472	-0.014976337202552937	-0.007974710993003762	-0.010292011115220656	-0.012019830925840913	0.5373603081340508	-0.09117976348939452	-0.25654359424372397	0.014366241338898461	0.17661415020236432	0.2743860581402133	-0.011534302163925949	0.24856943915592544	0.08784114692830093	0.23935065999722235	-0.4081191682607294	-0.3378004022950778	-0.18539150508942223	0.00676389908681606	-0.058190158363398775	-0.11705637182734827	0.26577677195733834	-0.014582009482173608	-0.09494769512902272	-0.10612548472079622	0.33610454526248285	-0.1381690087755239	-0.047950005799697125	-0.07838782628811128	-0.33392187604061596	0.16324879114332153	0.15535940945275495	-0.1580481728474645	0.0963565234079262	-0.07210973816435304	0.14354073830863995	-0.3320352470903253	0.035242307116554725	0.11453894795239462	0.06173664730506523	-0.08152505567883249	0.23883157395808924	-0.19726292246303917	0.1764542906408022	-0.2026594961108183	0.11927765469085429	0.16811242034112484	0.06293192871158033	0.037820305042151704	0.038522291729264226	-0.06330345968979575
F2RL2	-	-	-	-	NA	classA	0.11605612026886424	-0.10840789582483197	0.08577213056057433	0.01763884527489903	0.13936291499797895	0.48128826563995364	0.002574475207948337	-0.4578609601256974	-0.058052522005853854	-0.15248571494205693	-0.08894307258198661	0.10068809892146144	0.15267852991125103	-0.3051341522467645	0.06696643970011838	0.45764076174437873	0.3104148479148493	-0.2475996679396445	0.05607209768653377	0.010613242798672819	0.0833788865671802	0.09778027628571123	0.12847055318325282	-0.20542649519475978	-0.037871935828228905	-0.243492520213512	-0.08146640486773529	0.04284483301412072	-0.4415457777322562	0.11000366876863978	-0.28146288854668067	0.14452941817369613	-0.19929101400696397	0.10093254877027769	0.22001476151903687	-0.11431011810304409	-0.07874655796415003	0.11435384702464059	0.3029263616425501	-0.07999380417741205	0.012721686160264183	-0.17356033557509665	0.2177059486249312	-0.0878099494394634	0.26057136934649017	-0.16043560676657573	-0.2203587411218949	0.029434063117710237	0.21039793749249952	-0.05378460245160542	0.08482354079383769	0.08977305733123468	-0.3357796982207497	-0.061333942754960846	0.14968658854902123	0.024641461040228005	-0.24766796366780228	0.18941550470078497	0.23638859295096426	-0.04399452254395708	0.03042895274107542	0.08592632386072568	-0.24080975395830256	0.24676496920485883	0.5559549322437471	-0.1266647141323081	-0.4149274682704917	0.07774893201514946	-0.3374129615854765	-0.19945475006300803
F2RL3	-	-	-	-	NA	classA	-0.4068941398600216	-0.0378958722714191	0.2535306360299813	0.49594965637384286	0.43812660231389783	0.4297968558399846	0.00883676280860181	-0.1935532832479972	0.16591392749784245	-0.28353811807533846	0.35112437146522846	0.05026324426137773	-0.4196653576794152	-0.4505606899138121	0.23073457324891386	0.25690103955837884	-0.2804880093700441	-0.35604292130731274	0.13906713414733016	0.036291493145529596	0.002892351767171621	0.02598768896829961	0.20245233594264694	0.3556832162950918	0.24279378379014038	-0.21458651518739696	-0.18529914085712762	-0.20311138685950192	-0.3549948825390214	0.047848649366672116	0.04443931353855978	0.2717755781690716	-0.3237377047511798	0.46376684547054803	0.1692949495388941	-0.12325709999268551	0.11094195963012925	0.19403237767215673	-0.17485088053109396	-0.14216485151798636	0.04645702805542463	-0.25260822620979934	-0.3269564267322293	-0.00947800688575246	-0.1258629495547349	0.1651137516630044	0.715714663517831	0.09701127041457971	-0.03197723177983625	0.0763783655236115	0.17342268763103635	0.010184730112150257	0.021299877848687986	0.2262090898540167	-0.1235507795889899	-0.14513630557167276	0.00970638480491704	0.10467812775841283	0.007628104970783716	-0.055880124549366514	-0.10129266769502465	-0.12544405129276803	-0.17563274419107483	-0.054439651734254975	-0.13120491926339428	-0.2447008985780743	-0.0396571068083297	-0.21342993451345715	0.5822377446274091	0.08438800741012197
FFAR1	Coupled	-	-	-	Free fatty acid receptors	classA	-0.2731374678794199	-0.23992603163434154	0.0748961685131822	0.16788789584733116	0.0865104842521258	0.1123762313039469	0.5080633462706218	-0.17466118447437973	-0.12620035292834605	-0.42371234540682645	0.239566488056324	-0.3330248753582952	-0.04982735438756483	0.10096091284561366	-0.020588864836631963	0.04201847334661134	-0.015204928570353644	0.04799672058017136	0.01670998770723943	0.20780220494094015	0.06591280889368381	0.3708017251772491	0.18141745829223382	-0.26226625409914056	0.006251364750497845	0.24711387224253722	-0.049281394147503786	0.31588363648750145	0.03221197019681714	-0.21404202283136303	0.06610179050926948	0.1545196783476211	0.1355521321920708	0.15263320300278815	-0.11093789288706736	0.06929261714978202	-0.12464010048659346	-0.03528655596316817	-0.217204258826515	-0.2449421256785722	-0.13271550556761402	0.06101788074229382	-0.030079315609265838	-0.038750315252457916	0.17527574304499877	-0.25735091363216006	-0.1080319563314093	-0.25347055805522833	0.12719957992340786	0.08518174706718165	-0.08332652977961882	0.05027291127213831	-0.1466522165531212	-0.46436239772656673	-0.3814820481542352	-0.10752276677447899	-0.06846457300447156	-0.10512262322417919	0.032947508172048307	-0.17310365880874562	-0.0068081918277080634	-0.34789338059799346	0.5681628311704181	0.04068246299149653	0.006933162321290906	-0.14549738651919536	-0.09182987693177125	0.19391906180573354	0.43603455792962387	-0.09707953435624858
FFAR2	Coupled	-	Not-coupled	-	Free fatty acid receptors	classA	0.1879880046875646	-0.17622488035518558	0.19865844993002854	-0.006818155609217668	-0.21157243113317958	0.2615738029769775	-0.06787258771543687	-0.1566167234272266	-0.008127274635731048	0.009651106107952136	-0.06115078453341751	-0.18995811247110692	-0.2771911217105466	-0.3266999354257469	-0.0894859296785867	-0.05296044659447525	-0.15008038391126088	0.2539249346311424	-0.09562219363781338	0.12990206551180325	-0.1754691130518619	0.27265778914376626	0.18925088756338895	-0.4566304609842718	-0.0311618986516411	-0.048524670191011615	0.039543073244864856	0.14792952341577212	0.00894182368752881	-0.061556886895202195	0.2449832047198301	-0.19799327884072898	-0.36560398886373696	0.30381585989553395	-0.005007026285476915	-0.23921416834330397	-0.10076884556889874	-0.22844733589750568	0.22080614170424526	-0.2018021930435855	-0.05155309807978489	-0.04685900154665905	-0.20391810261661772	0.16705407728745214	0.1762911610498091	-0.08374896372499976	0.09250524613298497	0.06694429618817889	-0.36670234341767666	0.009275029002693029	-0.3187472976129467	-0.10669117542346995	0.04138575651240216	-0.0963789362054389	0.06399577160322759	0.09099371310170541	-0.11502043648087268	-0.019020002965633862	-0.14807902382222526	0.3303392008615044	-0.08587136475734326	-0.1953828972772015	0.6075407591072892	-0.006030862156559321	0.01381533683812528	0.054450725693165974	-0.11206320770901845	0.2305428508316199	-0.12717130820098674	-0.15605886459970097
FFAR3	Coupled	-	Not-coupled	-	Free fatty acid receptors	classA	-0.025254207298557527	-0.0008192068470267121	0.15294582035459012	-0.04240912319706068	0.07690074516255566	-0.1455823668824642	0.07344044636026205	-0.1794401453203921	-0.10152368412668805	-0.08647294709141053	-0.11404443824984765	-0.3864845474425897	-0.5215226260617225	0.10310829868060234	0.054390389653164034	-0.3796411973020784	-0.07239220581206966	-0.030388705537131935	-0.05054724716945516	-0.21784652817799868	-0.32190418749719746	-0.22327373265043926	0.1478214185283801	-0.12996463037298395	-0.08745445331694333	0.23198012534550821	-0.5083180430378998	-0.2621418280229226	0.18301580304645443	-0.08388760926748741	0.11694758443304233	0.33986674902584835	0.27836276040543134	-0.227910914566206	-0.11006892369750872	0.06938640228644292	0.42387439506884234	-0.006432714944638046	-0.3514186559612555	0.12205670672546182	-0.1591247167557871	-0.07900149544509973	0.14488900463014737	0.09942900002951811	-0.04237836239110887	-0.07316141883321381	0.145594209047334	-0.2396971750643741	-0.14689543589757909	0.02956866988713318	-0.2406075820699475	-0.022985890074139263	0.047972617816128944	-0.40081424788004716	0.48180107206335954	-0.25370597169426257	-0.14838273444211839	0.2921717743183332	-0.26270177419831786	-0.24484650282894307	-0.24005644356133354	0.251813344571457	-0.2747060061572857	0.5143527239389024	-0.04004734399147579	0.04000521000521884	-0.17984474912504944	0.022039494651364438	-0.02067324914068218	0.1424494283310384
FFAR4	Not-coupled	-	-	-	Free fatty acid receptors	classA	0.14245239900406767	-0.09217319591778153	-0.1156733150358251	-0.12041443565656845	0.47103558113586935	-0.1675926336585762	-0.018266315511740544	-0.022039077273157345	-0.06998519283183423	0.11844447510976533	0.07150619959665187	0.21610315979433936	-0.12758236392455477	-0.037849565978480756	-0.23629303906603058	0.11866190755765757	0.27869377617387475	-0.049770658681125866	-0.13586747030067384	0.21260542173686844	0.02445672547488458	0.14110899987096057	-0.29033500738193463	0.15521622925261652	0.08899499565309509	-0.03163942295316712	0.05845509324951949	0.28858094602487766	0.05222165320188686	-0.20347127664612608	-0.2703280891938446	-0.04867876253985216	0.38822714828252225	0.4381297445127728	0.47959924523787995	-0.17795236862101504	0.22161872377378536	-0.1318556632424654	0.2013082940594907	0.13864721550419568	-0.05682835060101314	-0.08856664776908876	-0.06349891974571102	-0.02357925388648029	-0.20629458051530333	-0.07070144328011191	-0.023253217767336895	-0.15202475423257428	-0.20486326653516448	-0.22984010861702625	-0.033994875680357375	0.08597748312402798	0.3377591893262288	-0.004248652412862858	0.18082835171417957	-0.09443324516967967	-0.09609908449128524	-0.28195002395080093	-0.11743513956281307	-0.10343252911012898	-0.30087388014626837	-0.12372255842022356	0.08855961087944814	0.15681003615412548	-0.22864579243544497	-0.057445171620335425	0.010620886026763171	0.04967485548892869	-0.18041603500198686	0.027807252513363023
FPR1	Coupled	-	-	-	Formylpeptide receptors	classA	-0.016414873884800747	-0.24682916192792057	-0.07675822060804478	-0.22167288546471833	0.2805686787867417	-0.116128733158409	0.2974005682552651	-0.11391241468612413	-0.2055762082535655	0.20966684561027493	-0.5077441356161286	0.1434822481650697	-0.20204651190559722	0.006512239171485043	-0.3404156207865048	0.10934647039000758	0.1500306816694826	-0.13003191244325335	-0.06603672607725486	0.13683848614509542	0.08938516952563928	-0.04660807056731761	-0.2656897906719703	0.2600988274331392	0.2432833773422714	-0.21259636085901634	-0.012405718091902685	0.16536633308306473	0.11568037230558834	-0.1406905427942029	-0.4596200376473614	-0.10288660466716767	0.20670570225660428	0.6391240040206134	0.10421438704321496	-0.10963714587411684	0.41638373306592297	-0.1142250480961691	0.12587028181676835	0.18053634216073178	0.009357702642117063	0.2011261298502321	-0.019375378411968812	0.005415716505322414	-0.041632622795946414	-0.04262645917599177	-0.01533571544623755	0.13588740937147875	0.031880680962079876	-0.351560792621438	-0.06613594900985668	-0.09419039938059391	0.20216626100477775	-0.15165292535279204	0.1750888305098202	-0.13272248882877893	-0.06446206692710339	-0.19060763004056375	-0.00854199295877107	-0.035731065720344096	-0.1788847473005882	-0.05221488465723383	-0.1083191015950686	0.24651607327460265	-0.12873938380279226	0.03833596993372323	0.030382306587143127	0.08227023596751055	0.09425505973276742	0.10278994733012298
FPR2	Coupled	-	-	-	Leukotriene receptors	classA	0.25356133451528606	-0.1827214401925648	-0.020573093972315357	-0.007078237466899898	0.06660647081282205	-0.051591488432263494	-0.2711257414630318	0.06743303497602339	0.10166299928672068	0.4719243616392548	-0.08063562012192314	-0.29741163559626455	0.20206003678099294	0.022960918925279503	0.04827420426183795	0.10615898551080048	-0.28839781770145007	-0.14007706688308177	-0.1011343246496039	0.36869406496265617	-0.2981081040741753	0.08804953277834374	0.18770752693766743	0.21204279817551355	-0.09479826451918699	-0.07404590320466171	0.05195521792013478	0.05067563502780951	-0.17155932240361935	-0.21214664770389283	-0.06614088984268314	0.30567865420459334	0.16285044763892026	-0.07758730996550567	-0.12282642871097023	0.010534607025654837	0.3941158870416604	-0.4218961334144689	0.34589740829924004	-0.05525051981552332	0.4353740434412846	-0.2830054451315738	0.180805753004587	-0.18165968019703166	-0.036858159553308456	0.38191311595970484	-0.16632821862072483	0.08731441235474811	0.17702576348182944	0.040491292392504756	-0.13062340047978369	-0.09239930991140075	-0.4008507107292658	0.21228103989672586	0.1799301151684442	0.252400280354414	0.16967284144374653	0.158732633774873	-0.24960101124580283	-0.04458247145259608	-0.27837137719313304	0.036904566565055495	-0.009827912744719105	-0.1636790103316663	-0.026511855494655102	-0.13779657637279485	0.02068668291778051	0.0643790107229345	0.09378476976874915	-0.3185397387327083
GALR1	Coupled	-	-	-	Galanin receptors	classA	0.002473918904889883	0.09905891040012868	0.05425896572079078	-0.13950006467139395	-0.007733449583433421	-0.3111022732925322	0.15486296333720917	-0.04946673042036558	0.5298412071790474	0.22952542890303423	0.11745849291890446	0.04112602712985575	-0.08354743740784101	-0.017102335680972944	-0.23798434529913445	-0.07172541107217624	-0.17299902513345053	-0.003507492760078934	-0.09075563632943216	-0.2974467408784519	-0.27071021420314834	-0.11501676723880443	0.3349359214447406	-0.04056226157697335	0.15811685944853787	0.3053037668724667	0.3048075959989961	-0.045101403974115	0.06651959494820996	-0.0179650872586513	-0.2296272705048931	0.07113274850936459	0.011743902317007445	0.028608779945121135	-0.08159946067783413	-0.0760781488008744	-0.09670123858839161	0.2251152128418573	-0.2570250508150521	0.20262499325988778	-0.111129563990775	-0.35231582463250893	-0.012149607541682622	0.07776718070054736	-0.01290100483279646	-0.13622204067616717	-0.019014305550748883	0.06710151428236029	-0.1484263996223251	0.06184137450203292	0.028077340967209978	-0.2348687660930232	-0.11375032237162619	-0.30927025961248505	-0.1700061820615037	-0.028173130795634917	0.0178254118977764	-0.0797722633573313	-0.006491143891327674	-0.10488392380911903	0.012432851866564024	0.16974297021813545	0.041259984619971754	-0.3132124179596996	-0.04033884446406481	-0.06753651946897332	0.051727489301920455	0.01814100644630435	-0.05143852397200539	-0.07191852640346487
GALR2	Coupled	-	-	-	Galanin receptors	classA	0.4265344608378996	0.02081782850083188	0.22187837952893977	0.05975272207176673	-0.3846679755905757	0.10668432719251042	0.2447590875301045	-0.4185201459908787	0.42653794633629066	-0.07832665436560651	0.07283464466193065	-0.07504136236840672	0.12080354861290929	0.1997231998476555	-0.07697323389491031	-0.1407078720894065	-0.14794398993375557	-0.41051358984029895	-0.1459425449972029	-0.3961338952507811	-0.40906392910057693	0.19658266412025935	-0.04845773259035119	-0.2991201048595445	-0.2692104934572704	-0.2758089794813472	0.3833602328297494	0.013434220547557526	0.4004966550980376	0.15301045304505084	-0.34327514824059424	-0.02134343197644604	0.1101720879136091	0.1324092838285001	0.2218068591308641	-0.10964917075850072	0.11265907553304998	-0.10348035266923761	0.07475635260649283	0.1763476830376046	-0.14417284155578614	-0.41205032912736284	-0.02569641558548116	-0.09426111212807634	0.15557695492225262	-0.05103786099082096	-0.17334830634597875	-0.32262372907449033	-0.0744403369740682	-0.10200126194588549	-0.3127176928245439	0.27434189660466646	0.166228229488217	0.11699531258845895	0.04750460875333877	-0.07094389048429255	0.05712127312352389	-0.29839512620611985	0.008411753230925707	0.022001015915143557	0.047050604983490896	0.42561265564686224	-0.20399899230146665	-0.4002788131772192	0.0029464422886462853	-0.08941298367908909	0.01814275582716177	-0.22334356303891995	0.35756776458448336	-0.0390576360329221
GALR3	Coupled	-	-	-	Galanin receptors	classA	0.08014633102084105	-0.19989422275235974	-0.010413336414545218	-0.0806906813505586	-0.15087348205110881	0.016350068515258956	0.1302385054608414	0.1782906956963583	0.16744630422921866	-0.36387998750920664	0.3657021743631326	0.01175593382795525	-0.13810835112453296	0.002821863237607177	-0.10879308461453426	0.09658255783030806	-0.1651523110435239	0.27440237919172283	0.1801274074992921	0.3300652788424323	-0.09088237445017781	-0.13390901752449125	0.03721158582862876	0.26550655251502453	-0.14289085295785098	-0.023114152929787746	0.04560708817758442	-0.05611482429440932	-0.009513828130532725	-0.21284307490560125	0.03557170503108642	-0.07696597373900946	0.15841621660924532	-0.06499454697989006	0.051842094875072936	-0.44850247588480324	0.29996043952987084	0.024082177603486396	0.26924780739977994	0.23937221416715404	0.3362569316701813	0.22924696064133326	0.18424796753468456	0.07388299883917941	0.5676295458098737	-0.002250247290143035	-0.1309539514714532	-0.24334957422627612	0.09328655489290724	0.12827304013087298	-0.04087778547074147	-0.3107997743557275	-0.14204917048976176	-0.16722807201377096	-0.19461070412716214	-0.029604633752598863	0.09459189499998835	-0.05243387366241461	0.08855550150057098	0.049489309210096415	0.18815240172363473	0.1415599762605913	0.02973512992324002	0.309211922361503	-0.0004409642262847679	-0.02658929678310159	-0.009674380313962833	-0.04828424012865856	0.20803640130955564	0.26060489754657135
GHSR	Coupled	-	Coupled	-	Ghrelin receptor	classA	0.08754613375489056	0.3166869253104844	0.5768289703344692	0.28289938640199963	0.07917001018076508	0.09692905906052202	0.13481170876161733	-0.15040214767816693	0.05323950007411646	-0.033384005807557335	-0.0560878075567091	-0.00417454122508321	0.07953089162317213	0.23716591043014673	-0.2640685955135776	-0.25505624435738794	0.15299505503818778	0.2007547134089364	0.22710284643137396	0.47501748784629005	0.16040874272131767	-0.01041507443908719	-0.06723113509294566	-0.23487233553544976	0.07322055055025431	0.1857897050165324	0.2512090504216987	0.008188496481130726	-0.08746227307747341	-0.1299201713003227	-0.19635290263086283	0.011773746169449388	0.06263117548959111	0.0014241673577045529	-0.0688846353240468	-0.050968678594147165	-0.1692425277608529	-0.3759181412294318	-0.17269665173677562	-0.1696546954898318	-0.3225703226618674	-0.04400074724775486	0.03988538349023583	0.009315699216295643	0.056711085144239205	0.1355286698003258	0.06403722183319181	0.1620598995623314	0.12913691175151604	-0.2567803810937463	-0.017872599879255692	0.07973775527604844	-0.009274191055881205	0.1874287106854287	-0.1026147077350884	-0.3183186087138728	-0.05259715498719831	0.3095170117909849	-0.0018162520504551073	0.5467056159920873	-0.18567276472343147	-0.1771256491943686	-0.25551845093934156	0.0035827385396886274	0.18372659620111706	0.06980168942882536	-0.03909692005577454	0.004734003736297129	-0.29042652951436115	0.27024479402324636
GIPR	Not-coupled	-	Coupled	-	Glucagon receptor family	classB	-0.16731918227116505	-0.1951544565526854	0.26155747924318407	-0.1622323642700924	-0.1067136104566371	0.3403250258739655	0.4564994311959901	-0.16222908335001396	-0.21086645480162414	0.23991715135358907	-0.2973105308944203	0.3177039195425803	0.4892993567634553	-0.03213167464332789	0.468413492041014	-0.15719486421745535	-0.4398886215188116	0.00655062440266049	-0.009168187036873065	-0.3452698782053488	-0.1735075107004395	0.23515084723627377	-0.11438774130829274	0.002955781068114834	-0.3604299948122335	0.26939887627328873	0.09344369918563637	-0.1614122517610524	0.09561962418000898	-0.3047745619368798	-0.27411839903056173	0.08158800399198372	-0.10555477620829004	0.07355693517862902	-0.07966142795705111	-0.012043331804525425	0.4140131788068254	0.3141265223287775	0.12866920226987583	-0.36414612255712686	0.16838765557131477	-0.04074448405277789	-0.128698955135414	0.505974333060873	-0.3673674450294257	0.2668882820053315	-0.24992461503276914	-0.045988917325179526	-0.05347282360723267	0.4387065034066926	0.08510832404186454	0.18214593993949338	-0.21534497097105978	-0.1595553169427322	-0.011468542949485402	0.3256942619721936	-0.20535974556586212	0.09941469644591848	0.04429421302880162	0.41888207274843847	-0.06869132478969951	-0.27461677016514496	-0.21487664878135826	0.2532490966209519	-0.4814094051123021	-0.11889450908304594	0.0735585791755351	0.2293480382316109	-0.051179303770900395	0.0328801147608163
GNRHR	Coupled	-	Not-coupled	-	Gonadotrophin-releasing hormone receptors	classA	0.056844027651938765	-0.13233134067550206	-0.017212957109419835	-0.19546985594323651	0.26194082678536146	-0.011996776214680812	-0.1888211679908827	-0.026815844082793357	0.14065712747856685	-0.1781046527572692	-0.19757362955068003	0.0913534656497844	-0.05074302216304027	0.12301462320888597	-0.33712881182717025	0.04481098253836973	-0.18856458006993895	0.2535025659631847	-0.2407924515082562	0.08409668448927295	-0.26153758847653813	0.4297034877276926	-0.05425432913367257	-0.019137717019209303	-0.0751327740459664	0.004176935895763012	0.05619204658192704	-0.041116241261568674	0.10665455200643152	0.09612383246940524	0.1712145355183904	-0.2554959778335799	0.030981471713770147	-0.08354082840283468	-0.03217359301818951	0.03449813189158032	-0.12251863736844507	0.2930864350124029	0.3448281167014211	0.29718362518354025	0.15756392455434765	-0.08447388914156048	0.06939665997923493	0.18542495173559892	0.07428735894443948	-0.21826682568858097	0.2460540754015854	0.16460324408407617	0.11555758969935097	0.5043826668283693	0.3482190481438225	-0.1883540002277433	0.061823250998430404	0.15920422673375642	0.021190509785688216	0.027950391400369017	0.1502119258388167	0.0445305648957189	-0.1311819468728255	0.14254096867293103	-0.11701734278600605	-0.025840722942627098	0.21842202676455966	-0.08659680745468769	0.14457179803491996	-0.11458367988570078	-0.031055890810113618	-0.19796358838443287	-0.16477798032924684	0.1997387891749593
GPR17	Coupled	-	-	-	Class A Orphans	classA	-0.043187070907836085	-0.14193674159267705	-0.3512985466147194	0.05191513496399388	-0.05768185048156476	-0.20967950051740541	-0.15272925150144032	-0.1899899884381239	-0.3291865637234324	0.03523065791296479	0.1025495048135052	-0.16836713224393798	0.2651556455036655	0.12763777327630213	-0.08379096587921936	-0.46395156380538993	0.09576968964911156	-0.32197029462597804	0.21251562346892247	0.0963367890157848	0.353132010805016	-0.3649966253373053	0.36248082014992267	-0.07380398448983817	0.2213656452916696	0.08524596783872024	0.11793973269893433	-0.283086454958135	-0.04682630971615606	-0.03296870480927299	-0.07842677122378407	-0.06961658262170572	0.012995733755782843	-0.25877568843172694	-0.02315801955609194	-0.023439553876591412	0.05681599335277987	0.036310732732859036	0.3426555569012527	-0.2825325548617234	-0.23835933784396332	-0.13833874326910048	0.24970651663245125	-0.17194139521996074	0.23030926708564586	0.17768492693902638	0.114089517193459	0.13417047930434828	-0.01372970928097301	0.19185537063821836	-0.1730343516341453	0.18976412472394588	0.20210581376754166	0.17193166296849485	-0.07370270965858113	-0.030420198608522825	0.037100268540113564	0.11949520998198689	0.014314367737212052	0.12031491478202033	-0.2411032961071782	0.12348426124186344	0.20783829376014595	-0.0033001435377501115	0.08773157457454861	-0.22981898569193598	0.02267658706956767	0.10862975643442487	0.055817718792694315	-0.10223140740651995
GPR34	Coupled	-	-	-	Class A Orphans	classA	0.16087967778145074	-0.012945131778448018	-0.011578128235578654	-0.2790234985972231	-0.035760389121647584	-0.05087467261480188	0.4944907001757124	-0.22033896966848418	0.23869482124661784	0.18799066994300223	0.16112871485153873	0.4314707464834773	0.15888636234665562	-0.2796516076777206	-0.21496774945297153	0.1805980646078344	0.38496843781902157	-0.05699493410336967	-0.2537893610390191	0.0022573035890054087	0.19877533434419217	0.2602020909253544	-0.012768371183022426	0.10153884424867791	0.10578458433420662	-0.05317772492065832	0.21942670080339507	-0.3379104406154179	-0.12913264347863537	0.2207478422933464	0.4661305920229646	0.10450415293670212	0.17951344665308416	-0.05087698239356399	-0.07082348572245291	0.17766568067023686	-0.08810853690439406	-0.37780613961200243	-0.37503061758634293	-0.03118335347386211	0.2696351384639676	-0.06670740382784458	0.2983001785964461	-0.2843329839328031	-0.1638825630141661	-0.07694244975328178	0.2397183992772713	0.2535764650816538	0.1636797575137664	-0.07766349733382635	-0.0696275344254881	0.09889386891943375	-0.06119160287278599	-0.17422855317410849	0.27598817214119364	0.41872610566976376	-0.24499791424000625	-0.18156693081293676	0.07848671366762919	0.04914956856051953	0.22829366956883634	0.01608421453903078	-0.12595038137952388	0.08981732336526094	-0.05316857553834981	-0.22213686085762588	-0.13955461178890544	-0.11292963023166497	0.20836974709825906	-0.0253671063938928
GPR35	-	-	-	-	NA	classA	-0.07773840155553878	-0.35490119927435565	0.08249122748473908	-0.18637109771305432	-0.08151057111208905	0.08189269674433203	-0.16954436958022223	-0.3273513281502046	-0.25200059170178335	-0.31753291770056136	-0.2299161359766123	-0.08346961541404786	0.12318093801274559	0.011513634827833533	0.16761827170403124	-0.029421363229843202	0.24068603288101048	0.0839107471189005	-0.1251716639227995	-0.185034738712464	0.24204270757260027	-0.3256621578055468	0.12603053496141114	0.09954481154369274	-0.09164358730270522	0.05778958959650048	0.13085928878283676	0.09464834254902776	0.14040681299909924	0.05456742194820872	0.01145510282844709	0.3961389017786939	-0.1628866798666734	-0.1661839658316025	0.14194122415935084	0.02602810412614033	-0.07882477803209385	0.013801495849995394	-0.20894184653035883	0.08960624429677387	0.30074861513021356	0.11309008108163228	0.1939778523035553	-0.25784283503341326	0.07677117702628364	0.45566706787575206	0.08767848824630559	0.054461691408661604	-0.13755538575448203	-0.09945494735293109	0.07010028319447932	-0.14010306173961962	-0.17525956416587085	0.0653671055428494	0.2999809485914519	-0.09403211399062825	0.38731140088261	-0.26519803067025316	0.07367026637651462	-0.21312159023774901	0.09494068931981792	-0.21221174953352126	0.17230431506915403	0.0530147025806558	-0.2995669630348653	-0.13178850187308627	-0.24919685353240142	-0.04694471187351247	0.08246029339450431	-0.014526701472284857
GPR55	Not-coupled	-	-	-	GPR18, GPR55 and GPR119	classA	-0.3251050338994464	0.1697633502968546	0.2142122832044931	0.21028784703268708	0.21977298019153527	0.11547977547566873	-0.14862299011895458	-0.039726996109078275	-0.21304237312767893	-0.03660263732023913	-0.1791231331417362	-0.24339621272173578	-0.04454113946564728	-0.0012551675751653116	0.08345865430707443	0.21297411268918365	0.360124585393179	0.32451048557311085	-0.3102849530797514	-0.4633153531868068	-0.03103225788440726	-0.08773606087435316	-0.057613927975799444	0.2267556434189262	0.32826950915469394	0.25537509068046926	0.05827022276987578	0.26464430798201927	-0.20488685360113823	-0.2915935279780713	0.07957121136487849	0.1996370154360889	0.12081992641139327	0.048009250616003106	0.1994104280911276	0.12988221265759148	-0.14020009313720952	0.291333777283457	-0.18909137860974465	-0.27489850226126367	-0.14238492931550353	0.09259078781099682	0.06321838757795063	0.04357578420605618	0.0914251421102485	0.1390620184515157	-0.5432529429245189	0.10952176591869556	0.24941890994352414	0.39047751463183666	-0.01177986739392994	0.02554834424691099	0.25466054250267844	-0.017566506596327466	-0.26574330427429665	0.2091411883272601	0.12679700029684815	-0.19740672750802907	-0.3636977023592625	-0.0008969826834046604	-0.03968195099588649	0.5090806553691755	0.16189603907371516	-0.026054429293341112	0.20406085814400837	-0.10650287585552834	-0.08858229359017392	0.13974958538619375	0.35414241469608726	0.04723708633391259
