Gene	IUPHAR	Shedding	ebBRET	STRING	Family	Class	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23
ADRA2C	Not-coupled	Not-coupled	Coupled	-	Adrenoceptors	classA	-0.3078639432889526	-0.08311882391146408	-0.055247431865581786	0.23854362640405746	-0.04745789952794652	0.021801305571203685	0.25090384702283536	-0.21679055206206443	0.14481143078356865	0.057537576748116506	-0.25185224083825203	0.17594208565412256	-0.031914103056192966	-0.2253204846009492	0.07202811433481948	-0.25050788002137353	-0.2179399365831334	0.40765838128855797	0.25543328503746154	0.35020287722393434	0.003529451358284666	0.11110800725390461	-0.2312666271705143
ADRB1	Not-coupled	Not-coupled	Coupled	-	Adrenoceptors	classA	-0.29540283429390546	-0.11600799648937993	-0.1165722011976213	0.3963731688298406	-0.05568506584924195	-0.23323365073147054	0.11976259603908138	0.03839520405509562	0.07395259682299771	0.06750253154651745	-0.2193214411296899	0.12746351610214324	0.14827834284005437	-6.601647562022718e-05	-0.022319431986264213	-0.12143589314735866	-0.1313832047949056	0.022507340765671402	0.295755801172228	0.44303680499148096	0.03871002910067056	-0.00807085515036897	-0.15093896056690304
ADRB2	Not-coupled	Not-coupled	Coupled	-	Adrenoceptors	classA	-0.24755470292285928	-0.13186039554858991	-0.06984507906572297	0.4161936221778791	0.07063029797509318	0.10165830135056292	0.1406599102807615	-0.27140170501249467	0.0017914338873651603	-0.050083810540639324	0.22890322229554036	0.05024329815058946	0.11275785855293795	-0.23089284207733382	-0.01463730971144397	-0.041658973713795705	-0.13021555509882662	0.3980926711185461	0.24778138471129135	0.33372516884161674	0.11579906280702193	0.1873641058485948	-0.2570059379139221
ADRB3	Not-coupled	Not-coupled	-	-	Adrenoceptors	classA	0.3650065029617168	-0.2578782320372054	-0.2377556165170169	0.05555778515594826	-0.09027559635937896	-0.15004920845664063	0.11550289224057057	0.10237728659891296	-0.15887563490315185	-0.024902136514477428	0.09044757486937864	-0.10382706627129266	-0.1269336920001421	0.1366092517285117	-0.14746309378104125	-0.0610994339169657	0.009437859040799388	-0.17862904558643913	-0.01933437188273968	-0.013812199539423278	-0.01704717263735883	0.003597950264192852	0.09311600654248914
AGTR1	Coupled	Coupled	Coupled	-	Angiotensin receptors	classA	0.26824716634135026	-0.2828632230173567	-0.21998156762875415	-0.03512418547255795	-0.11790786806908204	-0.14148164349848436	0.024737340016312524	0.1987808842582206	-0.3720669127822768	-0.11284803848157404	0.08050062814964445	0.019391560196480594	-0.12154691947822796	0.11697898958279783	-0.052384649550642585	-0.37290467018769635	-0.019246221798331232	-0.07484069936296815	0.10670857549292366	-0.006487732353500318	-0.10906210857468601	0.016615603616100195	0.05165196699555059
APLNR	Not-coupled	Not-coupled	Coupled	-	Apelin receptor	classA	-0.034089865230458365	0.05321053492112265	0.35034209964436586	0.019129565399366485	0.38021583687904204	-0.005822964403718809	0.42125336146020986	0.38379242767404365	-0.09285908820141874	-0.10216596331780115	0.002445828707858133	0.11882839105162567	-0.08980729219819929	0.313821042444454	0.16113500279738668	0.045574871683599014	0.006504407587465768	-0.1788759175606234	-0.02941134393660075	0.044379275783312355	-0.15985261747829158	0.4267552011968832	-0.11653999871399845
AVPR1A	Coupled	Not-coupled	Coupled	-	Vasopressin and oxytocin receptors	classA	-0.0727767236739809	0.05871497913719747	0.2608066554365597	0.12627253432827082	0.286516882125491	0.06718102471277976	0.11352964657155538	0.27445505564348405	0.1336595889317276	0.007062782346271112	0.07675584549525229	0.11389843933401747	-0.04359001519666343	0.37262859155244676	0.22052057014922485	0.021918915803467255	-0.015889698497734566	-0.07073820370509631	-0.06323295370451637	-0.026579662887781578	-0.04845678049958053	0.47123768004291416	-0.08553956004097493
AVPR1B	Coupled	Not-coupled	-	-	Vasopressin and oxytocin receptors	classA	-0.014551737055229623	0.06962658632905895	0.16168455688746994	0.0025384739060642157	0.04060153946924229	0.1709732106738441	0.33978454660611535	0.21961687761260823	0.14871447664298063	0.02790049374280856	0.22042845876601927	-0.061356045047038885	0.024194233648443995	0.17316882819931562	0.16889146468495303	0.09814661149781069	0.01449806410971983	-0.021621317697313826	-0.004786017191501941	0.06434622054251392	-0.022718976355451163	0.6346450993391364	-0.15783200565982614
AVPR2	Not-coupled	Not-coupled	-	-	Vasopressin and oxytocin receptors	classA	0.27895779706095736	-0.17504733545838552	-0.2050988930847478	-0.07272233646960218	0.1230520403090625	0.04084723731551347	-0.015095377772368001	0.27864002954868033	-0.06138439161969987	-0.03446489125422484	-0.0682079062692412	-0.33431136649882853	-0.15103020228761088	-0.004819106792625595	-0.11872642812798728	-0.09519133864927001	0.006010813237733204	-0.1103431658746605	0.04692496552823096	0.08206109220571806	0.192464324784398	0.05659632145008041	0.04109848991582456
BDKRB1	Coupled	Coupled	Not-coupled	-	Bradykinin receptors	classA	0.18437207163717614	-0.07791237467333646	-0.18053319130751105	0.06060995558879584	0.23157515696439054	0.0010578898654867424	-0.037054385014255294	0.24142662697447148	-0.2688858290291449	-0.07987367598800411	0.18433765094597912	-0.24016666676176862	-0.29513345951243725	-0.08209792951479422	-0.07205623415371597	-0.14177331778589472	-0.11676414055419852	-0.3069946360027009	0.16138566003969973	0.024754223329712884	0.032586515062237045	0.06105805028651498	0.05645371937683872
BDKRB2	Coupled	Coupled	Coupled	-	Bradykinin receptors	classA	-0.05230428145690895	-0.18946508167598652	0.09059736763070493	-0.056787415951996996	0.01875884932657963	-0.037177824921230514	-0.2952649570540956	-0.1674801902380047	0.049866985033044875	-0.11973326445224967	-0.1308794596530983	-0.03766211471540618	0.08692773206919054	0.12973400284742925	0.3054267937776941	0.22714058659005168	0.09674394214819575	-0.16764236427128074	0.002348505728644464	-0.04340568643255825	-0.2989568087501895	0.015050569095580762	-0.018410021364394513
CCKAR	Coupled	Coupled	Coupled	-	Cholecystokinin receptors	classA	-0.0812326961473648	-0.14471217379857965	0.05978064385119436	-0.0018328767139408543	0.09605080968788463	0.12865530318937032	-0.4026723413118143	-0.2511049129548346	0.06374078016226234	-0.03984753162469454	-0.05081600237359859	0.007413616842228536	-0.0362977598066971	0.06703330228666775	0.3539419646775105	0.1467486844011848	0.06854153604362401	0.015824794316099962	-0.013828116891310471	-0.12285590131017211	-0.2054034885052831	0.0914667553802143	-0.09181999335372162
CCKBR	Coupled	Coupled	-	-	Cholecystokinin receptors	classA	-0.25962183240758524	-0.21203138974539495	0.03970414952996577	-0.25344220844120774	0.3855360181924371	0.0865305738119105	-3.6474195843053362e-06	-0.18415705077610667	-0.03388556839593679	0.5381342635251908	-0.1294003913921699	-0.21690283190286086	0.26047117416192317	0.21794283184888402	0.013405406264002257	-0.15035048166951415	-0.25521200498923596	0.18828832409307525	0.049218686945563174	0.12839710092073103	0.039561714934646414	-0.13212836082050997	-0.15284160691167448
CHRM1	Coupled	Not-coupled	Coupled	-	Acetylcholine receptors (muscarinic)	classA	-0.28680342283014415	-0.15079254185815474	-0.07441356425937538	-0.3811932786303653	-0.1576703946241261	0.017488429357557046	0.3304666293108185	-0.18961396676242584	-0.21496021700498405	0.5992564608722875	0.06592026061741982	0.003467589169931073	0.2263392405065018	0.273330742737417	0.01109212576737208	0.13438880178487053	-0.26493408517436634	-0.05398447643689477	0.031867675141981626	0.30712789273244595	-0.10548550655613907	-0.20043196191334844	-0.051415361784419834
CHRM2	Coupled	Not-coupled	Coupled	-	Acetylcholine receptors (muscarinic)	classA	-0.39356808087157696	0.0013865429126352444	0.06909967705640337	-0.13316876772752667	0.14125024943127698	0.06168040986558727	0.0773009004281694	-0.12254344946860697	0.04966577063051765	0.5633504058094694	-0.03209684118893534	-0.11477263246678758	-0.05984413458604105	0.28161695179140983	0.13793794516055097	-0.06835505194652017	-0.2684139378803915	-0.20884516064450617	-0.0778746906616532	0.1007636859276275	-0.10132613059691928	-0.27134356272414534	-0.21529345141114548
CHRM3	Coupled	Coupled	Coupled	-	Acetylcholine receptors (muscarinic)	classA	-0.28805918452820994	-0.14591422349825506	-0.04359046988374744	-0.24978146321250663	-0.09384212972902557	0.16008349834804347	0.24762847621013737	-0.2503243197994153	-0.12589379351460397	0.5579643883451715	0.12700382069283986	-0.13996480153512256	0.2362323940100438	0.1659185223530632	0.045284803740753214	0.08565809612441132	-0.26248041389069604	0.016259204141070332	-0.022782308876624857	0.1982564554345804	-0.020898663067202134	-0.14960274543254132	-0.09069961989995232
CHRM4	Not-coupled	Not-coupled	Coupled	-	Acetylcholine receptors (muscarinic)	classA	-0.36494593074577286	-0.02223181108616872	-0.03861184608843932	-0.2156963397467645	0.007362174544530093	0.13047785014685528	-0.027197488749222978	-0.058664138124965015	-0.105972704777852	0.5776863373917953	0.12851121275972952	-0.19252174753948745	0.0654940624110315	0.3596055967402245	0.09262473791560608	0.03329046746461379	-0.287385338908424	-0.10786479750422297	-0.09764204772311964	0.16167668087594234	0.07807926989311191	-0.21749751346672888	-0.17049356574027172
CHRM5	Coupled	Coupled	-	-	Acetylcholine receptors (muscarinic)	classA	-0.4396598676471163	0.2556694374114776	-0.16034314621363635	0.04043614477368053	-0.35777737643305185	0.1733331459177563	0.11729653873815854	0.011920126765363205	0.06911333400307139	0.022323749749625747	0.2258141855705814	0.11444724901847014	-0.3347942430447745	-0.22465754097873356	-0.0486170770198651	0.2535487814287238	0.037638957793918466	-0.33488399959302745	0.0409343841839789	0.04110515855463892	0.1598926693780837	-0.044443588634799885	-0.13908133482302498
CNR1	Not-coupled	Not-coupled	Coupled	-	Cannabinoid receptors	classA	-0.33711366548250826	0.10894692874975064	-0.0733193316848602	-0.08433811570551318	0.03747924876033737	0.14913979184218815	-0.26679689666644957	0.12287327249787856	-0.003755769503541756	0.07357004682197225	-0.23365259876946182	0.057484063223813074	-0.14273722395584565	-0.023405889537161207	-0.2453966038054355	0.028298296579460723	0.22298153128198814	0.029844466087312338	0.1740182302694746	-0.08058791001512974	0.24395404468290646	0.03733086986841148	-0.23081218598937603
CNR2	Not-coupled	Not-coupled	Coupled	-	Cannabinoid receptors	classA	0.48705694083294226	0.089888541158385	0.05059955817598312	-0.025396324079901892	-0.25090313175893864	-0.005306319116224011	0.14874529294815447	0.005204574671193011	-0.1222302917847937	-0.1161550383339269	-0.14896428454181282	0.13187546958620172	0.11248807635639765	0.04406355877307712	-0.10962447034607074	0.044895338657480896	-0.05378434097448078	-0.03234215875513434	-0.03886475359822011	0.03925964887785795	-0.03071054361243886	-0.049765295497082106	-0.0284110705509965
CYSLTR1	Coupled	Coupled	Coupled	-	Leukotriene receptors	classA	0.44533281034850436	0.06344114211383402	0.08010872071254116	0.0447462200793726	-0.05117537709887398	0.020321454022988305	-0.010668303878535698	-0.009336082560829965	0.20741973063169464	0.022717540174807007	-0.023873685852557773	0.06797102185289433	-0.031083647752952668	-0.0326110190119585	-0.11056812499399324	0.07555332167698194	-0.07869529484493745	-0.041559943187411526	0.01607211735892836	-0.04027411589828762	0.04983360523637335	-0.03935087178096766	-0.05946892905086257
CYSLTR2	Coupled	Not-coupled	Coupled	-	Leukotriene receptors	classA	-0.3261895938781735	-0.04142855928625321	-0.10987005733474578	0.3688437720863696	-0.18211358696537477	-0.14354086205652966	0.09162744759331394	0.12782712090764753	-0.09268714318360942	-0.27480904261190775	-0.018693221639360366	0.04574501817728037	0.1264683460307594	0.1161096018842673	0.015044257418964582	-0.20074032268724704	-0.14204190303006298	-0.0626099320363631	0.17233445253105786	0.33166812395239387	0.1574876761783531	-0.024368747973470956	-0.031225322325078905
DRD1	Not-coupled	Not-coupled	Coupled	-	Dopamine receptors	classA	-0.2912726261723539	-0.09829687651175482	0.2170210173088735	0.03318055270142757	-0.393567521788532	0.09952367800322953	0.18107512146687071	0.1063475029036072	-0.11924556017459728	-0.07563586594158515	0.16618985879448106	-0.11001266752936527	0.0687644730640836	0.21844025506448653	-0.0875104237635291	0.2481582078705663	-0.12607119850324025	-0.11515848854429674	-0.23666438503125511	-0.42502588299046645	-0.26346025319168576	-0.1832025271276126	0.03716868346971003
DRD2	Not-coupled	Not-coupled	Coupled	-	Dopamine receptors	classA	-0.23072051346424988	-0.16143452116463305	0.23310404567580095	0.13907061666872833	-0.20092301080316208	0.16799071445633304	0.08240976211885287	0.16696351052481634	-0.17849270457685476	-0.15532763140311714	0.2841326227768006	-0.18447750700645582	0.13740480065786517	0.16219704774291557	-0.132410837021711	0.22004131250742265	-0.057578113354897646	-0.05616283517593935	-0.28275320372187246	-0.4322046445844282	-0.1396954907396867	-0.12693906621671586	0.05767531570099583
DRD3	Not-coupled	Not-coupled	-	-	Dopamine receptors	classA	-0.14846211631141895	-0.2241845396002333	0.1129678627315319	-0.14058585919464375	-0.4208534850032577	0.3733294460260226	0.5267706278677349	-0.04522609825783649	-0.33419213301845513	-0.25338377174787446	0.48229792619116285	0.19273392073850976	0.08734553877339624	-0.41812278171484774	-0.09790801199535216	0.19830382780689138	-0.1334778794136977	0.6494399799080055	-0.0413996592689691	0.14262339304761054	-0.27419720215984295	0.15003050954561087	0.24491963121132745
DRD4	Not-coupled	Not-coupled	-	-	Dopamine receptors	classA	-0.3470914148244634	-0.0076263480283338585	-0.041115428530356636	0.5123475602756813	-0.016179200380841183	-0.02211709285822411	0.011051963726927624	0.14426387433273544	-0.1826298994304569	-0.25877096087236917	-0.2448263578480515	-0.05526271846936104	0.00910092391181977	-0.015455463360963612	0.05213410072167619	-0.30361403639382384	-0.12200561834555823	-0.12371134580832162	0.13363347352621502	0.3584095230323969	0.18231527600523068	-0.04909773190336175	-0.09916335808669653
DRD5	Not-coupled	Not-coupled	Coupled	-	Dopamine receptors	classA	0.05500963913964956	0.0015849155222314604	-0.04596707636624581	0.010256392716420626	-0.43894481497891047	0.19788282910560673	0.09794044380741	0.07330378177737892	0.12135449630153725	0.02416286212448606	0.19308594191691827	-0.2162479708495909	-0.01580528184714063	-0.18162740578607542	0.4369274838691347	-0.2862971893336636	0.13887756482053157	-0.14904101450251475	0.5420172506925764	-0.08320327042731061	0.0944184719645958	-0.165140243011982	0.2643676147463118
EDNRA	Coupled	Coupled	Coupled	-	Endothelin receptors	classA	0.0050449000626352335	0.03892155592060444	0.06803877318079841	0.014719914517282301	-0.17022685828156023	0.3584456117993299	-0.10547390637327976	0.19186491367896316	0.06493073919832089	0.184205982908312	0.05845453338913517	-0.27541446642717077	-0.2054574653355854	-0.2116911913042992	0.4155280734669415	-0.26917698254708056	0.042916790897730574	-0.027272092485274495	0.5366980674889219	-0.20128728488051695	0.31356481335690656	-0.07900239685898047	0.24489326721471086
EDNRB	Coupled	Coupled	-	-	Endothelin receptors	classA	0.20822008239359655	0.36111380460110737	0.2534202213404191	0.3591308267497942	0.1220604929383694	0.1955888147013388	-0.2045155445740953	-0.056323375848851456	0.18239638370983932	0.25434492270946507	0.35764169756363423	0.01772358740694341	-0.18593956445300372	-0.3218970713311714	0.04603858870994377	-0.006501460029765387	-0.18363512082930666	-0.21231011807143832	-0.014834635760735336	-0.11102585064416846	-0.1883589795686478	-0.1331114441197918	-0.0016806900036462034
F2R	-	Coupled	Coupled	-	NA	classA	0.25548794961477606	0.32177776053881885	0.2295394775779347	0.03639843353771499	0.16269571010637487	0.1714539401789563	-0.003223057800745361	-0.1521414232491335	0.3114852603013008	-0.04740504615233552	0.23799192278103892	0.0656902566793189	-0.05185929081075078	-0.1372826594330385	0.06478704993695361	-0.14077394090234802	-0.1487374008684381	-0.12546413339210058	0.1580855401036216	-0.30709798210746625	0.037121941720199864	-0.11571349604187907	0.1217288936260512
F2RL1	-	Coupled	Coupled	-	NA	classA	0.28401447829798127	0.29676604449739247	0.23692334756903946	0.499294065102301	-0.2520212877827269	0.2532528709245755	-0.04512349138013077	-0.36289207441286225	0.2702683251968581	0.3531686068454728	0.23047004400270862	-0.20358752287774787	-0.1392584124906382	-0.41733522994963496	-0.09061283309105264	0.16636597949170745	-0.19425097650813694	-0.20769299477403902	-0.05567329479425014	0.00897598490759835	-0.17944753772546665	-0.017786225952144078	0.06755736363733
F2RL2	-	Coupled	-	-	NA	classA	0.24920650169242867	0.256672544203166	0.2502107610829434	0.4268770255417912	0.28141590710143394	0.3217408222903149	-0.27447385391696927	-0.2852745874401982	-0.05377924069172199	0.15972129769055818	0.3591301380810269	-0.009595466375854123	-0.15549684398243435	-0.27495260941700816	-0.05919416404835988	-0.00716228485901118	-0.10329141428724395	0.1781737674172101	0.02870030493423097	-0.08544596965551249	-0.3869286480899144	0.07015729884335477	-0.03089146634917265
F2RL3	-	Not-coupled	-	-	NA	classA	0.2690702205346056	0.1376037809381458	-0.013771870733744787	0.28300716643647217	-0.11356693322872666	0.14204934663971677	-0.4630542938898694	-0.025198272533521787	0.15030563289793625	0.19642185055237474	0.033404874546981086	-0.3893290854375885	-0.0029202877665836327	0.12981097870113892	-0.29346605199030057	-0.07329507928230525	0.1443622740634877	0.215502483992569	-0.2718617443312956	0.36969822456295853	-0.28891050047517786	0.10116029112423905	0.24451471425770313
FFAR1	Coupled	Not-coupled	-	-	Free fatty acid receptors	classA	0.2880378010352949	0.282111779321931	0.12219745775952108	0.04453306419810939	0.1803872746146653	-0.05956683513966373	-0.3153782575549592	0.18032855284696403	0.30808807094594814	0.04525733014588021	0.024731635077939868	0.10986148488987217	0.21582454508149496	0.2467089861376377	-0.14256518298109613	-0.03254880700480424	0.11988553597254582	0.2828543114314365	-0.20877872054043844	0.2407910746250134	-0.24949665916600886	-0.14643632046770053	0.1812105654911373
FFAR2	Coupled	Coupled	Not-coupled	-	Free fatty acid receptors	classA	0.24299989801677155	0.27945547142167965	0.0856090255362627	-0.0004004847853484195	0.3520958578938247	-0.016542665241597972	-0.4225994779519008	0.20131810830383443	0.18977843066866695	0.024500293666812507	0.16754497100280172	0.13457649262916674	0.04165589260315785	0.21931673616405806	-0.22606689885816397	-0.004799768966281995	0.00988740418261328	0.24149837526557527	-0.05129222116132353	0.20166273415437938	-0.31878244280856877	-0.09403221902118755	0.2377519676216445
FFAR3	Not-coupled	Not-coupled	Not-coupled	-	Free fatty acid receptors	classA	0.007588819720708368	-0.03623532142842439	-0.21214497498954019	0.08071605239629841	0.260553823399501	0.06098232428447733	-0.4424392633968157	0.19929941002056087	0.3360816709698026	-0.03608907738688769	-0.07845498403175882	-0.3692525023898187	-0.10468982195607432	-0.07704002867894447	0.025389858376114845	-0.002260003893468738	0.08225389149105843	-0.2232572068764258	0.0509887438221733	0.19995900630934674	0.0881870435076555	0.266430071217973	0.03907036288556167
FFAR4	Coupled	Not-coupled	-	-	Free fatty acid receptors	classA	0.3195413117520735	-0.17169687096697292	-0.2826950077528539	0.17155206783345264	-0.055150765049263875	-0.2016739160319344	0.006348074874818614	-0.12382964787399495	-0.18069816838354308	0.03753544981210514	-0.1285586719162092	-0.2377321651296089	-0.20723712663563792	0.13358081992707493	-0.2372752716223258	-0.1311159342615791	0.08730319448569777	-0.1200161751728706	-0.08369759462836583	0.2473843790415151	-0.37734938165464127	-0.0021035872776101437	0.200375734978687
FPR1	Not-coupled	Not-coupled	-	-	Formylpeptide receptors	classA	0.33735124059601107	-0.17124379667306186	-0.28440553688042386	0.21610559783650463	-0.06604334820501388	-0.1341787519018621	-0.047378424571558095	-0.08660751103586861	-0.21854689467833682	0.047374189275097914	-0.1492312412814028	-0.235223928412592	-0.18241010526483623	0.15793375181293362	-0.2065125392620003	-0.14906906116145788	0.07030933029549685	-0.12941524727596	-0.04754968629089318	0.18527415047394502	-0.2683673179442718	0.00870010029957307	0.22312882004594245
FPR2	Coupled	Not-coupled	-	-	Leukotriene receptors	classA	0.2759113715237267	-0.39945105737352465	0.11026809181504194	-0.1901551004287242	-0.12607762366976993	-0.1110500303250572	-0.05387562970998339	-0.05417986814118122	-0.32433288152094525	0.03600733940404545	0.21057955615682275	0.044103333239950346	0.07406534276927083	0.06298778872507142	0.036639713472844074	0.15524892309406013	0.05524829053549443	0.04049555273356818	0.07991992319765195	-0.16118212484376263	0.006835636476574884	0.24139495661141314	0.010561410363834895
GALR1	Not-coupled	Not-coupled	-	-	Galanin receptors	classA	0.16829423363358034	-0.28713816269787046	0.047502790731526204	-0.14821523675496992	-0.1358305111229954	-0.026104615075750105	-0.2602625621166488	0.12539893754878365	-0.2985150682195475	-0.05198012930444558	0.2836221678916289	0.2841742914883249	-0.02564516377410985	0.2674073233405896	0.14865968762985426	0.10561632627767144	0.09901476093563494	0.23232621792753583	0.06042392635384815	-0.20191337963429454	0.13066024193518605	0.06591270095357159	0.04242207353662088
GALR2	Coupled	Coupled	-	-	Galanin receptors	classA	0.205810258745832	-0.2990276198522351	-0.14282551870831112	-0.2681593533823543	-0.3475149277791183	0.10432374388745916	-0.07145861191878373	0.06012950114852889	-0.21302744718492442	0.029138823961327807	0.5203754364645766	0.19303182036803423	0.020166877794419426	0.15276271488683107	0.10733232672625255	0.10804327220112683	0.08272437960558977	0.42021652749629523	-0.06679045299582985	-0.03180192607881316	0.147078779502967	0.2232384573309198	0.037007030014848924
GALR3	Not-coupled	Not-coupled	-	-	Galanin receptors	classA	0.18404281723181284	-0.25287405837093685	0.004026850477198254	-0.20765238161943475	0.16938483898422257	0.28378736011505895	0.24700113904630847	0.1843042703753685	0.08927848685429686	-0.38306683692899607	-0.08606707413074238	-0.23583291685229849	0.23163948657581784	-0.16806696901005272	0.30849276834788614	0.2770512163373359	0.4347945618457525	0.06122484663587495	-0.16698135940386485	0.268979182347112	-0.16791633922215687	-0.3490601603528472	-0.29044417048164234
GHSR	Coupled	Coupled	Coupled	-	Ghrelin receptor	classA	-0.03420477975173776	0.22360778781777874	-0.16270418354955532	0.02461562100970367	0.0705435104698525	0.13258203414518843	-0.13482870108409506	-0.06294009656999201	-0.11882034604701286	-0.0327095460609666	0.10951211522273743	-0.06795733711460643	-0.023764491878831485	-0.0003864177504937353	0.11557515135520995	0.024482873683041275	-0.33101015204533485	0.2678852685956184	-0.007129900480387854	-0.008022725857992498	0.11751108444888964	-0.01492890684960732	0.007676602608187003
