Gene	IUPHAR	Shedding	ebBRET	STRING	Family	Class	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23	PC24	PC25	PC26	PC27	PC28	PC29	PC30	PC31	PC32	PC33	PC34	PC35	PC36	PC37
ADRA2C	Not-coupled	Not-coupled	Coupled	-	Adrenoceptors	classA	-0.1647997122708567	-0.2974609649149261	0.1463680011624641	0.1517303816750849	0.18332867585208992	0.07862567782915006	0.19263206621665546	-0.06931799413115525	-0.05018824976477049	0.24202662474233055	-0.018023008519797677	0.36953898221118925	0.19944375406115963	0.09378636309195652	0.41486952899976753	-0.2781524921072397	0.1343303232474187	-0.20943393477488004	-0.4071030812379573	0.3499064925103108	0.3864935470954472	0.37140407411962906	-0.04215721018568563	0.0040094638448592	0.2710042345528873	-0.12921542467871666	0.25918879413593005	-0.1633946894544875	0.09984875640348592	-0.09911360665340097	-0.22191719786539343	-0.2620379879432154	0.18854394470297883	0.03452801634905889	0.06071874847416296	-0.017433930672434084	-0.09327982244806501
ADRB1	Not-coupled	Not-coupled	Coupled	-	Adrenoceptors	classA	-0.16912953334035788	-0.26970180192759974	0.1530755121309331	-0.15695062740209814	0.4471590208959253	-0.4066116532116821	0.13740904624898512	-0.2528590982512012	-0.06660390561157604	0.07573163789469553	0.29140728869179877	0.14289492983697996	0.03923965382586096	0.012041469805412073	0.3439577228483826	-0.0566568435690392	0.24058607881896957	-0.06627374041485018	-0.20581804361855735	0.21055616047472014	0.19316195400006278	0.09512576787412813	0.13858913203615145	0.12699086112486166	-0.16386423019135862	-0.2552804368441966	0.14342617233290653	-0.08376598532517895	-0.32656560581864696	-0.1389830429393419	-0.021544139613585027	0.2111268933065203	0.012119345251988439	-0.08366384249490744	-0.1500026976138159	-0.07737718472863356	-0.12013836216657776
ADRB2	Not-coupled	Not-coupled	Coupled	-	Adrenoceptors	classA	-0.17496937321741327	-0.3076998675539345	-0.12437017511506836	0.14915900072456265	0.14419002160771546	-0.18199394636923216	0.2414121791855255	0.20681947671059894	0.028462476613691865	-0.26098908464660525	0.07734282307058808	0.029857689220635947	-0.19204555627903	-0.1940281950528141	0.13114948118362643	-0.2891158106684331	-0.0440615563779478	-0.07038798682062569	-0.24804762927722449	0.28833406913126375	-0.022920190650775243	0.38899491167736855	0.03388119757088171	0.16447315313002278	0.2207053108117592	-0.0512107829891959	0.5089266694550718	-0.1149118167743725	0.13046735595442663	-0.021797697465582647	-0.4134620942913359	0.14483556172275147	0.014393800584518746	-0.05811126444760956	-0.030855707293888493	-0.26451967427655493	0.03945083189536652
ADRB3	Not-coupled	Not-coupled	-	-	Adrenoceptors	classA	0.16613707714872586	-0.07812559110761388	-0.16184686229160924	-0.14710849103982152	0.12384258251893698	-0.06185287022490297	-0.1467341346559232	-0.2136821260900531	0.015048664752524274	-0.2960706960963379	-0.2269355554254897	-0.05564926693608482	-0.021623378888362632	0.14320257609710327	-0.24487664968344672	-0.1999594885397817	0.10031782622636114	-0.15045157322669978	-0.07801678394121729	-0.011221132536763923	-0.23583199742315203	0.08605193356225593	-0.2876805911348531	0.15694235817838953	-0.08605075772161667	0.2633456213883563	-0.06601330720893878	0.09037076772223074	0.10165994147528089	0.07444412845837689	-0.21808469984259057	-0.25263558326431856	-0.18741757523685668	-0.11808813676188025	0.11151634650989914	-0.14841776148816616	0.10392507189796726
AGTR1	Not-coupled	Not-coupled	Coupled	-	Angiotensin receptors	classA	0.19151905674832917	-0.14040924954165476	-0.07081441068715782	-0.09606328925977099	0.12192589181633348	0.052555510706802144	-0.138747123627543	-0.44238910828526656	0.36515144928876736	0.08909525475261809	0.1460416735730716	0.28498151163361063	0.08631627569837877	0.3252264086941989	-0.0623790945098891	-0.27788539985078753	0.2234853872704218	-0.10261337156314007	-0.04063255190908217	-0.03500556274688605	-0.10067729036687624	-0.3350137417564146	-0.20564569132281033	0.3633528197678123	-0.06304587723424664	0.037460325659668614	-0.13304294983218942	0.29466439711568837	0.12945149436431327	0.27811507074881914	0.051652639190304224	-0.02285046476204218	0.026129147403955968	-0.06864359299952864	0.10584537313701266	0.017345619923685256	0.02548483867914347
APLNR	Not-coupled	Not-coupled	Coupled	-	Apelin receptor	classA	0.3804736343315078	0.06830100584531759	0.16141737883625767	-0.10654239170538299	-0.2403146045033503	-0.057478629818008775	0.3824969486122592	0.015977653804461714	-0.08364581396578548	-0.4068709709306896	0.29216657570713944	0.16652023472517166	-0.09966540835523915	-0.2843702167067957	0.24527535404713502	0.012179330039793074	0.041871476603183494	0.3591656229717492	-0.018244283117042886	-0.13280481117828333	0.11707132643871827	-0.30680544825929534	-0.22878684532040264	0.09620536957822771	-0.16227317023956345	-0.36287719573759136	-0.39293011764751445	0.1721255732025617	-0.07842971049912033	0.029331498120138088	-0.06542023735355809	0.025908568243652366	0.10201871024907094	-0.10655813484047603	-0.0130882807969222	0.0037726963650208966	-0.02865563226980322
AVPR1A	Not-coupled	Not-coupled	Coupled	-	Vasopressin and oxytocin receptors	classA	0.401204854116929	0.09596211643163813	0.11220055665003426	0.05210520550826324	-0.19865972419137115	-0.11497152543424802	0.418604944586366	0.14150050821290217	0.17558048113255253	-0.11844276342486497	0.04325047193127235	-0.06113053414575069	-0.00029139329848376514	-0.1528962753418372	0.09379723745577327	-0.13963463128011566	0.12447349247655967	0.5085657285966925	-0.0526127775146983	-0.13096454993611933	0.0584228887170879	0.13319752900921	-0.2925276173870873	-0.0041583584496292314	-0.10046224957445879	-0.2597078003977598	-0.27349938434331056	-0.03178102231220384	0.05280362646889588	-0.10483790141466287	-0.10004152121825426	-0.11656348443376739	0.03236050297454739	-0.040747633035504556	-0.10333472188294171	-0.13625652840092944	-0.01756183563179565
AVPR1B	Not-coupled	Not-coupled	-	-	Vasopressin and oxytocin receptors	classA	0.3804051538896464	0.13298246112943218	0.038411561558062475	-0.15014438278238293	-0.27785597861335143	-0.27849661026557815	0.427125982994326	0.226264010452325	-0.022063693755425145	-0.12684273497185536	0.18943595369047922	-0.004375896649251699	-0.01522584090302651	-0.35421431471617526	0.2712443792918836	-0.020790931325912136	0.0002592980456722992	0.4755966716185753	-0.08044624098170326	-0.025614683610410364	-0.12503805934876833	0.16339563151423256	-0.06211604539232504	0.03880496048918831	0.26432829804136904	-0.11715571349529252	-0.413119040772931	0.19138639588127773	0.12052159699500259	-0.005554165330570363	-0.10883076567590473	-0.004641560671174733	0.1142111093085318	-0.18572318189023454	0.02135314519772104	-0.09982089464676687	0.02070016605055598
AVPR2	Not-coupled	Not-coupled	-	-	Vasopressin and oxytocin receptors	classA	0.12608477279785754	0.0136653917401611	-0.16672049107644057	-0.12009413750057926	-0.12782267799256386	-0.394585864431974	-0.1903341816879573	-0.3851068632610371	-0.11410986044211019	-0.2390446973436577	-0.09403190899904187	-0.11483559259161481	0.16216720227707623	0.21579561639587874	-0.15455292982251306	-0.19470153067851334	-0.20886932071087963	0.022561369494594266	0.13529568398323444	0.04924911180629146	0.2127280026085233	0.002840903663407047	-0.2438032660977874	0.2537560488245814	0.04064242498042077	0.107373001223324	-0.018730590064749728	0.09621517606674976	-0.08254972809376887	0.17477289870042234	-0.022075029428872288	-0.009366237450780943	-0.1456871624277894	-0.25582728265839116	0.023493523768435293	-0.14882245728997398	0.206237997326373
BDKRB1	Not-coupled	Coupled	Not-coupled	-	Bradykinin receptors	classA	0.14389345200232762	0.12777855318197098	0.07660115389202529	-0.0525475428488465	0.18727045864124423	-0.29551023546682986	0.04418602875909359	-0.34551786631129366	0.14988981097398626	-0.09475439385910932	-0.003333442452814728	-0.01976226589097394	-0.02534406174388469	0.4682652098244536	0.017991470546815116	0.012901155921495754	-0.1745992240386332	0.07517820174599817	0.40801237881254454	0.25666471503100846	-0.18827035637242698	-0.10966764890612912	-0.1406961762009575	0.10382838033857136	-0.0899984980683362	0.017812270836749355	-0.02689118819996676	-0.10014224905883173	-0.1852253346135368	0.012768470514749844	-0.12818763607476324	0.02236801090055092	-0.07557834795814196	-0.25139771560143964	-0.09715776081115153	-0.18630202828705367	-0.02621499510574342
BDKRB2	Not-coupled	Coupled	Coupled	-	Bradykinin receptors	classA	0.12815518352295507	-0.2012303848735775	0.0056889119568191895	0.005380159363866695	-0.22882319626361236	0.421428407503915	-0.10248969241034034	0.04441990148084165	0.021736068872399844	-0.28310946818417476	0.08728316731020525	0.14349537805655666	-0.14649071135195071	0.37907265426275716	0.07106993323517559	-0.2671162134903574	0.08949121891139161	0.11313614404770676	-0.09247544889770343	-0.23174745956242596	-0.1117599771290325	-0.04868950010339625	-0.1623647726042329	-0.29977083495098394	-0.12928909570149535	0.0354353119345861	0.06179338842738779	-0.08908075695178605	-0.10067873132496914	0.08367848071660167	-0.008195894008092884	-0.1454132227831709	0.057115748640490814	0.27426416685047955	0.10380435628639613	0.420472629324877	0.1419885001962494
CCKAR	Not-coupled	Coupled	Coupled	-	Cholecystokinin receptors	classA	0.18105195072139024	-0.10659656862421976	0.0024216214513285996	0.27350921324363414	-0.4301810316102318	0.38299587214775843	-0.048911386097320826	0.2966564173259861	0.09973148983539444	-0.14523606686629048	-0.0995380870660038	0.16295500253888323	-0.15331053198368227	0.3357044864493287	-0.01102219457604446	-0.2762976499840803	-0.05580238129659247	0.2131403342338155	0.055531139015747334	-0.13517480308307928	-0.47552919583790243	0.042218212895455874	-0.1297153319980051	-0.36815554206136153	-0.04365998865414396	0.035565606102890515	0.12640376902112255	-0.08522541381000713	0.06356586936776244	0.07491896100413567	-0.1805345788328896	-0.11373734454337085	0.004522963833885545	0.20571067841537172	-0.18934242385076336	0.28992819818169835	0.08042072319949044
CCKBR	Not-coupled	Coupled	-	-	Cholecystokinin receptors	classA	-0.08093004555594152	-0.4018134314956004	0.18855312064283705	0.1566370828379317	0.5228553605788394	0.15093020104586577	-0.1838223359088748	0.10396051965338404	-0.3429641796821975	-0.2753194415555944	0.09142287192282754	0.18534373134009444	-0.03222203906569555	0.3110610860407028	-0.19270148278483024	0.12703444445767212	-0.07108869523541823	0.04717403542909799	-0.015804494226267264	-0.13459174553223524	0.26891579778799235	0.1941864101538416	0.19570174967804949	0.4930304797404363	0.07394286465572818	-0.12828152635470647	-0.10116820498306026	-0.16430626576820642	0.0218754509148298	0.00924999993512867	0.06658268623408503	-0.04681994819836946	0.23563112902496397	0.017611755143084284	0.04839073863139096	0.20413771731362823	-0.19830876763644492
CHRM1	Not-coupled	Not-coupled	Coupled	-	Acetylcholine receptors (muscarinic)	classA	-0.13164295636505438	-0.2553348018945545	0.4407702280240195	-0.13884963398277453	0.03728678434689074	-0.011437116859459055	0.10357242781984725	0.33251501343071027	-0.06269897004709711	-0.17871640273069975	0.25195139168195757	-0.1818092565889122	0.002162269474048357	0.0180035673441793	-0.25100564538935427	0.05843837733078327	0.11514485561126699	-0.0487257795287284	-0.12138654982623831	0.36376929121082024	-0.2986714551957198	-0.024082456242415506	0.33222039965811395	0.3116554833280176	0.14803463552612997	0.08852825440624436	-0.3373260973278859	-0.29100182117739126	-0.05074197602965762	0.04800223170860631	-0.23061974741541966	0.10728048362512632	0.04200596229602888	0.029824655910367235	0.10469220475813912	0.34603519449470843	0.10338900944866387
CHRM2	Not-coupled	Not-coupled	Coupled	-	Acetylcholine receptors (muscarinic)	classA	-0.14157339139811814	-0.10862947167215398	0.6577266950056851	-0.004705494191198213	0.0171024141536072	0.004924628994889545	-0.1849933427362751	-0.24656021500086675	0.05232345230505735	-0.1215515641485578	0.1203467989702416	-0.0642992414861935	0.25659291200610107	0.16475415035102553	-0.24085155675638395	0.08886915375044309	0.09671712707160268	0.12366717180859028	0.1977994095974744	0.23692795429946867	0.32894671770712697	-0.02508763534540704	0.008092860263358632	0.045090867124667984	-0.08414396082514439	0.11846886049924975	-0.16057429148503777	-0.17275387101212653	0.22410866505761312	-0.0002942625427948096	-0.07856565971089155	0.021875407625414633	0.39001397849414265	0.13893230065015877	-0.12953332548003973	0.20644799155521673	0.05882095204829145
CHRM3	Not-coupled	Not-coupled	Coupled	-	Acetylcholine receptors (muscarinic)	classA	-0.10048077743561558	-0.2737273720698432	0.36290833530169925	-0.028728824008024543	0.20932541885224368	-0.14552305542018767	-0.031165852620640706	0.3161832104159206	-0.2510412525402272	-0.07110042785212813	0.0923359645264192	-0.22819223568902286	0.04264079509314376	-0.24461186638760837	-0.2978039229561258	0.11374785196794708	0.026004181769557995	0.029789525463470502	-0.0635257653696707	0.11000165396425941	-0.03967334262673396	0.13463987476365677	0.15110483179254366	0.19866527169896356	0.17054519992938258	0.06817767814823088	-0.13084400487866296	-0.40324696180467823	0.05444415776186952	0.32052720031301835	-0.23251256442413618	-0.07725564067923636	0.057384293201311526	0.1298520212686719	0.2533034016057462	0.29644936881212636	0.14538523272257936
CHRM4	Not-coupled	Not-coupled	Coupled	-	Acetylcholine receptors (muscarinic)	classA	-0.09742323303097629	-0.12362575026673221	0.557013021236207	0.08408439062087379	0.22970634632381437	0.14477499293652724	-0.04728411745900636	0.036301299724346245	-0.031095954276265807	-0.17383616146714875	0.1606744478663397	-0.19581414113455686	-0.06982546731276572	0.0830902246628373	-0.4233597967071104	0.13202393483489988	0.08541334642746184	0.15870254067942702	-0.04656319212633267	0.02398800204356379	0.1046985972731824	0.041383631146886486	0.34263921698974387	0.29074344459117	0.0028368029804119615	0.14255929596092534	-0.09572550927961095	-0.1565202861231684	0.028603183367242085	0.19774550567440896	-0.02952705525819388	-0.09111417325580937	0.29697597173350027	0.0632112468712502	-0.08903030317818002	0.1551360460169091	0.020803414306173055
CHRM5	Not-coupled	Not-coupled	-	-	Acetylcholine receptors (muscarinic)	classA	-0.3395456491824602	0.38216332421111693	0.42651290387044244	0.10513467126525483	-0.2962588158341418	0.12257785651982495	0.06465652046613184	-0.16000037343162693	-0.3747486968983155	0.17445316469626185	0.3651757933717407	-0.350066612705155	-0.24074418472454706	0.048346001871779926	0.018399993407089872	0.302456538194768	-0.013278772046126383	0.018741159643699937	0.22694389079729643	0.12551584260505672	0.1452419039860444	-0.21621391521626443	0.15961561379876135	-0.3089048160169374	-0.014437935638697564	0.6725219513167651	-0.17477734298136888	0.14624337584815703	0.05450730145903674	-0.19477852062762663	-0.025894736050206354	-0.2451037571508888	-0.01013662116946612	-0.40148771832299085	-0.10038702763537675	-0.19000924415747497	-0.07917049040537956
CNR1	Not-coupled	Coupled	Coupled	-	Cannabinoid receptors	classA	-0.3541755262609361	0.11604633465478932	-0.14197103974254258	0.2721825116003983	-0.23640554787008208	0.21598973587254824	-0.09241326417975157	-0.32376191195989423	-0.2907845475330558	0.13456332113103078	0.3661097830573247	0.0856233716722516	0.0761055831008751	0.19037481330047135	0.09761208803540669	0.2773408804653822	-0.0903704117034515	-0.004021060306824458	0.0069460388374414685	-0.37771334167495657	0.20261224010437828	0.049991678745858366	0.13584682782083257	-0.0005475978264231193	-0.023374530094299576	0.10849455651781974	-0.17292741627343014	-0.10048052120789416	-0.2333355865157142	-0.07866502805177866	0.12621776936752357	-0.025037257491865385	0.11615015067510057	-0.0960174108888616	-0.11991328557127014	-0.1253236414169905	-0.2212970713878163
CNR2	Not-coupled	Not-coupled	Coupled	-	Cannabinoid receptors	classA	0.13877290307080184	0.06013847175187641	-0.19975082886909853	-0.3496681315967198	0.0830434993403231	0.33681998882695563	0.17695760177938588	-0.2094199376498221	0.01652275482837706	-0.07384168228031311	-0.026936682308045103	0.07259407115107301	0.02152776464798151	-0.09609612601222182	-0.06095523675880266	0.0793709737765676	0.13773052733196536	-0.24081646808955892	-0.34780400555465496	-0.27333258823394246	0.1284105619443643	-0.10878472901923962	-0.07031978961034167	-0.06863706137936401	0.029870019809520764	-0.1445845152483914	0.07083122204350484	-0.11549109135224445	-0.06436774217245499	0.06980657161666722	-0.2181604988357779	-0.05834595886982647	0.03035867594672691	0.08676546570524164	-0.1157191425786583	0.1478525434741114	0.023024298096974583
CYSLTR1	Not-coupled	Not-coupled	Coupled	-	Leukotriene receptors	classA	0.11403089890651062	0.15720403260841884	-0.17647032283385009	-0.19261715644615066	0.13754378760082356	0.2861571752893506	0.055138793762916465	-0.1398201240548145	-0.05590870719929025	-0.2330781544830065	-0.12825570191512783	0.023348975760406964	-0.0015442456304181557	0.0035678368747465586	-0.24593655198714662	-0.05738840407823475	-0.09515094486513945	-0.16986065806300696	-0.11344836361281462	0.046167471227226434	0.09551624698593808	-0.0870247247116884	-0.22965693178230423	-0.05093157373639616	-0.011190148746461308	-0.08107404309164538	0.014628596280518845	-0.10007240240326878	0.02271099483112797	0.06927977823457013	-0.11563959935160967	0.11741470947427941	-0.03564467608984307	0.04467461059951486	-0.1644103606509352	-0.030735049603413233	0.014011348664582791
CYSLTR2	Not-coupled	Not-coupled	Coupled	-	Leukotriene receptors	classA	-0.16975929103173742	-0.07900318619955678	0.3360037633956424	-0.20067047475961147	-0.35046564994322116	0.46669092250499356	-0.1262070627238693	0.26536088628772264	0.14278161438050263	0.15070660742399325	0.24654566791926516	-0.09501924368416938	0.036316192508760246	-0.1713350441642749	0.14316156129602825	-0.09848309707774468	0.2571428798205683	0.0676806775526684	0.025553901205091607	0.16163365102430938	0.00493838285236006	0.07802537443006571	-0.11821869956457857	0.3233107416382261	-0.11750920346272456	-0.0029948161645927773	0.209003356359088	0.02732317316148938	-0.2303531983677068	0.2784497599943102	-0.21220194330786743	-0.05558546352536943	-0.08456575195992898	-0.15457282747903098	0.014479448786342766	-0.2519711203070382	0.08580331879260239
DRD1	Not-coupled	Not-coupled	Coupled	-	Dopamine receptors	classA	-0.16664317879909082	-0.2665861073829014	0.3552829236451035	-0.20731203379995344	-0.20899246092030271	-0.23731059907579632	0.21755963924322205	-0.17084097213706925	0.14421316022723132	0.2037265294872279	-0.15387132215341032	-0.18743834055583491	0.10967691496454299	-0.3660152736620442	-0.4675877863374425	-0.06103748714590685	0.0013530472349514123	0.1736061236724419	-0.41052451364190623	-0.23872942903741642	0.02193781430073755	-0.09926739061261113	-0.04206929970300411	-0.3467535643247637	-0.050745340745195634	-0.03215687593224187	0.06361919124274364	0.03227305120172615	0.166867780972097	0.06340505966227393	-0.027488329765845306	0.16713417964912244	-0.02995843928022672	0.01125210517309875	0.22480724603033253	0.10936773627217015	0.1166896093271189
DRD2	Not-coupled	Not-coupled	Coupled	-	Dopamine receptors	classA	-0.13021805859842475	-0.29954520870919615	0.1789803269329916	-0.14814010335560626	-0.12954006832398038	-0.24256625185446282	0.21304903015285748	0.0640427428129583	0.2646806340912263	0.2045726585499703	-0.10724979659847522	-0.2635162019951507	-0.34081551786247577	-0.3220941924801372	-0.38898544088716835	0.01414480307761055	-0.14118211339662293	0.16052432515008938	-0.1688577066179302	-0.3188607317839459	-0.24380143366204451	-0.1990112614268022	-0.13224301579905007	-0.17436197424428065	-0.050623315792374106	-0.2136605443992656	0.10752241598890297	0.07550670797071045	-0.029635913386310775	0.09213384200649141	0.06496888804766666	0.3828161586443644	-0.10121668321381336	0.03528572149340153	0.11042745880948775	-0.030086826384595082	0.06201026015985991
