Gene	IUPHAR	Shedding	ebBRET	STRING	Family	Class	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23	PC24	PC25	PC26	PC27	PC28	PC29	PC30	PC31	PC32	PC33	PC34	PC35	PC36	PC37	PC38	PC39	PC40	PC41	PC42	PC43	PC44	PC45	PC46
ADRA2C	-	-	Coupled	-	Adrenoceptors	classA	0.26927751728715693	-0.2689071042262008	-0.22094359986667747	-0.06184533261129297	0.23591248287249458	0.4736948372496477	-0.13161560849099174	0.381265419755791	-0.48589929339910476	-0.20546124471440172	0.0248365308855419	-0.008281181666093224	-0.3235122248486529	-0.12685060647105323	0.25521583259189173	0.015023111840983124	0.1435208945746275	0.004936944169113527	-0.11762403729955959	0.14889187670633028	0.013208849569888631	-0.27222174585267367	0.21341378510254946	-0.04065594646296384	0.2289540663683996	-0.12068536568463864	0.1377120110314395	0.04794658179514877	-0.16977184111630458	-0.15171906324799078	0.11864662923670945	0.07731613666032246	-0.12159278578714841	-0.2660626184932699	-0.26948880650262746	0.04885009499781451	0.2029276340615005	0.2683866274868453	-0.22559463284549788	-0.03927894046491762	-0.09883838624556211	-0.09897636750634684	0.1704056312221276	-0.19067696459781822	0.15302604342245152	-0.199951621722153
ADRB1	-	-	Coupled	Coupled	Adrenoceptors	classA	0.20311899867020305	0.23192766646634344	-0.05510617787242039	-0.4496094569328246	0.21652189044454787	-0.25409212573719675	0.18206306787075288	-0.05922897383984772	-0.045286786842378385	-0.05984974587764038	-0.1280485492924175	0.027065777423225607	0.07331080273567232	0.10274323959880492	0.2718701715432949	-0.26851600677616766	-0.20366735108000278	-0.10031895356111374	0.2977875802018292	0.09418747141633993	0.1282612622921641	0.18608716620089738	0.09575538028514323	0.07191267052507955	-0.12617972300991315	-0.06717669886637251	0.14624486197465514	-0.06966514303543749	0.10257957037614635	0.043905769410665166	0.13714204152224244	-0.2122787570677262	-0.06140634332865705	-0.45223574389490045	-0.0002844550676021134	0.19443626618948603	0.13422423632920455	-0.01749054686914891	-0.00897112991737196	0.0707833943174279	0.09103616575462695	0.09368743839009783	-0.06470115053391226	0.022384682483007137	-0.12857092530511177	-0.1040419599712455
ADRB2	-	-	Coupled	Not-coupled	Adrenoceptors	classA	0.5761505980278049	-0.06096644615161599	0.20876747905721765	0.07650044563879103	0.10237813957464117	-0.14584565506681257	-0.3045567399873522	-0.024113812659533992	-0.36837974237631355	0.04193666206404045	-0.06899118791759538	-0.22785368543746584	-0.08808652368398934	-0.23177143605488834	-0.011922924846383149	-0.06492095225571876	0.10521886447666376	0.13526509864417086	-0.08967955844219627	0.12403982161424165	-0.17253911034925437	0.08016578180175667	-0.2570351640215838	0.039646145648456116	0.3542855707080039	0.07053749877813316	0.047049652402408396	-0.13892614594563976	0.03368378789594901	0.08443624111193306	0.014966786248458085	-0.20136648015165978	0.06150856588460459	-0.33441014243878486	-0.10277776940921617	-0.3431347061545669	-0.16430951262953514	-0.004465587139654095	0.1704664446259037	-0.4198121128049697	0.0527534800720274	-0.2924479923903025	0.15080339842701584	-0.29467373172398387	0.06616857970555637	-0.05059730556741881
ADRB3	-	-	-	-	Adrenoceptors	classA	0.1163228150173179	0.08536166413931354	-0.030265880163553582	0.05384207875224641	-0.23103025227995383	0.31368354719988767	0.0736949873149759	-0.009844782391298991	-0.12726345091038563	-0.032880631643191605	0.03379961261785423	0.23607624236959673	0.02207999013381265	0.11457812535337374	0.05908522603899603	-0.02820911286893643	-0.09503111583581052	-0.02881951219450377	0.0031021404019355393	-0.021135024816171945	-0.051312994298146425	0.12832025687448523	0.012263719341930402	-0.11544997719115616	0.32684995449173426	-0.14548535088854989	-1.009886425812075e-05	-0.18250427566165248	-0.21296789308044814	-0.22340188090094557	-0.08335744428408254	-0.223916023084146	0.2396858426649502	0.24058005468449722	0.14142103532412587	-0.11932975372350671	-0.1638651135437812	0.006115328562719473	-0.12505009401697104	0.18542831339139826	-0.2267953341536961	-0.022477694389263267	0.05872903260366501	-0.10274001174498919	-0.15308914592487377	0.24635531264102228
AGTR1	-	-	Coupled	Coupled	Angiotensin receptors	classA	-0.013559848745739358	0.17131894637701636	0.027597369935416262	0.05240365231894292	-0.02448769760208934	0.057552985158478086	0.02527424131755186	-0.04508252789643365	0.12799112433950613	-0.008023921055123449	-0.23189786916948524	0.21963968751194865	-0.05139981472716945	-0.21898361842965536	0.08748677848271429	0.08938044467150641	0.14402313652463414	-0.08915553714911618	0.273595781342695	0.03739651700399683	-0.11752679484466888	-0.021356628427428408	0.004992409737995523	-0.1753036773161692	-0.2250249916197783	-0.10743503461236467	-0.14230196268476272	-0.03244289503565519	0.15550662523707648	-0.02757690302320951	-0.18064956484505376	-0.48212977773246707	0.24612629027682065	-0.19665078584590215	0.2821486318146327	0.13418747256405694	-0.0011828594852723601	0.3168664349098201	-0.19074257060428892	0.16529285730168544	0.5303873951023836	0.09882537003854974	-0.29538595233094106	-7.005766057044682e-06	0.07488070430756048	0.09582582633194522
APLNR	-	-	Coupled	Not-coupled	Apelin receptor	classA	-0.05442291211726675	0.30403571278603797	0.17918402685694998	0.14561292077908325	0.28658676966305563	-0.11800060110802621	-0.4911217913889038	-0.20291442984577945	0.08655948463567546	0.12228420077881287	-0.11127706654871256	0.06942172700461165	-0.28156250191596094	0.15686030076824142	-0.19779401075953143	-0.23466249778608897	0.1598870616569572	-0.20595133841556057	-0.03204853319315676	-0.0535867178187424	0.08628955869723653	0.0765402501266527	0.02231124942775924	-0.08317678753299618	-0.2795610768542875	0.33701458755063934	0.003357743308597573	0.09437772060440702	-0.09681171826090317	-0.035067431750218626	0.24422096764557644	0.035089463230765026	-0.16484409152610993	-0.0051364888173029005	0.05315761835135351	0.009497149025976839	-0.11783338036845031	-0.1351968734467159	-0.38728751233450576	-0.009553172202885948	0.2096068675116675	-0.21071891007924312	-0.01606396170430561	0.07276813534583944	-0.08975176438355506	-0.15627237172143324
AVPR1A	-	-	Coupled	-	Vasopressin and oxytocin receptors	classA	-0.09198508356481885	0.37517480620932303	0.021087902756033432	0.032625480803549295	0.1605306105247119	-0.1196281754559236	-0.3200032947500079	-0.3308705424755119	-0.27509050947226826	0.3198605746574813	0.24491939006769067	0.09133948325897817	-0.05191057799207639	0.06612465257218224	-0.15737765358046016	0.02612347522032174	-0.23086474584113859	0.05985408240385794	0.4574044135326773	-0.19742983352920532	0.30291283142574515	-0.2678497613489278	0.11392020317534875	0.09267549230364035	0.3122522975267416	-0.00808316696597891	-0.026930886466857856	-0.11111270953249103	0.06717468004913113	-0.11924960790683743	-0.2822942419241174	0.00896764680656775	0.2957111481058974	0.10222454783206002	0.10239174458426176	-0.3584251282555549	-0.07918717453965263	-0.2124315687028382	-0.09319519509937887	-0.22859828155433937	0.2844515287541072	-0.2363635496604177	-0.21187589325309625	-0.02375862011396008	-0.0828020752576086	-0.10738544731895198
AVPR1B	-	-	-	-	Vasopressin and oxytocin receptors	classA	-0.002645867758946314	0.053375406165682655	0.24003430562337522	0.1044625119364542	0.010559613002550691	0.02715136531226334	-0.27615263319816985	0.02547391087331669	0.025447350223730524	0.38833570332140543	0.17192002549533483	-0.051934184144299365	-0.4266906815289691	0.3599260083151266	0.11876309828699122	-0.0890607794641646	0.1323560625814918	-0.1925478012487502	-0.09375159370692361	0.29642444756855985	-0.10193448223569505	-0.10200827253234195	0.3029700347749797	0.3880581389862253	-0.16486567881687833	-0.06605428169518904	-0.20854558575787274	0.08475541087451294	-0.33383855397406337	0.05232159650836772	-0.4370832362254608	-0.15012137485662735	-0.10671028806111879	0.40570326950339497	-0.1111928331426739	-0.1396814774618321	-0.012431062452607809	-0.2320588948864923	0.019578367116911258	-0.19860481972454697	0.28698723242212454	-0.06069961311239846	0.07226354382504081	-0.32609879259691094	-0.059780482774642665	-0.17117456642510773
AVPR2	-	-	-	Not-coupled	Vasopressin and oxytocin receptors	classA	-0.2592319514036691	0.009294349552404593	-0.4916805606011232	-0.4511143264776246	-0.30956751044881264	-0.11236194830492073	-0.15240984548866712	-0.09674679203365791	0.05835725794473746	-0.29009090251439906	0.46433690527811516	0.026080000165986935	-0.08371841805017775	0.2964230289946315	-0.014780843495952163	-0.19443133805325696	0.31350697893372886	-0.024225847675085403	0.2194924765850509	-0.42992601762469035	-0.17635717127114744	0.05405870659488385	0.12077648868869628	-0.08179517454885943	0.32125882154856866	0.24046295749738614	-0.33115861078086956	0.06704537694122842	-0.3218254317276675	0.13080576492819698	0.14088070987034662	-0.1551366353284345	0.04910936097671197	-0.13712827444436682	-0.2511013534088521	0.12219382541385686	-0.1403788734487296	-0.09380306807736118	0.04286471054477983	0.03225492381569442	0.00541132016133713	0.07749159801202983	0.03609226194789149	0.17128058653334424	-0.19539027980991952	0.05192919187455607
BDKRB1	-	-	Not-coupled	-	Bradykinin receptors	classA	0.21382136837571555	-0.03955156934288112	0.11476741520908137	0.10872278460245173	0.05112253731286834	0.08955571655310977	-0.3909791166097131	0.4166538928268873	-0.20693869280878766	0.20776117297666113	-0.08370461509721142	0.05355055496849404	0.2797560811414873	-0.07951259771149854	0.20322172242875614	-0.1956399511641911	-0.1913201570975963	-0.19352029902481005	0.043047835440738175	-0.07303181595740907	-0.1671611104729513	0.48671410134546733	-0.3690032908410391	-0.0677388865278205	0.13327519090830925	0.26363552549209407	0.012845940346697856	0.192570312741777	0.09790877268172846	-0.06468813127193504	0.05765735493702674	-0.3990487479238914	-0.15505657987495308	-0.07132167228407306	-0.09307865632311661	0.20198771371139707	0.1490652931772951	-0.3405670270934929	0.19986516081346073	-0.06836482820612115	0.1374119184157813	0.08556318291063515	-0.3003139369640711	-0.015074714889775399	0.06711334803948	0.06726019567345397
BDKRB2	-	-	Coupled	-	Bradykinin receptors	classA	-0.15054850276456708	0.0002775858680000701	0.14733877376415136	-0.23709286504084612	0.22886960994726696	0.20116796478166601	-0.06373364107714807	0.16302400947938034	0.37800219464634977	-0.24773440722757517	-0.04577472971246032	-0.040244711924867706	0.2494427677201694	-0.05073157087678655	-0.2643819149630326	-0.09411323083586244	-0.09088089388102932	0.14412394357595412	-0.10364068402677132	0.13471398391670825	0.14728923190672463	0.026658600084095114	0.054767063659831035	0.17342834162382662	0.1587852063818715	-0.012492987710464988	0.09961507645133384	-0.4003199145030658	0.27154432378983484	0.0695532351921543	-0.22610347595712946	-0.06895986549236255	-0.4217106828240672	-0.056048269612736644	-0.0435848644813215	0.022595502874465725	0.043974127814415745	0.19031359894475014	-0.0029789217117422557	0.046002894294043875	0.23670173289926455	0.10539721926826262	-0.14088590385606162	0.08768949455467327	0.13677865612454532	0.14475222051759346
CCKAR	-	-	Coupled	-	Cholecystokinin receptors	classA	0.05970178030865872	0.0347500775670043	0.003308118838204774	0.19020708999707636	0.1652958870074931	-0.14118139377221123	0.07504040519940929	-0.03568907844109957	0.16301327783871136	0.21956500275876997	-0.013637918181060511	0.05095616562507613	0.0926374649462217	-0.2905638299883798	-0.2106849183783506	0.09066319120376337	-0.2624764003348855	-0.14535533838705253	0.06001732577564534	0.1386484878392871	0.16811840856906657	-0.40592063319977356	-0.25306273200278184	0.17255913256040734	0.03035117344015251	0.1217596421253184	0.1365969703137493	-0.08737906882636734	-0.2629103352760858	0.0240893666695892	-0.20001421628765573	0.39999689580496384	-0.2980499754384228	-0.044434667179134184	-0.18821219499532157	0.12004484493403739	-0.44289163213471205	-0.01456681678871126	-0.11498916958826778	-0.12874146846291296	-0.0243858139844864	0.011674065679085046	-0.16335580079312625	-0.23969311935305362	0.049626866884225795	0.051606642327139476
CCKBR	-	-	-	-	Cholecystokinin receptors	classA	-0.11810451128393114	0.37680145636388507	0.2118324807890659	0.3073090516177409	0.3503057871001826	0.10838230645857042	-0.32937266720430985	0.5174932232649089	-0.189958425529065	-0.43938804754180155	0.2715460614616673	0.05949055105894339	0.5456333640100438	-0.03550079647641192	-0.19057625988544794	0.1603558577333566	0.06708113462726843	-0.013730523263073644	0.15120330133771373	-0.16098216330042003	-0.2840482099529255	-0.08461795659874718	0.3491491112683828	-0.22323276322243188	0.2035963291975761	-0.07408467319267469	0.014196823113173012	0.5442804710377792	0.1998436881723255	-0.32435547057953124	-0.0723384022430217	0.22374997486147702	-0.026652848208924943	0.01324404201148719	0.07447216706884151	-0.1412931621214561	-0.08082319445839112	0.20199215791707792	-0.13126794038310904	0.12952648247682882	0.14073853730252994	-0.05844653771804953	-0.17772492519790295	-0.008504411388206479	-0.03983082954553127	0.08763864665777435
CHRM1	-	-	Not-coupled	Coupled	Acetylcholine receptors (muscarinic)	classA	0.3765959858355034	-0.11595062775695913	-0.0625001489928082	-0.06385585902514951	0.3127406880899349	-0.2850981168993818	0.3144002164781779	0.06964362980473288	0.4079852309871002	0.4110513316443667	-0.26083999413972525	-0.030363391215733688	0.22072612342514406	0.3784245557341904	-0.027721407578900955	-0.11611977829827895	0.30124478358202517	0.056771417342168264	-0.06415145732687483	-0.26044128495216035	-0.23855616851503078	-0.29741728673375706	0.23001540371770185	0.04636995814588805	0.1831031033949015	0.35967131664453406	0.24966237709624028	0.44702745083750944	0.2543402502882245	-0.2534613631485789	0.1502602096434028	-0.008680679850345726	0.09161708923913946	0.3862689116968678	0.14796579027946863	-0.28538362167677134	-0.2889881288258013	0.02137665291404229	0.229824204679824	0.4905095560746425	0.05786635140085368	-0.03416286413140032	0.11150328216244478	-0.2182960026460142	-0.03191788195972493	-0.06633304224375211
CHRM2	-	-	Coupled	Not-coupled	Acetylcholine receptors (muscarinic)	classA	-0.08293409309174728	0.10094192835294055	-0.3453948534871313	-0.1270625355345135	0.4677094581104934	0.06482320659049694	-0.014929388705737115	0.20232452301921344	-0.05923692051691827	0.20010656382932204	-0.0946963629582694	0.10573123844983759	-0.5089726217809896	0.4102946896365604	-0.046522996912616396	0.27243718986793064	0.11029527294161276	0.21886913166792127	-0.24430244863621264	-0.0470338314584633	-0.08398619906968824	0.08925166646511494	-0.0056619192083911946	0.18734926478674857	0.176439294414074	-0.07532379518162254	0.12382584389904668	0.12240692856895434	0.46678613304110783	0.21782454715896934	-0.05960426919903898	0.16114300281289667	-0.03666033500092456	-0.0017117934845067542	0.19577012712284003	0.33141905734462984	-0.1333516195029432	-0.07468522214771134	0.08506076305039074	0.12649440785709765	-0.023778531346508505	0.31532865482864725	0.021489544932814405	-0.13244361054462375	-0.14706537610638237	0.04675980518852208
CHRM3	-	-	Coupled	-	Acetylcholine receptors (muscarinic)	classA	0.2309732705583525	-0.2351463102683555	-0.18315490952939145	0.04223969854290331	0.3480950282852722	-0.1554736329116953	-0.2816425636403867	-0.034409549323333594	-0.06185195181902422	-0.12272153795984805	0.12488272554526374	-0.17517368897213062	0.2650770776780234	-0.03910726979435608	-0.1716743858641896	-0.03277993255795886	0.006113093412597859	0.13030090198210492	-0.31664044075941333	-0.34831554905649525	-0.186173105553578	-0.23451681305203806	0.034883185243568635	-0.14026500656385898	0.06921373301668211	0.05831094517582195	0.08981597287343997	0.16092022469632125	0.4477095751799441	-0.11113173803876943	0.2509041622834247	0.36238029413999134	0.21560513182321692	0.13692884389932952	0.047275429259760214	0.012223554407147574	-0.0016311526135884932	0.17259975712991082	0.27939807384027066	0.225139439066821	-0.12834270442014342	-0.26683888640823566	0.20933288527485644	0.07182816312224262	-0.041773967975318585	-0.17864469176879844
CHRM4	-	-	Coupled	-	Acetylcholine receptors (muscarinic)	classA	0.0762311521726147	0.08981490101508108	0.2745968211281653	0.1627109875800386	0.4941351290137303	-0.03120691084517996	0.022931731266607858	0.1758524945561129	-0.0642355135618107	0.018802767662497142	0.27678839007075823	0.013751888525350765	-0.1087236125368483	-0.023851484510740373	-0.2715507217865806	0.2887011138400105	0.05718007223434931	0.24119636247972745	-0.18944406757589943	-0.16413647711821985	0.014958426691118173	-0.07571276404166725	0.1375807096473279	0.20804598522096654	-0.017710535920477267	0.024590384930860652	0.06410076026760594	0.28782576928370623	0.517887379271012	0.09918814105278717	0.03298769432724247	0.016416531917693152	0.0698192278396229	-0.11351951593498541	0.053857530637390114	0.21305860849079436	0.01908371017256054	-0.022699176007913897	0.08948936351257702	0.13265155926955538	-0.1227470001354557	0.05549192040049068	-0.019520335416953576	-0.16532379703414127	-0.01355810459527041	0.16890805536310083
CHRM5	-	-	-	-	Acetylcholine receptors (muscarinic)	classA	-0.25629988954155	-0.12601443191101078	-0.18068866462668415	-0.11473274147354183	0.15866124999315298	0.08593690753482944	0.29624269985913587	-0.3976088320894495	-0.24811381650570086	0.11604561129173585	0.07728403499433097	-0.15726393441601696	-0.1479211806393288	0.007965756109789616	0.19248743368763963	-0.2647260058654495	0.06380552356975419	-0.07532638016247895	0.09157045436090354	-0.226565217209506	0.1162265653168961	0.07386242766681239	-0.29917136485700724	-0.12523860832431075	0.03589033105905615	-0.15916824169120722	0.09179948352315137	0.09031546836559128	-0.22576434215372929	-0.4277033347399059	0.20545565636832985	0.134368811728561	0.01962739711608708	0.15167846259316464	0.036801736050581145	0.013346199343068904	-0.11936460481190414	-0.03169484603988241	-0.05713815379567188	0.05122268992822827	-0.16189825427719567	-0.13915788750017682	-0.4754261794797147	-0.189324430087188	0.04027195073005443	0.003845337954607616
