Gene	IUPHAR	Shedding	ebBRET	STRING	Family	Class	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23	PC24	PC25	PC26	PC27	PC28	PC29	PC30	PC31	PC32	PC33	PC34	PC35	PC36	PC37	PC38
ADRA2C	Coupled	-	Coupled	-	Adrenoceptors	classA	-0.417904068799062	0.23976497977564903	0.271621316050691	0.12052851109804276	0.13372223778276732	-0.36799161829420546	0.08232509256753641	-0.28590116295034157	0.15744379815682888	0.3217083038943856	-0.09935880156243113	-0.4218742097221521	-0.18508426789132418	0.29532632252892643	-0.08589683440230145	-0.06533225896430518	0.10144373207044136	0.26188570387415777	-0.04680492516610377	-0.12522959305306888	-0.08346873868937268	-0.023321518492937753	0.0520215368237922	0.45701886749194237	0.18292274692679897	0.3817888133277578	-0.11623145980197788	0.040613331793096306	-0.0828277696754627	-0.1845156142715462	-0.08807794045985982	-0.004225368236379044	0.157453658696465	0.053250941470411685	0.2706253330528828	0.044887808144856815	-0.12793392933349632	0.10362878813246292
ADRB1	Coupled	-	Coupled	-	Adrenoceptors	classA	-0.42679974001722315	0.5491906833239905	-0.23821613927740484	0.027228281126048016	0.006235996658828119	-0.28484495949150673	-0.43042036730636307	-0.22907492533380597	-0.40448451991974677	0.010596572431227405	-0.28234284922317465	-0.3391302947143737	-0.056598209341458976	-0.000995651347714607	0.01619577900743841	0.12372684791556456	0.059891610850156124	-0.0012523326357716854	-0.09684902293305522	-0.07520490014555499	0.1086999616799227	0.17739477066044143	0.009350684630087319	0.13079187448998958	0.09712406189442065	0.1287703481621261	-0.03428685445532094	-0.037485001072529715	-0.17921445300377936	0.10273042858088757	-0.020711107458876298	0.1022148875404007	-0.15256558552585942	0.05862121278958305	-0.0546132005561736	-0.030487602727774874	-0.14897065782788146	0.034435198985923156
ADRB2	Coupled	-	Not-coupled	-	Adrenoceptors	classA	-0.4226379954593807	0.16639653804176469	0.42221589843381235	0.21741026251480633	-0.10381529101819206	-0.28137254201514367	-0.03366704258458551	0.0003510688017118088	-0.25583434131866406	-0.2080568151384401	-0.42827742078000824	0.09253138026124313	-0.24702928483686423	0.07242735672716138	-0.057901986116438604	0.07430996566857166	0.012237486727550175	0.04707112760176099	0.07859556406026373	0.052176793061816655	-0.19415225109008533	0.03921608188489105	-0.22503849083053387	0.07757154121473597	-0.054289214333306295	0.4549677895086412	0.057498948183829064	-0.035025214218696275	0.01652597629370206	-0.04477551944606585	0.06850848413221673	0.018097996632312277	0.13496440461943796	-0.06194850983289313	0.347883138668933	-0.2223672575086726	-0.07429519045300861	-0.11675695527728443
ADRB3	Coupled	-	-	-	Adrenoceptors	classA	0.10735159303783239	-0.38917693675319376	-0.12774692672845672	0.22435183246414883	-0.2208003756445993	-0.01439472196472579	0.08651291501389488	-0.14023266362023457	0.14560963352675624	-0.16134313726540764	-0.0961733257610908	0.1614195857055232	0.23093454098487326	-0.0946174715379794	0.09805660790340423	-0.09577322162953852	-0.05099311845311434	0.04392224794091595	0.05021001673957074	0.08522871606126248	-0.08241039897778481	-0.002918529112610796	0.02130499463246294	-0.032268474862240666	-0.30359627776388476	-0.08559345315103842	-0.023035433557781967	-0.09568674027496701	-0.032429359950642424	0.09270666487585932	-0.35585282256737544	0.15298985408142937	0.17796827650262995	0.16118455718670804	0.14662440664522622	0.11474490351094657	-0.17791734063949816	-0.0455275859044802
AGTR1	Coupled	-	Coupled	-	Angiotensin receptors	classA	0.02612588028165262	-0.22349820655272734	-0.0568796794523333	0.16322819646589523	-0.11029206963233931	-0.08325900518134834	0.06493029674000367	-0.338986208725098	0.25314903497794067	-0.04028555114392813	0.022087773581700183	-0.35588789624414435	0.3014418789254243	-0.012693834900764468	0.07970705784868545	0.24218731680958855	0.09900039481911944	-0.16075293490829942	0.003992054213783312	-0.16549862396139728	0.030446576199055747	0.2914578322670428	-0.058018274773664065	-0.2658738759139408	0.1390274547383623	-0.4412885905020223	0.1869427159362675	-0.15144475725560808	-0.15045834158418475	0.09114310438167213	-0.23591210617270106	0.09693225206036225	0.042761374419582124	0.13926166710595034	-0.04308297147481332	-0.17661112027968548	0.08619942400974812	-0.09926433475273162
APLNR	Coupled	-	Coupled	-	Apelin receptor	classA	-0.28354177626969645	0.2337814983415886	0.14680543416602707	-0.05037573358820331	0.13375052528828932	-0.0039237453074393545	-0.0405190664736329	-0.03270415752734378	-0.026657693411577983	0.015182085030280675	-0.03804328509580395	-0.0798303255736163	0.15965983084854324	-0.13877005847768722	-0.20840280552507898	-0.3062484952362546	-0.30913581739099794	-0.1685288749887701	-0.1487761414916239	0.0732285076498822	5.678709080100912e-05	0.32206938284262315	-0.10646457466680073	-0.02143419059174885	-7.721483947716169e-05	0.11626714919864946	0.21690978998891092	-0.12078215036183076	-0.05996668227125431	0.5117661178639861	0.04981582487001912	0.08095697456042475	-0.2667324434267114	-0.16119829911544906	-0.0610764508098273	0.1404616360678918	0.46216601784823863	-0.14155795719493833
AVPR1A	Not-coupled	-	Coupled	-	Vasopressin and oxytocin receptors	classA	-0.24435809258479524	0.016609685544368216	0.29315702652689685	0.16297866376470302	0.19752157964372902	0.05525038752011496	0.057647520227979414	-0.07687474739705043	-0.2801421190032545	0.14820747600157347	-0.022475478457755438	-0.048802687016278726	-0.1106491373395782	-0.20759795639042217	-0.13200274345531846	-0.232710776110247	-0.33416724723023283	-0.28616443781655	0.11592863943423286	0.07170058001943405	-0.2902495433401544	0.13665860614047468	-0.17763167579160197	-0.06082028580559532	-0.18604668380305822	0.15353758353762237	0.024071503800875225	-0.1350813638046357	-0.2420571029648932	0.3720093622517476	-0.018099497833703664	0.09649461219679702	-0.10587243157296373	-0.07254010556995301	0.15921484089821444	0.33474298917763107	0.23673651942243557	-0.11653202312873435
AVPR1B	Not-coupled	-	-	-	Vasopressin and oxytocin receptors	classA	-0.2714761151110857	-0.01932799455454755	0.3605712904858561	0.25697529757947923	0.025306305360194563	0.03597545652164034	0.04026945713071226	0.06075548667127359	0.10091860187612701	-0.04695286329345074	0.09068302826169729	-0.1445678941851005	-0.26223789344331083	0.24470181165484498	-0.28831983418588064	-0.15889625568744797	-0.03407324461226587	-0.29360766926484877	-0.11233842070829242	0.29934003772601203	-0.2691424184552126	0.1947377937744726	-0.23005211548231708	-0.007560871609141435	0.017990730972924404	0.13568886026784224	0.15119229141699447	0.06331275019232936	-0.07257859363243117	0.2919902131048358	-0.10575456375117788	0.025421666050741497	-0.07533753945849639	-0.23073834237895885	0.10256533255317368	0.21622774028762135	0.2938195008504992	-0.1176830720663708
AVPR2	Not-coupled	-	-	-	Vasopressin and oxytocin receptors	classA	-0.030728522500928553	-0.27694290556322454	0.015532421968311276	0.26650655318842903	-0.1782234108431213	0.07489106296188643	-0.2801286254339113	0.3202337690240887	0.046396072042672876	0.027723165330308216	0.049493332062035614	0.08665506043981075	0.13345815737077546	-0.0044222493739157435	0.12163474457524964	-0.02268735922796601	0.3719781895210241	-0.11224805743550315	-0.44039331479592825	0.046184655926076	0.11095694288658195	-0.050858107003471716	-0.004221886203965116	-0.11831223179139744	-0.046552241972473714	0.10272103160202484	-0.22432855156833195	-0.07734054200302873	-0.3201490239177306	0.08284034762705143	-0.1755441020221627	0.13040336656250012	0.09368718825953702	-0.018208372389384813	0.05430109785340415	0.002087556132269236	-0.21117408592110792	-0.11122218292637989
BDKRB1	Coupled	-	Coupled	-	Bradykinin receptors	classA	-0.2802624798080866	-0.0159531673684186	-0.1143386663793262	0.2010096138947481	0.04342811189233253	0.12852133799311116	-0.4658265445001029	0.3017888017723803	-0.4545487798468046	-0.3007015433470244	-0.16951790939944497	0.03472341659125124	0.13481198413499265	-0.14590060661560808	0.011539230560338712	0.10576373911676244	-0.05338733910707278	0.15739791534990444	-0.1485246503407081	0.13174123234207108	0.22712389988519108	0.16868083201060127	0.0755742004025898	0.013422036963516602	-0.187048844658978	-0.013135119773468098	-0.32327029531516055	0.1543748898137121	-0.35596749501969654	0.07605409047678996	-0.03756829294123663	0.16727780536288925	-0.07482397774870808	0.2290665161558681	0.1669410027017851	0.06801626250485251	-0.14807888980177195	-0.10304151334543901
BDKRB2	Coupled	-	Coupled	-	Bradykinin receptors	classA	0.17485025878695357	-0.05596254446735358	-0.16228960176076537	-0.26289402266612916	0.004457329821892885	-0.10719434576276923	0.11285487230749507	-0.13239920073624564	0.49132917758526345	0.11647256029681381	-0.2476677664514697	-0.051376401518321825	0.06694714593010807	-0.11340482779822189	0.06169853975838747	-0.36461255120183755	-0.1989771074015273	-0.37130037883329275	0.05612169444509791	-0.1809249669608383	0.3599102651936472	-0.38806350106541504	-0.0601602276396527	-0.11082667858548675	0.24949829972254867	-0.005515202250366523	0.26754198983978467	0.36257332826641253	-0.12250724533998858	0.13118886181941145	0.1870935501464352	-0.21519542466855157	-0.17555110093189327	0.037905169171230255	0.11667955375346896	0.13131609838073638	0.006762855358244298	0.012774404891507784
CCKAR	Not-coupled	-	Coupled	-	Cholecystokinin receptors	classA	0.30542544849443937	-0.3552611106629445	0.15834486857430433	-0.2359239956987723	0.1532691960001156	-0.06387421885534317	0.2513330673500292	0.05981970499578018	0.4397812190969181	-0.16800989193900362	-0.29722685844192887	-0.11078121567882496	-0.18546083053484475	-0.24459398690112144	-0.1382744228932045	-0.1408980637462145	-0.17834669250895296	-0.34010224863003513	0.09107574797316462	-0.09027554463820166	0.06742998106623599	-0.23275791385581687	-0.17639396353333175	0.007662823507540911	0.060284566882198035	0.0644032444148541	0.14653602728775644	0.3888223425403079	-0.300640675581806	0.1347781262880869	0.3208314266781937	-0.15329400070612503	0.007302348659874992	0.011800537139500468	0.17456345335909207	0.035410806053818605	-0.09817828440455038	0.1930055156900547
CCKBR	Not-coupled	-	-	-	Cholecystokinin receptors	classA	-0.44261239822015686	-0.05564852841817218	-0.017456929647957475	-0.3505067251461951	0.15640802615942098	-0.4222559735980782	0.25462442541473773	0.06348935654775184	-0.03989723204171682	0.21353417200810165	0.0511485821818662	0.009760292775583228	-0.118485258502291	0.15957924414114008	0.208634983113954	0.1625295566992262	-0.30511027607724495	0.0638145435556443	-0.05854279011528917	-0.2705021496138126	0.3586641451883747	0.09488425589556664	-0.2811857528249046	-0.0777057117072101	-0.20526956443627045	-0.20888390087861305	-0.2090649528624889	-0.06788121012388805	-0.025852552860534173	-0.047576923398088104	-0.05250658106625165	-0.18974254183408915	-0.11860261933846068	0.36985058675955135	0.024968371721080723	0.18815131704639718	-0.22071625509302678	-0.16371769071489184
CHRM1	Not-coupled	-	Coupled	-	Acetylcholine receptors (muscarinic)	classA	-0.36698890644540627	-0.31575820941274335	-0.4180782244345618	-0.38819479365869813	0.330222942295237	-0.26654737210209717	-0.14976888080232167	-0.09226245754576458	0.3140193552438254	-0.04527239439079837	-0.24751346677158934	0.2920827412390388	-0.27727493520690744	0.31079551013783285	-0.4567204308214711	0.041833724464956375	0.05023120017281485	0.1376215360651161	0.05203873156174894	0.09531876785993444	-0.038973761289776566	0.28619659488266924	-0.16408571797115834	-0.20731484244154222	-0.008920063868259276	-0.012243789183303336	-0.06239072222278038	0.12127499869984901	0.28356259061527667	-0.03587150711499828	-0.2153876840106613	-0.2406526864918269	0.023305141522796266	0.1336064594184612	-0.22635679723493776	0.1607310326999995	0.058314350478918316	0.1725902836507266
CHRM2	Coupled	-	Coupled	-	Acetylcholine receptors (muscarinic)	classA	-0.14914305580445927	-0.14963866578020232	-0.44176192631351074	-0.18018853690927975	0.5860572385841538	-0.13275105639492923	-0.013688491027356978	-0.05417567239242012	-0.29348936126681424	0.1556024524065952	0.1730088022778414	0.1954572536081065	0.04008533100182611	0.1314849641002128	-0.047366333923352925	0.20457575036781378	0.006701826317710211	0.060049445262047696	-0.28000508319742323	-0.11711539408849032	0.15252666956701566	0.22621146273249726	0.12562590300563098	-0.19008976754596332	-0.028463232925697014	0.04500526695655561	0.07948834407130635	-0.04794286190937031	-0.25049433095619683	-0.31294616786236634	0.050628727351893714	-0.3015869290082682	0.14212776681785996	0.06033465440719116	0.186206602448963	-0.008655398052570889	0.29990723242230766	-0.06590554544804644
CHRM3	Not-coupled	-	Coupled	-	Acetylcholine receptors (muscarinic)	classA	-0.020610411312642636	-0.23141656077003048	-0.31921738796632565	-0.2659461311610476	0.2862634863071785	-0.247296166654484	-0.13623488608093023	0.04525460550124302	0.17211437795718243	0.11327161031124727	-0.19291441813500684	0.47191088039684687	-0.1833818505903028	0.2557148872172489	-0.15903749745148488	0.027150172137391702	-0.21229533175852028	0.053076262436664585	-0.035119975065623095	-0.12732357703506428	0.08985698156841712	0.011178967671437275	-0.03326695745204897	-0.25374032490269577	0.02737720154785003	0.3668404761383711	-0.23584908636509502	0.003632689352296813	0.36014190752797426	-0.2195408432276135	-0.2894457796016962	-0.31030877179648875	0.06412508686795147	0.052996321636214754	-0.10842049696244054	-0.03561593422867516	0.2414169433220313	0.12493247361894132
CHRM4	Coupled	-	Coupled	-	Acetylcholine receptors (muscarinic)	classA	-0.3360733438088004	-0.2185777422190645	-0.32894226646528363	-0.2224686029648464	0.5191548128079895	-0.14562805286848715	0.20856912852492665	-0.052295584994595544	-0.030437833622469015	0.040121805494416976	0.08491001067393314	0.41626610631204175	-0.09316729470071743	0.08481033714719016	0.018347215524127103	0.27482272803793056	-0.23651595930267538	0.08471937630250644	-0.16183111773976036	0.03756355822141483	0.16735083213443802	0.05743406634692007	-0.006427788493003419	-0.28448384719674125	-0.1979593439064847	0.13503106262796813	-0.09767151058240613	-0.2178195058571337	-0.03063520868572114	-0.18232989699252397	-0.0664543199817607	-0.259038949984215	-0.1206460725268923	0.02796072182798622	-0.061563759979571	0.0021290703604731846	0.10710634160866693	-0.05237587472500004
CHRM5	Not-coupled	-	-	-	Acetylcholine receptors (muscarinic)	classA	-0.46695070454757676	-0.1029805635729311	-0.36397431682258397	0.5037809124807204	0.4810581819563208	0.4611375382180091	-0.09815623418464108	0.06550932960880983	0.3347405951405863	0.07467056607780174	0.5148459016972929	-0.005879656858631072	0.148003648820148	-0.04173570733212271	-0.002991634978865722	0.16354405600323269	0.12713013596916536	0.1911161540725431	0.1611451146015202	-0.1486790253667773	-0.0010095566559344597	0.4527028375116213	0.5543543263770941	-0.10935403569206228	-0.1574874642825028	0.11152010361064274	0.02634790763980377	0.6078831389488942	-0.1957273836347254	0.04161717514780497	0.011481910453259431	-0.08313034109033318	-0.09668093526927948	-0.15732718066794693	-0.03396319651827838	-0.28684967532344097	0.08006596157630193	-0.20486313309204068
CNR1	Coupled	-	Coupled	-	Cannabinoid receptors	classA	-0.21086251584788904	0.2709374288450848	0.07424866921779369	0.24911164273890532	0.06108859975312898	0.21888176860429712	-0.014280469187900853	0.08439298008539953	0.3699467142825804	0.35255053533608915	0.10155027480263955	-0.19599882969102247	-0.20892292879010177	-0.07653535317533965	0.11560371424239213	0.03688309094084711	-0.02318705896510926	0.08438170620543105	0.2199951503427202	0.004663987122885574	0.3274973518847609	0.08211163860259722	0.296487394215666	-0.15234763287045286	-0.03169856765513935	-0.0008623526090835338	0.09348438467258072	0.10872114090411647	-0.293827950098869	0.05424193698475959	0.09606768633703595	-0.17886606702289287	-0.4253750437073245	0.0902476259744118	-0.06415195374160498	-0.07471580657542934	-0.23520668853828466	-0.014622642376693097
CNR2	Coupled	-	Coupled	-	Cannabinoid receptors	classA	0.08513269798640523	0.07314568530707398	-0.10078077280497637	-0.33907700098006943	-0.3302186511736264	-0.006977275710034466	-0.21785575339973923	-0.2052326505215187	0.2323717231596174	-0.07108674411686919	-0.09260301429153098	0.09549258082448978	0.06904824506125502	0.1606247054513564	-0.12383904741562685	-0.20860873709146158	-0.1151574550775974	0.1188622418940178	0.14168440449647687	-0.17602696943433266	0.18121845779385012	0.07092372189223284	0.1436890850089833	0.21708642890647956	-0.19436260801979532	0.15112047128747247	0.23985756855554893	-0.46273695423835487	-0.21736495737344047	0.08262571576401934	0.08495680642920586	-0.08729469466172698	-0.148658045049949	-0.16544526392953407	0.06600177792428169	0.1279736202991852	-0.11182781285282088	0.02414592537226
CYSLTR1	Coupled	-	Coupled	-	Leukotriene receptors	classA	0.3245509432725589	-0.10644538644475521	-0.06681980896411237	-0.16848777239007498	-0.23645153980745323	0.14575932471484185	-0.253974634521333	0.11877127851830731	0.0499445100201473	-0.128574737037051	-0.2438229295501478	-0.037337871586579745	0.19469544956353874	0.008986553946229459	-0.16787926496373262	-0.06536772382537613	0.05775995180815972	0.16353545246596296	0.12437702954462776	-0.0936375254073853	0.17777604964021373	0.04109431669219536	-0.061275833684955934	0.13225013113146047	-0.2949109475164681	0.12985872536085646	0.14240874204325615	-0.368712969174969	-0.23634390060481458	0.06086216726352317	-0.11800210417756164	0.02482048389923431	-0.009458524205309835	-0.013822159722710146	0.09667796290800341	0.10723928644729723	-0.03911129961503984	-0.07958920294327863
CYSLTR2	Coupled	-	Coupled	-	Leukotriene receptors	classA	0.04006171006294059	0.5427780669424529	-0.21147494843016018	0.17763444384141996	0.20858573875519376	-0.1837489463728356	0.036969973603283156	-0.262689057463248	0.047865915340272375	0.04525212769304277	-0.17942854671985833	0.06661789989005179	-0.4165498756668744	-0.05564915002624327	-0.3908854958655331	0.058544043372620695	0.1271860039770405	-0.18691187801576073	-0.03144682970966965	0.20875611701242214	0.32450829889057714	-0.1786239684000782	0.21440293950919626	0.05404633227727247	-0.0069379807890578155	0.12013380876087888	0.17909968384162053	-0.3001418816659251	0.13448688402399298	0.0754063113347469	0.04361897228782447	0.16873890947068299	0.05317111877934048	-0.22742905437354183	-0.08048853223392609	-0.1570123633594813	0.02650435854413783	0.06078031513452714
DRD1	Not-coupled	-	Coupled	-	Dopamine receptors	classA	0.20536626896818908	-0.25932550979947605	-0.3947393249211164	-0.11754666043603423	0.22185690528019764	-0.17854091649194276	-0.1623393009163389	0.1391234165810637	-0.3166518074338363	0.10332888729137765	-0.15429552997882343	0.1405995120394784	0.12368388283694778	0.05265787839703953	0.26109155689868724	-0.004623095122324241	-0.04927027059017614	0.057424269130305135	-0.13631321181563263	0.11670855437134753	-0.3718619545395625	-0.3037800131137438	-0.23180964500359086	-0.41080897802039323	0.041755479543676484	0.2031284915769236	0.4543597898542277	-0.15904398337231426	0.02036539319888728	-0.16334072305059205	0.0007685685071776177	0.013236992045185027	0.10785809488101814	0.03257740512384146	0.16510376644156977	0.04357537502274502	0.14378442956230028	-0.005764835134446433
DRD2	Coupled	-	Coupled	-	Dopamine receptors	classA	0.3662686890105685	-0.06430346742238763	-0.1929043805999673	-0.07769866530402303	0.12554363762289836	-0.18703437743430093	-0.008546424144627144	0.3128818681488514	-0.07463990519317969	-0.3076032673569592	-0.22861515342653174	-0.014401096487660636	0.029402702989431536	-0.06669043501979939	0.12314840250616714	0.12463952521689366	0.09143748616251876	-0.23250466176489412	0.1329646479892977	0.05846866760332076	-0.2755826930250297	-0.14185099792031755	-0.24842544714846568	-0.5083653056839799	-0.05295324407922238	0.21514112006312902	0.35280891976394746	-0.04395426564153831	0.17703201776081157	0.1381856300877131	0.2851207237422302	0.2277669902916613	-0.06527310027235111	0.04549165232595691	0.04275133470375375	-0.029765521493924415	0.14518028124119883	0.0005331207507400709
