Gene	IUPHAR	Shedding	ebBRET	STRING	Family	Class	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23	PC24	PC25	PC26	PC27	PC28	PC29	PC30	PC31	PC32	PC33	PC34	PC35	PC36	PC37	PC38	PC39	PC40	PC41	PC42	PC43	PC44	PC45	PC46	PC47	PC48	PC49	PC50	PC51	PC52	PC53
ADRA2C	Not-coupled	-	Coupled	-	Adrenoceptors	classA	-0.04956621892608253	0.008756526377523428	-0.33211937612993964	0.37101481612674364	-0.25766291713891654	0.06063839969510331	0.33476705821080044	0.056242519442279225	0.29214747532817414	0.14298449295459223	-0.28377273965432687	-0.12094644214611053	-0.23761745328212025	-0.06877134120181518	-0.18258809748168908	-0.2683769316752199	-0.20467623252249362	-0.09176401240340668	0.3411442516797466	-0.038735519931200384	-0.03879146750753655	0.299074325322745	-0.15967024452395776	-0.13752105938858225	-0.3904204899677523	-0.1623899411408727	0.12242974286965254	-0.21725584924851185	-0.35151748744257966	-0.07066306718545341	-0.2168612921059668	0.049133905536340734	0.27148222109709264	-0.06876236403375206	0.010586425648692718	0.16816594104684257	0.04862309848728148	0.10562254611263328	-0.04713345549496594	-0.19911742610851138	-0.008056604577815955	0.02614185785287168	0.09839560385102544	0.047620250191942645	0.30070796156436447	-0.027954009655511012	0.07233429855746223	0.1539753059973649	0.23924173766270407	0.05909220062967654	0.36144455566227757	0.05950206578394844	-0.35876990976815465
ADRB1	Not-coupled	-	Coupled	-	Adrenoceptors	classA	-0.40944700944610785	0.37634448597582687	-0.36395743393744145	-0.1774904874602944	-0.03204860644092476	-0.2781512855802183	0.20320335037247247	0.24190691955344606	0.25776313175801885	0.021044483783372765	-0.2548161022559595	0.13887526284309118	-0.06731814950019814	-0.11406630793908482	0.04672875723884153	0.05259526812345705	-0.04362755345760531	0.022887532250856994	-0.17495480487217024	0.16256023159852634	0.00915387643197047	0.19550578237897562	0.17767977365997942	-0.04241715696783166	-0.06689104544566586	0.08267703657411288	0.11412627216492123	-0.004897895755351167	0.04771622775125447	-0.010618741661533489	-0.29500830536010325	-0.17712157911131524	0.0820389287783499	-0.19130874933666417	-0.04232372515504011	0.0569854468649808	0.06833351151484811	0.04960225661833753	-0.011390011208468503	-0.23951584482677699	0.11563537220996625	-0.01546447689746052	0.23074710981470564	0.24829851968742578	0.1597644381045002	0.057452151542767164	0.17384715388314148	0.0758113880686163	0.3940916957850533	0.1199166500131517	0.08522857574754161	-0.17566073637199464	0.021510968082225444
ADRB2	Not-coupled	-	Coupled	-	Adrenoceptors	classA	-0.28671295227754373	-0.10359406064769865	-0.29928640722870964	-0.08291101709059034	-0.15939672899000934	0.3097678518265552	0.15721599179746723	0.295424466243225	-0.06257190049537466	0.2281640852518004	0.08125891918633375	-0.04132436834993105	-0.200620251776019	-0.2544184176721459	-0.4196725784442411	-0.2524711960267389	-0.02329666059069653	0.06963273881710359	0.1650418739917237	0.290410860989123	0.08277960934061578	0.3753384412392942	-0.008455677828589107	-0.03806530296592061	0.09992638721139843	0.015411841173859306	0.14503739528646928	0.05094906834690824	-0.23181900355645232	0.0040022494391966125	-0.11248137060480567	-0.037513000023328844	-0.011209362671063991	-0.11380429955180031	-0.27473450213536893	0.1953866607703252	0.19979870634855854	-0.11991224153709837	0.17975601056389676	-0.3250142850909379	0.05995504436387717	-0.2354932626973195	0.02411246579875735	-0.04766061646766904	0.27340471341554545	0.04479523571047466	-0.08218203971405241	-0.05364840387811376	-0.11974458651696027	-0.02820627214507353	0.02912024433694226	0.10949265440816865	-0.293958005597035
ADRB3	Not-coupled	-	-	-	Adrenoceptors	classA	-0.027030739212315205	0.17596445768409374	-0.1113824764893058	-0.10378068991352238	-0.1284244377035734	-0.1662762614353333	-0.17422334906624998	-0.02687514876204127	-0.18789756406177427	-0.07825551470164706	-0.25446134409267746	-0.18119591608992405	0.056998549282422595	-0.17200689741668462	-0.25619938585929297	-0.16572345138373057	0.24642919893312473	0.15663468061877228	0.16784427939428295	-0.23132221880724288	-0.007689683905088841	-0.09085164337728517	-0.021267133716800654	0.13282267900205363	0.06331211746805117	-0.04860934877355121	-0.03944581188267643	0.03066794042722772	-0.029383424050668815	0.05321889467161546	-0.06466151479913995	-0.16102115352921878	0.05310909839395776	0.10870454647619324	-0.08532995264837874	0.0033938506193856226	0.21314081164761742	-0.15970926345123157	0.11176635490441265	0.19877088640131624	-0.1871882948932289	0.018330954117887984	-0.24170124969150283	-0.03027437219257616	-0.040342809377362406	0.30071051739135063	0.3757257760572547	-0.06069192911254666	-0.005892453282886034	-0.16004828050081651	0.19679916743667192	0.20592366846791488	-0.1343871768940891
AGTR1	Coupled	-	Coupled	-	Angiotensin receptors	classA	-0.38672698652248827	-0.42256736875408757	-0.0072984840592474265	0.05099438320806537	-0.20318749231253258	-0.11459904197292735	-0.03935135924347553	-0.048548204553699265	0.14788509713342657	0.23708490665732398	0.0702548818139225	0.4859025724359187	0.46653583596497017	0.05047534735137723	0.06275179519267005	-0.14382763601923057	0.19213037695813232	0.24534989412965774	-0.011038081358229082	0.03866996224225361	0.0472287918390496	-0.055441693830974435	-0.05640368807075819	-0.032709287483620494	-0.009551066566421448	-0.07293894807250154	0.10772949212226358	-0.2511552110256781	-0.17597777706335302	-0.038103353520731756	-0.11098899923040692	-0.04907477304405728	-0.020885639485998846	-0.013145221128234425	0.02947844102401335	0.18333327587037193	-0.4681678458078221	-0.043470118236815784	-0.19855081680027012	0.1939651778538967	-0.27690454417032834	0.17303699775779263	0.08140424354674917	0.1627007073751962	-0.22138537809536762	0.23509936866549958	0.2851245977955743	-0.07574294318333094	0.0738713915539239	-0.12485198380285475	-0.06659025540409928	-0.07032385964096942	-0.19337640360152378
APLNR	Not-coupled	-	Coupled	-	Apelin receptor	classA	-0.4638430827197899	0.06991754311392968	-0.09409976595043924	0.09029259457557177	0.1335445107417889	0.09547895166446563	0.11544768475720876	-0.5075282583956603	0.0825555884027428	0.24540312335306413	0.1486387750571432	-0.2374861659821908	0.055504867123852865	0.25085656446790167	0.5413849201003316	-0.009659710751265918	-0.3339908456344214	0.3552786914114071	-0.17691740040760648	-0.0334414440357446	0.17220678033696993	0.2572606183082102	0.08441610264958427	-0.1388732888697491	-0.19306228109500692	0.13968810977210255	-0.023578204089227804	-0.08686268396884483	-0.1215709437620226	-0.046729433023162854	0.1682437812117171	-0.21163747143699493	-0.05242953753728164	0.11015609786626954	0.02970195000563964	-0.26042573202856933	0.02652776940395984	-0.03660473288629182	0.17564520017900986	-0.08881327981398257	-0.12433089400619449	-0.18433535635547038	0.11284020253185077	-0.15397304550677396	0.06500028658694433	-0.20278200213935044	0.16483000580858764	0.07479760735100846	-0.14836112555112263	0.21849359609716953	0.06378931125086129	-0.02988798060842751	0.2834090019308145
AVPR1A	Coupled	-	Coupled	-	Vasopressin and oxytocin receptors	classA	-0.2271423476707244	0.1817332402470863	-0.3009997419512141	0.048891746938463446	-0.17881830322934977	0.2896961521764775	0.1358061951580372	0.025624383452117202	-0.1902521874502462	0.15590161138816463	0.27207058876700424	0.08085748294781361	0.3686941597869128	-0.11514214701481672	0.2524964696058103	0.15782139342854867	-0.22735608874694135	0.13450016467381815	-0.2177992421743131	-0.3732591036858605	-0.30751065539417455	0.3579398962641038	-0.13738008871494498	-0.005282669427494029	-0.1315449982938474	0.2290691289513535	0.05117939827010394	0.022577549287062394	-0.1112295307130435	0.09244663824905193	0.16600456167415575	-0.2861132933662345	-0.028858277495944402	0.20689116890412124	-0.12578780749260518	0.21125460928669137	-0.014820593404154312	-0.03768124450832661	0.1671315422784832	-0.04022084182683443	-0.06108219372442337	-0.13016394852980923	-0.28583669392653827	-0.40780640464999	0.07384725359261095	-0.16261250314344192	-0.017260520348529828	0.01583577166620913	-0.014966064917218193	-0.12152755985691972	0.01697546447630902	-0.07578052585791925	0.0686247648541465
AVPR1B	Coupled	-	-	-	Vasopressin and oxytocin receptors	classA	-0.1643967420950901	0.14282451737564975	0.050794159210590585	-0.33862639991123406	0.04476567548680926	0.3047795973190362	0.0006710271398447474	0.0028587550948208445	0.007178611832724546	0.14017383950204332	0.2903471551332097	-0.16156433247680155	0.30502981896394527	0.008371420800417364	0.3178480590329106	-0.05878517828780195	-0.3976671531621217	0.22752813096552624	-0.2290759468163664	-0.17342698759578476	0.07464556473616694	0.5191020241105523	-0.24715063119787056	-0.012498423275494825	-0.20227980750489055	-0.148232365100281	-0.28751314349883966	-0.18396949495279433	0.00193713485608478	0.20481048238696994	-0.06004032608557209	0.0864238692147444	-0.014980737776388229	0.044091521641679156	0.03817450819052411	0.14923004584429578	-0.07305291416397432	-0.17467875801520366	0.046396975794262316	0.047577384335424674	0.056859050103087797	-0.3266929181622715	0.020301833124996015	-0.10901564010253474	0.02076459343988559	-0.2908612725692132	-0.118712510833967	0.20082829592018414	-0.02057948583962847	-0.1353313154399291	-0.07153494067116684	-0.05466825033045135	-0.20711477359793737
AVPR2	Not-coupled	-	-	-	Vasopressin and oxytocin receptors	classA	0.2635260620695225	-0.026781767118160788	0.3881016962753696	0.36575441118068336	-0.18331543074472742	-0.0029966955703834815	-0.15979163369435925	0.11044726114891866	-0.09867111540828488	0.4338450203392307	-0.0923161562009096	-0.3388930077489907	0.13708666446872284	-0.170622701413862	-0.4007585342723477	0.10355446638596912	0.30506928289320845	0.05795739666202191	-0.03856261947497737	0.00995212335432479	0.15644090776963018	0.2759801379775775	0.1303716952570325	0.07319038486102276	-0.17515298074326613	-0.04914484122764652	0.019928604262654904	0.13658236358631626	0.2502807201854317	-0.06603732453082942	0.22954369356908044	-0.3827084557673649	0.21705768298480022	-0.058130425433523814	0.11564502110127113	0.18057845943337367	0.10458996324459946	-0.4892112876511048	-0.023787842408867884	0.19264274408528934	0.1613805227232099	0.09539778209499354	0.0039177701113082605	-0.00907772855937553	0.2450343549345216	0.17737232476521897	0.2442862457436808	0.1870937352951331	-0.251661237795384	0.1050709860549883	0.08107431415151893	-0.03707929568004244	-0.08637829768487856
BDKRB1	Coupled	-	Not-coupled	-	Bradykinin receptors	classA	-0.12762139601594658	0.17740997216344595	-0.050640010782093174	-0.0661049780405059	-0.010438575491929721	-0.09591991799591089	-0.1067673029651274	-0.013709332652337496	-0.04978349613237106	0.2049206634753925	-0.057250602664667805	0.04126785015372952	0.2204983716502807	0.09795300372026826	-0.22625009493911283	0.17569159338842164	0.08250329282686848	0.16957111626499513	-0.08212566927028574	0.14114957813957899	0.23343574900043332	0.1834253278758771	0.5150345769147996	-0.03664496221511988	0.057588324538416585	0.08837823834051454	0.10778508446249625	0.0619568609237736	0.3646296179822802	0.2910826254121946	-0.31574172758393254	-0.3548072070195994	0.01718552276754269	0.21356903287768447	-0.13800218054510183	0.03431154064516856	-0.07176618633696301	0.08466143367613785	0.20440895615396765	0.0976362453257933	0.2570092707248963	0.03502858312002345	-0.20079845683002706	0.23127874423682207	0.22568619992505534	0.21305074294273058	0.10391442086577571	-0.044131685862680445	-0.004312699297626579	0.2434885957282957	0.043123401196046025	-0.4248771227216136	0.1582878558013588
BDKRB2	Coupled	-	Coupled	-	Bradykinin receptors	classA	-0.4701602446038663	-0.4423976798285927	0.049163202213750215	0.4870811488395788	0.0387771159192468	-0.10271272211150266	0.15372207545520228	-0.1124368089616602	0.1862323871635999	-0.14894679438959557	-0.0658890677656561	-0.1640372481760253	-0.13823336194821412	0.04256351420938485	0.2761686447235441	0.19133790460120922	-0.04304558239285375	0.3231449326955283	-0.1980968896713702	-0.13467825777576387	-0.04320979755390251	0.07200424849541055	-0.04771192050665795	-0.06633153215316853	0.24099425546085848	-0.17259100489226942	-0.05377343169098894	-0.052326420571300464	-0.30502147166316007	0.038807698194560446	-0.05600324153779087	-0.11148462601093506	-0.20251039353839154	0.033224733397919766	0.24660028020784935	0.07879428752009461	-0.10674406638589304	0.22140881001898485	0.030680699775621878	0.1515911639727094	-0.03767464681626957	-0.054323250055743025	-0.06769795915557417	-0.13852220999797993	0.07891489857661677	0.10489339920410065	-0.11564078292176523	0.021371902130683514	-0.044422349382925205	-0.20619299291016255	0.14178642570926792	0.22864941919731757	0.1319093014887604
CCKAR	Coupled	-	Coupled	-	Cholecystokinin receptors	classA	-0.11232716051495095	0.07465958458561346	0.02070213636192437	0.2196325261421296	0.008967233635863985	0.26573680828491486	0.21532895600596322	-0.27321446845855785	0.0672959468977334	-0.19778016418080288	-0.3019713195812644	-0.2399566262428415	-0.13237188135027203	0.03181818423991531	-0.05681101175899055	0.2259252346059518	0.08171092413022897	0.06599410939392694	-0.33472754341479716	-0.08274743562645888	-0.121613250507277	0.0534792300425466	-0.017780296810858236	-0.20228469587245598	0.2268914112757037	-0.1402033879335211	0.1950994960486831	0.11407681060818196	-0.3226549230678543	-0.08659689833729677	-0.014516187525943408	-0.21355408626511588	-0.1380052308079193	0.20476294594199135	0.3064373989364808	-0.005709160044418239	-0.19944756031658142	0.3081931876357958	0.3009813477896915	-0.1522409356637898	0.1459230979023344	-0.0786647513521229	0.16045408169466935	0.10558471805334385	0.02304810318475838	0.056599737075278295	-0.273516726812477	0.04717469137551182	0.07157264102789412	-0.15997213507518243	0.11088778200383675	0.23253414933538136	0.11298732140940727
CCKBR	Coupled	-	-	-	Cholecystokinin receptors	classA	-0.19127435561709177	-0.3893017326378534	0.4290252765211053	0.05788010624482111	-0.187187267406907	0.11917406453235213	0.4429279474590292	-0.03958086225955105	-0.2789594733991301	0.4093677133007073	-0.10202259976832512	0.23192063875573432	-0.053640168219515144	0.15749109323125998	-0.055780343232825144	0.07584872387244547	-0.014996037941651144	0.02303873684795422	-0.14741112176799126	-0.3395617554483462	0.045755013584957004	-0.17619537555450468	0.07568416765307852	0.03406464542159353	-0.17620890553810714	0.16850151797831261	-0.016075098235091685	-0.02037796923574652	-0.18700553115185206	0.0017131842563641187	-0.12629728543542604	-0.14642478347402307	0.25843746454872163	-0.14700530262525527	-0.1500487215397907	-0.06990669074009927	0.03215843093366984	0.18871699413645973	0.16323395267818006	-0.022430104057402922	-0.2127876997390387	0.15370177985205816	-0.07498046171251296	-0.007423021576482466	0.128549124795167	0.17266126047590685	-0.01581275458125886	-0.3676303076955301	-0.11636933921911782	0.018189032708698826	-0.0352628689643025	-0.20262695422890487	-0.06872672507507398
CHRM1	Coupled	-	Coupled	-	Acetylcholine receptors (muscarinic)	classA	-0.42553850528595494	0.4875717282356999	0.3964415437878193	-0.27021732739481064	0.34984919132492087	-0.39153503888201463	0.39789942433770736	0.0964071162530968	-0.2654533516031573	-0.046829641249839155	-0.21125510448189724	-0.08478478173206339	-0.08584289669281686	0.13175621757941425	0.13777499933055193	-0.05988285091492619	-0.009939621927610102	0.059709879963160656	0.09123889763942858	-0.0401751954964726	0.022385086958998	-0.31938270731974594	0.05061556102433173	-0.13640578788331023	0.031832485391946455	-0.08822696607222442	-0.15305448407912212	-0.3174308101173915	-0.03183879238144933	-0.04193099183998905	0.1767741290384897	0.020039014656911346	0.2817619676202287	-0.1699826465437022	-0.06676453777288695	-0.2418511808866223	0.2932376780014357	-0.1536129906222074	0.1924270636124943	-0.06285564325817981	0.05294231468001746	0.18844376835474108	0.14910861400774947	0.18416390518563677	0.1634908035694654	-0.14676770537778117	-0.447170205975917	-0.2787050919917543	-0.014411984182425626	-0.1850585274336872	-0.09377868060961475	-0.10454086797779344	-0.15021861887509888
CHRM2	Coupled	-	Coupled	-	Acetylcholine receptors (muscarinic)	classA	-0.026944042191822736	0.48018233066591415	0.18458214509747706	0.33031261374870124	-0.28342261673333	-0.3910933952036233	0.3869631723602895	-0.24244013925157606	-0.1696045792556037	-0.0004035817768884354	0.07064450956514391	-0.010504183013968714	0.16738753005008272	-0.017453805461001705	0.1129592606772935	0.27597489217286253	-0.0021943256572761276	-0.3221613290210106	-0.35753519328549793	-0.18370550435329858	-0.2061774178669834	0.003143769886314673	-0.029107738336402095	0.28365815668717104	-0.10734270853323892	-0.07974849754471806	0.03908835730594876	-0.3468854065826276	0.056039043818674986	-0.20123995685553508	-0.19389526716621042	-0.03095037989620836	0.2582671112615809	-0.09252956003003987	-0.32774401666372815	0.04721732939872116	-0.018177715736411536	0.17585933138093077	-0.06440360839296513	0.05685143722494619	-0.14625213571109985	0.044422043306436954	0.09098450086080127	-0.014302857740976036	-0.008009261010902272	0.2027122764728627	-0.19372475264559602	-0.013248076309549639	-0.10104179513723989	0.1508536632389931	0.12936532514385757	0.047365497708611044	-0.18484289081365604
