Gene	IUPHAR	Shedding	ebBRET	STRING	Family	Class	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23	PC24	PC25	PC26	PC27	PC28	PC29	PC30
AVPR1A	Coupled	Not-coupled	Coupled	-	Vasopressin and oxytocin receptors	classA	-0.054748134696141565	-0.003397829601351001	-0.21178016597374677	0.3361273294270704	0.10418124076328757	-0.40116782829219494	-0.07204597227781988	0.45788461380526096	-0.0763470002265411	0.015123897697480918	0.40925326017297253	0.22598625079593695	-0.21520021797057293	-0.15403037190993596	-0.21282956445053855	0.3110840003004743	0.10172884482276788	-0.028804840622576426	0.11402717304192918	0.1784430813247542	-0.015273300482722435	0.07365085041143489	0.16420433083958572	0.05868053862288463	0.11334150423416152	-0.12358685002152747	-0.012775692769435201	-0.0025408407760833863	-0.019783839417595542	-0.00826965783022911
AVPR1B	Coupled	Not-coupled	-	-	Vasopressin and oxytocin receptors	classA	0.010443485151766988	0.024614717284483296	-0.172741413261212	0.4666475469075326	0.10401001733693575	-0.24892951524976245	0.2937529735595672	0.17206842651095702	-0.20156089636540328	0.20591108923878973	0.37367347171627807	0.18022326414344755	-0.2521985581178032	-0.1363618394869742	-0.3814653579388022	0.20880061827269256	-0.041349677154765244	-0.14943217108546542	0.016388718147351853	0.0790872471497888	0.1554439927482336	0.1867002031132769	-0.14471946865138413	-0.0024933871434295713	0.11035938154258725	0.009886301543419828	0.007929150319065468	-0.036253960059823856	-0.042991992422010294	-0.1429056382298979
AVPR2	Not-coupled	Not-coupled	-	-	Vasopressin and oxytocin receptors	classA	0.28913338269061245	-0.15921200561139956	0.4619117233613668	0.10722964009765175	0.07739853162045703	0.12610834616425873	-0.1976050700991854	0.46768394086446463	0.011942198118729683	-0.2666981071052859	0.025715083538138405	0.09471783808104008	-0.26155864064156625	0.13748107979444593	0.003188529652099671	0.09315716316562815	-0.12215657870365478	-0.02207694889818094	-0.08130168577378313	-0.16820980509890557	0.047827171911699815	-0.13699772085464176	-0.13348391175538654	-0.12377326211708695	0.23184866445271332	0.27184245434771687	-0.07031835721287108	0.22233870152908375	0.025158837204448958	0.18576518578260207
BDKRB1	Coupled	Coupled	Not-coupled	-	Bradykinin receptors	classA	0.17157929822497414	-0.0985313100172509	0.3412841888935829	0.08128181844122924	-0.09872944087226966	0.15321309550993978	-0.31478190698384223	0.2994577229401474	-0.04214356716801966	-0.3620125844510717	-0.022336897525095996	0.07349501878596024	-0.25217839455559804	0.13349019304718393	-0.19377481001108116	0.18349137497780468	-0.15133495636062647	0.05493977417742412	-0.09337542446056704	-0.0456300059231445	-0.09350079963571764	-0.23743457561495776	-0.09655690982081001	0.15485770765979137	0.13120037702082873	0.07368905266424818	-0.24716360448155447	0.2724849370512764	0.19409998483850902	0.10546774664436284
BDKRB2	Coupled	Coupled	Coupled	-	Bradykinin receptors	classA	-0.08985605179123231	-0.2843104147233298	0.18940804776740672	0.18783006695300838	-0.10582629594002751	-0.23555892660195932	-0.20544235315801967	0.2778832537616923	-0.23457393825808862	0.11758026624353704	0.13649135451877673	0.15383730909284943	0.3305096612043447	-0.07324999495077625	0.19643360268958315	0.11084730985539357	-0.07144303176227826	0.012245661946279853	0.1408244248364025	0.07259189797756818	0.24521748601251803	0.0139650962109082	-0.01640562507362667	0.3362222904472596	-0.007031808819237217	-0.17860323413325077	0.042710427691858344	-0.13563916851831487	0.20174812519401975	0.08444173451899242
CCKAR	Coupled	Coupled	Coupled	-	Cholecystokinin receptors	classA	-0.06646997106089005	-0.2358984011940075	0.19102742048993898	0.19214951307262054	0.24476543253457667	-0.24881986316773538	-0.10903111498056592	0.2271685577690697	-0.11694972498599635	0.10584222246470036	0.22371848430509678	0.15927943294879782	0.24865093478800337	-0.1548886657744061	0.18234458957892752	0.07218685630576442	-0.1294501022099542	0.0724735656163361	0.04266717933992583	0.2338707749278123	0.24950403331179533	0.010504973647642692	-0.0762125263297693	0.32274457413893226	0.0941671057765509	-0.15744926917294746	-0.06045286304834775	-0.17022676248056196	0.18345208137308094	0.1417415316432919
CCKBR	Coupled	Coupled	-	-	Cholecystokinin receptors	classA	-0.28312909667191233	-0.22246911529501504	-0.05828651984634109	-0.32793347107446347	0.1791104942687844	-0.16145298406620892	-0.1941187541965359	-0.2443772522299819	-0.047209748812717854	-0.1232380296018095	0.3781465601712854	-0.009756894485005335	-0.06405859717779025	-0.2315095237747404	0.2587845383788852	-0.1752628536543022	-0.04274853878659625	0.13834654095004692	-0.35136887268819705	-0.37878713492939814	0.33395831981575086	0.20037687430079112	-0.05858897816078194	0.06035128634305645	0.06392704679732715	-0.09452603322585312	-0.09478548637654138	0.08909774378626739	-0.0071412586038003215	0.08117000743564416
CHRM1	Coupled	Coupled	Coupled	-	Acetylcholine receptors (muscarinic)	classA	-0.3402393798805436	-0.21958822211803777	-0.3348581530932738	-0.335171229684517	-0.2310710398516999	-0.009987906799479838	0.013150136053344934	-0.09751880440727487	-0.06434092539072668	0.164986894420902	0.338227029252793	-0.3759587629433478	-0.04664720385771244	-0.17592855819118564	0.0819047027443693	-0.2242120891416663	-0.12422826138797119	0.03319577717224823	-0.36028871999135403	-0.018665395285443528	0.08827845941686516	0.10543584502734432	-0.2839160718723124	-0.053002862125828165	0.11940425170452308	-0.034649688857570846	0.05294327680272323	-0.19252620528753744	0.11785935506491496	-0.3337041670506523
CHRM2	Coupled	Not-coupled	Coupled	-	Acetylcholine receptors (muscarinic)	classA	-0.4008450617932283	-0.10654828927397855	-0.18925354469810515	-0.3178666088679283	-0.10935714032744995	-0.01813858659885742	-0.020767115275875183	0.16713907325548055	0.22999897372914896	0.024892313461560615	0.24313043040973448	-0.06574610825952669	0.11984993242381686	-0.21144176642935897	0.07739790835180971	-0.05998532963969231	-0.10580159717023559	0.11958883157966055	-0.307416958777366	-0.21361266124281578	-0.0007948904713872051	-0.102992042037678	-0.14701097905132088	-0.02586865724166269	0.038678113758035725	-0.3473589246490459	0.056370172338647814	-0.011823611972406445	-0.009180124330863128	-0.05739273969545756
CHRM3	Coupled	Coupled	Coupled	-	Acetylcholine receptors (muscarinic)	classA	-0.334075219700409	-0.19468480867882887	-0.17963771644132867	-0.29675158161248055	-0.10642758528965064	-0.036972798093454995	0.13683382955211038	-0.015181277334020997	0.1727251824864123	0.04642583635576831	0.2710181265003538	-0.2869391942256491	0.04796201853578871	-0.19924280063894076	0.13241889113747116	-0.13615016484205664	-0.21302348679015018	-0.06052771510545441	-0.42213626921505276	-0.18340566541128894	0.033605728469394226	0.15722192704189475	-0.15970150755478532	0.010518150922521334	0.06263762891805941	-0.07909108932962193	0.0351276607849875	-0.13277385712828552	0.08938621626946155	-0.04648787986613087
CHRM4	Not-coupled	Not-coupled	Coupled	-	Acetylcholine receptors (muscarinic)	classA	-0.37261250081899305	-0.1035117897942189	-0.11753491203787023	-0.34460419693836974	-0.03157915537489503	-0.020454696691888655	-0.14894563238441186	-0.03011120690253624	0.3213929433526797	0.04652670453518595	0.34208685776127074	-0.09285602305832814	-0.013534282859118698	-0.1812781129774706	0.2479168565225052	0.037249278522173586	-0.2371829543979599	0.017847072176389853	-0.3338209006366668	-0.1448132756493879	0.1254380932036536	0.029051337059800716	-0.08345119384723834	-0.0526625001621976	0.07852375534324145	-0.22316916534240192	0.09379260465120562	-0.08855989200562628	0.10195698504441962	-0.0013307060745275105
CHRM5	Coupled	Coupled	-	-	Acetylcholine receptors (muscarinic)	classA	-0.3830108179734035	0.44739684845703004	0.030306276587121934	0.08973948935456215	-0.24457048816036908	0.1917161959111819	-0.21880173601557293	0.1447777319549877	0.08346174140915899	0.26276098505758083	-0.07122368700770264	-0.17704642005092155	-0.18216990705200187	-0.13027579856324817	-0.18471710732499363	0.14507874423528827	-0.07144262990110489	-0.04039733835542179	-0.28700420590939574	0.30885474959168857	-0.2189809378621729	-0.44888010754949365	0.09049770553760274	-0.06088062922102771	-0.18485034854957866	-0.07612861890772343	-0.06554320754962704	-0.2689900621612734	0.2121040160107845	-0.16244468187567362
CNR1	Not-coupled	Coupled	Coupled	-	Cannabinoid receptors	classA	-0.2829802573434135	0.41699029782132774	-0.035480095578149226	0.15171499613584544	0.12993163234975777	0.08196828810490392	-0.2724650182233575	-0.09260613351649766	0.009251708060895742	0.14771844838181794	0.20640772316282982	0.09048638893226983	-0.08064448388758119	-0.1330804708900749	-0.05441172514277934	-0.29712166790594496	0.16461740806116607	0.10727167295505027	-0.06398570421294479	0.0821436292159004	0.04018104450663796	-0.1874081191144789	0.15953707395463868	-0.05346375372117121	-0.38428688844648146	0.05734427978488724	-0.07188469901441957	0.018026099306075013	0.14108794400885036	-0.08455537182292815
CNR2	Not-coupled	Not-coupled	Coupled	-	Cannabinoid receptors	classA	0.49637100298035935	-0.032160191082090464	-0.18424684092318702	-0.19353880658476252	-0.24857752408311384	-0.12305963714588476	-0.11506435850781753	-0.16293215318724188	0.16207762792288552	0.1360039143117621	-0.035012146948172874	-0.15303273824949648	0.0004956897101977868	0.05517191535622741	0.05282111292768382	-0.020020338949384715	-0.20545558586596305	-0.19124950517231684	0.24662406476698948	-0.14655921028196697	-0.06736068565438202	0.0483446392153825	-0.1398465283502507	0.05782219594855624	0.004612741451370535	0.054612217631473906	0.03995170501075732	0.08991701826235571	-0.17044180989967983	-0.011708410033338328
CYSLTR1	Coupled	Coupled	Coupled	-	Leukotriene receptors	classA	0.4845566929968344	-0.010993978017606001	-0.011187065346043159	-0.20145756081690003	-0.10697880299874378	-0.22047537845653825	-0.05095512317079351	-0.1429697583151382	0.32269800565655826	0.03386877620127115	-0.10629130493589412	0.004909368814818185	0.026049544775307215	0.004753837091660634	0.01576122822669539	0.01683648235794134	-0.20993231380097355	-0.06428776884476269	0.11297942980054143	-0.011159574319872495	0.07600988416872467	-0.08937511658998631	-0.005137870068368117	0.14688452571147592	0.07584318513012087	0.08157429560843481	-0.09526638911588468	0.02559375584297447	-0.1850201748603175	-0.00759856539898781
CYSLTR2	Coupled	Coupled	Coupled	-	Leukotriene receptors	classA	-0.3743256123790922	-0.049039896806283824	0.17001949552591727	-0.25442975472562357	-0.14218173887643376	0.17800400233437894	0.080518758562907	0.05793654880451881	-0.18395934183512017	-0.07351148582801001	-0.015805556807245064	0.05340423310573045	-0.34836884148651137	-0.13344797718292073	-0.09357536626007093	0.001885492863205455	-0.04583816070312801	-0.012053066777109376	0.30275079750726686	0.14666585074761615	-0.05958824517150653	0.09720122541606527	-0.023835705107660716	-0.1684954529310053	-0.06724172544961703	-0.04492683408065276	0.1200975997895959	-0.13857369830933713	0.01504027081365987	-0.09964270945793044
DRD1	Not-coupled	Coupled	Coupled	-	Dopamine receptors	classA	-0.3583308886862821	-0.11595225556184431	-0.12598912168365234	-0.3060855228998924	-0.11930362251433813	-0.07156194430034445	0.12833599391604164	0.254394179209039	0.49189565459508633	0.3898508658077974	-0.0988199387051844	0.07355165980553999	0.18013776670096557	0.19148598335451844	0.15437394136061047	0.06986561937618313	0.10809106934805647	-0.27078201442114186	-0.054670082833327735	0.3111750713569941	-0.22031494390046957	0.0005840985171027173	0.0865820153275911	0.0269739487734633	0.16463783513798597	0.09250077651019575	0.24568628654120497	0.1364004454242518	0.06003505039707125	-0.029479191544513908
DRD2	Not-coupled	Not-coupled	Coupled	-	Dopamine receptors	classA	-0.28854436156764046	-0.12868947032388095	0.06705619448896963	-0.24631863902394263	0.03836464372033541	-0.08583869978350607	0.025514326789296504	0.13911096282094015	0.3577683168007081	0.3320261195865407	-0.09222166770785326	0.22615310578901035	0.021963773128254867	0.11558244637259359	0.1603858430131557	0.07815122517263295	0.29301645132944537	-0.17926696651310095	-0.14527500788923023	0.46476840041262263	-0.13909253806483404	0.07293145303254432	0.1832732758628225	0.13830396758149355	0.1998050113301506	0.21714760128752394	0.20143492307572394	0.1274650810361563	-0.0036481900234055795	0.04794079593427601
DRD3	Not-coupled	Not-coupled	-	-	Dopamine receptors	classA	-0.13268113844476953	-0.10319045863868598	-0.14509367779308274	-0.26419720360396326	0.5956783594579137	-0.47553378894306936	0.09614941187607944	0.6004638682992113	-0.31574994440585413	-0.01661335971448479	-0.3804162945124778	-0.5529414849703932	-0.0717128925083416	0.02044048476868954	-0.14267350820008212	-0.08746080721499827	0.005473247974578816	-0.4988458467997179	-0.33925613055997583	-0.2138674688254326	-0.18669994375558827	0.13536397063654626	0.2338084885747578	0.44478341978312946	0.44903070571862375	0.5225041483653059	-0.07167039804579817	-0.2120854089379248	0.5337062885779142	-0.1365003031709593
DRD4	Not-coupled	Not-coupled	-	-	Dopamine receptors	classA	-0.36673429230822696	-0.008493559484873804	0.3612002812633319	-0.23077168986032345	-0.006139134866739954	0.2540607569643463	-0.0958705788169731	0.09927811933513904	-0.3863594606418699	-0.07812042290055474	-0.02592462701510691	0.2632938202631666	-0.44079028416517846	-0.28346633930893916	-0.07871591147334511	0.17250947903000718	0.00025862869258911936	0.06221778337470459	0.2117944358868228	-0.06362356050476013	-0.19574710704733275	0.027522947956300555	0.032333683347821454	-0.23997218143648805	-0.04796760902133597	-0.0862101891931571	0.24729205113756256	-0.06498801406002987	0.046309916374917326	0.05091051191638672
DRD5	Not-coupled	Coupled	Coupled	-	Dopamine receptors	classA	0.027519067667376364	-0.22287744435564497	0.10854460507274719	0.25663590435674444	-0.41490046054589946	0.41436727440345755	0.33625257297378064	-0.10753021926209276	-0.18061745863786707	-0.34944056984087674	-0.16995986785368894	0.10159413391754377	-0.08605957324754522	0.02012213299449941	0.029983785052415658	-0.3286167042834372	-0.2543907905567938	-0.27525159149836115	-0.14153030491839866	0.02887975129264903	-0.0006007013049929649	-0.08228061600707343	-0.04241573944578469	0.3073452556758558	0.0662512777320481	-0.1984057433886931	-0.1308264459354287	0.08210550368497332	0.2176839449751301	-0.1820759625543465
EDNRA	Coupled	Coupled	Coupled	-	Endothelin receptors	classA	0.009872088102721121	-0.15412603764244415	0.06823766616728912	0.23269251631086296	-0.154672788919828	0.4284426302982828	0.3764798796400951	-0.251266765339886	-0.10820533883917062	-0.2674585402520324	-0.10624223172104733	0.2715547224154735	-0.06148531745262698	0.006491649855415442	-0.007324463004812825	-0.2665368376695873	-0.2771937539717383	-0.21889876170192116	-0.25463213329429135	-0.036909681597716834	-0.07293981614908157	-0.14987385886616542	0.18155316137131414	0.3311132850901567	0.10276142452292732	-0.23520381365573326	-0.23560964201595058	0.2552531785240347	0.23391498114545584	-0.07224922566152794
EDNRB	Coupled	Coupled	-	-	Endothelin receptors	classA	0.33244423657098987	0.299676743174438	0.06508299641137238	-0.31582821352949336	-0.011070177139388513	0.11201748826477124	0.12605449322759182	0.13452682248730782	-0.016205367272372793	-0.06439863667802025	-0.22574400981306228	0.294176213660215	0.34684457558614296	-0.4914346526435774	-0.25757413477482194	0.1385616926635294	0.12522268922680266	0.28555339588161993	-0.22475246177474675	0.11754951689302862	0.26994814276089935	-0.23317552691770616	-0.09232856065632672	-0.35286295253632555	0.23346929044787323	-0.06183714157623784	-0.06041831151290863	-0.0326073342789294	0.11146981512818342	-0.1140221325092938
F2R	-	Coupled	Coupled	-	NA	classA	0.2919212197025775	0.15549011911922184	-0.37092321650551413	-0.1181584175566847	-0.23274370896208588	0.1975225660199841	0.17891714256845598	-0.07904656996911574	0.06775043647214114	-0.17869558705082053	-0.2646569610428707	0.03626549847959035	0.39757072952483474	-0.11992245920663112	-0.23240299405095935	0.12112816727413803	0.127700865919342	-0.0005792643279354196	-0.05437562597017086	0.09366797907104327	0.2355183750156343	-0.04305210160798947	0.02129859738106638	-0.11105950534952419	0.04559615419190349	-0.16085946904822532	-0.2789588801642031	0.07113482555793582	-0.0890543982701724	-0.08329670096909776
F2RL1	-	Coupled	Coupled	-	NA	classA	0.37787175975738746	0.2507278709185995	0.1836798304879245	-0.24054753603585924	-0.13126226172482794	0.16979976343254127	0.3595485953821447	0.12538713198810206	0.2628208791463788	0.033061894086589994	-0.3634443872421746	0.31559095516688407	0.5467529857056743	-0.43294360450230124	-0.26228109394172106	0.2687868304789932	-0.12567303029128898	0.18142505600585015	-0.3477926912004445	-0.044809421390885694	0.060521973666007936	-0.15497401049206985	-0.12132100834061975	-0.4857806374852927	0.2241179352396765	0.09872328163855175	-0.02039684029203547	-0.061320780314410545	0.044273154081466405	-0.17871086895109387
F2RL2	-	Coupled	-	-	NA	classA	0.3636773608895938	0.24618034089684446	0.05661811665026608	-0.18705820111276852	0.4530576737170971	-0.07970582274366261	0.015514148140539459	-0.2710043713874474	0.0979044603703305	-0.09298795504486483	-0.17055913381285998	0.2890945156801705	0.34389518417633497	-0.4560895261662671	-0.2126037699131939	0.029113856221339596	0.09726458540844704	0.1750735183272768	-0.24010411695065217	0.2788603156302767	0.2186421662876955	-0.0070867893136612875	-0.01581592900726478	0.016456208227049192	0.07554121707312718	-0.02023780782299956	-0.09944676586355936	0.06489203343734984	0.016610371425802885	-0.13236022477273285
