Gene	IUPHAR	Shedding	ebBRET	STRING	Family	Class	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23	PC24	PC25	PC26	PC27	PC28	PC29	PC30	PC31	PC32	PC33	PC34	PC35	PC36	PC37	PC38	PC39	PC40	PC41	PC42	PC43	PC44	PC45	PC46
ADRA2C	Coupled	Coupled	Coupled	-	Adrenoceptors	classA	0.15486005771754552	-0.3287542116909001	0.07109497511613218	0.16312678869477576	0.2098191798537759	-0.2745689332435367	-0.18632751938674483	-0.3938839882647356	0.056270591648261696	-0.1945169200832527	0.21916454912324493	-0.43432245783520174	-0.39674911793254003	0.16578524896418556	0.0028900336998486753	-0.3462951160869222	0.18460561321016994	-0.14430468625759163	-0.38316743598364666	-0.2865586317760042	-0.22782794231723444	0.3594922424661774	0.004311039359384202	-0.25810164097175664	0.0004838019630157741	-0.4062235034881289	0.17749765381613644	0.22092419922632905	0.15545447273658725	-0.11833767175597305	0.021200795124976083	-0.056523863068982445	-0.031113635860807308	0.09597060623134039	0.11589742118629544	-0.13706895281003773	-0.1446566030911244	0.12728666156659596	0.04790075364564059	-0.08354562155880307	0.18002446056259752	0.3334734559606256	0.14651522363243372	-0.12865768057753643	0.17444413216897872	0.13074052103741352
ADRB1	Coupled	Not-coupled	Coupled	-	Adrenoceptors	classA	-0.3233432504404787	-0.09336379989165113	-0.37044452830738894	-0.14323643021496607	0.15574298058285505	-0.35442417627384015	-0.05827163003934532	0.19603734349989457	-0.01726473417614606	-0.1102749806322949	0.4731285347624309	-0.13730522753761198	-0.29210695664183195	0.08732095100723632	-0.10487755009848025	-0.13285318223256362	0.2056589842254335	-0.17325470559623177	-0.44619883256261217	-0.26087727046656467	-0.07923769039007367	0.043768278718370884	0.2437090641515054	-0.015758562792113955	0.24919528060202065	-0.10721559131973185	-0.07318769275759372	-0.13517828707855398	0.1409709788617202	-0.09048920371596657	0.06675104364162344	0.09112751517893364	-0.30017659194050994	0.014439214946563462	-0.19491468638956755	0.05208788094050359	0.015315818918930968	0.259180850904556	0.016342417002996993	-0.006604019140757722	0.1010651493474373	-0.04016760416058842	-0.019277475058304374	0.03586815961485872	0.23219080202811956	-0.08340390480630269
ADRB2	Coupled	Not-coupled	Coupled	-	Adrenoceptors	classA	0.3612313122755869	-0.5204237320378778	0.26607900624439695	-0.09231114899482477	0.03175812243787952	-0.021606169129033997	0.24823049680720413	-0.1305372173170074	0.028275482436327156	-0.12149915208571993	0.2178064923067784	-0.3240149642174018	-0.11138329558223273	0.0947283868148493	0.060402669514117636	-0.3453597253473554	-0.13652032252131172	-0.24395705214901164	-0.28745439148992996	-0.09136698325752408	0.07170712001404736	0.18162092116819015	-0.09592436552605503	0.15196952889101936	-0.05411366480395963	-0.22102519938810344	-0.14614106885021907	-0.23920500789121787	-0.15930167396361147	0.11522910372928899	0.21370504383007796	-0.14539214748856993	-0.2535681802662829	-0.05618755028280583	0.125933462833989	-0.16044711537273643	0.003892375500621898	0.3674629695515816	-0.0520232284633723	-0.1582701961148591	0.09246498815873444	0.01600985998881272	-0.0565454807328549	3.8570338257896606e-05	0.05014506590581998	0.0727448750858247
ADRB3	Coupled	Not-coupled	-	-	Adrenoceptors	classA	-0.27119393571403205	-0.10862223758923727	0.2136681995897175	0.02408375053952476	-0.1833335067339644	-0.08248628353266349	0.023845283853108558	-0.1261677807150957	-0.2565192056245163	-0.05935364709305305	-0.03547983540319412	0.058599606826376355	-0.05624117281175791	0.022896121444257327	-0.002011843875998098	-0.21849911923631898	-0.1788291751632265	0.0543734340047543	0.32573127975513805	0.15444119562593756	0.12422378838785293	-0.08615524749017006	-0.07914959882616943	-0.0032474157822279313	0.13967307315216906	0.0023953780042903013	-0.16396876600478383	0.2836458758561846	-0.03052876798014247	0.010339028257627657	0.21387101422282156	-0.10450540918919148	-0.05978328808650465	0.03123976516250184	0.011599722210707179	-0.02807091501671337	-0.11703737430947714	0.22100943093440287	-0.2699946896686478	0.13127828904611955	0.05642490753071076	0.05151348994262416	0.08127626125144298	0.04245377906945612	-0.2155089958465784	0.049266956958846614
AGTR1	Coupled	Coupled	Coupled	-	Angiotensin receptors	classA	-0.20774876362042938	0.12164952788016209	-0.3052103713088082	0.2422261353437853	-0.10328992419575607	-0.013349423387044652	0.16074252829916227	0.15939377113820774	-0.18299314429592217	-0.3002876454760217	0.14173780080532453	-0.01606995636136666	-0.2357070759544943	-0.39522405988210063	0.11260043858572368	-0.11165029974460837	0.23003100822164974	-0.08420699980905907	0.559931602642995	0.2641839585262857	-0.012291465795243444	-0.05055655317395927	-0.23725601227947749	-0.13968283018955024	-0.1789627943827654	-0.10932170265908782	-0.03627990197427583	-0.008034037376800958	-0.03563561827217654	0.08771106576579021	0.18736630237565194	0.35182966359666734	0.2793809370609673	0.23200795195200793	-0.014839471972678589	-0.05657254483890821	0.06313167150811701	-0.05774040103023351	0.05208558418767095	0.03510339844533608	-0.08146689865143546	0.15863488589085692	0.20020349328259618	0.1159571818129167	-0.029643812909250822	-0.11171446667250845
APLNR	Coupled	Coupled	Coupled	-	Apelin receptor	classA	0.06385537259901514	0.08669056251346673	-0.6488269746532334	0.08997202475668017	0.03188960479530598	0.42131603247869004	-0.07267352418862742	0.05123785516245517	-0.17873509161359727	-0.08161701246296461	-0.25244814970853446	0.03217900776820528	0.030072768616083035	-0.045099634068376006	0.2731769273237045	-0.12556182520931758	-0.05833164955508097	0.2664929767650426	0.12017368705043636	-0.23291634136473277	0.11073131343923007	-0.03612457062916445	-0.16607139696922216	0.22879116942743505	-0.05997404915111313	0.10181682875323893	0.252513654130988	-0.2317264036931564	-0.14941126345100325	-0.11174739686141355	-0.12396663939573681	-0.07370271845828433	0.02507161260822472	-0.1847728342442964	-0.1484523643663795	0.08860786320777761	0.490760352071766	0.3364455194671468	0.02760575344846802	0.0351383783603123	0.16535341704683132	-0.18070604099285134	0.10802404828306393	0.05914275643085642	0.2734222461486648	0.06047731538012309
AVPR1A	Not-coupled	Not-coupled	Coupled	-	Vasopressin and oxytocin receptors	classA	0.2796603697698124	-0.23702552302626473	-0.23875292863185915	0.18613325661268723	0.05570842358403045	0.5257281895481853	-0.02067648946353307	-0.13854916017297772	-0.25990571461521433	0.007589383527830873	-0.1902195678246403	-0.027353837091013935	-0.08550749644233817	0.15108762528715627	0.24178811319595753	-0.1372475953146731	-0.01771745373740774	0.1619972965616791	0.2702082347291763	-0.17209147563640398	-0.016479655651810594	-0.04063147832445043	0.25580716738595655	0.1820892093363748	0.037737901591188054	-0.27356854331116953	-0.1427943372961996	-0.3360365642760886	0.13480413596967114	0.07770872329975034	-0.05870658514006385	0.01998752596918464	-0.11164591644792177	-0.24128400631507127	-0.19996564304770245	0.19803596049978422	0.23704543032226036	0.28353353057592945	-0.13309299090635968	-0.014464993517428205	-0.07184252741049844	0.08058418028004564	-0.01712127837587283	0.058953406349185014	0.11789503651331606	0.24477437811476865
AVPR1B	Not-coupled	Coupled	-	-	Vasopressin and oxytocin receptors	classA	0.29540252461314864	-0.03852637187662234	-0.297564568899315	0.2692549314044732	-0.14051870707803255	0.42782643058084385	-0.03997059632351121	-0.23350681220335345	0.22165393052358837	-0.07165234348493005	-0.20076747454177202	-0.2637657695309798	-0.1899134542965104	0.12504413116967783	0.24040938928198352	-0.17109400587902895	0.06152469435014426	0.19839296877947077	-0.12456107760138474	-0.23513345243426315	-0.19643096274058902	0.1513468047304643	0.14559907785239531	0.13543265824908232	-0.1128166854842831	-0.27649149865833894	0.02975418371200439	-0.1255257724453356	-0.058234092306275166	0.02568719526539634	-0.11063475498599297	0.15702704339579857	0.06257943751938688	0.05942127204757884	-0.05904175135369448	0.09396199791826626	0.26959767885410385	0.12646869516847076	-0.37223165099209543	-0.13784922548437803	0.040116379275478946	-0.20212275729141785	-0.10091480692088646	0.11687875354070947	0.16636576433844952	0.19122494979067622
AVPR2	Not-coupled	Not-coupled	-	-	Vasopressin and oxytocin receptors	classA	-0.048182297138577475	0.05983709046557103	0.2174924391003115	0.16142303364016908	-0.21374862428853114	-0.24609980071967313	0.02628852001015243	-0.2773995258231216	0.024418673733652557	-0.18941587614590724	0.1240831030633372	-0.10307834380642436	0.2077896203579083	-0.28782168363356514	-0.18997965827073499	-0.09172425907496722	-0.06430327099793022	-0.0051609049647827225	-0.139475400354447	-0.35237503155827465	-0.11133738376924969	-0.356620717126283	-0.16987905245732576	0.02059457348576894	0.30368702066697234	-0.08087472186806792	-0.0941991134612044	0.2743301353993178	-0.3384625651967793	0.3748390545555764	0.07063009588352877	0.2641155536202007	-0.1611036841651695	0.10391977900788973	0.095289663539286	0.16573798513557741	0.18097714100173454	0.10479357548948393	-0.17668684120769992	-0.09155469850102857	0.1320658992028174	0.037686421943591154	-0.08468749145263067	0.07409762363176808	-0.2586921158704472	0.326182439170027
BDKRB1	Coupled	Coupled	Not-coupled	-	Bradykinin receptors	classA	-0.09007611443326272	-0.04464665654032191	0.1212494678035318	0.11319639503287232	-0.03992964430477237	-0.2874227679040689	-0.20396167681795183	0.1902355624344859	-0.0908254668291543	0.23226405207716289	0.24896884317646134	-0.0008183050651481388	0.20635900308803765	-0.07363192176446985	0.07868591382544021	0.18553642266760761	-0.04877655023068493	0.01428876533642903	-0.02945113666038126	-0.06530460125870463	-0.1592831772322415	-0.22005787198895543	-0.19902239208287248	0.07830011059467537	0.17767628101427263	-0.05103999688903084	0.01459039683117879	0.0566640625527112	-0.07545215046130291	0.3778737920051782	-0.029777333915024493	0.12344756370567825	-0.4179923222229826	-0.07467882096684496	0.12458918901243056	0.19110517057578785	0.137880833131091	0.5898046305430262	-0.014453176887260874	-0.013773552012181774	-0.18576579062395923	0.031234215176675878	-0.11636202752783255	-0.04514842174543439	-0.047189009025540914	-0.0023158630061669164
BDKRB2	Coupled	Coupled	Coupled	-	Bradykinin receptors	classA	-0.12097707108917506	-0.22225223766592261	-0.10937916902848352	-0.15317989467194965	-0.0011421025647157335	0.37611620954279734	0.1387887570733709	0.03990877684301248	0.03395898371267501	-0.12410419289000871	0.10731860683124857	0.17233901619535616	-0.1392910283918083	-0.2690590589630913	-0.010486706404293061	-0.07352583078312261	0.13032152957660123	-0.27198006312633555	0.061896631692524955	0.015132737106805379	0.12284831795117912	0.0310501982131228	-0.135643941605163	0.048453955281014434	-0.1917805916340791	-0.02195385885771401	0.0964537798979886	0.10506581851837733	0.23444776068844705	0.04397897404250107	-0.1816645867394811	-0.39947239695387016	0.06297073938212558	-0.07764843083120011	-0.35514767616085813	0.22765243793566917	-0.0038856219564435425	-0.06550713481744688	0.11182821910049696	0.09557404300132272	-0.10608314672804657	-0.02566270874762185	-0.04196386556461195	-0.1583481166937023	0.22737961363800374	0.07839173143062603
CCKAR	Not-coupled	Coupled	Coupled	-	Cholecystokinin receptors	classA	0.2643045392733978	-0.14194857642982686	0.08404804429539638	-0.024599873521706124	0.024923457587800825	0.4400369215940015	-0.0297721622145648	0.16631339545199558	0.10888442190655885	-0.25808075540970615	0.20410242234976472	0.14660562688205994	0.013876158609026327	-0.23302808325360244	-0.05708728916473656	-0.06404988623732759	0.10707452465586088	-0.3995746247287206	-0.08690458572589059	0.07193554114317856	-0.07828907503741292	0.2517301059352304	0.28629175831777276	0.023783848228030684	-0.1550799477346202	0.15720178131156598	0.09269257389455561	0.0652101509948331	0.010529222044698954	0.18980976818121173	-0.30932385782593547	-0.43479244337480916	-0.10112037497271821	-0.04893971985321017	-0.47827252996605385	0.15262229905296135	-0.14411401648723454	-0.10373966427281195	-0.055669206017220633	0.09754875117583897	-0.011646812755406204	0.022960779540566155	-0.22490626911299066	-0.21724668651322632	0.05159658532266023	0.14698059750217524
CCKBR	Not-coupled	Coupled	-	-	Cholecystokinin receptors	classA	0.062130173864612906	0.3596061005406625	0.061347895962922644	0.16303723007469276	0.2757360217284001	-0.14004911774053355	0.1514808871479937	-0.1460113616876628	0.2494925934334556	0.07224165719699312	0.19925988735649994	0.3481324438690605	-0.008759488366142992	-0.03898846177621427	0.08799313213809913	-0.1465613707890987	0.24472376125127615	-0.08351098225849184	0.04716911718707573	-0.12286814811547857	-0.09949508492145323	0.02071991342499916	-0.1670048389937292	-0.019997126190560217	0.0036431258652908174	0.06570264130855899	-0.18620041172292504	0.027978551766107803	0.11621088166898798	-0.08881940933609708	0.11573572275858998	-0.07973516782283206	-0.09262078232482356	0.11580924265460055	0.11421846130300137	0.14442927363545213	0.41601849401526325	0.1612672536425734	0.3613641114502221	0.06888083129079278	-0.24964940552979414	0.5905011313392917	0.032560207299080934	0.04565155974382548	-0.025390933212613	0.11412558743284824
CHRM1	Not-coupled	Coupled	Coupled	-	Acetylcholine receptors (muscarinic)	classA	-0.3209714092042303	0.4922769636080512	0.1479148419070246	-0.08260856755815348	0.3711130418667124	0.35240304369381853	0.3843285720294388	-0.027154382506504718	0.2803569372590829	0.1911110608434931	0.20709849319212376	0.5266945376281894	-0.222848276705129	-0.08248994788852727	-0.05653931764403113	0.06238512807257933	0.28180166144681096	-0.03845374232022612	0.11166437374224218	-0.08430741566582084	-0.07595397093129955	0.1522143919827554	0.2506301562252472	-0.055049974482216185	-0.24743861594316144	0.09464864409082042	0.17410103729456328	0.15281940368004426	-0.1962887843717232	-0.5206667093458336	0.1667042859628679	-0.07697397699021562	-0.07646315042964144	0.034881843248985585	0.2056632081838841	-0.09894016959733154	-0.04347732722602143	0.15834325921495918	-0.26831142190038976	-0.21110863941835548	0.001943865987147294	-0.08184351865888455	0.056570921240564766	-0.09153583659455652	-0.008936263553435993	0.1476947407524021
CHRM2	Coupled	Coupled	Coupled	-	Acetylcholine receptors (muscarinic)	classA	-0.2603554580048683	0.12317158254325264	0.41583102897831803	0.3029992488537839	0.5055568142153256	-0.20759251625126487	0.17822390181413433	0.006898721179335846	0.027437369593980434	0.09780877967788983	-0.06467607163389563	0.3272101902225457	-0.14762397879633438	-0.1960124541528064	0.1006938636993281	-0.015068850512119137	0.2608537185870568	0.11762354393854957	-0.07986628951299365	-0.11415540851044342	-0.07669536950194174	-0.29473767585376304	-0.017766250727929686	0.09955734490358523	0.2506871639115599	-0.23439205668304364	0.1690324184635233	-0.0047260028851465454	0.20195260329381204	-0.019759087584564492	-0.20778650627365472	0.038417502755189736	-0.22475657915964614	-0.03845655734266602	-0.009229125664577393	-0.10090357876297426	0.10746290697053598	0.019098131336821214	0.1393580626971856	0.277037558897007	0.06601276503956381	0.07636567823038358	0.30797574949130346	-0.15498587760544674	-0.14311408550486143	0.20888991065488455
CHRM3	Not-coupled	Coupled	Coupled	-	Acetylcholine receptors (muscarinic)	classA	-0.22271132764634077	0.31273853164195026	0.24493187463058666	0.10056601379196856	0.3363564128592247	0.22932482663269338	0.3135898385277729	-0.26633799850083106	0.23194648557668351	0.009727756864950464	-0.1455843459636953	0.31749130764745687	-0.11747158875569265	-0.08436107078149072	0.1896003372021105	-0.04561612074989486	0.011942004592253015	-0.07175123991246783	-0.12744358294953437	-0.1654340171234656	0.17641760327943776	-0.22260396700703242	-0.11041148745783287	-0.20498330065382583	-0.15519754271734815	-0.09056336256010292	0.023055924894275503	-0.007530173963876207	0.0529527708234084	-0.30685815002572914	-0.03577114814928737	-0.353267909623053	-0.2277192316536032	-0.14192542643589043	0.378853710794167	0.039950401944273295	-0.1244619140499331	-0.0459161385584434	0.058231030226375526	-0.2583991830309853	0.05365547492715799	0.035492423493563005	-0.012856228934843039	0.0019331334218302576	-0.1664618156512537	0.038075255293139314
CHRM4	Coupled	Coupled	Coupled	-	Acetylcholine receptors (muscarinic)	classA	-0.12563225880657233	0.2634489749944206	0.359410717011018	0.2580292638531737	0.5035797900826244	-0.09430458746840749	0.3058364979746336	-0.001839154609421191	0.0470931560423672	-0.1790038642788536	-0.12712971727353886	0.4452352854407155	-0.03510543037825288	-0.07483965784750414	0.23447940827160754	0.17727323063864234	-0.008886214374791833	-0.026754257462492857	-0.036984673890944404	-0.2153418299780694	0.13316450741997288	-0.17991698642209278	-0.04046784476305101	0.10049022014149803	-0.12460296267086828	-0.05943748882151255	-0.0933480755756225	-0.02486869687238447	0.12514777094603857	-0.03683740276070763	0.038596568835470677	0.10837452465887835	-0.2687918451976194	-0.008487162662835078	0.24205085955072603	0.06707520868749747	0.32389102833070854	-0.07719403786534737	0.019132916511078388	0.06198091577949021	0.07315812706411513	0.13588269875385603	0.1648219672104705	0.0737371347148414	-0.11062227618877866	0.08998116094164912
CHRM5	Not-coupled	Coupled	-	-	Acetylcholine receptors (muscarinic)	classA	-0.08589494197640075	0.05852894562913119	0.20907954031493434	0.06775644713478786	0.37032293702866553	0.20066531433148205	-0.02328592954225025	-0.432736047211164	-0.5220990034418016	0.4558227262580038	0.22253532252579916	-0.010405314783384873	0.20001588014843935	0.2484425117206904	0.36492887776348754	0.608475153978292	0.008458003488317977	0.07416915940045071	-0.12296791169148633	0.0355076171383714	0.17046077480875713	-0.13943019000925383	0.106215600530929	-0.20436320132726726	-0.18003150246637548	-0.32811541706621633	-0.12310540536324623	0.36887309105913196	0.1328128334178029	0.5432307644985389	-0.12737697129319625	0.23232858929406258	0.6961054962697399	0.19988778767864343	-0.07927892960684468	0.11482812313659524	-0.3320008972495888	0.325356569905756	0.27983968259512443	-0.015456701454593668	0.32406306307210503	-0.03709617223083572	0.13384181295435935	-0.07882411667442792	0.2949142311611737	-0.09662189905501857
