Gene	IUPHAR	Shedding	ebBRET	STRING	Family	Class	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23	PC24	PC25	PC26	PC27	PC28	PC29	PC30	PC31	PC32	PC33	PC34	PC35	PC36	PC37	PC38	PC39	PC40	PC41	PC42	PC43	PC44	PC45	PC46	PC47	PC48	PC49	PC50	PC51	PC52	PC53	PC54	PC55	PC56	PC57
ADRA2C	Not-coupled	Not-coupled	Coupled	-	Adrenoceptors	classA	0.15780464984482187	0.07017104574140079	0.14254914142347153	-0.09539414974705741	-0.12328154675191308	0.3745207841074384	0.12494616491196295	0.18979935674968404	-0.16438702409016337	-0.3498128863346769	0.16029154175261762	-0.24812266628475843	-0.42733802446334695	0.16980737729899775	-0.25762325694161536	-0.06544362863599003	-0.03763774591760102	0.17389837292067672	0.021876825161768705	0.0003720607888300872	-0.36677047974035165	-0.06468413591526605	0.009657662949781315	-0.028060858350598124	-0.15902006492797435	0.07660506890482484	-0.10714621873131562	0.03410285355107324	0.0857959256252421	0.0204939865528099	-0.018868451516809454	0.2573973257222632	0.057472546898253624	-0.11368824327908233	0.183912786581958	0.058014114465155316	0.01186816810997661	0.24443930347817697	0.11018243881612226	0.22784796706983207	-0.13097077493996506	-0.1921001263935772	-0.11867701263622647	0.12025210388594011	-0.0442897707016932	-0.13135404060597428	0.09956747156105172	0.05014113732610963	0.16038188213781943	0.24907893312100313	0.17173416001150874	0.4706199510548709	-0.06593052192192923	0.15539930381032413	-0.045717271483053164	0.5118428121012084	0.024374096473133038
ADRB1	Not-coupled	Not-coupled	Coupled	-	Adrenoceptors	classA	-0.2629185441111193	-0.15178754486855142	-0.13277096430105687	0.14548233387355605	0.11789097051268208	0.05257439592638696	0.24985948826646762	-0.3876008106249949	0.08152813067914677	-0.2914089391867591	-0.15335679852653156	-0.06543443171589261	0.2875434185460758	0.0040465633084540405	0.33727812254689654	-0.04467212431068039	-0.07202656483294054	0.10938294561186099	-0.006852205596182585	0.1753157507292761	-0.20151130318455365	0.12219452082801403	0.04360142568554341	0.021313910776375438	-0.15687021576643445	0.12643154881945945	0.14707494664179552	-0.03003578483725747	0.16507623324758858	-0.006385892119108239	0.03909341494485973	0.3039805824759368	-0.09618889189131856	-0.19718593951359997	0.2046293860556428	-0.19334757933045713	-0.1547239164255515	0.15706552684760935	0.2039130899537537	0.0667696631392636	-0.03787761540405304	0.340212529370295	0.010233503033349948	0.2507053830640808	0.1272710007524428	0.1556222352073323	0.23532723639738187	-0.021601487297774325	-0.00982210659506622	0.2051095896819018	0.2792068136789435	0.15885843179396816	-0.12546545472185225	0.14520376584506767	-0.04594612673876116	0.15150419903334608	0.04720228854484346
ADRB2	Not-coupled	Not-coupled	Coupled	-	Adrenoceptors	classA	0.04557076043365748	0.08948778087655011	0.1903849305564798	-0.061345832541537006	0.2531986178215391	0.30452993212823926	0.27868506592172043	0.2182782838959459	-0.06313290336003899	0.20283282084410947	0.13788285915620502	0.04013584971837479	-0.13021904320355684	-0.14838239643455745	-0.09266752259949824	-0.012941655331200874	0.24047249421366437	0.1317853812994462	0.32508984019171533	-0.03557151929522399	-0.21296090713205	-0.07730828023711954	-0.03717909859782728	-0.33421169016963004	0.09278586738196047	-0.2513000186671535	0.08031030249729164	0.11052513166494354	0.11820170301583192	-0.25839027346355087	0.22179950259091158	0.20522160356227567	-0.2507174002927942	-0.02224904022415768	0.04881188784503474	-0.03226566989438014	0.01755873535258146	0.016391485641871005	0.1767807095263339	0.1793032107071829	0.19660029120595582	0.12463286163743893	-0.15865124824925633	0.19061500362981565	0.11254601759080926	0.1052011071637197	0.08257694794475669	-0.18501105284859035	0.1488912373041203	0.014948602718290285	-0.11804461034646414	0.22425035389902218	0.13653197782831591	0.1545529294206397	-0.17401123726449877	0.5158189871786373	-0.00823141159247206
ADRB3	Not-coupled	Not-coupled	-	-	Adrenoceptors	classA	-0.09550585949267222	0.1009263919207473	-0.1799481829860856	0.1472051665676052	0.09636588636326529	-0.28620115103209853	-0.017354148877342615	-0.09620691477671728	0.21008037299579452	0.033515061454579984	-0.0006647108934234088	-0.2165610352596709	-0.19791217966310937	0.0925386005387588	-0.19456972083409185	0.025212863819179997	-0.147717685407886	0.21155406058555973	-0.24932022629811212	0.07123578441915042	0.10629585823667047	0.03889649049561544	0.20028776781736457	0.33244922631613355	0.08794035906419309	0.07765048004226245	-0.1813878410763798	0.35286121782252694	-0.3281925942185998	0.22367734279679063	0.09449059536820544	-0.14156427912566033	-0.2678598371998192	-0.19027683339749685	-0.10920485719012857	-0.11478795795804698	0.22342805006158017	0.04771985553513573	-0.04092628376965258	0.2531155902049681	-0.01774016424152863	0.01936509210848944	-0.07095272725483182	0.007048337999078205	-0.013953855400209398	-0.14354260915825182	-0.2541659247080935	0.03837403306091177	0.1806507737983903	-0.22369696626547153	-0.240804209530487	0.09000454939946356	-0.07361101015163893	0.22844997008696502	-0.2647028456401379	-0.09262557234527172	0.019475771490010927
AGTR1	Not-coupled	Not-coupled	Coupled	-	Angiotensin receptors	classA	-0.26863506358148054	0.05682487751874869	-0.3133048685500327	0.006149771916776726	-0.12918749063419813	-0.07139190538643599	-0.30550902245751344	-0.05939735819351009	-0.11028482845874164	-0.022662549129612464	-0.023846323235866784	-0.10966838556335404	-0.05630189509920788	0.028602827713515667	-0.154921313521476	0.25880256852263966	0.02131671375600827	-0.11383195052609767	0.15681955729858135	-0.3811104377912579	-0.23420263574036698	-0.09293186379484819	0.24966329833318382	0.13568605331013006	0.02157843851931707	0.1596751157341642	-0.03221975405792283	0.5866815773512213	-0.033326306748648005	0.24713104094754296	0.18350714749797947	-0.23856078170471595	-0.10907719862492578	-0.037529219914634315	0.07903576804768694	-0.14111931639841588	-0.23724375934779524	0.21485144935796488	-0.13057750970285303	0.06303895639299452	-0.13844307739073192	0.21699378088102478	0.17806587271010568	0.5222234173459369	0.1715829646540937	0.3764422769726253	-0.015325345757819431	-0.05525193966360227	-0.031985895225658104	0.21361812849953551	-0.23669613839746742	0.05095122617312309	-0.06962503929775776	-0.030790998401986118	0.25121590657007026	-0.03807882919410207	0.04566992409006132
APLNR	Not-coupled	Not-coupled	Coupled	-	Apelin receptor	classA	-0.02845685666977351	-0.25386726344943783	0.06924631407453805	0.07536416651604935	0.12618408944405496	0.1325929318306773	0.05394068282344872	0.19264599891146936	0.044083453772276716	-0.10547718481599655	-0.1931756931865486	-0.2474488437489229	0.3022966416349125	0.18660859621194753	0.016570825166382714	0.1238056649967435	-0.14994668518947674	-0.2479403022653303	-0.04473464720860136	0.04714880264039707	-0.15178767572672253	0.5449231782017643	0.12203626721553289	0.0407380450065103	-0.08616330064905633	-0.39507674995163544	-0.08462669936490559	0.09369201312376559	0.0753941331080088	0.23642782470361676	0.030015934416670925	-0.2283813319532915	-0.016384625326955664	-0.13869941128547372	-0.08060462228128613	0.0700899625596791	0.05666533293095439	-0.3433504979193333	0.018850481679791087	0.1164170677942375	0.09087783944584822	0.019981945028720777	-0.13445944616755723	0.04369172986300988	0.08039190060277755	-0.32273543241874	0.63136566367038	-0.1711388906636116	-0.14516356912275183	0.07051656966318509	-0.009451594772175534	-0.09987733514703533	0.09741334989978516	-0.11524982725702589	0.35215258348503076	0.015082510976055327	0.05651310676365492
AVPR1A	Not-coupled	Not-coupled	Coupled	-	Vasopressin and oxytocin receptors	classA	0.06706185798291685	-0.3445611548293589	-0.01605317996980481	-0.3806795630335304	0.16925756692471827	0.22987546626423458	-0.1176619512896621	0.12558751825793688	-0.10287507402413695	0.08906267070456331	-0.18016232087002818	-0.1817789235539839	-0.10719205332011607	0.0946089608344167	0.20397242683690817	-0.025039362621170885	-0.036714657733509855	0.016141883852487705	0.3000011165836001	-0.006014673902863965	0.08276032609780909	0.4122289233061199	0.12339067102338053	0.3349643149724379	-0.06394225770312205	-0.21581547739199583	0.07623070670758672	-0.13374331695925193	-0.10552452748892747	0.07309524462415154	-0.06005228550942905	-0.13083541096247728	-0.19256185040273527	-0.06124197537631174	0.001895111349507523	0.10386060865469546	-0.07933594639115445	-0.1588948052824424	0.4488750382899327	0.1692255231555336	0.19196160954333755	0.07179465096504678	-0.2376599266197779	0.03665395597541533	0.0017357731965165948	0.09592700950508774	-0.09639230478716258	0.08892174442989417	-0.31766255481285566	-0.14121343355795687	-0.26492844346470856	0.15985038058694911	-0.034917803415910866	0.05348073712100266	0.2707479452739236	0.10778382008434245	-0.08274824930606121
AVPR1B	Not-coupled	Not-coupled	-	-	Vasopressin and oxytocin receptors	classA	0.2059381389783681	-0.38148772140567183	0.31346893382646585	-0.2011119524172767	0.09497430656497946	0.18337229644695838	0.4883957877554812	0.017062773571205322	-0.2602853454219701	0.16747943138023388	-0.026674475909264313	-0.2745023988653224	0.056547792201633786	0.11373819767096036	0.3084301367481798	0.019525540472507322	0.06795712262885271	-0.20042656211722282	0.03892124133174269	0.3456351500860386	0.09690306062695887	-0.05984756439978001	-0.3526547171483899	-0.03936754193767522	0.17445440454348052	-0.24055009684769174	-0.1585620113493532	-0.21401397736609562	-0.0774820440599071	0.21161466360994077	0.30522201965587714	0.2244651494989347	-0.17525696266759	0.11488760425074805	-0.09278679268622321	-0.15927124064073594	-0.14928790396292324	-0.031818824202945024	0.2724363364197392	0.07856524205857811	0.07098070485623595	-0.22730969131440015	-0.07320454337659411	-0.23988450154810417	-0.02075917313675443	0.19237922933601925	0.03325944515579613	0.038510374296591404	-0.02929487774971147	0.24629516034854484	-0.2710228113657163	-0.13929221173691253	0.31063376869996834	-0.04429501018584771	0.47033704304403323	0.12561872098448518	0.1788169580901745
AVPR2	Not-coupled	Not-coupled	-	-	Vasopressin and oxytocin receptors	classA	-0.24851947399808447	-0.048961499608755905	-0.2489982125118854	0.21784645322996973	0.1793739370692953	-0.15056165176565495	-0.11332816862603888	-0.21044820285089244	0.1797777020035911	0.08369073887202276	0.0647131831196169	-0.24566474819867093	-0.13238668800525738	0.07021913822486794	0.22833403298346236	-0.21769159834709842	0.21697560173381372	-0.15901615972598218	0.1982205692611855	-0.14557234798368485	-0.2540038486900916	0.2007331526297441	0.23013758693595912	-0.11177634999354524	-0.07175101475414787	0.29856508053000225	-0.009056387665061748	0.2668935490936748	-0.31634192794583926	-0.20326392794130252	0.11358082462297943	0.005131236283509213	-0.003015312670043508	0.18638009198776972	0.286965089613321	0.09205917812441754	0.34521726667311875	0.027850519276597097	0.01423566409251668	-0.01066105439147638	0.06123220487917914	0.02458833831029008	0.07364081380240384	-0.0998041736535097	0.0020687734301839656	-0.14767413739385232	0.37673435991596477	-0.23155777353204315	-0.051426639938451084	-0.1781106874905497	0.14898936437178864	0.1932686290949197	0.384430748654328	0.09969366378681538	-0.18086390243950073	-0.056811126251292254	0.18105114891444876
BDKRB1	Not-coupled	Coupled	Not-coupled	-	Bradykinin receptors	classA	-0.4286943412895383	-0.10311335953821027	-0.27470250359797377	0.19792661665879227	0.09967139978845163	-0.12542681668194483	-0.08240075151779154	-0.19043135387077148	0.06320616740021333	0.15015332626528502	-0.2230842194604391	0.025875725051380933	0.07047693866547476	-0.04613750586306596	0.44194806226750927	-0.17242994412404433	-0.06125925638074402	-0.17731984252248062	0.02145449630824574	-0.2659762314767678	0.13838656752601602	-0.05948405855769618	-0.33601705397356274	0.19633787117142856	-0.032772064461041944	0.06862987017019807	0.09608007406744909	-0.028674974695856663	0.03601182244292905	-0.1460638141943469	0.29334548396623716	0.3490729488218914	0.38781592684536415	0.019932148666885103	0.07662129500722754	-0.021126618970419477	-0.23789769896411522	-0.059983672137616094	0.04485308700216895	-0.00999300528129379	-0.0133934553607252	0.2293916788352945	0.06708464976964154	0.22490678078071927	0.03026570610244555	0.005225660787971521	0.6426747851056339	0.004355929152917743	0.06870483979923571	-0.23385907957536994	-0.3305708243591721	0.11911203239310154	0.13087569402690316	-0.0351285926110513	-0.07061327082080637	0.06769706782851267	0.34574912736265206
BDKRB2	Not-coupled	Coupled	Coupled	-	Bradykinin receptors	classA	0.06879666680687482	-0.4612217111415761	0.24287469204321543	-0.19216561802852689	-0.20141847098238938	0.05872662859113577	0.049741570948747864	0.1179687494543434	0.01736700204004038	-0.04768830688785092	-0.29783441335913097	-0.100058999885207	0.14131300516553807	-0.1832931369224802	-0.09570821802936273	0.08420165614636338	-0.07222632774077038	-0.01018328433070313	0.20346660261171326	-0.29563447400176746	0.10386888189669861	0.15289282663532508	-0.0071888281805374005	0.05810949881119101	-0.072832344700478	0.000357472854885662	-0.2664692896454174	0.014739002828259967	-0.046372134913989047	-0.27605196146870886	0.02596622967442994	-0.010005590967057823	0.010030570840599641	-0.12419645378246538	0.05605404213402222	0.2970662450077285	0.25439178924819983	0.19345221474274057	-0.04514984714905823	0.025741371131377606	-0.13559112466286685	0.12810617416411643	0.09796901944648333	-0.05839210199919291	-0.07573376318021303	0.11489014664967938	-0.08493927481747851	0.4368610050394887	-0.0011880604636779848	0.010671211697109485	-0.13911858077217795	-0.10668481721366799	0.0001627955704105149	-0.18566164879778282	0.14563878560245738	0.019892956658278633	-0.10343181449824046
CCKAR	Not-coupled	Coupled	Coupled	-	Cholecystokinin receptors	classA	-0.05776423582440601	-0.35231441618199333	0.0877155485468943	-0.08821152997248795	-0.20341429615695172	0.337671442466801	0.14844057463439478	0.3648942245812623	-0.3102711974862698	0.01624522465137012	0.02582965358508662	-0.058822118383407944	0.3291372428094395	-0.31996015493268143	-0.07555095411543167	-0.1374251548235911	0.10192435840771719	-0.05312010510850198	0.16079734167985424	0.0069481625051385516	-0.08884515441851952	0.4032690040957786	-0.09211673014766965	0.24385060615132031	-0.22914461718687032	0.13811623831497877	-0.03949487670960318	0.10933234317648668	0.04316975607394072	-0.0470741590876792	-0.1416555120910693	0.04176119931562959	-0.1447627489950703	-0.0229014406575002	-0.15544234273576146	0.28335058006331626	0.13416250062974874	0.006980087716079654	-0.1262633535493107	0.1337880099335341	0.04377073328051984	-0.037253346328511135	0.1268912406179611	-0.1319404892434949	0.06616403333434788	-0.03348539143896332	-0.10603932336114204	0.18242082214454355	-0.002616188945329927	-0.2792138194574562	-0.11165259024077881	-0.1523967872746645	-0.09318518988532996	0.05512940197278722	-0.14461105159585072	0.07995147628892464	-0.12884174721474095
CCKBR	Not-coupled	Coupled	-	-	Cholecystokinin receptors	classA	0.06042405818635185	0.09718000499403355	0.019897565348291266	-0.12727963083555535	-0.41399212774051275	0.4465532739294626	-0.0285733406836416	-0.24761599852752386	-0.3535926723560003	0.043856407363170806	-0.103118488756508	0.23996303427518825	-0.11393945436383428	-0.18252598044953638	-0.013170825823536434	0.1394906649031434	0.011799843628542103	0.010284012541486162	0.15385604859427476	-0.3689710152409002	-0.035971001012044646	-0.25710737798110506	0.00803838033263265	0.2009238202302396	-0.07111334604364246	-0.33212205494668706	-0.04669256020353143	0.23340611211024367	-0.16014274617424	-0.13554560962331272	0.10928234892904301	0.07877122044277314	-0.15890777608752663	-0.14966966621681665	0.10194366856878562	0.27499418066658604	-0.30162446773541407	0.13202091055481777	0.12781040781496159	-0.04409987025911822	0.020702533685161485	0.002534920404979413	-0.25076824636129735	0.46649008061153463	-0.13149214545614935	-0.1242809108943003	0.05283508211636601	0.0211385549080844	0.08114500380658521	-0.18670499602154297	0.0320218114159492	0.19570578745734038	0.13030993065673635	-0.018989980272567278	-0.020451784517716832	-0.3578834671747315	-0.08603984571542876
