Gene	IUPHAR	Shedding	ebBRET	STRING	Family	Class	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21
ADRA2C	Not-coupled	Not-coupled	Coupled	-	Adrenoceptors	classA	-0.12655390724598745	-0.27994788229646833	0.375327087861449	-0.14281263245770082	0.17049150442665328	0.06022262099506444	-0.44030189098500644	0.21363099066342636	-0.429957007396486	-0.1483266168761109	0.14157067365673992	-0.09821600524867147	-0.04715490797459422	0.12131201302987843	0.013356410526481842	-0.25841289508138443	0.0929607353511846	0.15918033429582887	0.04951943802086231	-0.25068429563767636	-0.01102842087829038
ADRB1	Not-coupled	Coupled	Coupled	-	Adrenoceptors	classA	-0.16595800215251413	-0.2476785650605208	-0.06616497025301563	-0.30416567864285127	0.27089242753211384	0.2724550175317639	-0.14040632986942253	0.05543709613601676	-0.3659130386885851	-0.09733820243438601	-0.14160911501409512	-0.07696871167631257	0.07836012725990064	0.021852631836161016	-0.11524036708863711	-0.20077589264189047	0.026986047300819077	-0.08234463849029545	-0.001673816015919339	-0.2714452400466426	-0.01371857116347934
ADRB2	Not-coupled	Coupled	Coupled	-	Adrenoceptors	classA	-0.18345016358153843	-0.2153457574505917	0.3593357436371308	0.07339586678625172	0.1299863802769749	0.09917795956428607	-0.0917120608179505	0.44896840159409307	-0.4344082164287252	0.11326229703902932	-0.0514062328932293	-0.05313955046312532	0.018782842135645458	-0.029006605445823338	-0.13873479772500932	-0.023551391743909647	0.15625836660823053	0.14922387203880727	0.22208570036139552	-0.2881780539264983	0.06704512718020013
ADRB3	Not-coupled	Not-coupled	-	-	Adrenoceptors	classA	-0.19039727693567315	0.328013122537407	-0.12073360273235623	-0.01183408692467365	-0.06132505764168618	0.19324516566756336	-0.21658682528715587	-0.13970148145231623	0.08766230462020903	0.32233843144824353	-0.09777497468072609	-0.21912523720777335	0.2999104885536592	-0.024656693791914902	0.02994088399889825	0.10533825715754133	-0.12561909122758752	-0.08147489287312384	-0.007259334628528721	0.013101224147743328	-0.015381315541096919
AGTR1	Coupled	Coupled	Coupled	-	Angiotensin receptors	classA	-0.25284446328119675	0.26250423337783846	-0.06854885531189653	-0.10771984711910747	-0.09866152350678849	0.02645892082963666	-0.16990692783477362	-0.11791440902747757	0.07458578967754687	0.04426995019697714	0.009378705810646709	-0.1601921441247484	0.2086225298863328	0.10417684156853597	0.04865205974678428	-0.21593177012570638	-0.25712970303337074	-0.013923897712446164	0.09201643376996975	0.010936970105205569	-0.055323744953652144
APLNR	Not-coupled	Coupled	Coupled	-	Apelin receptor	classA	-0.02303764577597451	0.006599215386512438	-0.35242515628402604	-0.09604876020178274	-0.10515392090365881	0.2005097739244682	-0.01846632546638193	-0.23112454401908009	-0.36815760241154044	0.09992395443415757	0.05538126409147177	-0.06031840038464583	-0.24273090779349288	-0.12846517306814317	0.2945654090146051	-0.06113421725716737	-0.11134485606104226	0.21343302757119442	-0.11304899335123017	-0.1509600917300943	0.37968565004675203
AVPR1A	Coupled	Not-coupled	Coupled	-	Vasopressin and oxytocin receptors	classA	-0.02943486836874131	-0.011046687913156874	-0.3302184188532452	-0.12915888474934883	0.03183028870556487	0.022987305628236518	-0.013278573947899075	0.059664182879518746	-0.12459426602896126	0.14806031899102823	-0.035872669774258646	0.011836571842255275	-0.17140640896684115	-0.1849390192731455	0.31831444211070214	-0.127183983184843	-0.1293750948820547	0.2716915965833485	-0.011342544588256282	-0.0744458343868041	0.4234067277222765
AVPR1B	Coupled	Not-coupled	-	-	Vasopressin and oxytocin receptors	classA	-0.020141546291344514	0.03454308577834742	-0.20609474884887302	0.15471349572422347	-0.018400177389338582	0.16823563584548373	0.27359852636524407	-0.04837320921878056	-0.33838044432103265	-0.02721758883907864	0.15102100994104375	0.06439122972188475	-0.1220750898879677	-0.027575035820237022	0.22721887762709664	0.060403495335401784	-0.09440758272290074	0.22057441261278637	0.060726651280565064	-0.1783674387549031	0.5456820272204561
AVPR2	Not-coupled	Not-coupled	-	-	Vasopressin and oxytocin receptors	classA	-0.1042824916865262	0.23085848304805953	0.021038252106050544	0.30167101693610415	0.014367452959785205	0.1354838387738505	-0.0989395995902309	0.1349102508313183	0.13369681963487526	0.22592676765135827	0.029622591501250684	-0.15133409790080204	0.21985383791549754	-0.003596917360891562	0.05474786773945984	0.002520857220711867	-0.26979571087349846	-0.15194493749177435	-0.050447052319837794	-0.011391048642739003	0.012450444001244362
BDKRB1	Coupled	Coupled	Not-coupled	-	Bradykinin receptors	classA	-0.014473445841403232	0.13205743201132306	0.037378348762374176	0.14223554526993495	-0.08979856450593893	0.1241682257454027	-0.10456424178712365	0.0648419230062904	0.09797972458048078	0.16491955389790694	-0.08380691213297528	-0.2681811051901548	0.14536662151987423	-0.13608614498846067	0.23681150560232767	-0.008685998914193166	-0.2778862504418982	-0.2962925944963045	-0.0014133371753948618	0.016812040131858132	0.023503713875859502
BDKRB2	Coupled	Coupled	Coupled	-	Bradykinin receptors	classA	-0.29311049451005505	0.03149570571319091	-0.17251676284989104	-0.028957617901401157	-0.04475438525106457	-0.21839235913053587	0.0645080919780382	-0.2595085840574021	0.23284005936758373	-0.005468956720091068	-0.18504216995510248	0.24877890021208182	-0.06906315340607762	-0.3031606730591024	0.13037608813579615	-0.07618023901531912	0.06785161149254625	-0.032252395117772115	-0.19350984522878242	-0.039130092503683676	0.008804675163858217
CCKAR	Coupled	Coupled	Coupled	-	Cholecystokinin receptors	classA	-0.23901554467948735	-0.0048092175101610525	0.06677556916990869	0.04921658187406888	-0.022005018546082892	-0.3410084236454374	0.038747909256506875	0.021815416382439185	0.24303461693060607	0.004079683905255251	-0.11077918237189094	0.256051658299578	-0.09442279730568856	-0.32452583242895255	0.2416844389383361	-0.06682568642355295	0.06860763265670064	0.07632471006897341	-0.11365092178015154	-0.02486793152334399	0.014604630347396902
CCKBR	Coupled	Coupled	-	-	Cholecystokinin receptors	classA	-0.25881384708123684	-0.19485471382617703	-0.1896449717407958	0.050823950157260184	0.23849311819756985	0.2601403913075672	-0.17124278436470536	0.2957978526450909	0.31849259638805294	0.17867269207108757	0.45921737974499527	-0.008395284130382439	-0.010553464650295483	-0.018954093176531784	-0.15985564290716409	-0.2711338123748069	0.29333061794586013	0.049652615487815036	-0.1277391085665415	-0.15255306823284742	-0.03266211607684619
CHRM1	Coupled	Coupled	Coupled	-	Acetylcholine receptors (muscarinic)	classA	-0.19056955623783217	-0.22856477934317493	-0.3791954299635107	-0.09438392045689252	0.29054942323449623	0.35180392086526574	-0.007910033703475398	-0.2130568969327638	0.159392335813288	-0.02801206346246906	0.560518219499749	0.006928903226765052	0.07042426393167017	0.0755126149366006	-0.0521590804866107	0.023862863142824195	0.4663520812471923	-0.09457413904615357	0.02531708831050038	-0.09872751567023844	-0.08607959223935192
CHRM2	Coupled	Not-coupled	Coupled	-	Acetylcholine receptors (muscarinic)	classA	-0.04598146011142355	-0.3358954767696975	-0.36752669709945607	-0.08752003630209672	0.3440634306732131	0.31990594631487335	-0.17066062472336263	0.10096035826669573	0.1941245679421529	-0.06932829255408314	0.45245483321598173	-0.0646988783086874	-0.0884387640816462	-0.14140083810516024	0.18523121897127448	-0.15592202250522155	0.28332500500509455	-0.10145055220612603	-0.06680343307081875	0.17391624560978675	-0.1615587048638463
CHRM3	Coupled	Coupled	Coupled	-	Acetylcholine receptors (muscarinic)	classA	-0.1904465810799781	-0.2262434785388702	-0.25749829346836667	0.07631166990507365	0.307446679456458	0.29185571787194775	-0.04426946126393032	-0.0050828907810974355	0.17857191885951593	0.008973705230664418	0.49746455852970217	0.005499478629106536	0.015750329984086618	0.031130419262904697	-0.0629044908260454	-0.01682872091346754	0.4245410667339163	-0.0695037064568326	0.01476657377342297	-0.0024280311812326736	-0.05253162058960985
CHRM4	Not-coupled	Not-coupled	Coupled	-	Acetylcholine receptors (muscarinic)	classA	-0.05816389573813978	-0.30619650499376055	-0.43395492974034133	0.028880370676186748	0.34106806880542667	0.2616931040567798	0.09982968423390497	0.18749313669239906	0.26544570192892236	0.07392291539783112	0.4911967220328072	-0.006448143782203191	0.07963014946111487	-0.10664061962745114	0.10627373256024578	-0.07675483313655102	0.36093615682803226	-0.08587952390681153	0.048868117506859585	0.060137085749461014	-0.1376208137936648
CHRM5	Coupled	Coupled	-	-	Acetylcholine receptors (muscarinic)	classA	0.27023821775363355	-0.4709985611243103	0.018405126873472035	-0.035576046045286226	0.16392880876338004	0.04543422966148594	0.32520518364464923	-0.08494591093004242	-0.17810492795250693	-0.1921109045837223	0.09150434695475913	-0.02214546989367558	0.05819333846081037	-0.1681709076289162	0.29365383795225747	0.4057663270007541	-0.0999952795591579	-0.2940234089872671	0.14722041806944391	0.006771400139596795	-0.16163067707865153
CNR1	Not-coupled	Coupled	Coupled	-	Cannabinoid receptors	classA	0.0978157276999993	-0.3416243310553149	0.07849318389482934	-0.04159007070506599	0.11512716878477126	-0.12740150781871745	0.0399828513845173	0.1783961879870351	0.03239372051660726	-0.3295293844774601	0.21307471076405246	0.06847802284025663	0.020144412362870685	-0.16900730556838323	-0.05119784998585294	0.14635179956488983	-0.34151933344436103	0.028587468030270572	0.06968785256712066	-0.08706010113475927	-0.07583342373854633
CNR2	Not-coupled	Not-coupled	Coupled	-	Cannabinoid receptors	classA	0.18627577814407822	0.41428000544226834	-0.13067944245918253	-0.07773909735124827	0.02114814352747772	-0.12606734529091848	-0.30282346734908705	-0.18751192149458606	-0.12370088753794668	0.016159575195385238	0.07460898842616438	-0.09830997690762174	0.01504549976713478	0.012405513982750412	-0.1436032527995742	-0.08295534810390896	0.00423490154000982	-0.019231556471527394	0.030154227582309255	0.07646748310934742	0.0063754857238870226
CYSLTR1	Coupled	Coupled	Coupled	-	Leukotriene receptors	classA	0.1700707121385166	0.3685580106014047	0.017794641642878785	-0.06713428254125786	-0.017978387471030206	-0.032457890950531525	-0.012763334160350933	-0.05364550080564101	-0.06595427000981499	0.19125451249625647	0.019950693662355582	-0.16833186726780341	-0.02320937036117294	-0.0975063649629056	-0.03755161866983376	0.03252752536318051	-7.620888855249636e-05	-0.08218462197293648	0.08254698349826053	-0.004316841576875854	-0.018268001856042545
CYSLTR2	Coupled	Coupled	Coupled	-	Leukotriene receptors	classA	-0.09406011084928137	-0.2860938453705607	-0.24188883437959643	-0.08253552786423106	0.08605811104929464	0.20211482590606128	0.007992099492892335	0.15849592069504714	-0.33860019954640075	0.041317338269550474	-0.25537521876502556	-0.021688520778930496	0.20307476159251542	0.12712729617838875	-0.019641070507321397	-0.22002032207943698	0.004189503794398625	-0.1396945049892719	0.27282322427227196	-0.12656774011454175	-0.02282060857678859
DRD1	Not-coupled	Coupled	Coupled	-	Dopamine receptors	classA	-0.12098284278015234	-0.25325880825700087	-0.35785162839309653	0.14277355081819842	-0.13631181433838038	-0.08734360270866148	0.2219790096530582	-0.37367991437702286	0.0408177222248197	-0.26826561777407926	-0.02900506346338714	-0.18219596340088381	-0.08582408681764093	-0.18068573590898007	-0.04686750361294916	0.003062821656146914	0.23032911082946303	0.07381977361673928	0.0941164448490426	0.36367446766581857	-0.036595300391551275
DRD2	Not-coupled	Not-coupled	Coupled	-	Dopamine receptors	classA	-0.18238277783937112	-0.18817096420128562	-0.288463773827879	0.25874625894311865	-0.23891741290980056	-0.08573190952591286	0.38070474233398877	-0.19872288931485	-0.01567427298592738	-0.037583854524608225	-0.18061066559807853	-0.16358989101553106	-0.09167876911607242	-0.17147605925273707	-0.14754473913001567	0.06583037908209705	0.22433705376532778	0.08830328868768797	0.15065441328324564	0.3426354248975207	0.025400906991744656
DRD3	Not-coupled	Not-coupled	-	-	Dopamine receptors	classA	-0.22932054553981696	-0.14750953416308477	0.5516468695838517	0.32265954636436306	-0.10142120215771644	-0.33895503471514543	0.0639828889525488	-0.3700308708777873	-0.24592037476535136	-0.26914005601474283	0.1582023032197569	-0.11434076156042239	-0.09726326137182775	0.34362037899448755	-0.1870164172353924	0.027013832311696555	0.27443396717368346	0.38777219084995435	0.1422314443588258	-0.12236712694813597	0.060302379106803826
DRD4	Not-coupled	Not-coupled	-	-	Dopamine receptors	classA	-0.048441456628443055	-0.31624961836998666	-0.15035517383524605	0.04131947220139383	0.21279680183723243	0.17759961573023217	-0.12196808476451299	0.30471183573369565	-0.3577956870854139	-0.11238881471416223	-0.30650330457248925	-0.05336657425033918	0.043721203735222876	0.08329419124778088	0.05885388010998097	-0.3165549819246617	-0.13447674622056227	-0.18257043534659234	0.07180963917224456	-0.05753119339465482	-0.05396263465789425
DRD5	Not-coupled	Coupled	Coupled	-	Dopamine receptors	classA	-0.07703440192316316	0.10413264410107141	-0.0735918634172663	0.4218916536210349	-0.013142208887949097	0.12726764234335136	0.12159005484843018	-0.17263768576762284	-0.004825442922271731	-0.23803597994913464	-0.18358103847155077	0.2884206254075814	-0.1336186608587811	0.40957642619647744	0.27267049212692296	-0.13802375819494175	-0.1913061872118371	-0.3429068150942219	0.5752929992455561	-0.12249443207614112	-0.1929608186187786
EDNRA	Coupled	Coupled	Coupled	-	Endothelin receptors	classA	0.00618537366557267	0.03579679816680616	0.08629318198285116	0.4936514916454478	0.14487772100276422	-0.025843228759209583	0.07670392299190719	0.1575514277507919	0.16191779869270573	-0.3790721070039968	-0.1705246872890289	0.1448843778730577	-0.2760729438450414	0.3563300244573556	0.401267339414902	-0.12924643467470795	-0.21800169742234624	-0.2621859727352286	0.4270036019975819	-0.18452560182094982	-0.17366894155341558
EDNRB	Coupled	Coupled	-	-	Endothelin receptors	classA	0.4879876511789834	0.11747691977789289	0.1965411496318751	0.02456751146041586	0.2575817088468722	-0.05250639371229949	0.4058197527573965	0.06558568302836482	-0.03538091896662534	0.1468411000732147	-0.22408365575108027	-0.23775270251274205	-0.3236335646385944	-0.143449564555156	0.1781180048418823	0.14315250663514784	0.19556663069874491	-0.2105465498864443	-0.09667154833390744	0.04667724239966259	-0.12708869927020308
F2R	-	Coupled	Coupled	-	NA	classA	0.4236470037021375	0.17080267485731496	-0.08415489792888259	0.13848255471538803	-0.11031314725977105	-0.1705647312796819	0.09251112725051958	0.21281894190014922	-0.01625322265444302	0.009458131316207504	-0.09500920233953776	-0.10272474702254725	-0.24573212026495211	0.222389489092029	0.1085316443542047	0.04595039903258324	0.10575553613587366	-0.20004711582290455	-0.14641192138634515	-0.10180278638599118	-0.12576122648408627
F2RL1	-	Coupled	Coupled	-	NA	classA	0.4445097640046101	0.18230558089539842	0.252099932879616	0.26236652502114566	0.3999479268036792	0.0795190284264241	0.2849559627196651	-0.057957550137931906	0.05877102989280791	0.05402269164436424	-0.22420539887332397	-0.3611711238951117	-0.26270642873408445	-0.042616831767807624	0.07759465861819755	0.3678980585189298	0.26366380045705945	-0.25251812029890575	0.00033069898656386726	-0.03819686149401854	-0.02315458958470484
F2RL2	-	Coupled	-	-	NA	classA	0.3770560916051644	0.15476725189638227	0.4801464012899695	0.17307467664819065	0.27102176296725566	-0.1821801919643139	0.2009171266202929	0.14291905549138587	0.040804086054663666	0.28665367093136235	-0.22517482127844982	-0.25912702733677606	-0.2759592796549825	-0.17254120421612984	0.04909391192645538	0.08805169776926285	0.16926020968538127	0.15056640590878873	0.06709999262130734	-0.07663511043796871	-0.012266845700581275
F2RL3	-	Coupled	-	-	NA	classA	0.26643571970942226	0.17947157607066605	0.14733050341115753	0.3294422086428557	0.5812116619058435	0.031909948016204275	0.5318868018250922	-0.021049875124077362	0.2710453773541195	-0.007138971136772559	-0.19354996230214572	-0.13687750803332208	0.22988405729960612	0.08410668090884968	-0.21121403881452294	0.08276983747615263	-0.04141588124267048	0.34939862074671285	-0.10008725027639448	0.17074855790286728	0.035938530213259316
FFAR1	Coupled	Not-coupled	-	-	Free fatty acid receptors	classA	0.3928013106534946	0.2240510780333239	-0.2152531786957977	-0.14468646127205753	0.22374912020825985	-0.08874919831105041	0.5411138915296344	-0.04664982671125956	0.0021170450992048684	0.08071879454081327	-0.2059403960635807	0.05714730866407823	0.08624717825332022	0.22715076778558083	-0.2955702785660908	-0.09910268793672514	0.18202932120114035	0.4134725244247434	-0.42473385373051803	-0.04218081510690325	-0.12883036487864769
FFAR2	Coupled	Not-coupled	Not-coupled	-	Free fatty acid receptors	classA	0.4100292430595137	0.14526871759967777	-0.09506474700961086	-0.14163682442938466	0.22983795487054415	-0.19731840116728147	0.5318978032605365	-0.03428944908006521	0.20702331409565952	0.3073721220796016	-0.22039720439974722	-0.12027183826756857	0.07369769614264002	0.11036363253974547	-0.1775839935226566	-0.14228267622342453	0.05521222523231234	0.3517550409077597	-0.30153222568575	-0.14476637162341616	-0.14433405875947733
FFAR3	Not-coupled	Not-coupled	Not-coupled	-	Free fatty acid receptors	classA	-0.048925157286946686	0.008601184201934875	0.13397048070899759	0.20670122038123337	0.32892127230187274	0.16540565611449654	0.339692947209544	0.27384986635712083	0.18065235870582372	0.10766646204927609	-0.17099360916170178	0.05968153959817033	0.14477618044378174	-0.12749449383944733	0.1580053503136732	-0.08800811775046778	-0.4050235821398772	-0.18003402055696777	-0.3062229009032572	-0.11994162220344763	0.1579656344494593
FFAR4	Coupled	Coupled	-	-	Free fatty acid receptors	classA	-0.06521303230499931	0.2510159874244707	0.0033828808238033823	0.09124883419642575	0.23948733086564242	0.22919177139317706	-0.4582449731783293	-0.3237316924568574	0.22142988460404606	0.11297763493622937	-0.18698146492087575	-0.26613331899668613	0.35155908572061884	-0.03792692317221272	0.009286903468042871	0.026130569398945046	-0.22322393421915615	0.052631951816313055	-0.08577731153118111	0.13326828614799094	-0.046463846988860316
FPR1	Not-coupled	Coupled	-	-	Formylpeptide receptors	classA	-0.0701504086493468	0.27933335700234063	-0.06457723375688697	0.1287176944497186	0.28354579676722386	0.1733100918746451	-0.43770519735510555	-0.17589751240688198	0.2909757160182309	0.05993105152337166	-0.24285459431928255	-0.25737893875127904	0.3365297808357177	-0.04468493867653168	0.024142530312621032	0.011516892921980283	-0.22955989835496135	0.030901162475213285	-0.1083492072193926	0.09387279237316505	-0.04561010781524959
FPR2	Coupled	Coupled	-	-	Leukotriene receptors	classA	-0.4532883827518739	0.33498743634608696	-0.011301991691565493	-0.1387322290506953	-0.21684541162957785	-0.12515763745115333	0.01745636444178261	-0.0036559515621648595	0.23522025461639678	-0.05858547817312182	0.08309898477435088	0.037095121121925624	-0.06357306378520125	-0.07842187266280988	-0.03647535065801386	0.12802946115682254	-0.00801786654241142	0.09503860903258	0.06794961121521317	0.01035732665398737	0.2406937058982129
GALR1	Not-coupled	Not-coupled	-	-	Galanin receptors	classA	-0.34035649753296104	0.2321117764098664	-0.10537448764661984	-0.2885139597534414	-0.13064384694957204	-0.3259986699306587	0.13162616087292534	0.1236115772892712	0.2507360749659784	0.06919168036009461	0.03171665521255566	0.1807250251220907	0.039468418921907694	-0.07668962292728368	0.0929034368639076	0.007296205150579104	0.0007666740970764524	0.30428956421757347	0.2591676842959958	0.0809131399407197	0.013260102463783141
GALR2	Coupled	Coupled	-	-	Galanin receptors	classA	-0.34368041783508135	0.26409091804133505	0.08692363547621754	-0.09586448004318124	-0.0666902559363637	-0.2170298082377405	0.3391677526535989	0.08198321711632378	0.07209271594640956	0.2945524107401806	0.23312274061571137	0.1991499504821357	0.22753167867806845	0.13565163589406382	0.049178320167898575	0.19714922178127134	0.15012196972702938	0.3928631583735468	0.39732708163773184	0.09051980900413603	0.10199167859273006
GALR3	Not-coupled	Coupled	-	-	Galanin receptors	classA	-0.39113341760233844	0.24575447349285998	0.0017275474700211122	0.5112586932221578	-0.059562748361217985	0.020461788670734494	-0.04757032177786234	-0.22222705317959057	-0.458152283228963	0.20530180381663682	0.13468066628194422	0.5792827364433454	-0.1230902639873109	-0.29837772484857444	-0.17153794971250128	0.0013613163665271032	0.08372978151521175	0.06310023610987855	-0.3115004086131378	-0.012002219524445367	-0.2623608371368286
GHSR	Coupled	Coupled	Coupled	-	Ghrelin receptor	classA	0.18508944628704735	-0.011632594835052032	0.2438552454335114	0.19053058288171482	-0.020488051775954988	-0.09388437335398864	0.00913065389443818	0.2455621950150469	0.06653480771845159	0.23931804933526016	0.04053162074798907	-0.14095300856675586	0.11167989788938519	-0.008146973611187753	0.09184111603666754	-0.12921383771427428	0.23138127916986098	0.07956172929347424	0.1216770871309991	-0.1611363325370575	0.3955640284520776
GIPR	Not-coupled	Not-coupled	Coupled	-	Glucagon receptor family	classB	-0.11523057989206309	0.22453976882948934	-0.37526333164469644	0.08707555088137708	0.449442159547724	0.21017670076252612	0.439688524414461	-0.19493580761599844	-0.10418269271525729	-0.2533947532461879	0.22160739963306	-0.006377643609980911	-0.48292871752644045	0.008560873494159706	0.07902442303304757	0.04360095921057191	-0.19406025081714054	0.05690138824027534	-0.23292207901921408	0.01299753934301196	0.7371775600401764
GNRHR	Coupled	Coupled	Not-coupled	-	Gonadotrophin-releasing hormone receptors	classA	0.27513705778713904	0.27157628552287966	0.08706347729481595	-0.07906818424537179	-0.0699475146292393	-0.10117169384654572	-0.12573008520622095	-0.0014832598700067006	-0.07304477156139211	0.13237499636205768	-0.039699168751020385	-0.21280594306804554	-0.28425766434025856	-0.09583227663270331	0.000560207903229875	0.0668000012346255	0.07703907696344318	0.0664549120495372	-0.028497967451583714	-0.04175354646786158	-0.008707552734877852
GPR17	Coupled	Not-coupled	-	-	Class A Orphans	classA	0.3943008693686574	0.11858830935310521	0.08380336077832064	-0.22613489677021423	-0.24544608204233598	-0.0019682923972226835	-0.16975804640116185	-0.1125398406181355	0.02156527393031649	0.0790364281063647	0.1029504687639953	-0.05828803020261378	-0.06396874181865835	-0.04499194634938788	0.05870714123627747	-0.09111601570698638	-0.049894779298072865	-0.2510782171138888	-0.09097796981535763	-0.20135516202488088	-0.05728071041984911
GPR34	Not-coupled	Not-coupled	-	-	Class A Orphans	classA	0.3909035207191246	0.38617034804570016	0.006411275913814828	-0.04146652404441795	-0.19051961673087112	-0.3022838475635438	0.06674488561004625	0.38198386878820134	-0.05186207355056569	-0.42511872359422775	0.1216061550858849	0.23474881754966317	-0.13708639604789402	0.1203101586127462	-0.4515993374024349	-0.06856981392134145	0.3727250540201316	0.07416471331202486	0.235369962540272	0.03454419303270463	-0.10206449651729008
GPR35	-	Not-coupled	-	-	NA	classA	0.47198925043746387	0.32424400283218857	-0.003673433664726189	-0.14137841910779542	0.059759986530045064	-0.16348485525593343	0.15244709495702224	0.32833858394419013	0.12474302674842337	-0.22262151637749544	-0.06712579284859305	0.1410278448315046	-0.09411806427939705	0.022174208517754167	-0.38510527191178623	-0.05779201016091497	0.2919378380890068	-0.10848319589258822	0.25316964648941287	0.012600500702689723	-0.05966462828688775
