Gene	IUPHAR	Shedding	ebBRET	STRING	Family	Class	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23	PC24	PC25	PC26	PC27	PC28	PC29	PC30	PC31	PC32	PC33	PC34	PC35	PC36
ADRB3	-	-	-	-	Adrenoceptors	classA	0.26075802658128644	-0.3408585188963441	-0.3095999863195895	-0.0047942984938906955	0.14531065942950505	0.114204718154224	-0.2803712355059526	0.05565832560422067	-0.3183911840064257	0.07549486296213498	-0.07794560164807947	0.10302037951552266	-0.4559560764935382	-0.07728899097412106	-0.23653989929556038	0.12422832222702591	-0.30582128387184054	-0.042931965783841564	0.27038006795332475	0.14069253067974868	-0.10053562324324382	0.1166121468385893	-0.22179437834236104	-0.08606912534391284	-0.3113666944869886	0.1522661834042642	0.09285917014777448	0.239179414225081	0.11606918471842208	-0.030066242372276133	-0.08141030413931391	0.04404176884627213	0.026199922302788864	-0.004597559410738281	0.13022826511364363	-0.09169642742390989
AGTR1	-	-	Coupled	Coupled	Angiotensin receptors	classA	0.21603229625326534	-0.3195473226786392	-0.04653117446815239	-0.009286467062881745	0.07726335202923923	-0.03284385638792341	-0.3562620161411611	-0.27195523905544383	-0.2697490546479455	-0.10618621635488475	0.3218364546496872	0.14899209145062056	0.08856133351878576	-0.05223053061961025	-0.27026051616201624	0.08112142780142104	0.005419994167967094	0.20991013755699692	0.28630643746062007	0.08218373003409873	-0.10603948450667239	-0.08121518246504426	0.09935919119304025	-0.0715723332915013	0.14300962561071917	0.12424068673151155	0.33887808441751627	0.18217273488751243	-0.029070878476506388	0.007423739119700745	-0.03860176749271983	0.03995645466086017	-0.03610833707361205	-0.028060372152080792	0.02999885099948284	0.03296653447150532
APLNR	-	-	Coupled	Coupled	Apelin receptor	classA	-0.06122785895482688	-0.07938819783979609	0.08840912544010078	0.3835849789782288	0.20875715995136632	-0.5026546720906723	-0.08203797718552283	0.0479955843605663	-0.22947059806037182	0.04981475117387358	-0.20119727940678955	-0.01002115660532277	0.26277037814445414	0.16561381203672307	0.04342849903260602	0.10107869151573724	0.05913040974151206	0.043059169828900394	-0.014073059872299903	-0.3006200121552555	-0.062193663001671985	0.18542507778167183	-0.07816828399090006	-0.32075356520447035	0.3578488115946572	-0.2092941335155838	0.1321470390569751	-0.31755010719595145	-0.020647978344725582	-0.060314553821703296	-0.18798222587112284	0.06128861220589705	0.1469548278281866	0.2129558162715943	0.07741248360717122	0.07567550236535892
AVPR1A	-	-	Coupled	-	Vasopressin and oxytocin receptors	classA	-0.04237528989488115	-0.021319922639873055	0.24754127662885858	0.389810059118471	-0.11702322548215233	-0.3269092245477966	-0.15121701656600323	0.05312542111478266	-0.33975625781908336	0.04392835659700021	-0.06309102936888307	-0.041756133314004275	0.1884204106052717	0.2025810444983024	-0.1092810345873021	0.059838332950810036	-0.2069798620422526	-0.08093612680118514	-0.08481343700073046	-0.3496183827032643	-0.15750215888212676	0.18631518243678727	-0.10693960895479492	-0.12116149851740483	-0.20998377118724984	-0.31779830794369884	0.20289371716356772	-0.2545121211821722	0.08866521819681128	-0.0454947199462167	-0.002207589236571769	0.1403932031612398	-0.11787980514511233	0.22756788519040125	0.10361309433531399	0.02647611259301061
AVPR1B	-	-	-	-	Vasopressin and oxytocin receptors	classA	0.027029058202935267	-0.010422019564746724	0.274630090492985	0.34196016287124326	0.05963588439364598	-0.30913510122356463	0.020590689382033116	-0.07493802703177237	-0.27753893256092255	0.12950779282846958	0.02689282283770071	0.0494439122926475	0.22325997139451723	0.08983557255452684	-0.13796520052497718	0.2287797816853729	-0.04773773835083498	0.2526346740748825	-0.2264479675995556	-0.38318056504108433	-0.06632452929719553	0.2707870068488534	-0.17472858234800198	-0.049404702011920015	-0.052191127744894934	-0.20196676018070742	-0.08010363445504963	-0.2455628398830022	0.029510453982473327	-0.16651763679977694	-0.025843608894993157	0.022927261007271677	0.13468440312721616	0.31817601313583216	-0.06713453144567255	0.04219017916286281
AVPR2	-	-	-	Coupled	Vasopressin and oxytocin receptors	classA	0.3124965309960078	-0.11306756522944617	0.015847538431060883	-0.049180688946329904	0.10499430534046447	0.21017572020556288	-0.35481647932296645	-0.20448956947283486	-0.22770560672484658	-0.16652847664652468	0.055771070105345336	0.44350196553118026	-0.24886171575923216	-0.2017042195294006	-0.36486276139815116	0.1402778601694872	-0.47877043056867336	0.2669748772096787	0.16762259369529411	0.06126196987132955	-0.09347706540006502	0.21176766488270474	-0.08008487024148774	-0.24224590678643615	-0.13637869930956745	0.08789023403806852	0.15995736510736297	0.06149334509122145	0.14307037236640968	0.1384292653288505	0.095264589613006	-0.105257637934751	-0.26380850434375736	-0.07616013462497848	-0.06934098609991908	-0.011191122410238888
BDKRB1	-	-	Not-coupled	-	Bradykinin receptors	classA	0.1703962319950527	-0.10918878519618522	-0.11205045447074562	0.08864512736565576	0.2083566090776091	0.042087794649025255	-0.34711921039074534	-0.23491699408991026	-0.34115103068956276	-0.19439029696381746	0.05679944548909305	0.4509452826510562	-0.15488844700200816	-0.2249104619632775	-0.10917231483310667	0.016002656530918674	-0.21498913259807065	0.14905950027913176	0.333872765531162	0.0903406945483544	-0.2708942055839471	0.03128231801713595	-0.1853645458383136	-0.19086527460104763	0.027758772934628712	0.17723705281163377	0.2462386693516449	0.06087325160416455	0.06898093353149268	0.06994694199896583	-0.04130985804483794	-0.20800897579863575	-0.1166084288512701	-0.1346426400534811	0.01061668260185517	-0.06411420891216955
BDKRB2	-	-	Coupled	-	Bradykinin receptors	classA	-0.09164286170708077	-0.2275523957086604	0.005265214335811841	0.32965111330607916	-0.03774292243881186	0.03127521177711257	-0.05131035858520591	-0.06963335392198731	0.13444630262326973	0.057528402216135546	-0.49535027324525915	0.19953943371082994	-0.08458859633984064	0.46689199837039225	0.21464246822003943	0.00205967092716064	-0.11543182488157082	-0.22578596108334356	0.264977530357035	0.11070181224786611	-0.4596578904713779	-0.05618104717884266	0.6134845866576517	0.23300530138064401	0.14172655086209254	-0.3972567602319248	0.37464718992414814	-0.10404326831069917	0.29290844623853474	-0.208876407284578	0.3060553885039677	0.022506029424552074	0.15083138456367753	-0.13647639002896697	-0.16049110594188118	0.017073980521509418
CCKAR	-	-	Coupled	-	Cholecystokinin receptors	classA	-0.02318475553785536	-0.15207702568645837	0.3922297000835392	0.3075939439521877	-0.10342101587885327	-0.03434453596566933	0.04672379798843313	-0.2617568799170685	0.13575061217111717	-0.06116713676081366	-0.29739071316727983	0.19579062274102138	-0.20274609303681457	0.39543851476126773	0.23296858216596597	0.002804864785492926	-0.013229060441077526	0.05025039338223256	0.20650593299762163	0.0045902114322817445	-0.4836511569927151	-0.18276484312919228	0.4645618093208304	0.10618784317136468	-0.07346814159612963	-0.29772572636902345	0.2695212069776159	-0.12837453472181135	0.2959913781650504	-0.23932358847599364	0.355873899060249	-0.016764438969646165	0.044795806089141826	-0.07414484270544346	-0.23210337263732345	0.03144394784286437
CCKBR	-	-	-	-	Cholecystokinin receptors	classA	-0.30212901948343174	-0.22107945990321315	0.18466971405066032	-0.04355200099848376	-0.18127146464128488	0.27272004909597136	-0.00781923744144675	-0.025202686640004086	-0.04458907785251641	-0.07379205192540221	-0.0387740585735828	-0.006106461599949497	-0.10567371252955464	-0.4006470102886445	-0.33478218508641355	-0.07369379209887035	0.002855272137415491	-0.2902724824018116	-0.10862489742629115	-0.11112984273556326	-0.21343727388481204	0.0682774482242655	0.015188505586280304	-0.07197357056568264	0.013644466098275273	0.051416623592060964	0.009316859243979365	0.010784247475587693	-0.20346188586319966	-0.03216125267597231	0.00920016180901954	-0.04752366759101722	0.15687786064456574	0.03362474510124915	-0.08058782510368388	0.5507785746522743
CHRM1	-	-	Coupled	Not-coupled	Acetylcholine receptors (muscarinic)	classA	-0.38749448175344464	-0.2387281809492625	-0.16355075807087452	0.0699215561702228	-0.11387520099722602	0.31405227405990827	0.35305499019544706	-0.056383651161251415	-0.0772745087960549	-0.10483546735579118	0.07490962017912803	-0.11654099078944005	0.06411102933773499	-0.16529038974035923	0.05644714186882684	-0.1723366459554967	0.01640901194909515	0.17319339340165513	0.12510847635472688	-0.10555016668631642	-0.11508137841955134	0.018218125538104177	-0.026085021717141093	-0.025626877679705166	0.18924570999852333	0.053608318569532236	-0.2519773342246705	0.2103538772218276	0.07054948375583055	-0.2709470601764809	-0.18846465179280536	0.06788610530113434	0.296046063347861	0.18818381437632123	-0.01784809262641444	0.4071338094703267
CHRM2	-	-	Coupled	Coupled	Acetylcholine receptors (muscarinic)	classA	-0.4315086187928355	-0.12812161462229166	-0.02185638174812029	0.2236056855619004	-0.05789483299577113	0.13516001171228503	-0.2324322901296442	0.01509337952120664	-0.19010978950567872	-0.21209786872221303	-0.0755922109479737	-0.023760391013766702	0.026599384821732852	-0.2581537518562635	-0.002530375358442736	-0.33403438282717224	-0.07615038090442061	0.015679439781212945	0.09429351418056175	-0.15045204772757406	0.07241531159261325	0.08308124319512172	-0.045578327876540106	-0.10826870017722709	-0.006783922776785432	-0.07252342358765268	-0.2053777673285437	0.04722588488777726	-0.07221417092547333	0.023206773896686454	-0.09359682781004687	-0.00719885721941107	0.09382745765310839	-0.042753172617720644	-0.11147295400055154	0.28071916472307207
CHRM3	-	-	Coupled	-	Acetylcholine receptors (muscarinic)	classA	-0.3621243742442607	-0.21112224502747462	-0.023607877829559414	0.06103714201159498	-0.0379656821940713	0.38622012325975075	0.06758045760593714	-0.17434564543074488	-0.04685390150480923	-0.05618696674471982	0.06215548708210672	-0.08109847682417977	-0.0037896183805779765	-0.2273679506606137	-0.015576691960038504	-0.14636550751486482	-0.023167632710462203	0.05577659809690148	0.016350049028812645	-0.1195988336209602	-0.016777587379454825	0.1664199040663837	-0.004959183244248637	0.12954061537775818	-0.23431834778462787	0.0192864992626476	-0.22566423106099456	0.10185244015036	0.042359316079790106	-0.05185360580532353	-0.03181153339277907	-0.04106474911063721	0.27889125558374417	0.15503018845997213	-0.24434321696348027	0.38174101789042897
CHRM4	-	-	Coupled	-	Acetylcholine receptors (muscarinic)	classA	-0.39360712312516527	-0.10883848133760429	0.043500083023438905	0.12503688304267233	-0.10748554074874464	0.26956632001672126	0.0063444744096233276	-0.01542283142627602	-0.1743112901540907	-0.14821896416479016	-0.15327754396517812	-0.05143785087699288	0.009123419279844397	-0.23631087485801167	-0.09967606999795091	-0.2726106750240187	-0.02498843619853081	0.025979285947762353	-0.046767382845144576	-0.12346809684130701	-0.0525132097357687	0.26239077800325106	-0.10113658337644348	0.11563587130381377	-0.04197552384925476	-0.0024967484250145917	-0.1883404352235834	0.192400625507489	-0.09509285349622136	-0.018819842711122393	0.11351772234776886	0.022755088615344636	0.1224559725565943	-0.007842208247977135	-0.054272118301101194	0.3659960344073468
CHRM5	-	-	-	-	Acetylcholine receptors (muscarinic)	classA	-0.3525308731824322	0.45008208352775536	-0.2961351044100768	0.19410384674899558	-0.10830993990468535	0.3335957264596363	0.2081650962314709	-0.03474889666147863	-0.18344174731331286	-0.4356909143941458	-0.14018407005577652	0.07284564056242424	0.2555296857682191	0.12343808193118802	0.5584726627250266	-0.10184091564842111	0.10010248516511634	0.08358012176140225	0.058171414805417536	-0.2200225944469158	-0.042837661385125854	0.14538204167819888	-0.32573330135284934	2.0834873962553305e-05	-0.08106208956636565	-0.027812810270570656	-0.15007654539759172	0.19965762963037417	0.1616048289916823	-0.057699813676912036	0.10306756155222657	-0.022661579256995756	0.02276876822796243	0.013439381984522486	0.1160557164134649	-0.3900768491758821
CNR1	-	-	Coupled	Coupled	Cannabinoid receptors	classA	-0.22313756360080336	0.43810198633938346	-0.051539197539415854	-0.11793007959757451	-0.06443584716244498	0.043072617764634995	-0.005597850542932522	0.1948272433722523	-0.08818753208383931	-0.33498104604355816	0.1061537580647132	-0.0036728299825951748	0.3004945513384724	0.08306961977423491	0.06020498740893326	0.26706070113171787	0.07044618793400642	-0.20041083498055184	-0.1609291959688848	-0.16902808293402727	-0.15783878060293965	-0.20456597795859788	-0.016761756570066566	-0.12861575684158916	0.05075302412242565	-0.04491144356462293	0.09511178547690534	0.06795850417876666	-0.22213334204155155	-0.04207456291056271	-0.0028503609662963295	-0.12290869698275426	-0.174328476261362	-0.08632033919990904	0.10575973265933916	-0.02427675946298438
CNR2	-	-	Coupled	-	Cannabinoid receptors	classA	0.46910113882918375	-0.07742261146596248	-0.29913832762602977	-0.11867881988134711	0.05586122418523542	-0.1179475447741314	0.11556485342674874	0.21259862290141976	0.046693501370797245	0.1406759755118392	-0.26943711570585493	-0.1571337168314799	-0.19723876067839602	0.0028704495775732893	-0.1740076990207945	-0.0933436352660532	0.32203595365346305	0.04482910572482565	0.04447229955039066	0.005730656040249934	-0.04318106900318826	0.1912132818944356	0.12392767014751967	0.13387618958607214	0.0570682099396696	0.01840398826324152	0.14431425120005534	0.16009673583548473	-0.12203000027286554	0.026354632484393625	-0.06927873347132306	-0.011950451416654842	0.1940627686900409	0.013563480587028453	-0.006367813506741125	-0.0009085701853856489
CYSLTR1	-	-	Coupled	-	Leukotriene receptors	classA	0.47824649474672554	-0.027621890277286416	-0.19082604956070548	-0.14950717506421457	-0.06092993715028321	-0.025567615929911976	0.12979965499741974	0.11830180023419194	-0.08372853055815958	0.018330873811596878	-0.35854306033705113	-0.0565178711625561	-0.4080952470545372	-0.09565186477322447	-0.17934978752634081	-0.12495881887774801	0.1457431772877749	0.04113496336786242	-0.03826039473905555	-0.050040329127836396	-0.07737028640564923	0.09497147086277097	0.043227549792615436	0.03610267632421128	-0.12113875148282742	-0.05117829009147062	0.1555156290351342	0.01366764669917604	-0.13800883818181459	-0.012132678252107934	-0.035058194603079934	-0.014756225242072268	0.0562953760286699	-0.07030329753001593	0.021474548440592302	-0.053750822703235696
CYSLTR2	-	-	Coupled	-	Leukotriene receptors	classA	-0.40371055999919353	-0.0017259191390605957	-0.06291475367575666	-0.1906178773549712	-0.07719879475213721	-0.27607226851153044	0.07776890669225967	-0.07890547072019659	0.0012901866568924669	0.2063042587671497	0.13317630201827632	0.13954552098499112	0.17622066166756323	0.27200243146103176	0.08948040035450591	-0.1653521234603223	0.18744728054492982	0.14619031758777845	0.036649221993450755	-0.13755582489871482	0.13089484683495295	0.36177790340693566	-0.26688627737645393	0.19118740954059285	-0.18804351851040974	0.11071932167937668	0.0018954288567501168	0.1776214881690171	0.2317768313640819	-0.14540244128677626	0.005249313363746974	0.037542055973287046	0.059556865284841665	-0.12664466975246438	0.000979082728888459	-0.016368164764756808
DRD1	-	-	Coupled	-	Dopamine receptors	classA	-0.40125375454994006	-0.1473081328231363	-0.14554341970454424	-0.17028242323281143	0.288217999013326	-0.005360552966404782	-0.1176188025487534	-0.22147029120244086	0.02462788530643085	0.08544539057238514	-0.11680279812179292	-0.1880141793381045	0.0337336132104788	0.23173820141440948	0.16121527426881274	-0.18539626543534238	0.060664483941275466	0.3314090474223339	0.04004877448772157	0.12236445841639353	0.1142727581446357	-0.019385642213792107	0.014358158707101203	-0.013696995586177853	0.04304159849524932	0.026249434570606966	-0.09195434852225456	-0.08769483570712715	-0.14020030372375736	0.3244533761523679	0.013198682575546905	0.3182510549304075	-0.2599946620857236	0.09123419911904258	-0.11616686299840163	0.040643404068101976
DRD2	-	-	Coupled	Not-coupled	Dopamine receptors	classA	-0.31359292647850046	-0.12004946318474247	0.002437925676484484	-0.28039044939645985	0.11202670194078586	-0.030895222384656335	0.0382099977994942	-0.2854768641389225	0.03890654400977078	0.13297471232811933	-0.18832597126492412	-0.04263453947558087	0.08660722600522677	0.11525889205495851	0.15649934138008556	-0.06300914125665258	0.29805357582790604	0.30614605296157243	-0.15415531220140447	0.008305922349948574	-0.04469426872991595	0.017984895422754315	-0.022999310043927423	-0.004559693971208257	0.2585505758198997	0.014296647306312664	0.08574425320440403	-0.09284632908384063	-0.21663367799241037	0.30283177429821206	0.12484557274211143	0.4809621534497508	-0.41271907337149377	0.042732020429628335	-0.03582666499674978	0.06162434834698877
DRD3	-	-	-	-	Dopamine receptors	classA	-0.0877602717575738	-0.024381655701555375	0.49973916754582554	-0.5086569568537261	-0.16631317224602904	0.5400850580768339	-0.028746943714550766	-0.29042419340300435	0.3635881503849506	0.030844175937755573	0.1316261662928451	-0.02496779683940559	-0.11259626100897867	-0.13515287627694347	-0.2054282941618815	0.01674182982626187	0.3736854652794607	0.058153349646247264	0.08384522946841902	-0.11020774513759438	-0.3130875805947115	-0.17710732059977877	-0.11023555244085326	-0.013771948591887422	0.2387889727817097	0.4146503973744185	0.47896571406094895	-0.37445606768378725	0.5835573517082752	-0.09284121759036414	-0.30480278989423815	0.3440422178651957	-0.08837993822918336	0.7507161287037594	-0.1888098062220592	-0.3277957204446899
DRD4	-	-	-	Not-coupled	Dopamine receptors	classA	-0.37376360798406333	0.053616989862392946	0.1155008986840237	-0.18742614107353864	-0.14842197599616413	-0.2827608316895732	-0.029440641780740618	-0.08808181266728632	-0.02491868015905756	0.07252360821157502	0.07825626336678	0.27441206626225245	0.4454294133278676	0.04409122426165415	-0.01982974375972	-0.18199204749948938	0.2418469188708707	0.09249915332222707	0.11017501550114067	-0.22534689439730596	0.12953043796936786	0.4947739205202682	-0.33422273094890126	0.1899495930709702	-0.048018696737924076	0.0876627304972076	0.10229599525230504	0.0282305065718146	0.16697412463029668	0.05202148336679444	0.08791619660495069	0.006475756853992322	-0.11760052135607035	-0.22549132334170147	-0.10359269727378294	-0.05031611226417498
