Gene	IUPHAR	Shedding	ebBRET	STRING	Family	Class	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23	PC24	PC25	PC26	PC27	PC28	PC29	PC30	PC31	PC32	PC33	PC34	PC35	PC36	PC37	PC38	PC39	PC40	PC41	PC42	PC43	PC44	PC45	PC46	PC47	PC48	PC49
ADRA2C	-	-	Coupled	-	Adrenoceptors	classA	0.10870988258830946	0.375420752460434	-0.4378751604095436	0.26342311034707455	0.0319889680653906	0.1562180046458218	-0.2146739651822881	0.08688458405560023	0.13574372992169487	-0.2868905933610987	-0.3152829440805129	0.13829300505396183	-0.45141582922343987	0.17812556471505978	0.21205928590134732	0.04180150865555926	0.032931586105466454	0.11164480997810396	-0.15155713910654833	0.1911931759388432	-0.29537505297344496	-0.18591123447041383	0.032176890017579486	-0.3398032088207261	0.06645860629862968	0.2979745608759377	-0.027860946329361275	0.16443100267480182	-0.12287922069485721	0.15277433883323244	-0.04317634785100704	-0.24063246319376755	-0.34417026348856494	-0.3253419624157597	0.2478165614439398	0.529312522598654	0.19012634533525355	0.22522306438844442	-0.1935991450825221	-0.057937436757055205	0.3152799191682039	-0.16204455852388774	0.09600529613665923	0.18543051776448638	-0.1603749556967196	-0.07176795008216644	0.0819396219636812	0.10184688806388578	0.04638412601568906
ADRB1	-	-	Coupled	Coupled	Adrenoceptors	classA	-0.3475751145688234	0.11069837426839695	-0.29757214499483453	0.20420634598577864	0.12211175598462098	-0.2539363107734243	0.028210935927424522	0.054318019164922134	-0.011750034146211811	-0.40320916667373546	-0.07659988011047227	-0.027638239931884946	-0.14043628411388437	-0.28310383797024535	0.37522519477941996	-0.016889318365276764	0.13819218501378974	-0.14609473034851903	0.07471935104848439	0.2237953291782628	0.11672454797382452	0.08146100911585918	0.03766572764574483	-0.1753100212635332	0.3045394953788996	0.04098463045988476	-0.29144998428141217	0.2735037189412867	0.19247845011332768	0.18420562399211185	-0.09773230568320788	-0.1262221667458444	-0.016359070949343177	-0.4151420780085995	-0.11993438431999363	0.12061375962512975	0.10008308866542613	0.16070059820992877	-0.06022619948912895	-0.16507834847110242	0.2483893144727387	-0.26183804332960636	-0.3141569181200933	0.04169968027231142	0.20745071725323105	-0.04448999264438158	0.1502254088399415	-0.021509039845548233	0.11038205521363541
ADRB2	-	-	Coupled	Coupled	Adrenoceptors	classA	0.3749929209353659	0.18675125011572807	-0.067715861689702	0.2759410440552536	-0.13479502409352773	0.2647892232320672	-0.12186480869402236	0.3890920465622981	0.13865143457186915	-0.13795438731121556	0.19185878314777013	0.07330149184100292	-0.31745861193473435	-0.03262357051440738	0.21133525153392116	-0.08841679696270867	0.03837449853425252	0.08517501207464331	0.1739647498846177	0.11415264533022476	-0.03553477882345408	-0.24099287961190885	-0.03086720483088671	-0.10272544622557492	-0.2744865829355512	0.02159415397693588	-0.10326827949316303	0.2514199548693804	-0.11224153368959774	0.08699782878726182	-0.034537542173131396	-0.3148316907602345	0.16708201621896135	-0.24705717784328948	-0.09611895889867379	0.3624702903597382	0.2069733225669733	-0.2547309853851518	-0.22562100196575313	-0.40010588620697024	-0.0911594655603118	0.025279971282068023	-0.020629343476271104	0.05794988148295297	-0.05121872762090953	0.04121520800003394	0.06162993336382012	-0.12413455073684541	0.08192356184093329
ADRB3	-	-	-	-	Adrenoceptors	classA	-0.2543283231413324	0.22861233853229276	0.058297564420058845	0.028611550980282244	-0.16522449936377623	0.08070054483490073	-0.05662741214328722	0.06304809822865931	-0.14525551596727473	0.1034205173056105	0.24133068111244405	0.2831919093836342	0.07324729829779636	0.13456225159552693	-0.2304246936924964	-0.10767485554946515	-0.09376144796015579	0.08440582466522016	-0.03586728416169786	0.001008499567301914	0.10967758033114497	0.0486940768972712	0.10753415239660044	-0.015196183552875024	0.17095947170567463	0.14537470676043815	0.06224616686093937	0.10584188521651151	-0.13141337709152603	0.012860546530547315	0.009384206567037905	0.22088459438851932	0.20553408422505404	0.022680065349938282	-0.2126591461798949	0.22078302662343133	-0.22161985649512678	0.034677097634185514	0.17508891579248684	-0.18899839253404307	-0.21373436355157802	-0.02365838723781025	0.08562124626125601	0.08458021401083728	-0.051123083366246304	-0.12634763873171007	-0.17406798711201363	0.13137780369111393	-0.06761630178538129
AGTR1	-	-	Coupled	Coupled	Angiotensin receptors	classA	-0.1740725706711024	-0.09760769230873469	-0.14085964991209926	0.1808688049286328	-0.21091128179874696	-0.14425853014389153	-0.08097748358285643	-0.14994689660161806	-0.13630024463406482	-0.07651540498388087	-0.006856069417514491	-0.20287147049406498	-0.01465411038163111	0.2429935633238178	-0.3986007365021022	-0.13841757113005707	0.0057938516475469866	-0.0825874532739066	0.22518772572858511	0.2648444327982878	0.2890160795416696	-0.03593852202622404	-0.21466213731294798	-0.1661198167246537	0.4171227719895975	-0.18777911656690582	-0.03285537918499268	0.08184580979029218	0.22486935164861813	0.02304740869933794	-0.0004078905607331833	0.03202304255265064	0.23546828528140015	0.27895514202977617	-0.09977349901042502	0.008638469523167136	-0.23723567776554205	-0.05048267292721646	0.042319779330305375	0.2923510620432141	0.11448376170672499	0.12192240221324752	-0.16167597862356697	-0.18372975188236923	-0.3948320583016374	-0.16278668042829023	0.08872939098797551	0.09573566659488882	0.08128886508338304
APLNR	-	-	Coupled	Coupled	Apelin receptor	classA	0.1034116129079588	-0.05483673525102809	0.21308027073401245	0.1583272965493808	-0.07887122199357555	-0.48484896640481595	-0.09983932046289888	-0.08832531289722745	0.04321835781340188	0.5216240916129721	0.2483939094697533	-0.07326432324728462	0.08599909551726177	-0.1706836160676106	0.077883475619884	-0.06495391986838343	0.04105394889772087	-0.048114234530073074	0.24279841767458984	-0.34168648751750064	0.07522399124589159	-0.032100355836752234	-0.06050931910929927	0.03065053688579974	0.12333340491778293	-0.03652163644540918	-0.031503260844535655	0.36482937414756567	0.057954535432219706	0.08086824003116737	-0.22999542230408807	0.0987101228212939	0.009325495786389143	0.1304252589798579	0.0288392855286414	-0.24223334624567627	0.4806866333455169	0.24526440837963334	-0.08611093971870185	0.058368785162206026	-0.04533889361111093	0.060297752997282586	-0.07020061795220595	0.0014045248654187756	-0.19173753379514144	-0.05884472737701546	0.2602525141572536	0.08706509977139093	-0.1211207029021693
AVPR1A	-	-	Coupled	-	Vasopressin and oxytocin receptors	classA	0.3010051528412965	0.18093913665768013	-0.012851004823406138	0.11211630624873782	-0.15152517883648078	-0.07893257209464642	-0.12942007133387445	0.12110440082656591	-0.07524264909877645	0.3683893283735241	0.2819566896700891	-0.1511504206910982	0.017085399150705494	0.17930802504435855	0.18949524968302842	-0.18547900576616988	0.2839984223760562	-0.14414294554351398	0.11405514900920086	-0.011634670835787666	-0.02589709379028489	0.21278503763386958	0.02187798222011045	-0.10852065644805933	-0.03167902553096033	-0.07647865891717598	-0.24800745523348527	0.09217804612324128	-0.05055072864721887	0.2303493750557991	0.11652312158246599	0.047047212240023575	0.17111225921168793	-0.1103563690361039	-0.1450386805142591	-0.24814734111994027	0.4397322436138794	0.3469405855062039	-0.008904242596244092	-0.13102396950374853	-0.4608561000129522	0.06375764076254851	0.03637208626569715	0.20969962560719999	-0.15477313526747172	0.05732875758911064	0.11239872696494267	0.23564238885432284	-0.06776271155741419
AVPR1B	-	-	-	-	Vasopressin and oxytocin receptors	classA	0.3239821161637916	-0.01997044541644408	-0.0748200004830429	0.08503065596593096	-0.1599458837856821	0.04914586387453396	0.16375629940637398	0.0463602085202598	0.02887789138076543	0.37626171112384516	-0.034795655577424665	0.06906866873244528	-0.2485155284329548	0.07294172625330947	0.12358337450447757	-0.12062172527531177	0.03823577596264564	0.0645519199194396	0.07785147319093486	-0.047459342879664045	-0.056560984056507786	-0.1928930041781708	-0.19474602969579485	-0.14955782407053028	-0.03619169522197713	-0.12757985275040495	-0.17301702178782957	0.11173770306665795	0.1312354325631241	0.1743062415722762	-0.10969245709209793	-0.01671566298726447	0.15716169092978305	0.14715418048335746	0.19972822792613626	-0.09590314482378157	0.5132090289428441	0.25673607270696813	-0.16919069503233433	0.023043006377833092	-0.23956270201700863	-0.013676975733035456	-0.0693364428443602	0.06626180074892012	-0.14923479411258322	0.27055503232809736	0.1130853370358332	0.22332760430680668	-0.024427554260611592
AVPR2	-	-	-	Coupled	Vasopressin and oxytocin receptors	classA	0.00663881699122893	-0.231517815962861	-0.17068665588550738	-0.026871027879250085	-0.21080560293991335	0.24742909541886957	0.10744593050539654	-0.027296896988954742	-0.29219506114726645	0.06761893408001587	-0.23361495627209272	0.295588566359567	-0.09343954817226152	0.18611905431557843	-0.31982951351766903	-0.09167170443799161	-0.16261205931276473	0.025076802657856244	0.12026798658387595	0.04776154146349014	-0.06410697199550906	-0.1424722523959131	0.16900787109437573	0.2564810112165494	0.29799680488477576	-0.3019656060684127	0.12885909863277117	0.3394121307605913	-0.2663873964652924	0.14662713510699626	-0.12067024670422095	-0.03489945795824632	0.091689849232896	-0.434851641908052	0.04746722089989678	0.12252294478085654	0.13203103813467318	-0.1102965738927845	-0.046593746181233506	0.2586702980856742	-0.21303606855763596	-0.30304175760770985	-0.0699539349618892	-0.045742488241263944	-0.030351298363112813	0.014826266796906636	-0.29936110213204425	0.173600553890933	0.009191136755830066
BDKRB1	-	-	Not-coupled	-	Bradykinin receptors	classA	-0.10454306315874219	-0.1168777115592694	-0.04596133929505499	-0.15292498291864837	-0.020788584953576654	0.13067469899176035	-0.13772413177130158	0.07386546865130693	-0.12272538687823822	0.059740161733797856	0.20969234846513665	0.07725140548858749	0.0029386230146415428	-0.12553099518750566	0.020040698853563466	0.07866096219947219	-0.04138410412557615	-0.23670862230369308	0.06428054585685224	0.0020155415164449806	0.06777768398922113	0.22380318760225676	0.09407169800445192	0.22211558848414284	0.22582767085139593	-0.41939376200215245	-0.17608035179650786	0.5142287176106187	-0.11080823071444658	-0.034552033966930774	0.3243483877963342	0.06505049140996487	0.264564934861046	-0.48469230801092505	-0.03690367549574646	0.08295620519961631	0.022288117270487302	-0.07578916496836052	-0.20126178285183127	-0.06576724701371853	0.07535664028940024	-0.03007136591622181	-0.15532425164985647	-0.22630631062541912	-0.02784100566312166	0.0036255594055805596	-0.16930550206197828	0.04625227421883669	-0.07629384246116794
BDKRB2	-	-	Coupled	-	Bradykinin receptors	classA	-0.1083452487777211	-0.15734295734447276	-0.04884242455730503	0.19574213084123687	0.07572573222337318	-0.03299909688455649	-0.15810163845495206	0.10524591220694654	0.03452076471363774	-0.08305689020044682	-0.17477241555170514	-0.013267125440563248	0.14062667165420914	-0.040784031691046815	0.006878120369854299	-0.35103049167439804	0.14740598604759017	0.0855993657216888	-0.074589114786595	0.0024195717435760824	-0.17763617162525788	-0.10262236538711215	0.17454476765406324	-0.09435371486670589	0.08184909443277225	0.13789755033082401	0.17839785928970878	0.06592687441334535	-0.1998594248483953	0.01988330340585201	0.21163280250448177	0.1709900373474677	-0.24481060264434398	-0.0412987494360983	0.06672598558240075	-0.35472867768281263	0.06534547985768199	-0.08660167044582516	0.06355256193934153	-0.032456761033754444	-0.025132346455316004	0.1795816806405554	0.06577174256327	-0.08971360819928326	-0.21377962455712954	-0.022014888263294296	0.3443539170346313	-0.07483818031812087	0.14318597181841866
CCKAR	-	-	Coupled	-	Cholecystokinin receptors	classA	0.3145795751665323	-0.05188565910818295	-0.3060594205725417	0.1891063014695299	0.2078575187160639	0.1686822676484766	-0.19061612874404366	0.00011290795384778119	0.19505023666787233	-0.2074363583323922	-0.3482735257404952	0.04988664681183552	0.12825341608610843	-0.2043013654425457	-0.038797572894564744	-0.3535118675413348	0.2872344778923721	0.18412080437460224	-0.07515406817112856	-0.14795399972433398	-0.10769983054754245	0.012740182334902535	0.23402808188456767	0.03872517580995686	0.01899733732227513	-0.08625455254170611	0.07888530160394318	-0.11026870319792945	-0.3087988753044275	-0.05925174271410326	0.03831229530585721	0.17378588929707015	-0.35743864342430104	-0.08659297383708792	0.01962616767454184	-0.28107547078731027	0.07619941485335505	-0.030388658562318354	0.04026665800515392	-0.26820503889846803	-0.08908063836677098	0.25965990129969985	-0.0742532255331835	-0.06452174222992793	-0.03043605544261858	-0.08268668587815861	0.0651999072773386	0.045780578772542865	0.22187916269292818
CCKBR	-	-	-	-	Cholecystokinin receptors	classA	0.09597285028002475	0.32670745354314784	0.2313331434612194	0.46633043546647734	-0.27084716754172683	0.2158132800765845	0.2838514637976365	-0.24933427180996048	0.1853588343848165	-0.05679756202873295	-0.09022570730272815	-0.3009391180042348	0.3690747200269278	0.18026405134768242	-0.09109513340923611	0.2772700992824735	-0.0478201322388237	-0.013561687839189146	0.1024103200145137	0.20346970531562933	-0.062157752460928126	0.15841125270224637	-0.014210322080769415	0.004667027469689647	-0.03513637256769007	0.13541855152728713	-0.18391404061589645	0.28405037534907024	-0.02153548721317982	0.07633484828437598	0.2674305591053588	0.04536279158365019	-0.1505540979817026	-0.2122469771256912	0.04886689777287546	-0.02549917355001966	0.11965798436174882	0.012002291355837125	-0.022712450502084494	0.10873682313559607	-0.142961203414483	-0.12726393424897134	0.10301694287876514	-0.3003645612326784	-0.16714528484072827	-0.29704432370908385	-0.021205623623766195	0.0030149127058112547	0.008958007974668204
CHRM1	-	-	Coupled	Not-coupled	Acetylcholine receptors (muscarinic)	classA	-0.4218785830625791	0.45685987377473936	-0.1839296796466077	0.31113381300646475	-0.34307999593735283	-0.012839396568016968	0.207216893688866	-0.340004276695416	0.0630591380095835	-0.02979239236871176	-0.10854323152755628	0.20049517766985347	0.5313639061128396	-0.15390745394240557	-0.10974807621241055	-0.005286046304963473	0.41329678685712556	-0.08679370481378114	-0.2819153943033945	0.2082766181751071	0.23888316548972224	-0.060369105717509274	0.14553984198697742	-0.23942435886306032	-0.16756099109504383	0.30826550120272256	-0.15367168727833788	-0.026366173661215627	0.27512716123824504	-0.35893350187695106	-0.05055793094786292	0.02474592473037056	0.004918233956492281	0.2354915638043532	0.26968848202679335	0.17378998033438123	0.2320374726772096	-0.21275782927733472	-0.11531625661197396	-0.16479026826436466	-0.10174088789587261	0.13191394954771624	-0.1765575397121004	-0.24407039705871983	0.18638576433472756	0.04489594868088959	0.11458737524930794	-0.05460961974154954	0.021224994055662944
CHRM2	-	-	Coupled	Coupled	Acetylcholine receptors (muscarinic)	classA	-0.37530208822985706	0.006980596317156283	0.05162740790257552	0.24070540952305966	-0.4716875551602761	0.35157569963349655	-0.22139587766341942	-0.10045379051248593	-0.20608728938268403	0.06439596535677468	0.017639221908965174	-0.08660627586515018	0.2947939211762603	0.13070617919444216	0.2615125740551197	0.2243543546119182	0.2524385832670349	-0.25457866600240203	-0.18117526059035038	0.1319156947669479	-0.14798747114133579	0.13383666745113204	-0.0013055766861883693	-0.2208704526603637	-0.11371312779428117	-0.047841617348066995	0.20403374435803487	0.13890825410675445	-0.044009336296516786	-0.14784741776748098	0.11114092911367421	0.10886521471579114	-0.11414101956840901	-0.3264607755897542	0.22297354605190228	0.17809058861627375	-0.002976327801467356	0.23577214817287379	0.1946306790522079	0.17641641959000987	0.003687604714421903	-0.18484787163747626	-0.06027158750091274	-0.34465059933449127	-0.15765604830870114	-0.0006878533474814216	-0.07384678110147004	-0.20038300362232692	-0.1518729228403717
CHRM3	-	-	Coupled	-	Acetylcholine receptors (muscarinic)	classA	-0.28826246448688125	0.11861252493890803	0.07635421316305036	0.24419740687282182	-0.2049476509998894	0.2371548366196887	0.1270998271173269	-0.2054585212562112	-0.23953453368799013	0.09985890210723458	-0.2204869864193603	-0.013595697311194787	0.3267842232433166	-0.03570111804351044	0.13780831506105437	0.11894956205926999	0.17744209553156198	0.24171279014156477	0.11359921556161971	-0.06580916743256751	-0.01921790957250228	-0.08138660945087296	-0.06302295821410613	-0.16086625745974323	-0.23078261627203622	0.3815192289422314	0.2561575167189405	-0.20655854406433385	-0.1973700729049572	0.0013016242344972007	-0.00018888307241129448	-0.09772528157262603	0.00549652414668962	-0.03209605032810378	0.23911408794053937	0.045968056484704936	0.22411016854100357	-0.3333628595025446	-0.09760644600366174	-0.08157645495208359	-0.10005754788418371	0.07415150886791928	0.2546634987988262	-0.2997572097980733	0.03877992746735129	0.14263399750437994	0.008754082697388003	-0.12005773898395641	-0.22658028469092276
CHRM4	-	-	Coupled	-	Acetylcholine receptors (muscarinic)	classA	-0.19574091577660754	0.07303251175304627	0.18557734723721223	0.15237886558675778	-0.3105379654864428	0.3289351830606645	-0.013752812923678243	-0.2184987215908488	-0.11162004512232408	0.2135236043056573	-0.046980614282626385	-0.1057684279896004	0.4874371592480229	0.2251583091230666	0.06852475093154717	0.23839012678587543	0.315872153287096	0.09250098572222783	-0.052158788256819966	0.059468397413839184	0.11605846899503786	-0.15963053455057266	-0.1276086479379763	-0.13270622587674116	-0.3159225420131265	-0.042983496694013114	0.028907168518923887	0.1594012202470364	0.028326434404922034	0.007999001487576264	-0.10429576137765639	-0.01129855876771368	0.04059542880451776	-0.2944760529492471	0.029892118721850255	0.03139289263634523	0.16128007834225425	-0.1620864348903391	0.13887811803087605	0.13906785175484526	0.04999216670748159	-0.06672449089301688	-0.0382759482803481	-0.16808293363528568	-0.042430120254750125	-0.003374530722383299	-0.05193606505268439	-0.1330773544059872	-0.23285260216825626
