Gene	IUPHAR	Shedding	ebBRET	STRING	Family	Class	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23	PC24	PC25	PC26	PC27	PC28	PC29	PC30	PC31	PC32	PC33	PC34	PC35	PC36	PC37	PC38	PC39	PC40	PC41	PC42	PC43	PC44	PC45	PC46	PC47	PC48	PC49	PC50	PC51	PC52	PC53	PC54
ADRA2C	Not-coupled	Not-coupled	Coupled	-	Adrenoceptors	classA	0.145030219169955	0.3344077009205286	0.29422598921359794	0.3769299727420275	0.20205842727717718	-0.16673380091470127	0.0686105046253026	-0.17395004793525243	-0.2987730650193634	0.1234741917548423	0.2715881813038922	-0.3747285796237458	0.17683632697148854	0.1256299052685542	0.05901035724207149	0.005641532447901278	0.1813947817037311	-0.19419002201255262	-0.06640140430356653	0.1926484321970728	-0.12053198927570838	-0.07139703049275202	0.16281991794921338	-0.22136934097496475	-0.068153991057515	-0.010073629384710184	-0.044256729222755246	-0.2971912148405902	-0.06319767171413983	0.33031877244131264	-0.017827029606066917	-0.07756934338323804	0.15019084005551	-0.3001595107050419	-0.007153672297312431	0.2543442181096109	-0.19675074212343735	0.037896076205301756	0.19577486960387158	-0.03602583599403947	0.20201773717234187	-0.014406384103920334	0.23573556232255197	0.024468054564436428	0.06446712514770754	0.20369240271313735	0.3860910887491813	-0.027350025864369402	-0.19093386308646212	0.004819700410007265	-0.2806990443911606	0.36798623409482073	-0.22377041342967177	-0.0560950121158238
ADRB1	Not-coupled	Not-coupled	Coupled	-	Adrenoceptors	classA	-0.2685681703344411	0.2390905965738328	0.33170026978663436	0.24222586086011177	0.10836753834863043	0.19493510067077852	-0.037106267385972294	-0.16529876925884962	-0.5196139979226195	0.39864988888264746	-0.08012718420543014	-0.20226544504272673	-0.05958802882576769	-0.14989277910194185	0.0005048375435380193	-0.24233248549590772	0.04349813179991566	-0.26174989078282074	-0.027619065274191452	0.20142964395139412	0.13236344822203155	0.06880184868743029	-0.37672529594563664	0.0007066241618033347	-0.2448464395403283	-0.10555621619995141	0.0036805319983880544	0.0077514001974525355	0.06572164439997624	0.15554672874277514	0.021140441106584872	0.07637618182825939	0.26295816386982906	-0.015057056823214874	-0.2667704295677218	-0.13571138314357425	-0.10588450632964669	0.23064937611060282	0.22663021546570938	0.09130531773929677	0.2608073709660261	0.017883041863210034	0.15073898602088961	0.04296522876459945	-0.028736846362911704	0.11910617895828403	0.004728929662771028	-0.05447386341100674	-0.12296063147924012	-0.09357801523757178	-0.006576820789998147	0.2234768359230294	-0.10757500390469318	0.2069019121186645
ADRB2	Not-coupled	Coupled	Coupled	-	Adrenoceptors	classA	0.3924550624872877	0.10358550542786253	0.26928676545250324	0.12779603473148315	-0.014902850317199328	-0.018751458056009453	-0.2703271256448131	0.001702157326595851	0.07068971179107068	0.23108800779852004	-0.16841241261779433	-0.4194475207140417	0.004554428051515273	-0.05767894923764243	-0.19261090998163752	-0.0683935314036116	0.10137820037346071	-0.13176887343992072	-0.09015235890193196	0.13130240398927254	-0.07594032362057218	-0.05287527793560353	-0.22990681669780821	0.0952980335407003	-0.018795343009508504	0.33182868114735214	0.19141892180748984	0.12585118913565532	0.1174630181151768	0.304642588979687	-0.07953710431021091	0.01903366938455829	-0.0807033457396628	-0.46130698831072325	-0.1873111797797459	0.25149892392238504	-0.012951892918342357	-0.08159055179661727	0.11883835345269105	0.0717247813862881	0.15671066854503887	-0.03423435413074246	0.021027199567238922	0.12351171249968176	0.10080886587033411	0.0948032974535471	-0.13033719218575157	-0.07796723391463085	0.03980290519738087	-0.025967191374316162	-0.15772543115082546	0.38866609653093587	0.03711526116293422	-0.22566894603237062
ADRB3	Not-coupled	Not-coupled	-	-	Adrenoceptors	classA	-0.2398355603461655	-0.11374788951733183	-0.019298029910790982	0.025902368319260242	0.20046923113655024	0.2354517076070717	0.019825050371512845	-0.04809089991876722	0.17625990456405868	-0.13628786055406947	-0.023386046245870352	-0.16480056899585413	0.11198188928067673	0.014665622208616887	-0.06997414354771965	0.1793828034512296	-0.025992076565306485	-0.02936203302704446	-0.09654833590401264	0.06677467505498977	-0.3543015659616356	0.10145624466972546	-0.02774310565209644	-0.2329483026965905	0.11688152917858373	0.07303745056418784	-0.048077634528663635	0.05713000897950709	-0.023250710110035655	0.1426925474592239	-0.09055435128672697	0.04444784226602967	0.1420260399715497	-0.06756470271105153	0.14423514053677874	0.05878243126709953	0.03861124762518187	0.0539822159810923	-0.11225468483902656	-0.2666606605045015	-0.1717838299806882	-0.10997067124467749	0.0541448678893406	0.2241695475722928	0.09522368618142847	0.017260640868400675	-0.22995673687238471	-0.11563871155818174	-0.14515073866649844	0.08877614135915925	-0.13584169468139073	-0.0013461840642723644	0.24091859990310177	-0.07190274842601828
AGTR1	Coupled	Coupled	Coupled	-	Angiotensin receptors	classA	-0.17021488570995913	0.06609913023353094	0.1232959536193207	-0.07793276027729837	0.0024653727452536665	0.15032538293045497	0.14447816253574844	0.1591358216640749	-0.14322043186896735	0.18300812157315022	0.11194149994597763	0.05620994174164561	0.2722681680949489	0.3672821454358584	-0.1429845797225964	-0.074445628262841	-0.11774445407602735	0.21584513066158265	-0.20778853489826798	-0.12883665068403527	-0.23124617845076728	7.135332697799835e-05	0.04814768717458177	0.1464426144681225	-0.12778224440111208	-0.1070674713055	-0.002430162062500168	-0.21025457217454877	0.17996182247382375	0.31174990107250455	0.30697221218653054	-0.11887560642130143	0.034921681568711505	0.17472396381210015	0.18715466754947693	-0.12646413262253575	0.48050600199449106	-0.012072701933918779	-0.30954083697288004	-0.3506319128822477	0.41854843962563976	-0.22781421610784683	-0.189873231622628	0.05079315428014392	-0.20654537292253158	0.19646292788563458	-0.13102941380492197	-0.32735767830448814	-0.07494820667587193	0.2505344587906708	0.003285059140133874	-0.05385994724955023	0.011319039773269708	0.1882855363658615
APLNR	Not-coupled	Not-coupled	Coupled	-	Apelin receptor	classA	0.03969897027463169	0.1620783206591663	0.2417112119563185	0.06016676522751296	-0.2882327688523881	0.059409281841583415	-0.024963086322849125	0.16824800654591052	-0.10816232377243255	0.36297684834835253	0.05200664613172122	0.051988371289307646	-0.16764637997558585	0.27682955569076567	-0.20775606533926166	-0.48531083325687613	-0.46133061714305745	0.283778559441661	0.365421607580302	0.10685699657349051	0.10954895908174019	0.057996485025592674	0.16327735448633882	0.009269862250535733	-0.06866480854859713	-0.007225901777349939	0.01616644412558811	0.04870776799661888	-0.022105472545651775	-0.18122211175777364	-0.06915413551813594	-0.02999066785604904	-0.1622554751772608	0.24283681562044712	-0.19550374537900128	-0.0688520220016473	-0.1785639971452404	0.14342091583610192	-0.16005490093138044	-0.19887784487978985	-0.18204951522792398	-0.2412798056851955	0.0038714680820766552	0.11654336593521909	-0.030118761502038214	-0.22312607988765942	0.4227002956811352	0.01870275243674467	0.118860049048978	-0.11162683557449138	-0.18942785168802606	-0.10297509856009886	0.18951901255739276	-0.020383239786177624
AVPR1A	Coupled	Coupled	Coupled	-	Vasopressin and oxytocin receptors	classA	0.2986514129352337	0.11834721188340458	0.2108803209189192	-0.20599212386476398	-0.2822543446003586	0.13101491244321822	-0.2091822658023968	-0.18886742582071786	0.018563104751827576	0.08367940234173142	-0.07056957568794524	-0.39234241375478157	-0.3523272906621817	-0.038698524864242606	-0.19748526170179176	-0.1365430148426785	-0.29782875080897303	0.25644155276190483	0.14276980779352771	0.07457110589482616	-0.16101786633620968	0.01815530238925454	0.1377530094717442	-0.4272518685612678	-0.14752799404811806	0.008867466589728453	0.25281547565878487	-0.09025890123654039	0.14546373316764408	-0.041245822733668655	-0.10233827340381493	-0.09455247196064295	-0.07283996634628523	-0.08044285038168907	-0.008062895886365946	0.19840030362800543	-0.024047292932161495	0.20799728018693336	-0.1902702499505311	-0.19212700820827067	-0.17520611502200575	-0.10039353108851806	0.02211136522367343	0.29203376715697216	-0.05998190394502317	-0.021174428480915306	0.058479917853307334	0.09857734506808774	-0.2001615828764565	-0.12145899979837918	0.222447692856396	-0.0011559303171626359	0.19196943457575616	-0.04692252021911852
AVPR1B	Coupled	Coupled	-	-	Vasopressin and oxytocin receptors	classA	0.30812252790682804	0.019868657680147957	0.3316498788028057	-0.18663949798371215	-0.4419943893010816	-0.05792651927799522	-0.17978898685669767	-0.004924469496195966	-0.28698988693326466	0.1267417146430784	-0.009007199972244632	-0.15809789951437755	-0.40082787848971985	-0.18111508891186615	-0.1200500430979237	-0.029699540813869982	-0.4053583053108081	-0.10055092122164644	0.19741357601385034	0.12207978478694369	-0.25723805577569087	0.08738108117174409	0.01559437526679257	0.008181517295796335	0.19866961874853445	0.2148911874169659	-0.056314223647880246	0.12343642708468613	-0.08675846368692562	0.03618056304678731	-0.03773982364104871	-0.22120998330188765	-0.18927577557651284	0.008568891989740715	-0.06110550409475707	0.1263421859552035	-0.08147358291847903	-0.1364725409944892	-0.20323444362833515	-0.09494462540420563	-0.08176347494282486	-0.2096876316594473	0.03604657666679381	0.10926661258332243	-0.16916292248289652	0.22529447301685931	0.32003798561763797	-0.3269447294847618	0.06023279226948946	0.10362581525995097	0.0875507234885758	-0.02635247028970597	0.03860635354300771	-0.06531906454888428
AVPR2	Not-coupled	Not-coupled	-	-	Vasopressin and oxytocin receptors	classA	-0.01414404103249265	-0.15548787500841604	0.3507648112481933	0.23686833252616343	0.18446668063230737	-0.12349550897827276	0.26027371174726066	0.4799297999751146	-0.2777314423015676	-0.04163305724446377	-0.3031861466560532	-0.18198965150780383	0.07236190496093747	0.0042426720892228854	0.09185747221509709	0.1468193923962301	-0.2216834124320925	0.16826656340844362	-0.19992898696256822	0.2863945892358362	-0.2615753498210917	0.05144949030916948	0.2515102028436128	-0.08960897223075391	0.44410916977949916	0.014416911849375168	0.3769268227769743	0.2197415233941849	-0.3381309660696925	0.019314168735942477	0.14926953299392057	0.1352525668232047	0.33631302372973565	-0.004483932420249627	-0.10142576481226448	0.14582555427218213	-0.26456716680201103	-0.07729427066774011	0.06018731975378544	-0.31542554683313834	0.027866214512179466	-0.04677217888238909	-0.0904202017860978	-0.046384717601324336	0.10187010533754062	-0.01904014277737213	-0.317100064680923	0.3464577224710636	0.25451220149086934	0.014914154129854943	0.1705468024173323	-0.05653221116955523	0.09255221947206228	0.12129692066263593
BDKRB1	Coupled	Coupled	Not-coupled	-	Bradykinin receptors	classA	-0.11615407357239022	-0.12563124712193735	0.10375653549163891	0.006161388639064681	0.23550189346079986	-0.019165512003314775	0.13859738892651569	0.26000276857618504	-0.20440173894397148	0.24534381953983184	-0.03824434205522489	0.024363118005286042	0.2790712510051735	0.1955202097408364	0.10865373064752815	-0.2848225227593514	-0.4489021564534142	0.186341272563131	-0.03351268827940672	0.23591902460962938	0.05896799274680693	0.02904472285626976	-0.14494204608754474	-0.05214151312972346	-0.16341371077030156	0.04884670907922148	0.5661199503603409	0.10794420656891855	0.05346853989427081	-0.09863711920004695	-0.1354548778428	0.19640610516753426	0.2889635540292254	-0.017926492356756578	-0.1186674649391794	-0.23552267754830336	-0.3881194304571537	0.030863909184228714	0.1293660467181734	0.04254133643290455	0.07043726472549651	0.1524407960524827	-0.03979585313955804	0.20444137564805495	-0.15407451527746133	-0.060267114301398673	-0.27177261199780706	-0.4395828160774944	0.12938447680366524	0.14895384404657525	0.150434626888976	0.032499027685553836	-0.005526761725082114	0.1160372591617802
BDKRB2	Coupled	Coupled	Coupled	-	Bradykinin receptors	classA	-0.09765900817144633	0.10848992354150443	0.09873913440236773	0.1178119782928957	0.024753395633117178	-0.1832777170509421	0.016397820186117976	-0.1857252589037404	0.1661643433854919	0.3184846965457723	0.16835443520485305	0.050225651895418076	0.18266493808786866	0.07512916794769631	-0.2796358845825818	-0.14297874458770096	0.131521704438735	0.0353873025706732	0.28812318731965825	-0.2919543203107444	-0.1118553618695907	0.06565402373240105	0.2995372165918685	-0.1549654577062945	-0.09866191044221305	0.07431809777744025	-0.14301771072215802	0.013042370977169806	0.3389257407613853	0.06299948799341207	-0.13954249662707516	-0.013220303112702043	0.06630395994067947	-0.05004077283729776	0.11143917720274231	0.12175573062119834	0.1842919969047866	0.08053983545352657	0.04600528763493198	-0.13625260438084022	-0.31368647076965045	-0.15327824923090064	-0.05573457890836338	-0.09261870498652987	-0.09153091733739692	-0.029561570005424285	0.07224022268501286	0.11054538646585199	0.028972839874478466	-0.3266124237058358	0.05233710101561353	-0.19774500119477836	-0.07751644224996208	0.08855555049851264
CCKAR	Coupled	Coupled	Coupled	-	Cholecystokinin receptors	classA	0.31802725186600267	0.16001267753989795	0.0888922755660799	0.2538059760812594	0.08613390771978363	-0.285301293228272	-0.08154565812387472	-0.28799230457084657	0.227977288687237	0.1886345905735383	0.061829538959061285	0.15727928999977078	0.18054923346693638	-0.1970550463779192	0.057802278781193595	-0.08987490424005345	0.14671438840637982	0.05623271894961615	0.4219783413429713	-0.016518611907198534	0.2877431371391911	-0.13701295475924677	0.03665458819132975	-0.2977410698719361	0.12659354675804832	-0.10912959220278726	0.01072696579281303	0.011220201578030817	0.3038234310970755	-0.08921372429146195	-0.20502763117154463	0.06790899629828745	0.2839500096107069	-0.15211780488722373	0.07073224462441971	-0.03200999932594434	0.14650448447996284	0.10677983816173502	0.03789462355227453	-0.219863148271984	-0.20507376999441604	-0.06269762389372499	0.19168590407036035	-0.11378333804630354	0.009857420661945594	-0.19630848317656555	0.08015351137275456	-0.10195935256787682	0.27178613139804353	-0.3301864853677882	-0.0893284702062647	-0.1598199801734825	-0.13302337466632846	0.063235674446344
CCKBR	Coupled	Coupled	-	-	Cholecystokinin receptors	classA	0.15771378251075888	0.4646051100990684	-0.24062796761910657	-0.1096244269559403	0.04587184584263744	0.16231979146966635	-0.0026279753827674894	-0.10494730720692588	-0.11829166833393961	0.09428768286847146	-0.008694689004221302	0.08736331721491053	0.45568124589339526	0.31630203613615093	-0.20184581086517217	0.2676959492469552	-0.012442926491740848	0.2108427994912764	-0.21402657483857432	0.17625919300251572	-0.2920530852957216	-0.18088894642536482	0.07609306354656863	-0.008246023792634938	-0.45990802268840664	0.17239497055387712	0.4682499623909758	-0.03713235733043412	0.1943901931063595	-0.1164294881940991	0.040879239448823525	-0.05662051051842135	-0.07814254908899873	0.2448270261182383	0.008782934029956637	0.0931877823709978	-0.025209559932384065	-0.1267071815733302	0.05658014811599737	-0.1209224061071657	0.053849718489004925	0.0019126551197632133	0.025361951135728006	-0.1052441780504334	-0.05902420506696822	0.028289816303234253	-0.018353477808629934	0.1051051996813059	0.020203498781497253	-0.23630191552923327	0.09220281561551362	-0.11979223394521836	-0.0674457962823896	-0.16816540655679738
CHRM1	Coupled	Coupled	Coupled	-	Acetylcholine receptors (muscarinic)	classA	-0.3727681450441044	0.41106251730255405	-0.40536102081405523	0.36510204365128823	-0.1328124628668175	0.08037591272193492	-0.18254697354942645	-0.3465701389432191	0.1799240763716482	0.33200801521532924	0.09175438409703707	0.16870058515122396	-0.01755830610927551	-0.19691029514253292	-0.33359096124690035	0.22240954498520368	0.2148582157279937	-0.0032834981361113667	-0.040441617144275556	0.39285526508159774	0.2561189494617926	0.2565903043453787	-0.26282768642766147	-0.023429911978456466	0.12765490769235727	0.09737322494675102	0.08273979824244747	-0.11764433747187374	0.04427067016905262	-0.19700057419971553	-0.29216702997147737	-0.08709781759239556	-0.0543578798337965	0.4266713174465135	-0.07181632814885348	-0.17069373173335237	-0.20178181375278298	-0.1362632050672799	-0.03866659207049088	-0.00866653559727631	0.23303107239232868	0.07351776432731369	-0.1125853630282473	-0.024568713876631062	-0.12470687684377772	0.39329269929942956	-0.06789533412328648	-0.0430482226480857	-0.161083851303509	-0.10658308792028165	-0.1918446039042358	-0.2115052660555569	0.06806257315593404	-0.3601131269059653
