Gene	IUPHAR	Shedding	ebBRET	STRING	Family	Class	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14
AGTR1	Coupled	-	Coupled	-	Angiotensin receptors	classA	14.501271199476793	-15.113719034476844	1.5947104698744343	-8.890853745479061	1.1756056829476813	4.658147727451194	-4.530384010065266	1.426369767845916	3.598308214036043	-2.2932382333189474	-1.0495877266815044	3.1489093556933803	-1.3531488336716722	1.1782829236468213
APLNR	Coupled	-	Coupled	-	Apelin receptor	classA	19.188213966712183	-5.15129411482511	-17.104669006653893	-0.5563651508904369	21.547835096828287	-7.882299501026825	14.543056637404852	3.511431158322931	-3.961185705607401	0.08143200569169119	-9.076519689607297	-0.7361537007628741	4.933326149133795	-4.457305692817597
AVPR1A	Not-coupled	-	Coupled	-	Vasopressin and oxytocin receptors	classA	28.42277102656753	-8.051303614777142	-12.337005685221323	3.6958592954925313	22.116718905496406	-11.202367506945219	22.77877759320222	-0.8264550229548451	-1.6995067901726322	1.6608689892365278	-4.370820579831441	-0.3132489887226097	6.287805704602862	0.7237272660839573
AVPR2	Not-coupled	-	-	-	Vasopressin and oxytocin receptors	classA	20.75345535715883	-18.26833406365617	3.70520096247853	0.44253679915122407	-0.4586311116064363	-0.2316249369177771	-4.090009093364697	-4.390456814861164	-1.0043059810356958	2.922087065486958	4.197871658740694	2.88239142309269	-1.331811015279292	5.390598134310342
BDKRB1	Coupled	-	Coupled	-	Bradykinin receptors	classA	9.970062940215193	-10.86949273994417	-7.501086712463739	5.371759541389473	6.96297845990228	-3.691747686753079	-8.876134050181733	-5.25348162282856	-3.90583534527713	2.580381777431077	0.7966492821356767	4.840962693837284	0.07607024589576512	0.06310051446133566
BDKRB2	Coupled	-	Coupled	-	Bradykinin receptors	classA	21.560572821637717	-16.3479316651139	2.9794819194780433	1.2224833602381069	3.515056666285217	2.5544113297340383	-2.2156730538272615	-7.00948589710277	3.3873801834435997	1.0722269606311114	1.7095242596647737	2.8688764356438634	3.2943845297068743	0.5937656538752556
C5AR1	Coupled	-	Coupled	-	Complement peptide receptors	classA	37.19515241169775	46.084444330535554	-17.705177352386315	6.269074281745343	-15.614643495855528	1.2404117721775778	2.4153845402417558	0.7551370335832294	-0.665492990124825	-7.936864585383929	1.4617048157741395	-1.3353327542070987	0.48525900144955125	-4.443969500512686
CALCR	Not-coupled	-	Coupled	-	Calcitonin receptors	classB	1.059944458218066	-11.067008248229962	-9.017680698475042	-14.46172684513057	6.351847953003514	-9.858258729434253	-1.17646303476162	2.311256462805124	4.472789009912364	-3.3446424968721606	-1.2588157091312382	-4.548598805779867	-5.124123194737965	-1.2770126035543155
CCKAR	Not-coupled	-	Coupled	-	Cholecystokinin receptors	classA	44.31098781983367	-17.869916582199206	-3.284836377375504	-8.375297790949336	2.474790997033555	3.4790509930339377	-6.596405208481399	-10.055280569996324	1.9771247770886813	-1.0660440723698685	-0.4731501786008105	5.553043017404364	-0.4355444363454069	-6.077790643694368
CCR5	Coupled	-	Coupled	-	Chemokine receptors	classA	44.12714118582307	-17.02156156184277	-9.789008460395616	-5.870249235930376	8.57775917800346	1.4062591115826952	-7.694866122625874	-7.371590815871748	-0.866661505949809	-2.382821279789603	-0.5809598953002039	2.243363241894105	2.076586907836737	-8.989573884231797
CCR6	Coupled	-	Coupled	-	Chemokine receptors	classA	-27.69876606932307	5.582366337576523	-5.1221969705791235	-29.037388193430722	-4.381822082349691	13.59820824770245	8.932750118080437	0.8751314872194033	-2.7493343909411947	-1.769620819096956	5.549679973622796	-4.101244177349776	4.71903672755833	8.180371961470172
CHRM1	Not-coupled	-	Coupled	-	Acetylcholine receptors (muscarinic)	classA	-35.41276104526956	5.746734719669161	-12.853079626287553	-22.182500426959486	-2.446304034478274	13.118450243124936	1.366010947368588	0.35322176385213827	-5.448799764669103	-10.78005520136563	7.973699438495095	-6.559891458843511	7.094850646797514	0.9334737358435165
CHRM2	Coupled	-	Coupled	-	Acetylcholine receptors (muscarinic)	classA	-51.113367017684176	14.26990564117333	-23.524402918703533	-12.662525859677569	6.760412939463154	8.831675488829468	-3.4627464571661193	-0.7768877584272338	-6.1958614013474085	-6.357056848603491	3.009890121084219	-3.5692332904719977	7.212475042297815	2.744032809028208
CHRM3	Not-coupled	-	Coupled	-	Acetylcholine receptors (muscarinic)	classA	-33.578228983660416	5.231243892784073	-10.107255628007312	-22.048420937380765	-2.1245361958479974	11.714145778676377	3.5600046349233243	0.3796511159102273	-4.271186985027538	-6.296545396823473	8.467514031036266	-5.251712602015932	3.62748164721905	3.1035133833147164
CHRM4	Coupled	-	Coupled	-	Acetylcholine receptors (muscarinic)	classA	-51.030343242507904	3.170928265510557	-10.554914119257102	25.254551158075017	-0.8836661976477834	-13.668982492478117	-10.766222288257687	-9.144383311750264	-3.233228552953513	-2.550135774759	-2.195200437668829	-2.0620829750374545	6.63123672488321	-2.6381239224861797
CNR1	Coupled	-	Coupled	-	Cannabinoid receptors	classA	-25.320613085064732	-5.847258730079946	15.18743431585293	11.066315478441169	-12.890645106774699	-11.508132085150974	2.6970581277242602	-4.65821757900653	1.304557428520437	4.412008590668899	-4.357739944614063	-4.353744489320112	6.964979311906698	2.176052434312704
CNR2	Coupled	-	Coupled	-	Cannabinoid receptors	classA	35.887757425062965	41.13189100441438	-13.874556815711452	4.2811943869529685	-19.97921620715938	1.214502496720953	1.4686237726271019	-3.5035425566154412	0.31810913172073907	-2.567081506952663	5.831017737136122	1.6179158577990245	-0.5599104348687203	-2.8838370435555327
CRHR1	Not-coupled	-	Coupled	-	Corticotropin-releasing factor receptors	classB	48.97085787988363	45.665178255882886	-8.301815947185256	-1.1777217433869203	-23.654912491260067	0.8812671098805572	2.1276231713547835	-3.583712357236674	-2.1267409954908394	-4.670218557448932	1.6518848521509057	-0.1554925865367885	-0.23238980728763411	-1.1208769312360927
CRHR2	Not-coupled	-	Not-coupled	-	Corticotropin-releasing factor receptors	classB	41.25381761780161	-17.211802970710508	-6.545380274381148	-11.45395763473562	7.846281795498149	2.1020632241523347	-7.2463194823973565	-9.023946225230503	-0.5131616752181559	6.668812502369679	0.4353954020755588	4.998107489183819	0.8746039595774099	-2.765485932273345
CXCR2	Coupled	-	Coupled	-	Chemokine receptors	classA	51.102045022293375	-17.473541255053252	-7.830118923333148	-12.31783188379787	8.683039148442017	4.4463308050405	-3.9778093766210807	-9.684433853305759	0.569300561978617	-4.0833402501319265	2.061217531366383	3.768398400454466	1.6449297820605928	-7.287032952471248
CXCR4	Coupled	-	Coupled	-	Chemokine receptors	classA	38.40823332544927	-15.277704542962008	-8.020787468806972	-7.545582984693189	10.545103429745568	-1.0675683383496737	-6.44135461918311	-10.372259085105691	-1.1518472217089952	6.656208960060388	-1.6627554404514446	4.352638173282385	2.2388040563994913	-1.6874266998069152
CXCR5	Coupled	-	Coupled	-	Chemokine receptors	classA	33.46611572096018	-21.530360206395386	13.66002014130449	7.453330935418631	-1.284736478379906	14.64333618657774	0.41381316947707353	4.6568126409861526	-3.6961244804495736	-2.248928493862379	0.12033680736889099	-5.144546321961706	-4.339605223968825	-2.5010073891594207
CYSLTR1	Coupled	-	Coupled	-	Leukotriene receptors	classA	27.758403262800904	-19.175474028856573	7.825836571706231	9.126560375056117	0.11448857960148145	8.61300402837884	-3.982101107921658	1.0697534775812458	-4.289777236759635	2.518708298825476	0.8471680033284935	-4.7920055027003805	-1.966966542569899	-0.5604377772933419
CYSLTR2	Coupled	-	Coupled	-	Leukotriene receptors	classA	-37.59848100699173	1.0761413470890746	-7.019870068673157	-4.168892294438691	-1.0386314280689095	1.7324987254011686	3.4216591641477163	0.11459776951604321	-5.267042696201619	-9.518125422238068	-4.244608700576759	12.90889992333395	-0.9470978856978798	2.3039171295253604
DRD1	Not-coupled	-	Not-coupled	-	Dopamine receptors	classA	-37.74652040838755	2.6652704629620434	-6.603893044226131	-12.013694698262253	0.04890723369898096	5.920006322958073	0.21360625675636627	-7.37576747749448	0.5631408414504557	1.0932476387075183	-2.9935720659411604	-5.2658317444915745	-4.935211297371136	-3.0955690612031295
DRD2	Coupled	-	Coupled	-	Dopamine receptors	classA	-40.86716791409489	5.172080645111771	-10.101785299637173	-1.0792817794736673	3.3036324487936803	-1.8820716970344722	0.4437371162088014	-0.20463570116425592	-7.58343195644952	-4.029762164890767	-5.491735397130821	14.865859759763781	-0.7207788770595888	6.105476965415278
DRD5	Not-coupled	-	Not-coupled	-	Dopamine receptors	classA	-4.258978293844547	-5.789402201995246	-8.167163949355478	9.545384153285408	5.9649712101401215	-9.677681189909093	-8.089849660922496	5.260419747764677	-8.61842089729806	-1.8472608003199371	6.742415552359331	1.8868938849129115	-5.9122887691727835	3.716023406553551
EDNRA	Not-coupled	-	Coupled	-	Endothelin receptors	classA	-5.210540204743667	-4.885031634142155	-8.096788070523667	23.981951610546183	10.478560473024796	8.821999391107049	-12.350341055665123	-0.8724936429295825	-10.187378679035696	8.330754153372606	-3.6269870472197443	-3.6947794266206992	-0.5766754211595518	1.6551625494156856
F2R	-	-	Coupled	-	NA	classA	2.4461532780006885	-6.248082743183568	-1.5599975971849576	19.9014379429239	7.384556659823837	7.712257452680852	-6.813952466379385	-0.9059407156966655	-8.17109637343176	6.353391747423299	0.1763455248908994	-3.6125120834132143	-3.3584859743913085	4.146908236570496
F2RL1	-	-	Coupled	-	NA	classA	9.223393445472343	-11.445581870043409	20.071435377012765	15.34712516299745	-6.488217336635121	17.383742289016997	5.636541761492894	1.3372336380261196	4.522916640509906	-2.2978352612422372	-6.606210314771732	-2.3313295307613995	-2.5286684808785442	3.561055215818886
FFAR2	Coupled	-	Not-coupled	-	Free fatty acid receptors	classA	3.0064478381472317	-9.803957667789428	14.986555062303543	16.901529284257915	-3.936910218078849	17.68793888089739	2.90899880866962	-0.4467046953365644	4.192617264081493	2.7840558527842503	-9.491825131945067	-3.749049766665443	-2.1173873335736584	4.3655227784192485
FFAR3	Coupled	-	Coupled	-	Free fatty acid receptors	classA	14.5063610263301	-13.774613494715927	1.5917852891730377	5.708234738171124	4.124727652730265	-11.962351265081718	4.388967595253723	-1.6852016919729622	-3.0239857408181186	2.020989446300137	-1.6853017332220135	-0.6346112580058627	-1.144681650041697	9.992519318541515
FFAR4	Not-coupled	-	-	-	Free fatty acid receptors	classA	44.14595717711702	45.266575076773044	-17.348658194574924	2.356162276118961	-16.097030412953462	-0.5688243255267934	3.7140623861221185	3.5782303390962538	0.6574924703041882	1.6055974237896535	-1.147456736445289	0.28310863129852243	0.5947815058843248	0.015248881439583162
GCGR	Not-coupled	-	Coupled	-	Glucagon receptor family	classB	12.913870658735386	-21.195712758614793	11.487233757314545	-9.827778851125721	-9.992591931956358	-6.729774022491068	-5.926712420468665	11.881563317307133	1.415080278535448	1.1929992678814316	2.2136291552734	-3.125862550206786	-3.0549055435526866	3.4959811202172255
GHSR	Coupled	-	Coupled	-	Ghrelin receptor	classA	37.70563511319054	44.26001123971987	-18.697483439259994	5.888545456846718	-16.961807710471113	-0.9914689993929451	1.9950921238497576	1.8391954777020432	1.6961785466227486	4.27456677226249	0.09457843803784227	1.8021285384890273	-0.7596853185226637	2.142128382947402
GIPR	Not-coupled	-	Coupled	-	Glucagon receptor family	classB	44.454048776033	43.6727121769163	-14.572780831867249	2.596357439872849	-19.985379548232995	-1.225696049897673	0.83720188910101	2.376649801840595	-3.274732995052616	3.2330089266870474	0.360412881515666	1.3218248712425509	-2.0217114166560775	2.642278291883646
GLP1R	Not-coupled	-	Coupled	-	Glucagon receptor family	classB	11.795564499438905	46.50399842757427	-30.313889413077252	16.897420712558752	-6.458370930338621	-2.5102936354214456	-3.4603514585602135	1.5173526630881524	3.2715734881385954	6.204401336271643	-1.8181654346249403	1.9854915720046264	-1.7723553690222977	1.8994713454559888
GLP2R	Not-coupled	-	Coupled	-	Glucagon receptor family	classB	67.02887895764421	-16.69993084741822	-4.294771223837645	-12.017636264918997	20.918251623772818	-12.855584213068003	23.11953346817968	-0.6808474312270005	-16.464906258105707	-1.8504678707127684	-1.3052118371422972	-6.784201240113595	-2.9213052367053067	4.4529790284568875
GNRHR	Coupled	-	Not-coupled	-	Gonadotrophin-releasing hormone receptors	classA	-17.979190541959888	-5.875508163954776	7.36574326516393	17.11780169528611	-5.300574561288112	-10.458918912875111	11.632997321516154	-12.991138786662257	8.529199662832998	3.503031636061361	1.5378879111502974	2.6218296490436703	5.371192747000672	13.193176064510666
GPBAR1	Not-coupled	-	Not-coupled	-	Bile acid receptor	classA	19.66587526293082	-18.587305872765377	9.299020155847515	8.82849864373278	-1.246640763204949	11.886538758859922	-1.7911471810581676	6.948873647774918	-4.989143040079986	-5.019054688592715	1.0380818423916813	-3.9240050214495352	-4.431212984971284	-3.2049918437368277
GPR183	Coupled	-	Coupled	-	Class A Orphans	classA	-27.82851579164181	-8.1990184365195	-7.944327186167919	18.328294554179585	-1.0419434279770377	-10.527209736286919	-6.9769785208111275	8.102648787589562	3.563555959494275	-8.678703154954244	-0.1970310690803233	-1.4677304634935642	-1.7746714298113868	-1.031861924810424
GPR39	Not-coupled	-	Coupled	-	Class A Orphans	classA	17.664824439261746	-10.860602418239509	3.855579125918561	12.055591366654646	-1.2406395760666655	16.903652620944076	-0.35251965312925876	0.7773185274566162	4.169372843009125	-5.479910644472034	-2.280405007436067	-0.7218631612493446	-1.9144849411620142	2.3446352083798434
GPR4	Coupled	-	Not-coupled	-	Class A Orphans	classA	22.864348076388957	-15.474703958028405	9.258057155848478	12.312844479375723	-3.475161641921027	11.992895329213344	-1.1635844279761385	-1.3131628648793692	-3.806664965278319	-8.360488420732777	0.35079365560003634	-0.7194442538285851	-5.040710614905313	4.942141325702782
GPR65	Not-coupled	-	Not-coupled	-	Class A Orphans	classA	10.81735180503386	-9.567693054965186	3.896746565815266	15.959905610103046	-2.5506411545360135	16.616910261480964	-2.029141421791838	0.3876923620357872	4.721640624482138	-1.6189498053682352	-5.9462978635971036	-0.8416459538060276	-0.5885404497766216	3.747782490516543
GPR68	Coupled	-	Coupled	-	Class A Orphans	classA	-24.630351315011488	-6.195704112505836	-11.928476332012767	8.56030189256078	1.9973858190515839	-6.126446879317296	-1.0722625840032924	-9.013101797111748	9.605689434335629	-8.614418809030699	9.026067601613597	-9.023107564993184	3.9271775534637894	-4.625349965599004
GPR84	Coupled	-	Not-coupled	-	Class A Orphans	classA	4.283449419113304	58.18308594773159	51.41627942326998	-6.2807409260346665	23.27998753725453	-1.7595441395364448	-4.36864585420236	-0.5844474225462234	2.023278493051366	-1.8931809573910727	1.3797413032031531	-0.6191186589369807	0.5500127914490877	0.46644914939546855
GRM2	Coupled	-	Coupled	-	Metabotropic glutamate receptors	classC	-0.7506470583032993	58.9176666286118	45.5228133927288	-5.329495175386986	26.067541753837112	-0.9447898375482753	-5.407315395905315	-0.5195124402215807	0.9265850763997364	-0.7984002638884381	-0.2459684063913763	-0.20019942654389383	0.556782592110613	0.2355428064221025
GRM4	Coupled	-	Coupled	-	Metabotropic glutamate receptors	classC	2.145788699323651	58.071535680713716	49.76607870974784	-6.264183493849702	26.912066095750934	-1.6074372696376737	-3.006095015211611	-0.3545458868670149	1.4609707917598507	2.402965660686243	1.7793314956396722	0.4612694944435078	0.6060984712635398	1.7567323981055645
GRM6	Coupled	-	Coupled	-	Metabotropic glutamate receptors	classC	-1.0555984913801886	57.60697170173441	45.17178501875465	-4.60445043901555	24.81180515991363	-0.9017011759995028	-6.335815714307075	-1.1944773687227346	-0.10415234359381183	-4.8864233424424715	1.1415008236894035	0.2106058482367162	0.07042111862758227	-2.2688611490653074
GRM8	Coupled	-	Coupled	-	Metabotropic glutamate receptors	classC	12.321120448740581	-13.34668605532931	-0.5755899891127236	20.323021782464807	5.897382849956411	9.093030822583193	-4.046361013261899	-1.3345862536312234	-2.222813833602297	-2.3751328158339673	-2.8845757695100263	-2.1471932803418823	-0.07534113302688422	1.1297058984898074
HCAR2	Coupled	-	Coupled	-	Hydroxycarboxylic acid receptors	classA	3.106836576075796	-10.179507759884661	-7.926928931467768	24.221207572326396	8.46296579640041	8.21682660426572	-6.315103900943661	-1.0557107530792587	-0.4205820948935503	-4.014487595250639	-4.094468626686465	-2.1523046626107374	0.2891274606202547	-0.224688693103266
HCAR3	Coupled	-	Coupled	-	Hydroxycarboxylic acid receptors	classA	5.868510842524694	-6.357898825176808	-15.025479111582227	-14.73153103638443	9.008135253336585	-13.214018644714315	-4.701680122327613	5.395675813029486	0.7322857386198711	-5.747861642421772	-1.8602811257970275	-1.6564687015037776	-6.107081793126486	1.0812880544677028
HCRTR2	Coupled	-	Coupled	-	Orexin receptors	classA	-43.082532566566535	8.016638823120145	-17.05788886047173	-9.594894780754016	3.93255252598737	8.76497701513744	-0.20801014939325813	-4.620375293528165	-5.259288519373983	-3.7368414364404026	1.3164761848653668	-2.6023425870548906	2.746046005918089	8.026206486443874
HRH1	Not-coupled	-	Coupled	-	Histamine receptors	classA	-7.875194860063642	-11.541975510054359	16.977266509421174	-26.426363487789025	-17.402489849063205	1.7044527374510923	4.580203176183061	2.4623306490851244	3.1556445292146056	-3.1563628109585204	-2.583547140971688	3.7165350368107974	1.825750087561513	0.8958578216332664
HRH2	Not-coupled	-	Not-coupled	-	Histamine receptors	classA	-28.28800441428958	1.5505973331965106	-2.6160954222195127	-18.95742528902626	-0.7606559012075328	4.9018191317418625	4.699086648270399	-3.4695028939117383	0.502580166976239	4.396658799541512	2.7145301049388935	-1.0410369746522916	-5.754016338985938	-4.142628065878349
HTR1A	Coupled	-	Coupled	-	5-Hydroxytryptamine receptors	classA	-16.31560416614807	-1.4851546177948451	4.257872538307947	-19.050311960770546	-4.501784030567325	1.7280316636637554	6.6456811377551865	-4.446234578866639	-7.301799271779084	7.223964719090714	4.335924938914037	4.475694401348505	-8.245530327972046	-0.35724588411906344
HTR1B	Coupled	-	Coupled	-	5-Hydroxytryptamine receptors	classA	-15.630632952611712	-5.128409441824159	6.986060274859688	-19.672170345932287	-6.167797479082235	2.631321085221667	9.078986873798378	-7.088891273306621	-5.779232489451392	5.078399128584266	5.171785941589993	5.909125375304727	-8.799065791893414	-1.3790529055544765
HTR1D	Coupled	-	Coupled	-	5-Hydroxytryptamine receptors	classA	-38.869471289805546	3.307535579209812	-9.50890913823786	-3.1740152125216294	1.7346367438071657	-1.7642214966663405	-5.556106809513142	-2.103168823768139	-5.297359787301922	1.4805668950196347	-7.221982562341252	4.1094827935014315	-0.3439755537253127	-3.3398691631129656
HTR2A	Coupled	-	Not-coupled	-	5-Hydroxytryptamine receptors	classA	-41.18161582984675	5.382940869721773	-11.899524976873499	-2.160571633929669	3.5401928918616923	-2.682860024052078	-6.9850577263014735	-4.869980859280722	-2.3962987202296415	-1.9632683766307255	-6.5096975142782725	4.532125153153843	-2.315600004442346	-1.0501238255312835
HTR2B	Not-coupled	-	Not-coupled	-	5-Hydroxytryptamine receptors	classA	-37.06253226651322	3.147749460345276	-5.175742943021351	-5.4174417344051315	-2.308134384116884	0.02487493781604569	-1.7931949325540808	-2.926172291676091	-3.7801075650012748	-1.7902800714861544	-4.23922956357963	5.996711973066383	-2.875547255310727	-0.6391965076132575
HTR2C	Coupled	-	Coupled	-	5-Hydroxytryptamine receptors	classA	-21.924390637032648	-3.256097233707191	13.823605518175432	9.401173732615058	-14.537259330235461	-11.072207782533566	-1.7687367335751587	-3.5264752302523097	-4.577097877331749	0.4684084405150472	-0.18999351847981136	-2.1988270999829855	3.2739338438971677	-3.7943189390094503
LPAR1	Coupled	-	Coupled	-	Lysophospholipid (LPA) receptors	classA	-19.097600539767615	-4.819984816728653	17.0217025018605	9.927438355955125	-15.700190407562799	-10.665468868649427	4.070234691422493	-5.655185832948722	0.3860869286339269	3.447111078531819	-0.7799473508548682	-0.9191881029013464	2.8370901579922663	1.0487704626601766
LPAR2	Coupled	-	Coupled	-	Lysophospholipid (LPA) receptors	classA	18.77759097293011	-18.35109273153485	0.5567738834537416	5.674770442487436	3.546319515464154	6.5273211430358105	2.2364025907519838	-3.1183265079887494	15.220968328543737	-1.8412003020947352	2.071849438258832	4.665266515796901	2.7541562919954017	0.2584288035363122
LTB4R	Coupled	-	Coupled	-	Leukotriene receptors	classA	9.381714923303324	-14.683239110249861	0.08318740994799721	11.74357260676291	6.079662509469004	5.871429814299527	3.651569595593058	-3.857878028451733	17.001222044028186	4.997127581113765	-0.9195336096816409	4.109919331495795	4.9151022449233395	5.450290652779353
LTB4R2	Coupled	-	Coupled	-	Leukotriene receptors	classA	-12.467568707141188	-12.39076477140016	26.397189721534506	9.456652577133495	-20.11510253166006	-8.429692413749823	-0.37160672149662005	-3.942059529601588	-10.665703487938515	7.360323472304029	-3.6181619120604664	-7.477006661488674	0.5509952599145127	-5.222979534583393
MC3R	Not-coupled	-	Not-coupled	-	Melanocortin receptors	classA	-16.89828273281265	-11.355986585405368	23.149328815373227	9.697637715970183	-18.53102756370448	-8.832665636343194	-2.3827905322974647	-3.007540818590212	-9.422451560168351	6.008440007993133	-2.032729629614129	-6.7149287726758145	1.4975146574225173	-7.153783194641373
MC4R	Not-coupled	-	Not-coupled	-	Melanocortin receptors	classA	11.925933758773109	-15.10981961456854	4.520397256550349	-10.76300391082577	-8.02751819004269	-14.376021723518393	-1.8106956668120189	-3.3356054381809295	9.195026055012834	-6.606273998510569	7.61066038462278	-1.1847460764360978	2.803166818209727	0.1514052479919515
MTNR1A	Coupled	-	Coupled	-	Melatonin receptors	classA	11.990413477730815	-12.688369971392454	-0.861861125672673	-10.658302882256852	-1.6539879680156475	-14.551249826463286	0.685895183667954	-1.3586154172011693	9.182666910969482	1.4330674329942041	5.319876386297844	-0.9939287600247523	3.588775302695391	1.9438861485019616
MTNR1B	Coupled	-	Coupled	-	Melatonin receptors	classA	5.271705469663408	-6.753382841548615	-7.433602288353211	-14.530207554769532	6.088033339010985	-13.217250077123964	-4.135921560039503	11.5751631813024	9.014376802399648	-0.6195255415903272	-1.4605043645110416	0.18760460368375828	-3.9226802452616756	1.3462018417217012
NPFFR1	Coupled	-	Coupled	-	Neuropeptide FF/neuropeptide AF receptors	classA	-23.96400974926469	3.053916297083715	-26.408694840332604	3.3274667855729234	13.923401119740047	-17.546703007497676	-13.15979348142929	13.971851619577373	5.013396693425671	11.543054023799664	0.293877437260474	-0.03762324652710373	-7.572337257425196	3.9510631663944054
NPFFR2	Coupled	-	Coupled	-	Neuropeptide FF/neuropeptide AF receptors	classA	18.0635828158247	-13.220460672160351	-0.677466749909978	-16.86273223412221	0.0843699362873882	-15.264863677376505	-4.35131466661197	5.049897985201474	2.973954374384689	-10.242490718643365	2.8164347512012466	-3.3577872617466773	-6.068289072741766	1.0949396885197167
NPY1R	Coupled	-	Coupled	-	Neuropeptide Y receptors	classA	-9.549199285856137	-6.20690072615776	-22.386695719905138	-2.518328293466228	13.680193452521712	-10.04940727274775	-7.946158982847497	-9.004027213536862	2.265782314246221	-5.032950274583065	6.467806936922325	-6.022719771322854	-7.461172243559955	3.904305854519611
NPY5R	Coupled	-	Coupled	-	Neuropeptide Y receptors	classA	10.438086621928024	-16.472236510988655	5.439211867631722	-20.363585680627455	-4.4031992327113345	3.859064026254974	-6.35916582595578	10.296236347830169	0.9649760919485729	8.16332205505789	2.5758862629429005	1.5721104447207717	8.759361599454406	0.4435748985988351
OPRD1	Coupled	-	Coupled	-	Opioid receptors	classA	8.568643315056194	-14.825883415208972	2.69735735882908	-18.335337405367163	-2.9212860783997585	0.13751048973841648	-11.44164372948773	9.838060597375655	-4.430966600056283	7.275217317627539	0.26825107061384845	0.21657240574860395	9.23179044748212	1.1470442841693784
OPRK1	Coupled	-	Coupled	-	Opioid receptors	classA	9.340846940850941	-17.967575840229376	8.449340931195072	-16.788847586765822	-5.562097940924139	1.028992028679528	-8.455233976854137	5.449741427621709	-0.3581607923817469	9.210182816517465	-1.2111673458025733	0.6950858695850037	7.314821873866954	2.7447207837886265
OPRL1	Coupled	-	Coupled	-	Opioid receptors	classA	4.016717050460761	-11.387673047393573	-0.3315453951764687	-17.174991775176373	-2.469622187048843	3.317085249510373	-11.298359791766972	11.966126163058698	-2.483521323287096	5.568508686528966	1.0751017436380683	-0.4109625807985556	9.873821918116679	-1.9240475371621368
