Gene	IUPHAR	Shedding	ebBRET	STRING	Family	Class	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23	PC24	PC25	PC26	PC27	PC28	PC29	PC30	PC31	PC32	PC33	PC34	PC35	PC36	PC37	PC38
AGTR1	Not-coupled	Not-coupled	Coupled	-	Angiotensin receptors	classA	13.524042224541494	-1.3680774184276037	-1.3051364391237923	2.056660389562057	2.1542092714699153	-2.31724905262689	-0.01440851827529881	1.8401645968847313	-0.9056143118739206	1.2086656964163653	-0.4899481897652485	-1.332675534425396	-1.2421692610855488	-0.6521830485371588	0.3849828789531486	2.959451331762311	0.2265772365080959	0.9812610225535788	-0.6237932375568197	0.08736429515757443	0.6970348776582849	-0.7912326811535091	2.841198280532302	0.1049904636878477	0.8334078956505659	0.04155864044510028	0.29342752073837924	1.3257932497548153	1.028908012850372	-0.08526505704029157	-0.9066253490143019	-1.6499511241654878	1.297421641354038	-0.08236758948430685	0.3369799842129873	1.6994861503324155	-0.04575659426494833	-0.32475202225110683
APLNR	Not-coupled	Not-coupled	Coupled	-	Apelin receptor	classA	7.438982869098019	2.3255673236477703	0.1518069006308669	2.0230582551495884	0.03482538690356109	-2.2307342805949943	-3.935798474561954	-0.08662280537050555	-0.8852554539938664	0.23883781236896154	0.7150129299532105	2.8491864991260294	-3.1896082155827066	-0.9171959778330172	2.5921693842505573	-0.9006545707182142	0.4128075979571185	0.6346322246847033	-0.9285479085570615	2.2247844647362025	-0.07938941107317515	1.2357320949606339	-0.549707076446317	0.652858229389582	1.113278307965298	0.048064572161585675	-0.8481410620075528	0.27359658364950157	0.9486486668578317	0.13470347496968763	-1.3697965512390755	0.4231466990574329	-0.07788731653447951	0.8252229354385178	0.9740152027714609	0.001893318179242304	0.6645149110055275	0.8348715516049519
AVPR1A	Not-coupled	Not-coupled	Coupled	-	Vasopressin and oxytocin receptors	classA	9.545698867181345	-0.29196592513676295	5.604864510716506	3.8873681589472273	2.855334106841439	-1.5867767066911036	-4.588812579706108	-0.6381961046564107	-0.10264622786109753	-1.5352570874708207	-0.2657135693284798	1.5327118476731956	0.7177797809200488	-0.5916186349446546	3.123840828573365	-0.1502603178685186	-0.3324063762504731	-2.1003988801887026	0.612703868479204	0.9422419609836147	1.5780657284856978	0.6058069217026885	-0.7115709804468978	0.13498143154914827	0.30947209581221446	0.5965216334291835	-0.7082868314751594	-0.7550000506224479	-1.6846500788879544	1.3351267579795958	1.343732907382379	-0.6509533697414314	0.8142486295101283	0.5368840062503457	0.18693769002124325	-1.9971258111500716	-0.29248803253257444	-0.9567089832651796
AVPR2	Not-coupled	Not-coupled	-	-	Vasopressin and oxytocin receptors	classA	-2.2062837413646323	-4.258161307414841	0.13872477009144843	1.9136857965720353	1.4024220672847671	1.4800839184545087	2.812950118617434	-0.07930462318996223	0.48643875622496263	-3.0615707383984616	-1.2935982507158974	3.012065629958386	0.6567206172634494	1.9707045283219866	-1.239886568537458	0.2956553517118232	1.816650974973387	0.050103714080808784	-1.4019356097969011	-0.723540713080455	1.5682568124156004	-1.1185751889661104	-0.16006458342189317	0.8768824594204238	-0.33011879896028234	1.7970245641790776	-0.3709898718236474	0.04055937520505426	0.4103962561481596	-1.270031694974373	-0.20430612579467752	0.23810439689175236	0.06852205586625255	-0.13461954243695046	-0.2272218025935432	-1.1399137486978475	0.3726262587940961	1.9129874560457343
BDKRB1	Not-coupled	Coupled	Not-coupled	-	Bradykinin receptors	classA	-10.27707749856241	-2.6427820548893743	-0.9189278890300371	-0.13081708528556227	-2.278706565794146	0.2636311358889007	0.3501443905989357	0.1765699660672957	1.2853826067398881	-1.8026044574179039	-1.4093081370075764	0.729695457592708	-2.0590984517454216	0.427782533281621	-0.5312586138331078	0.13253322782345103	-0.5649962120836933	1.9187099613994023	0.03963579316390475	-0.8528812299254577	0.696208382000228	-2.147444849600607	1.1229509882957367	0.5208112375214345	0.12507082852065132	0.46844485912166467	-1.8131547435504798	0.7512753665597933	0.20263673364817816	-0.569872762918037	0.0306181661514585	-1.4454941793112792	-0.3266394453190333	2.6085458175423057	0.4302477628354393	0.13571328488212403	-1.5353170119833959	-0.41069225090829375
BDKRB2	Not-coupled	Coupled	Coupled	-	Bradykinin receptors	classA	3.3043540291797595	-4.245113721849151	0.11611509966883861	-0.7066970148679771	1.3934004861985587	-1.283000017263518	1.3917731335384043	1.6965891745667383	0.9847801411583127	-1.2474925389248543	-3.4327884023495794	0.19787041275341355	-0.22864980541197807	-1.0099072037840253	-2.010797534250854	-0.7658151186847832	0.0941178540102126	-1.6806415492770022	-0.5781525377409187	1.9828517428055534	1.7222342560588306	0.10677058698046024	-0.8819846157785792	-0.1785068833252602	-1.228786382490427	0.7803370851527812	1.293349827956005	0.8205955849887447	0.026997515641492217	0.613007126422851	-0.21776152865261894	-0.10035796823734151	2.063855041651375	0.5556500243477198	0.5401819057021998	-0.9887932176474524	0.12516514040784477	-0.831942567220291
C5AR1	Not-coupled	-	Coupled	-	Complement peptide receptors	classA	-0.18848477311251224	2.2499439686981226	-6.521994222219958	5.430970168970354	1.3221504638020585	-0.11140472579004594	3.0930220330619003	0.8366130834705405	-3.035284480521253	1.699076092204306	0.01733175082671597	-0.2007040291460807	1.6110991087236342	1.398529674076128	1.5743573794993864	0.3306468465351331	-0.30753232208170794	-0.7972628884057131	-0.6481591507584799	0.2455554346627445	-0.28777092833344803	1.6235352380477697	-0.2518549037420696	1.066333470671707	0.8182764541352073	0.14521433742025985	0.24715672769735356	-2.1176633897065074	1.0670005503372197	-0.09234154007334286	-0.2542671011050045	-0.7433398207379336	0.5189511147615319	0.8926641377844694	-0.13011001071882894	0.21849667151472899	-1.2426636459476144	-0.7647587185389753
CALCR	Not-coupled	-	Coupled	-	Calcitonin receptors	classB	14.482211727941419	1.6936551817368821	-1.514232865394251	0.8749039061027171	-1.4670479746345064	-1.4474073931933578	-3.439501607072827	-2.75937001947388	1.5748483272654006	1.063377067468729	-0.814133382358353	-0.9036074256813694	-0.09604196117719295	-0.11575144012858432	-0.35271973936742285	-0.7481521056623119	0.07447063425833851	1.165821554167143	0.26965010139032214	-0.014841711437218718	-1.4322349863558976	1.0226788724676985	-0.41171178026322863	1.6332204918594866	0.6152843629956135	1.094434734413956	-0.14353904498053632	0.7023552583386283	0.050747449310835205	-0.6388416601526047	1.8687624879572415	-0.297941121282267	0.7402738543830528	-1.0871336853318576	-0.34124058804913804	1.4341224366045253	-0.7605749142983956	0.05913453944724137
CCKAR	Not-coupled	Coupled	Coupled	-	Cholecystokinin receptors	classA	1.8723774372068311	-5.569361913975087	-1.844457924654227	0.8405063390447977	0.07339059083697218	-0.6616621154898333	1.376773858369623	-0.4468785788116761	2.6002426374605294	1.2361354468390724	0.5620429244381869	1.9243677846948366	0.6083298756569938	1.1055374856379137	-2.076155769288909	-0.6530441999695457	-0.6221949996951858	0.7794278247349352	0.3354920369257954	-0.4608565791252984	-0.8253431048374649	0.13168095613554645	2.3867458139922957	0.007144155675581196	2.4150817722594313	0.2532654437114934	-0.8790744075895625	-0.7898440395271472	-0.03404817965459323	-0.009025229921271216	-0.29576907825985094	1.037760792384924	1.4771172424065313	-0.5548155526677614	0.0033254066588183436	0.24394821261597205	-0.9923947791609559	-1.4238877076155665
CCR5	Not-coupled	-	Coupled	-	Chemokine receptors	classA	4.640080814410887	-4.2640958561854605	-2.286956824138851	-0.5053831129607178	-0.2597673342816655	-0.6181670213373108	-0.5799680690692179	-1.8945929799491472	-0.3424885642392898	0.32270180938769577	-0.6609914714149933	-0.05994301411791217	0.08545879120559272	-0.3808619958544071	-2.6436651774513837	-0.05339975934137787	-1.978661391675815	1.4965806781746516	0.4619850295299243	0.9753665288911646	-1.7403743561005864	-0.2742941280138803	1.050342529738612	-0.42965094625142164	1.2531348113402905	-1.7064066005183949	-0.351763005832429	0.07805712513683571	0.49033836191905483	-0.3456185902970001	0.24571908558118463	1.7422486957670957	-0.3010262033665233	-0.09093152236275452	-0.15620325841516783	-0.3776664751370505	-0.2728408234294405	-0.22843091310352973
CCR6	Not-coupled	-	Coupled	-	Chemokine receptors	classA	7.156059210848371	5.993178024999754	3.5478150331085296	0.0583231484476802	-2.413093960486899	2.0799561768835417	3.65443739216818	-1.0793712440574832	1.229827753883824	-0.48635855018554625	-0.0002462963871621117	-0.5544913558565995	-1.0239759288914985	-1.1757383008421292	2.3509612471036907	-1.7552224827690366	-0.026389353337331	-1.1169347875531712	-0.6318106920202474	-0.8407069664891584	-1.0364130865571282	-2.3219810247543817	2.5448275387679424	0.15485817638212943	0.6145961288985381	-0.22322790818325267	0.840155218835978	1.0398936849022002	1.370172819133087	0.44835609022417017	-0.8671156054553633	-1.1398386336541604	0.685412686399434	1.4459701124622832	0.052430127504201104	0.21446946894483554	-0.7479328796524712	0.41890993149200834
CHRM1	Not-coupled	Not-coupled	Coupled	-	Acetylcholine receptors (muscarinic)	classA	10.153252259339377	5.1351409634587	-0.48066675424222394	-5.895119520969405	-2.0550100250953443	1.3284022594150682	4.785879353993961	-0.9579675395764263	-2.6904727805666817	-0.5806923980575498	0.33822930434672804	-0.6472635761022194	-0.5751530795473898	-0.5044789216931581	3.1017892773660223	-0.09313364555063483	-0.6523595298610264	-0.8853524497605624	-0.5256481864269449	2.174547523321958	-0.38705848940886234	-1.6132533013196488	0.5236028367321797	-0.23288518885690962	0.6331690050895012	-0.28216278679651363	0.15919001235691432	-0.7006124327600941	-1.808151776740227	-0.8414045175639712	1.1273710556860292	0.2614708962754344	0.38714625146088755	0.004830004756314589	1.7276991062609353	-0.6989745036936416	-0.438664905406727	0.23580706582628183
CHRM2	Not-coupled	Not-coupled	Coupled	-	Acetylcholine receptors (muscarinic)	classA	5.262664254502409	7.1462408323933	-1.3610383207248382	-3.7163210459288973	-3.6454765313477187	-0.30982280404213414	0.4453053172270062	-0.49393652183397857	-2.0542996448876476	0.0754465605382121	-2.1074464617882507	0.4538466791134983	-0.2942261541246443	-0.9809165152835484	0.10977867748882887	-0.07193245018661441	0.8336824572168835	-0.10405687620461267	-0.7619769124189829	0.920653999602178	0.7054060623054719	-0.5706541394707714	2.0382791009745267	0.40081497839674335	-0.9932378921283782	-0.15866140636828874	-0.6005866025249956	-0.2573170711976229	0.06028794614661546	2.5891497712520573	0.18505883745141458	1.4894954318690656	0.919892203813427	-0.8967343246338113	0.3126382156670131	-1.2845702655978686	0.8817780910962996	-0.06316809374923976
CHRM3	Not-coupled	Not-coupled	Coupled	-	Acetylcholine receptors (muscarinic)	classA	5.005300646826194	4.709641831694146	0.39944954437329605	-4.974521288251331	-2.0207153610987105	2.01383988630955	3.169062127568192	-1.1822571871498342	-2.710482914938412	-1.0805392196891994	-0.11785404052647058	0.6805836817654003	0.5134797688564041	-1.0697352336263761	1.9487999951989785	-2.962515550343608	1.667575271552637	-0.5676035772384311	0.09962656667615652	-0.5267265109512506	-0.36623669356569544	-0.7870622740319515	-0.5937336201404418	0.17443027669825162	0.9369523167834325	-0.17368340943520458	0.1564571431355448	0.658737318543278	0.14317248481669212	-1.2825684942012838	1.1361826564390936	0.13008458346720594	-0.11493029791093388	-0.08168932594780558	0.9561280518209149	-0.05396402970551793	0.6808451526636863	-0.8789488298528744
CHRM4	Not-coupled	Not-coupled	Coupled	-	Acetylcholine receptors (muscarinic)	classA	-13.170020483681684	1.588915800796445	-2.6056048865734995	-2.933789984475851	-1.6977893462252835	-0.30671255727577257	-1.5144578075759074	0.6158788124271941	0.582262450635663	0.5276067184143088	0.24896439492450093	-1.1371348285220024	0.10988806911326945	-0.6590682580407805	-1.6396125101092704	-1.4410126889408315	-0.3498505574305162	-0.9936472354142003	-0.611164958476971	2.4277022559931685	1.1560580526110456	0.28792755560247324	-1.6392451625237843	-2.288253867089965	0.776211836335963	-0.24568711897664358	0.7777204429348219	-1.4884716266247064	0.7667573714767335	-0.8363037398342893	-1.2211767662655209	-0.680761378046281	0.26567646467516626	0.7193042101053694	0.5447602320853946	0.8177756127348721	0.4786485250768574	-0.17124497369334982
CNR1	Not-coupled	Coupled	Coupled	-	Cannabinoid receptors	classA	4.538745896145969	-1.2867759067595514	2.867270879092676	0.9744129942838232	0.10421014856802296	-1.3189431213199099	-1.5955234938961695	-0.5545388861803457	3.6217315359378537	1.9451049701051553	-1.0309425874812685	-2.3972948797164144	0.8017714941053591	-2.5724558849212142	1.0732181087273487	-0.8089094124554079	-0.9072405075026967	-0.20843181772270844	-1.8588168876634463	1.4441355307667616	0.6627510375812091	0.291373443977484	-1.038202962146441	-0.856437539293807	-0.23394235640418062	0.465959225922508	0.8419608378261413	1.2411885901855801	1.16240435611248	-1.0792325500146214	-0.5838403897866352	0.2928841172263954	-1.1596589303710854	0.7384315912591506	-0.43661852075827623	-0.19784912087793718	-1.1150191373126983	-1.1035312769289387
CNR2	Not-coupled	Not-coupled	Coupled	-	Cannabinoid receptors	classA	-5.482310244616369	2.0410840274500166	-4.105225252737719	5.1158854928841215	0.4558820437136304	1.6324032551759684	1.4758283420149239	1.0008101242754626	-3.1857989372665556	0.1758307980298516	-1.3801004722805403	2.672935670521626	0.5086992974090769	-1.9043297020618895	0.4598572972308969	0.10404912839718916	0.11627509568661523	1.515360322264053	2.03465039566049	0.3004457011528863	-1.1820847211208838	1.0373849704375502	-1.3126004412033954	0.5685849281473465	-0.7430481833287114	0.8387057944891071	-1.1802117868655964	0.5998517216196917	-1.3632618954251974	-0.32352340805417634	0.3876033363822495	0.7523590009326774	-0.15265687692677668	1.2183553599985577	-0.20822915431367164	-0.9899846360614332	-0.17461261007088386	-0.6580032914051728
CRHR1	Not-coupled	-	Coupled	-	Corticotropin-releasing factor receptors	classB	-8.693426115894601	0.42686183552984003	-6.004022318031921	5.4661603619210295	-0.16710141533338108	1.9123503459615752	1.3772058584466982	0.7374161839152767	-1.4067071133829596	-1.438298842617937	-0.8752162643944188	0.9535411924907492	1.5116756121803043	-1.2532021813308056	-0.5793243964229392	-0.13670654272083047	0.22267234356646726	-0.13237537563027202	2.1854121418102217	1.099458560140361	0.12808024356004152	1.3046242389428493	-0.02510121276388209	0.08404592172215226	0.43552702095961027	0.36412114786730554	0.1496838274468634	0.03469189841774944	-0.8616984116502301	0.18910275479649985	0.008912738707465997	-0.13116545894807266	0.38633724033849576	1.1549032289383194	1.101711777207536	1.4407013573503453	-0.17314810693732627	-0.412009759509351
CRHR2	Not-coupled	-	Coupled	-	Corticotropin-releasing factor receptors	classB	-0.6238105224861228	-4.5370175484922095	-0.2732549049609383	1.2584576335310824	0.042168636215462726	-0.32311087032670155	0.5524617779203289	-1.606438768950237	2.3832388647968203	-0.9135916332766281	-1.881963488253427	-0.7966765056729657	1.5097493288546333	-0.09469018237932213	-2.517453222348332	-0.3800630334301525	-0.8948370323121846	-0.43349260230691095	-1.1229692823233235	0.8374455563001221	0.46215443445171905	0.452032278391683	1.8104618649512658	-0.2258649681558175	0.20304280917484552	-1.2126379675784145	0.5823523473787796	-0.6171696332213563	-0.41714344011556936	-0.2513712229549082	2.3267178993260837	-0.2220548944432394	0.6571712450825076	-0.3881350883822476	1.3600059239060938	-0.30478554140003	-0.503192953879801	0.8704877060322386
CXCR2	Not-coupled	-	Coupled	-	Chemokine receptors	classA	8.071183656094714	-3.3428841984194784	-2.4650955127300067	1.85465433056234	0.5191318645628102	-2.736580815472206	0.5841974987001188	-0.7703562523435816	0.4277480622650009	0.20686338293086687	-0.5219205492322376	1.2656670398086662	-0.1863389216999736	0.018422583760340245	-0.5267358046971561	1.5060365691767204	-2.0727986027936938	-1.4910925364783256	0.21024106449233412	0.6799300603397477	-0.4146091465714356	1.2768229809482574	1.790677119560592	-1.7808429915717419	1.676910674351337	-0.9454967199578435	-0.9800200786572822	-0.7167397841702481	-1.766836493721839	-0.5301445801073972	-0.28678256327973023	-1.002852749778768	-0.9755890446117318	0.3078533236788139	-0.36459678030604736	-0.7729229524977178	0.9045017266716303	-0.21801052450996813
CXCR4	Not-coupled	-	Not-coupled	-	Chemokine receptors	classA	-3.584143907476227	-3.4428287220598164	0.4779048030582918	2.152422698007837	-0.502097837487609	-0.18648247683829908	-0.19523007696493086	-1.3581106913016174	1.5230448257339977	-2.0416708473336174	-0.49770302796869886	0.07576463509144857	1.9273431380312782	-0.790107562183862	-1.7753359078638988	-0.5144888991130214	0.9609035300050495	-0.46969090612364667	-0.9919777688120517	1.3135116975545826	-1.1370178577630858	-0.45498989659132333	1.0802747588231612	0.5410327346171239	1.711207519395385	-0.38685560227128074	1.4106615221325522	-0.5559694433814387	-1.6223649109803588	-0.17389077351927634	-1.2120687196494109	0.003899631244142925	-0.6659214612438795	-1.3217845656587652	0.6736692830464703	-1.20655837294175	0.6474128460504582	-0.3928776268536249
CXCR5	Not-coupled	-	Coupled	-	Chemokine receptors	classA	2.5323906403445036	-4.600934349821556	-1.679189413502816	-1.1837181913494352	-0.6002432381215691	-1.7290622633704003	-0.21976861391204505	-3.1800087369973267	-0.7541630141571357	0.7512775311570629	4.275908272264841	-0.33876318471531963	-0.796938569032191	1.0108478751088683	-0.8646878095651213	-0.7036271533886849	-0.025881077503279646	0.4779592588872414	1.3451832346453676	0.41251734232429144	-2.4450127089977727	0.6148357687453703	-1.6473107818843904	-0.9051721502918957	0.2119762019633713	1.0882639146856947	1.2835861450578654	0.6802971068024329	0.5093937157022322	1.1653512173299247	-0.5218920376940112	0.4127186505939947	0.9451183371026712	-0.06671768872140713	-0.3754616364073272	-0.24501320099406487	0.09642309986370083	-0.41867388796159144
CYSLTR1	Not-coupled	Not-coupled	Coupled	-	Leukotriene receptors	classA	-1.9966671546825099	-4.726508282673474	-0.60804053227557	-0.8999037223214733	0.8661013684076886	-0.04114004051373624	1.0813766950398231	-3.7505253297340047	-0.04999767754553845	0.5660499087557739	0.6099398028987081	-0.25971237664197944	-0.8589350127823693	-0.3159108019983519	-1.5441977215518528	0.13859730128567113	0.009701453281751553	-1.6026086660091843	1.6084291825707655	0.5134140616189099	0.3432710068061423	2.0668431445811533	-0.0839051519992338	-0.1645823885433396	-1.9568244155902266	1.7319714219868365	-0.268075961668719	1.4663679178446822	1.4355565808593866	0.826240562634834	2.8774146783532495	-0.8043364475088903	0.4688716556580296	1.3151063864065122	0.04805350075906228	0.33231969743042317	-0.22161069092982477	2.042637954137486
CYSLTR2	Not-coupled	Not-coupled	Coupled	-	Leukotriene receptors	classA	-11.240800324423686	1.2794106569619657	0.48810557469247795	-5.956825891977812	-3.084866193583639	-2.4486271128563675	-0.7059954536451908	3.3685256284144423	0.35674151041314595	-1.9804330645835302	0.4228318957660042	-0.21193155468815203	-1.2893704251105127	0.9244300371545158	1.0792672299449617	0.5897626905819455	1.0364870302554527	-0.6749339754482906	0.9639975853710849	0.4606263181112822	-0.6797125438885401	0.8414658200362214	-1.7592658656216198	0.3560240292361071	0.5859329269839059	-1.9409356758070024	-0.7246286170965077	0.3613548984288649	0.5343390275246339	-0.6628934733641696	1.036027408825178	0.1236206424705812	0.881076166462486	-0.5115293318060324	-0.40130842027236024	-0.5916941736885822	-0.5083281385332059	-0.2995261685455907
