Gene	IUPHAR	Shedding	ebBRET	STRING	Family	Class	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15
AGTR1	Coupled	-	Coupled	-	Angiotensin receptors	classA	13.303917395973043	-11.403251685000729	-1.6762125456539314	-5.103868657466969	4.758720068815576	-4.184747580135166	-7.110860818388277	1.1133890136613114	1.4581427374580687	0.26182343158894983	-2.7515796451762835	3.674737289201972	-0.06624601431315422	2.255494683650046	-6.542729386741279
APLNR	Coupled	-	Coupled	-	Apelin receptor	classA	18.001660252754164	1.0678997771723036	-19.966068617900053	3.62343381577725	14.961739714460478	11.205425973604864	10.091452420905341	-2.4694495205798606	2.4174322395466783	-4.5733139709698865	-7.940690092820963	-4.282554614536995	-3.667090410224327	3.489992773822665	-4.025125894787756
AVPR1A	Not-coupled	-	Coupled	-	Vasopressin and oxytocin receptors	classA	28.123729212808186	0.7167670797887871	-13.852234350576301	8.273564181553828	15.88043869404124	20.009774664650397	12.778741873895466	-0.07957267334028842	-2.8014777684780015	-1.0509998506204872	-6.064400929510322	-3.127419625170723	-2.968528233307474	3.4561270073670114	-2.5087061951433283
AVPR2	Not-coupled	-	-	-	Vasopressin and oxytocin receptors	classA	19.585501414725737	-11.050461088106958	1.284929583723969	3.6550311523054755	2.102571548507764	-6.043880547214106	-0.9870076141082129	-1.7316584477929169	-5.987482002797037	4.563427768772304	1.4355827758605428	5.868189059034515	3.989619045546987	2.5235891928661434	-1.842605891288841
BDKRB1	Coupled	-	Not-coupled	-	Bradykinin receptors	classA	10.334591229210837	-3.3581310197129945	-8.659055947164337	8.752426035054258	4.642639999877223	-10.208704125431082	2.355205116904915	-2.5277415627529463	-4.453131620910506	1.7789890164279267	-0.6875069705690826	3.90555055592747	-0.6791575885264192	0.16301195354699285	-2.534713832497621
BDKRB2	Coupled	-	Coupled	-	Bradykinin receptors	classA	21.024017801249343	-10.783812181569383	1.3663306137155973	2.4971360500226596	2.9662873880724208	-1.7601087772658746	-2.393877963650759	3.1144282363151685	-2.8767841497826043	3.9278798587337693	1.707339035986389	2.9246244895544122	-1.113190253487817	2.0464035301946395	0.5067454055364988
C5AR1	Coupled	-	Coupled	-	Complement peptide receptors	classA	17.219063633253974	51.93564046223196	-2.9191292275283915	-1.8740865506465294	-16.08960185591667	1.533010445283787	-0.8862533812617622	6.412543096007455	1.08979389342795	-7.5960456611755784	2.6218030295363906	-0.6641594626042717	-3.330747825263478	-0.5503148124887641	1.0518040842693006
CALCR	Not-coupled	-	Coupled	-	Calcitonin receptors	classB	6.359066745034281	-9.458526927261776	-8.585678479315627	-11.383678173458858	5.305921141339869	0.003069860142728129	6.335411609560208	2.62084294053039	7.804291946662913	0.43308788019617495	-0.5889970935778478	-2.12216838515627	6.247566465316925	-5.811343217634407	-1.4838954297700473
CCKAR	Not-coupled	-	Coupled	-	Cholecystokinin receptors	classA	41.06261605668415	-6.863562078835718	-2.6288862014469654	-4.964048357816114	4.775885922348783	-8.008885887201815	-4.06595466537237	4.096582353125227	-5.267950643976039	1.8197368251809931	1.5349726815425753	1.8782603020889075	-6.056299594014965	-3.2283285345639343	0.6908109910764436
CCR5	Coupled	-	Coupled	-	Chemokine receptors	classA	40.39534289892312	-4.303176763114824	-9.682747031799869	-1.4081735271351488	7.747796154733782	-8.97019632204211	-1.4714029946705987	3.774409255394147	-1.5085753917806295	-0.9909154861307334	2.765500538412251	-1.8311251259477888	-7.412703444682415	-5.950051790995522	-0.4277003665979855
CCR6	Coupled	-	Coupled	-	Chemokine receptors	classA	-22.31178216007001	-5.045565887961991	-5.846537441179491	-23.68874261510297	0.7799474499187503	6.637268272229938	-4.841787700032317	0.6055846336930162	-3.1533348065179183	0.9057142730171173	3.5535178397074394	-1.7936326310909925	6.931796278466781	1.5722240168191157	-2.1287965375829305
CHRM1	Not-coupled	-	Coupled	-	Acetylcholine receptors (muscarinic)	classA	-27.67348857086889	-3.163057509434157	-11.818002466782763	-15.72847747952073	-0.7746070058251479	-0.37778408100773475	-5.205953612022437	7.441453982962073	0.7424125688095923	-6.361360238793815	10.030730001109415	-5.689606193922736	0.30197095935266866	4.860163397492298	-2.0765970099232085
CHRM2	Coupled	-	Coupled	-	Acetylcholine receptors (muscarinic)	classA	-41.26839441595778	5.508046818649311	-23.690757313998017	-8.97244131538916	3.9483961988947285	-4.48326806443395	-3.27668350509147	3.4823095306734486	-0.45322417238206714	-3.744520381947273	4.057983915669206	-3.329265098502727	2.8769668707175504	0.005236287306505407	-3.891009725259374
CHRM3	Not-coupled	-	Coupled	-	Acetylcholine receptors (muscarinic)	classA	-25.92795977160566	-3.9462937585620157	-9.160742975892836	-17.205592450082932	0.4655583839289378	1.9810111980130367	-4.3938617765591745	4.078598380044529	-0.3006653308064232	-3.2973808744647504	8.686693854882051	-2.946248641730083	3.9276540325643796	1.7216576483909924	0.3957801056137012
CHRM4	Coupled	-	Coupled	-	Acetylcholine receptors (muscarinic)	classA	-39.45120171586849	1.5476825505839646	-9.822361527448544	20.99763005632664	-8.315824913395462	-13.470809789191824	10.284072643443196	5.194197406681473	-2.5753879195450167	3.456829151290033	-0.23629394700955866	-3.382589701444634	-4.751329544831698	3.2643964447446905	-3.3323137088296813
CNR1	Coupled	-	Coupled	-	Cannabinoid receptors	classA	-17.77845496420403	-11.830655470946404	14.682070062846261	5.901947907187016	-12.29216117507119	0.17384893027478981	8.287723946606535	-0.8317228494733782	-3.000038955822827	7.275509976582424	-3.7475828533706013	-5.0578842444135335	0.009837483070826124	2.082564763353305	-4.645104947788216
CNR2	Coupled	-	Coupled	-	Cannabinoid receptors	classA	18.806941549026362	47.462093369019804	1.1953431164766721	-5.027032518882126	-18.647837897037963	0.6532716826881549	-0.2966684027164909	3.4242378800834157	-2.832572791076348	-1.7555662985000557	4.2995972357252095	3.378729981274354	-2.147166666050327	-1.2459404833278271	0.06105473070421847
CRHR1	Not-coupled	-	Coupled	-	Corticotropin-releasing factor receptors	classB	27.6773392402392	50.55699158322967	7.175017991011735	-10.396081708552442	-18.80584313059587	-0.18118193497719814	0.46755533356766066	2.8394378384635752	-3.585016581374086	-5.296281770399074	0.9707762322610917	0.5436633726584824	0.925525820260709	-1.4081897821245137	-0.8136528397486912
CRHR2	Not-coupled	-	Coupled	-	Corticotropin-releasing factor receptors	classB	37.41685813685758	-6.469863135799439	-7.867977625260106	-5.5239355848989105	8.93117000037185	-8.120474087923439	-1.856184537975698	-2.807365097413381	-6.784129170840268	5.465947969289574	1.2034443255453595	2.230751009593239	-4.50868735137219	-5.865195801909695	0.6293343411759915
CXCR2	Coupled	-	Coupled	-	Chemokine receptors	classA	45.47813363161107	-4.356397517179768	-9.138474625543749	-6.694827250932009	10.429889688000014	-6.071894099057629	-3.114705878807996	7.126760376370045	-5.037123791622269	-0.4854678927865062	4.232621965605484	0.8740005804592209	-7.217723959517926	-2.084660212615433	-1.8812704450884354
CXCR4	Coupled	-	Not-coupled	-	Chemokine receptors	classA	35.701907374986	-4.718421553487994	-9.087066144095909	-1.2783830207420535	10.057316137761546	-6.774323470847197	-0.169184987657504	-3.1498354384924183	-8.069685526625502	5.160132113921219	-1.2742182835080704	0.2886716941098603	-2.7859321732117426	-6.476158910869073	-1.3206747730856865
CXCR5	Coupled	-	Coupled	-	Chemokine receptors	classA	30.086018716038318	-16.869611913112664	11.07734849023373	3.9274624287157347	-0.06818607950672591	1.5012802456532928	-9.932240520112645	-1.3008311697125947	1.9005180787740383	-7.453094518448321	4.0443646338486925	-4.040296958928818	0.4926269820027077	-0.4738861769434494	2.8088702220153112
CYSLTR1	Coupled	-	Coupled	-	Leukotriene receptors	classA	25.017785223006857	-13.112750546210075	5.702998602603928	8.460326720655583	-0.17922581592131903	-3.676123219928267	-5.626075763775832	-3.8687096842657476	-1.0408252583816404	-1.860918899268096	3.119611718516522	-3.7233167914790823	0.20491333819755156	-0.07508179689808606	2.6019283187446294
CYSLTR2	Coupled	-	Coupled	-	Leukotriene receptors	classA	-29.62240332355275	-4.111582407290615	-7.856406387381847	1.126603221024773	-0.7880961426958869	-0.19505320767993542	-0.8036397739821541	4.815252323295842	-3.012992550943009	-9.001141276022809	-7.663444460568511	9.376799710900853	-1.6795483481430902	1.6573230082666954	-1.6704576597533423
DRD1	Not-coupled	-	Coupled	-	Dopamine receptors	classA	-29.657396424970667	-7.147528362623823	-7.737765173037413	-12.837789417623902	1.215990654963347	-0.0013531905819383426	-3.2080091065334	1.2812036064272263	-6.720873315429104	-2.523481392884	-0.8091913250096294	-5.556749172125315	1.8475865280487684	-3.7599298067721008	2.859320225703724
DRD2	Coupled	-	Coupled	-	Dopamine receptors	classA	-32.89245725673727	0.37680384857266647	-12.159081248262957	3.6364094346036544	2.5361142618960537	-3.8353683935541465	1.6725231218207641	-1.2503857187094272	-4.563322255146554	-5.9453152040487725	-10.249113488025205	11.69155478899288	0.4190216226950648	3.5777388521369566	-4.461679739170786
DRD5	Not-coupled	-	Coupled	-	Dopamine receptors	classA	-3.160597602068668	0.248787910204925	-7.967754027998055	14.421058991836219	3.122384131704073	-7.3064376564027835	5.214468138735585	-3.9207435746693124	1.2598742331401298	-6.896236677430329	5.476328858520392	3.7819389534765087	2.0566834688786457	0.9671184267521948	1.8390993857062021
EDNRA	Not-coupled	-	Coupled	-	Endothelin receptors	classA	-4.018273985057374	-1.0917615014252051	-10.496495119087289	21.12065899418528	2.6440193477291785	-10.717776468788927	-5.669977941519596	-10.844621378791125	-4.315516833609714	-1.1556019825673984	-0.5857365809585795	-4.870106133588911	0.3236164472168681	3.1267802637861206	2.9788723261346646
F2R	-	-	Coupled	-	NA	classA	2.104494823862604	-3.3667025269870443	-4.322688581405045	17.681103341085294	2.6216728077040674	-5.713680407603019	-3.8685330911586076	-7.490821446400426	-5.423433864667062	-0.7503961779346802	1.5569962009729266	-1.1387472759120625	1.7034092928623605	2.3551793067443745	5.261444291887992
F2RL1	-	-	Coupled	-	NA	classA	9.256314482516908	-13.994854189800003	18.35760268522235	7.637954870199441	-5.6928711072719915	8.143838692866346	-14.510782616405587	1.8720437124180287	0.25874446328103556	-3.3582445358315423	-5.124127444244866	-3.974106303359997	4.869129694787536	-0.9744306830016901	4.251595031030618
FFAR2	Coupled	-	Not-coupled	-	Free fatty acid receptors	classA	2.8920091296782386	-12.258784201439259	12.125199727972952	9.470071932865737	-4.981224454786399	5.227737196327721	-14.230833942045884	-1.5292609632438565	-2.1230343264565485	0.6039660243035959	-7.2644943011330625	-6.090301464537513	3.3428915119741065	-0.5112241807654269	4.07643593190903
FFAR3	Coupled	-	Not-coupled	-	Free fatty acid receptors	classA	16.620289862124896	-9.158791987316468	0.998787721662521	6.674201559983745	2.7764381672188323	1.8544872835791562	10.233431052392032	-1.7448908792465985	-2.7843289558875437	3.497963308903855	-5.0484323223963035	1.6018565526540427	10.810345728211859	-3.0845104344165346	0.5279609470791212
FFAR4	Not-coupled	-	-	-	Free fatty acid receptors	classA	24.73669355055081	51.12190017341599	-3.651556510781986	-7.556203842910966	-15.037281603632644	4.113502457529566	0.054309171595287385	-2.5434157831784114	2.1656450333320962	0.7393028187381323	-1.0762506080238605	0.12806049912832645	1.083648459340206	0.14352736583127243	-2.3035186076825576
GCGR	Not-coupled	-	Coupled	-	Glucagon receptor family	classB	17.921137258340487	-20.157373433355332	13.58484082907952	-9.458129540839998	-4.287292547966957	-3.1207678004075077	1.740960676667651	-6.641276634688139	13.163836295470217	0.510173287283808	1.5850574066277796	-0.4480702232712641	11.358921924075299	-7.019506442302251	-3.198553323450004
GHSR	Coupled	-	Coupled	-	Ghrelin receptor	classA	20.18280219458231	50.65537235485958	-4.387117209297227	-4.739024802984625	-16.89665952429656	3.0529719266087776	-0.32760919798359933	-3.3676469741446264	0.27223499486581815	3.1193645197184465	-0.7540804051398308	1.749829048341997	2.1044137419369826	-1.175572571976513	-0.2525340248505798
GIPR	Not-coupled	-	Coupled	-	Glucagon receptor family	classB	26.420550452393385	49.30323611303868	0.97260070098301	-8.017703215150158	-17.709509828360723	0.9429000603056731	0.9107092079182301	-5.094021917016534	-0.36953049199481436	-0.8471639567909801	-0.5340726871009633	1.8736168959122728	3.42029262359152	0.9435118911408225	0.13951716343419646
GLP1R	Not-coupled	-	Coupled	-	Glucagon receptor family	classB	-0.34304125479967773	52.22655598067523	-16.960999389959465	7.583621663306822	-13.196251039662709	-0.8699626335536451	-0.9671119851643846	-4.355833506792569	0.4926733280570318	6.187732775268247	-2.63362522978282	0.5902559391420464	-1.2528179106162591	0.6371688854076626	4.9839905735733385
GLP2R	Not-coupled	-	Coupled	-	Glucagon receptor family	classB	59.11190871096165	-3.0522360166971123	-10.337644930138538	-1.8961837064776466	21.17560424702388	13.262591937364103	17.939254996979138	-1.9778694316440315	-8.43709935643374	-10.68743290711574	1.9113301639020035	-4.244516414537234	4.8253058102178565	3.998622197837408	3.2792693793976166
GNRHR	Coupled	-	Not-coupled	-	Gonadotrophin-releasing hormone receptors	classA	-8.400158406393064	-6.721347707131807	11.367781953544851	12.314764253275118	-7.592411910406947	11.586805892940992	5.344457735159985	8.075804304049472	-10.82949255500766	13.590869230692846	-4.2822378050562815	2.688795041322029	2.9634225788232658	-1.0426799762832015	-2.2754350214819956
GPBAR1	Not-coupled	-	Not-coupled	-	Bile acid receptor	classA	17.327450370712878	-14.126666965100059	4.7570296688658615	6.511243692161604	0.09175611309064742	-2.1553108602791213	-8.231288122469078	-0.24090602584310833	2.93801965289445	-8.220049843762402	3.9969416020766912	-1.863100214937847	-0.5684366077368294	0.8641426814032871	0.39463333709885173
GPR183	Coupled	-	Coupled	-	Class A Orphans	classA	-17.939566938629316	-6.25441815636468	-5.736107101575676	14.827647136570931	-7.968914126975251	-4.195708121721021	2.521739747191782	4.12513406716995	13.168461248894848	-2.035373677206286	-0.06381487285074708	-0.7235930179762273	5.543969959485537	-6.858165709868797	-3.7027236218496085
GPR39	Not-coupled	-	Coupled	-	Class A Orphans	classA	14.29566024203654	-5.694014150669866	1.1642890218214117	6.632102467250373	-1.850053812045543	0.6024070014963692	-13.01232277137363	4.762731828064782	0.5396373191462849	-0.5354954068532459	-2.858908062493913	-0.5303601618846223	0.9423680263166395	6.995373350308528	-1.38887881585142
GPR4	Coupled	-	Not-coupled	-	Class A Orphans	classA	19.791496390354645	-8.834504909714626	6.845030573994227	9.176565204839767	-2.172819508685611	-2.981872515174837	-8.017906687666075	4.670218630087477	-3.5021235874624415	-6.61823727638057	-0.8451691517009312	0.649930767647082	4.32411475338797	5.891910053010193	0.7222392503689793
GPR65	Not-coupled	-	Not-coupled	-	Class A Orphans	classA	9.328114365149538	-5.955965650709343	2.381365106788231	9.169092451635866	-4.832796372746008	-0.25357884044261425	-13.86662677562218	1.0498064749581126	-0.23543224049485814	1.3249118386452992	-6.993786148476921	-2.620295967985496	1.8627521948037409	6.90837789830206	-0.04488302417956915
GPR68	Coupled	-	Coupled	-	Class A Orphans	classA	-16.166329502221412	-3.7940650518513355	-9.839798496104075	6.998612801437096	-3.7199819836661154	-0.5817618112178858	4.609782925602311	16.181875587379007	1.136364945523317	6.040918817840242	10.14245626740677	-5.9220036745011875	-1.852004658241749	4.942928636209887	-3.4110119501434393
GPR84	Coupled	-	Not-coupled	-	Class A Orphans	classA	-22.81787130506489	42.15337039837912	38.779814276482405	2.9188175130019713	29.722995591079886	-2.450424695827328	-0.4454383064211617	1.7589952744655815	1.3409111185028062	1.6747906383020588	0.7255087443969965	-0.8187250162238386	0.3759337129458126	-0.3466282654589785	0.05345919171114285
GRM2	Coupled	-	Not-coupled	-	Metabotropic glutamate receptors	classC	-26.25469886812287	43.67591840162265	33.83976974712774	2.6530528283714125	32.04976271873528	-3.601844948757779	-1.0521915434115314	0.3541973789423633	1.2782028015089635	1.1948470250344414	-0.280471758442722	-0.6358437976136945	0.347874133975387	-0.024984327878157103	-0.3433145384189836
GRM4	Coupled	-	Not-coupled	-	Metabotropic glutamate receptors	classC	-23.78525143988232	42.44535329831486	36.84751981398013	2.4148712695504875	33.522476856542774	-0.9076501975096558	-0.5586983897330793	-1.9100249058348826	0.20744002095284023	3.691248854206378	0.5992680873632589	0.24368865668728767	0.9244482202992401	0.33231163989125473	-0.9890906575223267
GRM6	Coupled	-	Not-coupled	-	Metabotropic glutamate receptors	classC	-26.25675254878684	43.01230281577165	33.900733503080374	3.514128513826334	30.738036870893907	-4.989339351262392	-0.7804069551220175	3.7023540834541526	1.6909139085763472	-2.1883016257035064	1.7908058225950148	-0.19377179541705833	-1.6676214708381694	-0.5591221155434276	0.04444385891004011
GRM8	Coupled	-	Not-coupled	-	Metabotropic glutamate receptors	classC	11.404358140272262	-6.153148393527861	-3.9046038569169115	18.763835816225445	1.0466595942118468	-4.1813806666220605	-5.665377505585214	2.3657899262505295	-2.5856686136217806	-1.7861844954898771	-2.767674443632906	-1.9158443833872596	-0.1601533539570769	-1.7086822542547433	1.520384280556816
HCAR2	Coupled	-	Coupled	-	Hydroxycarboxylic acid receptors	classA	3.4114609521412946	-2.3352194090551515	-10.979246302359686	22.51708432431372	0.665144063742388	-5.903224585059084	-5.896651919431169	4.389414044387602	-0.7972537530222069	-1.2898902222160322	-3.576915117711429	-2.6034620946442617	-2.0885503836690393	-1.154307449031346	2.411828497399396
HCAR3	Coupled	-	Coupled	-	Hydroxycarboxylic acid receptors	classA	5.109060434987654	-1.6178442176234538	-16.041530121890233	-5.761199145495166	7.291383268091347	-5.179354086060694	8.986451743240751	1.416755187194074	7.153304950477109	-3.0983607519017533	-3.4219275638991564	1.5219155112678773	6.481551195605747	-4.678178246847935	-0.024689820713978034
HCRTR2	Coupled	-	Coupled	-	Orexin receptors	classA	-33.44340576152218	1.1103576376737867	-16.562797554411546	-5.3418425672569665	2.0705851456136273	-1.8425548065648556	-3.5276874617297396	2.4158397456604366	-7.199324736905727	-1.610194975583652	-0.38631480870784346	-3.2837890686241638	5.834392192295979	2.095391273414025	0.9940219102465122
HRH1	Not-coupled	-	Coupled	-	Histamine receptors	classA	-2.455016926969585	-19.2423286895309	16.66163848323329	-23.308720039285063	-6.242285577213362	3.1829902652519366	-0.8465195682863754	3.7647290339102817	1.5563891057200447	-0.3314125345946629	-4.228015345275616	3.176995806494509	-2.3902450365441696	1.9757469186019725	0.9047700836357613
HRH2	Not-coupled	-	Coupled	-	Histamine receptors	classA	-23.31857653160184	-7.558023507806529	-5.503948630457426	-17.630778898044184	2.7114128538009195	3.1353691328950624	-1.0986971673518287	-1.5094343807649588	-5.36604552209585	-0.6241641941419708	3.248419731114471	0.9450247933288778	-0.5873684533970073	2.6616352072501885	0.022668540477200443
HTR1A	Coupled	-	Coupled	-	5-Hydroxytryptamine receptors	classA	-12.336319808777132	-10.048216377546444	2.3960101417313036	-17.096723011741297	0.1454986944672189	2.532377789965188	3.423190980340395	-6.573314024693053	-8.78151046287541	-3.33304649583474	3.0743049378744445	6.087302675634666	1.3054906438770812	2.7092415917753625	1.8097694771056771
HTR1B	Coupled	-	Coupled	-	5-Hydroxytryptamine receptors	classA	-11.492771412231942	-13.437180768875566	5.260375015304312	-16.86336176061053	-0.6677480495414356	3.5872552594378226	3.292175952909324	-3.360879009771457	-10.441023274092705	-2.5131862692798523	2.895511009374634	7.310647931802398	0.56615516579202	0.6516837404927024	2.800684874579551
HTR1D	Coupled	-	Not-coupled	-	5-Hydroxytryptamine receptors	classA	-29.720574891586782	-3.720101994334271	-9.635814778972625	-3.8412583074004005	-0.28067911220899794	-6.8873189726963355	2.8086051566680013	-2.5878225514310778	-0.3148646797044317	-3.219212405838445	-5.9707624764170255	1.1985264050820754	-1.5791261177101814	-3.079357329354422	-1.353050401386136
HTR2A	Coupled	-	Coupled	-	5-Hydroxytryptamine receptors	classA	-31.966421439209196	-0.9580618311054632	-11.453931536294448	-2.5840769945307778	0.5074258149571312	-7.80514864819958	2.7886405890687884	2.693196526186223	-1.4897676169273057	-1.6489867413149482	-6.089109846139982	3.3080051726428805	1.0025073856755478	-5.775255755040549	3.0535396553305025
HTR2B	Not-coupled	-	Coupled	-	5-Hydroxytryptamine receptors	classA	-27.741249383597918	-4.311065160675685	-3.609178366030304	-6.2098323829515945	-2.724172958934398	-3.4670724400088133	1.2092640581888972	1.6987679001840341	-1.7479117191024223	-3.702488487544996	-4.174165933866827	4.818765419325296	-1.133411046000006	-3.092213794742154	4.615736105784603
HTR2C	Coupled	-	Coupled	-	5-Hydroxytryptamine receptors	classA	-17.043859271975833	-8.122495180461241	14.031491501122145	4.541979541942059	-12.45096538129106	-4.769711818197618	10.554182720869427	-0.8789366816606027	-1.8013035692870447	-0.022365501064654323	0.7334015100095794	-2.5012493373056115	-3.0025731661080015	0.26014882251404675	-3.7712677388637146
LPAR1	Coupled	-	Coupled	-	Lysophospholipid (LPA) receptors	classA	-13.698427287049281	-10.064175051931572	17.879298081008415	4.468028597292096	-13.467533463223104	1.983845885588099	9.327334931930555	0.01828474662786092	-5.107692432157617	5.175087694183514	-1.8023699412490075	-1.379363014895004	-1.2122743960661693	-2.8694442234998343	-2.5591948933886424
LPAR2	Coupled	-	Coupled	-	Lysophospholipid (LPA) receptors	classA	21.608448505788242	-12.024796616987931	0.9672826708391573	4.269096521237967	1.5461268086854134	7.727863167597229	-9.531828509560176	8.466303170771884	3.149046200247325	7.885231627878305	0.3574874832036039	3.705000066644655	-2.1814165692170553	-2.1004621025646832	0.48767363919184475
LTB4R	Coupled	-	Coupled	-	Leukotriene receptors	classA	15.42997391967397	-10.16673649367771	0.2980996169873203	8.154306823979102	1.8517953114361805	10.542032169505458	-10.97294005024424	4.167235857822996	0.9115258568373393	13.11723360615652	-3.574717790239679	1.8616864650965468	0.5873619524916609	-2.4294613624628325	-1.982773090915273
LTB4R2	Coupled	-	Not-coupled	-	Leukotriene receptors	classA	-5.503943780805046	-19.498400022298707	26.321402705124495	2.0895901172954816	-15.453316610703288	-4.363736490992747	10.366648922134141	-7.916276369410983	-4.716163716604037	-2.489126373100911	1.6985239486650319	-9.935451467366475	-4.155789199700326	-2.249187128731306	1.0878174358835722
MC3R	Not-coupled	-	Coupled	-	Melanocortin receptors	classA	-9.773750765918713	-17.94936802365363	22.760239414356107	3.4800077114150203	-14.92350849833528	-5.763949896172495	9.847845220737442	-6.599820107239727	-2.9360219773913263	-2.2140407348665185	3.468023467412415	-8.808419820546879	-6.206239364231122	-1.8911294837392236	-0.07296259113523008
MC4R	Not-coupled	-	Coupled	-	Melanocortin receptors	classA	16.124411803223527	-11.568304667958893	7.335010167654003	-8.469485523996648	-3.789558366911722	-2.8467613891549943	9.04918026977382	12.286697508823385	6.455996243719762	7.219378263119346	5.086690676553503	2.61617954370982	-0.17297654204912472	8.885606996672296	0.9468863882283013
MTNR1A	Coupled	-	Coupled	-	Melatonin receptors	classA	16.027756429496254	-9.126405814082467	0.5189404361496581	-8.635094121689578	0.09883990079289735	0.7837029394170618	9.687584074283118	4.873844964821699	5.672116644686483	10.892062395897094	2.2679724810015367	2.2406132436532746	0.6212029002151672	8.848127268995375	0.007058439961506579
MTNR1B	Coupled	-	Not-coupled	-	Melatonin receptors	classA	4.630335772765767	-2.6385870084071876	-9.768041621414195	-6.835376094651048	5.8701217326960435	-0.3418617342593209	5.068775431681505	0.06301538255313281	12.03174599985207	4.208185338874917	-2.1862573673218426	2.48507582705271	1.2648914599304937	-1.312520989161493	3.1355714744253356
NPFFR1	Coupled	-	Coupled	-	Neuropeptide FF/neuropeptide AF receptors	classA	-18.40338902962652	6.265193187622774	-27.16229698273011	8.543995982001617	5.29053403974556	-7.4490255802890815	7.6087017962096875	-11.523258060553825	12.748246598499676	10.588451730984783	1.6802379290442528	2.8003825021068267	-4.055606140838228	8.251969706775792	15.855541044024584
NPFFR2	Coupled	-	Coupled	-	Neuropeptide FF/neuropeptide AF receptors	classA	16.551448454436233	-7.204708587822742	-1.76701947545232	-7.8590282332209584	3.440372387838163	-5.123101796745063	8.982802456268766	8.118849919001255	7.409799175042621	-3.3686763912622015	2.658942253340083	1.426541512538462	1.9945841820649173	-1.4439940890921625	2.7047537271969575
