Gene	IUPHAR	Shedding	ebBRET	STRING	Family	Class	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9
APLNR	Not-coupled	Not-coupled	Coupled	-	Apelin receptor	classA	-4.764206923864539	9.549178837440813	-0.6209738821847833	-17.216269000334663	6.145840947481981	21.80413665724912	-18.368818017754077	17.536456629195094	7.556665657484
AVPR1A	Coupled	Not-coupled	Coupled	-	Vasopressin and oxytocin receptors	classA	-0.8823791294668156	11.421688698031033	0.17255033326418762	-12.88417218222365	16.30521312833303	31.464630445301758	-19.76238576609411	25.255923329037728	8.77093314144251
AVPR2	Not-coupled	Not-coupled	-	-	Vasopressin and oxytocin receptors	classA	64.87247795048998	-19.830234739528034	2.8074643481493693	6.180040037238919	8.480358011943872	0.03721439267616865	-7.265973114548537	-10.230390624211706	2.550473036831041
BDKRB1	Coupled	Coupled	Not-coupled	-	Bradykinin receptors	classA	44.83917172054569	-11.460495440193956	-2.6945172476255967	-1.4812336985735846	4.169631331957334	-3.7440973835089637	-20.50494149825771	-15.072929193363874	-6.109032874814543
BDKRB2	Coupled	Coupled	Coupled	-	Bradykinin receptors	classA	69.8155528980278	-17.457623386332006	2.028110442177222	11.116074340566067	13.317931987422396	-7.003632110612755	-15.232815676458383	-2.1954044747107564	4.734786351960353
C5AR1	Coupled	-	Coupled	-	Complement peptide receptors	classA	-4.990990891938468	82.48905894574642	23.905563290738105	-28.473644512762455	20.581427501574012	-11.426315049992219	13.365617832670466	-2.739294252368754	2.6378522139000564
CALCR	Coupled	-	Coupled	-	Calcitonin receptors	classB	-0.9999548636076963	-23.937510759501638	10.117638461158814	-24.538413815747983	-18.670025097340726	22.75251799495871	8.164206897856703	0.9908694680011663	4.029441275265566
CCKAR	Coupled	Coupled	Coupled	-	Cholecystokinin receptors	classA	86.31759732324706	-15.012845879479372	21.716345892875545	-3.437213375819212	16.10581114323606	-3.085032270276399	-14.455679341824396	1.6776597907398159	-1.9727902912464
CCR5	Not-coupled	-	Coupled	-	Chemokine receptors	classA	88.22030910122191	-11.098614925890617	17.062440238906703	-10.574132462487444	8.842936682164616	-1.6349493919853042	-20.353775434852828	-3.2407098534217273	-4.036056543303599
CCR6	Not-coupled	-	Coupled	-	Chemokine receptors	classA	-42.083576259917564	-28.647247481947076	17.296788249448067	-14.614958355911691	-18.472856600803336	-18.267473916374847	9.138921850387883	14.575098560617656	3.5025806981707226
CHRM1	Coupled	Not-coupled	Coupled	-	Acetylcholine receptors (muscarinic)	classA	-47.947136022639135	-26.04402376062164	10.212781637254162	-16.80576902757637	-19.494594361753666	-17.432637692919883	8.089973695617772	9.6343968982532	2.328839023498573
CHRM2	Coupled	Not-coupled	Coupled	-	Acetylcholine receptors (muscarinic)	classA	-74.67765768289654	-12.890192539877843	-2.687082396267183	-22.696641462804173	-32.125649567841336	-17.08194065307206	-7.631868701066145	-3.3163569636179338	-0.03325234669223151
CHRM3	Coupled	Coupled	Coupled	-	Acetylcholine receptors (muscarinic)	classA	-49.037747076186626	-25.99406028762091	8.432140055696486	-17.018045255301285	-20.672492588213245	-14.596601082561154	6.71641402760711	10.692637961420578	1.5118769067712947
CHRM4	Not-coupled	Not-coupled	Coupled	-	Acetylcholine receptors (muscarinic)	classA	-91.85277052222666	-6.246596076373534	-31.197577887807363	10.330681987418698	12.260562157898747	1.882363973810127	-18.583826089803896	-23.501868233903824	-6.559868227391351
CNR1	Not-coupled	Not-coupled	Coupled	-	Cannabinoid receptors	classA	-65.09245185913382	-18.570025257088393	-15.897161080415339	29.173665613746206	30.566953424598395	0.40811661134657373	-5.968773222903166	-12.853674837294143	3.8572828566147526
CNR2	Not-coupled	Not-coupled	Coupled	-	Cannabinoid receptors	classA	5.679059867482281	77.95810017965016	20.5233254094239	-22.93625823142822	28.617240315758547	-13.77613763908702	17.589314197333525	-0.9780477224072783	3.851721364119611
CRHR1	Coupled	-	Coupled	-	Corticotropin-releasing factor receptors	classB	16.46888638751591	79.73851196126049	35.42338357028061	-20.417297352976195	34.11511636650929	-16.25874680627727	21.8041208187754	-1.1899763949359488	3.4300020471663313
CRHR2	Coupled	-	Coupled	-	Corticotropin-releasing factor receptors	classB	88.10052110219209	-18.908371673351393	25.360432309794675	-6.849626852555642	9.293971704400573	-1.8018371397749533	-19.480135582380864	0.5976907357169231	-5.777745612315328
CXCR2	Not-coupled	-	Coupled	-	Chemokine receptors	classA	98.40154814329337	-16.19748468233093	23.285559901710915	-9.638149982159858	13.9167315770258	-4.458029381388621	-22.114021847517662	4.801723271335145	-3.8944958703326913
CXCR4	Not-coupled	-	Not-coupled	-	Chemokine receptors	classA	75.28222670021933	-13.736608963283196	18.32288984147726	-5.6671425642126305	10.550984471803964	-0.6769483452270444	-24.528298511692554	-1.3220363590490904	-5.206552413467569
CXCR5	Not-coupled	-	Coupled	-	Chemokine receptors	classA	101.79951039679803	10.39544315130984	-27.624089295464856	12.162163869783397	-5.285577179909474	-6.817951165070405	9.18365766258431	4.418683931742793	-0.44828667417846557
CYSLTR1	Coupled	Coupled	Coupled	-	Leukotriene receptors	classA	94.43174899722905	7.647126605150845	-22.01617668711375	11.246019924463983	-3.4939425101129413	-6.687139324987044	1.705299093382236	-2.36507033200426	-4.264325827647228
CYSLTR2	Coupled	Not-coupled	Coupled	-	Leukotriene receptors	classA	-59.547910503574855	-24.2024592184011	-2.3361502395790334	-6.356732707910255	-4.8678806483124735	-7.330319361432229	2.6274497598312516	4.950832045237646	1.1302708132434933
DRD1	Not-coupled	Not-coupled	Coupled	-	Dopamine receptors	classA	-48.402129618384166	-29.637184700207442	2.1827066221176663	-5.3686009346243475	-9.500387019957737	-18.931481284236536	1.800183426237432	2.2985406432036135	4.002429442238425
DRD2	Not-coupled	Not-coupled	Coupled	-	Dopamine receptors	classA	-65.68866570368746	-20.00848438820237	-4.4935787738072515	-7.4164906710708856	-5.878647362569214	-5.6042360175527275	-2.2012093656692207	-1.59940100129933	-3.4776542475992303
DRD5	Not-coupled	Not-coupled	Coupled	-	Dopamine receptors	classA	13.512325830783855	-4.019872133252253	-7.843831437481687	-19.472812914352723	-23.406118911353857	32.321598552995255	8.948071211731472	-18.14504555580797	-4.326007282036127
EDNRA	Coupled	Coupled	Coupled	-	Endothelin receptors	classA	38.08372171780853	31.88024206501535	-47.72206747499613	5.236046133448599	-19.60617933070566	-9.103636171158339	-9.491451756300052	-9.747821079778621	-20.016469971243858
F2R	-	Coupled	Coupled	-	NA	classA	46.89053766704062	30.214598439884366	-44.87452763093293	5.416324279179146	-15.957515271197702	-4.972962690275635	-1.6522571849058612	-5.025789528696037	-10.755230164784988
F2RL1	-	Coupled	Coupled	-	NA	classA	57.799024869042434	22.09854735849204	-45.03802989420008	26.190557310571528	-6.0522013862226025	-11.900610306673228	21.232602473211166	11.891096483491955	11.251354506244063
FFAR2	Coupled	Coupled	Not-coupled	-	Free fatty acid receptors	classA	48.31844869015035	19.880786786185084	-44.35965741377553	26.654901576679283	-2.496286846412626	-21.715203548111724	6.90909346713484	7.256229377477623	9.34642524018938
FFAR3	Not-coupled	Not-coupled	Not-coupled	-	Free fatty acid receptors	classA	7.753606012125009	-12.845478099480673	-2.184686213366473	1.2651281614877785	15.247365172024638	17.320233866784992	-14.053098509585542	-4.953121327299101	-1.2888110707743088
FFAR4	Coupled	Not-coupled	-	-	Free fatty acid receptors	classA	-9.745136688219858	79.24335031251991	27.013855619490165	-27.081184302614147	21.264579362225614	-6.834209243193053	4.415223735118385	-3.4551345292903695	1.0604475656614933
GCGR	Not-coupled	-	Coupled	-	Glucagon receptor family	classB	47.80701534226641	-33.180521925875745	5.212390378302831	-11.214191066276873	-16.521714304133596	32.901191453314254	45.13462249409175	-14.04781449129353	9.994030812392982
GHSR	Coupled	Coupled	Coupled	-	Ghrelin receptor	classA	-10.803461361269816	79.8765448753368	22.58532002481812	-26.978799159882126	21.919256168018364	-7.7710433581113065	5.155378714792483	-3.511737819738175	1.3722992408815844
GIPR	Not-coupled	Not-coupled	Coupled	-	Glucagon receptor family	classB	-9.25802881250778	79.11850576695791	25.389017084793007	-26.27238793781568	22.631855390287203	-3.4488938424024407	8.855268583465818	-3.8174091814363846	-5.106351181888423
GLP1R	Not-coupled	-	Coupled	-	Glucagon receptor family	classB	-39.62435448255491	75.67809424731065	8.768903950478908	-28.427403970747083	10.101420432102799	-6.885886246147954	-9.157525474140208	-12.857129984269845	1.690379567149007
GLP2R	Not-coupled	-	Coupled	-	Glucagon receptor family	classB	39.18301460399129	7.878447035310858	15.801315532435629	-11.25284319738257	27.700330956498487	38.197869820311844	-14.607523406144463	31.835361362686726	-5.528584878381139
GNRHR	Coupled	Not-coupled	Not-coupled	-	Gonadotrophin-releasing hormone receptors	classA	-40.8247918572887	-18.526405769694094	-14.792327427945823	19.98303150979887	25.749282660923466	9.065192570829423	-9.316868229374034	-2.5217151860073614	19.107640783734226
GPBAR1	Not-coupled	-	Not-coupled	-	Bile acid receptor	classA	73.60169458112111	10.023438863676855	-35.964643245474235	7.2220533134457865	-8.454718161036869	-5.523557589475274	10.095733277749957	6.782327650209222	-6.327992054134569
GPR183	Not-coupled	Not-coupled	Coupled	-	Class A Orphans	classA	-29.77759013936967	-9.722534826105724	-29.567766316495796	-12.135762217133605	-23.736399020302976	29.616634542478288	20.11908149486219	-25.266248367908617	16.10548660257706
GPR39	Coupled	-	Coupled	-	Class A Orphans	classA	73.48208101905112	22.2170152004039	-36.70349772036741	8.098847873691351	-13.844520846825521	-17.663054978379726	6.346826893435605	10.63770304093739	1.8176934356984136
GPR4	Coupled	-	Not-coupled	-	Class A Orphans	classA	88.97393501170747	18.991744763277563	-35.94846339700743	13.344112723666335	-8.476999412248361	-8.3441685233765	15.426282850547254	9.988843388109336	-2.655333909585115
GPR65	Not-coupled	-	Not-coupled	-	Class A Orphans	classA	66.73393080654624	23.729804304454287	-39.48007891515397	11.81802500506556	-15.187845817669857	-19.442538154192846	6.0178781337749445	4.200257314098862	4.267400296107758
GPR68	Coupled	-	Coupled	-	Class A Orphans	classA	-48.661259670124494	-11.83088033596444	-18.459068886959642	-6.550637811215396	4.664346497656798	5.9956259783769745	-10.080716683625955	-3.130629968488748	6.254888779886857
GPR84	Not-coupled	Not-coupled	Not-coupled	-	Class A Orphans	classA	-17.24058871557386	58.83614253084865	81.21466465748618	62.28264185910786	-34.87631220416357	6.9722228269621125	-3.722020451449875	-0.3132786199657604	2.31069131928605
GRM2	Not-coupled	-	Not-coupled	-	Metabotropic glutamate receptors	classC	-28.039335171977953	58.85150872721557	74.66822883011822	55.58429212107844	-36.97169737915844	8.987621721591015	-6.667492308538879	-0.2354290200888443	0.00012397788945518124
GRM4	Not-coupled	-	Not-coupled	-	Metabotropic glutamate receptors	classC	-22.93829109701258	58.17095644232501	77.86723349351844	59.559135579317086	-34.77056369389161	10.89349281421314	-5.404651269151823	2.6686473303152476	-0.38664920724114443
GRM6	Not-coupled	-	Not-coupled	-	Metabotropic glutamate receptors	classC	-27.814355181296357	57.9994272343166	73.06688694699577	55.02167511050939	-36.54487031873208	9.971682282964423	-5.071402850732959	-0.35473400690346657	-0.9189604081175262
GRM8	Not-coupled	-	Not-coupled	-	Metabotropic glutamate receptors	classC	51.34747821119532	20.12012861962232	-42.81781338729421	7.154120029827611	-6.537465951890459	-5.967203525877247	-6.480854079070325	-4.856651102007874	-1.717114741491304
HCAR2	Not-coupled	-	Coupled	-	Hydroxycarboxylic acid receptors	classA	35.458211599300604	23.589893847928288	-47.56087751887941	2.6389570524670076	-10.22615483820596	-5.516071187455029	-10.824951719373557	-8.48823434024502	0.5424233003321991
HCAR3	Not-coupled	-	Coupled	-	Hydroxycarboxylic acid receptors	classA	0.24841941945501772	-17.26471390948054	17.54194879497161	-29.407699781812774	-17.9922722644247	23.89407981637924	10.667549048916662	-3.689950177946237	0.9931031625627073
HCRTR2	Coupled	Not-coupled	Coupled	-	Orexin receptors	classA	-63.03268966291182	-22.620737126046624	-4.85873136039326	-14.88161595989351	-19.07325908966186	-17.53301085310473	-6.515696619510096	0.810870338594122	0.8229733735866728
HRH1	Coupled	Coupled	Coupled	-	Histamine receptors	classA	-11.702996520265385	-49.27788679198121	23.22252357469064	5.09832786231619	8.05542833950453	-5.677437114450051	24.34344635027297	12.874896164445888	0.28062268343438346
HRH2	Coupled	Not-coupled	Coupled	-	Histamine receptors	classA	-47.39706183294733	-25.99585190250037	14.55005686270778	-4.2741718866805165	-3.000332788932804	-15.820608740628183	-0.4185939378085835	14.574387219253333	-5.0406800576799675
HTR1A	Not-coupled	Not-coupled	Coupled	-	5-Hydroxytryptamine receptors	classA	-33.047837875735596	-29.77566807091521	20.585204654268637	1.6876707440020253	9.993493890723926	-13.508271798380607	4.997676495716347	15.945244660954947	-12.39197627418327
HTR1B	Not-coupled	Not-coupled	Coupled	-	5-Hydroxytryptamine receptors	classA	-26.50457827327369	-34.80930419055411	20.26906078897798	2.2380285841827816	11.277885661509295	-14.26725361013773	7.410374805635718	18.476218623450855	-9.846089495186796
HTR1D	Not-coupled	Not-coupled	Not-coupled	-	5-Hydroxytryptamine receptors	classA	-55.808491708712175	-21.794917527741852	-7.299255839148919	-9.140470579711003	-12.465250176006517	-6.814119838107872	-2.397212533322697	-8.814632982940443	-5.0349173879363684
HTR2A	Coupled	Not-coupled	Coupled	-	5-Hydroxytryptamine receptors	classA	-58.150161669719665	-17.420944426049154	-7.249602911497571	-11.09600593844044	-15.768587990146932	-5.1029607072740975	-1.4958480812101522	-9.230556380938138	0.33040462799046433
HTR2B	Coupled	Not-coupled	Coupled	-	5-Hydroxytryptamine receptors	classA	-48.829112274635975	-25.33907560524579	-2.603093953561959	-7.592508097157216	-11.727677580284913	-5.747072719200951	5.778154425347046	-2.8590990809748704	1.98389480275646
HTR2C	Coupled	Coupled	Coupled	-	5-Hydroxytryptamine receptors	classA	-56.31666396812221	-15.659182637431785	-9.542765097389216	26.787473342303915	33.3834058858626	-0.6380261554291409	0.47493365255536085	-11.022028784189144	-3.6385972080487594
LPAR1	Coupled	Coupled	Coupled	-	Lysophospholipid (LPA) receptors	classA	-49.511808152401564	-21.405453663328274	-7.419310542475059	30.09661851444953	36.753637994087214	-2.1514466256722216	-0.7532548910009954	-10.586016083121224	7.2540250587627275
LPAR2	Coupled	Coupled	Coupled	-	Lysophospholipid (LPA) receptors	classA	64.13859077499724	-18.765922414165235	-5.792197372401323	2.1269375416344185	-0.6965682854918652	1.0786398520450886	-10.137512606308832	-1.1591105144436453	21.495446730653164
LTB4R	Coupled	Not-coupled	Coupled	-	Leukotriene receptors	classA	51.64709722607686	-9.581622738696176	-10.356200979967753	4.8682604743081646	-3.9532921631369113	-0.7107227068707296	-15.116280958794686	-6.200652373773777	25.75045631793108
LTB4R2	Coupled	Not-coupled	Not-coupled	-	Leukotriene receptors	classA	-44.04601308289662	-15.25609273582554	-17.686264176717756	34.787357438745765	35.620547940085395	1.901555038387151	6.325833402302745	-5.714817836878367	-11.649936654395104
MC3R	Not-coupled	Coupled	Coupled	-	Melanocortin receptors	classA	-47.14394965100085	-16.78541690647481	-19.111478394574906	34.25473763328072	33.63454787551952	0.15704598311722343	3.609180931148963	-9.434423495867348	-11.135658424424227
MC4R	Not-coupled	Not-coupled	Coupled	-	Melanocortin receptors	classA	-12.478784707619743	-26.484975868933464	13.148596292479874	-1.7934578748539973	19.985617081852485	19.703464721798454	9.813915497693708	4.0745014710243534	-6.04130506503483
MTNR1A	Coupled	Not-coupled	Coupled	-	Melatonin receptors	classA	-10.7173026398665	-22.847806475684965	12.168443332407344	-6.145242288656188	16.011561152702754	18.002653945135034	2.3918678282562054	4.5363443527749725	-6.495562396901454
MTNR1B	Not-coupled	Not-coupled	Not-coupled	-	Melatonin receptors	classA	-1.793268909081959	-22.738537584851073	20.523686962185632	-18.75874419299523	-11.2630442120196	23.43589647859153	6.114828253759704	-1.932640897755211	0.8277510894746584
NPFFR1	Not-coupled	Not-coupled	Coupled	-	Neuropeptide FF/neuropeptide AF receptors	classA	-34.00844246649816	-9.739954007552118	6.78087994235389	-23.134027367398524	-19.324691935064862	20.850384078220255	-9.354433951113554	-15.957920622030155	-8.778182904345513
NPFFR2	Not-coupled	Not-coupled	Coupled	-	Neuropeptide FF/neuropeptide AF receptors	classA	16.431216967366687	-26.63906710347986	23.62835581499818	-14.29513227180584	-0.40364005100598926	24.772301147657423	9.82507603671625	-0.4623209380534335	-3.1263693721398575
NPY1R	Not-coupled	-	Coupled	-	Neuropeptide Y receptors	classA	-19.573118307631706	-14.106661440622775	-2.4130731173801205	-24.78167651862801	-13.378648546291393	17.79401665252088	-13.179817520878599	-4.9055305490440695	-1.572010178489536
NPY5R	Not-coupled	-	Coupled	-	Neuropeptide Y receptors	classA	67.18790155912566	-44.55484462365911	28.78616822990843	-4.379057685146459	-6.320427123146961	-3.8300784568276227	11.320881494565581	-1.1400896315936686	-6.864057768904998
OPRD1	Not-coupled	Not-coupled	Coupled	-	Opioid receptors	classA	62.92618452906522	-41.21820188902212	25.439928201265108	-5.702523770861747	-8.077933547091009	-1.1483253513823959	9.421437177134914	-8.780799600059375	-13.468412684336162
OPRK1	Not-coupled	Not-coupled	Coupled	-	Opioid receptors	classA	65.76654362213006	-42.724838266033025	22.317084057097688	-0.70941213543958	-6.611796237388939	-3.5447846637469396	9.04927796014503	-9.3830071388841	-6.828551934939175
OPRL1	Not-coupled	Not-coupled	Coupled	-	Opioid receptors	classA	52.52677531883697	-36.3065976608994	22.46804114258288	-8.655079655422098	-12.270158421893365	-4.784237726715064	7.703823576776756	-7.215046430034012	-12.670071980141412
OPRM1	Coupled	Not-coupled	Coupled	-	Opioid receptors	classA	6.416613719723358	8.366071529234977	9.60712767211557	-16.41463115572388	13.652425501924949	25.234848163932206	-17.182062432827948	25.293477942896633	9.224015797912546
OXTR	Coupled	Not-coupled	Coupled	-	Vasopressin and oxytocin receptors	classA	79.43643251360346	13.919914669413632	-25.117152927482472	1.5946036215530832	-12.387093439727883	-4.0200043143326765	-4.225489579634307	-4.019264689031565	10.105123711607911
P2RY2	Coupled	Coupled	Coupled	-	P2Y receptors	classA	-38.40351029440972	37.19901457124496	-60.4170468011099	2.619102501053718	-11.326387091612096	15.82695282571466	1.63458710429732	17.417044148176796	1.5318130728184733
PTGER1	Coupled	Not-coupled	Not-coupled	-	Prostanoid receptors	classA	-50.17403531465422	37.01185756491413	-60.927414461349	10.358172050057794	-1.8835266222890037	23.333989542993635	3.599122313727012	14.67707469801073	-8.654994226615637
PTGER2	Not-coupled	Not-coupled	Coupled	-	Prostanoid receptors	classA	-38.63585666356485	36.378296277944855	-63.349530263836954	7.44107696993618	-5.357339401576062	22.4915311305325	0.25985186235729996	8.062629369948706	-14.016955617839377
PTGER3	Coupled	Not-coupled	Not-coupled	-	Prostanoid receptors	classA	-73.10138486487256	41.22957346033884	-58.25302836605009	-7.308159203706899	-26.3553515434997	14.948867529562822	-9.786959458825349	4.727371148009118	-1.6415885947975744
PTGER4	Not-coupled	Not-coupled	Coupled	-	Prostanoid receptors	classA	-21.454901035280518	39.950905393593	-62.84300294903431	17.047192606566917	-1.3665196677166378	14.737366066229228	12.721663782417604	10.511770497634505	-6.019131505245217
PTGFR	Coupled	Not-coupled	Not-coupled	-	Prostanoid receptors	classA	-46.137241191964925	77.45574308075707	5.849712779451864	-31.68333096340372	-1.239166470764166	-10.098782276610306	-3.676167780022063	-17.558315713459574	0.9497882071071863
PTH1R	Coupled	Not-coupled	Coupled	-	Parathyroid hormone receptors	classB	-61.090047259141585	-13.469519184802346	-16.08556042362676	22.18426796812621	26.174584974095193	-2.9817083506921715	-8.605372144038718	-16.020534958433792	0.8312190155196434
S1PR1	Not-coupled	Not-coupled	Coupled	-	Lysophospholipid (S1P) receptors	classA	67.41909947384762	-37.94541271526985	22.708719830816708	-4.899933328706541	-4.827038216373505	-0.7346957813430033	10.518009844253333	-3.408877039793735	-1.5720059452145803
SSTR2	Coupled	Not-coupled	Coupled	-	Somatostatin receptors	classA	-9.655361450560141	75.74284678678288	26.53518992285614	-21.327918470401663	23.407199340591237	-10.191782856201781	7.6155921739487615	-1.9449880276293248	-1.0637661914861538
