Gene	IUPHAR	Shedding	ebBRET	STRING	Family	Class	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10
CHRM1	Coupled	Not-coupled	Coupled	-	Acetylcholine receptors (muscarinic)	classA	-50.13498774949765	-23.786041234471686	-13.136258367761437	-22.117242674066684	12.24512894970571	-20.409369409207518	9.392404717856046	10.370812622641633	4.184568911000257	-12.938558766126341
CHRM2	Coupled	Not-coupled	Coupled	-	Acetylcholine receptors (muscarinic)	classA	-74.01972978425155	-10.99456705791944	-0.5730918426311256	-33.96461366679105	23.29652345019785	-17.212139244186467	-5.070921929289612	-3.690169576567536	0.49088546551770296	-12.92023053846614
CHRM3	Coupled	Coupled	Coupled	-	Acetylcholine receptors (muscarinic)	classA	-50.531240283132924	-24.173546140518134	-12.537588169532203	-21.95963894241061	12.428978945489566	-17.335623423406968	8.721965096314237	12.215522878851633	3.1980815703615146	-7.3734420844287
CHRM4	Not-coupled	Not-coupled	Coupled	-	Acetylcholine receptors (muscarinic)	classA	-84.77947580309892	-8.418197942866081	31.675137273723767	10.976339067449333	-6.978724682760144	5.205324550008196	-16.146710273856865	-24.01429477326486	-6.304426295326281	-4.431656349621595
CNR1	Not-coupled	Not-coupled	Coupled	-	Cannabinoid receptors	classA	-60.73362688228714	-21.881346102118997	15.767306309971856	35.548144396720154	-19.293500302048837	1.5173019606599671	-7.301157916801305	-12.630314368417485	4.41925727775095	1.9528900587696851
CNR2	Not-coupled	Not-coupled	Coupled	-	Cannabinoid receptors	classA	10.430067206440176	79.63351537501774	-14.940062862968588	-7.98224103804585	-35.19470902022329	-13.523423788142818	15.501370111765185	0.22260258484196405	3.1964501131053935	-0.6526483494097322
CRHR1	Coupled	-	Coupled	-	Corticotropin-releasing factor receptors	classB	19.88361487751094	81.95857634701922	-28.994484062390473	-3.6643462392205004	-39.76892297566472	-16.227307802411378	19.32338425987914	-0.1587904052721713	2.7644972898674327	-5.648005356144205
CRHR2	Coupled	-	Coupled	-	Corticotropin-releasing factor receptors	classB	82.47413412738486	-16.613047656060385	-29.983881366235014	-2.9811174915144396	-8.528427850073339	0.7402097742848331	-18.901965037562952	-0.9163771486546183	-4.787203140636454	-1.287341461830166
CXCR2	Not-coupled	-	Coupled	-	Chemokine receptors	classA	93.68281514427724	-14.57312369002929	-27.359383758224464	-3.3328032284597002	-13.238047930248133	-2.071073026240242	-20.722667588995403	3.386548828420099	-2.7545554681321622	-5.005346869133515
CXCR4	Not-coupled	-	Not-coupled	-	Chemokine receptors	classA	71.28357321890766	-12.84827554992775	-21.87341890901215	-2.342923329473214	-8.898986701049209	1.7180628368907687	-22.676720052962555	-3.1111840789112026	-3.693250024714717	-0.7291694122744173
CXCR5	Not-coupled	-	Coupled	-	Chemokine receptors	classA	98.73969471556654	2.7516700895736275	26.712625652218783	9.062506184418325	8.41419154149769	-8.543872699229484	9.399038958318053	4.203834577361771	-2.1389145724623635	-3.932299899549506
CYSLTR1	Coupled	Coupled	Coupled	-	Leukotriene receptors	classA	91.37852801238081	1.0150671563110327	21.576267339106945	8.12861989725708	6.876966836357016	-7.418996148576433	2.1379798391785596	-2.8747845335951996	-4.58592023179892	-1.915707961841703
CYSLTR2	Coupled	Not-coupled	Coupled	-	Leukotriene receptors	classA	-58.377952226123114	-20.20029829232452	-1.7061635606962613	-7.18960755285014	1.6873325308126164	-6.999167537204503	1.1101686386627552	4.3341611357796825	0.6566857728323939	-6.890830523256675
DRD1	Not-coupled	Not-coupled	Coupled	-	Dopamine receptors	classA	-50.88064412420301	-27.59618817847398	-4.484625843366642	-10.016328709507677	7.14822718714122	-18.27685905792048	1.9983180201630149	1.3911728063251152	2.111279789646147	-8.796355152835694
DRD2	Not-coupled	Not-coupled	Coupled	-	Dopamine receptors	classA	-63.09726610616925	-16.408832370830282	-0.40841752587367186	-8.866170226006496	2.2901524454614632	-4.6324544768943525	-3.0215268752616056	-2.2978575145046762	-4.408837552599269	-4.62186404631022
DRD5	Not-coupled	Not-coupled	Coupled	-	Dopamine receptors	classA	12.871771075864059	-2.4023282748831014	9.428734820764817	-24.473166508622576	15.830956857509708	30.30643388528757	15.408833703372993	-14.691871596974602	-4.636700799194075	-2.8746396035990505
EDNRA	Coupled	Coupled	Coupled	-	Endothelin receptors	classA	38.85871821999932	23.788353790712865	47.5984614826427	-4.06761650661379	18.704080161233637	-9.565836261058337	-8.342172092546521	-10.569128166724958	-20.42434659462625	-1.6376223413731235
F2R	-	Coupled	Coupled	-	NA	classA	48.41787502103326	21.647842499518898	45.080930285697875	-2.419752418981076	16.371501666803827	-5.871772750668487	-0.5508195872424861	-5.296823726615261	-12.398295930858595	-5.361832251363809
F2RL1	-	Coupled	Coupled	-	NA	classA	56.38961213015527	11.645296658023994	45.91708027214435	19.66629853739985	10.773441489770343	-14.947425068718019	16.3381879574935	10.810940132765106	8.134716104454533	2.4599947641525066
FFAR2	Coupled	Coupled	Not-coupled	-	Free fatty acid receptors	classA	48.656780049645036	9.915945298169758	44.00472710035319	20.144453689608465	8.498982105799254	-22.243392269848925	2.4104049645689907	5.4395429107450735	7.7773439039490215	2.974173738656452
FFAR3	Not-coupled	Not-coupled	Not-coupled	-	Free fatty acid receptors	classA	8.726164805548855	-12.216318968053347	0.5170454031362899	6.1080656476735555	-11.627722838005315	19.646513291663826	-13.36126299466137	-3.5679586085435915	1.2878007094786361	3.370358816540404
FFAR4	Coupled	Not-coupled	-	-	Free fatty acid receptors	classA	-5.613833816854455	81.48541713565733	-21.144463186696523	-15.528252618346075	-29.969634081458725	-6.488859681703952	3.3851835575325175	-3.8621296922726507	2.0331702561103326	3.8246766526836486
GCGR	Not-coupled	-	Coupled	-	Glucagon receptor family	classB	42.041965088933225	-30.352784994302258	-5.40742984592702	-13.177228916711138	10.257018809188098	29.63723897620124	46.31078440741372	-8.950508109781524	6.2573453785162565	7.655315526677779
GHSR	Coupled	Coupled	Coupled	-	Ghrelin receptor	classA	-6.644518508400136	81.68259359076929	-16.67088603490729	-15.120023788140317	-30.544744245839308	-7.3421612434848536	3.8805739187721637	-3.5865374867442172	2.2227987008460723	5.874983098941409
GIPR	Not-coupled	Not-coupled	Coupled	-	Glucagon receptor family	classB	-5.322857040379178	81.45796456864834	-18.586168932814775	-13.865353497225584	-30.961904029568842	-3.0447451116116033	7.7146498912964985	-4.14524599110502	-4.494016288635276	4.159309671403645
GLP1R	Not-coupled	-	Coupled	-	Glucagon receptor family	classB	-33.49485899877688	77.74337287398002	-2.6653431887566947	-22.50202448203661	-19.30706111268441	-5.380051138531554	-8.632993464106946	-12.92950177166401	2.6263595733945015	7.204646406914441
GLP2R	Not-coupled	-	Coupled	-	Glucagon receptor family	classB	37.05258909781151	9.400238081279845	-15.141294629069384	0.9057110654131421	-27.535267528747475	36.51555070484679	-14.147465569344794	31.14153612844905	-8.974766147100398	-14.596352314977416
GNRHR	Coupled	Not-coupled	Not-coupled	-	Gonadotrophin-releasing hormone receptors	classA	-37.46892590196441	-19.347571598443686	13.328625754728703	26.136198281797014	-17.597380876152165	10.734029079921243	-8.39248564521907	-0.05206736344550109	21.89369592564393	8.073508171655625
GPBAR1	Not-coupled	-	Not-coupled	-	Bile acid receptor	classA	71.68011608028405	2.3072627192910375	35.62949236127202	3.410695329279156	9.32914056139999	-8.555318448122252	9.27881503400362	6.60329553616538	-6.435880099634801	-4.660694385843669
GPR183	Not-coupled	Not-coupled	Coupled	-	Class A Orphans	classA	-28.551156895500107	-9.044343852416995	30.427552143726263	-20.628012509724194	18.70909884518865	29.422604227443916	24.308097476424013	-20.498475173287925	15.45050717305694	-3.7526825968687856
GPR39	Coupled	-	Coupled	-	Class A Orphans	classA	72.29701284443169	13.87960022060778	34.22148273901098	1.621101903085387	12.575604506038156	-21.354161601644925	4.250862956637392	11.820909660792056	2.3904929555107675	-3.0325992475943506
GPR4	Coupled	-	Not-coupled	-	Class A Orphans	classA	84.85794135255094	10.44645357420973	34.65574686734349	8.91122448446715	9.594119780106189	-12.703974423640474	14.452652042456315	11.374996085114349	-2.9654181177303913	-10.15675106493234
GPR65	Not-coupled	-	Not-coupled	-	Class A Orphans	classA	65.2141012340756	15.330243182237428	38.611454318337195	3.552462201207629	15.106460113036553	-21.185078688112714	3.940475142703397	4.534755893318223	3.8949009457512425	-1.6764164073887307
GPR68	Coupled	-	Coupled	-	Class A Orphans	classA	-45.349396311220765	-14.055452607832567	19.549528137642103	-3.8720801230101363	-3.8694810959049954	7.507553191358611	-8.947425726319688	-3.8822907252116488	9.503291137072885	0.3517302749462491
GPR84	Not-coupled	Not-coupled	Not-coupled	-	Class A Orphans	classA	-19.308030200400797	68.96255320549695	-64.8803106437393	49.5996212119856	53.52213929263306	6.3979475763787	-1.6005652648686641	-0.10323896458002238	2.466455829313967	-2.432222641062443
GRM2	Not-coupled	-	Not-coupled	-	Metabotropic glutamate receptors	classC	-28.46981707771939	69.14195304577646	-59.74384729913269	42.442366096553215	53.39410929477449	7.913843188185933	-3.901467899257719	-0.5010327449406355	0.3687220134843618	-1.9043198984366978
GRM4	Not-coupled	-	Not-coupled	-	Metabotropic glutamate receptors	classC	-23.768191966148958	68.30656550458835	-62.78280299422052	47.56677591328088	52.72601624596124	9.749976956394901	-2.9558394485281565	2.8213395686041753	-0.2658053637059827	2.5901118509985275
GRM6	Not-coupled	-	Not-coupled	-	Metabotropic glutamate receptors	classC	-28.482000938470645	68.24933233817727	-57.479655585185505	42.55905255136685	52.864082916093004	8.881871670928613	-1.9048843010418413	-0.5602116448457042	-0.583276352291765	-4.222428740944462
GRM8	Not-coupled	-	Not-coupled	-	Metabotropic glutamate receptors	classC	50.33308811539464	10.960608793807335	43.10690939591577	2.571048690379101	8.83830733136934	-6.3784475079218526	-5.368122975236768	-4.320843055284186	0.5130446311269665	-7.395438014239197
HCAR2	Not-coupled	-	Coupled	-	Hydroxycarboxylic acid receptors	classA	35.66041146134567	14.431847863024622	48.51917562956103	-3.255982062824277	11.12210891931497	-5.461408569598442	-8.738969026246673	-8.16395413217452	2.6359156337654905	-9.099108862447073
HCAR3	Not-coupled	-	Coupled	-	Hydroxycarboxylic acid receptors	classA	-1.5466843796588035	-11.92993276337839	-20.730783970664415	-32.445176336301095	8.240962193522806	23.537130398817297	12.741743166250743	-1.3878665694334111	-0.13944603339775333	-8.17308133166365
HCRTR2	Coupled	Not-coupled	Coupled	-	Orexin receptors	classA	-63.81341836301734	-20.17028209335683	1.7996363216448514	-21.84392434092667	13.583019201206298	-17.499364646126363	-5.282673608135544	0.0757922185441423	2.7782987563248547	-10.090407962849994
HRH1	Coupled	Coupled	Coupled	-	Histamine receptors	classA	-16.473505088917843	-44.126953980602835	-25.196179153406245	9.179332377637161	-8.002110042801151	-6.587151581945286	20.42930282828073	12.491802276891315	0.14371027818776175	3.1151814898986223
HRH2	Coupled	Not-coupled	Coupled	-	Histamine receptors	classA	-47.483034468959225	-22.3723180421033	-18.577366177817694	-4.8567456142355026	0.4813159570503215	-15.568801313461007	-3.3694900454995653	12.920242728045746	-6.579582676677734	3.4170789248607556
HTR1A	Not-coupled	Not-coupled	Coupled	-	5-Hydroxytryptamine receptors	classA	-34.04493971870836	-25.468071072401244	-23.58947212607422	6.2225480600677106	-10.182833034905883	-12.905200303537207	0.9304747797383621	13.850099609419004	-15.469519866232453	2.2891002128128846
HTR1B	Not-coupled	Not-coupled	Coupled	-	5-Hydroxytryptamine receptors	classA	-28.20606249001883	-30.17613210779251	-23.45797983984699	7.556225968649375	-11.156518386149639	-13.606968500984994	3.4420928799938504	16.495843284516575	-12.66466823382366	1.1884780797710086
HTR1D	Not-coupled	Not-coupled	Not-coupled	-	5-Hydroxytryptamine receptors	classA	-57.023053257315475	-19.9066291655538	5.6556542459969	-13.720521967475152	8.494242426563307	-4.495817247139627	-1.3060342126026296	-10.061390259654884	-6.3742217487526815	-7.13245070003303
HTR2A	Coupled	Not-coupled	Coupled	-	5-Hydroxytryptamine receptors	classA	-59.070960425142225	-15.825348263156188	5.427446656179861	-17.248201779215535	10.982225040060746	-3.8905737426823084	0.0879334342260639	-10.034273850127	-0.4703576242816518	-12.12915081197683
HTR2B	Coupled	Not-coupled	Coupled	-	5-Hydroxytryptamine receptors	classA	-49.5804465343616	-22.966736412315125	-0.1331221332550004	-11.151747442196811	7.054444677491367	-5.598263466214601	6.3533673691958015	-3.175650064802025	1.1303514911883323	-6.573811592760869
HTR2C	Coupled	Coupled	Coupled	-	5-Hydroxytryptamine receptors	classA	-52.904769399942985	-18.675739465087545	11.118393751606718	35.88490202874554	-23.434233534957205	0.4653540232522399	-1.0172151472890445	-11.994941498007071	-4.68788334698378	-3.6994474467620124
LPAR1	Coupled	Coupled	Coupled	-	Lysophospholipid (LPA) receptors	classA	-46.40974414154541	-23.20681554079808	7.9321412782140195	39.30780229603757	-25.082849583642762	-0.6595120554386317	-2.8061230393265078	-10.57382007010183	7.390357927462082	-0.432662013895357
LPAR2	Coupled	Coupled	Coupled	-	Lysophospholipid (LPA) receptors	classA	61.95756167002517	-20.36482138554486	2.4998839323065636	0.8615381308155878	3.0232732534705846	2.51482197418342	-8.81917009716394	-0.7395606183518751	22.53342530369092	9.876662483570804
LTB4R	Coupled	Not-coupled	Coupled	-	Leukotriene receptors	classA	51.032630735819865	-11.656337827257037	6.354525425798648	1.3617506954383023	6.576076717641	0.5145063514023306	-13.805372169066523	-4.859662163605612	26.836075989171203	14.365989938990017
LTB4R2	Coupled	Not-coupled	Not-coupled	-	Leukotriene receptors	classA	-40.08895939490233	-17.82177464481088	19.045233025751994	43.08615448766023	-23.164334208782257	3.1464941548295213	1.6447113139265557	-6.937853805089557	-13.69766421986834	1.8550166446742422
MC3R	Not-coupled	Coupled	Coupled	-	Melanocortin receptors	classA	-43.06092905626216	-19.547871821795216	20.667780130787726	41.679208248387646	-21.14791419089486	1.7891192517179968	-0.11814732951066959	-10.918521751996842	-13.022253060570469	0.2586907272529185
MC4R	Not-coupled	Not-coupled	Coupled	-	Melanocortin receptors	classA	-14.628937739015267	-24.69718776504524	-10.604787626656945	6.946415615269761	-18.13514211519224	18.338368573213828	9.579683426092545	4.417825324756189	-3.152257054864095	1.0831922934999658
MTNR1A	Coupled	Not-coupled	Coupled	-	Melatonin receptors	classA	-11.6749040490296	-20.858152352687387	-11.678327239581463	1.5911103143279808	-15.775687227618661	17.68251878866811	2.199687858949991	4.798172179854386	-3.7488626390153077	6.834188243296301
MTNR1B	Not-coupled	Not-coupled	Not-coupled	-	Melatonin receptors	classA	-3.362466952811559	-17.366394441943495	-23.007722182788477	-21.072800080822095	5.099819483401378	23.424421013771013	6.740849290463353	-0.6752098357209435	1.4390159983237008	4.895458151944724
NPFFR1	Not-coupled	Not-coupled	Coupled	-	Neuropeptide FF/neuropeptide AF receptors	classA	-32.08964686889272	-5.461509764096559	-9.389319589085565	-29.816082286289635	10.100207981712853	22.730496338220316	-5.9390247596854735	-15.565400731677668	-9.853400548136035	12.013022130488366
NPFFR2	Not-coupled	Not-coupled	Coupled	-	Neuropeptide FF/neuropeptide AF receptors	classA	13.47581163366722	-21.278260109570912	-25.149503620887298	-11.802170997202568	-2.8489800603804745	24.78054900227446	10.852773126949826	0.8341542096098662	-2.2749528607604845	-3.8894254809544044
NPY1R	Not-coupled	-	Coupled	-	Neuropeptide Y receptors	classA	-20.732285597011757	-10.399063329996812	0.9368089491510065	-28.117628167459387	7.897155669606944	19.97793519381858	-9.591715231935488	-4.303784267710669	0.9958232209108935	-8.336362810649556
NPY5R	Not-coupled	-	Coupled	-	Neuropeptide Y receptors	classA	60.28133712159768	-39.760764912410565	-33.09371877369741	-6.07822032245858	4.0432645241947505	-3.200105234732742	9.43176265514446	-1.77999980755741	-6.69304466957653	16.315421120414463
OPRD1	Not-coupled	Not-coupled	Coupled	-	Opioid receptors	classA	56.000507498943044	-36.990749570022906	-29.36837644423567	-8.073997898561553	5.724171994870625	-0.14636467010674029	8.797555580104117	-9.335957432230675	-13.192240036731636	9.50291069531808
OPRK1	Not-coupled	Not-coupled	Coupled	-	Opioid receptors	classA	59.06408148318789	-39.81672478158073	-27.11133147859778	-3.6638141088846496	5.7794377227208455	-2.848233112018439	7.968222266938501	-9.003850903243805	-5.842979585119438	10.746048521127957
OPRL1	Not-coupled	Not-coupled	Coupled	-	Opioid receptors	classA	46.50110058294134	-32.730768706426836	-25.16641664408861	-12.239209404542496	8.857823814116777	-3.4980710367237777	6.747591647303718	-8.6036779604207	-12.5641127688758	11.030968338040969
OPRM1	Coupled	Not-coupled	Coupled	-	Opioid receptors	classA	8.553505540998035	11.864053558005912	-8.698024414638475	-10.811832281736365	-15.382715957250925	26.442224191243866	-17.5412591356105	24.942505424398526	5.658262178113755	-7.104704665891494
OXTR	Coupled	Not-coupled	Coupled	-	Vasopressin and oxytocin receptors	classA	77.29914276288308	7.2232369970816	23.7917679204185	-4.651482934030534	11.45153729812168	-4.707875758740073	-1.5523728260856504	-2.226170598470637	9.530264701847747	-1.9227031117773796
P2RY2	Coupled	Coupled	Coupled	-	P2Y receptors	classA	-31.60806541310664	28.63113645753755	64.92641805147606	-2.5942681960457668	10.135289181915779	12.729748946673952	-0.03297589071726447	18.31265430087006	1.4699831192482147	20.171067333731074
PTGER1	Coupled	Not-coupled	Not-coupled	-	Prostanoid receptors	classA	-42.36682555117198	27.907981682650572	66.22699462881492	8.13518872401059	4.420601097702904	19.52636424263136	1.9350200418836958	15.108701529298665	-6.082281903798737	8.810247117724042
PTGER2	Not-coupled	Not-coupled	Coupled	-	Prostanoid receptors	classA	-30.957014739579147	26.276402131150174	67.15893717727356	5.789153406069914	6.386982523401802	19.363259754211843	1.5045179187146904	7.431007146033362	-13.802010363923737	10.117113840283645
PTGER3	Coupled	Not-coupled	Not-coupled	-	Prostanoid receptors	classA	-65.64949852876185	32.40200901256635	63.05179774365305	-18.473168353792445	22.48941477987157	12.114536065557738	-9.290349696465666	4.406224072697233	0.7778161891873477	3.354150475029068
PTGER4	Not-coupled	Not-coupled	Coupled	-	Prostanoid receptors	classA	-15.855173857932584	29.269160583121703	67.2340331260822	15.096276818574939	5.0477841830441195	10.84649069913399	11.333737724552998	10.397156787552182	-6.1691196314449925	2.629497491108882
PTGFR	Coupled	Not-coupled	Not-coupled	-	Prostanoid receptors	classA	-39.465848376326605	79.16855499526221	0.2580294625283253	-30.118917370923622	-9.166928868188705	-7.576366947969245	-2.2696248693224153	-16.908969365056908	1.4391711622014782	3.9171391793853125
PTH1R	Coupled	Not-coupled	Coupled	-	Parathyroid hormone receptors	classB	-56.77804969106087	-15.526767278318074	15.90447663393937	27.723411607322316	-16.699715936634895	-0.49014231342428893	-9.291666776829704	-17.425308148878056	0.5190403160848978	-6.991547842680313
S1PR1	Not-coupled	Not-coupled	Coupled	-	Lysophospholipid (S1P) receptors	classA	61.6711221523838	-35.99459926737766	-25.62128905551561	-4.735685333531433	3.6449258984164703	-0.3597868154407085	10.273234429774432	-4.572692795558851	-3.0537592315986792	3.6807695151728925
SSTR2	Coupled	Not-coupled	Coupled	-	Somatostatin receptors	classA	-4.57441535169157	78.14639491091444	-20.065853989060475	-9.090913809404597	-30.2471440191585	-9.797577106386997	5.870691618937364	-2.1282960407922737	-1.3529213766339017	3.2869665709339775
