Gene	IUPHAR	Shedding	ebBRET	STRING	Family	Class	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8
AVPR2	Coupled	Coupled	-	-	Vasopressin and oxytocin receptors	classA	65.24243559186031	-19.856120967276297	0.9704160444761435	6.816392966584422	8.479648483250683	-2.620869934692076	-8.08187813772639	-10.00038818943729
BDKRB1	Not-coupled	Coupled	Not-coupled	-	Bradykinin receptors	classA	43.78028857345487	-9.920280693066578	-4.487393389380996	-2.0686602716222686	3.6381221035533633	-5.954189671020804	-21.606825732690897	-13.432981747868762
BDKRB2	Coupled	Not-coupled	Coupled	-	Bradykinin receptors	classA	69.10889452125514	-16.37249179685848	0.42296212170587133	11.568928024574914	12.278926098988606	-9.372714202130199	-16.05330781142481	-2.7439852202229917
C5AR1	Not-coupled	-	Coupled	-	Complement peptide receptors	classA	-3.405286775589183	77.5484539877861	33.86958242783833	-28.88448956584776	15.152267822957992	-12.921293501389494	14.2244232524912	-3.1022169981321506
CALCR	Coupled	-	Coupled	-	Calcitonin receptors	classB	4.170360831329445	-25.438014287873138	10.153886257736529	-23.602645742776193	-15.16357662527636	24.547258176739415	8.534551876284189	0.900672941741224
CCKAR	Coupled	Coupled	Coupled	-	Cholecystokinin receptors	classA	88.27020214795456	-15.825024089638026	20.46197439155214	-2.0796603347154137	15.120112655744144	-6.780973585411223	-15.956140627658227	1.6251277127580799
CCR5	Not-coupled	-	Coupled	-	Chemokine receptors	classA	88.9371898989713	-11.090594087714145	15.26448592981406	-10.258829838106365	8.367202076150264	-4.444400586655899	-22.604944488728027	-2.7929064425142993
CCR6	Not-coupled	-	Coupled	-	Chemokine receptors	classA	-39.574323359901726	-31.195925844996424	15.918184177061265	-12.826352872022914	-21.4065541126766	-16.734051585673658	11.12358499064473	15.266345039519349
CHRM1	Not-coupled	Not-coupled	Coupled	-	Acetylcholine receptors (muscarinic)	classA	-45.78298281904502	-27.61209554463699	9.516901537955208	-15.253125127307896	-23.384628019409426	-15.104032422750892	8.979130320351722	9.034586534576974
CHRM2	Coupled	Not-coupled	Coupled	-	Acetylcholine receptors (muscarinic)	classA	-71.87494545914768	-14.070066708135105	-1.3285300007636076	-20.281331009187323	-34.32476357914296	-14.961162060183662	-5.7145894734235645	-2.0342625221316943
CHRM3	Not-coupled	Not-coupled	Coupled	-	Acetylcholine receptors (muscarinic)	classA	-45.962663291350275	-27.41426080623645	8.615461627482391	-15.076306151313235	-23.027101026227168	-13.024616270340262	7.967249306595169	10.180656447115101
CHRM4	Not-coupled	Not-coupled	Coupled	-	Acetylcholine receptors (muscarinic)	classA	-97.61946236683893	-0.9417437708104914	-32.1994856964162	8.247208500327199	12.469903338234454	-0.8293044991308167	-20.208225867633285	-23.209097377059873
CNR1	Coupled	Not-coupled	Coupled	-	Cannabinoid receptors	classA	-69.24343652898722	-16.353763991912302	-16.32755889464743	26.08828620676652	29.437779654820737	-2.6471832937051243	-4.240323842766102	-12.129982981052425
CNR2	Coupled	Not-coupled	Coupled	-	Cannabinoid receptors	classA	5.000921946822338	73.58802374402748	29.79922437737499	-24.452629079590224	21.746942883603488	-16.06784107377025	19.649702430844492	-1.062253842706225
CRHR1	Coupled	-	Coupled	-	Corticotropin-releasing factor receptors	classB	16.417287245689778	72.8244058083242	45.764120388336124	-20.86146339542658	26.52218242385441	-19.182160772078362	24.005854452719028	-1.0237461476299934
CRHR2	Coupled	-	Coupled	-	Corticotropin-releasing factor receptors	classB	91.01507764814968	-19.790736208130532	24.08409455798082	-5.663974293696181	8.876532247110964	-4.99681275563424	-20.657948819866228	1.33584339076767
CXCR2	Not-coupled	-	Coupled	-	Chemokine receptors	classA	99.47627280247967	-16.520853461690578	20.774907374553447	-8.604713309761639	13.406169121137943	-7.848183016293819	-25.234550102183224	4.1542952660397345
CXCR4	Not-coupled	-	Not-coupled	-	Chemokine receptors	classA	76.38071682073038	-13.951892763391653	16.1447189081867	-5.080535196142189	10.979158106743695	-4.048525457013776	-25.949885233535547	0.18577035737132122
CXCR5	Not-coupled	-	Coupled	-	Chemokine receptors	classA	103.631000628638	13.503661697705047	-26.352195768464764	14.223426222137043	-5.709737821786289	-5.6136205357832045	9.977813558462788	3.978089637621334
CYSLTR1	Not-coupled	Not-coupled	Coupled	-	Leukotriene receptors	classA	95.51173225396091	11.279403238574803	-21.847777102894167	12.615874771872589	-3.4698732548960445	-5.799008401066503	1.8047024859725118	-2.1860128152032585
CYSLTR2	Not-coupled	Not-coupled	Coupled	-	Leukotriene receptors	classA	-59.91440515083139	-24.4831784876187	-4.602055684123258	-7.535917367981489	-6.125358529402106	-6.0231603123189	1.925143539613199	5.504006660685631
DRD1	Coupled	Coupled	Coupled	-	Dopamine receptors	classA	-47.564867034924134	-30.615989679902928	0.5965303547642635	-3.941155367505307	-12.755963698143054	-16.99927628234488	3.075880552501741	3.047647909848478
DRD2	Not-coupled	Not-coupled	Coupled	-	Dopamine receptors	classA	-66.75685362216493	-20.08507890661884	-6.475907207268044	-8.96979032650785	-7.623266659898814	-4.5849746368425635	-2.6886723553487832	-0.25994661005313335
DRD5	Coupled	Coupled	Coupled	-	Dopamine receptors	classA	19.127472735334425	-4.074114716604732	-7.757049186671575	-20.01803356407671	-16.802768710045253	31.720677618005027	7.485449289955847	-19.039019715549788
EDNRA	Not-coupled	Coupled	Coupled	-	Endothelin receptors	classA	36.47925972552068	39.583334353298866	-48.036226230755965	5.788633358017023	-18.67048356085173	-7.503171340444029	-9.58342672325854	-7.935913157332591
F2R	-	Not-coupled	Coupled	-	NA	classA	46.700973036519265	35.8166066465717	-43.18840482291974	6.047773383172951	-15.371192590233667	-3.3225674578059725	-1.1768697821046799	-4.4364407817327525
F2RL1	-	Not-coupled	Coupled	-	NA	classA	57.944771144227005	26.520330965605684	-45.47035524952414	26.71874014930091	-6.5520640000765304	-8.228361804010433	24.572228953216946	12.42317839599452
FFAR2	Not-coupled	Coupled	Not-coupled	-	Free fatty acid receptors	classA	45.38385042400488	25.083406935016292	-45.49996837320359	26.81706996065328	-4.788028005456374	-18.32970710228534	9.496148796049907	8.312514025050074
FFAR3	Not-coupled	Not-coupled	Not-coupled	-	Free fatty acid receptors	classA	6.4603826393147346	-11.540561511384336	-5.003461606427103	-0.790024165809366	16.766567502092176	15.5119728593331	-15.524105157985417	-4.216928790985621
FFAR4	Not-coupled	Coupled	-	-	Free fatty acid receptors	classA	-9.118793345580013	75.86487933419349	36.152333176351846	-27.64117658210248	16.686492026915705	-8.883731522491745	5.5962453267404015	-2.5406359804838567
GCGR	Coupled	-	Coupled	-	Glucagon receptor family	classB	56.20089139490242	-35.48690185099056	6.589301239780442	-12.018461979976529	-10.39004502193623	34.07131492522318	47.675272120057855	-14.560886195372396
GHSR	Not-coupled	Coupled	Coupled	-	Ghrelin receptor	classA	-10.582441799767604	76.61787325238774	31.03181022026271	-27.27816690439259	17.186097598771163	-10.328571516919467	5.999292957183338	-2.9624155874432323
GIPR	Coupled	Coupled	Coupled	-	Glucagon receptor family	classB	-9.63408370507989	76.11995533762452	34.04179158925062	-26.6255019219823	18.85391376486588	-6.544249160618545	9.656758559488802	-2.4738474002624815
GLP1R	Coupled	-	Coupled	-	Glucagon receptor family	classB	-41.264231620528776	74.6140092799178	15.833885888377988	-29.05946461140264	6.530714908254684	-8.21128623786456	-9.129109438805477	-13.019230630573825
GLP2R	Not-coupled	-	Coupled	-	Glucagon receptor family	classB	43.12045491802585	6.211686455259937	17.239607472212512	-13.462978948105699	30.346119214011246	33.923800730971884	-13.509820570774346	32.50802894753998
GNRHR	Not-coupled	Coupled	Not-coupled	-	Gonadotrophin-releasing hormone receptors	classA	-44.043834874865595	-16.927445119633152	-17.480468828378548	15.78605709837617	26.812931178191562	6.011028626741862	-7.999677159888151	-2.68163245266609
GPBAR1	Coupled	-	Not-coupled	-	Bile acid receptor	classA	73.74966871000775	14.665979647464443	-36.51540373887163	8.418735900774628	-9.153504039157049	-2.5856379647190706	10.576713178262176	6.675412640429502
GPR183	Not-coupled	Not-coupled	Coupled	-	Class A Orphans	classA	-24.74730206043147	-9.301297513720316	-27.556148922566667	-12.62831597708761	-16.612824566594057	30.179366117288335	22.115754364341782	-26.005632222745664
GPR39	Coupled	-	Coupled	-	Class A Orphans	classA	73.3641730534848	27.672402623706	-37.66909824987198	10.242318079389827	-14.57088937771389	-14.36332304974558	7.137411058739147	10.575772978226732
GPR4	Coupled	-	Not-coupled	-	Class A Orphans	classA	90.01490351764217	23.43296911453514	-37.11103961104738	14.604120652492433	-7.76927836528534	-5.93558876656643	16.168117472346	10.141006163805258
GPR65	Coupled	-	Not-coupled	-	Class A Orphans	classA	65.65912769935859	29.547805857329465	-40.85583690590061	13.562679470151977	-15.849270210599906	-15.28409125901939	7.323782110461994	4.102066870731027
GPR68	Not-coupled	-	Coupled	-	Class A Orphans	classA	-50.62528233342519	-10.273405221324492	-19.52991887793038	-7.989340286114661	4.935775799005992	5.823425219486911	-11.595463550190752	-4.63833305104174
GPR84	Not-coupled	Not-coupled	Not-coupled	-	Class A Orphans	classA	-21.285262582006958	46.83660918609904	83.87149958179928	65.98517667840964	-29.050104308985087	12.19930855857565	-4.5685872731310395	-0.5678911833832185
GRM2	Not-coupled	-	Not-coupled	-	Metabotropic glutamate receptors	classC	-32.033801535136924	48.334757020217644	76.82842007336528	59.53148109541943	-30.51316489850955	13.906290896638536	-7.9017057809410955	-0.11386712102508116
GRM4	Not-coupled	-	Not-coupled	-	Metabotropic glutamate receptors	classC	-26.87570420556015	47.06243086996221	80.49923429352779	63.56870084422193	-28.34858484810686	15.492752792994583	-6.82274288029878	3.0501797538861126
GRM6	Not-coupled	-	Not-coupled	-	Metabotropic glutamate receptors	classC	-31.982047842794245	47.62837281812243	75.28988886463634	58.798105036507295	-29.931590901885773	14.832829434113775	-6.727697505707956	-0.4200420592429489
GRM8	Not-coupled	-	Not-coupled	-	Metabotropic glutamate receptors	classC	49.95335426785846	24.757203909967522	-42.85908420873319	7.546280110782272	-6.30719835817261	-4.54402970440652	-7.116072744100984	-3.840965294277944
HCAR2	Not-coupled	-	Coupled	-	Hydroxycarboxylic acid receptors	classA	33.65062646275736	28.95364934925422	-47.166444722677234	2.9432111906791447	-9.79693270390694	-3.5774373500598986	-11.93747079277877	-7.600562540237051
HCAR3	Not-coupled	-	Coupled	-	Hydroxycarboxylic acid receptors	classA	6.501520395777906	-20.41402588866016	18.54341108104207	-29.365392412198478	-14.489409034354745	26.346047236349758	10.783815468212106	-2.5892102508596273
HCRTR2	Coupled	Not-coupled	Coupled	-	Orexin receptors	classA	-61.51200179175971	-21.959990493077967	-5.765254520725969	-13.299944060830123	-21.846662875715985	-15.86315342765161	-5.075537080223718	1.0412548961624835
HRH1	Not-coupled	Coupled	Coupled	-	Histamine receptors	classA	-11.220851324943006	-52.103546917725176	20.47686259430369	5.950383539516046	7.411848291015217	-5.610765096888732	24.91532373424864	12.76679368120765
HRH2	Coupled	Coupled	Coupled	-	Histamine receptors	classA	-49.674183090454854	-26.26401273796552	10.798715637677192	-4.333748663013505	-6.405286489772445	-13.64898140855192	-1.201936178231362	14.32541096889767
HTR1A	Not-coupled	Not-coupled	Coupled	-	5-Hydroxytryptamine receptors	classA	-35.27383436115611	-30.866964718667983	17.641147895684433	0.7941809178040624	5.842752194520273	-13.408371785698193	3.9138751400197496	16.2831856071667
HTR1B	Not-coupled	Not-coupled	Coupled	-	5-Hydroxytryptamine receptors	classA	-28.37704605623334	-36.36662733134865	17.373842807689137	1.5998150996943867	7.399422402768308	-14.605243846414147	6.513270481896747	18.61885102764724
HTR1D	Not-coupled	Not-coupled	Not-coupled	-	5-Hydroxytryptamine receptors	classA	-56.66309659735689	-21.01135877340972	-9.065589652357858	-9.442970136060827	-12.977857601214012	-4.849867993362379	-1.5073174305481927	-6.835375733229127
HTR2A	Not-coupled	Not-coupled	Coupled	-	5-Hydroxytryptamine receptors	classA	-58.17698799346354	-18.117804798133935	-8.462882357052262	-10.615666430753379	-15.622510719135436	-3.49027825181584	-0.7421283756962814	-7.767030598896922
HTR2B	Not-coupled	Not-coupled	Coupled	-	5-Hydroxytryptamine receptors	classA	-49.53643776436542	-25.472082319402414	-5.544487409122096	-7.860282119744156	-11.956689713144922	-4.379565178748975	6.44325428685297	-2.2338242405312863
HTR2C	Not-coupled	Not-coupled	Coupled	-	5-Hydroxytryptamine receptors	classA	-60.87254713224395	-14.675647116824578	-10.441778355155	23.642922572593022	31.933324086374988	-4.518906418727616	0.16160389239908726	-11.124739608916583
LPAR1	Not-coupled	Not-coupled	Coupled	-	Lysophospholipid (LPA) receptors	classA	-52.580454191263314	-21.01109562646643	-8.551338839997781	26.82699085897175	34.874750844794825	-6.019927184122563	0.25753050276493916	-10.515332493078438
LPAR2	Not-coupled	Coupled	Coupled	-	Lysophospholipid (LPA) receptors	classA	66.25136641067013	-17.766602534748863	-7.833303756421153	3.0458034072206703	1.0282216399542448	-0.7775673523907818	-10.554432936182714	-2.7448193085326205
LTB4R	Not-coupled	Not-coupled	Coupled	-	Leukotriene receptors	classA	52.55135376657061	-8.338510315828664	-11.999145407584537	5.5465518583720685	-2.839369635717735	-1.4917888042098912	-14.867657983911188	-7.006630956169083
LTB4R2	Not-coupled	Not-coupled	Not-coupled	-	Leukotriene receptors	classA	-47.55283888898997	-12.671960800242942	-18.406269919089787	33.0601016508661	35.558340866457314	-2.869159887426019	8.626704414489884	-4.811584479536715
MC3R	Coupled	Coupled	Coupled	-	Melanocortin receptors	classA	-50.03961665122339	-14.335733561642503	-19.478517609491593	32.35005258951093	33.786436664757765	-4.238202205753556	6.130438379445769	-8.33653598301335
MC4R	Coupled	Coupled	Coupled	-	Melanocortin receptors	classA	-12.65074935519761	-28.353482866015256	12.184238243116718	-4.05224725049106	22.35577808417419	17.465765946360683	7.6763202369021855	2.338125094740631
MTNR1A	Not-coupled	Not-coupled	Coupled	-	Melatonin receptors	classA	-11.034008549119127	-24.088852235825577	10.931642559677664	-8.495423977558836	17.777241211164633	16.586232117793706	0.3715560082929294	3.353612374713009
MTNR1B	Not-coupled	Not-coupled	Not-coupled	-	Melatonin receptors	classA	1.5069042421393493	-24.367993839986468	19.274915301348845	-19.00828371423812	-7.423132662261166	25.17930043302345	4.5669076557385635	-3.071622393672779
NPFFR1	Not-coupled	Not-coupled	Coupled	-	Neuropeptide FF/neuropeptide AF receptors	classA	-33.84343934545951	-8.647060079545374	4.258995593488338	-24.45083002411507	-16.920425997474226	23.18411580510118	-11.488709799786967	-16.938288009544625
NPFFR2	Not-coupled	Not-coupled	Coupled	-	Neuropeptide FF/neuropeptide AF receptors	classA	20.517639663601624	-29.293634537456125	23.355938803172968	-14.394287681116333	2.717436904728381	24.731846354976206	8.18854260950096	-1.4780488702840837
NPY1R	Not-coupled	-	Coupled	-	Neuropeptide Y receptors	classA	-16.497303782264282	-13.460416605866854	-2.518956622434523	-24.411720525112383	-10.8882545908984	17.680235043588613	-14.56856940577865	-4.9258316735182595
NPY5R	Not-coupled	-	Coupled	-	Neuropeptide Y receptors	classA	70.48301178432763	-45.61346833098943	25.428807991646075	-3.015062180069335	-7.330721481227542	-3.085703389768637	11.377044469892793	-1.6072027239061142
OPRD1	Not-coupled	Not-coupled	Coupled	-	Opioid receptors	classA	66.77380314832523	-42.07288188808125	22.833364987087723	-4.062894054447724	-8.470153114481876	-1.376368569473227	8.861832064657731	-8.358725684504652
OPRK1	Not-coupled	Not-coupled	Coupled	-	Opioid receptors	classA	68.81597981779771	-43.43396844700207	18.522296829338423	0.6629963963266531	-7.198279948756947	-3.2912771294702665	9.362688247542499	-9.015817156370225
OPRL1	Not-coupled	Not-coupled	Coupled	-	Opioid receptors	classA	55.25850307428469	-36.47383798150025	20.176653523244166	-7.269708056945705	-13.277269048887163	-3.850574462140239	7.173855761727152	-7.149137833588187
OPRM1	Not-coupled	Not-coupled	Coupled	-	Opioid receptors	classA	9.254091605479143	6.415049904583512	11.91331926195031	-18.303816701512893	16.487022815146346	23.845622058075598	-16.453237948526777	25.60690129384434
OXTR	Not-coupled	Coupled	Coupled	-	Vasopressin and oxytocin receptors	classA	80.91704734058165	16.655119862274564	-23.84646342914527	3.2546968706495703	-12.213062454544716	-2.299206921773206	-4.153652770180182	-5.279277884804832
P2RY2	Not-coupled	Coupled	Coupled	-	P2Y receptors	classA	-42.46279271739663	41.94601755202492	-60.56567701040234	0.4499890658949458	-6.921330231599756	16.784980813851753	0.6874965945458746	14.960371526504705
PTGER1	Not-coupled	Coupled	Not-coupled	-	Prostanoid receptors	classA	-52.31960264278498	41.47493682674467	-60.48792543153967	7.77758285818893	4.268452418715365	22.898777810991632	2.9389348701383033	13.517900070123083
PTGER2	Coupled	Coupled	Coupled	-	Prostanoid receptors	classA	-40.32858679450051	41.04040019369825	-61.78423668825614	5.093889349073406	-0.652701964949254	22.003196217212356	0.6295683820597784	7.154435330963078
PTGER3	Not-coupled	Not-coupled	Not-coupled	-	Prostanoid receptors	classA	-76.75230106442929	46.58678675967446	-57.080511088639476	-6.192679080866535	-20.764526652057654	17.068172583756677	-12.99813022543584	1.6940770937000595
PTGER4	Coupled	Coupled	Coupled	-	Prostanoid receptors	classA	-24.490099751924138	43.85247377725172	-62.28555066985466	15.234185069799365	2.0806486609230923	15.43615374005247	13.386158201529678	9.618123381740755
PTGFR	Coupled	Coupled	Not-coupled	-	Prostanoid receptors	classA	-46.41737977558345	76.46962396203982	14.345897806757417	-30.543951768681012	-4.25409939631387	-10.357815668452988	-3.7076468858743548	-16.68933350867401
PTH1R	Coupled	Coupled	Coupled	-	Parathyroid hormone receptors	classB	-64.8248590081146	-12.187079102612115	-16.68097499479193	19.177489234736974	25.430334620150802	-6.297761900477541	-8.297514102742367	-15.568648335153322
S1PR1	Not-coupled	Not-coupled	Coupled	-	Lysophospholipid (S1P) receptors	classA	70.65620562490273	-38.97617092625893	20.473172358358543	-3.522847072961552	-4.974163759937488	-0.7014778190496903	9.885909922596696	-4.321644761406853
SSTR2	Not-coupled	Not-coupled	Coupled	-	Somatostatin receptors	classA	-12.227896393761585	72.62857427189417	33.49440857722216	-22.015665931146344	17.385411102146247	-12.448190999134384	7.445314624984533	-2.0623192437530817
