Gene	IUPHAR	Shedding	ebBRET	STRING	Family	Class	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19
AVPR2	Not-coupled	Not-coupled	-	-	Vasopressin and oxytocin receptors	classA	-4.5494738679864595	-4.729384431344757	-0.6733416596628348	-0.8062686670702227	0.17900643453832862	-1.284686053476971	2.324888480530593	-2.8631435089839807	-0.2344761833688583	-3.200520707632078	1.890093567899718	-2.76851589007741	-2.6426813811388787	-3.8056197609915374	0.24034877036334898	0.019931942658478276	0.7417281710273393	0.9175902898446257	-1.5076632450336367
BDKRB1	Coupled	Coupled	Not-coupled	-	Bradykinin receptors	classA	7.773278925954394	-3.6628517666979783	-1.0837213492730862	-1.5404103591466793	-2.8385440267435147	-1.615085662090864	0.6938277472045585	1.5963005342718881	0.8845477975432396	-1.2382910083921497	2.41477516432426	-1.6393103824041055	0.5270551533479899	0.14772211125303053	-0.10951449765177876	-1.3397078309220998	1.243897420131023	-1.281654442819611	-0.6004553712446447
BDKRB2	Coupled	Coupled	Coupled	-	Bradykinin receptors	classA	-18.60255759658391	-2.8574273313441942	1.7564220409289364	0.6259581708677723	0.8695576206772064	-0.8111331784667266	-2.803278472378675	-1.0278144999344025	0.5752067361285235	-1.2993228583464114	1.36180462053546	-2.0783182538727116	1.758769372769348	-0.2843663443258777	-2.9053330831960844	2.027670965032106	0.15611795810199086	-0.14986599796118194	-1.0258926518026275
C5AR1	Coupled	-	Coupled	-	Complement peptide receptors	classA	23.747323918499863	0.5111881174021741	5.790180119283273	-6.593813714079481	-2.9895040458838644	2.79833173145311	-5.690250004470531	-3.272338728014278	-1.0124518629504153	-0.19969712627149758	-0.7746757441015596	0.10947042145824816	-0.5211142829183907	0.2222378064726731	0.7062377562002137	0.5103031683350491	-0.35122915619352896	0.7549608541348454	0.4806802245873853
CALCR	Coupled	-	Coupled	-	Calcitonin receptors	classB	-24.3789512823031	3.719271989567269	1.2848545498939075	-0.05941018259213666	0.954948355931406	1.3411630126096947	1.7075696844866544	-0.38705457484960604	4.942722144877153	1.9677756898941443	-0.2979429754848007	1.6252130735323536	0.8099501424267053	1.781114584994184	-0.27400196961067425	-0.34073952297573123	-0.8614081602855106	-0.2557100544640068	1.7429552230632224
CCKAR	Coupled	Coupled	Coupled	-	Cholecystokinin receptors	classA	-21.5833304858139	-3.432831346238329	3.808716516599124	-1.6468321709936713	-0.033267043669754845	-1.8612539472221405	1.4487683469492183	-1.5842824051312026	2.6883752771580607	-1.2589146738221695	-0.5630003597081003	-2.4214472610362017	-0.4372333355172272	-1.2589804182606277	0.24155239910010706	-1.2119678972522474	1.3127103525741222	-0.34621909265667855	2.1681102855868364
CCR5	Not-coupled	-	Coupled	-	Chemokine receptors	classA	-12.505990692649242	-3.4719664552474723	1.8392872824025857	0.10444492150508887	-2.1634633202759774	-0.2635775646446434	-0.6376558651309956	-0.8176189141848788	0.698292234765153	0.5287327861261492	1.9716253403668966	-0.8788165187360656	-0.601678244365881	0.24391841946498524	-2.389171148357316	-1.3372250024231067	0.40648664624047603	-1.8892192766992002	3.0499256428615094
CCR6	Not-coupled	-	Coupled	-	Chemokine receptors	classA	-5.009793451451668	9.616061022865535	-4.557203110158694	-0.8129218290233775	2.5561015806706053	1.0896899156748736	2.206565723842813	-0.5534068123282394	-0.933370991642845	-3.720758533280926	-0.8545181617259832	0.4727705481881698	-0.0081731372175838	0.7561069612944524	-0.3189407859472213	-1.489436014770669	-2.1580364661163567	0.4998970347144223	-2.159783947130066
CHRM1	Coupled	Not-coupled	Coupled	-	Acetylcholine receptors (muscarinic)	classA	-7.020887801744807	8.875086216941167	-3.904243325210526	4.420488456090091	-4.601551643545427	3.1886143936956852	-2.895028277993934	-0.8438459144648662	-1.7603119819221673	-3.93961847913794	0.5703593029564477	1.1648042486329486	0.5169897886255144	1.1725365430833083	0.9664924979271956	-1.1012338230230732	-2.3764133844274853	-0.2069316026896646	-0.2839268694618498
CHRM2	Coupled	Not-coupled	Coupled	-	Acetylcholine receptors (muscarinic)	classA	5.451570700507017	8.664439738942864	-4.2475986176418905	2.619283772801497	-5.6564273211865705	3.0486029497964524	-2.2966091951006296	-0.12264919786689697	0.8103588418108003	0.2324105461122115	1.3273202697957527	-0.43430107943017365	1.1962242149675932	-0.5448936765344565	-1.768309644764168	0.09935669377410525	-0.339156365280558	0.008654270191384922	-0.48695048363800836
CHRM3	Coupled	Coupled	Coupled	-	Acetylcholine receptors (muscarinic)	classA	-6.60410545675372	8.207934902919453	-3.3332238318069485	3.3094554975070136	-3.4658535828708423	1.6572533090468862	-2.3334454111926806	-1.2098134205129598	-0.9856755469366013	-2.9702475818167837	0.22144745913635042	2.146944598375365	0.3937075070604269	0.1787971568432941	-0.6603820576444297	-2.1851961674498783	-2.928762786142991	1.6445445650972323	-1.0186247205780503
CHRM4	Not-coupled	Not-coupled	Coupled	-	Acetylcholine receptors (muscarinic)	classA	14.625475961456418	-0.7740250255876593	-0.6633129675479861	1.6396705645280252	-5.975247875743807	-0.6315688304061233	1.18834004235575	0.050785845104691245	0.528421335654051	2.7691128744806806	-0.5912034643758022	-0.8245294064197237	-0.2411236941102111	1.5034952138951962	-1.8594826260664432	1.4297063677291733	0.16201925543191825	-1.9256965925087708	-1.362206504405692
CNR1	Not-coupled	Not-coupled	Coupled	-	Cannabinoid receptors	classA	4.854735690497021	-1.2922357495653207	-3.8217272230045145	-0.3299699280659342	1.3333446001638962	-3.2605607101808336	2.3025450483714325	0.9606718275102561	2.1122721021373514	-0.06807004253140614	-2.3886319062285053	0.4643059740570808	0.723956252296384	2.3058548311004534	-1.8006792948434471	2.4947615435405237	-1.2695063448455286	-2.5927042075536835	-1.671640158715684
CNR2	Not-coupled	Not-coupled	Coupled	-	Cannabinoid receptors	classA	27.093701884972873	0.20071930773836785	4.0237147106178455	-7.172879215790117	-1.755542794065427	0.7040325162371452	-4.43164630556057	-3.523876497582613	-1.7246365777214145	-0.4291255271649921	0.7464318047451515	1.5298188216899156	1.435271275911289	-1.9639675511743369	0.6272609691544573	0.8631095271805908	-0.8932905772164725	-0.9669611180949196	1.0118465447702985
CRHR1	Coupled	-	Coupled	-	Corticotropin-releasing factor receptors	classB	35.98122897849763	-2.821842323421656	3.2818938671648192	-6.803301344468834	-3.9170364693449335	0.7153908771991231	-2.831719997661862	-2.9605021308805397	-1.2612350305482183	-0.27779008238919534	1.2966467204281014	-0.3585361815995943	-0.47630286214636275	-1.2280948759861534	-0.008854182145404964	1.9982673451144894	-1.0676846715988533	0.5329663022091243	1.5796917526689145
CRHR2	Coupled	-	Coupled	-	Corticotropin-releasing factor receptors	classB	-12.047331403126755	-3.6099863432641697	1.3502039280671674	-1.8612474078610495	0.46387363933965536	-2.018818476497444	3.24843587575294	0.5676110090531987	0.7086259332301598	-0.7440244614918233	2.348136873315037	-3.7265480759730036	-2.031432899200266	0.6095833219208496	-2.9796666941346497	-0.35588546105125485	0.37776620733396216	-0.8621091949758762	1.6445564283118932
CXCR2	Not-coupled	-	Coupled	-	Chemokine receptors	classA	-14.442372440015168	-2.897584931282434	1.9675492826174248	-0.9166111918746822	-0.5002631992166708	2.7936621036628684	0.18529061459812993	-1.6870067315538102	1.8777155827503904	-0.44411737657369466	2.1209508892191264	-3.2728277426431895	0.12124388697443125	-1.1127787935902584	0.4403222872045497	1.678770198856684	1.2707053030460864	-2.3267510426052613	0.8575217167217891
CXCR4	Not-coupled	-	Not-coupled	-	Chemokine receptors	classA	-8.678435983008422	-5.825410207075415	-0.6947896864758621	-0.9438586343349772	1.1072636926796868	1.0475145912185766	4.364085650279813	-1.0368402061200315	1.6233862206189649	0.7806628242989787	2.1455407991899222	-2.695550970344624	-3.246517972741232	0.3759995156544736	-2.9197761272561795	0.20891132135016835	-0.5957147830951499	-0.898321764590399	0.46959791182322896
CXCR5	Not-coupled	-	Coupled	-	Chemokine receptors	classA	-27.810357234170414	-5.863016656343656	4.02434338844372	1.6205411878348048	0.34328822859485414	4.351466865258522	0.996447894850226	-3.0249523316905855	3.642125429755096	-0.21212323737129235	-3.101186578219674	3.8786313830326637	-1.030556895906324	1.7514215509161348	2.0766054903857842	-0.4388000482341909	-0.19303509483184264	0.5977458899766172	3.213980484945722
CYSLTR1	Coupled	Coupled	Coupled	-	Leukotriene receptors	classA	-10.819823248155604	-6.845422934796787	1.5108564294991191	1.599022196467718	-1.131732454934941	2.2914696657300895	0.8195558662250496	-2.0050755044982083	1.5676526666966968	-2.6066372934220468	-0.7296292443254345	0.7881874419319973	-0.19758323272533573	0.3178103905086328	0.9110120774185215	0.14166442862050163	1.2810128476574263	0.5698377615561435	0.5771686888821893
CYSLTR2	Coupled	Not-coupled	Coupled	-	Leukotriene receptors	classA	0.9743308331046632	3.36982407720958	-2.1589710312868893	1.2100315464396185	-3.530014641994121	-1.689280599466331	-2.6481640615205557	4.552069514638362	-0.2452439695397273	1.1522682640812167	-0.9087877585771748	-0.7373167484663211	-0.10699716160070499	0.8514287638347555	1.2967010985377796	2.057378632198356	0.6703474480143484	0.5285184934988916	0.4434067030260874
DRD1	Not-coupled	Not-coupled	Coupled	-	Dopamine receptors	classA	-12.202973639359982	7.39614496838042	0.7269259291279271	0.5554303877427006	-3.6374972281666778	-0.4593506452484679	-1.2247924973788815	0.718975150301196	1.0547829687537609	-1.2657722431070966	-1.2365830214617466	1.670357948644559	-1.1533273584654147	1.0009304596184039	-1.6171739283690345	-0.2956320584120205	-0.7220697829020211	2.7608753137669724	0.9691397339735414
DRD2	Not-coupled	Not-coupled	Coupled	-	Dopamine receptors	classA	6.147790599853544	4.1834338984697705	0.03619883403153708	-0.8834419009997365	-2.1595890244891565	-2.1212788865656207	-2.0102998920417656	4.5925705882009975	-1.4669179113285786	2.092991533681865	0.9112912638579241	-1.9461379782254307	0.3925440284831826	0.2586580667881536	1.7844057523362034	4.591840228151374	2.3492586055161646	3.9147560875905123	1.7248384982814708
DRD5	Not-coupled	Not-coupled	Coupled	-	Dopamine receptors	classA	8.60561514164393	-5.400251336951014	-0.027734699750885026	1.2358044865690228	-4.25621586663435	4.415796240865448	-0.950560404391152	-0.5774301022943789	1.149347858783203	1.3886424262149522	3.105164457577994	0.5973515363332628	0.2622199865085407	0.16845097158770073	1.842224806756856	-1.9816478022710773	1.153244933252629	-0.1409135508429304	-2.876671151507013
EDNRA	Coupled	Coupled	Coupled	-	Endothelin receptors	classA	-0.5575267918326228	-2.5773290035665943	2.745728707866112	-1.0012314049686246	-0.2898486933497696	2.782034900785306	3.3954575631383683	3.2977675442234555	-2.555211961338976	0.2689700335229902	2.5241971899642714	4.378066220151218	4.148679580356762	2.7544811794714024	-3.3443844335571207	0.17374915318258577	4.111635067933049	1.0797869918580016	-0.5759269357450438
F2R	-	Coupled	Coupled	-	NA	classA	-3.3801467590282885	-6.402882527112589	0.8302100417310396	2.1692346968475804	-0.1583678797868967	4.698482598497571	0.9260111488592856	-0.9609197503551052	-3.2742039566926873	-1.3094629539088467	0.5946169126382774	2.7596748116128613	5.405750470975992	-1.522429032515071	-0.7513215935657154	-0.8573445661897849	2.4249143471872943	-0.5246128862453053	-1.1798727490755947
F2RL1	-	Coupled	Coupled	-	NA	classA	-12.924316493756804	-3.4715548992554246	1.1685087873282645	-0.09316110362311576	4.206225996207122	0.7903141906590523	-3.31028227283076	2.7919929676249655	-1.9184678704115974	-2.98879278492646	-2.4656279312233758	0.11819969173814009	0.5620574860877351	-0.3199116954354288	-1.9690425089024384	1.020214702461912	0.6897202303072767	-1.224200247966306	-1.0516099419137062
FFAR2	Coupled	Coupled	Not-coupled	-	Free fatty acid receptors	classA	-15.051469880153983	-2.6574294448755316	1.5086918659070305	-2.0892395948799813	6.246767123884955	0.6616884892719594	0.8587588535189519	2.642984099398837	-1.757149544598311	-2.7857468857256698	-3.759089889743629	0.6285477872174774	0.3868839528638308	1.9683172426158086	-1.005708263854843	-0.4622503052876465	1.8671973661459849	-0.7963204426079289	-2.5758938079113283
FFAR3	Not-coupled	Not-coupled	Not-coupled	-	Free fatty acid receptors	classA	-3.655180217687261	-4.1170769872344355	-0.7659340391066899	-0.9377299863690647	1.482698565831534	-3.1315622794448967	5.201363689626578	1.2760362449322482	-0.01695363972277012	-1.2458325853994185	0.027990978069179315	1.416431009148619	2.1209712577409756	-2.194189333309564	-1.7389879052651822	-0.8981035660969677	-0.24280314546600462	2.3324544151113824	-1.2013563836505938
FFAR4	Coupled	Not-coupled	-	-	Free fatty acid receptors	classA	31.852172010062787	1.3927768443136137	1.7238595908475305	-7.566586810852201	1.5877764592682466	-0.3159861799015606	-0.6520081648516095	-1.858692370094562	-0.45424765007477197	0.7263566724643298	-0.25667867797886695	0.5649795241460575	-0.0023789101552969183	0.8695142320029676	-0.862693005779946	-1.6377478362361513	0.2224874849449275	-1.0961916024319955	0.22973318505033316
GCGR	Not-coupled	-	Coupled	-	Glucagon receptor family	classB	-27.432788627900713	-0.5916411187013663	4.11717849584499	-1.5756124521113726	2.4924886655986214	-1.796604249600241	-1.5309513229000198	0.7623598702791808	0.31934817110981645	-0.4201833287694411	2.0614085138467386	-1.23303429091308	0.030009144785080405	-0.438211921658099	-3.6596494256779826	0.4844581000935061	0.07326024708177627	0.09694307689157636	0.6117940580047342
GHSR	Coupled	Coupled	Coupled	-	Ghrelin receptor	classA	34.443176978340574	0.28373202102992623	0.1823260008804334	-8.817521693321568	2.5129513708875693	-0.034410385458830725	0.7390191063684192	-1.440546394531132	-0.04607141491332828	0.1310943399004173	-1.9556989345122884	-0.19099278095462663	-0.6769643557158578	0.9674344277647086	-1.3097072951237343	-1.7546037016695002	-0.3801217292828382	0.7836922692883029	0.9932796799224791
GIPR	Not-coupled	Not-coupled	Coupled	-	Glucagon receptor family	classB	34.83054172804133	-0.544373317196025	2.4709036983301633	-10.1904551011868	0.3168109066535189	0.3467548763239875	2.1242712409493065	-0.18898297060658323	0.3120424158097098	-0.9308294593357669	0.4865398394026117	1.1609732920029032	-0.7136951525479318	0.537123154380168	-1.0268974139009521	-1.6047880894407345	-0.5982900378822127	-0.2734342650072077	-0.24222985068727598
GLP1R	Not-coupled	-	Coupled	-	Glucagon receptor family	classB	43.29962109846303	-0.993458239715575	-1.4201015332456874	-8.629909588123802	-0.4498085410028284	2.1032803016422323	1.840487267730183	1.2027108487387932	1.67449581952322	0.7163840423796507	0.3564817782221374	-0.29170868319394183	-0.8534955314517241	1.7160706032774506	0.7788389669043174	-1.8322621840073636	0.4118794753875938	-0.7479684971708979	0.8832035686718549
GLP2R	Not-coupled	-	Coupled	-	Glucagon receptor family	classB	-0.45272058527348286	-3.0814036853887745	-0.2732018020699935	-1.5006205059066513	1.124873258621926	-1.2474298653741775	-0.9714943863366696	4.515161554339744	1.8770290947572728	-4.8164350890412795	6.138101637991464	2.190911107950581	-0.3016568104089749	-0.40969563300149153	4.788717957872857	-0.7338168118255176	-2.1697218242637	-0.6487248054102449	-0.9159546173216422
GNRHR	Coupled	Not-coupled	Not-coupled	-	Gonadotrophin-releasing hormone receptors	classA	45.462632631859606	-6.388679271294696	-11.728715793566677	1.491996287503758	4.674172499950096	-5.182098446542457	-0.7995618744216973	-0.3686545498058229	1.2047873332501204	-3.5866333844273686	0.5151473314086488	-3.937646403847963	2.692761349055347	3.300753709020102	0.7733693069302564	1.6165791994631629	-1.9271483348750809	5.04395423104835	0.6063498739197519
GPBAR1	Not-coupled	-	Not-coupled	-	Bile acid receptor	classA	-30.525390828690437	-2.717927359363941	4.732322865327674	0.9991443032962829	0.19340239069424742	2.0866004974463195	-2.823152320137675	0.134932453435398	-0.41630969110712746	0.7732630376657936	-0.5292783469476644	1.0800984609865814	-1.7375537201305675	-1.655135601169114	1.001698232249369	-1.8428966999468854	-0.7858522003857227	1.479974214094495	1.0643415941205006
GPR183	Not-coupled	Not-coupled	Coupled	-	Class A Orphans	classA	-0.9049416749645731	-0.34843729886314107	-2.6829556460558863	0.351167604891835	-0.8346284055627009	2.9676536971401917	-1.5976651159224466	3.782959131620508	1.4741593485678808	2.605618908592429	-0.32810946667674484	0.3075303150658621	-1.0272110903047833	-1.1218613345478912	0.2537063431416273	-2.6777076387368104	-2.3876181167385506	-0.6276047337560653	-1.774318080288581
GPR39	Coupled	-	Coupled	-	Class A Orphans	classA	-9.140057675913809	-2.2155788362735116	2.0248362944264606	-2.5832311942399846	3.2963528273256864	1.9569768785346073	-4.316738284309963	4.0985954648313205	-1.8525195575769062	0.03495613777691691	-0.5598676795880337	-1.7790881472341582	-2.200393538095852	0.9890873147644889	1.0488355737277277	1.3552323561247563	1.5234171746970468	0.5116047288455111	-0.908634018655341
GPR4	Coupled	-	Not-coupled	-	Class A Orphans	classA	-16.739964207049344	-2.8535081357294287	5.535409630615873	-3.872518196877327	-0.007651881169811409	-0.5047141550411719	-4.421843773096838	4.537764845260836	1.2346972624340442	-2.8135106293816845	0.02130059964022687	1.336984261479682	-1.803582381266772	2.7772624178463845	0.2770514533765342	-0.8101339097221613	0.4120210084575941	1.5883037697574685	1.1436377251578436
GPR65	Not-coupled	-	Not-coupled	-	Class A Orphans	classA	-9.531822865052403	-1.8534162636417133	2.431145655274729	-5.214275957156979	4.1152323091516605	0.815484864566661	-0.2957787331415853	5.382128143861285	-0.3695716174564586	-1.2898051479935737	-2.3763924580366673	-0.13904584057198738	-2.557503927389761	1.4948228387048725	1.7590544643474917	-0.4821974693749182	0.3990938144204839	-0.19684361194562405	-1.0738316868088693
GPR68	Coupled	-	Coupled	-	Class A Orphans	classA	4.837081010682588	0.4304688687560093	-6.613442823788002	4.450875105265047	-2.7244936900674688	3.6484994436998326	-1.7066027980627076	-1.4360306757943209	-1.192442891661552	-3.0199265146666936	-1.2182048036187005	1.547749741712952	-2.2463388472280124	0.448741982657025	-1.4917979017732432	2.4523788348034943	1.9831578008327426	-1.7308283787351673	-0.34563197739231444
GPR84	Not-coupled	Not-coupled	Not-coupled	-	Class A Orphans	classA	43.590657116974675	2.3106098710113674	9.278176075569299	9.279717146125321	2.9667987000255542	-0.23872021782295075	-1.2466815720541808	-0.5117819391399606	-0.4153688929341774	0.18788245444611296	0.6670225698525998	-0.2954077805724455	-2.241163443074482	-0.12281117410700547	-0.355038051338819	0.8731837965681606	2.148043986956999	-0.14363541173715813	-1.0402321536972072
GRM2	Not-coupled	-	Not-coupled	-	Metabotropic glutamate receptors	classC	37.1490312324127	4.299891228413306	13.448871514562466	10.998374666153975	5.280860464623504	-0.7039419247469716	1.5454202574421874	-0.10349285768202784	1.7995017934834365	-0.03364460135328321	-1.1775146363929507	-0.24105319727896668	-0.29180730863438764	-0.15153027647701955	-0.7597816758623976	-1.2260716661279483	-1.577716056556077	0.14210616872537718	0.4390882122870293
GRM4	Not-coupled	-	Not-coupled	-	Metabotropic glutamate receptors	classC	42.65362368924516	4.78713473286472	9.083384854632055	7.963747097218061	5.776428674819192	-0.938255803289103	2.8552105821392413	0.8361000847694295	-0.651159486450801	-0.38988168970201986	0.9283409754136686	1.501648877795909	1.6917443883559637	0.32975169444055313	0.518911591476773	0.8021462909886968	1.2887994987457358	0.04781369722344297	-0.16446554939367986
GRM6	Not-coupled	-	Not-coupled	-	Metabotropic glutamate receptors	classC	42.76993677928462	3.1672972664343986	12.82193366215286	12.954926753155792	2.0127758788720436	-0.1939885464522211	-0.16756975824228967	0.3921850906011277	1.9999628325373349	-0.4409265886818591	-0.09695682121623805	-1.7533579264493488	-1.1677771952563993	-0.24876197941188163	0.4963274932064382	-0.7335048881348358	-1.3610795958677988	-0.2950173944447455	-0.0057206776373132425
GRM8	Not-coupled	-	Not-coupled	-	Metabotropic glutamate receptors	classC	4.781913940981313	-7.600597682567794	-0.9015076871076557	1.0779631801190763	-1.1301936386628961	5.63335353862812	1.7522633411419	1.0586270726559766	-1.0385943633585386	-0.21712425045966918	-2.46858562018975	-1.5430252045023933	-2.3285448092612793	-3.4557810011017844	1.5468779857749346	1.2727072898496175	-0.16851843786228282	1.5065949938736707	-1.524011325890051
HCAR2	Not-coupled	-	Coupled	-	Hydroxycarboxylic acid receptors	classA	10.144847800721589	-6.373902982589494	-2.013366733839434	0.8947752777097484	-2.407024776684811	5.913488077735201	2.368119594485999	1.3527234709765044	-0.9118488457053197	-0.04900739118961395	-3.036917066318263	-1.4225258857973135	-2.413041040544613	-3.4248302456257185	1.5184020805353442	1.111007233960738	0.22766203904449125	1.029184661384152	-1.89822121026525
HCAR3	Not-coupled	-	Coupled	-	Hydroxycarboxylic acid receptors	classA	-15.593428550255496	3.5264652891087853	2.925049264412403	-1.9920382450136709	-2.019776162405399	0.42794039530710604	0.82201046379738	-0.403829156259008	1.2441843448403482	1.8681966856637522	0.08698299545277605	-0.7441808747624353	-0.6008627512512597	-0.3641383264507643	-0.4889002815883756	-0.988831545497358	-1.4423547393844223	1.8804221515665083	-0.7278255239952519
HCRTR2	Coupled	Not-coupled	Coupled	-	Orexin receptors	classA	7.745011304128022	6.26657396015547	-4.139806478826893	0.2645455070209384	-3.2034376635890833	2.611679489832436	0.7896021976224272	2.9233225698920804	2.812191451722393	-2.8576058129255157	-0.5113479105907448	-0.9491952606977963	-0.6679269705529612	0.036729768446087274	-0.6547685733341251	0.2729440350630922	0.07602804891165202	-0.09290784047699936	0.05896673284475207
HRH1	Coupled	Coupled	Coupled	-	Histamine receptors	classA	-16.051138458694624	2.148836530479794	0.6536828808265782	-0.1597919573556834	-0.15509340532225113	-5.070982260311499	-2.6658655608256288	0.15472156858016517	1.7789599881897398	0.9764405864263984	-3.129834477889384	-0.06357954638431924	0.9602470697684601	-0.7315343272982442	0.14219693395820063	-0.7231278411324686	-0.6929525968804295	-1.7634514627261881	-0.40954620662235647
