Gene	IUPHAR	Shedding	ebBRET	STRING	Family	Class	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9
GPR65	Not-coupled	-	Not-coupled	-	Class A Orphans	classA	-51.500843952696464	26.561631586821374	-46.03056464555102	7.46788466477109	-16.511627603320143	-12.1898720107825	7.770127456946161	3.6409421640145054	3.5819329835989384
GPR68	Not-coupled	-	Coupled	-	Class A Orphans	classA	46.545898610204276	-9.114340446304219	-15.815815144358979	-9.791420245263424	6.313058104090841	4.043290862322888	-11.79285611066027	-7.311762805900223	4.339737397079262
GPR84	Not-coupled	Not-coupled	Not-coupled	-	Class A Orphans	classA	13.86284399825188	46.80593639227808	72.0038906171284	61.39313362581958	-32.54884070835311	10.343658035022079	-7.425718098081337	-2.6482635950142543	2.4243553706620986
GRM2	Not-coupled	-	Not-coupled	-	Metabotropic glutamate receptors	classC	23.063508404818432	47.829576860233246	66.33295119588402	54.74662719142529	-32.891813339736814	10.899223864272699	-10.501432184409026	-1.9859007412780618	0.353737788792761
GRM4	Not-coupled	-	Not-coupled	-	Metabotropic glutamate receptors	classC	18.414557010018108	46.78977720927302	70.0315669399672	59.71630310534168	-31.28162699395283	12.146782719450545	-9.927904702735685	0.5872173828308536	-0.6960573631572639
GRM6	Not-coupled	-	Not-coupled	-	Metabotropic glutamate receptors	classC	22.884361797342525	47.1963677757533	65.26898196308431	54.224905513757335	-32.4152117587926	11.181376304835336	-9.400288463057441	-3.235617544247235	0.1739471195260452
GRM8	Not-coupled	-	Not-coupled	-	Metabotropic glutamate receptors	classC	-37.41681796091145	23.624261286460786	-43.6040258064934	3.0203721877176135	-7.227870957333037	-2.041665763752642	-6.586416089643193	-2.9978282077973475	-3.0160660545334417
HCAR2	Not-coupled	-	Coupled	-	Hydroxycarboxylic acid receptors	classA	-22.62459239499445	27.46091147652544	-47.36103074127729	-2.9553399883396407	-9.458356169340034	-0.9360961044494955	-11.39524303211098	-6.175711216341936	-0.44303262625733164
HCAR3	Not-coupled	-	Coupled	-	Hydroxycarboxylic acid receptors	classA	-14.897360670916424	-25.252952177665865	23.185738238149955	-25.57369424756739	-10.417695159999019	26.716358265940986	9.452507314155808	-3.2932165916237426	1.2726391084116182
HCRTR2	Not-coupled	Coupled	Coupled	-	Orexin receptors	classA	58.30020276917113	-16.97880479299913	-6.245207829581551	-16.643556233267503	-20.572329427255614	-12.28589734155131	-4.156601495931215	2.6604397616337003	2.7378356704652345
HRH1	Not-coupled	Not-coupled	Coupled	-	Histamine receptors	classA	10.171668228605338	-48.156768247207715	21.258545624501064	9.228691858943149	5.724143940554168	-6.770148775117694	25.13905505629935	9.567812033242468	-0.03760449735808096
HRH2	Not-coupled	Coupled	Coupled	-	Histamine receptors	classA	44.63813529514598	-22.347237820289912	11.98708431215197	-3.8766094802519757	-6.734120600313899	-11.506103049220451	0.3855785565962776	14.02727012813836	-5.033867160655389
HTR1A	Not-coupled	Not-coupled	Coupled	-	5-Hydroxytryptamine receptors	classA	32.56001102671873	-25.511009375663537	19.22640110659199	2.4064473028719413	4.310611430543699	-10.238120711049788	4.491437272859853	16.334763314053145	-11.059708974211263
HTR1B	Not-coupled	Not-coupled	Coupled	-	5-Hydroxytryptamine receptors	classA	27.888099673864097	-30.44084424401565	19.27630527007067	3.5968186294657345	5.874139352172799	-11.184742439551291	7.340917786685276	17.574047403913617	-7.9911843552142585
HTR1D	Not-coupled	Not-coupled	Not-coupled	-	5-Hydroxytryptamine receptors	classA	53.67347886965629	-18.95473696868567	-7.097220441966917	-11.191895487946848	-10.418174494353197	-3.3474482671885775	-1.7289878532947707	-5.05147815790028	-2.330015006656819
HTR2A	Not-coupled	Not-coupled	Coupled	-	5-Hydroxytryptamine receptors	classA	54.00642882074041	-16.644852903455373	-6.41680204636147	-12.109513289276446	-12.714739476680881	-2.0761988472075097	-1.875749412635814	-6.549399657517747	2.534180954066922
HTR2B	Not-coupled	Not-coupled	Coupled	-	5-Hydroxytryptamine receptors	classA	46.33465649421069	-23.086386552480356	-3.540767910876616	-8.22774765430026	-9.989248564430167	-4.217727537906334	5.313770246509003	-2.564764266555421	3.727156313338029
HTR2C	Not-coupled	Coupled	Coupled	-	5-Hydroxytryptamine receptors	classA	58.28704657923693	-8.085625566311439	-9.419220264728715	21.20068754073104	28.808392625223846	-5.868839640342125	-1.5972396574509047	-9.478004390097128	-1.5345879539887997
LPAR1	Coupled	Coupled	Coupled	-	Lysophospholipid (LPA) receptors	classA	50.76097558942141	-14.041318086075949	-7.896628181907381	24.492651992993835	32.361375431654	-7.28315018772386	-1.5442228538175162	-8.084583313032285	6.739161989056681
LPAR2	Coupled	Coupled	Coupled	-	Lysophospholipid (LPA) receptors	classA	-54.4751017393512	-16.70475651454901	-11.31210173330561	2.819718498478321	2.138547965955698	-3.2898135269189437	-10.195175955663611	-3.9708043084633666	18.82422033770187
LTB4R	Not-coupled	Not-coupled	Coupled	-	Leukotriene receptors	classA	-42.413548313151615	-8.103186599474874	-15.587739948646766	3.9220395185507817	-1.2986606934541631	-1.9805376954502252	-13.275570123120367	-5.682751398162915	21.796515644698136
LTB4R2	Not-coupled	Not-coupled	Not-coupled	-	Leukotriene receptors	classA	45.0532844321558	-8.371083329468146	-16.642463186550835	32.51938312390005	32.30138688837057	-4.866534063833422	8.521756242521754	-2.307474388649311	-9.308795851759431
MC3R	Not-coupled	Coupled	Coupled	-	Melanocortin receptors	classA	48.33183954141208	-9.008460442897954	-18.23150270995603	30.868356870514713	30.760616268273537	-6.273060807652137	6.067003537587582	-5.397919221289835	-8.547370735788027
MC4R	Not-coupled	Not-coupled	Coupled	-	Melanocortin receptors	classA	5.3319241227884735	-27.500828399025906	16.60005570389278	0.5769054705670623	22.109325720827623	14.871519690279891	8.529676425318584	-1.2380336049049954	-9.148722594553831
MTNR1A	Not-coupled	Not-coupled	Coupled	-	Melatonin receptors	classA	3.5379524733094105	-23.79767681604107	15.648734125541633	-4.107382194552587	18.47120185615629	15.23572670289039	2.1056346253414135	1.5185351940515568	-9.841040940304229
MTNR1B	Not-coupled	Not-coupled	Not-coupled	-	Melatonin receptors	classA	-9.027317339359012	-27.3032732065272	21.304910374690945	-14.632354639269915	-4.851516817426446	24.094735966380792	2.7658397095826612	-4.604280538863919	-1.4286853006706774
NPFFR1	Not-coupled	Not-coupled	Coupled	-	Neuropeptide FF/neuropeptide AF receptors	classA	27.044312318995686	-9.784700075931015	2.2731200436880994	-25.621405613182617	-12.364847591954165	24.918034828884583	-13.102896770040283	-15.785093048675291	-9.896651179858004
NPFFR2	Not-coupled	Not-coupled	Coupled	-	Neuropeptide FF/neuropeptide AF receptors	classA	-25.676699807898675	-30.35354849706793	25.185918974418232	-8.779054469485233	3.734107128548543	22.6598730006388	7.88377129230902	-3.7488288690616782	-3.6490286503182072
NPY1R	Not-coupled	-	Coupled	-	Neuropeptide Y receptors	classA	10.861012735033105	-13.871288103525877	-0.09470406896636228	-23.669427892864064	-7.428622552206347	16.13209131049455	-13.795641986463005	-5.265233761668289	-0.6871495948504882
NPY5R	Not-coupled	-	Coupled	-	Neuropeptide Y receptors	classA	-61.86665740794048	-46.63757563038031	20.557285596773728	2.029417155784374	-7.830439926761615	-5.881552862684358	10.816058788657992	-3.0125618500288436	-8.7661893698368
OPRD1	Not-coupled	Not-coupled	Coupled	-	Opioid receptors	classA	-57.68169915486836	-42.944916328726386	17.955249424408713	0.40722759654648943	-8.57058829879546	-3.456323927645759	8.303434300802678	-8.000450689302609	-13.533976660034181
OPRK1	Coupled	Not-coupled	Coupled	-	Opioid receptors	classA	-58.63505786723494	-43.38426148062923	13.661718624193062	4.616556453802897	-6.455406912985187	-4.556901448254919	8.95194607873142	-8.022267863858428	-8.30772515000258
OPRL1	Not-coupled	Not-coupled	Coupled	-	Opioid receptors	classA	-47.619542551277696	-37.61510892061519	15.187744182559081	-3.836060154420782	-13.00422055197093	-5.093897966133783	6.833960163402007	-7.632983376855719	-13.614053374417663
OPRM1	Not-coupled	Not-coupled	Coupled	-	Opioid receptors	classA	-19.179110112818023	3.084160452556373	18.196894664091378	-13.831171826200752	17.18080943540443	23.303130899414082	-15.157452796246552	26.923077348972726	10.228394145432503
OXTR	Not-coupled	Not-coupled	Coupled	-	Vasopressin and oxytocin receptors	classA	-66.78615856929092	12.74587198538109	-27.495252684796963	-0.326591374837284	-11.736375806488862	-0.9605729733057373	-5.7705960655853055	-4.846472827413181	9.319591190553016
P2RY2	Coupled	Coupled	Coupled	-	P2Y receptors	classA	38.00318671975562	35.722548381318944	-50.97711180128135	0.41186231473249807	-2.245405439847109	17.09811883694161	3.924222048758548	13.023885292056205	-0.2519483232116749
PTGER1	Not-coupled	Not-coupled	Not-coupled	-	Prostanoid receptors	classA	41.48880920395547	35.33619090727242	-51.737299291618235	8.153840837686518	6.617282947070667	22.11625204639984	8.303625936381287	12.879516215086051	-11.885303192452884
PTGER2	Not-coupled	Not-coupled	Coupled	-	Prostanoid receptors	classA	34.092161559785566	35.175489434975816	-52.140706415450694	6.352925578827742	3.074877523399248	21.01911253259366	3.932758869756763	7.713563014572012	-15.041676902686795
PTGER3	Not-coupled	Not-coupled	Not-coupled	-	Prostanoid receptors	classA	66.85895542809261	40.697424060523566	-51.16083066288802	-9.265589547118346	-15.646990006891853	18.132295189201354	-10.047424592156442	2.1911560914630006	-4.331180692175364
PTGER4	Not-coupled	Not-coupled	Coupled	-	Prostanoid receptors	classA	21.783434966999188	38.81301905181267	-56.30168329222499	14.894140438166827	4.410762118530851	14.864955804397024	15.65593408443348	8.650122448913587	-4.746911842184406
PTGFR	Not-coupled	Not-coupled	Not-coupled	-	Prostanoid receptors	classA	33.62537230399966	70.63587952379402	15.86123892394317	-32.06538865142761	-2.5535559166599655	-6.249057292372368	-2.2023234045185527	-13.848078755070556	0.9318345307052058
PTH1R	Not-coupled	Not-coupled	Coupled	-	Parathyroid hormone receptors	classB	62.56409530351682	-6.296678298735838	-15.928449530617481	15.285279468764786	23.961721666543003	-6.61642512530699	-9.843131950371818	-13.082863281272937	1.6989095214207686
S1PR1	Not-coupled	Not-coupled	Coupled	-	Lysophospholipid (S1P) receptors	classA	-61.79802492277161	-40.466988205344194	17.341921987358475	0.14138891912929127	-4.903667954721486	-3.759267793974242	9.64919128460945	-4.980604623007041	-1.6070827148449567
SSTR2	Not-coupled	Not-coupled	Coupled	-	Somatostatin receptors	classA	-0.06288725296709102	67.24086435057708	37.186985736328296	-18.491607621352983	15.435411397442927	-9.546295422437053	9.328226985150184	-0.7700905919636248	-2.669459706692753
