Gene	IUPHAR	Shedding	ebBRET	STRING	Family	Class	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14
AGTR1	Coupled	-	Coupled	-	Angiotensin receptors	classA	60.45848703901867	-27.76357819746692	10.969029723619956	2.1909139850458192	-3.329920678049088	-0.632090289049923	2.756030566106502	5.647623656863307	-1.4547722714374147	9.934728470725542	-6.3005252537283525	2.537408740769411	-1.7369230894865089	-0.7877026520372714
APLNR	Coupled	-	Coupled	-	Apelin receptor	classA	0.014170307503854772	7.088534281467289	11.02167490972969	-6.336199028130487	-10.3322055798931	25.822482898219082	21.197872646663228	-5.802320696442866	-17.309106547149103	-5.31863285249731	12.24481047709315	7.225898758031387	-17.303572601795477	11.462882003645541
AVPR1A	Not-coupled	-	Coupled	-	Vasopressin and oxytocin receptors	classA	7.455770131047026	14.248461888667634	4.215991114850569	6.3754614300351475	-10.006177557562575	23.579928526942968	36.51918220666208	-17.552508203693808	-17.67415373238473	-5.0748686494442135	10.180805573532865	7.780084373233173	-13.033310989576837	8.114611665339819
AVPR2	Not-coupled	-	-	-	Vasopressin and oxytocin receptors	classA	65.47254849877353	-12.048533716969471	-6.305175726385089	11.456619907680672	-2.1724620411887323	-5.595255141980621	10.957198741767849	10.790005627125666	-2.457293884198291	9.580372914056799	-1.5775411332613907	-5.280504052702524	10.093306729424967	7.502597238495947
BDKRB1	Coupled	-	Coupled	-	Bradykinin receptors	classA	42.57511899048833	-7.803635379317163	-4.777311588012198	-0.5302725886175935	-3.4360612423867134	6.503984445556437	-0.12024812224367938	20.870232853496926	-14.176951121260853	5.038589751890849	-4.1068633438531	-0.9325634907291639	10.589506801122768	5.216698593963778
BDKRB2	Coupled	-	Coupled	-	Bradykinin receptors	classA	59.266255933670784	3.6135594842667236	-12.74881459344981	13.025780137290111	-4.789005304781101	-1.4656444051862112	8.234239655539028	-0.7594201922839834	-22.612776960088834	12.355885560578033	-18.71258452121722	21.466501766897135	6.748564283411023	20.027323382218338
C5AR1	Coupled	-	Coupled	-	Complement peptide receptors	classA	-17.51318953020914	77.9329041433239	39.44436841008682	5.425408806191368	-33.87386130702472	4.811216286581067	-24.53125392987299	-2.339424787866569	-4.279290256101845	0.7785442634455108	-12.399604712738476	2.9758092674760777	-4.279581153637298	-3.7083327269051187
CALCR	Not-coupled	-	Coupled	-	Calcitonin receptors	classB	2.4654933827660725	-27.041858649388903	21.197990962196968	-14.564408150311408	-12.445285615244151	23.207147688841772	5.996927952370959	-6.064034888397916	10.487979651828672	4.925512484978896	3.6428973940111673	-6.912715055719852	-6.088660406525816	4.903774472761131
CCKAR	Not-coupled	-	Coupled	-	Cholecystokinin receptors	classA	75.33158383179962	-18.520054372488282	13.209345664954348	17.78878160033119	-8.598883545690029	-5.376110419243996	-1.3516096237243913	9.295071995463609	-12.732503939232357	-0.27067693674579724	1.9047865045596168	-11.313845824054924	1.215183471770331	-15.063151746896406
CCR5	Coupled	-	Coupled	-	Chemokine receptors	classA	74.95806958986657	-17.461718230089705	14.003346464618678	8.298674651620857	-10.41817448196735	2.4557429091019207	-1.3864655061556521	17.647728391336727	-16.03926197203279	-2.0822177178026235	1.3657615408563484	-7.483709890586009	3.358690788624879	-14.212815532712325
CCR6	Coupled	-	Coupled	-	Chemokine receptors	classA	-32.26106050766018	-38.154287113203814	21.854830017450524	-20.388432497823263	1.940634698146902	-24.014322628740636	5.18926891383053	-21.09081812945769	-0.17760664352592204	31.477869696653098	19.054702537971608	0.763045322432627	12.211199972765145	0.24538305541085073
CHRM1	Not-coupled	-	Coupled	-	Acetylcholine receptors (muscarinic)	classA	-42.46569223991486	-40.45588620824054	19.88446084723668	-22.850297448042397	-3.9000292718126457	-5.800866210175055	-24.264841967878436	-16.113694457748718	-9.174380541162728	29.35197505491043	8.422825145817555	12.345313415424355	1.1801945096872106	-5.989640977785161
CHRM2	Coupled	-	Coupled	-	Acetylcholine receptors (muscarinic)	classA	-59.142565190159424	-28.562086779936145	18.785625082123687	-42.3610200476162	1.5672797264406337	2.7971357611509107	-12.967323951201575	4.33630619833844	-10.437421809888443	25.756796443261727	12.407324084384376	4.362006034119123	8.73791067304315	0.193228234790985
CHRM3	Not-coupled	-	Coupled	-	Acetylcholine receptors (muscarinic)	classA	-42.54701765799795	-37.794635200031195	17.520213306038567	-21.41251817956097	-2.697476765331674	-7.869055567951139	-13.38357319128442	-18.197804855367377	-6.511551884399298	25.480789785795704	8.942193335567522	9.082152655034323	6.420114318388015	-4.98422942544325
CHRM4	Coupled	-	Coupled	-	Acetylcholine receptors (muscarinic)	classA	-75.24403175437062	8.821759912890185	-52.46476827311501	2.134487541271184	-1.4870819606812438	17.104327407322682	-11.394588239552352	37.511047529047936	-3.947286048916584	-0.19573537085311146	-1.0345941906597425	9.942762910203223	1.5693729533248233	-4.599916229221108
CNR1	Coupled	-	Coupled	-	Cannabinoid receptors	classA	-54.46336401467026	2.656944891455947	-57.83369959868131	33.67320761961434	6.189895532176396	-9.396246311127538	12.395296907132181	14.257629658811487	4.095266533934283	10.721204206542927	8.333673582013112	-2.2016146704000774	-0.9273481534030141	2.355511928740247
CNR2	Coupled	-	Coupled	-	Cannabinoid receptors	classA	-7.283509056728838	84.97484474360475	30.381464195865142	13.870725775442427	-36.42475284957601	-10.873826426669584	-17.283075773965034	-7.78503474176423	2.1716383908559194	-2.1942087820143907	-11.7710461583317	2.84384704490238	-0.7267423215343445	-2.25188767366275
CRHR1	Not-coupled	-	Coupled	-	Corticotropin-releasing factor receptors	classB	-3.45267321859627	82.22707658007694	41.39324849272424	24.680395631771194	-41.46448807170709	-11.366570480147264	-25.624115844495716	-11.242961775889759	1.356737629345538	-0.7729582880776862	-12.560154158157124	-0.9296889224468784	-0.1583681512366256	-1.1829633599067226
CRHR2	Not-coupled	-	Coupled	-	Corticotropin-releasing factor receptors	classB	75.86432215372011	-24.54974405223515	21.70104277617865	12.471009093615184	-8.761425334317916	-8.978778664783883	11.90272184266795	12.312836990634896	-12.341092805379816	-4.400242357476848	6.706477710988401	-13.1064873005965	9.843353101082755	-7.652741792670293
CXCR2	Coupled	-	Coupled	-	Chemokine receptors	classA	83.70527956648243	-23.874181823092044	19.44301417977367	15.433555158026369	-12.765010282128657	-2.7114410070320027	-1.4865377710813954	12.46162657420892	-20.409323829723355	-3.25775962055776	1.990556484718137	-6.329879684708969	2.248879695799428	-18.665654342551388
CXCR4	Coupled	-	Coupled	-	Chemokine receptors	classA	68.70175621821954	-21.782938276165343	15.839773624990801	10.471420621865944	-6.605537758636374	-5.080449335519662	17.157155888407477	14.1588030877306	-11.98468729473054	-4.651772873313201	5.667689025161151	-16.345566518954183	10.588665245822405	-9.523864894495874
CXCR5	Coupled	-	Coupled	-	Chemokine receptors	classA	90.71879622867878	12.223382621549861	-14.490723639091856	-2.502402277336353	12.775112557423046	-8.684840542390896	-23.585668277381274	-5.27128696270888	3.6800887855150664	-7.854320157814421	-1.134475482483257	3.6266034450655713	-11.247074944476207	-0.3751195940804587
CYSLTR1	Coupled	-	Coupled	-	Leukotriene receptors	classA	87.56919422652604	13.835792105217973	-14.292188917089646	-5.368942556812839	13.107923694532788	-13.184752760561464	-13.80537184230233	5.337015261634517	2.5119244117098405	-7.290473787498465	2.2194779360519625	5.3782819596484615	-5.47350520890661	7.400378953818594
CYSLTR2	Coupled	-	Coupled	-	Leukotriene receptors	classA	-53.63195526853543	-30.110671230078644	3.15252351720775	-14.576728140172126	-0.9503496615579213	-10.521731748807985	-9.328884311712441	-3.1703571428720037	-7.327854659146899	-6.672499465555113	-6.1796984153053796	-8.421530843091464	-6.777129406310438	4.98940878131423
DRD1	Not-coupled	-	Coupled	-	Dopamine receptors	classA	-48.61089682720209	-36.18260743946447	6.609037938086866	-12.77584411773468	-3.3044320214512335	-12.56706828066683	-15.495077506891572	-0.17023240910228515	-2.422225637702409	-3.0945246508720974	-3.5129807271535904	-5.147384655601708	-5.051168749840885	4.099105730597694
DRD2	Coupled	-	Coupled	-	Dopamine receptors	classA	-54.16377305179493	-25.57115201094545	2.4484816003926393	-19.831356531531842	1.2362579929443225	-12.436282476338636	3.1375570425090666	5.197300415528385	-5.066396455765112	-7.665067322486994	1.4511214545608995	-11.242544287432937	1.0050251823376783	8.412601031890754
DRD5	Not-coupled	-	Coupled	-	Dopamine receptors	classA	18.37999895373954	-16.14977786947578	12.111827919895104	-13.081164768403225	-4.477877425654214	43.45533827316241	-14.853787559751494	4.6507098630528985	14.262187304377246	-3.9190835954336203	1.377255253938144	-6.988727820749848	4.532335891021344	1.1200211292087587
EDNRA	Not-coupled	-	Coupled	-	Endothelin receptors	classA	46.470249348919076	37.46003051169506	-29.40763003464485	-34.6453485089388	23.786973698207685	-11.358225495172212	-7.052204210571486	23.054481494177725	0.6442874944568849	-13.625119591886973	20.09735290684841	6.761320842251451	8.77907905859051	9.21921312556827
F2R	-	-	Coupled	-	NA	classA	46.260401396669344	27.947653812315174	-18.85528792170321	-20.668361281987924	15.111650303537612	7.344871816339847	-19.561926385771464	3.4810534501160784	-3.188954811826492	-12.283994573550832	3.9026161874788583	7.859564049089238	1.2734254308248258	6.893899734951605
F2RL1	-	-	Coupled	-	NA	classA	55.755705082104264	32.24184803160369	-43.403363602959736	-7.665059412888766	24.443338000823093	-17.567740838391487	-3.7523117302169395	-18.31623508199444	14.886922895957468	5.0087422328033915	8.401604626069096	-5.229460183188226	-6.804488409512508	-0.12611268655111466
FFAR2	Coupled	-	Not-coupled	-	Free fatty acid receptors	classA	53.89248577512082	30.62492125872861	-40.85546155387839	-11.712909711954818	27.832757639393957	-24.625225220214986	6.591311301994024	-8.61228524197351	7.583745024254556	12.017164576104541	10.091979400381591	-3.552303970578996	-7.288225490595862	2.8725877381110845
FFAR3	Coupled	-	Coupled	-	Free fatty acid receptors	classA	8.619083615843833	-8.347658623854894	-9.774027999677935	14.513481937532308	-8.351328631564167	19.081983207334538	15.229486134481787	-1.5235957226470889	-10.161809065911765	0.3220923735984396	-8.623091968769343	-6.855578855513557	5.675684999535637	6.610703871991567
FFAR4	Not-coupled	-	-	-	Free fatty acid receptors	classA	-13.094415287773703	87.57135974616597	33.004010029693276	2.312705663415615	-29.39576464649937	-18.359076093967733	9.826622829974704	1.242515290879729	7.327842135065385	5.58392053525113	5.953887722682539	-3.0079016961142	1.6929162333086134	2.300246164256631
GCGR	Not-coupled	-	Coupled	-	Glucagon receptor family	classB	43.171470208861344	-39.654991404918306	10.18343438954081	3.6103332091679032	-9.853533475015071	28.78505164020136	-5.833769849269619	-12.618051191875528	41.96844656210405	-1.7848394734356121	-1.5394841537046569	-9.868890111593297	7.929282441698276	6.8849631949944845
GHSR	Coupled	-	Coupled	-	Ghrelin receptor	classA	-12.916505750387996	90.99673781752642	29.5916995964257	0.9911247764757805	-29.37624611219034	-22.916240342617584	13.37453843706238	2.644843161239434	9.753362263348459	3.554218546534456	5.0312940288174826	-4.639832646855537	2.5887213457286933	2.697146362300947
GIPR	Not-coupled	-	Coupled	-	Glucagon receptor family	classB	-15.1798594959526	90.13109128136797	30.022569120209223	5.009638608128585	-31.29378973646198	-13.696937124741563	2.4018002736565003	0.07449880232085293	8.545635923419491	1.731315249422877	7.131798869142374	-5.6163819209896975	6.5066462012344815	2.9140944536049638
GLP1R	Not-coupled	-	Coupled	-	Glucagon receptor family	classB	-33.21557598744632	88.24524377602353	17.407502277261244	-15.248615028324272	-23.80521606278117	-10.34885086251632	12.623844433351358	21.078934020703603	5.91131797557194	4.734556387662387	4.895437071298131	1.2620338988900328	1.9773842151679855	-2.0804274300795154
GLP2R	Not-coupled	-	Coupled	-	Glucagon receptor family	classB	30.418459186431775	3.0729471768362653	13.756906075537966	23.67982571355694	-14.755126003126	28.18052015332778	11.355846533634223	-21.434588325657487	-22.943518244799634	-9.6912844846489	29.39807666170658	-5.243896077097799	-10.159149785190008	3.8888712059030075
GNRHR	Coupled	-	Not-coupled	-	Gonadotrophin-releasing hormone receptors	classA	-23.665263496303435	-1.388126795831225	-34.26814462525577	21.408329142436404	5.1630855649535405	-8.596068858244436	44.909355387051534	-2.6191544374793256	2.8331478449453518	8.89755608118159	-8.215198232342924	-14.321427460900045	1.8367173874576932	12.079885197632008
GPBAR1	Not-coupled	-	Not-coupled	-	Bile acid receptor	classA	68.33853914495185	14.738945273027829	-26.652709071644583	-9.766560464918646	12.999436305198282	-7.399784403539175	-26.721530276704943	-5.054064598295798	1.0225422658276595	-9.162852114200186	2.557483019254995	4.556907716899763	-5.935546181435203	-4.3335396183407555
GPR183	Coupled	-	Coupled	-	Class A Orphans	classA	-13.147025473203843	-11.408374703563172	-12.317504435901952	-25.575612897942694	0.6928480753044455	35.93529842488021	-1.6813004355429655	9.478641963491688	31.103555095974038	6.178398366497892	-7.180974741618301	-23.430409310850596	-6.910141520594397	5.733421884780309
GPR39	Not-coupled	-	Coupled	-	Class A Orphans	classA	72.57973055489123	21.370959427148794	-18.83956686632782	-19.757299188229158	20.383182378520427	-22.153240456554506	-7.344188371383431	-7.573199840126601	4.8995545096953395	0.24060363629850662	3.5481105354065052	-2.4462791603591394	-9.378757143244025	-9.146961354282979
GPR4	Coupled	-	Not-coupled	-	Class A Orphans	classA	77.52602208030706	18.410068204234992	-18.70375925842103	-5.925704346785619	15.463286737775427	-5.403024806348081	-30.553594483542643	-14.122449963635034	0.4797537962339058	-4.025037951443797	4.7690425888876895	-6.1628417945911425	-6.072601519797145	-3.5273413093134
GPR65	Not-coupled	-	Coupled	-	Class A Orphans	classA	68.22459066484652	26.216787612411164	-24.808570971866697	-23.234425271828293	23.734729183548712	-23.299342342123367	-4.584655658018708	0.13655295765261663	9.063950426472855	2.9042631151980784	5.588134193591979	-4.72886548560943	-8.689079654586743	-4.364215789371834
GPR68	Coupled	-	Coupled	-	Class A Orphans	classA	-36.69056683845808	-8.322600478826553	-24.48851596693705	1.4816923875487773	-6.514165816261451	20.42493588468531	0.07626655967434211	4.439509210638896	-4.699404772626451	13.54007875262701	-13.506681990770192	2.215256271978151	-8.537112728203903	-13.85385544502413
GPR84	Coupled	-	Not-coupled	-	Class A Orphans	classA	-29.008246804774238	21.34451771302635	84.82319454973053	34.83383418399459	70.77783925286346	8.914832586630636	1.0897037694219167	1.9240921784505194	1.9283098266745813	2.8334819028230527	-4.537241774074775	1.9603357110462682	0.2919552562263528	-0.2816299530910228
GRM2	Coupled	-	Coupled	-	Metabotropic glutamate receptors	classC	-36.75951293519683	22.907075871536826	82.4944901016779	27.354834997862444	67.56686291005315	10.692817304151191	-1.4551965638583204	5.607206890733714	0.4743005264968757	1.5282410807547433	-0.006311948565073735	0.29968698978838393	-0.9398902614513599	-0.4862055738265266
GRM4	Coupled	-	Coupled	-	Metabotropic glutamate receptors	classC	-32.73721797795622	24.091418574248802	82.59629791150455	32.33337412072205	70.43279817629377	5.383295641709735	7.923032464762196	1.2981524042908057	2.892655265134573	-1.037890647583575	0.006416039101623565	0.7188394101692515	1.8945422519521353	0.515035541168732
GRM6	Coupled	-	Coupled	-	Metabotropic glutamate receptors	classC	-37.31572754627606	22.824447926492848	80.18841725119276	28.381856476618577	66.12675461428479	13.286597290589546	-8.232977766349189	6.322740025210753	-0.19981478259743796	-0.5701943497925775	-2.284756111643658	2.2916989486159496	-1.4328762005559645	-1.906964214946751
GRM8	Coupled	-	Coupled	-	Metabotropic glutamate receptors	classC	44.20105750291934	23.612358888698363	-27.592320417725002	-12.815132398989498	12.702762228912121	4.8573192100614095	-16.827853988641316	-3.8522835932482415	-13.770811622882604	8.264879234659746	-12.43199001052845	-0.1008130643292255	-2.3682022900457085	4.379471692987208
HCAR2	Coupled	-	Coupled	-	Hydroxycarboxylic acid receptors	classA	33.425475891137594	27.120126049064602	-30.233818606096534	-22.004471948681637	12.542054271460724	7.323424924570011	-16.449534280216557	3.628607258073764	-13.255753622525667	9.07607849276648	-13.652802418264857	2.3696656456781144	-6.042489343668385	2.817114240305388
HCAR3	Coupled	-	Coupled	-	Hydroxycarboxylic acid receptors	classA	-0.5822388505682422	-31.984673712973244	29.619292257367785	-13.202872290543144	-16.954884178814147	31.0905700810037	-2.308000490040919	-2.867059299245535	14.689947639633205	-1.2872787138279256	8.618012388325427	-7.746901471345687	-9.572768230900843	0.829694124079962
HCRTR2	Coupled	-	Coupled	-	Orexin receptors	classA	-53.226391053933426	-29.414185697976443	8.00073651090731	-30.677192892811057	2.9267483236855094	-6.693660472239498	-9.734577445083389	2.70653279880238	-10.57890778138202	20.294097847036806	8.182855809371485	-8.255304338773952	5.060098309573683	-1.9228894067656679
HRH1	Not-coupled	-	Coupled	-	Histamine receptors	classA	-20.9090197375981	-49.82617587135253	5.827128276619873	15.710033005448839	-6.727819046149867	-18.450118812063735	-11.481520584117353	-21.503416946452052	4.635366777848449	-7.799718030397283	-7.3248104308039546	0.09586286836011253	0.10833261461355062	3.700146295282451
HRH2	Not-coupled	-	Coupled	-	Histamine receptors	classA	-51.107283896811936	-30.78431226338634	10.451260708530915	-8.808452113229388	-0.905104225110777	-23.460847420877105	-2.2840644792287224	-5.533413321036129	-7.329707259396713	-14.343485709798268	-2.185403497731251	-2.899732183999903	-4.910932140925242	-4.010170036006109
HTR1A	Coupled	-	Coupled	-	5-Hydroxytryptamine receptors	classA	-40.95321767456949	-33.3528980798537	9.385077262779129	7.687099458835337	-4.950565575941421	-22.591804010986042	-7.326969717330774	-10.45348347768768	-8.88287952195428	-16.989346575300686	6.470035317219963	-5.190603362602542	6.069258747909857	1.953740696745744
HTR1B	Coupled	-	Coupled	-	5-Hydroxytryptamine receptors	classA	-36.43497780748219	-36.520742526757694	7.8890658332936665	9.941000943944001	-6.701960287543969	-23.350163562238848	-10.166665900673543	-13.64945264677371	-11.004121680333254	-19.06554197532931	0.8326160815423107	-8.052493629370904	5.422398740955363	3.6979877690650764
HTR1D	Coupled	-	Coupled	-	5-Hydroxytryptamine receptors	classA	-45.49939288277493	-30.153076824563808	6.2289781063717555	-19.268205694709955	-1.576007154671721	1.2009879077699084	-8.959437745064099	11.015512434087356	-2.2134723706332093	-10.76314970889347	-4.501311055922758	-6.024253534487133	0.22052126912348988	16.649091388310033
HTR2A	Coupled	-	Coupled	-	5-Hydroxytryptamine receptors	classA	-49.751409374328695	-30.507784903687575	9.572113928435131	-22.114427206652433	-3.2990105183079805	8.109294411622773	-13.206313489438948	8.157969044527668	-4.610366415100963	-5.902560484946591	-9.818966020951551	-9.762313185184453	-1.8702305306026523	16.021097316293492
HTR2B	Not-coupled	-	Coupled	-	5-Hydroxytryptamine receptors	classA	-42.44094194099166	-35.09357613364055	8.344528883181448	-12.418187477551285	-3.4686942121357847	-1.3121855031867078	-16.562748012778957	-0.5278882077868309	0.586637565098578	-7.920017280406066	-11.159655360859578	-3.325955729424166	-4.553446014945654	12.503151734402689
HTR2C	Coupled	-	Coupled	-	5-Hydroxytryptamine receptors	classA	-57.98955571748295	1.4800884224988335	-48.577892294161636	37.230041850678596	-3.281984091271132	2.4579519885603758	-11.458782457738216	12.587118538341928	-3.314537029167362	1.0638857084603361	4.019902225339363	6.712881230114867	-1.5276028598104374	3.809124858712753
LPAR1	Coupled	-	Not-coupled	-	Lysophospholipid (LPA) receptors	classA	-46.36638348825821	-1.8840522139684177	-47.551439224899454	39.036111360933305	0.25339195925467856	-5.4006175367802545	8.471032439681986	8.457925776069654	1.6983084718648531	7.869883563482965	1.9595555500046506	1.4674486509781541	-6.366740713676915	5.487948385097546
LPAR2	Coupled	-	Coupled	-	Lysophospholipid (LPA) receptors	classA	64.0233697845991	-13.996857758599955	-5.974094325304908	4.013281380781784	1.1613149308105262	-1.8612221753892793	28.719554206537204	-1.9038115183020405	2.5050404370877817	9.357306034405035	-19.708214678520687	2.733641230388034	-5.56572042230508	-1.7136635782615885
LTB4R	Coupled	-	Coupled	-	Leukotriene receptors	classA	59.11153140110185	-4.411779456006461	-9.331021456588319	-2.704243421051842	9.247751379189525	-9.628502684935025	47.169369961465854	1.8303787310378796	5.456392345422968	16.22991328920246	-15.03858370556398	-4.336370020698613	-4.322640085205169	4.745813934971433
LTB4R2	Coupled	-	Coupled	-	Leukotriene receptors	classA	-44.732951111436314	6.778509067191915	-57.66547815254925	42.39191160066353	5.251663664013038	-6.083430971545143	-7.862809674414183	7.652268461155233	3.659042960900509	-6.899241369965776	15.571221527683354	-5.640632972120641	2.8275977234284886	2.1772206852708873
MC3R	Not-coupled	-	Coupled	-	Melanocortin receptors	classA	-47.58889459129408	6.098567314867053	-61.37167630079915	37.11863569963251	5.185783305695376	-3.740596820427176	-10.417099084777728	14.183979195597662	2.1919926328815564	-8.423212505089953	12.753991303697575	-0.003197819297777677	2.983571705642745	1.1797788645942426
MC4R	Not-coupled	-	Not-coupled	-	Melanocortin receptors	classA	-16.99715885836511	-21.798687945209277	-11.048308645431195	28.15288637615101	-15.85055623620503	19.975976706732794	-5.854159831616418	-10.388318955015952	5.022981656466302	1.9772442364593938	-2.849271169473296	-0.41636324483871073	-2.5107412978306516	-16.020951738786298
MTNR1A	Coupled	-	Coupled	-	Melatonin receptors	classA	-10.411426502618832	-18.702976826358316	-7.36079437760431	19.188562880179642	-14.136971621687795	14.033726998271586	9.863733192886107	-5.4267653225876815	4.696661794866718	0.2631609068480298	0.6885054491466756	-0.07299331567299973	0.4362443849705458	-13.059164403115345
MTNR1B	Coupled	-	Coupled	-	Melatonin receptors	classA	2.2989003827182075	-28.494163147686507	20.592637800636616	-7.51607704742445	-12.04026052044677	18.448976022126825	18.267541613118514	-0.8272152249238843	16.339463725989628	-1.620901533927543	7.186298122894808	2.2441062248064605	-5.91219430922261	-2.879342548215049
NPFFR1	Coupled	-	Coupled	-	Neuropeptide FF/neuropeptide AF receptors	classA	-18.268612206688175	-18.92145703818709	14.299269248407741	-24.632376715547238	-11.700897148867758	31.181036921482136	10.666896622116592	24.668885597063948	19.627308206898377	-12.106991016888912	11.979728894069114	30.508768146856845	-5.52025434201316	-8.326728407278392
NPFFR2	Coupled	-	Coupled	-	Neuropeptide FF/neuropeptide AF receptors	classA	11.155113767786245	-35.80913059602506	17.718989420658016	11.043046858526683	-17.68807986309587	35.06473459985305	-11.771562810050408	-4.586014651591941	4.381588547927209	-3.1864089386138925	-0.46772587099034296	2.439332223253548	-5.076787246533406	-5.387482788467406
NPY1R	Coupled	-	Coupled	-	Neuropeptide Y receptors	classA	-13.069969470717693	-22.75858197985229	9.776735704598169	-15.29127359916913	-13.694559439931863	36.33373632858092	-3.7366975979271033	9.399954992314273	-6.090025060412509	2.7319506380179326	-1.9412155494829406	-10.319105910700978	-5.503929273594626	-7.375412498218074
NPY5R	Coupled	-	Coupled	-	Neuropeptide Y receptors	classA	52.3818420314183	-44.319104966140976	17.255252227199286	6.389165523653871	-9.463191598785716	-9.103507188026539	9.303995003241113	-3.6924484456800157	14.335846964470242	-4.208643102739578	0.34604698751816854	13.646274080092011	10.972844294911473	2.2327227829857357
OPRD1	Coupled	-	Coupled	-	Opioid receptors	classA	48.81699361546713	-42.44806627637236	18.38653544082933	3.1582167462352135	-9.840579167940305	-2.326422624169396	-2.1862919487376575	4.726276994493509	10.581581396964976	-4.524872385076086	4.614714220748256	9.426570562335735	15.340856836111957	6.576497275491526
OPRK1	Coupled	-	Coupled	-	Opioid receptors	classA	54.79438321568267	-43.17887441390181	14.784103051476452	4.987220737981511	-6.739747704036607	-8.453891588895688	8.195602202987596	1.7107092211333148	12.937319434071538	0.367867742979452	0.5573757159781916	3.371825614889159	14.62919845080947	8.004977861954126
OPRL1	Coupled	-	Coupled	-	Opioid receptors	classA	41.32411465317391	-39.37139194703084	16.12471195755138	-3.0451347952388055	-8.43123398284358	-1.2043796465007892	-3.8506010165438567	7.157984799411078	9.780029229807898	-5.067767155215122	2.8854741301588356	13.632753279251363	13.149234977146902	2.1023615206014608
OPRM1	Coupled	-	Coupled	-	Opioid receptors	classA	7.137486656169379	7.715660570159784	14.115272429313043	3.4026902807968504	-14.862438148174306	23.65921083522859	26.800552229853423	-16.74988201345364	-18.592887800841112	-6.880185059457865	9.959973964848949	12.274503490301505	-19.149681609545564	7.786948299173503
OXTR	Coupled	-	Not-coupled	-	Vasopressin and oxytocin receptors	classA	77.91074882135227	14.84025657635203	-13.398636356862966	-19.173421155083993	14.362113821964336	-10.60403379746606	4.05223831088392	5.661812511025039	5.409242525469652	4.453715199559472	0.359347420363735	5.049799363439397	-12.640300559336765	2.1772091330037173
