Gene	IUPHAR	Shedding	ebBRET	STRING	Family	Class	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19
CHRM2	-	-	Coupled	Coupled	Acetylcholine receptors (muscarinic)	classA	10.53727708868743	-4.373660722462028	8.831397486467985	-8.500825283719406	-3.98070839208307	3.4900718936888677	2.3456497236050744	0.1780601180243705	1.504262937954969	1.263590308737905	0.8036837380749906	0.5242388772326267	0.6471283197206114	-0.22786840727972804	-1.444024767674357	0.33650584565644615	0.07004079230188592	-0.4681908792223146	-1.6518361034702942
CHRM3	-	-	Coupled	-	Acetylcholine receptors (muscarinic)	classA	-4.454619077435054	-1.7310036730984601	8.619009256155076	-5.166935008461835	-2.574213314448634	3.9221103788452276	-0.06954995710607906	2.209097766997823	-0.5586633208048117	1.649856975325641	-1.4672440585086424	-1.0224948590118634	-1.7841631748812206	-1.192836601583077	0.22691635376825037	0.6586705089565601	-1.7748931216972113	3.0437402407030585	-1.9151508000775015
CHRM4	-	-	Coupled	-	Acetylcholine receptors (muscarinic)	classA	22.831376975939328	-6.4346789193832965	-2.628188114027855	-7.033643895740585	-3.889253428358903	-1.852585093381981	0.47862841433874936	0.3179027037155287	-0.15122415591731644	-2.2340310042676434	1.7142080876867072	-0.4431254732866035	1.252157367817329	-0.7452746544345007	0.4211667954558414	0.9235799138081695	1.9948378118131804	-1.2518549979787559	-1.0158384483736593
CNR1	-	-	Coupled	Coupled	Cannabinoid receptors	classA	7.391162934925451	-3.259638788608316	-1.5201652915806472	-1.5222616865960592	4.579635159762997	-3.586838649425174	-1.545557420880052	0.9538256645888371	0.7410545649675341	-2.565827109516819	-1.230027352724384	-2.7092123585081653	0.10639430680680159	-1.2981943310735318	0.3157779543246112	0.6262006156124406	2.851623362257567	-0.7819372005521235	-1.850701969339624
CNR2	-	-	Coupled	-	Cannabinoid receptors	classA	28.964881516273397	0.9156371803536426	1.5646106029724207	8.3728667705495	-5.49584952138174	3.961501515745251	-3.0324615636626704	0.47679454456845205	-1.1090720692046425	1.553188825984995	0.7145354389386336	0.26952964326982065	-1.2386658495938982	-0.8598327558370502	-0.9598865563539976	-1.8448681950453631	-0.13088197887839997	-1.2551566271391874	-0.29293805475531154
CRHR1	-	-	Coupled	-	Corticotropin-releasing factor receptors	classB	30.115890038725794	1.0103709268393668	-0.34990192483294363	9.280312123128152	-7.51841653946038	3.9550885107000653	-3.618017488282247	0.9706869166699245	-1.1346151714839594	1.0744762608357838	-0.20651810887627026	-0.19727752083801878	0.4848978057684753	0.6806391975969658	-0.5422515576333431	-1.9203127761486762	1.105142237550152	0.40573336852843406	0.23899885230937276
CRHR2	-	-	Coupled	-	Corticotropin-releasing factor receptors	classB	-10.946397840212246	-0.8734350009963144	-2.3493653805870878	3.232980580643993	-0.35327417044869125	-4.924320660655996	-0.7179689381799877	0.0029310032250395423	-0.078029209897481	1.3576229620243236	-0.550041676655859	1.1041383290372118	5.131912996214147	1.4593842393055096	-1.9317997976826404	0.5789167341991721	0.08480029678959351	-0.4077781550924589	-0.2837671126418034
CXCR2	-	-	Coupled	Not-coupled	Chemokine receptors	classA	-15.5779436608579	-0.03279042130640805	-2.676484743524075	2.5503342128403603	-2.147216645594609	1.261573419949147	1.362592183654822	0.022640487403330307	1.6287226047218286	0.7199429887999687	-0.8276427989750912	3.0207134350227713	1.7930896100623006	0.7198862904260425	-0.7047478560779412	-1.034768737575132	0.5998571576629463	-3.0094234949370757	-0.20505293093671173
CXCR4	-	-	Not-coupled	Not-coupled	Chemokine receptors	classA	-13.568721329878592	-0.356336979630994	-3.3087192599027717	3.8296189254059048	1.3010903258806295	-3.236910931289631	1.034351744540774	1.793782562762126	0.3227708130953103	0.923205271054257	-0.03228776105553038	-0.41794637027836434	5.501253339790855	1.8646524227840091	-1.0694194774140542	-0.35522554519023986	0.8273765079744089	0.2075472326874537	-1.0946682715478437
CXCR5	-	-	Coupled	-	Chemokine receptors	classA	-26.111479826495795	2.4888768428903094	-6.062243927763537	3.1058209802984353	-1.6513376379438767	2.082671362004002	4.1154652154925335	4.620708549901389	-0.08626096234151057	-1.1756175130867257	-1.7822248681504436	-2.7679082363797822	-0.6179877422113572	0.027754147333786207	2.7274498835974352	-0.3902842606853041	-0.14674470356663383	-0.9405943975060733	1.9030632515226387
CYSLTR1	-	-	Coupled	-	Leukotriene receptors	classA	-11.360101842287044	-1.4398968192796011	-6.683926114176021	0.6565707308214029	-1.3607483788016494	0.9361227737153297	2.0552026243229045	2.990530787321779	0.06600625690014604	1.676909969880329	-1.8126844185018935	0.18863687899429357	-0.4978791727145741	0.1950786322852506	0.3715243993782131	0.3165886611602831	-0.10942410908604255	-0.48812794297030143	1.284458559735517
CYSLTR2	-	-	Not-coupled	-	Leukotriene receptors	classA	6.904957307888317	-4.866694766006704	1.9007287561435156	-6.9216153263474185	-1.6729363702430493	-0.41367247843203125	-0.8970871033559011	-4.749932840320036	0.06163646227849067	-0.7882657977236952	-0.15845126458766806	-0.04786421729878434	-0.050295615072198666	-0.5306443806180122	1.2023592937213183	-0.9024061360851535	1.7348895628956698	-0.010447121755486384	-0.25821363157971494
DRD1	-	-	Coupled	-	Dopamine receptors	classA	-10.282615104926665	0.2627992130660754	7.803426903817199	-2.6647089954761793	-4.294455010472667	0.413681996784976	-1.1291132895014118	0.18837461050817955	-0.15979686460817885	0.1970821599608608	-2.711173250424889	-2.7047227356480583	1.260404344105675	-0.25130872900124357	0.14701705464495882	0.07004229803986374	0.12002801847502187	2.13567172962279	2.9329429970329226
DRD2	-	-	Coupled	Not-coupled	Dopamine receptors	classA	14.625107264521912	-4.592858446950626	2.427291128209736	-5.477300645023565	-2.1978865366154143	-1.2369676884930858	-0.6546014461972834	-5.724767668807435	0.20199379415559662	0.2453613931611853	2.2640908560838846	2.6801966068226375	-1.0664892406051067	0.7376328650532171	-0.17407685568058415	-0.801598420911547	4.0244376868805585	0.9395132445869512	0.246557806774356
DRD5	-	-	Coupled	-	Dopamine receptors	classA	12.87217900928197	-5.620781846617207	-6.135861565201594	-3.602192877725397	-3.2985120430561685	2.067008722994326	3.6391009093271536	0.10231912554108914	1.5557690174533108	1.7898676472896968	2.501605748661426	1.4142179744236052	0.3850592210694621	0.41037704726004337	1.258986419305194	0.7548795874624968	-0.9659707084148558	-1.4379522416237829	-0.47323911401006075
EDNRA	-	-	Coupled	Not-coupled	Endothelin receptors	classA	7.386761124906293	-3.452010016639895	-3.7071807227258926	-0.5991759170581288	-1.210341344316249	-3.744038127340289	4.730876425865852	-0.7050032763055372	-2.2001167321340214	4.350839440833934	2.9553925342151146	-1.9286947328661181	-1.137314508729955	-2.4646817693327012	-0.9688090089826982	4.598882277731422	2.4583239321185175	-1.0343008056330312	2.069328457078742
F2R	-	-	Coupled	-	NA	classA	-11.881783355129745	0.04566082782977244	-4.929110590486796	1.5072947219189554	-1.0285802935020973	0.7939934894954888	2.998627730232618	2.7781424398870564	-2.357634579861505	1.7332189590896745	1.3609959864137413	-0.4260061654636208	-3.3156260324647633	-3.0706878919619927	-2.668559028633098	2.08568977066467	-0.6832257872189421	-2.3642009606324668	0.7968706411410895
F2RL1	-	-	Coupled	-	NA	classA	-8.150126520276988	-1.092712625679169	-4.418808086416854	0.8599148799773455	2.36066237753514	1.3364745477151148	0.23579686034918212	-3.4361272991511718	-3.4600648639895337	-0.33991424176763263	-2.7175089829234857	-0.5159142887854513	-2.0199426248565033	-0.1620036710895615	-2.2474503279413085	2.1835560682142967	1.0183811665646092	0.1848711689928416	-0.5834571758110607
FFAR2	-	-	Not-coupled	-	Free fatty acid receptors	classA	-11.909984885735263	0.6556427641865512	-2.779638409196411	4.844380462093143	4.462865278403249	-1.6876774392247729	1.952510287946137	-1.3791759003931898	-3.113218210604979	-1.8576457693981314	-2.8013271595267883	-1.2149708114289715	-1.8444622109484052	-0.0038298770076489216	-0.698554966245193	4.002160411407045	0.7255920805145778	0.15256974640430104	-1.72616238378922
FFAR3	-	-	Not-coupled	-	Free fatty acid receptors	classA	1.3965976007373337	-3.179010137395125	-3.5035921617520676	1.3307807914274348	2.358815407749957	-5.3942283852431805	-0.1431630345126483	2.33352199230769	1.470845579297004	1.3174367798504725	0.4879832568246187	-0.0723253543931456	-1.9332875402354575	-1.5370551402919133	-2.69627723528574	-0.0037459339823676455	-0.7506668789984381	2.9690513685713036	0.24195822822052687
FFAR4	-	-	-	-	Free fatty acid receptors	classA	28.696964443939915	3.130461214684956	3.5104490880695796	10.334510377405094	-0.4084463203299242	1.6802012324177533	-1.550240876200418	0.8258541616405038	-0.031760053989856	-0.42164095950508307	-0.29275662020257753	-1.1768932181650795	1.113384155612236	-0.8940811348195102	0.29736070118913527	0.5883571229908079	-1.0043164340593813	-0.45642620205123813	-0.7859110657349804
GCGR	-	-	Coupled	-	Glucagon receptor family	classB	-19.529834950815623	1.6559360453451797	-1.7354297915671049	2.3605101179323658	-0.7843579061153826	-0.1958029520020569	-1.3161364096161163	-1.4646886551112086	1.093216324153507	0.8329327938374298	0.8309318699922998	0.036726514848289	0.9562441489990745	-0.06645907369712536	-2.9369747933829884	1.2266718032782038	1.1558371477717357	1.5939619977789468	-1.2743963887342655
GHSR	-	-	Coupled	-	Ghrelin receptor	classA	35.178300125987356	0.027987821635528667	2.3106913465305956	10.064217260797395	1.4745712593376026	-0.905519149273327	-0.09451723136000233	1.1361842507495286	-0.11326717592322325	-1.0473954461682218	-0.5973008546699051	-0.05022695124945224	1.6568866684326087	0.09873806914041194	-0.21386483746553722	0.3730772766265695	-0.5671897197213662	0.9827143399520092	0.1956205812103262
GIPR	-	-	Coupled	-	Glucagon receptor family	classB	37.93472138514784	-0.4704474082987001	0.722276569879321	10.176359119253467	-1.443617412775115	-1.8351230053084069	0.782023964242402	0.4411918151287892	1.3417156270250459	1.5749052833038693	-0.5883017845009189	-0.6443876445554031	0.10038311386050283	-0.06915448370581667	0.06703529592221333	1.034495259682195	-1.0986477524211469	0.8823940065560824	-0.7250776125746791
GLP1R	-	-	Coupled	-	Glucagon receptor family	classB	40.72992985874898	-2.298120324267768	1.4295413331039548	8.411718864026282	-0.039456108796255905	-0.702823886488069	2.523862549351067	-0.2983600063819769	1.8360529186973782	-0.5330064843099435	0.2164346001354191	-1.1158258825297853	0.9687560068240888	0.5589147844919791	1.700424824348385	1.0207400889047642	-1.2958720321805441	0.39380058983518174	-0.32511460639195716
GLP2R	-	-	Coupled	-	Glucagon receptor family	classB	0.8584688640408162	-3.734799695204561	-4.173374302432653	0.18495148235999873	2.034193838529176	-0.7121882062140324	0.6331608464678674	-3.5213668607577784	4.901684331945186	7.457812225516223	-2.4206528391571536	1.8351771622228454	-2.7057730621032525	-0.7595577381711216	3.713502160686347	-2.356766128340484	-1.9929331230399163	0.1720978508845078	-1.442767910942786
GNRHR	-	-	Not-coupled	-	Gonadotrophin-releasing hormone receptors	classA	34.82049079860859	-6.975833313226476	-3.9792800626752682	-2.8851149108524057	12.94504066531011	-0.30223034667233295	-5.789132221894822	0.2816054292149816	1.7108205045588805	0.9064539070636277	-4.269423483010097	4.907176009639595	1.1896606880583926	-3.66500078337478	2.568290104356932	0.9430618429399834	1.9053314069537992	1.7436171827973503	3.575115043168508
GPBAR1	-	-	Not-coupled	-	Bile acid receptor	classA	-26.354666789170587	1.8250045108239783	-4.519691999138803	1.4400353262370709	-2.490996840713008	2.3932250037236855	1.4099771033237394	-1.855023341908399	-1.0999726055121353	-0.3839019624986051	-0.2589643148645679	-0.3933662342387723	-0.4837997148305376	1.3836242585610539	1.1021973980388866	-1.3493680961068983	-2.2238374713337667	0.5546050239098403	1.7677100085426243
GPR183	-	-	Coupled	-	Class A Orphans	classA	1.954505704004639	-4.003011640346499	-1.2043755998984185	-2.868523969546412	0.7826644974097255	1.3693027562814122	3.88165075670191	-3.2939771214991147	1.5293262421929323	-1.928360405686257	0.5810228166933976	-2.360608654988172	-0.20696840242316528	0.9113982752987791	0.5599985336497932	-0.9455688029998034	-1.6983443090140893	2.5540293329445976	-1.3432488099019813
GPR39	-	-	Coupled	-	Class A Orphans	classA	-2.391210922973838	-1.8391897373189154	-2.777176435751147	2.210772903249268	1.0524111818656752	2.503326501044965	1.8456215325870435	-5.750776775999952	-1.9094012976021175	0.17175313159815064	-0.9509087622570872	2.3056033587404574	0.4059176951071757	2.0069412066123977	-0.007583365229805474	-0.1521717096445451	1.0936427123975214	1.1922224173592773	0.2147718324936385
GPR4	-	-	Coupled	-	Class A Orphans	classA	-11.653824575791022	0.15190226917092364	-4.743503616699157	2.4996486025676248	-3.0583577122313366	0.7355102460614619	-0.3478361527288784	-5.611310622958863	0.6119398273341258	2.066571522754512	-3.697301846144297	-1.3821073164759248	-0.3043109420046974	1.0253961415174688	0.8666482667315878	2.1981317676652106	-0.062250139544673386	1.1429306617406607	2.462612961104142
GPR65	-	-	Coupled	-	Class A Orphans	classA	-4.823268749356434	-0.8061329106198495	-2.173833146013016	4.468965200671381	2.3136063521072794	-3.186938428929222	2.3560534570164235	-5.415214367285184	-1.2950608054804207	-1.041984758321295	-2.8991341709789555	-0.48661706207261424	-0.5741662611196805	2.5004392613547424	1.4355564349450267	0.9271840443487851	0.07807875014860638	0.7813242537173883	0.22289255771244332
GPR68	-	-	Coupled	-	Class A Orphans	classA	3.93847010282867	-4.360222175339603	1.698100326804651	-5.713907510282694	0.3282915809310889	4.5846221161310075	1.7542854842956266	3.3138092706589357	-3.031617247556521	1.3791560279472215	-2.0998001119488268	-0.9620888554340286	-0.6258626400324143	1.496762970335176	-0.8075711705630328	0.7426672588226936	2.8983308858794388	0.18943416695510795	-3.1276754333644234
GPR84	-	-	Not-coupled	-	Class A Orphans	classA	27.34638797328369	22.6267472496903	-4.3920525367750605	-7.329834793801894	0.36360862476019185	1.3716222433798173	0.015696892246327518	-0.9753923160497031	-1.5350880564752527	0.9202695774931648	1.1517913277725278	2.1474114747136794	-0.2815372245052404	2.9197800486613463	-0.38857862843692287	0.7031952359905792	1.4622481814758794	0.255807106293677	-0.17386506849574715
GRM2	-	-	Not-coupled	-	Metabotropic glutamate receptors	classC	5.313400847306496	37.198473233759046	-2.2871735701702494	-3.7571313594533517	1.58729471598281	-0.8430661072803672	0.549247471456121	0.8685245856124482	0.8964879875771944	-0.864874666889756	-1.1436900304004647	-1.3468872416864617	1.1807314665440756	-0.7944729934084813	-0.13616570648882073	-0.41197054121931104	-1.04872247303828	0.41992168758018805	0.2307808756026191
GRM4	-	-	Not-coupled	-	Metabotropic glutamate receptors	classC	23.57815062931645	27.957539491993476	-1.877061650434097	-5.76767989693395	3.9596943669457842	-3.7439470223691815	1.4997805406378515	-0.07181214975231044	-0.6678400225057941	1.5088140299700916	1.6090819902647822	0.504754730758838	-1.6314111558569384	-0.818620890448932	0.02851518246723634	0.13341467670565368	0.720889422063649	-0.31472946793210116	-0.7107114880988734
GRM6	-	-	Not-coupled	-	Metabotropic glutamate receptors	classC	11.12855694023721	33.907351561961036	-3.625854560523039	-6.864999280013613	-1.3102755435393967	0.9965333464880578	0.21283061395448566	-0.15903365892768884	0.922439473336341	-0.4229980612914538	-1.3538720579467673	-0.06852769560047116	1.2350501854645912	-0.11731076607853112	0.1977926912293356	-0.5523145005343778	-1.0587250480165113	0.1825901570435454	0.23155701111041327
GRM8	-	-	Not-coupled	-	Metabotropic glutamate receptors	classC	3.978223595250077	-4.206882346699527	-6.352147520858155	-0.7505650120499826	-0.15533133421965462	-1.0788050168068692	4.879830588889312	0.3034104938069421	-2.6911505351960496	-1.1939448765365976	-1.6152884790396014	1.2650513566435424	-0.21307163356511893	2.62531626069875	-0.16305813448972512	-2.803107082942621	-0.7146634020695962	-1.2022294389664812	1.4196505225278224
HCAR2	-	-	Coupled	-	Hydroxycarboxylic acid receptors	classA	9.798649222958602	-5.590705725635065	-5.329867355402512	-2.0407124819539044	-0.4913307527047207	-1.5642683281886405	5.666881727621245	0.3400508776882929	-2.718622300299125	-1.8689776193472531	-1.631668319727755	0.8713410362510781	-0.41163415326017366	2.8550772968373472	-0.012632997176144793	-2.4980468103668865	-0.8573554276093184	-1.227502667483685	1.110652918090777
HCAR3	-	-	Coupled	-	Hydroxycarboxylic acid receptors	classA	-10.257906573343087	0.005230610408426996	2.5735899161848432	0.8303874885164974	-3.779507655788663	-0.3919697641668251	1.251828802326785	-0.33255342616695044	2.821413546468075	-1.0918048338199269	1.4828835554599709	1.144089338048666	0.3139253512367758	0.704448571049668	0.14106050615450244	-0.43079309166864443	-0.31219573844539766	2.9087966246729393	0.02259976517834727
HCRTR2	-	-	Coupled	-	Orexin receptors	classA	5.236813121366714	-3.3590979153513043	7.995697252543851	-3.736625113741838	-1.4382451644736138	-0.9582544720114317	2.966779440910594	-0.536218143233085	0.8687485729987211	0.48235848666886944	-4.233772930562334	-1.779107961371425	0.8735501504396646	-0.09466151311948594	-0.9261579924139592	0.3073779592908431	0.002407570000124466	-0.7981992451894832	0.07406748106559324
HRH1	-	-	Coupled	-	Histamine receptors	classA	-16.48403218625108	1.4430156310844484	1.9244934825028308	-0.024730614255942904	-0.5164721561554682	-0.19961771028344813	-5.35911372620511	-1.7232837349328847	0.9610176040000964	-2.7167341507552814	-1.3677657667836651	-1.6338887184401492	0.11963176666962558	-0.772997091064161	-0.4351370814342652	-0.5011911146417773	-0.8836581795659175	-1.7361169939355825	-0.044377311666213504
HRH2	-	-	Not-coupled	-	Histamine receptors	classA	-5.139098114422802	-0.332991456508935	8.984105546614426	-3.5402443230691665	-0.3166262137009307	0.43889057666196246	-2.123306791856387	-0.9326659036650368	-1.5341513051971885	2.15387174478632	-1.8337584598125005	-0.04049735502365524	0.16092254479251222	0.025931667897982878	-0.7442012457900463	-1.4945048700054087	1.2505358378042535	-1.0381607021468575	0.30903189334064063
HTR1A	-	-	Coupled	-	5-Hydroxytryptamine receptors	classA	-15.608034365010543	2.1972924382756482	7.112593765911227	1.2864506769508781	-0.6804677213275729	-3.210949259083712	-2.1898189051048926	0.8114522987633515	2.097096508057127	2.3709738183934497	-1.609313732217145	-0.5944896169357476	0.5369787105643117	-1.0145371973441752	-0.4117587517053704	-1.0219839603247765	2.4067907337365613	-0.03888698329671006	0.9157462502721546
