Gene	IUPHAR	Shedding	ebBRET	STRING	Family	Class	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18
BDKRB1	Coupled	Coupled	Not-coupled	-	Bradykinin receptors	classA	-3.9634727027814978	-2.5741945486088746	7.026311242025109	-2.792100517058296	-4.632438404834812	-9.304713914613123	2.371085748640089	3.559981831518166	0.1790745183132016	-1.3882839525365422	-1.6840496570738621	2.273051672860498	1.021194674852552	1.8419402469739101	-1.4235351358895916	1.5547581286506653	1.459661485122165	-0.831424690020934
BDKRB2	Coupled	Coupled	Coupled	-	Bradykinin receptors	classA	-16.984185478809174	3.500281658775754	1.8586320518285175	-0.08258438807947865	-3.2005888717169513	-2.0114106339668254	-1.3189410307780416	4.138065143441297	-1.594483008509537	1.9468668610648832	-0.3604703173434606	4.750796148265913	1.3406251329501597	0.2545162934835443	-0.3494432437676682	-4.7527777001411655	1.851911668712439	2.8089272292393006
C5AR1	Coupled	-	Coupled	-	Complement peptide receptors	classA	30.165646707404875	27.78696908652742	4.250851720574449	-16.682608764787343	4.822904728096035	2.846464121702469	-2.5740990815774594	-6.14486941062571	-6.846103833396578	-2.221412783376286	2.7768540461529043	2.6264617470938196	-2.503401175638291	-1.820737861977877	-2.2481274376698823	-4.523773321583227	-1.6881107157852662	1.124298083155574
CALCR	Not-coupled	-	Coupled	-	Calcitonin receptors	classB	-7.039492563233274	-7.789659309730733	-9.65592694751716	-2.8901057191528783	-1.2040484844702724	-0.801660290190237	3.2912579551293657	-6.695184793742303	0.8051543428755189	5.095337594464098	1.8685430789051989	-7.37194913116839	4.076890392629701	0.39346854236862133	-0.5341535982991619	2.1990134206504925	0.014445994707785334	-0.17037127122841914
CCKAR	Not-coupled	Coupled	Coupled	-	Cholecystokinin receptors	classA	-22.632774613739517	9.752966584162099	-5.5375172339876055	-6.825464698217425	-3.443592077269058	-6.416904606796006	-4.077287089711678	5.262111952238532	-1.693019634568716	1.1293029866354225	-0.2990080712443963	1.435330907937206	1.9646218696984938	-0.7396160629746448	-2.6419334091160986	6.452293236335629	2.2286949838207106	0.863547730107284
CCR5	Coupled	-	Coupled	-	Chemokine receptors	classA	-18.135575403169646	5.416099573885624	-2.451287817462196	-6.814435812959875	-6.633103723249648	-7.9745785857055775	-2.900527440905439	0.2136175699959146	-0.8324002635813069	0.9809656993418856	2.670555716400785	0.04866103526476411	-0.7960688292555327	-0.7871474276604895	-6.144501991947378	3.990871555846459	0.19702840174662348	1.4777700354315937
CCR6	Coupled	-	Coupled	-	Chemokine receptors	classA	10.542116423747634	-14.70819027552289	-19.43895543511599	-2.827361959214862	1.0188488497195438	6.481513235030579	-2.1960810569061655	5.472217414874599	-0.8309606677023517	-1.0720690490659224	2.1114604758060183	-5.76149171909485	3.4417701634353106	3.575802689685316	5.569920561608533	3.3113936067494634	2.6372565982154783	4.8532815470333714
CHRM1	Not-coupled	Coupled	Coupled	-	Acetylcholine receptors (muscarinic)	classA	15.901105539469414	-20.3469919429643	-13.299127943860043	-1.9148406108833154	1.8245472725401202	0.13464131945057453	-7.208027459069715	-1.966591798054823	-5.866340562024845	-1.8650941579643954	9.524896225546	-1.4695844694194962	-3.4886455472171347	2.715163222609511	3.515355979735977	-1.096978281614728	1.950077010446133	4.891456319078159
CHRM2	Coupled	Coupled	Coupled	-	Acetylcholine receptors (muscarinic)	classA	32.05537275034414	-28.697443926556563	-6.739552235721855	-2.5682831593154263	-1.5081793970520898	-4.276935017414447	-5.89107299214939	-0.26274487463092305	-2.577943028548622	-1.4197494690988743	3.616053623424198	-3.3370592545800166	3.1199000944183104	2.4056849668710854	-0.12298835252763814	0.027839801247518402	2.3013090818500404	7.0461857006948705
CHRM3	Not-coupled	Coupled	Coupled	-	Acetylcholine receptors (muscarinic)	classA	13.477542976617263	-18.430115035552774	-14.395350041886559	-1.095977245360041	1.4157317286806819	2.230423023372465	-4.418619019617339	0.8932664684455297	-4.11144524875509	-1.0082871555136965	7.890574281380714	-1.669505920828436	1.5815988639139476	0.41070709611312817	4.025400627018557	-0.22670307214029276	0.26059611173226993	4.62538995962496
CHRM4	Coupled	Coupled	Coupled	-	Acetylcholine receptors (muscarinic)	classA	22.828365228476727	-21.192417058971625	20.81864535052759	2.42072603884242	8.827446333155232	-15.62547169393458	0.8701186447953166	2.0770854547091826	-0.6735105613513843	4.110981863373544	2.018941939074316	2.5075189623023992	-5.135485544551394	2.805052275295408	-0.23652942106594702	-1.888227663855042	0.42002722311652513	1.073417106330882
CNR1	Coupled	Coupled	Coupled	-	Cannabinoid receptors	classA	-5.622384109716699	-3.072640963099643	7.252314096979469	5.462879087568975	13.029595024527822	-1.2742270151967257	3.6141430190964905	5.582343478707044	4.560107432332801	3.231777459252716	-3.1457614685429234	-4.089972847283401	-2.511909447066202	3.718350195299435	1.9458841675241878	-0.5178052171144067	2.9329059741435772	0.4275262852343863
CNR2	Coupled	Coupled	Coupled	-	Cannabinoid receptors	classA	25.04751387112528	29.54620624102813	1.4621950389441605	-19.161031020612427	7.7687515618073535	2.4328798233963314	0.47700447106588795	0.21685441891125717	-5.061878580452307	-0.8999251834529972	3.5182974564847793	4.369615521060861	-1.076839087622412	0.24551405181176558	-1.7109425030387069	-1.1611698142786595	0.2740234393138785	-1.340520884584993
CRHR1	Not-coupled	-	Coupled	-	Corticotropin-releasing factor receptors	classB	21.178974301574137	37.290710861951155	-2.0723832126810717	-19.471342969372785	7.8122357121756885	1.1823025629980302	-0.38719848574383103	-0.30891386535826093	-6.039992049083282	-3.408939323729567	0.6918344751909881	-0.46428446434306275	0.8154398397098118	-1.561490774857753	-1.7176677308972195	-3.528784824697437	2.290284242957047	0.4796437691675797
CRHR2	Not-coupled	-	Coupled	-	Corticotropin-releasing factor receptors	classB	-18.48277090321609	5.626030173299314	-5.929528113030109	-7.810597991400495	-8.651123740227128	-6.838619552900137	0.9378544952685719	8.84627309421229	2.695193266234208	0.31078598546765024	-1.7195162793759762	1.0581905848233721	2.385547714852089	-1.3061396005266142	-4.094727624136593	3.120199158735701	2.241666738896008	1.2249940634324472
CXCR2	Coupled	-	Coupled	-	Chemokine receptors	classA	-18.98762806154367	7.261505913857358	-6.876287828991473	-8.297818578792969	-8.708241713199993	-5.988061896390142	-3.1244432070439276	3.011087927269488	-4.835902840427107	1.5469627572265536	2.551764482973153	2.720523264358251	-0.3297691218501572	2.148652717081062	-2.811278332095265	2.2979287670432638	1.0881314513580131	1.8649598859276197
CXCR4	Coupled	-	Not-coupled	-	Chemokine receptors	classA	-16.60143341941643	5.120286098618595	-2.3591185092549036	-6.911336113310273	-9.828125478389513	-5.994136956236435	2.136895231914972	8.336687561835795	2.6936799698667198	0.33169243039845103	-2.4992193333776487	-1.166444115165798	2.2423901566437903	-0.1667649344667825	-4.481004886348541	2.3237393948494383	0.1023936786573798	0.1784736855290662
CXCR5	Coupled	-	Coupled	-	Chemokine receptors	classA	-30.132786504070232	11.774735038096214	2.4600604860285995	1.944810724815325	-4.2095613355670505	4.179671707392773	-6.4936464055571115	-3.2815417057362706	-2.338149780163456	-5.2806032259082425	4.31633575712932	-1.6813359385041273	-1.6960533466272774	-3.523251173401532	0.015799740258942076	1.2254886762990556	-1.9862525107601134	-0.7002516130314042
CYSLTR1	Coupled	Coupled	Coupled	-	Leukotriene receptors	classA	-24.223470869084863	8.534707832698714	6.920715564341781	0.6246518651178213	-3.560542527061659	-1.154411764842743	-3.8837543205319354	1.5212409155531053	1.303385528488297	-4.592158882739591	4.0866976650244515	-0.08337295946557295	-1.7399439857511108	-3.865143307726855	0.010554250261945064	1.0157539077854825	-1.7702499095412452	-1.4069976358978284
CYSLTR2	Coupled	Coupled	Coupled	-	Leukotriene receptors	classA	13.498779050489846	-17.7059114740077	0.6466788319375225	2.63346710535006	2.5803479732509365	-1.9819603432215764	0.1715314033538417	-4.054444876953797	-8.556847410847015	-3.040657173325936	-8.500697584810508	4.6095985534792305	-0.006251065141792048	4.086172408817355	-0.49625110204357636	0.8420209740797708	-1.8823089056055515	-2.4497761872493076
DRD1	Not-coupled	Coupled	Coupled	-	Dopamine receptors	classA	10.979442560027787	-20.113271693711535	-10.167006238577484	0.5836873481075673	0.9550159722793583	0.5114729902085263	-2.766493311259991	4.496643451199002	-4.536307150784214	-3.034745740124179	1.1092554485280115	-3.9796561165508515	1.27206596751082	-5.09209388702627	-2.3524045878825603	-0.6142507536982292	-2.2624976364301697	-0.9234482807994132
DRD2	Coupled	Coupled	Coupled	-	Dopamine receptors	classA	19.006898164642347	-19.557376342294948	2.6508807853401297	2.111735066873253	-0.13972594586135564	-5.805416558856263	2.7453424851490054	-1.7256712015782565	-4.6333112828368535	-4.038347483534459	-10.403762539109756	5.410655562837345	2.94760401698785	8.543936941957382	0.9877746817157278	1.0066517133786186	-2.1329593682941423	-1.5375821598023347
DRD5	Not-coupled	Coupled	Coupled	-	Dopamine receptors	classA	2.9839294225556463	-3.834435524575149	11.094962769810698	2.507739254414185	-3.306907285351795	-4.960040850608294	3.86161381371553	-6.248375151345053	-2.5745423258605507	-4.3044326902582455	4.7070746919952695	4.196559753739752	0.3924458543132111	0.755489064817187	0.281453134295696	-1.8250739978962351	-3.3411425025329695	-0.3420293708734569
EDNRA	Not-coupled	Coupled	Coupled	-	Endothelin receptors	classA	3.667583327396987	-8.927763899840217	19.36433105430238	0.8685564272947887	-6.2873356234717725	-8.384256133541745	-3.9787156702224475	5.510178492893686	6.485831444888909	-7.778686496008459	-0.22223053163684292	0.30972842865980255	-2.884440154156467	-2.523226736536568	2.645042216412881	-3.9214318665509533	-2.163234739455966	1.8414494147310287
F2R	-	Coupled	Coupled	-	NA	classA	-1.7902557438212097	-4.41378435891788	16.370251828479574	1.8279002820988182	-5.933662360742446	-4.159068884445993	-0.7446261818966441	5.2604875002817515	2.1677669755854088	-5.735778612608331	-0.2664335074248731	2.694871446342503	1.3406559929041477	-4.794854185820969	2.6373064724333632	-4.052370230848412	1.3919593463169089	3.09742180576667
F2RL1	-	Coupled	Coupled	-	NA	classA	-21.75691775306413	10.833493606838406	6.329460423491346	4.7910376255962275	0.18261906708718745	9.766298363825054	-10.17252285624597	0.7278448370330696	-1.7310719431058883	-0.6842642391169216	-4.19250087995502	-3.9368654269006687	1.5051633803636877	-3.371626624043156	2.751620058276623	-4.278513178299219	-2.093730075973319	4.333071117852351
FFAR2	Coupled	Not-coupled	Not-coupled	-	Free fatty acid receptors	classA	-15.502515889782027	4.7703517962683835	8.987989952504412	2.8047072787843086	-1.6610323682368306	6.889117306443214	-9.226258541483723	4.904998278266937	1.223699824013496	-0.7237776331948111	-6.2554496131608985	-4.666367767801231	-1.7555834110189072	-2.6977760640720994	1.9722612751454407	-2.674876566304831	-2.1018518642594883	2.566000001459073
FFAR3	Coupled	Coupled	Not-coupled	-	Free fatty acid receptors	classA	-14.809118117169731	2.1355834491744905	7.155604142151126	0.1914211541749083	-1.5389733516879391	-2.433205347543285	9.652102506315163	3.141283309151499	0.445210347778945	2.025579204797935	-4.448273740470958	-6.160596126827731	5.715367128531928	0.47186199559952896	0.9987898508892061	-5.208468219527707	-3.7409734555950367	1.0232052463050036
FFAR4	Not-coupled	Coupled	-	-	Free fatty acid receptors	classA	25.93867721470636	28.304275822326243	-0.6392779206101641	-19.95858841359529	2.413402093459204	4.577903490811553	0.7365104686603999	-1.4080229931794537	2.7791425271687036	0.19703759359341666	-1.2265613738265435	-1.9965195759791217	0.9175083109919699	2.281895903548184	0.08561809071687104	1.0862585995238996	0.15703402404809605	-1.1608463523010089
GCGR	Not-coupled	-	Coupled	-	Glucagon receptor family	classB	-29.09735843867558	8.398127149101354	-8.687880986269505	0.14315706371048542	3.2791305709405916	-1.6305426502745402	-0.4343089208833466	-6.842812389951859	9.033933452798195	2.618126223277486	3.682162358136335	-7.450619650598217	10.644534657678852	4.3550105534839565	0.13312651693467517	-2.793880984994041	-5.418271992913293	3.418586896424827
GHSR	Coupled	Coupled	Coupled	-	Ghrelin receptor	classA	27.005413667576438	27.71904930425221	1.6280416981792185	-21.093779318265717	2.78581855551467	4.785195188413768	1.8097840284473337	1.0786273852985966	2.240067888367423	0.7526779196505685	-0.8058577185698536	-0.8711810614208164	1.0481236268739471	0.9862424260349324	-0.2364366579025904	1.82565182665137	-1.8591794775766164	-1.4349939519932122
GIPR	Not-coupled	Not-coupled	Coupled	-	Glucagon receptor family	classB	22.706298033387984	31.70143175207889	0.7131615875163899	-21.14196823826512	2.9326359696506605	0.9649114519268522	2.7348616988200702	0.7293442046043374	1.648961358488959	-2.9835095452036327	-0.17357899483876388	-0.8840119651597086	2.147870222179408	1.5477271607202163	1.6760033341660694	1.6532276113082431	-1.0295560330542168	-0.55741356948632
GLP1R	Not-coupled	-	Coupled	-	Glucagon receptor family	classB	41.823393025510335	11.0087361081427	12.771433311272762	-19.104062320637524	-0.8274680069863691	-0.2324475642108995	1.0768242800905619	2.850621616505258	6.103810296071059	1.9240389124372337	-1.7510327535720243	1.5045570685911196	-0.19625049467680525	-2.9325284961119227	1.6961818382732992	4.012329865256349	-2.1642782824573206	0.38180831057472986
GLP2R	Not-coupled	-	Coupled	-	Glucagon receptor family	classB	-22.593565479423543	5.64646129608365	1.1103705155546861	-1.9784509631734737	-15.25090818689436	2.3225196039130793	18.94942454570941	-0.352605954292573	-10.02572276084677	-5.70758185811905	2.3268184055497847	-3.8599567166979933	-2.501503955511356	0.6146520400063514	5.6811160583530205	-3.512113243700938	-5.427566972189423	-2.2565332238202203
GNRHR	Coupled	Coupled	Not-coupled	-	Gonadotrophin-releasing hormone receptors	classA	-3.897534513873359	1.3008219086803743	12.585434005764913	4.842492163638989	7.217952980228904	7.5346638833482	6.802605820233247	12.732361724506125	-5.575499757648417	11.228373850157142	-2.780660719207292	1.2058864243392526	-2.0900533740744187	4.448825345825738	0.8400504057697025	-1.050694905171827	-4.343432262237147	0.6421989711300241
GPBAR1	Not-coupled	-	Not-coupled	-	Bile acid receptor	classA	-20.320381745203004	4.421737185623582	3.8768877406305298	2.0559527640239725	-3.281427657630924	1.2568489555229019	-7.808046689945818	-4.832541264079923	-2.448674588405852	-5.559106923814921	3.5547294272734784	0.26597757650339227	-2.315058657849626	-0.6356582200024845	-0.1181477255586995	0.813070246635971	-1.9618915985713448	-1.2570710746053775
GPR183	Coupled	Coupled	Coupled	-	Class A Orphans	classA	3.321905856333753	-11.735495263724253	13.676778370972094	0.4391959202398332	4.333743693763485	-3.544202000843616	-4.138129932838653	-10.612289257727358	3.0191385852667043	6.5378589035837775	3.062505533548243	-5.981017998564329	4.156130300625217	5.554055052708925	-1.4192093471069132	1.3847608599209538	-6.8003493456044835	-2.7312138586589403
GPR39	Not-coupled	-	Coupled	-	Class A Orphans	classA	-11.226467724865454	3.982452892655132	5.335370728969074	-2.7006709411853693	-4.483486231459831	2.7417396963738447	-10.293276754398725	-0.2479035152852321	-3.2075239876503696	0.94407126621741	-1.3303552407331092	0.53248983213802	-2.6721571001682722	4.2346981415042055	5.33407127699131	3.193310615189488	0.3452466333651306	-0.5112912402560106
GPR4	Coupled	-	Not-coupled	-	Class A Orphans	classA	-18.290308029966955	8.542243549758968	7.039231632425191	-0.33334937739638115	-2.043554277826432	-1.731927553486669	-6.115196206716455	-0.31880491767415614	-8.114383974806763	-3.475151403998418	0.7664868759178901	0.1034367111890234	0.23692294726071672	2.676863742763675	6.001544712445932	3.061135807076195	-0.38783773055235016	0.0038834945347972142
GPR65	Not-coupled	-	Not-coupled	-	Class A Orphans	classA	-10.277122726518945	3.5282579724444423	8.982484909328159	-3.5991657570682194	-3.8814164067095023	1.974563221637324	-10.469980812612645	1.93410951615511	-0.24063305811391839	-0.480111400786729	-4.945055251663213	-2.340663181196358	-2.86533396454403	1.9850208067308803	5.644424496688012	4.412959014999283	0.6502008918787129	-1.886483178012302
GPR68	Coupled	-	Coupled	-	Class A Orphans	classA	9.33187236664968	-16.265822879257883	6.406747100505456	1.513202586176512	6.488243878140265	-2.7694964866535083	-2.5307782092757813	0.8750479982754937	-5.057265797830402	10.38134762962391	10.912330499925591	0.49977587431798015	-5.579327663361175	1.4009396631973323	1.7058383417267753	-2.326345296776097	2.8856754625644774	-3.5364745680879253
GPR84	Coupled	Coupled	Not-coupled	-	Class A Orphans	classA	31.711294786853458	36.202857792683105	-7.506319695846394	34.342610492773105	-6.096268658169895	-3.190921377396515	-0.6315434152721088	0.07457662523210497	0.07392601086208457	2.3236602832622832	0.8810962370355236	-0.3562946325593144	-0.06581522324446715	-0.3563962280971772	-0.4669885257523563	0.9031301664616523	0.04448901085108759	0.5104487514103199
GRM2	Coupled	-	Not-coupled	-	Metabotropic glutamate receptors	classC	36.24589078250104	32.24798033196073	-8.545499585541576	33.85451235857776	-8.549273373184258	-4.78760453620108	-0.560843176926889	0.6893274466596979	1.3649756128173713	1.251979445689426	-0.8341827944194085	-1.6935324551907671	-0.04008192969986353	-0.16095643609178414	0.6749943806743426	0.5793984366446825	0.3999900734601133	-0.3747661183331604
GRM4	Coupled	-	Not-coupled	-	Metabotropic glutamate receptors	classC	33.6403442653761	34.13878374060835	-8.79014863458048	35.53342531653923	-8.85815427993762	-2.7709490837703643	1.8410582663503436	2.8764816261264348	2.9679787051367743	1.788357092996582	-0.13478235545011397	-0.6115056170420186	-0.3740734698161153	1.4942590985020934	0.7595317301371177	-0.16777204774513815	-0.31531599611703737	-0.3989288495197631
GRM6	Coupled	-	Not-coupled	-	Metabotropic glutamate receptors	classC	36.00247953851522	32.09540509352385	-7.810120090018525	33.895788733222936	-6.874608420176287	-5.851736236502297	-1.9752217204742046	-1.9210635734065284	-2.2457182901978343	0.9636089492826262	1.3926889480060214	0.1500324290217775	-0.9120054507390293	-0.38384520180810733	-0.7638761683846673	0.5955353541113101	-0.1679875339181547	-0.058939565083404116
GRM8	Coupled	-	Not-coupled	-	Metabotropic glutamate receptors	classC	-10.467224774584164	1.083495094877937	14.514219529298106	0.6706154746579079	-4.379491613713976	-1.3430388838144502	-4.7360424821198785	0.2394418502220247	-2.941803231107528	-0.98273126814871	-2.0427944737404604	-1.9915356728824047	-0.8786878650103673	-2.7187266344251433	-0.6418114569274372	-0.2670273831366238	0.8895475601786471	-4.061017130841019
HCAR2	Coupled	-	Coupled	-	Hydroxycarboxylic acid receptors	classA	-1.6793751749373873	-5.041743468977913	18.38265392605116	-0.6666182374027205	-4.486704838393699	-3.0559906683164058	-6.312708085605428	-0.8173026467828798	-2.841720196439905	0.7380456017720088	-2.366024195017926	-1.202522209036547	-2.321346101406022	-3.1298389729670477	-0.5896252379933736	0.6274115628638975	0.5819376556381122	-4.29046012871229
HCAR3	Coupled	-	Coupled	-	Hydroxycarboxylic acid receptors	classA	1.4229428858487694	-8.905795273951009	-4.762737362419907	-5.710306189698682	-6.277849563131786	-6.960265784793819	5.736888542851109	-9.098089872994578	-1.220795848556102	1.787969154361554	-1.2842200122570928	-4.324086469816764	4.596503782890906	0.10082832591192448	-0.6396652616499982	1.4971169292844055	0.4777568600939876	-1.9506184783073852
HCRTR2	Coupled	Coupled	Coupled	-	Orexin receptors	classA	22.722089576738355	-23.328150997391507	-3.6235942774851404	-1.831281892678377	-1.5452379589313945	-1.385513407483393	-2.5299178825876574	5.527417689827563	-4.52184674244733	-2.2976220002782517	0.23125964497245635	-5.553477449150521	1.0316512371344666	-1.6579531780453238	3.122569470347475	1.1172603090656628	0.057281773688781755	1.9287487919480952
HRH1	Not-coupled	Coupled	Coupled	-	Histamine receptors	classA	-18.291783044168657	1.9597460792217207	-20.939669229525233	0.637071510597511	8.84202104604914	3.4001172570492977	-1.2538579666187497	-1.9334654639835709	-1.9467106698707983	2.02902871819532	-5.202631422887746	2.4283714124312805	-0.6962618283512694	-0.7876984888935735	1.8890579611631042	1.203241440633661	1.0297112176514054	0.17515825503688245
HRH2	Not-coupled	Coupled	Coupled	-	Histamine receptors	classA	6.721299863822778	-15.325256821945871	-17.44159464755843	1.789469898091566	1.308567831850454	4.690071697424663	0.9374851324710617	3.1366783255529693	-1.284695826183558	-3.953898847836952	1.8025278442357706	1.0559457528282836	-0.6833648602501728	0.45043656837179674	0.6658515860805624	0.11040755553289514	-0.09383885042999045	-3.634501304994098
HTR1A	Coupled	Coupled	Coupled	-	5-Hydroxytryptamine receptors	classA	-1.9553726730815857	-7.201847562859994	-15.506703989480128	1.327562988692652	2.2659916316636304	1.9347913286505418	6.474334643971848	5.037713724122469	-1.7782825609346096	-8.52395382637769	-0.17835477276401984	2.3955274426480155	2.2658512632802363	1.2279369106425604	1.922963178533382	1.5686535861669815	-0.5576010319352013	-1.9567512882024487
HTR1B	Coupled	Coupled	Coupled	-	5-Hydroxytryptamine receptors	classA	-5.404656850901872	-7.082316562550281	-14.685325606586895	2.548275928392228	4.109491178331091	2.838804616464714	6.557828424053509	6.5678538616212245	-4.279094197006204	-6.214197500891372	-0.26826883091578935	4.206284783462543	3.2337298655899778	-0.21016594785845846	-0.5164892948367459	1.5045103439367986	-0.5414204590551596	-2.33250357220053
HTR1D	Coupled	Coupled	Not-coupled	-	5-Hydroxytryptamine receptors	classA	14.59436270084899	-18.787451303142564	-2.27307317763506	-0.21876674522884032	-0.1404010181145484	-6.837737019947268	0.9584371776512014	-1.9243261675444487	-0.26218489285248225	-1.9585517208190524	-5.61341266152852	-0.5047322194971201	-0.6424453858304652	-1.8673904415326272	-4.167271418798299	-1.7621607284979002	0.6510139996528773	-0.5103597994667987
HTR2A	Coupled	Coupled	Coupled	-	5-Hydroxytryptamine receptors	classA	17.933396372893974	-19.57645810467608	-1.8919494913217532	0.5651424763049782	2.5272971569443214	-6.981996516805827	-0.7297139907767501	-0.16798331727773708	-2.8741356282912625	0.8257220111128319	-5.813481387856089	0.3103827922021259	4.953921384891318	-6.577640633853087	-4.11430140976095	-1.585444532295604	0.45078749087914477	1.8904866837826115
