Gene	IUPHAR	Shedding	ebBRET	STRING	Family	Class	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16
AGTR1	Coupled	Not-coupled	Coupled	-	Angiotensin receptors	classA	-7.118049382076448	-2.838681406142981	2.740141363281108	-3.826201366301058	-1.7831701306546144	-3.5425274904081934	3.213196081259471	-0.24531178885391924	0.2185606893147232	0.4295960221935704	-1.9585422036685067	0.0724937293097055	-0.6642762868690198	-2.2966759144152333	0.27571345620404125	-0.6497202428109485
APLNR	Coupled	Not-coupled	Coupled	-	Apelin receptor	classA	-3.7926495539787726	1.413554533506076	1.0913663192624612	-3.014643985261469	1.683449447039745	1.388090455948188	4.460741932821552	2.893800337340508	1.2828734150204657	-0.4083649184579394	1.8981954323905177	-0.5398508448518878	-2.145363200235699	-2.9852678546398184	-0.014580846258631822	0.8354574009986403
AVPR1A	Not-coupled	Not-coupled	Coupled	-	Vasopressin and oxytocin receptors	classA	-6.513162998125378	-3.1062314346098514	0.23703922093273622	-2.1326507713692497	8.200826497380442	-1.6320019243025885	-0.9535252598857176	1.2744953850381198	2.337529616285129	-0.4281578123683105	-0.5840636090342748	0.19154879473101433	-2.464562751405362	-1.6650562676511027	-0.22359878256099197	-0.04732930639784582
AVPR2	Not-coupled	Not-coupled	-	-	Vasopressin and oxytocin receptors	classA	-9.573158170907256	-6.529700364009196	-0.7359379915243393	-1.6566759863901104	0.7381159305130301	3.7800504821183294	-1.864918211275989	-0.4132132247225249	-0.02268915294822127	-1.5487085681031567	-1.6131262858563076	1.1635438829995162	0.1802020365098058	1.5855562035625432	0.4996292414913401	-0.7868951949177555
BDKRB1	Coupled	Not-coupled	Not-coupled	-	Bradykinin receptors	classA	-3.967102875575211	0.11196593354980743	-2.0703204296560287	1.8070261984348224	-2.251440138931863	3.629299374618148	0.16835264424207363	0.33904431746816227	-0.4309898939329452	-0.14107246209079746	-1.3491804618346708	1.9764825295993629	-0.6887259065153941	0.2068660922199447	-1.5783348647859272	-0.7484295764529091
BDKRB2	Coupled	Not-coupled	Coupled	-	Bradykinin receptors	classA	-8.521649909738482	-5.042765168125898	-0.6720480035023798	0.8629942077534584	-0.5125313221096214	-0.9546007981883164	-1.9713559363309276	0.1320178374933796	0.610770901869246	-0.593757211873402	-2.49131156561637	-1.0086792134243028	1.009781268885852	-0.41418244073431415	0.13409236622317414	0.8826079665858847
C5AR1	Coupled	-	Coupled	-	Complement peptide receptors	classA	22.01909865172383	-5.87207152868319	-14.040529729790846	-3.678812837528966	-4.546337392316643	-7.227356145253019	-1.91175082580769	0.5231644172806469	-0.08181963810996194	1.3506701080423333	-0.1902833103995751	-1.6630132133226112	0.048603954626652277	0.9245521122995647	1.0980697694607544	-1.0870179949050862
CALCR	Not-coupled	-	Coupled	-	Calcitonin receptors	classB	-6.898193537316785	0.003114835282079045	4.248956307201292	-4.394090875757061	0.24374621822990214	-2.341238319790113	0.855102909981133	1.876957096962122	-0.5022847524032423	-0.49281419108866825	3.5685468065830985	3.125482992146939	-1.4401062442893289	-1.0450085462057306	1.0793373250238187	-0.698131933475205
CCKAR	Not-coupled	Not-coupled	Coupled	-	Cholecystokinin receptors	classA	-10.059837888656086	-7.501518983758336	0.3597691850501889	-3.784787155824569	-3.019090248992202	1.4485447975952253	0.9307223186298097	-2.455383130870005	-0.8223748827237961	-1.0881059635780046	-0.4984362533852845	1.1871044730574922	1.9263954512833383	0.8549418065267365	-0.38751020360631283	0.928585992742062
CCR5	Coupled	-	Coupled	-	Chemokine receptors	classA	-8.968625175561531	-4.309661624838954	-0.5265545925726645	-0.09538849320430233	-3.885467371068659	0.5014833342569787	0.8455652015201293	0.05138969551374981	-1.5677328329782043	1.2799681527871687	-1.4817511171554263	0.9684641883546883	-0.1986093326915914	1.9156587322346021	-0.6616766538078626	0.5758783178282063
CCR6	Coupled	-	Coupled	-	Chemokine receptors	classA	3.5884243500839963	10.698061233159855	6.73504404762671	-7.832066171395966	4.372324665454187	0.5180947860618292	-0.5557441774721145	-2.2202847685254903	-3.0374336427215245	-1.7942287275272837	0.9865577488229178	0.6908158786852743	0.15770517821195493	-1.0775696986785124	-0.17580331313699732	-0.4284367031477024
CHRM1	Not-coupled	Not-coupled	Coupled	-	Acetylcholine receptors (muscarinic)	classA	4.593000057943495	15.852349991309156	5.455815034070989	0.03315615163169093	-2.486945148638632	-5.219167679553709	-3.517226192352366	1.7362500847323972	-5.3457931328913695	0.5934152129015849	-0.4493967131685824	-2.651013127164581	0.7890314720319391	-2.2148460592617027	1.432882600491068	-0.6782905996728863
CHRM2	Coupled	Not-coupled	Coupled	-	Acetylcholine receptors (muscarinic)	classA	10.721850236898558	21.323668576373308	3.790283107633323	2.086210540194138	-3.3626992580604833	-3.271925035476134	-0.9238583712724479	1.98639045854272	-3.139962408469602	-0.6427866728555159	-2.5628484784851784	2.3183894937953577	-0.8802631663925163	-1.3681071932747555	-0.9169386615100792	1.4123496962584192
CHRM3	Not-coupled	Not-coupled	Coupled	-	Acetylcholine receptors (muscarinic)	classA	4.4176285300983835	14.984002888123273	4.939754184911047	-0.6135845163237675	-0.9227202039931619	-2.8915308318119664	-3.8457375615917884	0.753724459730055	-3.5398520240124127	-0.4475839251352914	-0.3790568824769209	-1.1954992305946597	0.20530603234531664	-1.1050347489922834	2.2264450234235706	1.3290695064169566
CHRM4	Coupled	Not-coupled	Coupled	-	Acetylcholine receptors (muscarinic)	classA	7.7726027775289435	15.208222112164167	-6.083799165362484	14.981303664649353	-6.141560616300507	3.7362634339266116	0.7766739893753936	-0.37778049727674906	-0.7147898006512621	2.501447324282142	-2.5184050199112624	-0.29544729017353527	-0.27498527209588075	-2.208299103123453	-2.2330783281480646	-1.3171416732615249
CNR1	Coupled	Coupled	Coupled	-	Cannabinoid receptors	classA	-3.2256194695998555	0.7681258131113428	-3.0825370713962994	4.8670746227724955	3.643157690841331	2.675292805468255	0.36491163558628636	-2.80809618234693	0.37235222316894545	0.994457270095073	2.185964053506706	1.3947945966110888	0.4471440007204039	-3.206289462935942	-2.0288232064998715	-0.9165128514088743
CNR2	Coupled	Coupled	Coupled	-	Cannabinoid receptors	classA	20.6693058743099	-8.323413169533868	-12.30871233701387	-8.13974974214837	-2.5022692840884844	-2.1481093333498658	-2.414705194508078	-0.6782910077827898	-0.16186316599641337	1.4348069631496307	0.0003793411647490808	-2.210746399604468	-2.1800515248185017	-0.27519920087006255	-0.11377920752215231	1.9562934898122253
CRHR1	Not-coupled	-	Coupled	-	Corticotropin-releasing factor receptors	classB	20.6279967336332	-10.696127609334855	-13.18975913784137	-8.42366811594291	-4.212131266532194	-3.6983417552248135	-3.7244451124352103	-2.071581132125102	-1.4305081132433237	1.2432728520508198	-0.4379959030489381	0.018293190172970538	-1.2475329058603573	0.5636851420500563	-0.772913137778355	0.3160890987321063
CRHR2	Not-coupled	-	Coupled	-	Corticotropin-releasing factor receptors	classB	-7.281430274029137	-2.654447325846232	0.8177336041573803	-4.3739808556783615	-1.8919563718570467	7.447725884061041	0.9623273879602227	-2.150345703602613	-0.6704708783403602	-0.7518045511282293	-3.590417966460138	1.907009849527248	-0.16782489118536695	2.435334515222552	-0.3031535272124795	0.5895792826004056
CXCR2	Coupled	-	Coupled	-	Chemokine receptors	classA	-7.350896492660146	-5.425254308253901	0.9457646211351576	-3.2992086511511163	-2.6797473912595913	-1.2586932032443785	0.17709815940567628	0.18087340325672854	-0.1100153875161634	-1.7052398922630272	-2.0137085949686657	0.3559074698377631	0.12906882994336352	-0.1559564671023597	-1.0258138857868102	0.11446904846965082
CXCR4	Coupled	-	Not-coupled	-	Chemokine receptors	classA	-7.251559772475299	-2.8905809465482535	-0.3548443823138565	-2.238431436336744	-0.44496934796816734	6.165228437844811	1.0551503759380971	-1.279471788843674	-1.1955171324220188	-0.8905688343352747	-3.0503517041854584	3.515353797770865	-0.8605255550499423	0.6217614301568025	0.1299405491651147	0.07576122625795022
CXCR5	Coupled	-	Coupled	-	Chemokine receptors	classA	-15.28831866339782	-14.332500143125058	0.42539605092868604	-2.0703170331243888	-0.8257817055864773	-4.142438397794744	-0.25587704406896006	2.061561233701141	-3.7651385228695426	-0.6413901697397939	2.232310745504215	0.051333888778543356	1.2545997441701844	-0.015620845171603686	1.3822410172311441	-0.09031653470148655
CYSLTR1	Coupled	Not-coupled	Coupled	-	Leukotriene receptors	classA	-12.658960593973749	-8.902380369103781	-2.2600408553265927	1.7356733469689936	-1.7417465800709553	2.4597678931138636	-1.1333151404921116	2.3878051852026614	-3.034867146347476	0.04407589419874565	-0.7622187163326561	-1.0592183061235725	1.1564206593925486	1.7516054815381445	1.9805862725666876	0.3861057669767767
CYSLTR2	Coupled	Coupled	Coupled	-	Leukotriene receptors	classA	2.9511698131246415	11.994449510670853	0.7422061382983143	4.144434587918125	-3.5886682319043968	-2.3569036822184044	1.7447680332661708	-1.8694304466797065	3.8892376119476784	-0.8886083948774288	0.4067190895764379	-1.6048882529298008	-1.9869927988564908	0.21618761652689764	1.0259102515096088	-0.3452092874207826
DRD1	Not-coupled	Coupled	Coupled	-	Dopamine receptors	classA	3.0128689704831064	13.052117051811752	5.2889161470762005	-2.7306701186078315	-3.3060528834417724	-0.23098122226356202	-2.11792608829105	-2.266491581843957	-3.4849607119694017	-0.09564548048552503	0.19137910195803276	1.4459626580023668	-0.559782310084229	1.210919794256859	0.45482154785734313	2.0228374514295457
DRD2	Coupled	Coupled	Coupled	-	Dopamine receptors	classA	5.36869299886495	13.375291055243153	1.21480622084949	2.647044688207972	-3.528412143796742	0.9440297002381148	1.5101141464758083	-1.2773336168328764	5.560705860050118	-2.2437468984657905	-0.8678110523925684	-2.162189722743145	-2.3544617037320954	0.8693003521376216	-0.8150562666112446	-1.6882060683508135
DRD5	Not-coupled	Coupled	Coupled	-	Dopamine receptors	classA	-2.339077462665582	-1.2346250788208448	-2.258712035206728	4.3724241804425645	-3.3075554123519293	-1.418345501332625	-2.078685568611106	5.562682624061558	2.1137308260824224	-1.6142089462818758	-1.4785393342424422	1.219792386996312	0.2584564077074471	-0.9310007617682695	-0.5214056692599576	-2.0345330741235172
EDNRA	Not-coupled	Coupled	Coupled	-	Endothelin receptors	classA	-2.5120462980417333	1.2667435912446687	-4.55222188270106	6.77434831149598	-2.923622608665436	8.045735871001368	2.3228207095795894	6.03570733342537	-2.1612175831396496	1.2958030395955462	-1.7946057786463017	-1.8991142001271866	-1.6059399712765683	-2.074616527358297	-1.2377394232343921	1.3826091955034174
F2R	-	Coupled	Coupled	-	NA	classA	-5.019404496839845	-3.536728844758637	-2.839864528372353	2.7598851278087437	-2.1142562342687086	2.0726646984285115	-0.248629121155351	5.029778852372075	-0.06370274389501948	0.2617928406261397	-1.4963774459588324	-1.1896693481491396	2.237250130096529	-1.9040402100165825	-0.8463081326714053	3.1077718835918344
F2RL1	-	Coupled	Coupled	-	NA	classA	-5.5512028098395225	-4.489539453288227	-3.6113983963403435	5.601883370910334	0.870526690259239	-2.84610272722111	1.150992169015731	-2.13607742510591	-1.8290517909231028	-2.0117956262119217	-0.7663615145845843	-4.124377199449926	0.16102173344402956	-0.3986778435729122	-1.215337053581754	1.6813435886487302
FFAR2	Coupled	Not-coupled	Not-coupled	-	Free fatty acid receptors	classA	-8.50530853483119	-6.978940342653054	-1.9037905720632278	0.41806227181246114	3.4526200839360857	0.006123462898102766	5.2150997427520345	-2.1471553362647775	-3.209715108596736	-0.8664703805095372	0.488425173220695	-1.130746426250374	0.7659007275296227	-1.160640374060061	-1.2867163235372954	0.33381933949686254
FFAR3	Coupled	Not-coupled	Not-coupled	-	Free fatty acid receptors	classA	-6.739284239303765	-3.145034519594786	-2.944265085800123	2.527759301466939	1.6550960653518867	5.763642422833302	-1.7422811890618262	-0.13572541288554002	0.6556162314194693	-1.338823416177696	0.9404849429749597	0.06850198671697205	1.42835119299141	-1.1688757352902017	0.9673593349169933	1.5310958778963217
FFAR4	Not-coupled	Coupled	-	-	Free fatty acid receptors	classA	20.653661271648712	-6.297781881717602	-12.69090513203784	-7.343164686349595	2.310148288163173	-0.6602722372224604	0.7761086425741204	-0.3988175551635367	-0.3398146715745461	0.6857049026983448	0.5161780065365582	1.5903263463281583	-0.2609302896987766	-0.3652283480343805	0.23581467990588767	-0.5089430156110036
GCGR	Not-coupled	-	Coupled	-	Glucagon receptor family	classB	-11.43963589977493	-7.473457021590089	2.239876271641419	-3.892803536477168	-0.8010088432543779	0.25802941335489027	-1.046252554475572	0.9193399324372894	0.33096676435781214	0.39811946199851533	0.3173132329831542	0.5904826617355424	-1.3631286702068561	0.10684342747731813	-0.6199762461919782	-0.4716947380281014
GHSR	Coupled	Coupled	Coupled	-	Ghrelin receptor	classA	22.669438156982885	-2.7584140748172428	-14.59107933496653	-4.465271996870699	2.9251643299692867	2.2339567410807297	0.5549518644082939	-1.7126784119221348	-0.3103982170825648	-1.363147104327475	-0.3797100561632416	1.4357145021362236	0.5283291997147015	0.5168973092139453	0.9137084331372571	-0.8123229149988176
GIPR	Not-coupled	Not-coupled	Coupled	-	Glucagon receptor family	classB	20.455499875302493	-6.8366228217414875	-13.738639038370827	-6.78053119881426	0.558564336764786	3.7207479854889707	-0.8798404444774389	0.2749393211380921	-0.17350114720417956	-1.832449356648509	0.6108283698705733	1.410655156483141	-0.3127387180896461	-0.3135096566346214	0.07705049158796032	0.38503177674818795
GLP1R	Not-coupled	-	Coupled	-	Glucagon receptor family	classB	24.46677768015529	3.043209192428543	-15.665509766435676	-0.3825841854951408	2.47110038928952	3.6261988028624224	2.1669819521399187	2.34009672144284	1.2522944955503135	-0.9175651081799757	0.3747753717998067	-0.09253560295400837	1.7071004773764578	2.0068160924167984	2.5967528368503747	-0.4795070865443749
GLP2R	Not-coupled	-	Coupled	-	Glucagon receptor family	classB	-6.580701589054278	-2.674093246650659	-0.7648842937241759	2.197874018680654	1.0326804188321796	4.900594590593684	-4.352521175472519	2.001711736240799	1.1658420975008261	-4.5402604811177385	1.3317279924628307	-2.542283913555946	-3.855676003463219	0.04583761680359776	2.6988942444924033	-0.8730246678064834
GNRHR	Coupled	Not-coupled	Not-coupled	-	Gonadotrophin-releasing hormone receptors	classA	1.1101768223824222	3.932237918844102	-7.203140474678683	11.958321141179448	10.656723750095326	4.698502728941824	-2.980239007269299	-6.793448692034878	1.3189130031870906	-1.3095825484500272	-1.197344898964155	0.12231532816760485	-0.8104904357591739	-1.9539305801162528	2.2165202079385327	-2.7969580022408516
GPBAR1	Not-coupled	-	Not-coupled	-	Bile acid receptor	classA	-13.054110459667767	-9.68438452174441	1.4991736667885063	-1.1626245461150313	-2.159615567419974	-4.996585780111654	0.49585358900314486	2.4185631524329065	-1.4923434995133127	0.06145960927709816	0.6751225255674778	-1.1588362988408856	0.17239897308834876	1.7582427564431977	0.5547657637689429	-0.1676884923517394
GPR183	Coupled	Coupled	Coupled	-	Class A Orphans	classA	-4.779102305768841	4.045207811731334	-2.389858749624458	8.242549655495448	0.26192098753651305	-3.17169874702414	3.716254275544515	1.639490441231686	0.3468653408005497	0.26516606149868743	3.7829877053685657	0.9143213371789504	-1.7125374508686393	1.9450090812662786	2.4656705434111754	-1.5831464355438587
GPR39	Not-coupled	-	Coupled	-	Class A Orphans	classA	-4.424194342658683	-3.053753357950671	-2.0044677464862586	2.116695875079342	0.7647351464569003	-2.994578973690995	2.994096923417037	-0.1404731811370614	-0.6743098021560592	-3.7453104018177736	-2.3534342498132834	-2.505089654718618	-1.543973584820196	1.3960495888532842	-1.8403218205467502	-0.8631835164965432
GPR4	Coupled	-	Not-coupled	-	Class A Orphans	classA	-7.565957771181244	-7.077402674785563	-1.8376179743072152	3.2485554630318387	-3.578640381079156	-2.3553827741170794	-0.9462522859979796	-0.26243127891328333	-0.698122733023314	-4.773917423786645	0.4493744692265607	-2.0130882853100314	-1.5725682615797338	2.2993694033857923	-2.0617046438930444	-1.141753437853222
GPR65	Not-coupled	-	Not-coupled	-	Class A Orphans	classA	-5.023743407552318	-3.583212543312925	-2.4997549352585584	1.7098803831914582	1.325170561482688	0.2928806584611543	6.065997692138414	-0.9782269513726696	-2.550170585842335	-3.7283087307645553	0.5754931801005368	-1.6691574781966687	0.21831257402703666	1.7504745265552366	-2.450062072387862	-0.9026199114014545
GPR68	Coupled	-	Coupled	-	Class A Orphans	classA	-1.272143106158821	7.950679930493481	-0.7688201320607934	7.49343975496179	1.570890962490515	-3.549767252106806	-4.541693598327728	1.9912144720842113	-3.9767160503676373	0.7882973793949797	0.7968569280584801	-2.11565983184338	0.501756592864783	-0.2572519534563014	-0.009736537591406377	-1.6041205273136887
GPR84	Coupled	Coupled	Not-coupled	-	Class A Orphans	classA	28.97925856847197	-19.46343040412141	17.95584615367581	8.594247599022143	0.6832590610426843	-1.7982841459197418	-0.7708478915333836	0.3778373606751002	0.38458527479788657	0.6599287883551389	-1.002102118342168	0.06610716376053975	0.2387704213109963	0.9172480193137665	-0.2971869915243254	-0.38034297535556155
GRM2	Coupled	-	Not-coupled	-	Metabotropic glutamate receptors	classC	30.087281863897093	-19.914617024148242	21.72976968322443	5.098893828170411	0.4005304212394375	1.3684463100277526	1.4051918886484807	0.049409417300586414	-0.24263427707556573	-0.25693768390240096	0.6491384006223111	1.475324843471373	0.2990011945787431	-0.41890185487516735	0.31567974179394975	0.06846036423252876
GRM4	Coupled	-	Not-coupled	-	Metabotropic glutamate receptors	classC	31.807352164051316	-16.04706379824318	19.948795521955336	7.539069928636145	2.0972736335722804	4.199112022204094	0.9681876912244932	0.19099414719627755	0.2633898733467847	-0.08679409019984304	-0.21000898925144904	-1.0178460493127701	-0.4596573803040441	-0.6974786657684671	-0.17359803350957836	0.6466173291704843
GRM6	Coupled	-	Not-coupled	-	Metabotropic glutamate receptors	classC	31.03479140819277	-16.969003512650524	19.93482153669214	8.469850042852137	-2.5373261084866283	-0.2709478013130554	0.46233731792641125	-0.39847595413554854	-0.31723734643557316	0.3584276034289526	0.08207803819673588	0.12057370338597083	0.20287951591715728	0.3100432894541455	0.5705227791008622	-0.28902815886790395
GRM8	Coupled	-	Not-coupled	-	Metabotropic glutamate receptors	classC	-9.054247241164704	-5.831781109446794	-1.7904591635517346	2.8867470081837796	-0.5083345911495013	-0.7729975500402301	3.318731215706012	-0.07526233548425564	-2.20932156370252	-1.32450754345407	0.14221941190810986	1.1242048510487037	1.315025505748009	1.7670021690357747	-0.9976350020316704	-0.8489503909047282
HCAR2	Coupled	-	Coupled	-	Hydroxycarboxylic acid receptors	classA	-5.86320825418418	-1.5279128557271238	-3.0343268195043342	5.270477968125075	-1.004280721189228	-0.899565902426216	4.937539824825702	0.000800293826309714	-2.281837286095504	-0.8780100424684196	0.3265023384705906	1.1236577761030826	1.903585081845888	1.725794631956701	-0.7927273509451147	-0.8082359929694561
HCAR3	Coupled	-	Coupled	-	Hydroxycarboxylic acid receptors	classA	-3.3449883385526418	3.6516051873048827	2.8689107161828753	-3.6719752246758453	-3.8852299829034287	-0.5317585173028487	1.8433165539386172	0.935528797192914	2.441080237849263	-1.2332711784207897	1.4952882784578037	2.0576034289696894	-0.3643609993236055	1.2014922446027139	0.2271299704432734	-0.6072990343482387
HCRTR2	Coupled	Coupled	Coupled	-	Orexin receptors	classA	7.312254032038902	17.261634918758276	2.48614131824214	1.7030996346652936	-1.4861396200534012	0.8643717149155504	-0.6894795026058649	-0.7884766823512359	-5.044253410652515	-2.564291491275183	0.19441897219562085	0.5960695287796854	0.3258949325911239	0.04239986118307249	-0.5917015657641933	1.5092319464840482
HRH1	Not-coupled	Coupled	Coupled	-	Histamine receptors	classA	-5.359352749829726	0.1747774123973106	3.415380376229009	-5.182170222893852	-1.2272734638251634	-2.5507055452089737	0.77426160359912	-5.064168880908667	2.9268124103029685	0.33736677275273264	1.4846581566359975	0.5922533986954432	0.13900453709719968	-0.30575490136328193	-0.24484198767766738	2.198270195396441
HRH2	Not-coupled	Coupled	Coupled	-	Histamine receptors	classA	0.840254405342653	10.141285597303982	8.376542346602283	-7.937487569474368	1.3741688288242138	-0.16143810818091545	-2.963486289094939	-0.24517623679637812	-0.07543079848501022	0.824894227581261	0.7925734618065421	-1.5930573755162045	-1.1754432540585769	0.7063788460816881	-0.5462412263604832	-0.2023895157288099
HTR1A	Coupled	Not-coupled	Coupled	-	5-Hydroxytryptamine receptors	classA	-1.0066934575343158	5.141809790732918	6.550992649326118	-7.9594822873981155	-0.6322888032612797	4.756476646513808	-3.583549951037848	-0.26475907255530845	1.742554573499161	-2.007954524616842	1.1997500793067322	-0.32088215448523	-1.5034620696057373	-0.32343143999858864	0.15130478235435518	0.21019796926302411
HTR1B	Coupled	Coupled	Coupled	-	5-Hydroxytryptamine receptors	classA	-2.181217222065147	5.343211786234203	5.69193529182005	-5.598745653815109	-0.629871615601054	3.4584073304352976	-5.166448135363849	-1.9700843461836406	2.511179043506242	-0.7713267824098783	0.07448407455747372	0.02224263074196577	-2.5161872381104264	0.7557209603995559	0.847144436941585	1.1370256810767663
HTR1D	Coupled	Coupled	Not-coupled	-	5-Hydroxytryptamine receptors	classA	3.9138207449566176	12.223630510714626	1.4626697491825782	1.3504998257948893	-4.411175943537954	2.20043704649494	2.155288110330749	-0.18831828237186068	0.507959791331698	0.7785070377186006	-0.055362372790633586	1.4160176081754183	-2.610632780143492	0.044075290938421455	-0.8284290003909222	-0.05994092355622373
HTR2A	Coupled	Coupled	Coupled	-	5-Hydroxytryptamine receptors	classA	5.710372042448821	14.535510952919694	1.2972241256302055	1.8307553584368974	-6.552120194677772	0.2785157666834047	0.47662150071595316	-2.4521337464957225	1.364197271149019	-0.16375242010691674	-0.8052214283486033	1.6957514720486544	-0.6075302978043923	1.5508440242155763	0.43414675699959326	1.926280517863142
HTR2B	Not-coupled	Coupled	Coupled	-	5-Hydroxytryptamine receptors	classA	4.541317183596778	11.359840450568125	0.8354351311166209	1.3431566825985735	-5.601238521819104	-0.935802213187821	-0.1272558061039021	-2.8779014915902943	1.8484966261915874	-0.4077629887469567	-1.2183209992587463	0.08032092723960435	0.31982483537746614	0.47228628318347093	-0.6255435364510626	0.71213074259859
HTR2C	Coupled	Coupled	Coupled	-	5-Hydroxytryptamine receptors	classA	-3.980339901885871	-1.8101702054721918	-2.000779598555196	1.9694877760482514	-2.9341993257443773	-2.250939769467388	-3.534231005759074	0.17395324192297829	2.0850627848731325	1.9997340492725464	-0.3521981597283787	1.417492313373077	1.9273349415186007	-1.3984730355778476	-2.557864790360146	-1.3647771027246918
LPAR1	Coupled	Not-coupled	Coupled	-	Lysophospholipid (LPA) receptors	classA	-3.0917287801382587	-1.0136367769523673	-4.12330302313946	4.484870890890514	2.0986903538479647	0.31559151983707207	-2.821278871987452	-4.3645299494938525	0.9678451105798812	1.904169044443134	-1.3334266111541924	2.753677924088019	1.5575008827479853	-1.056090550956211	-1.9868872738371919	-1.2926695579909615
LPAR2	Coupled	Coupled	Coupled	-	Lysophospholipid (LPA) receptors	classA	-8.136782293788626	-3.6077555135639203	-1.8934833272038951	4.793795678542984	6.044650481468341	-5.177085912032056	0.6794760196283637	-1.4322481439029247	0.2282976299295279	-0.43089665353496037	-3.515182159833189	-1.1287820772945172	0.05562474552112454	-1.4679385723552008	2.12518873665043	1.4202653082489
LTB4R	Coupled	Not-coupled	Coupled	-	Leukotriene receptors	classA	-7.515916085490303	-3.474096733326518	-2.664656710220183	3.9024417368822686	9.890935966677908	-2.54168524644236	2.8300324704284603	-3.089400262019738	-1.0955566259708358	-0.40999765778260683	-4.122053916893384	-0.019027960006776798	-0.3811529661057513	-2.675927008349454	3.2144706667292176	-0.41378201916894825
