Gene	IUPHAR	Shedding	ebBRET	STRING	Family	Class	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8
CHRM2	Coupled	Not-coupled	Coupled	-	Acetylcholine receptors (muscarinic)	classA	1.1451019729083654	0.3356769001566292	-0.42090171418974687	0.381885986204158	0.5723094369216263	-0.18637891053218125	-0.14890696252831048	-0.1442169658274532
CHRM3	Coupled	Coupled	Coupled	-	Acetylcholine receptors (muscarinic)	classA	0.8148603108348864	-0.1920282123977837	0.02878269804497498	0.06210563869489171	0.2280487693569849	0.19450706829129077	0.03620486699851849	-0.04056178512795368
CHRM4	Not-coupled	Not-coupled	Coupled	-	Acetylcholine receptors (muscarinic)	classA	0.619719881865756	-0.30356773116605007	-0.1648387553717383	0.12477808455372898	-0.04766836059875454	0.030276181529825592	0.1434995492211046	-0.10851930849346798
CNR1	Not-coupled	Not-coupled	Coupled	-	Cannabinoid receptors	classA	-0.545126548496339	0.18339276021879292	0.18506873989216563	0.03805093376777391	0.03407384537509202	-0.14310479932257894	0.029339078302201435	0.012627179881142666
CNR2	Not-coupled	Not-coupled	Coupled	-	Cannabinoid receptors	classA	0.43137540596294977	-0.32384580002999375	0.024875689670199548	-0.030335990746964855	-0.2255999861549293	0.08320016594183796	-0.03206074089820299	0.01947913684367177
CRHR1	Coupled	-	Coupled	-	Corticotropin-releasing factor receptors	classB	-0.005832281949740746	-0.2969649461489369	-0.047274634001264505	-0.12373546493743162	-0.2654801024543068	-0.03576133996142386	-0.16899806131242184	-0.07365115354667946
CRHR2	Coupled	-	Coupled	-	Corticotropin-releasing factor receptors	classB	-0.6894029023368763	0.04167864374445849	-0.09528058502102738	0.11607642922259744	-0.1661441547797936	-0.22459133717819657	0.04498917529811334	-0.07208579815775713
CXCR2	Not-coupled	-	Coupled	-	Chemokine receptors	classA	-0.6254793646809073	0.05053101850525611	-0.23295603454596325	-0.05069984875371262	0.07810299537906248	0.020204229437051986	-0.05936186934036122	0.10404722582038142
CXCR4	Not-coupled	-	Not-coupled	-	Chemokine receptors	classA	-0.5035935625281801	0.008177744431804974	0.08291050877735537	0.003598560846206093	-0.17002704329700996	-0.16580790768290857	-0.04403785617566553	-0.12274862197223181
CXCR5	Not-coupled	-	Coupled	-	Chemokine receptors	classA	-0.7820139882004215	0.02980727782402636	-0.4250960181179661	0.0468318663971786	0.12741504814817287	0.14981591581560272	-0.08602171142031102	0.18621642867434546
CYSLTR1	Coupled	Coupled	Coupled	-	Leukotriene receptors	classA	-0.7760102260048675	0.043014931178236473	-0.2992960958380534	0.1121961209817473	-0.03438755216378656	-0.07102137506918599	0.02760603517067271	0.071368924995406
CYSLTR2	Coupled	Coupled	Coupled	-	Leukotriene receptors	classA	0.5073027168920259	-0.3278903008809735	0.010238806257698043	-0.11381837941851114	0.09863073739498901	0.06712952907163845	0.2168484143178371	0.009159960995764084
DRD1	Not-coupled	Coupled	Coupled	-	Dopamine receptors	classA	0.4763770409576556	-0.38905360189149696	-0.0812474715213786	-0.11929029067514434	0.015307882151140954	0.06949025943096591	-0.006109054264839507	0.07553452804385669
DRD2	Not-coupled	Not-coupled	Coupled	-	Dopamine receptors	classA	0.7587487146547354	-0.1688857890218135	0.045691085340245546	0.09413571302870337	0.018870481524163357	0.22766931641066576	0.017537491713439587	-0.09445186025010129
DRD5	Not-coupled	Coupled	Coupled	-	Dopamine receptors	classA	0.19713980837074727	-0.40079501470047446	-0.15618558368478158	-0.11676144386731803	-0.10762702706005038	-0.07660839263418784	-0.020247820512382626	0.03856805259845881
EDNRA	Coupled	Coupled	Coupled	-	Endothelin receptors	classA	0.1815068636366932	-0.305519482942289	0.02742309365653017	-0.08854276113817822	0.00016343799543098775	-0.1721156038318191	0.2630882926939278	-0.0416484571407819
F2R	-	Coupled	Coupled	-	NA	classA	-0.20389098382269902	-0.2305507663434178	-0.057450863756998025	-0.18003723803809452	0.021129055374166417	-0.14303457254948285	0.16537752971074623	-0.13551136262041205
F2RL1	-	Coupled	Coupled	-	NA	classA	-0.8315179910231659	0.2795512820714549	-0.02715363643237292	0.2704572756344681	-0.06289220924412087	0.13448073445417	0.01459934951578531	0.16210744125808918
FFAR2	Coupled	Coupled	Not-coupled	-	Free fatty acid receptors	classA	-0.6618383902489043	0.2823255464111949	0.15083876465217197	0.16469965657266727	-0.11692641520748628	-0.01132908761069389	-0.11216804393575061	0.12796352944198053
FFAR3	Not-coupled	Not-coupled	Not-coupled	-	Free fatty acid receptors	classA	-0.6597130456299545	0.07397996345786752	-0.000227999805460201	0.017062235027727454	-0.1137422728998427	0.0047736443258593235	0.08471108219240245	-0.23970933329247252
FFAR4	Coupled	Coupled	-	-	Free fatty acid receptors	classA	0.7133890095430014	-0.1290144597648262	0.15017848322899416	0.3091855396229633	-0.2568655288610565	-0.06539784438945091	-0.08876208506306615	0.02165084079088135
GCGR	Not-coupled	-	Coupled	-	Glucagon receptor family	classB	-0.5333309666237731	0.055294865445750775	0.03427167483448368	-0.0387264467605724	-0.040249716063531296	-0.05968508733471368	-0.06872215028967163	-0.07488822546969388
GHSR	Coupled	Coupled	Coupled	-	Ghrelin receptor	classA	0.6472064062389672	-0.13631404491176716	0.26595656412328395	0.2814073891020401	-0.3390188654865994	-0.10104829539003138	-0.054811096796022904	0.07442219193571965
GIPR	Not-coupled	Not-coupled	Coupled	-	Glucagon receptor family	classB	0.5826669927958326	-0.23931329190940911	0.07354435365188845	0.21517830197652843	-0.2515932431072103	-0.09826778439365795	0.05003983331896064	0.04483475344682134
GLP1R	Not-coupled	-	Coupled	-	Glucagon receptor family	classB	1.0068130870731657	0.20074643575431556	-0.1644922535429209	0.6001438577198619	0.00518167272340107	-0.2886888295157628	-0.19606334510669277	-0.1701047759618704
GLP2R	Not-coupled	-	Coupled	-	Glucagon receptor family	classB	-0.8501036931230074	0.14957419117268708	-0.26947366632651953	0.3021939424717379	0.07089240596578272	-0.04878538885532293	-0.007593275613978142	0.3361682267144322
GNRHR	Coupled	Coupled	Not-coupled	-	Gonadotrophin-releasing hormone receptors	classA	-0.6967066011384162	0.6006962607711298	0.6102148565312416	0.4227946901977588	0.04202714733616611	-0.010998351969385983	0.12515968377980655	0.2343685553977689
GPBAR1	Not-coupled	-	Not-coupled	-	Bile acid receptor	classA	-0.562160117910082	-0.0880506130310735	-0.3061383971761051	-0.14859011046299733	0.11568441338181501	0.05285269120672461	-0.14856149282311143	0.06647998513724647
GPR183	Not-coupled	Not-coupled	Coupled	-	Class A Orphans	classA	0.5630373057358294	-0.32909149671163146	0.030957028491918902	0.04540758587817067	-0.011767894820642642	-0.13425669379114089	0.1823270139582	0.14494681588868885
GPR39	Coupled	-	Coupled	-	Class A Orphans	classA	-0.48523620911101056	0.15317677718376937	0.17202787892071011	-0.025019493242204524	-0.01244336903044339	-0.03299057441018652	-0.1946971067048045	0.05395570638158916
GPR4	Coupled	-	Not-coupled	-	Class A Orphans	classA	-0.7642879179397166	0.04333212489998274	-0.3931792618384505	0.0937396350701381	0.09257989186129961	0.05595529010322972	-0.11432131975667921	0.20720539819714356
GPR65	Not-coupled	-	Not-coupled	-	Class A Orphans	classA	-0.48040984072054854	0.09283957784015812	0.11403763962563859	-0.05174099216130472	-0.08115681329681126	-0.018961839041848682	-0.21410588276243422	0.03715724703818975
GPR68	Coupled	-	Coupled	-	Class A Orphans	classA	-0.08315637318721313	-0.047469468741291786	0.2908250816706061	-0.1647648890232949	0.015642482327530825	-0.09001811092081673	-0.014894597070343301	-0.0380400904652612
GPR84	Not-coupled	Not-coupled	Not-coupled	-	Class A Orphans	classA	1.3099627946205479	1.0937403411493305	-0.2547369136800896	-0.3223809473615073	-0.19195284580105468	-0.02519734490457333	0.14215896658525606	-0.01670731349230534
GRM2	Not-coupled	-	Not-coupled	-	Metabotropic glutamate receptors	classC	1.388104631295251	1.0055626074237636	-0.49350561061138787	-0.35554651478372545	-0.16702982889862467	-0.028937906402454687	0.01166137480420174	0.11313449862587834
GRM4	Not-coupled	-	Not-coupled	-	Metabotropic glutamate receptors	classC	1.3638962342836862	1.1024613652532569	-0.24554461818312676	-0.36657996352884453	-0.11327913745376561	0.0440490035939172	0.09960907585941169	0.025657329091837492
GRM6	Not-coupled	-	Not-coupled	-	Metabotropic glutamate receptors	classC	1.3646477960283607	0.9343977344930237	-0.6260932063651296	-0.39859478260518927	-0.13004374139421906	-0.002861917444452821	0.051940944271295815	0.08903208790987692
GRM8	Not-coupled	-	Not-coupled	-	Metabotropic glutamate receptors	classC	-0.5829433345264292	-0.03242597802648106	-0.1716708999876206	-0.04836203800777372	-0.09365620305523398	-0.052887818127030736	-0.207802439874538	0.047161623384386724
HCAR2	Not-coupled	-	Coupled	-	Hydroxycarboxylic acid receptors	classA	-0.29866261166616465	-0.2061414179107281	-0.12059339167222775	-0.16809688700100114	-0.14444855457514272	-0.10025876681301849	-0.1771870297426395	-0.02255689135385273
HCAR3	Not-coupled	-	Coupled	-	Hydroxycarboxylic acid receptors	classA	0.45163267282222597	-0.37544444026628604	-0.05997106252649614	-0.07346755223140317	-0.0776064413061191	0.07744765622648067	0.04463785413697693	0.009808063007191134
HCRTR2	Coupled	Coupled	Coupled	-	Orexin receptors	classA	0.8246617711857203	-0.2193411882454479	-0.13431316771330293	0.21291522550099035	0.05644066322984232	-0.10055360115546634	-0.0797016113808435	0.12252417531544547
HRH1	Coupled	Coupled	Coupled	-	Histamine receptors	classA	-0.5565436874133904	0.07055093297137141	-0.036913829474630115	-0.0817956720101552	0.13556662538644057	-0.0004084573545630939	-0.017704536819651007	-0.008135896210207454
HRH2	Coupled	Coupled	Coupled	-	Histamine receptors	classA	0.294397565687716	-0.16780833734801798	0.256646951253623	-0.19742495231414478	0.06693775340218397	0.07149858453913313	-0.05347120737906917	0.04012152766128104
HTR1A	Not-coupled	Coupled	Coupled	-	5-Hydroxytryptamine receptors	classA	-0.16256781192336572	-0.14328876694499618	0.047161974977820084	-0.26307406308755593	0.20307628750428988	-0.044217191744359584	0.028944475046101214	-0.0678000856129225
HTR1B	Not-coupled	Not-coupled	Coupled	-	5-Hydroxytryptamine receptors	classA	-0.3460215261241186	-0.061800618795290946	0.03748945307524675	-0.1858618575015825	0.17889181738948948	-0.14783516409134395	0.09946019454505764	-0.027864909882384516
HTR1D	Not-coupled	Not-coupled	Not-coupled	-	5-Hydroxytryptamine receptors	classA	0.6583405703691081	-0.31679932389263943	-0.1783391687961131	0.13168591097353788	0.07834596385871899	-0.10520180027249708	0.21055931026877722	0.044535047816193524
HTR2A	Coupled	Coupled	Coupled	-	5-Hydroxytryptamine receptors	classA	0.673805996819509	-0.3192614920048936	-0.2707377995256448	0.18511473290697628	0.023118026289549044	-0.016657316900554785	0.13651485288340656	-0.08066570535709863
HTR2B	Coupled	Coupled	Coupled	-	5-Hydroxytryptamine receptors	classA	0.5182720169302995	-0.39227730281002476	-0.20552078696749898	0.014975447823535163	-0.1457155487294258	0.20164067027807872	0.09151867119039196	-0.10110078735980828
HTR2C	Coupled	Coupled	Coupled	-	5-Hydroxytryptamine receptors	classA	-0.5554148787821727	-0.008330453223718512	-0.11503219815579249	-0.14525253745084396	0.08215683348753541	0.07445953005792764	-0.039354381518178654	-0.07720737184994099
LPAR1	Coupled	Coupled	Coupled	-	Lysophospholipid (LPA) receptors	classA	-0.6625847673187314	0.25474198222695	0.18600767978265334	0.11568619719006637	-0.08451574562689636	-0.03436765472914	0.061189398798320305	-0.06959041335844042
LPAR2	Coupled	Coupled	Coupled	-	Lysophospholipid (LPA) receptors	classA	-0.5821944116031569	0.3929585281231503	0.453041508197352	0.1045314031884651	0.08833130278855537	-0.0541535804270278	0.1678981329943347	-0.019236075999417332
LTB4R	Coupled	Not-coupled	Coupled	-	Leukotriene receptors	classA	-0.4637362987684149	0.50846615916224	0.7766016542747665	0.1240291019619017	-0.03370360384404769	0.005234827169993964	-0.101194372989885	0.001623288046036395
LTB4R2	Coupled	Not-coupled	Not-coupled	-	Leukotriene receptors	classA	-1.0167770780506034	0.131367600157548	-0.37588168810201306	0.2653053227474117	-0.07792338484393346	0.3080137917301578	0.22448967272172876	-0.056108410974638395
MC3R	Not-coupled	Coupled	Coupled	-	Melanocortin receptors	classA	-0.8958880426354958	0.09841687986111378	-0.36333956420478036	0.14078375670836613	0.07661610223184832	0.1368661500486252	0.245095269928154	0.06740492558322102
MC4R	Not-coupled	Coupled	Coupled	-	Melanocortin receptors	classA	-0.7140514866026406	0.09887408219952372	-0.1866849349851367	0.005749416513212745	-0.029263214086499196	0.1907169080771564	-0.011593344437410056	-0.11154631933766428
MTNR1A	Coupled	Not-coupled	Coupled	-	Melatonin receptors	classA	-0.5433376411013373	0.13982344029944432	0.14318616496740816	-0.04998961199989672	-0.04814917132068245	0.14135214218612013	-0.0672777840899371	-0.13643710670086
MTNR1B	Not-coupled	Not-coupled	Not-coupled	-	Melatonin receptors	classA	0.3406499828704132	-0.179622725546694	0.3154969604245532	-0.08900878639128265	-0.08518508788761822	0.05682203704477089	-0.019489019303964093	-0.00944861103485974
NPFFR1	Not-coupled	Not-coupled	Coupled	-	Neuropeptide FF/neuropeptide AF receptors	classA	0.9454080726340259	-0.08390029490542489	-0.30411237114253903	0.32704751961524214	0.10967448845832588	-0.03173976885896332	-0.12157055846510534	-0.14484375086640516
NPFFR2	Not-coupled	Not-coupled	Coupled	-	Neuropeptide FF/neuropeptide AF receptors	classA	-0.3626444843984839	-0.26003182937954994	-0.2951697013696216	-0.19378834564014122	-0.05196565787168766	-0.07743413232649406	-0.14034285099834296	-0.07868926929579469
NPY1R	Not-coupled	-	Coupled	-	Neuropeptide Y receptors	classA	0.39650759048631834	-0.4297192897456573	-0.16320948875231187	0.03473304353630361	-0.14358210227974166	-0.18673221457246206	0.15410180301867532	0.09844491461787908
NPY5R	Not-coupled	-	Coupled	-	Neuropeptide Y receptors	classA	-0.36447665409389846	0.1365076436780474	0.2829242133748672	-0.19488464459807875	0.1716142059499188	0.1614309422738138	-0.00647837267015067	-0.15776250135102146
OPRD1	Not-coupled	Not-coupled	Coupled	-	Opioid receptors	classA	-0.34929199922286014	-0.13584554466621734	-0.11892002915284616	-0.27332713662210645	0.10714782864733766	0.09256386594212739	-0.037794135903478625	-0.13108883106161792
OPRK1	Not-coupled	Not-coupled	Coupled	-	Opioid receptors	classA	-0.5106923261314372	0.04717179532767473	0.08110872067511712	-0.09623894615689024	-0.06472057992934542	0.10540750171552479	-0.0030310283796822733	-0.24236842285289825
OPRL1	Not-coupled	Not-coupled	Coupled	-	Opioid receptors	classA	-0.05206991500422197	-0.27223072309083063	-0.08588894610899438	-0.31540234472138784	0.1937652924673205	0.017610060220478032	-0.039466284646332964	-0.002602495492459871
OPRM1	Coupled	Not-coupled	Coupled	-	Opioid receptors	classA	-0.20423129092095466	0.0363932260325518	0.36264952861796584	-0.12594775881056938	0.007849480202597885	-0.08248730200597522	0.11310974802089527	-0.1905434045820928
OXTR	Coupled	Coupled	Coupled	-	Vasopressin and oxytocin receptors	classA	-0.303233970358161	0.09585964877608073	0.3224167270089005	-0.13046544637413135	0.03495221946673432	-0.0696699135089433	-0.15498575261935338	-0.019720081320593632
P2RY2	Coupled	Not-coupled	Coupled	-	P2Y receptors	classA	0.06428545813382652	0.2494600452448996	0.9357366310507237	-0.04952261095207313	0.006824717925011759	-0.10241244411128762	0.18667346815194855	-0.10199659185690452
PTGER1	Coupled	Coupled	Not-coupled	-	Prostanoid receptors	classA	-0.5090326630828185	0.22208395983302973	0.2533510912673933	0.018118093170020676	0.11559419983060375	-0.18136025056077917	0.01812939539110027	0.1471535654272421
PTGER2	Not-coupled	Not-coupled	Coupled	-	Prostanoid receptors	classA	-0.1337873465009135	-0.02817251921424254	0.2815972598232549	-0.1612645097433037	0.12249593571573128	-0.2295597375439604	-0.02379457971110992	0.10660249607519058
PTGER3	Coupled	Not-coupled	Not-coupled	-	Prostanoid receptors	classA	0.8407360941723796	-0.08268796293651828	0.12733517709964995	0.2318577564698427	0.13959627466573982	-0.11181907177286476	0.1962629781275585	0.016832835812313703
PTGER4	Not-coupled	Not-coupled	Coupled	-	Prostanoid receptors	classA	-0.6145490873379638	0.0320568615737821	-0.11547574206454948	-0.014418011083588493	0.0663521817634958	-0.14955834470345453	0.10231887584132907	0.01705974431545693
PTGFR	Coupled	Coupled	Not-coupled	-	Prostanoid receptors	classA	1.1136297292228199	0.4837536885523018	-0.18831700211906022	0.47354321496808754	0.284905980814579	-0.04832538525427304	-0.27771793958339774	-0.28464027585174767
PTH1R	Coupled	Coupled	Coupled	-	Parathyroid hormone receptors	classB	-0.35170005787083036	-0.16863760458704252	-0.125482159984939	-0.16840435269721324	0.11010150996735082	-0.2374053501145312	0.1157018452240439	0.0058686704245729405
S1PR1	Not-coupled	Not-coupled	Coupled	-	Lysophospholipid (S1P) receptors	classA	-0.48228055394439917	-0.0908661447103997	-0.21512707548597418	-0.21910160803160117	0.17648214763411577	0.045785511906684354	-0.04377409599907145	-0.014426289065835202
SSTR2	Coupled	Not-coupled	Coupled	-	Somatostatin receptors	classA	0.5518707782482978	-0.24538105572307267	0.1039176858046813	0.10947830635639717	-0.23298476288279768	0.028566159605675493	0.008919891926390896	0.05669771602725276
