Gene	IUPHAR	Shedding	ebBRET	STRING	Family	Class	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11
CALCR	Coupled	-	Coupled	-	Calcitonin receptors	classB	2.147361910904001	-18.012095563542303	23.019110204942475	-25.238281572199128	-1.267143185123219	23.374217219581947	10.705297908847792	-4.995986651306295	4.676731600000208	-3.1782973214690995	-6.365163067261675
CCKAR	Coupled	Coupled	Coupled	-	Cholecystokinin receptors	classA	76.97702110290629	-16.943968927546337	15.136921826078831	13.397415202567787	-15.193280066070853	-0.3532904343677117	-12.087549352814529	3.984266687551138	-6.4037049200801865	-0.8977448431445857	-2.0736517142531308
CCR5	Not-coupled	-	Coupled	-	Chemokine receptors	classA	80.66632436914038	-14.280995921721042	13.889385136737914	3.615754887619566	-12.606319043709258	2.19237083593031	-15.090218919615818	11.26823698881112	-5.85063993861214	-3.8606723904647837	0.12510440252508678
CCR6	Not-coupled	-	Coupled	-	Chemokine receptors	classA	-39.34429883371223	-26.56628488995999	29.19443486725567	-18.748241437282005	-3.64172177179847	-20.76839278199668	6.850571934597044	-21.16398309422867	7.752060095673278	-4.370384111438833	4.568810607764578
CHRM1	Coupled	Coupled	Coupled	-	Acetylcholine receptors (muscarinic)	classA	-43.845494005534974	-25.425024284393437	22.327236013956032	-24.026706735883188	-1.9112136724503468	-20.282322681909807	9.080970791310282	-13.857129612353413	9.428579931689672	-14.592340766669892	11.412085437390392
CHRM2	Coupled	Not-coupled	Coupled	-	Acetylcholine receptors (muscarinic)	classA	-64.66488747817455	-13.113834907832414	19.4685486748436	-41.82184785269967	8.928835524305057	-15.94356973822579	-3.5859904949885086	3.148021601395345	7.578012160798907	-13.889277652969847	8.194355561524471
CHRM3	Coupled	Coupled	Coupled	-	Acetylcholine receptors (muscarinic)	classA	-45.70649616991789	-24.909963515603263	20.56304457070655	-23.733334843972692	-2.493007853967195	-17.186339821407213	6.581516553828325	-14.942391018803317	7.884402022419786	-8.6164655507481	8.355751316070712
CHRM4	Not-coupled	Not-coupled	Coupled	-	Acetylcholine receptors (muscarinic)	classA	-85.65875556137237	-6.869924949768987	-38.285573100291515	5.927647988639014	2.300298710358521	6.432628814432138	-11.44260937820661	29.140267023566413	-2.6900428660456233	-3.0586126580832316	6.681246560702695
CNR1	Not-coupled	Coupled	Coupled	-	Cannabinoid receptors	classA	-71.40664846074583	-20.13916321890504	-41.17912256211908	39.234514604938205	-5.905265503407379	0.9243452799276222	-6.0145189966383725	9.974522637556813	5.115582438392881	2.846910024846921	-4.283842071343622
CNR2	Not-coupled	Not-coupled	Coupled	-	Cannabinoid receptors	classA	1.9581525166179474	88.1892997024532	4.576467717628854	5.297971661652941	-40.65495308104933	-11.865130958174113	12.344319830884508	-2.608133413895932	1.9993560614791002	2.0837691407834193	-1.9729600065527177
CRHR1	Coupled	-	Coupled	-	Corticotropin-releasing factor receptors	classB	9.2356156902425	90.2518515241015	12.803326402069368	13.902746136365868	-47.462081682217594	-14.058414485361517	16.54567772183162	-2.742945389373083	2.37998396738129	-2.9133533737736435	-1.9285147088106278
CRHR2	Coupled	-	Coupled	-	Corticotropin-releasing factor receptors	classB	79.38280360835267	-20.789619182995658	24.204955793635182	9.69076422339158	-13.286941916758405	1.470433664177546	-16.95877916892747	5.832874793881538	-10.004332041046423	-0.15164794856214978	-3.1571257197975715
CXCR2	Not-coupled	-	Coupled	-	Chemokine receptors	classA	89.75808638891777	-18.18833215434505	20.404634888112703	9.97753804605399	-17.40462540234673	-1.2146017374796465	-19.072461226299076	3.8673128703648225	-8.618681103839066	-2.335670972226578	1.349865910298802
CXCR4	Not-coupled	-	Not-coupled	-	Chemokine receptors	classA	69.99734235498167	-17.00005833220463	19.247421691010484	8.708839526552152	-10.738427380089748	2.5940204246417884	-19.22990548253848	7.956328813100001	-10.33382773762147	1.3858423555741666	-7.235567097528479
CXCR5	Not-coupled	-	Coupled	-	Chemokine receptors	classA	96.7815433827	1.9574282409806545	-23.35708187501459	3.02768099196652	12.807059256819835	-10.891018111423914	8.233636037672234	-2.462556812846344	-4.9550866833905856	-5.695956915797567	-2.6771254176825594
CYSLTR1	Coupled	Coupled	Coupled	-	Leukotriene receptors	classA	90.86935570633891	1.546041844588947	-18.545065698674094	2.6822967979298427	9.828885182028555	-9.58786615074036	1.4251894840962716	3.6003072491385777	-3.047895599567723	-3.577235578258992	-0.8644401727037716
CYSLTR2	Coupled	Coupled	Coupled	-	Leukotriene receptors	classA	-56.64709076281723	-23.246436692992127	7.331765547331344	-12.11613442317324	1.053724811053916	-6.710958325460257	-0.3375784519604789	-3.130551785988548	-0.7433589988953005	-6.8912600622491	-0.4058660773758227
DRD1	Not-coupled	Coupled	Coupled	-	Dopamine receptors	classA	-51.03610358678501	-29.679995090223073	10.825764148449672	-12.668216416412289	0.0740013789950347	-18.76376846967395	0.9830104161336982	0.32153200652104685	0.039402431116236286	-8.248639781096822	-5.1831383123575545
DRD2	Not-coupled	Not-coupled	Coupled	-	Dopamine receptors	classA	-59.45513654992926	-19.037593376428607	8.16676618303864	-14.174760857346376	1.7482662098771544	-4.013626524100263	-3.423300485924515	3.8120974268261065	-4.3266123229941815	-4.807066496439662	0.4609825838018545
DRD5	Not-coupled	Coupled	Coupled	-	Dopamine receptors	classA	20.06984829653284	-6.104850213626027	6.193589109697224	-25.56416234835476	11.52249543355463	28.992097113167258	20.5795318764483	14.193385998892978	-3.6839445251246072	-2.755142063472006	-5.95702048922804
EDNRA	Coupled	Coupled	Coupled	-	Endothelin receptors	classA	44.144277750098134	25.320661493598543	-32.86860874061312	-16.8973462466372	23.27793626039965	-9.44803486864275	-5.609786066314077	15.138693799823516	-16.276925330023058	-4.930150813588982	5.53162187269421
F2R	-	Coupled	Coupled	-	NA	classA	52.823697555713494	21.525078495807687	-32.289982265041395	-13.658301797011253	20.832733433268814	-7.028765679922927	1.3141140565536906	7.207778231113072	-10.932888533554149	-6.9725851671367405	0.6051795424760036
F2RL1	-	Coupled	Coupled	-	NA	classA	52.073809730503186	14.399948685030218	-49.808468130156086	7.181097202587034	19.636214745798185	-19.59190099657909	14.794668944064137	-14.639119994622865	1.3139024517181332	2.740148460281909	-12.279651924734441
FFAR2	Coupled	Not-coupled	Not-coupled	-	Free fatty acid receptors	classA	48.33551125734814	12.695241492578559	-45.24671739530612	6.570550062474672	19.074732585105302	-23.92966319753634	0.1598020125901344	-9.240468869157024	5.294265730526295	1.488506185631618	-9.175637577251662
FFAR3	Not-coupled	Not-coupled	Not-coupled	-	Free fatty acid receptors	classA	10.971885969912675	-10.587634820964144	-4.116383015046426	8.013441722149137	-8.17016092663252	20.11994747337521	-14.112990817214826	0.7430739996344642	5.691933437201391	1.5400844245975893	-5.154870724903042
FFAR4	Coupled	Coupled	-	-	Free fatty acid receptors	classA	-9.85889533046991	88.71493480549839	13.554944651799365	-2.9646351014514876	-37.50221330024717	-3.8978389947352468	3.4377729388806677	1.418940912154374	2.2395027809528205	2.795872273423596	-1.442423481242381
GCGR	Not-coupled	-	Coupled	-	Glucagon receptor family	classB	46.43991148613148	-34.31965004975563	13.059760659598139	-9.05763966632732	3.5256438554608702	24.996411150004516	46.83893535114692	0.3221293661756494	3.2148000953258564	9.849606739840896	-15.347238755065721
GHSR	Coupled	Coupled	Coupled	-	Ghrelin receptor	classA	-10.542184968728053	89.07733704301621	9.594956176569063	-2.8900588361541444	-37.20997429235215	-5.1196100361445245	3.124391707260898	1.794436756680047	1.931315459042938	5.187139063505681	-2.785338722223177
GIPR	Not-coupled	Not-coupled	Coupled	-	Glucagon receptor family	classB	-9.819252671382777	89.81619761462068	9.677546123842633	-0.8386250462634407	-37.81271578833798	-0.9030556717082001	7.78848484796913	2.4686304193532225	-3.2382625949423085	2.121721777290632	-1.1690872995266834
GLP1R	Not-coupled	-	Coupled	-	Glucagon receptor family	classB	-32.966010520065595	84.35143748116083	3.7803945056094475	-14.956744762714143	-26.212293960594945	-2.197918771399653	-6.907726373612147	13.68887998437224	3.751046970738847	6.5801233834820065	0.02444504380071162
GLP2R	Not-coupled	-	Coupled	-	Glucagon receptor family	classB	35.6682996761531	10.468046703475274	6.5244564081119645	13.471979216251425	-18.847197943498553	38.141202674715146	-18.066732845615967	-26.112515594041913	-16.379733312028087	-20.26853232107064	-5.719000488796796
GNRHR	Coupled	Coupled	Not-coupled	-	Gonadotrophin-releasing hormone receptors	classA	-34.739286572184795	-17.333820533197667	-18.130220552523877	24.24060007298415	-2.3494580115484753	10.480485905029111	-11.574948600781994	-9.377371955424914	20.413144392342268	8.25461448347828	-16.82839251903144
GPBAR1	Not-coupled	-	Not-coupled	-	Bile acid receptor	classA	71.95327365210713	2.7049004623107185	-32.53694414897821	-3.9291949008977296	13.408253397396606	-10.53997874618125	8.969705897739356	-3.8029504560638	-8.184342224359632	-4.8737409034761425	2.9578780375861418
GPR183	Not-coupled	Not-coupled	Coupled	-	Class A Orphans	classA	-20.07676723204432	-11.984213890953104	-11.69960989804449	-31.349080056007125	20.294489733893176	27.20733408728263	28.59057111229948	14.003545287135061	14.234148660772686	0.0911935620083468	-19.778811603699822
GPR39	Coupled	-	Coupled	-	Class A Orphans	classA	75.04980987690242	13.096555806345055	-26.483504250802945	-7.068223610094709	17.003118956873717	-23.58338271277252	5.24758219114158	-9.239010860450025	-4.561427099585322	-3.224136173634045	-4.171475875649589
GPR4	Coupled	-	Not-coupled	-	Class A Orphans	classA	84.54992825819777	12.117079381492621	-32.42296626412063	0.1789929574462537	15.227366461213927	-16.040636208192918	13.495242798082918	-9.328676627849497	-7.901211295120384	-11.541785856191334	-5.054907299702258
GPR65	Not-coupled	-	Not-coupled	-	Class A Orphans	classA	68.32387470326547	15.271960800591195	-29.94214717229501	-7.123885140163424	19.83949543807893	-23.55299049460433	5.499681304278894	-4.0794293561908495	-0.45692423451401953	-1.4998249043132479	-5.800331513087972
GPR68	Coupled	-	Coupled	-	Class A Orphans	classA	-45.71211405516188	-13.348528606542205	-21.53342124965524	-6.386195203732061	-1.1961075378215267	8.106175877941151	-7.40390316457738	5.993404756886077	10.866068077533702	1.6705425671152923	-2.252577481753839
GPR84	Not-coupled	Not-coupled	Not-coupled	-	Class A Orphans	classA	-17.65364333771653	59.79992723086399	75.94097941582773	48.81797576326096	61.29515137619106	-0.23464848572055436	0.6424957564393368	-0.1470151819145007	3.89152671895762	-1.2570048800169276	1.3039299610379027
GRM2	Not-coupled	-	Not-coupled	-	Metabotropic glutamate receptors	classC	-26.49234552128746	59.85904769700914	72.96556941311994	40.975993737677264	60.39832440752381	1.7887929054689502	-1.4097786017099074	2.143657945774895	0.9070021375196025	-1.8074071846345985	0.5807080833396704
GRM4	Not-coupled	-	Not-coupled	-	Metabotropic glutamate receptors	classC	-23.307938799098153	59.717267312581754	73.58629556162536	46.54543836618055	60.62779671876442	3.363071201897044	-1.6028988994955775	-2.0595555294247654	-0.2897644113010248	2.888794941222293	-0.7690484035259526
GRM6	Not-coupled	-	Not-coupled	-	Metabotropic glutamate receptors	classC	-26.274919865840022	59.063357867305356	70.6025097517864	40.72651649283306	60.26804323260467	2.814570318788918	0.5470048794948503	3.5025179246589624	0.1958377208204114	-3.4755366366071523	2.6959637576476805
GRM8	Not-coupled	-	Not-coupled	-	Metabotropic glutamate receptors	classC	51.59339500198257	14.171626824177695	-39.758627396355024	-8.475858790246916	13.89213465932679	-8.195277714507416	-4.321855427714635	4.167117460680007	4.688679800360238	-8.636983051183726	-0.9280124533758809
HCAR2	Not-coupled	-	Coupled	-	Hydroxycarboxylic acid receptors	classA	38.791619063309305	17.355246728182657	-41.44769266705187	-16.328542990250444	16.573847084778205	-6.906608447683039	-6.704569572801636	9.106931952108743	7.633901841404197	-10.188270843961575	0.7272765876971719
HCAR3	Not-coupled	-	Coupled	-	Hydroxycarboxylic acid receptors	classA	1.6253546949826765	-16.1348635090305	29.27978740466748	-25.712048234280108	-3.264180851566455	24.105756108401717	16.972978292734417	2.1330396450973037	-4.405487958322913	-6.36350037113402	-8.186799758095637
HCRTR2	Coupled	Coupled	Coupled	-	Orexin receptors	classA	-58.08786017472703	-20.675955108767116	11.258520711911983	-28.100118993918123	4.8262622779274675	-17.063747724779425	-4.689813321692802	0.994852180742099	4.545005418286813	-11.865036657237436	-0.6303519669089044
HRH1	Coupled	Coupled	Coupled	-	Histamine receptors	classA	-18.915979118556667	-45.31690214559802	16.828857420334266	13.25200636928004	-10.642842721152329	-7.379649874911476	16.057988283186155	-15.908183309570413	-0.8060758622035777	2.5644627402454967	2.116776378139388
HRH2	Coupled	Coupled	Coupled	-	Histamine receptors	classA	-49.783578534061355	-25.886414915387856	20.66654103101906	-5.148866217728844	-4.016372016828482	-16.385762369715085	-5.523411729943365	-9.199155734658245	-12.955877800491484	2.050373960454287	-4.203923575954778
HTR1A	Not-coupled	Coupled	Coupled	-	5-Hydroxytryptamine receptors	classA	-40.59403885793853	-27.22168687645602	15.48623854141066	10.178066649576573	-12.700950467513197	-13.382782550777645	-2.7172574437755523	-9.84869727613528	-20.475190557100724	0.37359590784430374	-3.7284410026136157
HTR1B	Not-coupled	Coupled	Coupled	-	5-Hydroxytryptamine receptors	classA	-34.67937371295134	-31.996758150872747	15.20928038986565	11.220896354230876	-13.42393226872194	-14.090647837077515	-1.2292304753520589	-13.037799113233591	-18.048711276465454	-0.21597040404435466	-4.274595976349854
HTR1D	Not-coupled	Coupled	Not-coupled	-	5-Hydroxytryptamine receptors	classA	-50.51625206657175	-23.894942221246694	7.331811781841049	-20.573495625404163	7.60133434534831	-3.5567548169593732	-0.742449362138033	11.287251800478144	-4.169358699937838	-7.14636594275233	-1.9826110058967925
HTR2A	Coupled	Coupled	Coupled	-	5-Hydroxytryptamine receptors	classA	-52.29879646451522	-20.415060583414142	9.240657107768588	-25.194911608844894	8.547380284051597	-3.1967879817648166	0.49913725466501146	10.515083956864046	1.8068671606987818	-11.588140107870322	-3.544869393557911
HTR2B	Coupled	Coupled	Coupled	-	5-Hydroxytryptamine receptors	classA	-44.718972014573254	-26.79671430437615	10.615105278915419	-16.345243855107704	5.348425051703981	-5.683207362198672	6.4636209687906065	2.842063315216118	1.0220053124379342	-6.5547554967993955	-2.7926844073341655
HTR2C	Coupled	Coupled	Coupled	-	5-Hydroxytryptamine receptors	classA	-62.47430604869662	-15.922948559696016	-36.53534004259067	39.076915087619255	-11.271071976593197	1.46009250793933	-0.8044549581466377	11.410067676822479	-0.4796621579066158	-3.6500005735306638	2.93755743077795
LPAR1	Coupled	Coupled	Coupled	-	Lysophospholipid (LPA) receptors	classA	-54.04395781646114	-21.116826345797836	-31.672585611264115	42.39615789723317	-11.02453616838451	0.374691764662702	-3.5713370464025416	5.630243080235092	9.347771207052856	0.2675798161264202	-5.08968595137813
LPAR2	Coupled	Coupled	Coupled	-	Lysophospholipid (LPA) receptors	classA	63.395061145019895	-21.077536935597497	-1.1271089493357418	0.695952886748874	2.794674951938404	2.998078261121776	-10.283518643630421	-2.2818369283696907	19.437414372935056	12.69907808919097	-5.334224230051133
LTB4R	Coupled	Coupled	Coupled	-	Leukotriene receptors	classA	53.24294658875024	-12.029566277823374	-2.205749235349578	-1.7187831591138334	7.793780623399888	0.44258724306740954	-15.399674470620857	-1.931712528526373	24.592701443991235	16.884166512417806	-12.967364406409216
LTB4R2	Coupled	Not-coupled	Not-coupled	-	Leukotriene receptors	classA	-52.95538180261715	-15.64493952048506	-46.387405498939884	46.87132256000461	-6.052780052022794	3.3421824510630525	2.4599065070168744	8.851043797670204	-15.378996370101133	-0.7555565446055517	-7.5481650945829735
MC3R	Not-coupled	Coupled	Coupled	-	Melanocortin receptors	classA	-55.60996133356922	-17.796900187388076	-47.437825351045895	43.745518660216554	-4.683868596487036	2.1644561105363125	1.0383944877236995	13.035576024849766	-14.016756812655505	-0.8943402270138028	-3.789254066739135
MC4R	Not-coupled	Coupled	Coupled	-	Melanocortin receptors	classA	-19.672511996077738	-25.9175768700443	-3.0316791091763595	17.37419355054538	-17.03245905905827	18.437980902477275	12.135691102331592	-3.715410101738822	-2.357863047399812	1.3785664946520402	4.012247877120472
MTNR1A	Coupled	Not-coupled	Coupled	-	Melatonin receptors	classA	-14.960729054186157	-21.480330723073006	0.837772778556923	10.989768413151069	-16.24880381000898	18.425500908819554	3.96167746031704	-3.428673159101654	-3.324650153768429	6.411715501060628	2.1309655344271055
MTNR1B	Not-coupled	Not-coupled	Not-coupled	-	Melatonin receptors	classA	-0.29777302817261425	-19.125941838204028	28.37485976381968	-16.08065778079123	-2.3470827347568104	23.807235750323088	8.7284693451981	-0.4985157750759413	-1.4638464395427826	5.3362565549840655	-1.6109102887833282
NPFFR1	Not-coupled	Not-coupled	Coupled	-	Neuropeptide FF/neuropeptide AF receptors	classA	-21.118940323742503	-8.56826771411519	25.017995477968075	-28.46865006253687	2.710207890976996	24.459150845583128	0.7058837157187787	16.979100182930214	-9.1132380889535	8.803312535538543	6.814771341803191
NPFFR2	Not-coupled	Not-coupled	Coupled	-	Neuropeptide FF/neuropeptide AF receptors	classA	15.554276851969489	-24.380371817204857	23.433584456811897	-4.452328437231208	-8.0597116790117	25.403275139099385	12.657514046058402	-0.12451951090212689	-3.831228452312934	-4.989696120012074	0.9521819999791414
NPY1R	Not-coupled	-	Coupled	-	Neuropeptide Y receptors	classA	-15.015883111787673	-11.918110758827753	9.923047879025	-26.98736205083442	1.2173163637371296	20.36252642683152	-6.27868046358481	9.384703983473802	-1.3152215582771998	-8.665733477311184	-8.894220710573869
NPY5R	Not-coupled	-	Coupled	-	Neuropeptide Y receptors	classA	57.7699880231683	-40.95945674244068	29.467477606555114	2.651273101400518	-7.806993674804825	-2.3960591799887654	8.972644142653188	0.7139390810906258	-4.596297407592217	17.4793225977802	11.319333039876705
OPRD1	Not-coupled	Coupled	Coupled	-	Opioid receptors	classA	55.26026260289929	-38.24670191951688	28.206498236983943	-0.1268512639269001	-6.245200333107917	0.5736012797429954	10.012150982080819	9.112584686815843	-6.84342370724457	9.25274052611428	13.037413253234483
OPRK1	Not-coupled	Not-coupled	Coupled	-	Opioid receptors	classA	59.332769581884165	-40.75154518761551	25.246660675525938	2.4740833913994544	-5.249185671904633	-3.0251794126145204	8.519910373457861	5.905338224687857	-0.6798256148496158	11.478550395345895	7.35989294347387
OPRL1	Not-coupled	Coupled	Coupled	-	Opioid receptors	classA	47.32767622566222	-34.59152467281109	27.322177285007815	-6.079217782151757	-3.5147958515144566	-2.160073268706498	8.964376208831156	9.52185128594759	-7.158084035962411	11.268502219187798	15.965624098798797
OPRM1	Coupled	Not-coupled	Coupled	-	Opioid receptors	classA	11.532453958181708	13.943007038305788	9.580365243669178	-5.850022978172631	-12.038761494472052	29.623262938271246	-22.299711185288405	-24.418076679695364	2.784973883782114	-8.877834240866925	1.452693993039052
OXTR	Coupled	Coupled	Coupled	-	Vasopressin and oxytocin receptors	classA	79.6914447412696	5.614635981078232	-13.56124079616807	-10.5314055940386	12.609650807104773	-6.364250371571441	-0.9392903648916637	1.2360581274777245	8.14440567124651	-1.2305631745134151	-2.862272026227484
P2RY2	Coupled	Not-coupled	Coupled	-	P2Y receptors	classA	-27.09920314833349	34.3970971307305	-56.08611578451608	-20.545049339453442	22.134035181130894	13.493252871652075	-3.5352015149930502	-19.036494013942644	-0.2975608657348868	22.800008647150182	10.619990005610365
PTGER1	Coupled	Coupled	Not-coupled	-	Prostanoid receptors	classA	-38.1750084027031	29.892871860513484	-57.40251805737539	-10.662271029805403	26.369185530744222	19.80415143204844	-0.34807534130084217	-16.028258183671667	-7.91023992855076	7.876831654202651	0.6140675152286591
PTGER2	Not-coupled	Not-coupled	Coupled	-	Prostanoid receptors	classA	-29.955922240445318	33.296058214797114	-64.48271216158341	-11.24443769248277	21.699131625707853	19.364485903779013	-0.5702913260387094	-5.184886494076905	-10.527487798247849	10.065709560438359	15.794610848980346
PTGER3	Coupled	Not-coupled	Not-coupled	-	Prostanoid receptors	classA	-57.91184001885498	34.73650788194567	-45.522407756197644	-39.9943882450974	30.307340566235357	12.368640035471607	-6.128551024892635	1.3565791429663479	0.08346266138622475	6.971522611966784	11.69320186385537
PTGER4	Not-coupled	Not-coupled	Coupled	-	Prostanoid receptors	classA	-14.567587916215933	34.756599762610875	-65.96748504646652	-3.034587159823432	23.05142839699527	10.342712620926457	8.908674069881153	-11.397853860533694	-4.429577836656048	3.7690404926617878	12.914279946359626
PTGFR	Coupled	Coupled	Not-coupled	-	Prostanoid receptors	classA	-36.8671357703124	82.48692637669535	9.49669260143287	-29.106587479472473	-14.429609320343344	-3.2402574891213414	-0.6056417636399982	14.68337641866935	4.432137405929376	2.5956852888146167	1.6449174561083217
PTH1R	Coupled	Not-coupled	Coupled	-	Parathyroid hormone receptors	classB	-63.993428785344314	-13.710333222285868	-33.42579559396529	26.833322414628366	-4.590325779153608	0.570339437821085	-8.115642698574996	16.690129686964557	4.7213768921210955	-5.995040245971198	0.30692328229344834
S1PR1	Not-coupled	Not-coupled	Coupled	-	Lysophospholipid (S1P) receptors	classA	60.40853345746224	-38.16899687051539	22.769134549521038	2.3971939842293835	-6.830783484776202	-0.2177138733608544	10.240962643144536	2.909461067069327	1.0352011633303533	5.007761978924647	10.488326391915516
SSTR2	Coupled	Coupled	Coupled	-	Somatostatin receptors	classA	-11.072318776901458	85.78127129133934	9.431444929768071	3.7207020195073763	-36.83412957680186	-6.756104647200253	4.705226620990356	0.20898680076632375	-0.4577219974311296	2.7998075003467546	0.03728367174668485
