Gene	IUPHAR	Shedding	ebBRET	STRING	Family	Class	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23	PC24	PC25	PC26	PC27	PC28	PC29	PC30	PC31	PC32	PC33	PC34	PC35	PC36	PC37	PC38	PC39
TAS1R3	-	-	-	-	NA	classC	-11.62952916296127	64.93820672131763	10.07836924757212	65.34650949139578	34.565188298041456	28.27814480165342	-11.210321420902885	-9.469258088939048	0.4237246024616615	-3.540889973615728	-3.7916595821023527	-5.109390295022902	-4.421145350970568	-0.45670386823106185	-0.9099245530460781	-5.349252953760519	1.871524902827655	-4.465732510261489	2.6237825804095625	2.85944965232962	0.15124836492799396	1.447668913168296	-0.44328467167224384	-3.796678810791049	-1.436866857635461	-3.242445517121548	2.5517304626202124	-3.9042627450983782	-2.4271496072939294	1.19285908334273	3.1625915635342885	0.8315244180197379	-0.5876049833038963	2.3760342297843087	1.3188321609392748	0.6746948473908823	-2.248421872011099	5.457417863205369	0.28124230046849225
TAS1R1	-	-	-	-	NA	classC	-3.044704134111011	61.4488715765897	6.117984637117715	62.82548159486594	32.6856494225601	27.967334563053733	-7.822103802212015	-9.352100994360102	1.4658526301534143	-1.3255929806515172	-0.9283379046410265	-7.420748722184674	-1.2537557744588133	-2.218881006203603	-2.7402225557858877	-5.696945275763363	1.3368432388087899	-3.4188038822896623	2.68509007997902	3.3179008909616288	1.4719372426897717	1.7265286629125423	-0.5972455734744622	-4.251626989337463	-1.959225644928939	-2.5219054595019355	2.3867463067951022	-4.319530525085826	-2.2123054647970632	0.8150273768889836	3.145436891461872	2.027114921105484	-1.2362672814138962	1.0070531396606397	1.780334103967657	1.1627667079887707	-2.268535446222139	4.442607438014565	-0.039281995237053745
TAS1R2	-	-	-	-	NA	classC	-7.572242781535009	73.75226735527613	2.521067095729144	22.063231821647783	1.6598265712100804	-20.282115949578703	29.704505481055577	-3.2341179651710092	-4.4313701651514545	-10.853771569664943	1.4893126619768517	6.791927472295598	5.065352727311915	6.445697211570748	1.8728460657021746	14.061488834083052	-4.045947787833803	0.3062695948873348	11.3190884375871	-12.112502691109176	2.871750402929153	-11.538967075176457	-9.062615987247415	-3.998147885973583	-0.23128254705560286	-7.864224043615739	-3.0678836250154684	-1.9685654033340678	0.7037906225957578	-3.300804811221667	-2.1760219193566783	-2.336182481881547	2.7825909174110404	0.01066668148020396	-0.2843123258857967	0.03432304476640305	-1.089983967454698	-1.2531919822539306	-2.7464143923150117
ADGRE5	Not-coupled	-	-	-	Adhesion Class GPCRs	classB	-6.246042787121206	69.67870015371527	1.4748863472107392	22.992459187234665	1.3861104159422848	-18.516018530425775	29.979987217142835	-2.0766891761586557	-4.185642295733625	-11.56982068753713	1.047708312401116	8.357867999957266	3.064562330759357	8.241116571898498	-0.17593617325442584	14.011618953180898	-5.293081766776809	-0.7862816057822797	12.412704240968383	-11.845318049769682	2.4183338380038197	-12.839139160453591	-11.312187704277273	-3.962717550355265	-0.5841478007489888	-9.47043404420578	-3.5434997500106333	-2.160499478688513	0.9382677908323525	-3.6181664499460147	-1.6118867773414025	-1.3548157953559585	2.100490034494493	-0.07634818705185367	-1.0223435158207417	0.8644511888001775	0.1825329584675229	0.48581068064701655	-2.0065302053480663
ADGRE2	Coupled	-	-	-	Adhesion Class GPCRs	classB	141.36327705958453	12.958620268382637	18.45217524824806	-45.824887815684065	10.535517724002196	9.450017152951526	8.548525750045714	-10.463234061356793	-7.103857367759495	10.057952904120354	1.0902944596627717	5.047356572750266	1.9451585628978296	3.1575919770139227	-10.710133289773664	3.9583698727841625	-6.276066852257137	1.0053765848477196	1.2925544198273944	5.546630832674216	0.5880623139169316	3.7579487318688938	-12.216687135506637	6.6706971194201135	3.980178780271008	-9.27730916768764	4.566050418185864	12.709663843332747	-2.3164456553925885	-1.8631318643933659	-7.613425142195647	11.050394265377125	6.025364981921687	-4.441190544288714	2.597650663358471	-3.1019269088165005	9.715696246618691	4.177045480023839	9.564563369517229
GPR156	-	-	-	-	NA	classC	18.88915480480365	65.21241337735589	-8.248005548347392	-5.139631696254947	-4.701210795907318	-16.927324323203088	27.689135506098157	-9.52540639684162	-0.6718947790060744	-16.907829506213687	6.050550111716883	-7.251329734990415	7.0925881049346104	-1.5286830756078051	-7.941571179899465	0.8018107374801269	5.543752312552399	-3.446232807161902	-6.473639479096964	-2.056976723667997	-0.4981515890339756	-0.4527782991631596	2.0852693188058518	0.5559828061168137	-1.3034531386308543	3.929733646103876	5.153835736288859	-1.7079699507405808	0.11806975527666792	3.536850692104019	1.8228405930801919	4.094474640221644	-5.143337142151922	-1.2707521056096671	1.9173733764579335	-5.883851596044872	0.5715611766775582	-4.102530913980731	1.3226509477475408
ADGRG7	-	-	-	-	NA	classB	79.93090917299953	41.442274917495396	-1.0199586859667011	-38.1013605472573	-8.609973700403433	9.994837954488673	-12.613624703013507	10.5086694729094	-3.1773498227793446	-9.312771996911486	4.114565118267183	-2.230103677105789	6.763674162661259	10.769252097870638	-4.483943051088292	0.6943695090624185	-6.6902133884124115	0.05543081812934271	1.0494312037162667	5.711086623538363	1.3009886347273307	5.788527428302168	-1.369331310595059	1.8335730782224822	2.196986662905711	-2.659579046933946	0.03198105403692248	0.1596667652937326	0.7286234720886285	2.7467267699271836	0.5924462994297953	0.0018674133776573798	-1.7368727188862927	-1.0759639998710584	4.755982289130259	2.287204780913587	0.3909759262432014	-2.1034264162911476	-0.643964414740018
SMO	Not-coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	52.626510888900455	16.211239635849044	10.699737594634108	0.9499843766567361	5.857499600732499	8.157318924215948	20.537914183201398	33.14723606977525	7.185275609326317	15.207087783804836	8.393580461616743	5.526260904937093	1.2706806237835198	-5.18622753346043	-3.942296855987234	-5.653415909238096	3.0665607247793814	-3.4224755144902184	-1.8097286387853342	-0.6431442867413367	-2.9298199398543403	2.313217121731891	-1.3098625912593769	6.260839650251197	1.6547735352280086	5.655211941734904	-1.4665213651998183	-0.48069812800439693	0.8245878907239202	-2.992571206356368	-1.7964184400705803	5.3019757737122415	1.045518216030322	3.797368304985889	-7.156431320594995	9.715274121816524	-2.72271158808442	-6.606624113762569	3.711864740982205
TSHR	Coupled	-	-	-	Glycoprotein hormone receptors	classA	23.79197578580912	19.290270723590215	8.330792212506015	16.51483258531462	1.7286770118635282	9.437673503263483	21.927197910715506	36.172982019124746	7.428913792393559	13.941835172650984	12.643737521954764	13.000338893126903	7.3221339895309585	-1.1815841489987795	6.18015714093211	-8.187822881310355	10.928200235435016	-3.479108638214905	2.308191808733638	-4.081304152606087	0.5235858533656941	-1.3650231906811807	4.29610588482248	-2.657223688099715	1.6016315658324796	-3.439242784438254	-1.3204696967266263	2.2440544348458253	-0.04899064422829444	4.675285755512526	2.636027404784405	-2.263351469767418	-1.1992234476658494	-3.0583082030579907	4.498846912806046	-1.321835536537119	1.417897182441433	6.494002009365508	-0.06506843842856971
RXFP1	Not-coupled	-	-	-	Relaxin family peptide receptors	classA	23.52705238276829	18.943640082173932	5.806676252160894	15.695132033958428	1.2053235152615274	9.713823684538374	21.93901564556148	35.32742661971345	7.814437229130387	12.685429668161017	12.62653429748586	12.062441023585848	4.87775069832601	-2.2447862876445974	6.8556188092151995	-9.018618781814387	12.424161158175	-3.7861724547984283	3.081983094001866	-2.9643415885402447	0.5254038405167163	-1.3368005857034546	3.670333903290007	-4.582296049348508	1.445732292899066	-2.5587382695490692	-2.2584209182373836	2.7142620882795687	0.5163378222893505	5.53193967696356	4.134986928606619	-1.0651361658729877	-0.18262170834124306	-4.178665854148832	4.639620262014223	-0.8212161687170184	1.6448535289521702	6.520707849540592	-0.6850443896529714
RXFP2	Not-coupled	-	-	-	Relaxin family peptide receptors	classA	125.69145389141968	-3.8451639391753734	21.59415344468359	-48.95823326381522	2.828369764845106	10.557036312226469	8.846156914895989	-8.595633573978223	-5.167067246676503	2.447763758139512	-0.027059343904836074	5.9830939449216975	3.553356898413783	-8.785240644734982	-13.126749596023643	-2.193497300003912	-6.138954524807604	-0.15159175898065363	-3.60021366340263	5.720183443400933	4.7302903923062996	-0.5758383785824432	-8.856530971167638	3.6950289793080606	-1.241444481972425	-3.96728052240613	-0.07300564493221078	1.5184342255377878	1.8885640774928456	0.9432193245769457	-7.809550067032294	-5.951168098844092	2.392402237328062	-1.6397127201326025	-1.1789067438405358	-0.03764448456031515	-6.391964106577666	4.774525805747301	-1.6103824136402773
GPR149	-	-	-	-	NA	classA	36.58514185564991	59.794742283547954	-13.30956929260308	-14.89393858843631	-3.2399152949127634	-15.105374790034931	28.947685728483435	-9.485193189192302	5.467906712362109	-20.28474808931762	9.514637901323127	-12.652768633075192	-1.5783422884792007	-1.6509310667054833	-5.44292089487841	-5.180079933736463	15.018074055207038	-4.907895476175802	-8.71902529464967	5.061975406021869	-1.685762429628632	1.5869860963756217	-0.6581904544969105	-0.46010039202320807	0.07832135102904109	0.15534598252391074	-0.945789640316902	1.7143260355855505	4.736139340596557	1.4944050711030796	-1.4780712107556908	6.878105768864975	-5.512182766279278	-0.09127174777202128	-0.49049300127463313	-2.0272624957606045	-2.5053645557467776	-3.10978902776288	4.654994541190164
ADGRF2	-	-	-	-	NA	classB	58.32838586152821	43.351441516535715	-5.594924503126524	-32.39597927123853	-11.260653618380266	7.228890535182067	-17.64084378312606	10.157184131826236	-3.7180873062825706	-7.878382941179306	8.255795569763588	1.2430189364291486	12.729973426808987	10.168850697410132	-13.500078599914087	1.4103077236964234	-1.0624887965499887	3.6201515762572005	-0.5401037257043866	1.4694041847934058	2.650494786895621	4.252909576401904	-2.6405819513336515	-0.2952989297092784	3.705595995457522	1.7178319328112175	0.9010634293788732	-1.3385644963342076	0.10885055881221758	0.21142736970156706	0.8793034619311932	0.28244804291656134	-1.4866303686064466	1.8379992257683955	0.943511097113482	-1.1166775222452274	0.36042891986771003	2.6859118620110096	0.40508371164280305
FZD6	Coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	40.27781147506146	17.038630799053443	6.987240331003254	7.504255473269589	4.244050226063166	7.2702025703249555	18.188523051527387	34.48123715756381	10.071327628837116	14.041783985887045	9.893888592355536	7.876798862446506	-0.1191480898165927	-3.347732656942683	-2.771241420002937	-4.793746372813758	5.221100555643716	-6.086160953130083	-1.3884499673893977	-1.8667709645146235	-2.910372403725233	3.139906038053355	-1.0354095950935518	6.4097813380285285	1.97220633023637	6.869341314957899	-2.303183755099042	0.5160626538962662	2.7110792670773836	-4.233072755883321	-0.9916606727530304	6.374847841449505	2.8690123801151564	4.084946276779	-7.243474216625894	9.671750490530286	-0.9437762203678948	-6.239542057636798	4.044713134279701
LHCGR	Coupled	-	-	-	Glycoprotein hormone receptors	classA	23.330094545285803	63.21615344130289	-10.37145089258969	-7.331344024783596	-3.431368672319683	-18.0083660252107	28.789754040043643	-11.941964992341221	1.590781548558463	-19.025254490246773	9.037443389338705	-9.588967601294474	0.8909466344493779	-1.0502956977474955	-4.056286070445338	-2.661324209766685	11.917270997412615	-3.951394472423402	-9.127084632877256	2.5004582203746835	-2.5133903111802853	1.9061314209054543	0.1994378271040148	0.8654325776666919	-1.5368930437595605	4.504617406611009	1.5205438905499644	-0.5751510751545924	2.7733997981394714	2.4313725710455603	0.3984406430078181	4.498628122528789	-4.178849397210109	-0.43608238865973464	0.40760416899940255	-4.194776405868522	-2.1253784917842724	-1.3495440993878487	1.5438412092670823
ADGRF4	-	-	-	-	NA	classB	30.849102526715793	17.558726035127012	6.868122541597408	9.904921401829156	4.233172897823608	9.102980067261294	19.767194839808564	34.800287083941264	11.401722043401579	15.170770242417452	9.698837692157143	9.482191328399084	0.5489903185521613	-3.7117882870141243	-1.3480981857747594	-4.6577114507473825	7.364459416326992	-5.3810047268283405	-1.4820252928714153	-2.41891847428965	-3.4004791982893745	3.4874121856455607	0.47916293978841074	5.480194098241329	1.7344872864821954	7.007277709606547	-1.2806322035786653	0.9731195320415391	1.2100501105506516	-2.461294599140681	-1.667989692818549	3.5877341210556675	1.6566958764695194	3.5729828528405028	-6.238387168380277	8.089093791302558	-1.599402562182325	-5.745579552606972	3.0652141394253523
FSHR	Coupled	-	-	-	Glycoprotein hormone receptors	classA	30.22886320296851	49.39967643421495	-5.32872466908977	-19.131632361498735	-11.510312602717606	7.71348698142516	-27.42834313602409	19.465390848487967	-4.976850867399284	-17.055890656037803	6.492580842713664	-2.1360063599780736	0.9700762304134666	14.558574542538913	-3.318073727633045	8.00062600362375	7.188040762514235	1.9672721412827474	3.3499549912560886	-4.630355086882467	2.5883627801292786	-2.898771086261848	4.869685927194371	-1.5131778698286058	-1.6211844223452698	7.475669385763286	1.0444357856840645	-0.41226163989208714	-1.2663660235644532	2.920311539023048	2.3450898237783693	-3.7651893276059263	0.6584099207477792	-3.8348466504263024	3.0517572173465854	-0.7577929688527022	1.2183279045895576	-5.141298537778114	0.7770743726530948
FZD8	Not-coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	53.947100309189395	51.429843952355355	-11.251614306607522	-19.10437413736351	0.0771556841392991	-19.978056168676336	30.52448304305903	-5.964434694063135	-1.7070083037391293	-13.439746856051007	-0.05919706446163884	-17.874135678758442	-8.225727936028568	-3.0112941899043797	0.7876921973975057	-7.422105433671213	3.2921594821716096	-2.4982122044506716	-7.866812248657722	13.328304916464427	-2.788335080255592	0.6614712920822772	1.636877688071362	4.105871410029445	-0.16406577914408305	-1.0112739941912312	5.04434142703604	5.193826168561656	2.650207406081784	2.6290011199174397	5.37132202034619	-0.4308015881477327	0.8544883453477478	7.253793374487389	0.0921340216368647	-1.4413823253804916	1.7545032202957405	-0.5815437272335834	-3.1555449320716353
