Gene	IUPHAR	Shedding	ebBRET	STRING	Family	Class	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23	PC24	PC25	PC26	PC27
GRM6	Coupled	-	Coupled	-	Metabotropic glutamate receptors	classC	45.75999927840102	13.017874911816715	6.917335307689481	-3.565497738246629	6.79923395926986	6.790029165166354	1.0724546818635883	-2.7603709558372116	-11.373037464737893	-2.9942959478334408	0.9466446795844569	-1.9742226921277133	0.9427069963986646	-1.848199253236501	-3.210008609820962	0.3993837201040522	0.6013541448009084	2.5823878937440514	-0.03698980516040172	-3.479877246524735	-0.8603656074377102	3.3124332052058683	1.2987541070523076	0.8212360468453139	-0.9817351294297251	-2.1302187325705133	-4.225403623920196
ADGRD1	Not-coupled	-	-	-	Adhesion Class GPCRs	classB	18.880141794276906	25.393320422018025	14.950991039995184	23.323505110960298	3.279098601591695	-7.210955765854198	-7.94070989106845	-1.6454678296471152	1.9784736963957867	-0.10446931174461101	-0.7489624949055255	-0.009119520107154446	0.29225494141090774	1.6344410714173325	0.22175151517534358	-0.6598364043619559	-2.3137571847361187	-0.3641395952788147	-0.12474082718969008	-0.6761786236782931	0.483945788215096	-0.7636116873985578	0.870245222051018	-0.4362875302596108	-0.21608829813889038	0.002343128595502333	-0.6377903004725973
GRM2	Coupled	-	Coupled	-	Metabotropic glutamate receptors	classC	38.10055318953512	17.552110083642802	12.212107291240203	21.642410976376212	11.080692909243982	-5.892150255102175	-10.181021615629904	1.4810534955972872	-1.9733188058859823	3.3912116528929874	-1.9283362619996895	-2.1459926273661183	-1.055615199489924	1.6650298407023463	-0.10334367676593363	0.47688667051822065	1.6469886192941134	-0.2800027595858949	0.6245468847470298	0.9879534714281318	0.23083844835250758	-1.9892242111316965	-1.497726695594736	1.4299917785398897	0.1750630429358261	-1.2215951595988384	-1.4865056002048656
TAS1R3	-	-	-	-	NA	classC	26.862330204303007	22.51754920255287	16.373288992155388	24.08101852378841	9.547028775607338	-6.98064088692574	-9.137664190821951	1.6285847524497892	-2.35184596378671	2.9111040984848753	-1.3385342736288597	-1.6270105395620105	-0.09505183062823486	1.7451488598630416	0.40406449088220703	1.1464650601016573	0.6599004014056534	-0.3388879700152968	-0.7392703687710737	0.15426643057802863	0.4139726674358974	-3.58501624163512	-1.1513905198023195	0.49349547706395247	-0.08030781821588504	-1.5143559483552749	-1.8653249081643675
TAS1R1	-	-	-	-	NA	classC	31.75737109155694	19.030954894998466	16.93449650778852	24.212008812632234	9.015760647542868	-7.868954234602592	-4.323137725383621	0.8167486119635995	-2.808868381642302	0.8797439411049756	-1.9706891667504554	-3.0681532044267534	-0.7983934380332752	1.814077466892113	0.5808382254321048	1.6203786991017104	1.416235336631638	0.15450842556876454	-0.8719791880908105	0.1503858940869062	0.6832331590183599	-2.052571207779174	-0.6399674316740585	0.5132073928405926	0.004786481103655198	-2.0855868388217838	-1.7247885722714342
TAS1R2	-	-	-	-	NA	classC	6.809788478176524	32.02037659448928	15.273269268843212	-3.086309120780184	4.815625752755121	13.678727270283085	-0.8390152293312347	-1.9183953719180626	-4.964838752984094	-4.690193946465339	4.564430474064549	7.054811230598822	4.2162101924773365	-4.456131191369519	-1.92466813598217	0.19936240995409044	2.878924312515565	-4.939071022964364	0.008076253656979	6.3161360225179015	-2.541015387719876	-0.0289240964786939	-1.6826884770381256	-2.7836104499953414	0.8635467163625006	1.4736437514789484	-1.0035946056549243
ADGRE5	Not-coupled	-	-	-	Adhesion Class GPCRs	classB	3.7979039447056615	32.02951487278765	15.740387852791217	-4.043779896883926	5.048470414856727	15.790704066036794	-1.980506755461119	-2.483051556578649	-6.3931532206676644	-3.1590965672767757	3.6243567821597513	6.518773845918124	3.221649360288227	-4.241460238956715	-1.277150255782085	0.016043233100220853	3.2522432209969336	-4.940595347485929	0.44523281520448516	6.9364074803710825	-2.663301928894664	-1.8935788254476935	-1.7120273705129518	-2.236594704482623	0.43549090677175806	1.4729177433243867	-1.0769513816448015
ADGRE2	Not-coupled	-	-	-	Adhesion Class GPCRs	classB	91.00321703164589	-11.314071693388268	-18.133097109477863	4.567959070275625	-0.5180799294134507	4.7999149852585425	-2.2486252476966615	-10.44980498629674	4.096230403368105	1.3528497845586867	-3.782153434266986	-4.032252163007077	1.3347350867606924	-6.675012050032709	3.976358550762936	-3.9560662798853135	3.702774779656404	2.9595734104841314	-2.882852756932389	-0.2727843523709512	-7.562642571868571	-4.428609331819931	3.1517343268877513	-1.0019558893910048	-0.9922614655432663	3.7238295527428487	1.8892594381517447
GPR156	-	-	-	-	NA	classC	43.4888154225209	12.76505188481372	9.476901172677273	-2.9884023954852643	4.718202158676122	7.317568109359662	5.131491788919822	-4.341376699420642	-9.123321845861692	-10.931887375759922	1.5431268734019614	6.353645148331818	-1.3479741839443269	0.014315508392729607	-3.1102523157462136	-0.23252654848761692	-1.8589971901376936	-0.8807193252602659	0.4673163392409535	-1.2552743488826117	2.781238965425693	0.6306479669409776	-0.3312230026618068	1.3811707175554422	0.2688641433400516	0.7694626468861983	0.8510277790837327
ADGRG7	-	-	-	-	NA	classB	59.56545940079183	7.02498757949917	-4.262096092758326	-7.9661496560981435	-1.8839603985904472	-6.204059082434721	-1.1731906434499497	3.30488925691049	7.979320325134548	-1.4329924760117552	-1.4286313377943294	-0.0840932183190325	-5.122725146744122	-3.4322185633338775	1.9767728271515619	0.23183280738546716	1.6691004194634198	-1.284375744088264	-3.219914331815893	-3.053419656415282	-0.8901623861260185	-0.629160772980891	-0.5858628347512048	2.278849141545657	-0.23169916290073117	2.513242695080866	-1.5095309591552721
SMO	Coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	22.555689976132616	7.014940755990562	-0.09619510384806393	5.095361060893194	8.025238360607974	10.94774863893791	13.989202692251649	3.9767972615862166	6.11791003358984	3.203665325906833	-0.03198057960974001	-2.4976952854948586	-0.9977970567564651	3.976384472291834	0.9018660437599914	-1.0973844321878066	-2.031182153093211	0.5360007850434267	2.2816546762709016	-5.330869742267341	2.089071454344274	-0.7864891461145359	-1.9926479580310676	2.038005976583357	-3.148075711953369	2.736653290989171	-0.45850605458748095
TSHR	Not-coupled	-	-	-	Glycoprotein hormone receptors	classA	4.037825163341463	15.524560991929748	7.057609822520562	5.514568764917849	7.074103031076857	13.28992656049274	16.742061759063105	7.105952071614732	10.388999189351583	6.811214292969089	0.15174363144213873	1.2649147520190942	0.35543501371315905	3.5739889313847186	-0.16055764439964312	0.3329355034338022	0.685142630499695	-1.7062602367770923	-0.7267164711312772	0.3442941031060291	0.19287863325456145	0.5729757662121409	0.5467442461447221	-2.1755668736459923	-0.05432966818857612	0.07937198922241413	-0.562997688149003
RXFP1	Coupled	-	-	-	Relaxin family peptide receptors	classA	3.2155497079210495	14.53288026316005	8.44037301965656	5.201582312234933	7.455979901942766	13.366682754243493	16.024817396928935	8.162387649206252	9.740405936724645	6.915846217290444	-0.2154064762967601	1.6786902545387357	0.7475462552146528	4.2976865970552085	0.14331822036389885	1.9831552236804488	0.49855456271130266	-1.5647061511408766	-1.6510161348343844	-0.006346593456570033	0.6075143289730787	0.14885480324365483	0.4206383482447735	-1.9252443137440647	-0.2986774768448111	-0.06305162994541248	-0.024615634683698845
RXFP2	Coupled	-	-	-	Relaxin family peptide receptors	classA	87.78696837802836	-20.993976513484977	-23.664542252208744	1.828481846526596	-0.5765108612558494	2.215439650382934	3.971185069337394	-3.5623662593024217	0.2652271300898189	-3.2320284197210927	-5.039328659939068	-2.0343867110442826	-4.146239187369258	-1.1805981629668012	0.12160894549568546	-4.199132193165812	1.2788935929784884	0.5498077712199376	-1.0182530600278186	1.3647439474214917	-4.040605205512385	-1.73254090230643	4.155832825138408	-4.6075989861550335	1.492305680056735	-0.08503590080063243	0.2233072099629174
GPR149	-	-	-	-	NA	classA	63.612967217999916	3.30176930260491	7.231637544477151	-4.335995055068829	9.451862607958498	1.2124903002822691	5.7689837183405315	-0.12837465823139546	-13.32765092674239	-8.27344022871564	1.0916399979408749	3.043760267364929	-3.845047601552158	0.11862902767210544	-0.602754603437535	-0.3028059120317383	-0.8097909556790914	3.3879960540722207	1.3205936241330736	-4.503779902346744	1.3937159023527792	0.4412669776323867	-1.232378626302964	-0.1325283919837107	-3.7719644569013315	0.841656726851665	1.4594800341696625
ADGRF2	-	-	-	-	NA	classB	49.248270765568904	10.259523529024674	-0.9630345066822229	-7.36702157189923	-4.758106559078285	-4.114558304582846	1.7569777711149364	-3.147411940536526	8.464711346944695	-2.857356364767909	-3.5708709608662823	0.5298708707098841	-8.815942278115058	-2.6754184968449013	3.6901772854768207	-0.3890418324652766	1.5492725633043278	-1.600252308300895	-1.4405530876271382	-2.0838081174023526	-1.1495839917543411	-2.238929379243562	-1.4049101443459626	3.0010291429333362	0.842270046276198	1.3882600792474629	-1.1399588415428648
FZD6	Coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	13.508526160462921	9.392265680807443	2.4899747836198713	4.268014132233979	8.481907766451434	10.770248745641226	12.606469218506412	5.535460425231462	6.0295382008667415	3.9640672956479373	0.56931097211418	-2.3599197294206173	-0.9248213052098463	2.422874972021778	0.710341075303886	-1.7953526548482983	-2.2381758613242244	1.144078877573254	2.0927126302882355	-3.785978585706023	1.489701268242325	0.22472801581480448	-1.0378406232978903	2.8450454977533135	-4.0651730562321085	2.161314990857264	0.8293879784479482
LHCGR	Not-coupled	-	-	-	Glycoprotein hormone receptors	classA	48.50439732520163	9.175486519056292	9.38693732198698	-5.149508736815687	6.382362821387988	2.4059494241097794	4.3979768661689524	-0.9153855795544232	-10.392017209941752	-10.19703039876654	1.5305853899388586	4.083771586533373	-1.6552165233853244	0.7794064534958816	-0.9259183597114005	-0.94214491889276	-2.008301479382341	2.2138464871085657	-0.8231307323975379	-4.54609866162511	1.4569028761683467	0.2049317039387158	-0.3246970704598244	1.19661210923827	-1.4833656582858163	1.171416896329836	1.0710734499079104
ADGRF4	-	-	-	-	NA	classB	10.084145428431292	9.879230642297633	2.975793388795796	5.500675783467682	7.31693646334806	11.077023230866546	14.486737075685317	4.494675202790724	6.802168399078983	4.6797615878379615	1.2415533436465342	-0.5990938897351038	-1.8275355585042574	3.7408879055260904	1.044790430919785	-0.678683255663339	-2.366271546736874	0.5428527536716624	2.1507750047186254	-4.373350656449023	1.8443499490316189	-0.6335721493532309	-0.9503020845051685	2.2518562843371037	-2.9175623778226214	2.2545494997744857	0.3042221370375376
FSHR	Coupled	-	-	-	Glycoprotein hormone receptors	classA	28.447783654913486	17.26782456459612	2.4808089264256865	-7.128968085720444	-4.289511979544509	-5.902699308062416	-3.558888357572349	9.086206031703224	12.354118357142498	-4.276691077608722	-0.10439383631013356	9.020675838883726	-6.485629595892768	-4.354134469647245	0.2905540479974965	2.657005542635357	0.21862422714119847	-3.9701601574966854	0.4362036317363241	0.046387271254693475	2.518979552184469	1.9699896722287535	2.883286473616393	0.1943960568062164	0.020594544684974153	-0.02818188452740461	0.1706753773768263
FZD8	Not-coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	59.41355805757996	2.0406499318812528	5.434841675722107	-9.778831712602313	12.089403487349163	2.3008488535501965	0.019226118824769125	4.835860063023364	-13.312065730001581	-6.033407923467572	0.5907722920515185	-4.0388041021946535	0.3675990252597387	-1.5255349934887392	-0.8512783629825184	-0.9386824235334661	1.786431255995445	4.981822724850585	0.017681633688421725	-4.068107186124613	1.4326308551314006	0.5732901442219561	0.5653594522307908	2.4747883228663037	1.441342293904936	-1.618216908750092	-0.7141670789689062
ADGRG1	Not-coupled	-	-	-	Adhesion Class GPCRs	classB	25.098705926226852	22.81828000528284	16.605333942333104	-3.986952346228548	4.370966955778411	8.619589627244734	4.869268199982103	-5.160818968526556	-10.399316263640975	-8.004044270716498	3.4341694204948032	5.069955972811946	0.588113045582633	-1.112935420725479	-0.7243647544515982	1.085408878843726	0.6810677263030795	-1.9834227880003799	-0.8889406694051468	0.0053419419097224235	1.3588896136691426	0.019643653351059803	1.2584744862832546	-0.3040981940067914	-0.9533830876950061	1.1400084399434627	-1.0910010811202042
ADGRL4	-	-	-	-	NA	classB	37.919339230570095	13.67147298765157	4.736280372900893	-6.820705511251304	-6.174238396227779	-6.196950404936413	3.2975284037027754	-1.58539804288119	9.488358501866115	-1.2404288657284543	-1.7036688540221543	3.631684108425419	-9.61180707446292	-1.9658144727002258	2.7928589496222154	2.4387683177929866	2.4397315931621675	-2.527910904025665	-2.5110319277353392	-3.1903519683947024	-0.1341571774622486	-2.5474389655043916	0.1771384865879864	1.1116012386205547	1.2796986552060885	-0.5892009169331772	-1.6332640670614031
FZD3	Not-coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	12.310279570885303	27.066107837137665	16.117483129452644	-7.483086755891299	3.912671007482999	11.356174565208333	-1.014069386485891	-6.055513092714017	-8.754302118928884	-4.967606620969303	3.1150556360624293	3.2287509679264046	1.1342978856519534	-2.8294644766638166	-0.3431587376588854	-1.8756151429914252	0.526639383493252	-1.975020138791231	-0.6419677287130542	2.0741965157628486	-1.34243476985483	-1.399907243678278	0.15879532439725716	1.7102151352282886	-0.48458657424870116	0.9485221301850686	-0.0365955942278427
ADGRE3	-	-	-	-	NA	classB	32.8462547783195	14.229835214829642	5.352247489338184	-9.457915293529979	0.11971288951947658	-9.8590233947545	-1.7611852579750282	14.26611142184578	7.142481355006153	-3.1365447952044323	1.2013878753284473	2.0418079897116796	-5.398110952602447	-4.2338811995916315	0.20225029763602162	1.6832299905053705	1.0572444028812757	-1.2881828257220405	0.08414665939763381	-0.005286395269991428	-0.3352068121258377	2.525629779399042	-0.3271833221186141	-0.4047376966984025	-1.6195016673594684	0.037518008879910233	0.8038404984407362
FZD1	Coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	13.948637474957945	3.736900182586331	-11.94951799465458	4.866869623926416	-5.834741745606981	12.900496684179434	-6.647633447564628	-10.301506646136708	13.857047491770343	-4.182572598426109	-11.326581077383528	13.834832816348376	4.963317847651469	-0.9605382785449588	9.879249251388375	13.615529237350295	7.2930801032085135	10.751849755429953	1.9617541408169228	-1.0915342660930052	0.48973288495701955	0.6047845312281167	-0.11229207168333677	0.6530778634999276	0.9520770129592502	-1.2414568618709958	-0.394182770905445
GPR50	-	-	-	-	NA	classA	41.00175991819542	-12.696802294421929	-16.26807362653635	-2.0345579345773963	3.882920794268619	-2.9146147963206785	-3.5707806352535494	19.311306377785392	2.2924697205480684	-8.154359094106475	-2.36096881465271	-1.4742136332743643	9.235506038115432	3.6821882262605783	1.7915494178147806	2.8193765860027384	0.1049411628026077	-0.11822768430001292	-0.3526345962214992	-0.1853324000260974	-2.8443611796272847	-0.6360768293419246	-3.2565517893627116	1.0597818330483433	-4.759769097778982	4.830146536214984	-1.4929915941325376
GPR37	Coupled	-	-	-	Class A Orphans	classA	71.47641389865306	-17.368687040487153	-18.643646092901527	0.9535416445484821	-0.7945884597297183	3.8667793033585505	-2.432016393131763	-8.2520674461447	3.347998812476152	0.44585987134923405	-2.9447922155254704	0.23766318012959303	-3.711850845832242	-0.24597575974002686	-0.10335282423351176	-0.31979465011857705	1.4130418802688478	0.16190797941928808	-0.8177308913681975	-1.5103489651206299	-2.739483927011433	1.164050864495608	5.679498368972422	-5.427153124269989	-0.31686015578133125	0.6951696029551299	-0.39868064931579317
GPR153	-	-	-	-	NA	classA	61.55636980831786	2.094717012699728	3.3493689433421516	-5.856600259343912	3.5887164628644115	-6.565614619500089	2.34478623651103	2.591084646675731	1.8591225801814724	-3.05950594461532	2.6897036181406375	-5.397012339502035	11.23349691934299	-6.127415500042111	-1.8584053353146808	-4.306536413380944	6.029849534620993	3.666907630740592	-2.891357752529301	-1.260924530559838	10.552392727615537	4.678951466487697	1.5672211833348395	2.9760009834471597	9.010907218390512	4.068567886330203	1.4579948555890208
GPR107	-	-	-	-	NA	Other	30.048377665113307	13.009748913301939	1.7863835669493033	-10.855371530626728	-4.797247881631471	-0.29082532652682264	-3.1848669126899147	0.8533371852008308	2.382044320254094	-2.454369682839616	-2.9038632309334247	-4.5548432752720736	1.9923977084371494	3.263670126526372	1.3309600082257471	-0.29924774322414116	-2.007479151385153	-1.2757923709172778	0.6533807482776642	-0.6072550116021117	0.5938487991116761	2.507520925781343	2.042298716355271	-0.7859253466335128	0.824458734148894	1.0165758221109085	-0.9058310081260408
PTH1R	Not-coupled	-	Coupled	-	Parathyroid hormone receptors	classB	30.008888811458295	14.234632541452449	8.393053916916815	-11.448398798775337	-0.24627389844518707	-8.607678691930683	-1.7567503192702134	6.19533558127237	7.660980383369161	0.28629349642751567	-0.20548852917443633	0.2997477812552057	-7.037099896636196	-4.2777096068464635	-1.4218267858441465	0.036087355370618114	0.32244079860711766	0.83813769429878	-1.458925993072944	1.3945875034407367	0.9486508115217126	-0.2178916638085092	-2.214451925150897	0.42239704978192166	-0.036586396390495095	0.1516846130661492	1.0681380165547019
FZD9	Coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	24.56574714348795	4.6542405895731145	-19.84850546576069	4.634302718498379	-11.370892762838944	3.950996736556461	3.3017169449309525	0.936157919783691	-3.2756987985732082	-2.4173891895699047	1.2726687080630894	-2.394386873795663	-0.43520467424994236	2.3189075909668384	1.3679790496270738	-3.0164454085473036	0.14377253835211393	-2.0428620467796734	0.18459600632596898	-2.3631010098971914	1.085386655613474	-3.0599302111466065	-1.6524450503408965	-1.2390944451216037	1.9538749775809006	0.7601433605870548	-1.8382844610754996
CHRM3	Not-coupled	-	Coupled	-	Acetylcholine receptors (muscarinic)	classA	70.89323001290782	-16.876712176736667	-18.118035128210252	-0.4197855948046497	-1.3698017129837028	1.994970558884493	-1.2261437845370655	-5.377008222732843	1.9772505253158181	1.0929358008564898	-1.8599421377014012	-1.114113136397477	-3.4771513560796237	-0.41841059959487353	-1.113516547250105	-1.494191128778156	1.2813098779636665	-0.43574328793233147	0.1660882704551264	-1.188742677864369	-2.134245984996898	2.865040427501055	4.262156720280411	-4.296060538771841	0.3911002064698926	0.3387519305180088	-0.3004430176727001
GPR162	-	-	-	-	NA	classA	21.028835972590315	17.56591313376226	9.33019460302568	-9.654293253101912	-1.2972179112827062	-7.668990855324643	-0.726108285914775	5.144106021923171	8.074633353671574	1.1962252690688915	0.6852110648460933	2.3802156199437303	-7.219553608850472	-3.9479965190337847	-0.7129626776497379	-0.4350998860156334	0.7214146207775968	-1.0816697046427184	-0.11524443494713167	1.5273003650224677	-0.35099555490275774	-0.7255079244224071	-1.986470238283044	0.7632691317256095	-0.5439819974963667	-0.6532880441805516	-0.1480477132658228
FZD5	Not-coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	28.259327123787326	15.33697662818719	10.15074030674826	-9.74149667818856	-2.2983985473058866	-9.445461463247495	1.7823976468529603	4.892152317196904	8.858764425701073	-1.358129741368758	0.26029698264058654	2.549267177497048	-8.925765219251772	-3.7712251304523736	-0.6130624381123951	-0.3408566928986878	0.7422614418854577	-0.216401103522178	-1.765863944681435	0.40816971709111405	0.5563020783343566	-0.737591818469868	-2.152623600528022	0.38460825437528406	0.34489915713579705	0.07553075670455042	0.8807531854429114
FZD10	Not-coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	23.230302387189145	17.945506868348303	11.79767849088432	-11.006268979323444	0.3338645294653892	-10.178655750669941	0.0009976567717154773	9.574012804835185	6.946941615310506	0.6524881422339666	1.020795008008854	0.22867588930347343	-7.838850046539342	-5.4458220647926145	-0.9737752052965282	0.5697063002487792	2.22202875471262	0.5825335866107871	-0.18721608802136483	0.9683749079729324	-0.6874311243529462	0.7353156364836179	-0.888904977353815	-0.3597959024774449	-0.3224961208338196	-1.0220513891982022	0.42923040630639314
