Gene	IUPHAR	Shedding	ebBRET	STRING	Family	Class	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23	PC24	PC25	PC26	PC27	PC28	PC29	PC30	PC31	PC32	PC33	PC34	PC35	PC36	PC37	PC38	PC39	PC40	PC41	PC42	PC43	PC44	PC45	PC46	PC47	PC48	PC49	PC50	PC51	PC52	PC53	PC54	PC55	PC56	PC57	PC58	PC59	PC60	PC61
LGR5	-	-	-	-	NA	classA	-10.29534044761315	31.65008926675209	-1.2475849588419181	-5.674401512527196	1.6079835258756572	-1.6192573208729797	13.945119307171403	-7.691524640198868	6.139274308120505	1.8358781582234769	2.846957462043497	6.19867070226201	2.4411949245395688	0.7607199460050742	-0.12089673069467537	-2.993767843475825	-0.11518210567084691	4.213494431387447	1.5702622779692377	4.100362945020826	1.3084307615982869	3.939311643420351	-0.13009660589861727	-0.28107804854586926	-0.9523873497143334	-1.4902899509619505	-0.7538853078093755	-1.213858898759581	-2.049917706463058	-0.5126586305525646	-0.38326678801664704	-2.308910293607435	-0.8978591302208884	-0.6127569840999801	0.440274367705616	0.30177021322728953	0.5023956283252017	-0.019481869961584856	-1.0362230966278347	1.558224825528777	-0.7656678675044039	0.156399708995149	-0.49013813647782595	0.005626424457555742	-0.5446316316973647	1.3181848212901466	-0.6206757995172858	-0.16626342558770135	0.6451585720287332	-1.316306248744692	-0.37835092259960523	-0.5208167756071063	-0.024021714469849787	-0.49727008151375973	-0.001644542673520957	-0.685369809543204	-0.17123071458831135	-0.6668121463937399	-0.10036065416105268	-0.007414703363690216	0.07328288302250058
ADGRE1	-	-	-	-	NA	classB	-12.351141476858677	36.52872635476319	2.708917834513982	25.733410370155827	-3.003388257034209	-3.957218699221097	-4.555690336271057	-0.9486076737794648	0.6961344453125655	0.4447974085793872	-0.04928379448812955	-2.805434199128823	-1.2860706656609346	0.43009895550372174	-1.0245903782007035	-0.25205308569678114	0.3914841074432449	-0.17372902103344984	-1.0132528530393938	-0.4793782209143649	0.1883098142819221	0.375479231896602	0.3006916732544018	0.19119349236402197	-0.03231041365663323	-0.38104561159429257	-0.08756825680308938	0.7795669466756235	0.010467862901624906	-0.20575583206802378	0.005387563291373152	0.1316212504822998	-0.09685729560490601	0.32789124825630617	-0.29203605370946173	-0.2268588404178621	-0.1487810308185531	-0.874501780462745	0.2708937357957481	-0.541885609903943	-0.10277545707935448	0.3531524098601952	-0.26367783643187476	-0.6421526799248023	-0.614426467082499	-0.5794389836266031	0.5730583905893271	-0.4001961466777181	1.1218048133419782	-0.21272458057694932	-0.9517960431768732	-1.0852645986348444	-0.00025283134436493996	-0.4504459926925406	-0.4876170576681343	0.44328121229265943	0.5114531323533827	-0.5575062901514295	0.2574312660806054	-0.4027679480819229	0.9927401426722413
GRM3	Not-coupled	-	-	-	Metabotropic glutamate receptors	classC	-15.089105230990372	38.63479160228891	-0.561875813322484	26.16027617723227	2.1509587688192275	1.3836603906856317	-6.391787255507269	-2.815338500653137	-1.510618213753088	1.4148156123414244	-1.48088682805631	0.01018301488265017	-0.31971363528337354	-0.4781008260428315	-1.2718034245797885	-1.6831882478454074	-0.16627470652545834	-1.1734018753737678	-1.5406211027518821	-0.3927352683613772	1.8540120356156506	-1.062872190343109	-0.05360542256994049	0.07025643490997178	-0.29751721194201525	-0.49291632552573345	0.6077247694720236	0.6045073768757517	0.8703702815935607	0.03948452332676049	0.10458476927401962	-0.4516419187960459	-0.23734149624913728	-0.29644082755744716	-0.4720794586565928	-0.4806396555222805	-0.8622571983179714	-0.8222876170105954	0.4680626513510884	0.8047128594192524	-0.3525748267841755	-0.21664330337636525	-0.25961259581627144	1.8450696819836911	1.4962530602066741	-0.77925425664975	-0.37540658535395244	0.9177867071625637	-1.1558017233878408	0.3971738181661434	-0.08708202837936785	-0.2831830644303952	0.7736451006819097	0.047792955074019865	-0.4335082459400172	-0.7828811145301185	-0.2083482766319855	1.127865608153979	-0.40334725208705446	0.009379849936579018	0.5059803702991482
GRM6	Not-coupled	-	Not-coupled	-	Metabotropic glutamate receptors	classC	5.6143809009439565	28.157273286010174	-2.4665897789834794	-5.763065845448424	5.191278159202847	-3.2074573724133435	8.534810907154858	-9.927699450518876	0.0066032584624972305	0.9481650556452639	1.991975618856004	1.7080802881361665	0.41170642016788855	-0.4344767139884538	0.32064721509038335	-0.7807058944453089	-1.4682088921061656	-1.8065277432253999	0.6947936845423678	0.6280100065870733	-1.3165951388709216	-1.186806433331136	3.3498560298005917	-1.3065192962317171	1.9586895576661898	-1.0518381308380498	0.9826311252883339	0.08950815289815679	1.4480299005821953	3.5180381120049895	2.5939319077705907	5.330082593158667	-1.164500781742211	2.525377196086298	-0.49706735791278195	-0.9470678941234881	1.295811905163554	0.17283858242281772	1.0602121274287741	1.8114467490374635	-0.14236098289389215	0.580615395087969	1.760878393045227	0.8215985114066829	0.8151442976413564	0.12676106994668707	-0.08482612740414731	1.9863059720739475	0.7996401484340913	-0.17434580976682448	1.1136932554579857	-1.4641984526272358	0.18012662607307672	1.5185579048069577	1.2596749329295995	-0.015140081316976658	0.4806089027329161	1.1059428476692956	-0.5151837082222196	0.4023816690418182	1.4584605924821243
ADGRD1	Not-coupled	-	-	-	Adhesion Class GPCRs	classB	-13.417368327085653	36.84558556230863	1.710208946802413	24.55630504137522	-0.5804066333396888	-1.1885965876215634	-5.57693068752504	-1.2620598780607895	1.626664835742065	-0.06205306631456092	-0.25279427433774726	-2.0123588696437515	-2.231372518474495	0.676586924085259	-0.7677414242406769	-0.7251357061468613	-0.20737585887177093	-0.663810810293509	-1.3950649185154376	-0.9155260715610317	0.17498340053771866	0.05240818651376535	0.5127565324043292	0.7372565249358128	0.7614660312639118	-0.2957403803918638	0.05556284663315783	0.4369093462016971	-0.4093306436085643	-0.5896699013556266	0.45483584142591865	0.5249049052985875	0.0617153463191705	0.2727817824157279	-0.43351244531607686	-0.10860678721850651	0.2595468788640246	-1.07710579856615	0.23229171897761183	-0.4789879369121352	-0.6942310591481412	0.4864849348806816	0.4206916498209626	-1.0329449072630024	-0.326300122946835	-0.2232277456975328	0.5691108783795155	-0.1409170227649923	1.3913699120095948	-0.4424334463949451	-1.3110520493520526	-0.9731697881922338	0.11788591947604306	-0.7706035876341674	-0.9055786462176396	0.2997508948976987	0.5649067743794758	-0.2558134645215228	0.9866715616675579	-0.6613292922051881	1.3487440565583755
GRM2	Not-coupled	-	Not-coupled	-	Metabotropic glutamate receptors	classC	0.3000557114457198	33.178455660140116	1.0573262180740892	24.92039464456436	8.20662742519516	0.19192786440403725	-6.657860064226626	-3.236723623335166	-3.0958973043391924	1.4329632981922287	0.6675429116357666	-1.4743648688782007	-0.6764419044092653	-1.2043800981523847	0.9615096520703055	1.122319357084696	1.553019871744093	0.9267093798873097	2.318557182060556	-0.7370715595245353	-2.1140793326612295	0.8834393553653225	-3.523295796060802	-0.04107006916766829	1.4842461061334313	1.0631967818912667	-1.4850093328688427	-0.8448901216365873	1.4671934032236853	0.39346867992950707	0.8595403763858293	-0.40201059188666455	-1.60261723103711	-0.058504981004235526	-0.21242143436596814	1.2950355511025886	-0.007083103036373123	1.6599352549106534	-1.2360421567219118	-0.9726056930150793	0.2889504707137786	0.194957220798965	0.03770969781902203	-0.7284843895962343	-0.27811964589621346	0.7905793321781404	-1.512916519481566	-1.8702266362840725	-1.7499194215943672	-1.01326401583027	1.241706588962535	1.2199183536817246	-1.448330240101785	0.42231296117334094	1.620510971414084	0.3631529195616384	0.8999057326472459	0.16074496776073702	0.5102550127132284	-0.30336163043540465	-1.0623575628610769
TAS1R3	-	-	-	-	NA	classC	-8.511078148573036	36.62323817399553	3.059700255812406	26.3118685067908	5.428371275131671	-1.2406746447573622	-5.816482446934391	-3.860319947851694	-2.0401753905799294	0.7779446722831528	-1.2913211508704734	-1.7198129516937175	-0.781582439767678	-1.5819916644702354	0.05153942739338445	0.2339613607114823	1.0850724728079064	1.1976285023213713	1.0925232588629439	-1.134204920466678	-1.9110983032369038	1.2073010364257337	-2.1253848815862137	-0.6900161340501337	1.1684039933830968	0.47115936708809936	-2.598858572898824	-1.007996591512775	1.4514418972472203	0.22364182030421978	0.3671027740692924	-0.6398537247774279	-1.05795135190988	-0.07367236580165284	-0.8855619925418742	0.6979936606761166	0.27396064560147626	1.7494477969301592	-0.709621437799853	0.026980220959616493	-0.5252018670487737	0.46965867679215656	0.06916969832645548	-0.14423450625139783	0.15183758921699625	1.0151780808029007	-1.2528079191205774	-1.3258568220394558	-1.2984596018266599	-0.5149492719726395	0.7985385251043811	1.0638788124501144	-1.1050033073049543	1.1006721452168795	1.163543279223665	0.20473260148136724	-0.9589700300949839	0.10752695573943179	0.587578659438191	-0.4225603430921767	-0.20854469134155507
TAS1R1	-	-	-	-	NA	classC	-0.8297262260550851	32.912654986244675	4.277527087645471	24.75540838930779	2.411415594114315	-5.108246367547306	-4.274451092988713	-2.077542833767531	-3.6932640105216072	1.0507001676655228	-0.36543138429799255	-0.9006399944884783	-1.1317326690624985	-0.7160479484093903	1.1224309819255551	0.3763577804432649	0.17560643320868866	1.8780299424789428	1.909304988221971	-0.8343341228079705	-2.351621163943955	0.8579966788676889	-1.3591898763943422	0.22979206491745918	1.4037440051321666	0.7568624897789955	-2.334214019714098	-0.81608637129135	0.715627912298402	-0.5583238758348504	1.1923162820199966	-0.8312980690481925	-0.3716134053102001	-0.002903078663464887	-0.09383041210326218	0.3597154618647094	-0.7725627970085065	0.4029755293837741	-0.008010151782744128	-0.2563850311529089	-0.7097824326069045	-0.27491185888207337	0.01894998061713101	-1.3610676221906257	-0.003956675083681179	0.7805033414104682	-1.307563866119424	-0.9405094828306401	-0.4282961333909484	-0.14870058307861928	1.0811689361937504	1.0268816201974746	-1.9204494723216932	0.10829981806501578	-0.12279154252310567	0.5251141216053075	-0.5151192470613872	-0.29239519183015045	0.2746751409115944	0.1700834631870732	-0.6916309156503893
TAS1R2	-	-	-	-	NA	classC	-15.596912941619594	34.63123188941413	-2.183463687006154	-5.623233464178183	4.235866144866231	1.4247875148582037	12.050377575799056	-8.313175346257347	4.1571566589282	0.9201161338089533	3.9802110006258338	7.369340137606734	3.370413327150674	-0.5952811618948342	-0.31300997822170673	-2.9926099961904806	-0.4250869533025205	3.7711409914861385	0.7614301636164379	4.795826846967591	1.3940637074175195	3.5267526925291195	-1.354575499672997	0.8918252694489378	-0.4709422313728604	-1.2333659259670988	-0.6820687893395679	-0.47789701554474545	-1.14256738738276	-0.9677398949858127	-0.29491908485512425	-2.6105476806394874	-2.1126341352725735	-0.9808999679622047	0.9241663737208046	0.21055534870486015	0.3817377809486888	0.5922388093484677	-0.8566407217461207	0.3879985797134024	-0.23315533131711913	1.0226395635961765	-1.0713088918210645	1.5268497946733588	0.45951755902474906	0.9090164653496563	-0.028390187971359532	-1.0719389017637686	-0.1535355695663207	-0.8712137907052023	-0.07988966461337356	-1.35278155044173	0.5613907287055011	-0.10383426225795749	-0.5137883561483717	-0.9677970140988382	0.3025986237538169	-0.503694927186852	-0.5810082602200917	-0.2852107062648251	-0.8938594909195743
ADGRE5	Coupled	-	-	-	Adhesion Class GPCRs	classB	-18.959499692945954	34.74846428748307	-1.6285287566329485	-6.930677834405681	6.409365397692458	1.698221965872437	13.047274034457672	-9.868154347165909	4.386409953598812	0.8790791134762103	4.276723499046549	6.345054136867579	3.1455262189410385	-0.8797037757268238	0.2902405782884947	-2.3689986951773743	0.26016233375370307	3.6240779326354113	1.7106864126108314	3.603817819406406	1.3005877615443115	4.6894681099311635	-0.9080582173851817	0.6954533521919655	-0.7624425258693549	-1.298616957760544	-0.5174405329033066	-0.3939426772699025	-1.613242647611052	-0.5417762763631957	-0.13593133277591088	-2.7856294875228214	-1.0659021087278966	-0.3052809002081473	1.2456685411225765	-0.38332942526265007	0.46112181054808815	1.2035673233922886	-0.628525956619209	0.6664956764042584	-1.3383158973658982	0.8095340456943594	-0.04557755519263026	0.9236874452324482	-0.3119489082722939	0.5347963884277119	0.5493986300419742	-0.4198455369967607	0.07715698772070761	-0.7760565464369762	0.10185583954393113	-1.2495713429953994	0.4951905938792462	0.09657657718542892	-0.05421297265314038	-0.8785110525869058	0.03359767376633766	-0.42263853396056783	-0.7331553490297624	-0.6014465585269974	-0.8634937263921898
ADGRE2	Not-coupled	-	-	-	Adhesion Class GPCRs	classB	57.929531197699816	5.129094361822194	-8.985398004839507	7.917043282803433	0.8287114425371093	7.509767313457274	1.10428775943429	0.5232966838717266	-2.1260278297166844	2.161415477140459	8.414569304872396	0.07681635958297019	4.870097634026494	-0.5109237867140743	1.788237628764412	3.307914201673414	3.661131946482112	1.9411299164399662	0.2575489757471886	-3.205439343668878	3.098352887536204	3.5130768948076483	6.063191891923635	0.22392198300537455	-0.1941861711058646	-1.9292284153681825	2.763039200842387	-3.4741046808568234	1.5952947622205798	-5.291891022282011	0.148292056963175	1.483966354397628	3.246896728758365	0.08323172285527786	-0.10803642676461309	4.393840482506029	-1.9319846786632224	2.1637549154274356	-3.1211054663511506	-1.0222488654013497	1.3589157149389253	-0.7428951311366185	-0.5222814566909616	-2.3170065014887307	3.3140190816174195	1.0541619191670464	0.06111258037953315	3.1432380142388836	2.3441432322527516	1.0255461677879643	0.23116768824334719	-2.58360655962524	0.849710429017846	0.3738047860984162	-0.5298728778114143	-0.3656216053291999	-1.2289891732017542	1.3916596298362898	-0.35389326891064893	-0.22657524503106066	0.9082025376200333
