Gene	IUPHAR	Shedding	ebBRET	STRING	Family	Class	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22
AGTR1	Not-coupled	Not-coupled	Coupled	-	Angiotensin receptors	classA	-0.20727351639704789	0.21599735867176412	0.16088685286369067	-0.2081116757653629	0.2986273534801613	0.25860147563354935	0.2103250166893779	-0.10697096607308448	0.030624034178626993	-0.09800548660256041	-0.20608635489626714	-0.040196925772831744	-0.3145207922368072	-0.3147946642876239	-0.11954408734279008	-0.2017268183009809	0.06594887994887266	0.045669582872563966	0.12497768915443164	-0.14056245451375207	-0.03923420161317647	-0.050828182006355346
APLNR	Not-coupled	Not-coupled	Coupled	-	Apelin receptor	classA	-0.00326074122768858	0.21276835730457988	0.017699975347949534	0.18017271839487836	0.3615153015975069	0.5206670696750854	-0.11551903422834645	-0.0609648026217417	-0.060038676998864234	-0.2608549199589877	0.10536950966259628	0.041997344048164166	0.3313760295753316	0.2539443219886115	-0.06114485590692163	0.0471572790169267	0.30817089657950053	-0.047713643348365184	0.568504910661924	0.038819009579968075	0.03323460430578108	0.0016110825883393597
AVPR1A	Not-coupled	Coupled	Coupled	-	Vasopressin and oxytocin receptors	classA	-0.08332222975055487	0.17380476834348174	-0.032594089435295064	-0.131990446361192	0.1126619387950426	0.25262319146623524	-0.12190378756503162	0.1775653970386782	0.2427556689395129	-0.1358307740063082	0.017133353285508184	0.32984258748766077	0.269609556896198	-0.024856858763966913	-0.12506720750802738	0.04778332085951818	0.34059910492378886	-0.03694232815165454	0.31519129015721425	0.002124164064369973	-0.08546697692748065	-0.2018907359384552
AVPR2	Coupled	Coupled	-	-	Vasopressin and oxytocin receptors	classA	-0.21860874017728696	-0.04787905188171071	-0.05306341054346393	-0.1371483949681297	-0.006268769812480511	-0.07489070223958279	-0.3412278809385104	-0.10601684934899776	0.08233151637766992	0.15704083388889448	-0.042352403401454276	-0.016829755189537134	-0.10692864498294523	0.03249321327808857	-0.1659611744810935	-0.11940100754309389	-0.0663233225620462	0.06660219815655169	0.05340160879243443	0.019283465709369695	-0.12463539218660497	-0.30150737625259655
BDKRB1	Not-coupled	Coupled	Not-coupled	-	Bradykinin receptors	classA	-0.02434084025133798	0.1839874496171831	-0.10046071525782577	-0.0801189219737474	-0.11501193664100005	-0.07237187462610595	-0.27074235840205363	-0.24822672854148187	-0.014227536322788857	0.06880748945081454	-0.11259091383774596	-0.1796730970453011	-0.10376028983785902	0.06472673772387208	-0.0576953431748717	0.07086148411692665	0.07024582193829962	-0.09350778094896202	0.1469680205255543	-0.020947744698457574	-0.048855940269869114	-0.07316989739526064
BDKRB2	Coupled	Not-coupled	Coupled	-	Bradykinin receptors	classA	-0.18860582887856264	-0.2910908523380908	-0.07453979984080113	-0.166836030601877	-0.008710930901678009	0.04756874133724705	-0.06326142366866978	0.07998144103927944	0.22883505164329626	0.059477156033115285	-0.18723617263652895	-0.05328955696093573	-0.1880462368869666	-0.2497081676053416	-0.16580203919562325	0.1459606350976125	-0.05320590817691507	0.08140696968091153	0.24880302523555237	-0.0387336241376763	-0.0055394266851876315	0.01777839225227795
C5AR1	Not-coupled	-	Coupled	-	Complement peptide receptors	classA	0.31936964040075627	-0.38011522500765194	-0.1921385565248404	-0.16357802599689883	0.3256727424606913	-0.18790290606417656	0.39922042629150545	0.15239177492380576	0.2644317000731679	-0.027839490706913456	-0.04399446344741146	-0.16649773456096106	-0.14905421916793077	0.10815559062935429	0.1998996008898147	-0.09124994037979035	-0.03276711951439822	0.050396493860235994	0.019949663617547395	0.155202413765502	-0.30718755604816006	-0.02206540063148751
CALCR	Coupled	-	Coupled	-	Calcitonin receptors	classB	-0.10984510909564983	0.2904074993850461	0.15919174020327823	-0.13169105973786172	0.09497069334809813	0.24632995255892454	0.15808073848134194	0.09500988018557495	-0.18975876188442306	-0.10613438834031634	0.3024134190733381	0.05094488647015165	-0.08777324896709893	0.022066883103873707	-0.2189109166837998	0.01847891705272675	-0.09801657529717048	0.040777097726336614	-0.11599918889696599	0.08560740945592979	0.14599173781679692	0.09594959205260863
CCKAR	Coupled	Coupled	Coupled	-	Cholecystokinin receptors	classA	-0.3614713177842798	0.17676463733973177	0.07270235103888768	-0.06754372627043094	0.03608081230025518	-0.21856624538493657	-0.06395919579015533	-0.07071984966629152	-0.10436723392333291	-0.09498567327438645	0.03291796923457064	-0.17522668200385533	-0.020478076786322404	-0.12554891908161042	-0.1479233478876307	0.10304448128024786	-0.2195675798771897	0.07697582502714295	0.2082228566638918	-0.15795083142747357	-0.07044231514892435	-0.05804146468747265
CCR5	Not-coupled	-	Coupled	-	Chemokine receptors	classA	-0.2512798523988914	-0.032198083671401985	-0.02237813963184272	-0.1817672744846373	-0.005890612289429116	-0.12488897105833928	-0.019984934276360288	-0.30704650682506596	0.06032665348881154	-0.06911688263402335	0.037270579780586406	-0.24034516755901617	-0.0715168466085301	-0.08183857859474773	0.07309572049563609	0.158982894014773	-0.030897538705257795	-0.022753026154199822	0.12341172845998766	-0.146096098045141	0.027977878058459776	-0.01203037264341238
CCR6	Not-coupled	-	Coupled	-	Chemokine receptors	classA	0.10300900730733518	0.33979365516557536	0.4775113534931268	0.10600784376896022	-0.09311052654560582	0.015060058166648465	-0.03753358984572426	0.05252867403076152	-0.03984616094428164	-0.2900658986354114	0.09452265669211872	0.25762313541056175	0.11316079057775252	0.362630002698268	-0.06574748762872444	-0.17626989254729036	-0.1678474723150463	-0.11764138059798104	-0.0029119276058989186	-0.06912562663895862	-0.15101395706408655	-0.06600045088882127
CHRM1	Not-coupled	Not-coupled	Coupled	-	Acetylcholine receptors (muscarinic)	classA	0.26115108613916105	-0.12694744823925974	0.34048838139638454	-0.03642662070004294	0.01634185441506641	0.4793361337550894	0.2011550705899502	0.2324025978117203	0.3917040262034611	0.02795846668170262	-0.16926773922999397	-0.08893599316423953	-0.02387987556325528	0.33586407399692486	0.225379030499618	0.02249598071205756	-0.29858683506077266	-0.2422289458016833	0.12190547657385407	-0.007251690353626401	0.00021905530796777973	0.04220360954226688
CHRM2	Coupled	Not-coupled	Coupled	-	Acetylcholine receptors (muscarinic)	classA	0.46796362046219325	0.305472888506523	0.2813920983350271	-0.29559151450497717	-0.22963294975243143	0.27212669184128857	0.16359434908066828	-0.04468210074194668	0.1770774682165381	-0.1724585655531704	0.0319667398303924	-0.24478127132580146	0.3295220782444536	0.02863639636531312	-0.16917636566355754	-0.07011550308970312	-0.11173110378438501	-0.3129476436148324	-0.0383270365787708	0.05611865053270707	-0.05791372075144375	0.1800943115469847
CHRM3	Not-coupled	Not-coupled	Coupled	-	Acetylcholine receptors (muscarinic)	classA	0.2330610113575014	-0.2748037863644913	0.3074121373348539	-0.06061791489055199	-0.12124710138384343	0.3145420164704391	0.05479371737685812	0.33488103421433674	0.2295621410348952	0.13435102829388545	0.22437198934448216	-0.10449262413286498	0.4187449520171759	0.19980579945851576	0.021703139280024365	-0.031864583880805625	-0.2669485254405144	-0.15346065202640657	-0.0361764826798554	-0.012772676803392781	-0.005522513729047744	0.17144624347336612
CHRM4	Not-coupled	Not-coupled	Coupled	-	Acetylcholine receptors (muscarinic)	classA	0.4466239378729202	0.26555172446095393	-0.3775956439666642	-0.17186613618684618	-0.20189481409588367	0.37416217337205815	-0.13993836280438587	0.037602845603751586	-0.018802576586639336	0.46105567836871575	-0.5179425753083459	-0.3820702173499586	-0.004973343264848193	-0.19920063928080073	0.24011801293047286	0.13429692358746956	0.07412076241774887	-0.17676411988542928	0.029824241559984137	-0.062137618754510945	0.057855843910080015	0.05107785214559086
CNR1	Coupled	Not-coupled	Coupled	-	Cannabinoid receptors	classA	0.06982665262213088	0.4956597293373159	-0.2709972697747357	0.16104406573325333	-0.10579712079811636	0.18837550300950412	-0.20757171315146397	0.2329684963534155	-0.19850048834442813	-0.07444072023181682	-0.10652696384955965	0.11311237830127983	-0.21445372133597224	-0.07372819976085761	0.152759313647488	0.06290198112276794	0.19306483951459277	-0.06779131105098164	0.08160810580319738	-0.19158469352874058	0.01732462505402653	0.028474135750803934
CNR2	Coupled	Not-coupled	Coupled	-	Cannabinoid receptors	classA	0.1977038939489611	-0.35609627767606306	-0.08257526183755838	-0.27163005265087037	0.32528205811454913	-0.2567789541841959	0.018825137790757562	0.3828653553209276	0.04573568239634503	0.4020615810903584	-0.11090694430394865	-0.17117206557463863	0.3049528237021142	-0.12255606984199297	0.12461406103975936	-0.18109999686108855	0.12579580392319295	-0.04680813451891276	0.41299596853708037	0.005820887634349474	-0.2561320821935172	0.14577738471251417
CRHR1	Coupled	-	Coupled	-	Corticotropin-releasing factor receptors	classB	0.13299421042085435	-0.07813539533804324	-0.058187714787418826	-0.29119923956930877	0.24950633871341202	-0.48800783749838933	0.1614178388324294	0.44461859676987175	0.09390296754339385	0.33774053124706427	0.017424147918615303	-0.2445769543176084	0.16968683275447052	-0.2276394356573476	0.023566667511700362	-0.1753415437253918	-0.047776501917413415	-0.18059398395344417	0.1389138861278161	0.060587336230718714	-0.3717469121018347	-0.011509691351223218
CRHR2	Coupled	-	Coupled	-	Corticotropin-releasing factor receptors	classB	-0.26014630447666404	-0.05154110360159361	0.10388516433197435	-0.29014394955976525	-0.048828037686707806	-0.20658046936707442	-0.45420899472429943	-0.2938413659876695	-0.12017443855144683	-0.051199264845372135	-0.049173649351912686	-0.11942279841570763	-0.1377847760983873	-0.3544119001768767	-0.22044913229938404	0.03704204862306412	-0.08312265161536005	-0.0015218779143018999	0.09811089082642911	-0.1269273423510614	-0.125219595401492	-0.07548852974277594
CXCR2	Not-coupled	-	Coupled	-	Chemokine receptors	classA	-0.20385329076212436	0.0531739166630962	0.06200782815951411	-0.21226104921632313	0.11122562941402553	0.014638833814458165	-0.04730178215783357	-0.11039280423683541	0.21752804166048648	-0.1628978227343904	-0.24499373944966052	-0.17141076469914035	-0.16093632471707198	-0.12881998143660725	-0.19624054592078452	-0.0189743472613095	0.012208698774980205	0.06134075955804513	0.2601724777969965	-0.1666859626359286	-0.011031474696653954	-0.03602999892616025
CXCR4	Not-coupled	-	Not-coupled	-	Chemokine receptors	classA	-0.22971980347218576	0.19988338633856717	0.036188799354194355	-0.36843468218133946	0.039496565698977054	-0.08334948186521156	-0.3966246149575429	-0.31494545088890175	-0.06243219943308325	-0.1952935622975317	0.07667571057171728	-0.04994055187974323	-0.08031254743069359	-0.2292284755138875	-0.29306281934362877	0.016574573908373327	-0.01928625739866799	-0.10989350295948244	-0.07217023564384155	-0.08473982401891833	-0.13089326464539863	-0.10435888990800651
CXCR5	Not-coupled	-	Coupled	-	Chemokine receptors	classA	-0.44876934293848236	0.03157738916802914	-0.06878105347219633	0.25333797781070644	0.13946309826432324	-0.089705329014572	0.20096474648301935	0.05017577983612501	0.31356523711152906	-0.16653742381253775	0.26175300824502123	-0.06005077045401511	0.022616376267909105	0.19386708735019134	0.05654677097200683	0.2071098058344766	-0.12990021993007553	-0.05136144887972901	-0.13016052089821914	-0.1295697780127441	0.14926639949690623	0.13983682907189257
CYSLTR1	Not-coupled	Not-coupled	Coupled	-	Leukotriene receptors	classA	-0.37404798956047547	-0.3793813098041218	-0.188539243640282	0.11736440981619044	0.0669159374005578	-0.056375038274549594	-0.17585742357188663	-0.12015161890922867	0.26034436599897687	-0.25256296054331395	0.1709195969594274	-0.14443724180807677	0.008159089969063092	-0.11917708396837169	0.12266027670208952	0.05380885760767884	-0.18681220447474148	-0.08380803721905801	-0.049345675732345745	-0.06559472445406418	0.09385254072074689	0.07656230980308489
CYSLTR2	Not-coupled	Not-coupled	Coupled	-	Leukotriene receptors	classA	0.14855808769518833	-0.34283784163223185	0.1333729897754523	0.18112324238515254	-0.13728511604702054	0.12247415984182967	0.27648110328375053	0.07949762115207872	-0.1868186320085098	-0.04484176528394989	-0.05175878724759838	-0.17868355476708225	-0.1674483980660357	-0.0049467705150885695	-0.16840386472069352	0.18624792565815776	0.3938998643092544	0.009817285807647876	-0.11968354641284333	-0.02362424472515704	0.004903982786632392	0.018499524270717303
DRD1	Coupled	Coupled	Coupled	-	Dopamine receptors	classA	0.16149939800321306	-0.16462471827493746	0.3102313589823804	-0.15430331101120856	-0.3823959023399633	-0.10909458352255476	-0.01865681089835482	-0.012621143535006004	-0.05012313321644036	0.028975304263005746	0.2220878803605943	-0.20197216759425082	0.2815431368063006	0.07404397792334202	-0.006922110435680071	0.0023181322322599063	-0.20634612205101766	-0.20676871604599567	-0.13735644918856196	-0.07925826670517827	-0.0328612157878122	0.08969830458672004
DRD2	Not-coupled	Not-coupled	Coupled	-	Dopamine receptors	classA	0.21466184754887355	-0.18233602507335178	0.16003508749231518	0.08761028370008558	-0.12849816779907747	0.12350972948283909	0.10192769848478121	-0.01967688852130539	-0.1857836873304899	-0.20016463896485956	-0.3588224316972534	-0.15516945398440016	-0.08463818085124454	-0.16290127441193333	-0.36446977770490147	-0.24255681798619685	0.45550623042663263	0.006787952634010237	-0.08763814308934999	0.22250137535271416	-0.13599019399392193	-0.3075763931963445
DRD5	Coupled	Coupled	Coupled	-	Dopamine receptors	classA	0.059104019059097554	0.3204530707641479	-0.13709000513855318	-0.20811629525694675	-0.0011584042937241518	0.10594609803950088	0.005911866409839675	-0.1800150888609522	0.3802982175373178	-0.1518600979994513	-0.12002507702453415	-0.1720984249056256	-0.09723357038361265	0.3371990124326595	-0.12424723658279953	-0.1026580609519093	0.09232095557074506	0.24265728689102717	-0.21958097809739271	0.21917768537415167	0.08652426876662787	-0.026169458377424033
EDNRA	Not-coupled	Coupled	Coupled	-	Endothelin receptors	classA	0.038661008149795936	0.10735128508223311	-0.3178457316738923	0.2700216048939819	0.09659474100803649	0.21500976992254056	-0.3678944318046376	-0.3871113840618688	0.1948179987006569	-0.0638787222266681	-0.007687653051083017	-0.17209368774031297	-0.17451202874876953	-0.00574923210266688	0.13727429757167137	-0.5063640828945308	0.09444891073816847	-0.13950623458291328	-0.2139980737798375	0.06440846645989987	0.1814368532989096	0.47654548214390346
F2R	-	Not-coupled	Coupled	-	NA	classA	-0.07921379846058399	-0.013998844394312341	-0.21398490084738708	0.2228191372715393	-0.02658273760289521	-0.03709852448792092	-0.12825305521865957	-0.18221350093869904	0.35704381317459716	-0.40806623272797904	0.25928909088784324	-0.11027354914444566	-0.23673858961129576	-0.13033115593726788	-0.009843715768923811	-0.35837230800976755	-0.08942880960578428	0.227103918566716	0.17228755113714825	0.09457597661399872	0.14991222382116048	0.4362608495368227
F2RL1	-	Coupled	Coupled	-	NA	classA	-0.2616095402716205	-0.4931488480795605	-0.20466109855215572	0.25399564295680194	0.011554746518219952	-0.06911998147560827	0.39130378854186393	0.18944624503248947	-0.04328657212960351	-0.07401138757589924	-0.2303945969579148	0.20106503493667427	0.020166717530635127	0.11925930808412415	-0.10267187583120843	-0.12297635548906623	-0.20539292008339452	-0.004345611452922185	0.10719050884014222	-0.16952181533773203	0.12778011118773738	0.27568143623192776
FFAR2	Not-coupled	Coupled	Not-coupled	-	Free fatty acid receptors	classA	-0.2416862223020267	-0.06304826402968243	-0.19065128628210598	0.19294137262945005	0.1255713423471318	0.027862173863879156	0.21566775227249066	-0.18763578438029535	-0.31501782883492685	-0.024325367397733055	-0.23412920451488944	0.3074512884958492	-0.07502325944603526	0.1673689192341823	-0.07247318981680162	-0.15160654543640287	-0.27365476577203257	-0.11663782238093263	0.11417495650094789	-0.16009464175207314	0.03402244026210178	0.12968620142329582
FFAR3	Not-coupled	Not-coupled	Not-coupled	-	Free fatty acid receptors	classA	-0.14724333418945426	-0.2628134891040005	-0.22829229607567142	-0.1924729464869198	-0.0677757703954549	0.09601920429917851	-0.27907016111162253	0.19208098122778994	-0.431377877419197	0.06751282891390817	0.015192074903556228	0.1448014325787016	0.05801875648704279	0.09676570985030365	-0.26201804484465113	-0.1339554976964558	-0.2919213794790136	0.16623479556133366	0.13573418640311993	0.19437094909900604	0.12398648326081796	0.13168438450707065
FFAR4	Not-coupled	Coupled	-	-	Free fatty acid receptors	classA	0.2448219411441089	0.1919422436454551	-0.11199586556602072	-0.07958500517198622	0.32128337580135075	-0.2825476915518876	0.06753871635784234	-0.0724949132518101	-0.08610458323823607	-0.02095366398522701	0.10026083002425337	0.18596909932923064	-0.24773191137036504	0.2647887428834792	0.05174818526098435	0.10703469071704592	0.04703913919330198	-0.02785525131582424	-0.13785952165091314	0.019358970842324248	-0.29466077550651665	0.17578850973484053
GCGR	Coupled	-	Coupled	-	Glucagon receptor family	classB	-0.4032512467987193	-0.21834437529954814	0.05266560963122994	-0.5072298048861503	0.13905654818077448	0.11071482220778314	0.21247839634186838	0.06813956168900616	-0.4477664455433772	-0.04730424400391458	-0.24895106752536678	0.21391066046651636	-0.038541050084486154	-0.0579577211702013	-0.2504916173053204	-0.08680873302218628	-0.3531578261733402	-0.07296233481818049	-0.04392324752690528	0.5968260392686682	0.13663113617055322	-0.005579408296176153
GHSR	Not-coupled	Coupled	Coupled	-	Ghrelin receptor	classA	0.2678762251818219	0.12526447189225784	-0.16319960952052134	0.023000689974930898	0.27160912052678166	-0.2993437950696204	-0.05397664497479961	0.06919860160191012	-0.10987682514590535	-0.10079782685257124	0.11387739451206275	0.18715587588645044	-0.08410594808189403	0.141746287015054	-0.07688805469399587	0.19616207224784557	-0.018666920484715854	0.020139591279056603	-0.30938074456780096	0.027853436905662773	-0.33575680882184333	0.17676355648000952
GIPR	Coupled	Coupled	Coupled	-	Glucagon receptor family	classB	0.19862986097401372	0.1902640109073956	-0.15072120248248247	0.052080305686376054	0.2950654078894743	-0.35624723065714364	-0.20282119005095042	0.09570732701867869	-0.07439290646353176	-0.07845037144342347	0.06304740292986785	0.033140528756026494	0.05162556262046168	0.22033166985897498	-0.19325528715001264	0.04396376843151693	-0.010520118544221264	-0.061514315814792477	-0.2385482416267694	0.15465706422878214	-0.31265484462040954	0.1800541970533492
GLP1R	Coupled	-	Coupled	-	Glucagon receptor family	classB	0.5132855790147037	-0.26170111984992694	-0.3377018246442944	0.16423904178486512	0.16277090428574506	-0.1322720064085417	-0.22338420061959852	-0.22276317186122752	-0.08866840547706299	-0.2960473731225775	0.06721377999469214	0.07531993716348354	-0.10149623590389262	-0.07969495990380443	-0.003409351546155722	0.32876033100834984	-0.07981873128090372	0.15274941235774023	-0.11336574987017838	0.13922534670495837	-0.32297970449914354	0.07908963356930654
GLP2R	Not-coupled	-	Coupled	-	Glucagon receptor family	classB	-0.1595722144531186	-0.37553818549680784	-0.08161078119076895	0.16648607750071112	0.12452936770724082	0.2618345254654909	-0.5012892437645162	0.274793544807478	0.2360818430535927	-0.10348608452569148	0.09340151230226022	0.06644818826133023	-0.1518404471824915	0.5147337504045241	-0.30585990867441926	0.12364207651024903	0.2618605609075896	-0.07810710851870772	0.09886615490553084	0.15679481085733887	0.04321799148789327	-0.16651479354184717
GNRHR	Not-coupled	Coupled	Not-coupled	-	Gonadotrophin-releasing hormone receptors	classA	0.1881694387754525	-0.20822138194344517	-0.47158283005179485	-0.26899828872284226	-0.16605927576817925	0.31925980444351415	-0.4325448028884264	0.355606079824578	-0.15634593085993662	0.19936062596897935	-0.13212098639968328	0.448266954081422	0.12471504844235017	0.2938285480868064	0.07266808620823015	-0.30720449250170373	0.25325688268118013	0.264404506201614	-0.4303000981210256	-0.5397152006850734	0.024664778373258277	0.0719389461256303
GPBAR1	Coupled	-	Not-coupled	-	Bile acid receptor	classA	-0.32928215587490606	-0.17806176299754337	-0.04013428575561499	0.1933935326641498	0.07033908280402823	-0.08445292971583054	0.27584919000857666	-0.14542579198652464	0.2972106940610471	-0.12216846221751693	0.07922552904485625	-0.11186299220433267	0.043286433435028	0.11902735123790867	0.12430968621416554	-0.08002731522348897	-0.06474291490766994	0.03312285104866119	-0.11498738025941009	-0.056897497817673115	0.10840666210007219	0.010893021388826895
GPR183	Not-coupled	Not-coupled	Coupled	-	Class A Orphans	classA	0.08292644471319666	-0.45882720085672163	-0.3431357338902462	-0.20628514690255365	0.03728006188064735	0.48624688653464226	0.38578237915001024	-0.04644486559276145	-0.4803040640388093	0.013019767465384026	0.16550558782232266	0.033722254431833146	0.19006017424630733	-0.055560539960526116	-0.22985510170607276	-0.10947577517538677	-0.22832778712883284	-0.02538950969833202	-0.20684476206249774	0.311998946271057	0.11043147375716972	-0.26811222071246255
GPR39	Coupled	-	Coupled	-	Class A Orphans	classA	-0.1515403221870062	-0.0631836111549799	-0.10723401373496316	0.3591284822877319	0.0239793435884246	-0.06781013359177741	0.23254299533479328	0.03281228209168384	0.22835643107411324	-0.05567369897359256	-0.4387809737562014	-0.015294490505467323	0.38934212671334684	-0.1136045396724685	-0.3100118408371255	-0.1225927647456243	0.083260471572261	-0.11623458188383376	-0.17134866495667767	-0.17702506492712647	-0.0675681888661182	-0.04991955210229433
GPR4	Coupled	-	Not-coupled	-	Class A Orphans	classA	-0.19439738945606658	-0.12155662844934231	-0.16963732878930698	0.28838516975658834	-0.15385857035197134	-0.25504224050972457	0.1612520050364328	0.05379452215626629	0.23961943158045965	-0.01666947437814981	-0.3786112249276295	-0.18321691887474012	0.2266043970045592	0.414456278920397	-0.2584668386580864	0.015335479252327103	-0.0033197955272818553	-0.043383251944699025	-0.12065614881912558	-0.0202247757864891	0.011994264138633224	-0.1752257014818704
GPR65	Coupled	-	Not-coupled	-	Class A Orphans	classA	-0.16549669529084232	0.22458459106036976	-0.1632022943145717	0.6188584373544116	0.011456943379671097	-0.14958751487917238	0.1347270444404202	-0.10170422397600955	-0.04504938645098186	-0.13427647842262377	-0.25458453263827735	-0.004727700555126331	0.3686731124402189	-0.1386935399526021	-0.2915718175555941	-0.045195973861908025	-0.10072085990425271	-0.1339943419336876	-0.15683864755010515	-0.2197481054195813	-0.08924962174876178	-0.03754807122098198
GPR68	Not-coupled	-	Coupled	-	Class A Orphans	classA	0.19242219559194618	0.05541305175737538	-0.12075390456954896	0.10598983547626853	-0.12344981058939448	0.37122327676800293	0.03627161516554725	0.37291187027098455	0.5186415214301792	0.1365752542629638	0.022721571177628117	0.054862464297322604	-0.5264686335904051	-0.35420566767933886	0.16091982460140503	0.05362588003946097	-0.17577274792479503	-0.21163050647440523	0.0033053566753698063	-0.018255852747057898	0.0037613426786171976	-0.2471045617360855
