Gene	IUPHAR	Shedding	ebBRET	STRING	Family	Class	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23
CHRM2	Coupled	Not-coupled	Coupled	-	Acetylcholine receptors (muscarinic)	classA	-0.3552285988756577	-0.20644172732782617	-0.04637213263306966	0.022346992216294433	0.08541077677769442	-0.035118051831685294	0.10490153394968087	-0.3522120756575202	0.37994297975969665	-0.11374606957869685	0.22672206251766372	0.05076762659712578	0.2543673719423378	0.40466799934938513	0.04745811157815076	-0.08037962094275419	0.10021463793414645	-0.0064991704135088394	0.012290337602204394	0.2485758329643124	-0.14457623168379305	-0.11038327551642685	-0.11630089945702139
CHRM3	Not-coupled	Not-coupled	Coupled	-	Acetylcholine receptors (muscarinic)	classA	-0.25116372933893766	-0.26847312181693506	0.11408493582172466	0.11502295144796008	0.12362303530354152	-0.021315402134934016	-0.07767939237854937	-0.3057026383848089	0.23868495449321114	-0.10983912973775566	0.18017661901583043	-0.05537585212910763	-0.051201719686345334	0.3896458477322089	0.4126266036991956	-0.027992581131827822	0.18005685374728245	-0.002673817060564815	-0.026333933417604302	0.18371921878835293	-0.09847377563887978	0.009605538926671245	-0.034710138586494625
CHRM4	Not-coupled	Not-coupled	Coupled	-	Acetylcholine receptors (muscarinic)	classA	-0.4552769270134149	0.04934997216184689	-0.0930279631239858	-0.22678284917273517	-0.3552249873945244	-0.28800558152978606	-0.14859995453637273	0.05779313797601744	-0.19497265497877608	-0.18114566254614412	0.029615154204893586	-0.16290664202822247	0.5596046978871235	-0.1264183082028424	0.1407067533172705	-0.06587012135316689	-0.19626906255792256	-0.15288251473436237	-0.009671161640175957	-0.020349827918419734	0.13204000725829315	0.0472767501737194	-0.1727039613026751
CNR1	Coupled	Not-coupled	Coupled	-	Cannabinoid receptors	classA	-0.32813581375920703	0.004878194335133389	0.1709506883658445	0.03784554795621066	-0.34356203446475725	-0.14355742546184908	0.03412836511702954	0.3754190681679894	-0.2022862348151627	0.113643335386767	-0.031966487740800895	0.03497646870491332	0.21279844301427248	0.20675067941590003	-0.018996931759640154	0.06389084655332389	-0.03693416973971564	-0.11512447408383192	0.06224258461371485	0.15536539253659437	0.0020264975813127483	-0.16530816667983478	0.05009469897863097
CNR2	Coupled	Not-coupled	Coupled	-	Cannabinoid receptors	classA	-0.05095676295876372	0.6083657719926501	-0.11672979882624503	0.13913575632384026	0.20224959130974005	-0.1428718484214326	-0.04212914160322362	0.1363608501699245	-0.019902540476192304	-0.2309067186220234	-0.017906158031083384	-0.057073076864885754	-0.13569481377463627	-0.032095883560047604	0.29935963008206457	-0.2686872903540314	-0.03558244813506255	-0.07580948305349468	-0.32662238454179293	-0.22574862906584958	0.11739473160249361	-0.10665049460359201	-0.12486881694064894
CRHR1	Coupled	-	Coupled	-	Corticotropin-releasing factor receptors	classB	-0.023692550219788867	0.5972048326460762	-0.19438103538697935	0.14439244586310282	0.2888239907960469	-0.09454301585653309	0.08532541162595883	0.26358833824521305	0.06348132447057064	-0.33919463239827724	-0.005993223960970059	-0.03202042928666268	-0.189870270339364	0.022827466178987368	0.26044130759412504	-0.32529391899144544	-0.027997734427218497	-0.07620416616708361	-0.3700861700380689	-0.2461960127021257	0.04788539050454851	-0.14395158807908373	-0.08927677325517806
CRHR2	Coupled	-	Coupled	-	Corticotropin-releasing factor receptors	classB	0.45564438280119074	-0.17390848525741756	0.260465774556982	0.08401588481554588	0.20022643762196127	-0.17466561991864918	0.07257750875310422	0.13638151240757662	0.16227533297507443	0.16628527497234288	0.24668222009772287	-0.19843864863512414	0.22647315866244072	-0.17047992361514433	-0.04088015700248467	0.01591858695595368	-0.06048260215013929	0.13077147162091612	-0.07850966040602105	0.14019200945276591	-0.24423187565548113	0.002694783867786255	0.02678029207390892
CXCR2	Not-coupled	-	Coupled	-	Chemokine receptors	classA	0.5043115002067491	-0.16408078303287638	0.09118992519538566	0.019157040677579434	0.16106299026618381	-0.012548688358827104	-0.03832123816918105	0.10602375151105525	0.01689862134278065	-0.010175910810442699	0.06500963061433393	-0.492634986580741	0.22460073583449924	-0.12454773237275407	0.14251782520516895	-0.12550645700072902	-0.15787367854715167	0.08245138816425852	-0.11499260842724589	0.05214576221461929	-0.26107588815962013	-0.01861537640706747	-0.15497891820999074
CXCR4	Not-coupled	-	Not-coupled	-	Chemokine receptors	classA	0.41755739605321757	-0.1432351615736768	-0.02561781625708993	0.05489836475616131	0.1453144663665775	-0.39652575448519206	0.20976233442116043	0.2307633995475365	0.2463304333168149	0.22817428134957474	0.26500639092229683	-0.24891631496226038	0.24232060633973412	-0.17641131066966337	0.08801209233798347	-0.06737752478921853	-0.11245273052868242	0.014030402619579248	-0.05720963819977759	0.11499450020964061	-0.1802172729851047	0.014131503007056626	0.003971922788395829
CXCR5	Not-coupled	-	Coupled	-	Chemokine receptors	classA	0.5332279419516314	0.06672683729633518	0.5665485982935702	0.05964116897788735	-0.05608891569348508	-0.08556288495792606	-0.37566214714968393	-0.2002440119954499	-0.08129266050598444	-0.28463318503258606	-0.2747960499815329	-0.007208335894504026	-0.08858704404811518	-0.18180630532686906	0.015324100591465287	0.15816171692739012	0.23190105744151246	0.08623017219236419	0.11042765950816565	-0.015448167864222841	0.005927790728681957	-0.06398991690061065	-0.019097722868920308
CYSLTR1	Not-coupled	Not-coupled	Coupled	-	Leukotriene receptors	classA	0.5127667177055973	0.07792276886751906	0.44222832792360534	0.12986662955350775	-0.09435007402460668	-0.04834881165712991	-0.35629725630193226	-0.1028885995635555	0.0015912926923373567	-0.17552059343561305	-0.14168250743012265	0.1816392500361038	0.05250714835076155	-0.16172765645813347	-0.11168806120422238	0.09726728526583131	0.22272244793801163	0.1083312834593868	0.11108211054014318	0.06320251335838521	0.14978158671956643	0.07650791057183896	-0.11067634288807685
CYSLTR2	Not-coupled	Not-coupled	Coupled	-	Leukotriene receptors	classA	-0.3191709639340703	-0.21339034485123345	-0.13451169101556562	0.15524318544621962	-0.014040088628917929	-0.12527214153199395	-0.03989558896481566	-0.12444733418874411	-0.09959163255083428	-0.12586974883141325	-0.1761761482621313	0.09995658337527928	-0.07025373057316514	-0.10435137279095694	0.1190302583062126	0.1850684665861685	-0.383130936054066	0.15127585161710685	-0.0161967194944385	-0.10525049099821737	-0.004898164971937089	0.05815071893350868	-0.1082613385646279
DRD1	Coupled	Coupled	Coupled	-	Dopamine receptors	classA	-0.2830992570483583	-0.24891743246626402	-0.07959879237600652	0.17054233729305548	0.034533971597759935	-0.2072599300805925	-0.2515447133482598	-0.2002271258672505	-0.03908678310637872	-0.18551493713045422	-0.12615424403375977	0.11212559866924118	0.02055878494098322	-0.09934543587078301	-0.09656430078502609	-0.2661284056575112	0.26011550700066555	-0.10091609061695787	-0.024701371580986557	-0.0950119791871666	-0.2348923476026299	-0.12942237248966856	0.11612054688471339
DRD2	Not-coupled	Not-coupled	Coupled	-	Dopamine receptors	classA	-0.3162206972338786	-0.16790975166091193	-0.35978129592688535	0.1947680827257427	-0.03595289922675484	-0.10720205945374474	0.2765688451776569	-0.1252321520160968	-0.26423621697424404	0.013610745379940316	0.009919909060856266	0.17995139677209465	0.049352227235570534	-0.15610498136218867	0.12311414183957024	0.22015044165925976	-0.45552780789663727	0.1377655637046768	0.004187020341273719	0.048716399586786564	0.015192485559104458	0.03656448883555452	-0.05852537570434947
DRD5	Coupled	Coupled	Coupled	-	Dopamine receptors	classA	0.11014228038302835	-0.11603568563503104	0.031081687101205586	-0.5076545516389573	0.11245337180406191	0.17507909219554535	0.11060834369467992	-0.21971146739437752	0.1266772727575133	-0.16200927403056	0.11567753329656925	0.05151585189825699	0.11748892912571991	-0.24674195890392667	0.22636020671555931	0.29219019637413995	0.22832859657393242	-0.008889241340283103	-0.04000250980529942	0.02801644901515598	0.11853370936546805	-0.1116162510044596	0.17665172814394844
EDNRA	Not-coupled	Coupled	Coupled	-	Endothelin receptors	classA	0.280079568242884	0.277390655260922	-0.31236468014950713	0.17578434344123037	-0.2794396083254994	-0.27521265680362195	0.2488024620210211	-0.044881018707813955	0.36313836186682413	-0.09023424587664759	0.20359561001629442	0.2153868762178131	0.27582527689962305	-0.29662520286775135	-0.28426367883061365	-0.15367462773315368	-0.021201214678068417	-0.06997268157486139	0.2134322839328884	0.40612219757299073	0.12966856449440353	0.145302752967664	-0.10189298180309085
F2R	-	Not-coupled	Coupled	-	NA	classA	0.2757579566045553	0.2005198348425681	-0.04238658296812885	-0.07813186276508977	-0.1416166978680225	-0.1343732619934472	0.25719633165049316	-0.04858402194748592	0.4026542420887352	-0.22900387122333507	0.027126565329220066	0.18176562618125613	0.022413243772991996	-0.2540423668051715	-0.14081885211470216	-0.1408024033374578	0.20169321797730475	-0.18776725642287154	0.14176788026212872	0.05497285516679957	-0.08673152417939936	0.05217146001406728	-0.04568388591638616
F2RL1	-	Not-coupled	Coupled	-	NA	classA	0.33406819885478245	0.23182468790530128	-0.03996670490710093	0.19754662158539518	-0.3054415728841071	-0.3774975293753035	0.13314433358278063	0.06281098792418417	0.12882935811668567	-0.0460652804687549	-0.16441970415063054	0.008320818167826486	-0.3235951773682329	0.20454916967310527	0.010120507035597897	-0.5012367717049279	-0.0802417334050892	-0.020818308822913995	0.21452209803968011	0.17785272311540987	0.22933234712931283	-0.07799094288054742	0.09663186118827116
FFAR2	Not-coupled	Coupled	Not-coupled	-	Free fatty acid receptors	classA	0.32655735913731754	0.22933410017407757	-0.253733279764509	0.30353706499634414	-0.3282318120363931	-0.2672489489135412	0.2348509817971155	0.07231249313782893	0.01881748440115093	0.07070144541372321	-0.18119382147577742	0.07384765884968572	-0.14684761336602375	0.330725578687137	0.006498836541916	-0.4551892077009858	-0.11042431849142975	-0.012575680019038247	0.24353053675074807	0.2166070597188152	0.22596274188560525	0.010295908005081407	0.015851214802711663
FFAR3	Not-coupled	Not-coupled	Not-coupled	-	Free fatty acid receptors	classA	0.06260029054782168	-0.038489403550310795	-0.47263438892029636	-0.21637798715385664	-0.08287074752863988	0.02183039831759137	0.1261579104700187	0.2544921470780295	0.02821861782104774	0.17045796646561245	0.13119970796629082	0.16444676876686495	-0.028147518113333433	0.05227352360463934	0.08099875808110772	0.12953772454541357	0.10536355084601305	-0.24752936088485228	-0.06522129897644562	-0.1993477423972778	0.005427247463552932	0.42007111669725156	-0.0034803205884455595
FFAR4	Not-coupled	Coupled	-	-	Free fatty acid receptors	classA	-0.0896025315349506	0.6176250423942939	0.1424932307951573	0.222123565973773	0.21793483287683307	0.059509464260843574	-0.05166716849604641	0.0018820812781694353	0.014505633813054928	0.13030840470117996	0.042232593402723985	0.06439333690303842	0.033599510957353154	0.10109027494624725	-0.13300504246575573	0.23111860751273056	0.00822562727302504	0.06617475510273722	-0.2623504617560058	0.12176006746140905	0.0647793667631827	0.018785261658963038	0.1208533276706161
GCGR	Coupled	-	Coupled	-	Glucagon receptor family	classB	0.26766875101315296	-0.26979675076372706	-0.08759625626692868	-0.3418948851640243	0.1313066834848047	-0.27633323070627425	0.20243881164427907	-0.02863840473055904	-0.12930723478776582	-0.08322006359512484	0.19529591719621814	0.20912383065809872	-0.21532093547768577	-0.13785706116507065	0.3638835387033249	0.03023530685741207	0.3243885357385895	0.16462619228752615	-0.09971027265454965	0.00855543086829161	0.5249323379045464	-0.3966107361523435	0.29326684089649374
GHSR	Not-coupled	Coupled	Coupled	-	Ghrelin receptor	classA	-0.09183939544874495	0.6356349847153989	0.24993389202336808	0.26962249483006906	0.1964445788003885	0.01881355059238438	-0.12361075765765589	-0.015464422684196647	-0.0030164380353023173	0.17491170345393503	0.064043448573943	0.07561134824605421	0.04394725452518998	0.052740100215511586	-0.1469116251181252	0.168401905594799	0.007165178169465088	0.01749770238463173	-0.26080779551134536	0.09828165643144213	0.10757020816247621	0.0419741504459137	0.13970899298824144
GIPR	Coupled	Coupled	Coupled	-	Glucagon receptor family	classB	-0.09972699358619648	0.6399440473427386	0.07471449561702949	0.16604732358264634	0.19678723705642237	0.1220142315074637	-0.10208362792923338	0.003606556984594586	0.020726029149983085	0.03542373078163993	0.15976810165556737	0.08321637291096269	0.007896746109939255	0.014511936575522381	-0.13644073236330334	0.1899271601730182	0.09956539388818662	0.08509315813103753	-0.2794082866389994	0.14702223296759684	0.06566013050078404	0.07050212990929237	0.17926189334742731
GLP1R	Coupled	-	Coupled	-	Glucagon receptor family	classB	-0.21249357439232097	0.6172733325514054	0.09351613886104067	0.1400779262537263	0.07588905666194448	0.14206874827683835	-0.2550844419139769	-0.20189537806608346	-0.0474289705828852	0.1724770920865715	0.05144860239451783	-0.05466181481876535	0.36048997846831515	-0.02627089262977246	-0.12807033645009885	0.010763226784807381	-0.04284018072565973	0.06674914641117709	-0.21421516920586073	0.10556189150103423	0.15676195181449645	0.1843062647856021	0.11195825798235642
GLP2R	Not-coupled	-	Coupled	-	Glucagon receptor family	classB	0.19468177616629834	0.04754470184736057	-0.34447610999191136	-0.33923843739503085	0.14389784833104227	-0.39641530728840346	-0.4190358514257173	0.05174861152575787	-0.29591270811579884	0.1339329706353187	-0.25222489110644264	0.10034182723648503	-0.3086549016058719	-0.12098486321220572	0.21220425510715435	0.13377517185617513	0.08627764305461717	-0.14262374692868462	-0.11981680428570171	0.5789084406582236	-0.3542462880964384	0.3172602972195173	-0.013741662924548426
GNRHR	Not-coupled	Coupled	Not-coupled	-	Gonadotrophin-releasing hormone receptors	classA	-0.1462757983185613	-0.02665133715085428	0.29127598956983336	0.04787465265991691	-0.22708231341018312	0.41953130794939375	-0.2782861472499874	0.2119306940500771	0.16798975767188945	0.5864759200288029	0.044563317749091697	0.3398951944348159	0.08143588493271892	0.035212065426777385	0.37241252744639713	-0.06689580390481029	-0.22789517191318434	-0.5248701994886426	0.06718173281925437	-0.23342825274135573	0.029573868534165052	0.3090058206963966	0.18007225443698657
GPBAR1	Coupled	-	Not-coupled	-	Bile acid receptor	classA	0.4072003248168647	0.10182574209165665	0.07896029682479995	0.082887827499356	-0.21984426013897027	0.29050303537974503	-0.1635458007433989	-0.13196785508894981	0.0392424793987621	-0.3311503683602371	-0.1446887655662912	-0.12054599369734088	-0.13599152961107122	-0.12719705936722928	-0.06077607188813722	0.09312366321013076	-0.019245958709606478	-0.01153955941855362	0.11608921738353131	0.04929771772575865	-0.01145186163223116	-0.03556943399139122	-0.05302489886617594
GPR183	Not-coupled	Not-coupled	Coupled	-	Class A Orphans	classA	-0.07571969415843971	-0.07514170297820584	-0.34064282342220764	-0.3875069398617597	-0.11651438990427875	-0.11205577773134393	-0.13292144459544286	-0.30162727470134754	-0.20083146618807454	-0.0265831587379451	-0.1753616911098377	0.1426880275933521	0.15571636171131928	-0.0239567462242995	0.22653390130291193	-0.0878429580504264	-0.011651944851260544	0.2937287981778145	-0.012187578775699495	-0.09446025819434441	0.48694702152539865	-0.3702060652337467	0.1832929517401584
GPR39	Coupled	-	Coupled	-	Class A Orphans	classA	0.4359318435003699	0.15674230541463396	0.05640315917658151	0.27091734906549836	-0.17499260848640752	0.30423994382071506	0.10989555402838927	-0.1902539889710561	0.09467245986882347	-0.06432485299273667	-0.2205452875724201	-0.23042144071346538	-0.11557730289415448	0.015436851987986418	0.06604113896092229	0.06882704682161818	-0.2921440510681335	-0.17458272144268472	0.18846993238076723	0.04223538576515249	-0.023138307123116517	0.03901886773388946	0.1265278709657359
GPR4	Coupled	-	Not-coupled	-	Class A Orphans	classA	0.4703779917703283	0.14371981584949337	-0.06610501628814887	0.06427515855757382	-0.16054104663125404	0.5151399027468642	0.031051115970274202	-0.1582524686899655	0.014669351013083528	-0.3679694873141735	-0.14475133043602598	-0.08197195865376274	-0.19219010151200794	-0.09954157374283683	0.2589507472860702	-0.11072724564690335	-0.1533640396575795	-0.23657414537666022	0.14720288076262608	0.06460381081760866	-0.07573121738717202	0.16304987439459312	0.15490456409502512
