Gene	IUPHAR	Shedding	ebBRET	STRING	Family	Class	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18
GIPR	Coupled	Coupled	Coupled	-	Glucagon receptor family	classB	-0.06374499242050247	0.5963767098837823	-0.0489904918717863	-0.2672260275303877	-0.11572929903193746	0.010180177412308927	0.24307912459541214	-0.12595141524647524	0.2691948754796798	-0.0520314234351669	-0.12007359309967332	0.01367443658871636	-0.13013964655323032	-0.2778640112780644	-0.17185363256166472	-0.008639648655703542	0.07876582867748023	0.1274915725556048
GLP1R	Coupled	-	Coupled	-	Glucagon receptor family	classB	-0.21531848994879024	0.5653073683504194	-0.08709666405479974	0.0033233822283461226	0.08146642125481782	-0.17469046614049988	0.22099490500248886	0.004489652506307778	-0.04529519986759509	-0.17966557723279566	-0.135483828335766	-0.023492125415093323	-0.2601038392684333	-0.18922056758432856	0.10957773299511996	-0.03902769064053332	-0.1509561369340576	0.055667938057574695
GLP2R	Not-coupled	-	Coupled	-	Glucagon receptor family	classB	0.20130825913373307	0.08788971913576274	0.6034528268349206	0.0021856138207818755	-0.19171336573629266	0.24436525330743333	0.25926491628915044	-0.07637506591483838	0.14869097637687342	-0.07038667854362723	0.5357899625816391	0.29139650988209376	0.5238862571446361	-0.3615498293687717	-0.12462054053841576	-0.0957919912377622	-0.1454700989105091	-0.09532656106771706
GNRHR	Not-coupled	Coupled	Not-coupled	-	Gonadotrophin-releasing hormone receptors	classA	-0.18901939567221454	-0.13545728785686253	0.182266386857424	0.09336466410043837	-0.07831883514928087	0.6371551975423513	0.00896977802940545	0.11255636296251124	0.4073585040640086	-0.412459807113168	-0.10435221770378245	0.0517035862730563	-0.017327067497686734	-0.1260140690652795	0.6481547694296126	-0.009378521915764493	-0.06811341867422459	0.18548487068837244
GPBAR1	Coupled	-	Not-coupled	-	Bile acid receptor	classA	0.3887770381568454	0.03756207775720508	-0.14140795154643113	0.23566327796124387	-0.1964549906033552	0.03174440675415387	-0.0387797425128463	0.25676009151027085	-0.09612880219863766	0.21757688043805729	0.038981044696384276	-0.026198604884071355	0.12645469217780184	0.0941648438031374	-0.23271075831881805	0.012183606523922433	0.10969235782403629	-0.0453970500069484
GPR183	Not-coupled	Not-coupled	Coupled	-	Class A Orphans	classA	-0.15921193611042847	-0.09736598689926888	0.4730804168105922	-0.019232329007133456	-0.40910708603833285	-0.3527164751765857	0.21396919299785933	0.24283481343188634	0.11151611915102974	0.07434558760897261	-0.032675578545974825	0.2791693878943356	-0.37184681104213646	0.336397395330213	0.1310542874761751	-0.04370847292122097	0.38602480816285356	0.14506887871782564
GPR39	Coupled	-	Coupled	-	Class A Orphans	classA	0.3824641775659122	0.10852371467658196	-0.353830326403613	0.05984388276991811	-0.4201538489683516	0.03392299997270164	0.03325980014071921	0.2428340874814916	0.03220179891009219	0.23493584077075533	-0.05555287323835373	0.014012825087533981	0.22682680071981884	0.10328324662723111	0.15939339364517668	0.17600896414173053	-0.10510289246999065	0.017424337485761516
GPR4	Coupled	-	Not-coupled	-	Class A Orphans	classA	0.45775963252095475	0.10285942281133283	-0.20918538831878772	0.12841635123852568	-0.38527904822373704	-0.02958496721038507	-0.02957726490348982	0.25989171861415167	0.18608680156071458	0.13998003577204124	0.24629295153735242	0.0036814286537637606	0.21977645918300892	0.03654199671949394	0.21213234252207983	0.44969245042694145	-0.030776999526422544	0.063090127482993
GPR65	Coupled	-	Not-coupled	-	Class A Orphans	classA	0.3427655459679041	0.11628988584337381	-0.35080968191932455	-0.003005300370438402	-0.29563871167416006	0.08707865845220704	-0.007371509470214148	0.2701224872831837	0.05529468002734607	0.21945179503305268	-0.08907743252836337	0.09681690424669265	0.0973811439976982	0.16680313672713543	0.15171265764968478	0.14527492045992174	-0.11995300681989134	0.053870978179132105
GPR68	Not-coupled	-	Coupled	-	Class A Orphans	classA	-0.24449922872309715	-0.12605184758267635	0.12210913820035973	0.5395296101834279	-0.08999906099650205	0.14576773618393174	-0.03995443140557447	0.12217897797648522	0.10536954388194288	0.20660803311136197	-0.18238514231230932	-0.2405052791437538	-0.07144072343549286	-0.026413228703277503	0.13807563844303275	-0.26259440290451114	0.12637405423334228	-0.43413258286597883
GPR84	Not-coupled	Not-coupled	Not-coupled	-	Class A Orphans	classA	-0.12705445495845785	0.5240474863196622	0.11318484419489433	-0.032807182066335365	-0.04428114310893212	0.18392047419099894	-0.34506432650065566	-0.5051908901062129	-0.045006868137340034	-0.10809840116102322	0.16610949608701428	-0.1390127616699794	0.09360679333412748	0.5559949760750463	0.04205047918045616	0.0025191963681605476	-0.03336683362454821	-0.028948372765205822
GRM2	Not-coupled	-	Not-coupled	-	Metabotropic glutamate receptors	classC	-0.1789313728536604	0.5172836944259164	0.1363851583043395	-0.05395145180637047	-0.09126417316183998	0.13886927507279653	-0.26557067064048645	-0.46236642163199965	0.00476613556945657	-0.09660721462938877	0.14994280182222725	-0.12366659437975258	0.0850821540311642	0.5480007591014537	-0.0208880495288883	-0.019225370639350706	-0.08785457549558422	-0.0049004472105126625
GRM4	Not-coupled	-	Not-coupled	-	Metabotropic glutamate receptors	classC	-0.15073512391839794	0.5188080195962577	0.1680013814034633	0.003284495414896228	-0.1181288898593967	0.17353334023490666	-0.2817668603372892	-0.4789674624897187	0.06733905576603541	-0.24698029228393256	0.09941321485388198	-0.14260829922478008	0.14574707788054278	0.5307777242866283	-0.034966684525215744	0.0010469454799841521	-0.07039313442153124	0.002220460203891693
GRM6	Not-coupled	-	Not-coupled	-	Metabotropic glutamate receptors	classC	-0.17811784906316747	0.512233115350523	0.15234426416144467	0.03375212082974776	-0.14117391288309425	0.0871241325259785	-0.2898070138576557	-0.4463423957861269	-0.06680459799128084	-0.03990905613535508	0.19043059089831954	-0.206515825213487	0.08516027881594022	0.5293230507599124	-0.015962063791115276	0.01114607466397601	-0.04264940937582668	-0.030320279757044936
GRM8	Not-coupled	-	Not-coupled	-	Metabotropic glutamate receptors	classC	0.26768001873086383	0.09283184753569092	-0.1047014277604259	0.1338183427130356	0.03509410096852858	0.2320772635730149	-0.01602489127775816	0.3026949514862556	0.17180417451392638	0.30028992946630995	0.05328011972179444	-0.03562393050763168	-0.06577557455614658	0.13019401707226652	-0.10695765216856407	-0.20258954002722462	-0.02256692517885794	-0.03538121249552431
HCAR2	Not-coupled	-	Coupled	-	Hydroxycarboxylic acid receptors	classA	0.1850656099992172	0.11128115699136544	-0.09063633388331031	0.22052044901657042	0.04137552417804275	0.1747583520468763	0.008447165822468818	0.34281274957395375	0.02537470331896068	0.37397355110930847	0.059205178959236875	-0.044371828627679855	-0.13170684807646238	0.16018114905714534	-0.06608632736979438	-0.2561267682314025	-0.05248766221574342	-0.06752122307832363
HCAR3	Not-coupled	-	Coupled	-	Hydroxycarboxylic acid receptors	classA	-0.014733434219613628	-0.12248150896427568	0.37680933152805185	-0.11096447029523158	0.17791244878498236	-0.3513600083022217	0.10698044814249305	-0.17538047400763443	0.07984130598778637	0.37460547082941625	0.030545618549171566	0.30276863308598584	-0.03536122793584772	0.0983964505438277	0.0018225423990154864	0.17030487788355633	0.03441093865149744	-0.060666442076863385
HCRTR2	Coupled	Not-coupled	Coupled	-	Orexin receptors	classA	-0.34035369174325264	-0.17013930817171213	-0.2924396277843683	-0.1334824675470777	0.15488363199016691	0.13523456886137739	0.394779270874829	0.043753057345951814	0.23945474914189852	0.048035183572756754	0.26328180800249773	-0.11257134191117364	0.024096191034159872	0.0770824541339885	0.13073319935280614	-0.04334230881997393	-0.0032115193155599353	-0.09152326460371496
HRH1	Not-coupled	Coupled	Coupled	-	Histamine receptors	classA	-0.07127567311393139	-0.33579487462162916	-0.11023388490546579	-0.08426090080073322	-0.03921361499292105	0.1725286466382987	-0.13491891761795585	-0.22017128112608944	-0.05639518648675693	0.17479855938923697	-0.2152624488354389	0.006922234691621948	0.20144352523527437	-0.06754858761212029	0.030647264371404585	0.24562548407520982	0.14866369079257913	0.18573541430873136
HRH2	Coupled	Coupled	Coupled	-	Histamine receptors	classA	-0.2513885623081145	-0.18604518836399558	-0.2574457416589283	0.2159024353209443	-0.09467499283445024	-0.1310339699483011	-0.050528682695301017	-0.14986394359212038	0.1269621122462235	0.007657430948770188	-0.07984179080687408	0.06441848836239919	0.23088102087087523	-0.03904845979612559	-0.20687913467779104	-0.041797612458742445	-0.044674166948885354	-0.06277856637681753
