Gene	IUPHAR	Shedding	ebBRET	STRING	Family	Class	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22
AVPR2	-	-	-	Coupled	Vasopressin and oxytocin receptors	classA	0.05429253382442397	-0.1775895443742504	0.18499067348952983	0.20674415910255448	0.2579584237337802	-0.3773689714566967	-0.09994122868467731	0.22193670697992438	0.06561148736393906	-0.17610706890959998	-0.0793266167722627	0.2122778091842144	0.0886069511436002	-0.08658501185523715	0.08566365224218325	-0.00161729931077718	-0.167837020702548	0.11045987407298644	0.2450353892011236	0.032904876994701876	-0.0008039322811759112	0.023263067787457636
BDKRB1	-	-	Not-coupled	-	Bradykinin receptors	classA	0.13233660525362886	-0.11629355173110857	0.08505895144810471	0.35759073341724623	0.18983022335395125	-0.4362850937003172	-0.0938110779643051	0.244758278164891	0.043601013487068956	0.06335949274995392	-0.11756923967264525	0.09984199659673572	0.09289614290528718	-0.02529107758623411	-0.1368866818767526	0.045364286342647116	0.000495709398012172	0.03238827023336104	0.08853931683808554	0.14439489248204052	-0.09792263840732945	-0.030487913000896837
BDKRB2	-	-	Coupled	-	Bradykinin receptors	classA	0.05938360288636519	-0.16756882391455669	0.18779704105467307	0.28542430690846066	-0.24334367240730476	0.027868327419625836	0.025900751767225845	-0.04834191564135734	-0.17801965134285544	0.10647207309318053	0.03229092039129364	-0.13931295008404357	-0.0817257098602143	0.3689484542729122	0.031788700234815274	0.17530940999054198	-0.09652612892682232	-0.17474385461768407	-0.05414006377071278	0.010007348198567856	0.15462533348523083	-0.14403189170748262
C5AR1	-	-	Coupled	-	Complement peptide receptors	classA	0.2466429337132653	0.5415731545989266	0.26198602583610214	-0.08052482686954553	-0.37081330370043	0.4110255763208458	-0.06659164827609136	0.1187245385711427	0.1411189876351855	0.1383862627192544	0.25565224909404377	0.010187769022522254	0.05894648675365864	0.17923864116020324	-0.011010050948339983	-0.06259388609450606	-0.06845175523258543	0.24549269420149458	-0.09293047085020835	-0.027392095736623347	0.014729512289800595	-0.2424830352473599
CALCR	-	-	Coupled	-	Calcitonin receptors	classB	-0.260709864719092	-0.1672421781425972	0.0640099171757599	-0.2624288115473756	0.12105105139227651	-0.01524222323405272	0.18589793761754672	0.09178844201328207	0.013716820638151338	0.2991844114502316	-0.00157539445497727	-0.048526769672740555	-0.07819996565031412	-0.1304059474812368	0.20889190667363938	-0.18892511907807277	0.050438873836097	-0.1831063812424322	-0.16198584302282223	0.08022296417201825	0.12723190804625584	0.055804976494963916
CCKAR	-	-	Coupled	-	Cholecystokinin receptors	classA	-0.0562351124351726	-0.16757237324064922	0.39406313560352124	0.47031015144661575	0.06483182221808208	-0.08758982150954972	0.10484685012010957	0.041404358814203256	0.036755373459592955	0.09752546192692588	0.13741153012426777	0.1178060873187764	-0.0146019973127672	0.040716902375545344	-0.3287732023520685	-0.08806906478300763	0.08530829407375651	-0.04867564574311575	0.1713223135833825	-0.010120815584881745	0.08521849502059213	0.28055558912379375
CCR5	-	-	Coupled	Not-coupled	Chemokine receptors	classA	0.016049666556552215	-0.16213699563303838	0.3739442760514842	0.4540386038639106	-0.151227528788525	-0.10646448724525237	-0.0021715222620299237	-0.010586317479868752	0.0697374545160538	0.2330319874329659	0.09916503119647092	0.026221179258813097	0.15048930088535384	0.15767546225107512	-0.2686802115334656	0.0044653122140151606	0.10129184305124055	0.005151899976657989	-0.042239399188760185	0.029084073541731516	0.004883306898924243	0.21131320506747703
CCR6	-	-	Coupled	-	Chemokine receptors	classA	-0.44834898104589316	0.0011944130328290583	-0.2038573653678527	-0.11144383297351712	-0.08179093693230723	0.06848413986227586	-0.1758542594635892	0.1027980072440582	0.1714109212367325	-0.07531792046134567	0.2989285539747398	-0.08994909466524331	0.08934415850876845	-0.22047336883255145	0.08268087069817827	0.22821046379002924	-0.3189946863628076	-0.46063970011790095	0.33212667842102217	-0.20625706338304975	-0.09558466442697656	0.2540716938934463
CHRM1	-	-	Coupled	Not-coupled	Acetylcholine receptors (muscarinic)	classA	-0.3347867767902896	-0.011001519883555803	-0.25932318796855663	-0.040183710658786	-0.1784973133496125	0.18813674435238945	-0.38165555483989433	-0.08465731663123537	0.19553106746479035	0.18703258789247731	0.5369387118799094	-0.08819182000188507	0.19728059621303035	0.08521755790542916	0.0417576768740623	0.1858823323487883	-0.34908161213445127	0.021596689782660137	0.11623045454461282	-0.060544016788858075	-0.20833808077297805	0.034358480891596425
CHRM2	-	-	Coupled	Coupled	Acetylcholine receptors (muscarinic)	classA	-0.15653991832373723	0.0539370337700515	-0.4203488428404988	0.04910145017254174	-0.21856660372772524	-0.1350068003601172	-0.288824792949016	0.05465968564945009	0.23746113333513122	0.23127580678467932	0.381847699913318	-0.15566874317081	0.06245153138862599	-0.05866254765957222	0.05596942857131952	0.3531534485231369	-0.1778341092054535	-0.32255261674286767	0.008432995723889603	0.08813224484715805	-0.21270488858813977	0.10945587601682451
CHRM3	-	-	Coupled	-	Acetylcholine receptors (muscarinic)	classA	-0.3242540336372577	-0.0022704333373261367	-0.25383833060027594	-0.042946530533782855	-0.18067319507410304	0.024884973830975404	-0.2665116922068388	0.04428895948549307	0.19941157405172444	0.07007640580776857	0.38124565251787507	-0.09514537643000211	0.08087214891724921	0.025910604048938236	0.1410000527619114	0.19146924293507778	-0.39423800467120196	-0.06616447979380556	0.04297482610701038	-0.11412402872012804	-0.1708810599874376	0.20955868119497204
CHRM4	-	-	Coupled	-	Acetylcholine receptors (muscarinic)	classA	0.38692850969709347	0.006305157402823867	-0.4994450297024262	0.34336504016989383	0.14777466673171438	0.09969324523380917	-0.17360938082300273	-0.10349427570411156	-0.021238508449390785	0.3411664252047532	-0.07893535015331658	0.14012385862627244	0.0481792391293525	0.13109954758116404	0.05926104553980362	0.2611042537722394	0.08736120027838228	0.46954624962329505	-0.11764245435912249	0.2797929936890991	-0.06502964685809622	0.025203275083973804
CNR1	-	-	Coupled	Coupled	Cannabinoid receptors	classA	0.10332914038347255	-0.020178333124785848	-0.2831628311340028	0.13398412479351327	0.23598753064606184	0.33811003359763436	-0.19833211251241176	-0.13622013000187044	-0.13208043650253154	-0.07294534622910429	-0.31871597686529	0.19494616022797084	0.03356266554574695	-0.1422943618281406	0.1338932665059598	0.2735502963309901	0.12487671965500774	-0.07197959202637448	0.12290070114211979	0.03892525323316177	0.0866145147067773	-0.024950000500167473
CNR2	-	-	Coupled	-	Cannabinoid receptors	classA	0.24575173022350483	0.48022875874919174	0.2486014621917851	0.05686458781212592	-0.2811793339941721	0.33235245733180546	0.13320121501875457	0.3284896804141794	0.07506120394724843	-0.0023302052086086656	0.1755270118673688	0.0639308772495541	0.027321469466257457	0.0695847211131163	-0.02198821806702871	-0.11762559029417023	-0.21637385892403116	0.4915859028729843	0.24483769609373038	-0.04142637203113002	0.018785090893071548	-0.12982947265850894
CRHR1	-	-	Coupled	-	Corticotropin-releasing factor receptors	classB	0.15263436466246816	0.5611781339075315	0.3527358738532858	0.07268647430077203	-0.33974151189114443	0.4300914167303476	0.06585057362286678	0.30472541018917376	0.07457558953845829	-0.016854956776609746	0.2304771833172236	0.14972235855881658	-0.09873937205870262	0.0420875544625197	0.08478597105933097	-0.11136941897059312	-0.10292145805992284	0.19453258884746538	0.18450144733716753	-0.046542104686463526	-0.014091685653400646	-0.22556761240764803
CRHR2	-	-	Coupled	-	Corticotropin-releasing factor receptors	classB	-0.08458786205064946	-0.16568692295917828	0.3772583640247123	0.5263583073114603	-0.23038734280795836	-0.11866385627972872	0.26143993119961983	-0.05488227054550302	0.17022288202068792	-0.0076285353122459865	-0.09752042473539313	-0.03229886244917101	0.04471560363663927	0.12438943570072337	-0.2063182301522875	0.09042500845528792	0.04133300789648787	-0.19444803876470498	0.08040564902506639	0.0065251499042332135	0.03101491785016965	0.22431535971770492
CXCR2	-	-	Coupled	Not-coupled	Chemokine receptors	classA	-0.07489848949227292	-0.1779887415856517	0.44155568178859045	0.4417138218951099	-0.11278876289941264	-0.04621606651490354	0.06252268942119434	-0.07194861081228353	0.07590751703031216	0.24263662055627971	0.16990348829414803	0.037392795959716174	0.198087989913636	0.10643849786744226	-0.30201264390791943	-0.038292617921458966	-0.00817594503238041	0.1860533083714731	0.15298019910159733	-0.07550047658759004	0.044293174529026334	0.045413327722725584
CXCR4	-	-	Not-coupled	Not-coupled	Chemokine receptors	classA	-0.025167922814948084	-0.14171378640517882	0.3350510372902352	0.526702469944003	-0.06864599010540913	-0.1223381446747131	0.31569666938275737	-0.19819742690732237	0.2815607093909975	0.004428086284263312	-0.16852168179278343	0.02857817930223467	-0.006706971866559678	0.09684730150936265	-0.10698931449166588	0.16843783670060677	0.1166653126216723	-0.2549528652653159	0.0870779843260206	0.029751360105772475	0.0060469505212095076	0.07545968592619362
CXCR5	-	-	Coupled	-	Chemokine receptors	classA	0.18210776343681012	-0.20743166753298264	0.2591036791363931	0.022146452720826968	-0.0325381839866237	-0.09141873231514812	-0.25001101488994926	-0.008525941388853852	-0.24192453926303614	-0.21541628502980048	0.20782415067764928	-0.11607188700099948	0.09701508625827528	-0.18002504292254323	-0.006608538212112227	-0.22706868718035955	-0.010880724336573099	0.011851647765361191	-0.2169948325889622	-0.10162965252667909	-0.09551925065796232	0.07974992831218886
CYSLTR1	-	-	Coupled	-	Leukotriene receptors	classA	0.19924605527357137	-0.19250914189550494	0.23039528176796667	0.13635864628832947	-0.020461159660888992	-0.11840765878526562	-0.20762237619924404	-0.07711249623095436	-0.08597493579856658	-0.22556452223092333	0.049294146365956595	-0.06498784606518089	-0.015637206525330096	-0.15866930832349063	0.06404829775321773	-0.05804029230097797	-0.03348779380618143	0.12572101780738862	-0.19859988351633456	-0.002951681448305949	-0.061984465015652905	0.14284183414088678
CYSLTR2	-	-	Coupled	-	Leukotriene receptors	classA	-0.10674462305156966	-0.029479931352442815	-0.29326970469359354	-0.07257617857360209	0.20850888214608548	-0.043704754763524735	0.37755709168029206	0.00393098685372176	0.27471577352322224	0.06268499428791831	0.2520407731615498	0.30691422206606167	0.19939478390269352	0.40812150844183215	-0.19901139449732538	0.025227252260641316	0.1935866783758161	0.08996829626013311	0.08692450511727301	-0.10726628839495302	-0.1075661800650744	-0.14218632606234646
DRD1	-	-	Coupled	-	Dopamine receptors	classA	-0.18987386317895305	-0.024757175052141565	-0.29879459172878076	0.12943028407617946	-0.04901213277852038	0.0228695473211293	0.16170244058954603	-0.020793634906603055	0.1635211083521592	-0.02428537251727282	0.16386445729769203	-0.1419571149261783	-0.3441869349079838	-0.33583252300303024	0.22637917945586228	-0.1446779780782679	0.05213680051619272	0.15760367795928323	-0.11949684041339481	-0.09836853863578768	0.04553904269447042	-0.04128332511729526
DRD2	-	-	Coupled	Not-coupled	Dopamine receptors	classA	-0.04740714561329609	0.0038501229381431076	-0.3347395373647364	-0.0129460192163732	0.3589351658723025	-0.18439644312512954	0.4186576571203129	0.15066171335966397	0.17495763105898865	0.10463604367578704	0.10788451210561342	0.16222924835265246	0.3073092808978415	0.47089585529173905	-0.14983896518187184	0.12655451164738185	0.2445390822127728	-0.19043864816146805	0.12335695015567504	-0.022536652213667362	-0.20436899595498953	-0.2067473429678951
DRD5	-	-	Coupled	-	Dopamine receptors	classA	0.0806054018203986	-0.11757748304131553	0.04392908488772236	-0.12417466186158345	-0.03752550563445147	0.011401722019420114	0.4466676837193118	-0.07861263666642045	0.0144525922864355	0.2247802175090696	-0.08682534175169021	-0.07160042540850822	0.5409406972193344	0.023160044532872123	-0.027112871722742314	-0.1031631490959507	-0.32014710936962776	-0.05989243716446781	-0.35874656078110134	0.35297833018663805	-0.20369279909968382	-0.4454659778784621
EDNRA	-	-	Coupled	Not-coupled	Endothelin receptors	classA	0.48382002930278556	-0.08802154433311042	-0.07682348371631868	0.31761635571430835	-0.1269208636450196	-0.1557435975518169	0.08128973329303736	-0.20960658839428845	-0.040831776092620405	-0.07745116333426676	0.003710262007803399	-0.4243726039792808	-0.0948492141682681	0.24375254894291007	0.28096180834778967	0.1264618101575985	0.09527610037828509	0.07402739125027638	-0.38296681801320737	0.18503132615125983	-0.2557985859350877	0.08981752042800942
F2R	-	-	Coupled	-	NA	classA	0.4022134187397163	-0.07397437281680624	-0.007912807870658019	0.2963346114622895	-0.35455456001752395	-0.2747322779260827	-0.07777240868826939	0.06921225290860823	-0.18082326755056968	-0.0673268546730268	-0.030166082431271137	-0.3064037477106302	0.003440885016681843	0.10217305178464799	0.19441877036618563	-0.05622899427859954	-0.1211838733463115	-0.09416077917159177	-0.217537440240511	0.11180385145166274	-0.14781692042612	-0.09307847797968179
F2RL1	-	-	Coupled	-	NA	classA	0.2761841882358152	-0.14800985128651425	0.03941494291745634	-0.23348292588838296	-0.4648667167275884	0.09464019162268732	0.26026466106171015	0.04389520872310296	-0.41523792259433184	-0.2534864764197721	0.3951238023238311	-0.12006323604706544	-0.12998744845089594	0.2583524114619746	0.5068793483551062	0.0014583294506884134	0.15409799000366328	-0.12783622030545655	0.10784745371625888	-0.12886182657460415	0.12632808709504942	-0.12097736948666732
FFAR2	-	-	Not-coupled	-	Free fatty acid receptors	classA	0.3199669381313707	-0.11558563998108758	-0.019437977365211058	-0.006044537933700148	-0.32346775251627974	0.1350549617760138	0.2568623092802019	-0.2384314418079586	-0.15500525620256464	-0.36000554970977794	0.23835633245813204	-0.1701144520403714	-0.09085790713481579	0.24784537324626477	0.442396750977442	-0.08161787211132607	0.2545555677489577	-0.2172731239326229	0.1513982412809104	-0.09817237403725078	0.15245062054617178	-0.04969250348706686
FFAR3	-	-	Not-coupled	-	Free fatty acid receptors	classA	0.11184894479914768	-0.1112444823697994	0.1320329747918378	0.04098249406210807	-0.10666443988127859	-0.36506336849040466	-0.0014090656297636916	0.012263909924918768	0.26247979232891716	-0.11180474574731125	-0.31013371422352615	0.4082524404619852	-0.047600862033493556	0.19561170484619383	0.46263398720939086	0.022319340718275307	-0.05429763339905424	-0.15965341208062037	0.2190185614738343	-0.07062521934137568	-0.020107154626369746	-0.04807120638746291
FFAR4	-	-	-	-	Free fatty acid receptors	classA	0.250288193379607	0.5538471270330243	0.29062026070675345	-0.12400875928234636	0.2898399522423391	0.1735574734301246	-0.05346348136017255	0.1938628030713977	0.2752597259210014	-0.07668524345847323	-0.04678186219658147	-0.04679504639072846	-0.019348154693303195	-0.044520366501208636	-0.08635883191962446	0.05517995218590473	0.07153427153811609	-0.2629594581646863	-0.10072495948101517	-0.03817600938792864	0.0017994038201090516	0.05141513508673901
GCGR	-	-	Coupled	-	Glucagon receptor family	classB	-0.276680432134175	-0.2642022051254687	0.20421529197029456	-0.4847387804768997	0.3483464787779417	-0.2346641115204736	0.05396244052559568	0.6643115489541216	-0.330942926589585	-0.14486843527766013	-0.011019646152204894	-0.016889387332097685	0.198096567045403	0.39232105146751634	0.6310400437980647	-0.1152068096131217	-0.20776745409626057	0.09069666707625139	0.0778524984475405	0.24894993438373397	-0.07339695626593858	0.31799566146155483
GHSR	-	-	Coupled	-	Ghrelin receptor	classA	0.2890804323898205	0.532017851196239	0.25069162308258996	-0.08600374207027606	0.32102107104555794	0.17094637940650828	0.12685390012484446	0.2201774661151792	0.29257978062088363	-0.1291136896139228	-0.08903552266484943	-0.06446042197558784	-0.008642033373467634	-0.04422865360241471	-0.04743183574652845	0.07407506647145597	-0.01416980093297782	-0.14723816002501133	-0.07931829172621033	-0.014716121113480756	0.026577028632826263	0.16320074708227156
GIPR	-	-	Coupled	-	Glucagon receptor family	classB	0.24832149393021	0.5408698820910165	0.30063514603940134	-0.03996778378529225	0.3267303513345738	0.14939513218487616	0.0623558392292935	0.2931210149987515	0.2686826753676262	-0.14519752714834347	-0.0625245500433314	-0.020298827665035706	-0.05639184575782939	0.036706130406486785	0.05767196283448551	0.0011540118669262438	-0.02104088489780422	-0.18030125663801672	-0.1341768463318226	-0.00958369725019921	-0.10745350547478556	0.1396594504059034
GLP1R	-	-	Coupled	-	Glucagon receptor family	classB	0.47983912645780863	0.5136388834994924	0.033107040491483185	-0.07384705823286646	0.12469231777276223	-0.06834737514579219	0.05065018166536491	0.21465057156214326	0.34596832025244806	-0.035995214583355015	-0.1283401664533723	-0.12141907991598493	-0.05115567422871795	-0.16603923086126418	-0.06330177375583763	0.0325987804678036	0.09624994968061303	0.1079229025953804	0.02940063912927288	0.15040375266539183	0.06758959949176005	0.3320789153768009
GLP2R	-	-	Coupled	-	Glucagon receptor family	classB	-0.008250913847515168	-0.10710281654748084	0.5162021846054196	-0.14059361535137282	0.06398154534530302	-0.3653850973418424	-0.16868567177346233	-0.23528761547051033	0.3317595939790261	0.3140695049103007	-0.33215651860040335	0.2505327701806396	0.13126356915730453	-0.23222621591276219	0.4707978071972679	-0.051787939796917336	0.06205342764437066	0.31199371170790674	0.10691030636075835	-0.5111004191248508	-0.4772493973683967	-0.06508934732742862
GNRHR	-	-	Not-coupled	-	Gonadotrophin-releasing hormone receptors	classA	0.23891241564032442	-0.06819372739384871	-0.18962549242441956	-0.042732051645198596	0.06587089453114263	0.1743287398224949	0.5756761605512284	-0.14958036527271715	0.04578180287973144	-0.027665950333987836	-0.23303022682496974	0.36973617953223437	0.153941507524189	-0.40407901095500687	0.21216261634070344	0.5867214931761827	-0.2811370988904599	0.15334813036991943	0.04071194363370164	-0.20808108547224474	0.4391238333405091	-0.04857123524055387
GPBAR1	-	-	Not-coupled	-	Bile acid receptor	classA	0.16754961598279844	-0.20648821978831514	0.17735812158565853	-0.08726524889290276	0.07946346985656087	-0.11381240353298284	-0.3241720687166632	-0.06659038230256453	-0.14375077639734693	-0.1916217414241394	0.23005244227229227	-0.04172456310950425	0.21914687909364636	-0.2922497260567096	-0.13992532431747387	-0.2261841513201802	0.0005156729687561047	0.002480659863705357	-0.29730343785203983	-0.020139353282501726	-0.18493782283184418	-0.047319131249578796
GPR183	-	-	Coupled	-	Class A Orphans	classA	0.20239759592141418	-0.16801139224267647	-0.19724274658349028	-0.4873681373906832	0.5151196204426755	-0.14428716539593536	0.17955070673932785	0.07857397788989928	0.05135685331104775	0.11031634705410613	0.13306991092550877	0.26575199213184175	0.2632761216222274	0.18261019383813248	0.2563540226533163	-0.15214624208061134	-0.007213615443426737	0.14316666504079695	0.0675600434359945	0.3506208500653614	0.014473692500656991	0.06387689674733822
GPR39	-	-	Coupled	-	Class A Orphans	classA	0.25157596154712525	-0.14428617767485746	0.11142431878418563	-0.12540552623503193	0.4990963359320405	0.19500743128406287	-0.03990006100427808	-0.16067047567191986	-0.29755077999320395	-0.001871181705806399	0.40591598034867504	-0.2417538303222297	0.07096833270814537	-0.28254710016884776	-0.19856104116532894	-0.07420193499045077	0.1012288735305905	-0.029621821002627148	0.04108759135497493	-0.07226223313197724	0.09316017591092483	0.03569556682624017
GPR4	-	-	Not-coupled	-	Class A Orphans	classA	0.2347257752946529	-0.1845469815723879	0.18073414334584845	-0.07214771527677857	0.32918909216914793	0.24805251274642343	0.17653837538392225	-0.18135991837995394	-0.2811997873823537	0.0332131417403008	0.439943073469413	-0.008857618250104256	0.14304220028717904	-0.335032150343894	-0.06824988139580426	-0.17673210793745264	-0.04427995702899597	-0.020039166050152362	0.09331626389835158	-0.0560822857585589	-0.14058958572906147	-0.04053494218510888
GPR65	-	-	Not-coupled	-	Class A Orphans	classA	0.303429198113979	-0.13053945663059963	0.047550540148175	-0.06318414782696262	0.44269892339052597	0.2482855684651492	0.039953138178552325	-0.20794615831670504	-0.2474715899798134	-0.10078768168931604	0.3386248569934013	-0.2308575465903771	0.0023789351294441195	-0.2329365115364752	-0.12073742279441513	-0.027606506516852137	0.20587434099970134	-0.087673261829167	0.20679398832083962	0.005444244726597242	0.10814238822290993	0.06169336702376051
GPR68	-	-	Coupled	-	Class A Orphans	classA	0.1472090787093611	-0.09219228483423007	-0.23675870304674673	0.09932968392875617	0.38047031553803323	0.22096702655658176	-0.34236953553777905	-0.31874994175737076	0.08149237307040555	0.42556823559953444	0.07891553208130182	0.0072331848792349905	-0.09185982253407485	0.2978725850532157	0.11167849931930084	-0.11421400493048403	-0.39835399525417153	0.4684287643630855	-0.13258478543641017	-0.001613328219763932	0.3187180828458643	0.051316833024260614
GPR84	-	-	Not-coupled	-	Class A Orphans	classA	-0.4507306654205495	0.7229063209465458	0.03189042346260001	0.0016181635151168178	-0.024916294327445774	-0.34395989285730005	0.0485594215834288	-0.4603503464322928	-0.477835396233251	-0.034320891629407754	0.02552346628567829	0.13510539064735275	-0.01406300405594828	-0.0044482715595087615	0.01612634636941457	0.03861653045335367	-0.056691161019636054	-0.021050829953930573	0.015817239990358105	0.07352353148383783	0.0540850169609117	0.09688582242002326
GRM2	-	-	Not-coupled	-	Metabotropic glutamate receptors	classC	-0.41505268826965797	0.7123938640580989	-0.002744490332292809	0.011380043010379187	0.05016295296113017	-0.4130688057606275	0.03215561532125382	-0.4226698506105015	-0.4448302393898558	-0.014866130310497001	0.018684844859407246	0.07155275344356253	-0.04147810094788884	-0.035487338606181605	0.007065658607787629	0.019270765322486255	0.016351664181300324	0.0015701509046425436	0.04092522726336933	0.07833337558954567	0.004704657732567402	-0.01028801480731583
