Gene	IUPHAR	Shedding	ebBRET	STRING	Family	Class	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23	PC24	PC25	PC26	PC27	PC28	PC29	PC30	PC31	PC32	PC33	PC34	PC35	PC36	PC37	PC38	PC39	PC40	PC41	PC42	PC43	PC44	PC45	PC46	PC47	PC48
AGTR1	Not-coupled	Not-coupled	Coupled	-	Angiotensin receptors	classA	-0.042290382113421836	0.24591313393497222	0.23222781372687087	0.3172118015382066	0.1087626626437003	-0.1572896034861135	0.06650163451876041	-0.10847290843558526	0.22827139233922492	0.21764848205872842	0.06585589843773447	-0.015671275681927	0.2246438457102809	0.39380824159461003	0.21283716230695532	-0.2240342693728205	-0.05137234205162114	0.08798589634435486	-0.04271319568471757	-0.02418550218720494	-0.05609453196545378	0.08290372141846764	0.14580799152483526	0.09508561471937432	-0.02578180842555256	0.24834427448071406	0.2634217644406042	0.07735547199678093	0.2754209137513222	-0.04361672081183815	0.07485938760946023	-0.3166796861058354	-0.05454417421276788	-0.011151880449031447	-0.22825697193141734	0.18950629277282974	-0.35558881561331146	0.31760430883632484	0.3982794305203462	-0.172331522543768	0.02561382082049301	-0.09285236501598274	-0.19704166624750252	0.05579411523341044	0.0824642146324524	-0.15131138784981402	-0.0936442593102657	0.0615056565359966
APLNR	Not-coupled	Not-coupled	Coupled	-	Apelin receptor	classA	0.10767026331092652	0.4022408711619481	0.33170471017699166	-0.16676844855218512	0.4969497223393984	-0.012771411714807264	0.2844336063099704	0.1961038598260132	0.0913622992219344	0.08075652192140137	0.011901156011783888	0.05675218776420641	0.023687679754159256	0.1348232878831959	-0.061382672497530585	0.38379836675544043	0.08833473872771787	0.28490744179086025	0.19187301922248334	0.03177886289711111	-0.014517221224581807	-0.10842397715950905	0.07040364890351158	0.10231825224111687	0.162998406317712	0.04591540168536272	0.03094285227832627	-0.04896170191556134	-0.18059599066599363	0.06145806797131909	0.3598981034054711	-0.09082600123900691	-0.06297206834575694	-0.4007044082701857	-0.07511537932412854	-0.13109376798323033	0.013375137409494914	0.04119025906138003	0.2782885435443298	0.047580690327354985	-0.2846822282782711	-0.14816870332877025	0.11333102681600996	0.17557707271539827	0.2569481073707614	0.26869229594121474	0.2695780356000794	0.07116335056650408
AVPR1A	Not-coupled	Not-coupled	Coupled	-	Vasopressin and oxytocin receptors	classA	0.16425351011885114	-0.0961400575289066	-0.3254085657072053	-0.2783176929049526	0.5530880312232815	-0.14661033640494053	0.18204157752189012	-0.050402481844622204	-0.15901087655864193	-0.061718679776744424	-0.060736036717282844	0.2300667233832556	0.2961876192046238	-0.2768391386183771	0.047180244409610744	-0.19689430660568455	0.04762969749306773	-0.0066575105456633645	-0.11160849364912988	0.26179618602326077	0.07508491491017776	0.0685003817600638	0.08173162113433374	0.3217870397006658	-0.2887051624021379	0.33201341851529165	-0.42607656253447534	0.00016159315499558624	-0.41957030546714175	0.01128664233848719	-0.04352893993735177	0.004035224718494007	0.2776909070184915	0.05952283296448755	-0.18057342855410757	0.1990907136243677	0.10079489255027137	0.18503617289370802	-0.16672871029265351	-0.022620753930977396	-0.18401344473535758	0.016613504138295078	0.09729737087094702	-0.27012213684077446	0.3758404736267432	0.4017573590384419	-0.024881814385064326	-0.15005705741546344
AVPR2	Not-coupled	Not-coupled	-	-	Vasopressin and oxytocin receptors	classA	0.06692672374481601	0.035113871169187856	0.2978751370676865	0.18746502801850298	-0.1359633804658964	0.10806246547890672	0.259648731161943	-0.15845539726556074	-0.060616992583147185	0.3843440026132756	-0.13172177758011572	-0.19828799378421105	0.2397388499298271	0.20717458474971567	-0.2208518103751662	-0.035192587088593935	0.20875842076198559	-0.0645762091127366	0.08281609226140066	-0.04466453817026652	-0.28540694036309217	-0.029178092553533208	0.21704126161726117	-0.13738469539966686	0.012716213935019304	-0.027702437914488884	-0.4507309795644727	-0.2722466419054605	0.09107548046206643	0.25708965576553455	0.02191687799895478	0.17705147655652353	0.09077116507821117	0.01102893039576575	0.18152069963323852	-0.3015166440104211	-0.17799012501136696	0.044048799156422784	-0.3524002892240237	-0.07934486218820663	0.23383190871885057	0.3199786466625336	-0.23549888492446328	0.03423149309042889	0.11707393941761082	0.07663239226217607	0.0953026477181145	0.1917521188168529
BDKRB1	Not-coupled	Coupled	Not-coupled	-	Bradykinin receptors	classA	0.028815197522274974	-0.24907646625325497	-0.4225033915586814	-0.3222559854437547	-0.04335938030774263	-0.3994672112985895	0.19338846945837143	-0.38430854264664344	0.3772696458409381	0.17772946505939383	0.35276456394617345	-0.4126761498984157	0.02429530477662945	0.4187683941623621	-0.29181312059383563	0.13790392530246756	0.1717967930569865	0.2550848918632205	0.18548927694919223	0.29868546081451947	-0.039184500887308946	-0.03779037450587082	-0.05257591477886064	-0.19046568000304756	0.02181491610366238	-0.31531200060399434	0.05480505390727701	0.29790488352931443	0.2676689508328882	0.049455045051519736	0.33798870033722955	0.13342882747026413	0.0043222795922453336	0.08129895655271427	0.08799069773589445	-0.24623532517082228	0.12529371311890664	-0.1479803281998344	0.03884094688590995	0.0024818526895197587	0.009399465751746675	0.06298049705192464	-0.21105937621581738	0.09991140279604135	0.09493489449251925	0.10743273198979854	0.08133220735123385	-0.15377188106019207
BDKRB2	Not-coupled	Coupled	Coupled	-	Bradykinin receptors	classA	-0.11604385018884406	-0.05277350475898161	-0.054199714324533195	0.09604095403569222	-0.04706330053766562	-0.3502725357517625	0.1443978816721877	-0.2537634144035955	-0.29327143253527094	0.2191662985418994	-0.43250286821844436	-0.04809982247711268	0.14409271313523503	-0.028261832963797077	-0.06712971807271582	0.08451672083174222	0.42694399429413954	0.027942905140759373	0.05461317991855225	0.19454234585991262	0.047288292192184334	-0.0156684945075199	-0.05611393193970189	0.30125501955132444	0.16738478854052624	-0.037214883041608464	0.17828210395510793	0.08901135946536705	-0.030732813099321295	-0.057232877282873955	-0.039804536844721114	-0.17694856802829773	-0.014932356800028548	-0.19626745691036337	-0.2154292284791483	0.2586031915338944	0.3619386494920566	0.13747648629691303	-0.13307939657797413	-0.18014167665876793	0.22295455741271303	0.2587614317908378	-0.25207468493075263	-0.058242008326410674	0.21087176020008638	0.18320927263246098	-0.19717107878423532	0.07473920391923217
C5AR1	Not-coupled	-	Coupled	-	Complement peptide receptors	classA	-0.32705009997249024	0.11528092503616982	-0.10918823259075087	0.014805874188544803	-0.25010562333318287	0.19063051034917336	0.13830443470188655	0.4601959970751574	-0.17203422753907205	-0.09048710412461747	0.016104332458865642	0.013702379199085185	-0.0685742243206084	0.45807325476952754	0.034062889618426906	0.443047436920393	0.19644206739624542	-0.23145291839143067	-0.05345494166474596	-0.2636162979734431	-0.24500342040147938	-0.14321339633485783	0.6212298042890244	-0.021175762294363274	0.014787384663950517	-0.03751866269593186	-0.1922058280977058	0.44894714720763884	-0.006569541454284209	0.16429234403085585	-0.12225082279437376	0.06589502631866215	-0.14825948810518172	-0.01303530879000045	0.12301087470116051	0.4918728717037895	0.2505748043041837	0.1489424889182541	0.1646523214371002	0.21412635996989368	-0.01281368368588863	-0.13893314173950697	0.16949681196561245	0.3435738970825041	0.008980587889834779	-0.01388152695475736	-0.27638084469273116	7.99250987644946e-05
CALCR	Not-coupled	-	Coupled	-	Calcitonin receptors	classB	-0.47183384230483205	0.18547212041336572	0.030567672345746293	0.30397799362514893	0.16483142507720636	-0.07701559953096809	-0.3574051949265516	-0.020547674042660304	0.2834534672494786	-0.24023590692751237	0.11531154535614635	0.0061350248787111665	-0.26669194959412285	0.31308967962903733	0.09926825159907987	0.12899209434121778	-0.054663075713670906	-0.23650357953068213	0.34419906018459095	-0.243100528094311	0.1444888833020775	0.35356190812076416	-0.09256492203057133	-0.39459423927101517	-0.11890424202547312	0.12824905456949737	0.15370131485047472	0.02816103151657609	0.0894790604973652	-0.2896392063354254	-0.19548145101239794	0.3840975284850586	-0.09302977895527877	-0.04502425379837605	-0.3090140656813899	0.2174922314601172	-0.14407564814504686	-0.1851066194389145	-0.0072453105000932294	-0.012126953904319695	-0.16254713549664718	0.09530967041935227	0.11641238711051244	-0.11534271891400533	0.21702075481469169	0.10689193785795457	0.1953912250107061	-0.2848142537156626
CCKAR	Not-coupled	Not-coupled	Coupled	-	Cholecystokinin receptors	classA	0.011684181532939519	-0.01628323975082783	-0.3596066897784886	0.5262863154231127	-0.17952101428703096	-0.07542649330834846	-0.08518970088468059	-0.3180052028401734	-0.0990848620722363	0.15929350296269004	-0.4379533392809621	-0.024362953004069453	0.13109089528117623	0.45710446532683474	0.06452056572781281	-0.27288579849016237	0.03792341772688254	-0.17942064783913275	0.042975277602797554	-0.34926297112214666	-0.00715314332657574	-0.11203903263085462	0.09067990752468247	-0.05716552240240092	-0.32634166126898767	-0.1014259416150995	-0.40276434853951015	-0.014185006824809998	0.11017429121879667	-0.3405235319619909	0.027674122934351467	-0.10773507867612278	-0.07489062085261439	-0.22005068513405557	-0.03535583418936551	-0.1601275374541251	0.34149977807539544	0.04975362883932694	0.1797575803859763	-0.06269687369977123	-0.06112398875804363	-0.039830098975732926	-0.35350105930313214	-0.06497106399032672	-0.24970936808283292	0.009011335503299595	0.1037710180760586	0.17168900254376207
CCR5	Not-coupled	-	Coupled	-	Chemokine receptors	classA	0.34194439027365386	-0.26552087134318675	0.02862199561847262	0.18216844322699685	-0.08573234963510384	0.16157817012786313	-0.2257613926692178	-0.3842224782064025	0.03849322952456057	-0.14281636376195175	-0.17455089382152783	0.142437261639935	-0.0731837454577394	0.27915192015421725	0.03370071342558519	-0.1790200948629599	-0.0198074034004766	0.08912792524351652	-0.03697013504829709	-0.04491104520710175	-0.05337743971347346	0.15024906028415114	-0.09777760780061612	-0.08607301521155655	0.03199170768030173	-0.11802922993984435	-0.23825975306711913	0.04631230429182701	0.01214479310188609	0.0008083919303505755	0.6671449733731779	0.2132162970625997	-0.12709193990597423	-0.1672952439628169	-0.13712551330448877	0.023724745079303493	-0.3279554432950192	-0.09344107670952857	0.0744380011152407	0.07662474199803011	0.02024536450651051	-0.17229074147059462	0.3002601987393479	0.08079216889907143	-0.13841782827093105	-0.03284506780044257	0.1742095118798635	-0.027296514241423247
CCR6	Not-coupled	-	Coupled	-	Chemokine receptors	classA	0.1384177794415257	-0.05816048924475733	0.1992854988804666	0.330810358087753	-0.3344641708674121	0.06717771952965952	0.02200490848871944	-0.1933622047307444	0.3697158187977448	0.17423104645461	0.4019824251907052	-0.18430836745740767	0.4699653752558386	-0.05904306671657557	0.49113688938959427	-0.10966747150524395	-0.17500510541036718	0.1889128155606356	0.033929727442607104	0.025638592909552956	0.109402355691049	-0.06333189753079829	-0.03159396568119773	-0.19688474256730237	0.5076218505478644	0.2542462988040335	0.08021174676695701	0.07825840032724482	0.1859873669485923	-0.23443301267959604	-0.00963769318122097	0.07214701878914388	0.0396555733995118	0.08286963964156939	0.00542520780408997	-0.011035106873445253	0.5424181341823667	0.020574934358703435	-0.047042801549976664	0.2785946352984992	-0.4840736051868812	-0.18308928567743624	0.063708287902652	-0.09044656666279256	0.11290417942598724	0.055931849305892935	-0.023520153363703094	0.01808188604043405
CHRM1	Not-coupled	Not-coupled	Coupled	-	Acetylcholine receptors (muscarinic)	classA	-0.46462158210671406	-0.17932033968203945	-0.0035626449948489808	-0.07023517834738803	-0.4094345811758596	0.09805503960660589	0.11482869997681235	0.12815920020235358	0.10616932763842958	0.4245406259693949	0.011543528516998946	-0.0478183550353598	0.14984741314358763	-0.27716143101468205	-0.27795776876009887	0.5014686127767991	0.1659748642923921	-0.19227473675730786	0.1745089655398952	-0.005723815793959224	-0.45235265598696855	0.1393588668263716	-0.18838143616639416	0.21531994875107524	0.052437334657823	0.475161646906498	-0.07697234656644321	0.03116209434980658	-0.2219139271196822	-0.06480451206290108	0.291940405402792	0.010976805823330904	-0.36116187889383283	0.1694667585096872	0.03284670178428599	0.13416960219290044	-0.13566294260741477	-0.11056339597548549	0.1280011159294559	0.3329288514373439	-0.03608857084189419	-0.08949857478734323	-0.18394636107814297	-0.29037311666367466	0.11035330816962599	0.09820870107855814	-0.2772576724124382	-0.05783575518954933
CHRM2	Not-coupled	Not-coupled	Coupled	-	Acetylcholine receptors (muscarinic)	classA	0.09841451716019878	0.07306083456811147	0.13912635601401907	0.3879890198451342	-0.16897095142486296	-0.09439745197629244	-0.33047937271610883	-0.19385611170556716	0.13163680140684883	0.04060338094107907	-0.14146551363353457	0.08705585586712328	0.22112388907122432	-0.43338469768722176	-0.03315097631679629	0.21034361247649083	-0.1880146927628404	-0.13697501173922896	-0.12306636841972578	0.3483188398087676	-0.1784241497577518	-0.24723835651013085	-0.13442583302560834	-0.1760500124380098	0.1584672155109589	0.16889949075470492	-0.117890355382673	-0.1935960287881249	-0.3112823921852945	0.10727304689978288	-0.13351777946028637	0.22810454772169325	-0.18495259374530537	-0.21077346619617063	-0.29116802115234414	0.23465438959923726	0.23793939707634518	-0.23555351085384899	0.016580631906269343	0.0006500956543807606	-0.028501028697048115	0.06782406396685312	0.07395811555634399	0.3223732338646598	0.06147184468611648	0.03417489591187191	-0.2180667135575111	0.4798358770564186
CHRM3	Not-coupled	Not-coupled	Coupled	-	Acetylcholine receptors (muscarinic)	classA	0.33966690956054996	-0.11196048033376184	0.09704356781541211	0.15980346695570696	-0.18394805846638332	0.08585118516247082	-0.04151933590239228	0.47357585311028316	0.11163152470477787	0.2114760501898308	0.21397891355919302	-0.43142627436451136	-0.11160161055261054	0.09765384571076711	-0.1519281362093145	0.11641359264764839	-0.0484386483294862	-0.1812875901988313	0.027216712980606756	0.2800444188083777	0.1030991466108974	-0.07084954516491336	-0.21614205319214813	0.1915067088982891	-0.03563434127888439	0.22156542477622274	0.10715175384494809	-0.08540560223097102	0.2020813815367745	-0.242148867514228	0.18177466398203557	0.24552971337897847	-0.17801004232275652	-0.1363997868478546	0.1732242552499162	-0.07594237303303691	-0.004034788184168837	-0.24714972105772967	-0.2803534292605582	0.5349180538094386	0.03553290152366406	-0.1828916691424873	0.03309279644379387	-0.11899872608608111	0.1363809913755701	-0.003908810680771265	-0.19177361497524942	0.1498640830407898
CHRM4	Not-coupled	Not-coupled	Coupled	-	Acetylcholine receptors (muscarinic)	classA	0.5037812562058105	0.1205020638441354	-0.13368218103323073	-0.41155021583646834	-0.05464900894852136	0.36054452684604393	-0.09548293142527027	-0.03058758310079695	-0.2960591141643261	-0.2294918069575946	-0.14675391619529843	0.16938176290676266	0.02312330277176894	0.0436897346080183	0.30855422790205256	-0.10164896540415921	-0.30497770275199587	-0.3030137545124288	0.20363929528439845	-0.20051722243635783	-0.07268688499326761	-0.009524036188841416	-0.11794010563748103	0.36722849951171255	0.06990290338738327	-0.3019589418436976	0.49399343500555204	0.049057749246609106	-0.026322707727461824	0.07454436352657265	0.22821963125162345	-0.1259779912980687	-0.1459948522505625	0.0013294094952363375	0.09140231990479923	0.06605994385370756	0.32315682307447774	-0.028057924602147285	0.01405930937752194	-0.1978717967918641	-0.05517426835904481	0.05995467477177248	-0.10711302704100825	-0.26031689818778375	0.09312958938234861	-0.14154616313067572	-0.22572767002422295	0.1632841789845776
CNR1	Not-coupled	Coupled	Coupled	-	Cannabinoid receptors	classA	0.09498801234990109	-0.028972193527739807	-0.30204563641450455	-0.16976711523467666	0.0028404317110574673	0.12101293820758004	0.10906906866535318	0.05888458566284137	-0.2883917130096969	-0.09955140501257038	0.15311131466968425	-0.03901814732310941	-0.11325104043515732	0.20751663839986265	0.09395618687787383	0.052864228778015276	0.1069567020359693	0.06686544544507694	0.3511983163256362	-0.1211267928977849	0.03732751249079509	0.07982061571245064	-0.13115760477756974	0.13843014778050253	0.4642164189411131	-0.18232106713760676	0.06070146407975565	-0.17421301172310868	-0.07691768432536714	-0.07661579751079163	-0.0007671087568386703	-0.19697799385487788	0.17437825225511355	0.16421139700905463	-0.11767427678261347	4.890051466809229e-05	0.12591215334632927	0.003808364148047042	0.009929511104472905	-0.32342120631279697	-0.14945643127510788	-0.4790262460403233	-0.16285753710086018	0.08808715162007973	0.09748217715181666	0.06257858880825182	-0.10248058411042998	0.06410393349462716
CNR2	Not-coupled	Not-coupled	Coupled	-	Cannabinoid receptors	classA	0.4573541459189163	-0.18341059747983143	-0.2535533816944059	-0.3786700765894883	-0.037298449128486656	0.12657179308900354	0.4036235759107607	-0.1179606826755454	0.49933450218710684	-0.026766124983713557	-0.11664212325051601	0.11530005405688219	-0.2567928560261645	-0.1259743123848572	0.05787803938050119	0.06309350738970922	-0.1307348582818083	-0.08849305838424106	-0.15282327886766103	-0.06258897844628492	-0.24913685557229914	-0.02199850067965835	0.4139797559057182	-0.22510861884351419	0.12580270942548688	-0.11421602882887852	-0.005465948076163997	-0.2367785374508726	-0.20523606024760138	0.00486882328779123	0.08196858001261374	-0.03862877169528861	0.012867664324843757	-0.40262748430535705	0.015917868183982404	-0.005184797178721013	-0.0628359597862062	-0.006597214310410613	-0.060568437056990804	0.16581544324615652	0.3980996667015779	-0.23331312182788633	-0.06305409175588374	0.03163040850776878	0.01947668892695816	0.07055094104574375	0.05532002772469576	-0.1297673641306153
