Gene	IUPHAR	Shedding	ebBRET	STRING	Family	Class	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23	PC24	PC25	PC26	PC27	PC28	PC29	PC30	PC31	PC32	PC33	PC34
AGTR1	Coupled	Coupled	Coupled	-	Angiotensin receptors	classA	-0.23627471429876243	0.2812998398168974	0.22386979892664663	-0.05311685615754361	-0.25860924640297217	-0.22028898030038033	-0.20106388988087284	-0.04762309158910169	-0.025371095894985627	-0.0006603042452328618	-0.32651481928658166	-0.4241119510249078	0.07228047904408176	-0.13792457242444525	-0.025399117821269527	-0.045146592942166976	0.08699268702981415	0.003428026655943119	-0.2125469873875314	0.21000679093951843	0.2454708501966733	-0.32023290974572327	-0.433842315568052	0.29416516077782634	0.0434260061805926	0.028202093555725127	0.056282155254239165	0.5500029593040923	-0.08420690102451378	-0.00038863533758211387	0.2462457017218425	0.11446075604282414	0.16004065775891704	-0.015009708559064217
APLNR	Not-coupled	Coupled	Coupled	-	Apelin receptor	classA	-0.233492239745178	-0.0959263829034193	-0.04973847114873395	-0.12169887436272867	-0.15888068326245722	-0.2759479930007577	-0.09210792766194337	-0.27319458612469594	0.09253041864453425	0.277063902732315	-0.036676343761521506	0.010729477448425902	-0.17358799839387776	-0.02600083779613884	0.15033742586201548	-0.3119431706533149	0.29772852850076725	0.014022002059187789	0.3395554920482471	-0.1746230961191312	0.012269562721073171	-0.27738238191579717	0.2601330211763874	0.19147272472761254	0.26039010384519634	-0.2678183903665161	0.1907859910563608	-0.07474368523980132	0.248396825065208	0.005452103543380294	0.1336358279769106	0.07234666750700389	0.09703015319654733	-0.20861964516578305
AVPR1A	Coupled	Not-coupled	Coupled	-	Vasopressin and oxytocin receptors	classA	-0.0766264238876792	0.017172513487387277	-0.04778730920227927	0.11064960676836391	0.10710682301574999	-0.2647624291702623	-0.33355849674751387	0.036746711457365876	-0.45878106932572654	0.44641381640026434	-0.09758344056464252	0.12297599628283239	-0.1304087526240169	0.1785077941272332	-0.27126140398128584	-0.0659608659784379	0.33088759487488434	-0.013674321529547291	-0.012649170467335095	-0.034959968495404524	-0.1796705532865234	0.12906662399211016	0.21825092772026153	-0.00017909651397135588	0.41807150339623983	-0.06627657596845503	0.18734908236796105	-0.07379083137973244	0.12787333576985685	-0.023939275475976882	0.385934807296471	-0.09011881872564273	0.1759537278242657	-0.0639745085467195
AVPR2	Not-coupled	Not-coupled	-	-	Vasopressin and oxytocin receptors	classA	-0.02030844492943116	0.2128738456530683	0.14949109116594742	0.21512292064603092	-0.10049128677729106	0.32875114838507813	0.16711591977772458	-0.35857173075736504	0.22436511560258834	0.07960867264660511	0.3068875358797649	0.011955296983758044	0.2845731837044671	0.29735115680073976	0.12239634205945914	-0.0668689087862428	0.13292154391876146	-0.3004506075175162	-0.36402032129240386	0.39677503902195416	-0.4322875266655014	-0.1987123284805567	0.07446519514311582	-0.20119031522298897	-0.0398235915561688	0.045120916180436704	-0.06872260273692166	-0.11780354910223638	-0.015364830480692362	-0.3867097769841362	0.11914805523425134	-0.05582122515874878	-0.1595462817158035	0.03499588261204332
BDKRB1	Coupled	Coupled	Not-coupled	-	Bradykinin receptors	classA	0.08670516903192882	-0.199597961134776	0.10329175078210893	0.28763766331347174	-0.2819673277229201	0.13358610227743828	0.15033018770538878	0.1991964546518569	0.2102796574210319	-0.21986311057904068	-0.21333248328110674	-0.2999970734257809	0.15045643053290986	0.2626052581780281	-0.0055886404693282704	0.165340195157748	0.13637077734801215	-0.03697017136261306	-0.2016024096545489	0.0890932345139379	-0.008098171362179519	-0.013354253594469729	0.5137414819219247	-0.020809336530221618	0.028582967798453263	0.013519416912381224	-0.045427562450831564	0.1545062244590814	0.03436640467146509	0.01472060005680648	-0.12336820691542785	-0.06379811877745496	-0.017618859143652927	-0.11240994624351841
BDKRB2	Coupled	Coupled	Coupled	-	Bradykinin receptors	classA	-0.2213718281699437	0.026686745177184626	0.08324816781144757	0.03395735383570008	0.0736886389058247	0.09817242674599978	-0.1743787337655027	0.11212432156801867	-0.24529023576021125	0.05355771309135876	-0.2802403665839056	0.4200094051894848	0.3535368080757182	0.4229361450482111	-0.3342530555517592	0.19420608744541984	-0.07841690670599667	-0.3913323004421874	0.12105549449861827	0.10128791736380612	0.09170661583269578	0.05456441451790689	-0.1502109689421301	0.19248976626719955	0.06324619022640396	-0.05215216312704	0.018913872388368242	-0.17554092530953583	-0.37399092349537383	-0.034400412261277956	0.08157882563855665	0.10302055769145341	0.09765402471055736	-0.014596477289910124
C5AR1	Coupled	-	Coupled	-	Complement peptide receptors	classA	0.32286275374463924	0.4068944540354045	0.09628931511002187	-0.21813969617180173	0.2022074567776144	0.16350518267456232	-0.1041721788263821	-0.24561270817561018	0.19813602121730567	-0.22466290153017193	-0.11171735086809276	-0.259944176661589	-0.0916098015236825	-0.4705361684761933	-0.3952916457149913	-0.0707613319178367	-0.12789496847852722	-0.05192693116858659	0.061833558388391566	0.05271538533797746	-0.0008947679024486029	-0.3040514045177557	0.0671487096199633	-0.04976083068869611	-0.06455277207740602	0.04321214269082257	-0.16836370656622623	-0.2035759613801188	0.11115573070660648	0.02334512900155944	0.06718542537926742	0.21851491658998706	-0.18202858853839737	-0.20639149040836124
CALCR	Coupled	-	Coupled	-	Calcitonin receptors	classB	-0.330904475986163	-0.016506097917786147	-0.10240594072781513	-0.16911653134137303	-0.021380268273831902	-0.14817405387768998	-0.11915222413148144	-0.1258475568966766	0.13653008153533272	0.1005545647009399	0.08305892583618331	0.1429486416256391	-0.17717247587051743	-0.028318999324803737	0.133228251437418	-0.26138691063877195	-0.24715739136434128	0.07144475909134967	0.07668486334926669	-0.20881673720896743	-0.1626375892748977	-0.3392536268110406	-0.09660420120019898	0.22381759001169738	0.3717799724835691	0.005342686007156473	0.2596029122947788	0.186661090221352	0.038815106217877426	0.17984483810028348	-0.08216003800035532	0.04793734299454019	0.018964595183242814	-0.02867130362120692
CCKAR	Coupled	Coupled	Coupled	-	Cholecystokinin receptors	classA	-0.28280076950639715	0.0825726056998048	0.093583345737575	0.3675611244585876	-0.337963772712816	0.1599081176968025	-0.05107048827655789	-0.08143652288384683	-0.08161536653106857	-0.04453619044795472	-0.4437621144037319	0.1903212937561482	0.33219050174750253	0.012001325556274783	0.14562951681138048	-0.38850299713211706	-0.2584592522580392	0.2712454960004845	-0.09670209952383033	0.08770454318930908	0.20363726437318377	-0.16441558658175676	0.1164062609923469	-0.09584679726750664	0.25880538504611217	0.021907095257341132	-0.21988729920075822	-0.03494231461249787	0.08482825066988407	-0.1301255021185958	-0.14421485988781976	0.1351820938552603	-0.05133368729758514	-0.06874962919671218
CCR5	Not-coupled	-	Coupled	-	Chemokine receptors	classA	-0.17017517681885339	0.042629255161791633	0.16058610776880644	0.20830158894822007	-0.1721813289407039	-0.21690882923522087	0.25887400164818064	-0.024574729701358648	-0.23228447460265167	-0.11992969784921154	0.22022867924227243	0.11642587206962554	0.1775436674074009	-0.31201320121251974	0.038521653656710377	0.020284952361671767	-0.2792973549427311	0.49613660639275	-0.0068299468814028924	-0.05890204296670367	0.07292571816809386	-0.06399925656935941	0.10302359229456977	-0.10456655763000533	0.11299090502152577	-0.06724243323690081	-0.01977647599605884	-0.10775783199387297	-0.16067639949405105	0.01558765507246428	-0.2703575960140578	0.06554850689540138	0.076422492252631	-0.08460221124787685
CCR6	Not-coupled	-	Coupled	-	Chemokine receptors	classA	-0.07568914778714887	0.25199234798203873	-0.3581854079748196	-0.03713766656311649	-0.6388995178640604	0.30057590526946576	0.1253099193763798	0.2368894137751928	0.3087222163090611	0.14040751173883936	-0.19975735420620583	-0.1779807712978535	-0.15840652968488836	-0.09502002261098536	0.22292354515631854	0.01944254162425612	0.4666474411642376	0.10798992245053454	0.21435371072219198	0.07706896883985374	0.031468939255050586	-0.2425975099095226	-0.2389538142411895	-0.045766815711560646	0.016208508212976282	0.0497924986525647	-0.2853276323465146	0.18842471727728552	-0.15357079482234504	0.08171262967068722	-0.03163648635947005	-0.22683549828787802	-0.16480276229281363	0.046462130145229534
CHRM1	Coupled	Coupled	Coupled	-	Acetylcholine receptors (muscarinic)	classA	-0.10202328785054691	0.3095279289268473	-0.23965856221535253	-0.24716723837582483	-0.5757267406736957	0.10990090323367101	0.005761271285908333	-0.3306202294407178	-0.3467062367882985	-0.3731448712225593	-0.027750286423550683	-0.21255364554901995	-0.0956160678879762	0.20404664815156673	-0.25927948088051234	0.07362411691654636	0.18707351828387125	0.23769296636720041	0.46285908729019387	-0.17119270649802598	0.3030150901979617	0.05619552134520423	0.010034777569501926	-0.09011484642698901	-0.03568935611309212	0.03490421243448952	-0.16375709029341745	-0.03658835652872277	0.0039005335408462257	0.12608034674233257	-0.01695036102229587	-0.17101233171019384	0.0033487414668775853	0.20737695320987254
CHRM2	Coupled	Not-coupled	Coupled	-	Acetylcholine receptors (muscarinic)	classA	0.049927883192195044	0.1694498626326371	-0.2294487341742089	-0.22163421790119947	-0.382581943467541	-0.12256061445997778	0.07869799204952996	0.3259657580784801	0.5007084624492811	-0.27260330866261284	0.29034480099513427	0.22382604594804054	0.0923321445145494	0.36384429788998907	-0.284139369549203	-0.03114413427537693	0.20601972950293745	0.14430261704665043	0.017733612489700082	0.251157865826012	0.06191027561782839	-0.0006083213651026279	-0.01758508355503183	0.07822899276805123	0.19140419302221984	-0.17263532899858644	0.011738776574714295	0.07414163085207938	-0.3044151987256864	-0.05626413152052384	0.009471085597359681	-0.17098203190177744	0.0399016987218314	0.10160941166648324
CHRM3	Coupled	Coupled	Coupled	-	Acetylcholine receptors (muscarinic)	classA	-0.08582264992521435	0.26762562148006896	-0.2765087476275333	-0.16832334518798206	-0.4305610728736505	0.06828678214350996	-0.015765231594270502	0.001292572933899448	-0.18414509094593284	-0.2131725413597687	0.250569204319171	0.13756582577764934	-0.20110740609305705	0.17301150870607665	-0.23602926616673636	-0.39874937424698226	0.08885770419527889	-0.15636364958631757	0.40630088263331715	-0.1793337087494499	-0.0509287216589484	-0.07030345300649739	-0.11660682521312606	0.05796435518245489	-0.08695665139354392	0.05555863866157028	-0.40503307979102626	-0.1264887476289456	0.004473083251128747	0.016921935974543095	-0.16510212737566254	-0.1832579452930058	-0.14344063295418602	0.25069030082553817
CHRM4	Not-coupled	Not-coupled	Coupled	-	Acetylcholine receptors (muscarinic)	classA	0.18830068419725968	-0.07475956667889654	0.007205340651998499	-0.02871604580427116	0.3542970672927469	-0.18219312094083903	-0.22626174962319343	-0.03501264252418663	0.02743544363148394	-0.36610567941868327	0.18775023159842485	-0.05795469090238969	0.10435758800788245	-0.13717797810414506	0.13684421811207978	0.17012191762900306	0.11629847132468445	-0.15148159858795254	0.03500555974387697	0.09689066177390365	-0.00406840006720825	-0.058557582314859746	-0.018841956520172037	-0.017709054827705562	0.07904467972835098	-0.24781352251582162	-0.35772161235053035	-0.3258661659057789	-0.1133624385627202	0.14509007016238565	-0.05113558250090006	0.034894696916373806	0.30377760935690584	-0.08470822960727185
CNR1	Not-coupled	Coupled	Coupled	-	Cannabinoid receptors	classA	0.069699436976345	-0.2397008725254081	-0.09235067246230991	0.125998426716932	0.1996628191566891	0.2119499291629311	-0.025392753909673035	0.16170000348171729	0.008679157498542159	0.09555609822570477	0.16641409624273826	-0.06018543224006415	-0.08889074564304628	-0.46743723532073556	0.30730869529898275	0.34366518649679645	0.13373160991896174	-0.18058620767996847	0.30232015779957755	0.01324784565575606	0.07669007927828875	-0.16143530972442544	-0.12987873534693486	0.07040798241570574	0.19908417976773174	0.007026730502915116	-0.2065416359117162	-0.11103949106460288	-0.22351335213893633	0.23062453946585326	0.07604912167921453	-0.07032905075287953	0.3528758839424244	-0.19383342034479267
CNR2	Not-coupled	Not-coupled	Coupled	-	Cannabinoid receptors	classA	0.36227804103851236	0.42301500231737293	0.040984840804848086	0.07770524719334057	-0.002346442855048962	0.07989187303683067	-0.057754178966897225	0.03279432567919458	0.16576250325776803	-0.08561023329515217	0.12347259305093278	0.2589806077894147	-0.1185952483111291	0.12285323379112131	-0.409233529629935	-0.009929615062987136	-0.07902473542205526	0.06883762498065189	0.09095255874271299	-0.32447864526471953	-0.13038305400231762	0.06342840726856841	0.11409399496832612	0.1903156346028623	-0.19215922438562769	-0.06706727758254845	0.11221392371989222	0.12926659538421756	0.12461893084009361	-0.2006626940496448	0.07261600292000474	0.16946107976332198	-0.06903014112489958	-0.3144697203934658
CRHR1	Coupled	-	Coupled	-	Corticotropin-releasing factor receptors	classB	0.47787822702518495	0.32496697923533097	0.17141099384018568	0.1345793644568064	-0.0351790859385617	0.04400761363214504	-0.3240628381789158	0.09173597141957521	0.13254785389233048	-0.2660604979813097	-0.23327956854719387	0.17734887823857517	0.07753747259997602	0.13609225643595005	-0.26861472446345663	0.08075562133625172	-0.11939176408679528	0.2222455690699447	0.07640159181626033	-0.3773318911656556	-0.1843500844361382	0.13165263647742584	-0.0347146166679083	-0.02156318147915036	-0.09089478100240479	-0.022982921005077612	-0.031092631823092184	0.0040400367816675765	-0.004194191611780676	-0.1266408236653262	0.19921227904943117	0.14637616392586197	-0.11853795890891072	-0.22411955245223625
CRHR2	Coupled	-	Coupled	-	Corticotropin-releasing factor receptors	classB	-0.14519600725224627	-0.17626054165551203	0.06386616444989203	0.15481637893225977	-0.004700465657806113	-0.0647496376641206	-0.07204636048809997	0.12582273451450826	-0.421470737651845	0.021428057480549496	0.1164406471635132	-0.1630149990039555	0.45374990876169086	0.15586912275273404	0.2571260964399059	-0.18968972742242063	-0.32182524918011635	0.03771747087605841	0.03129320661098649	0.12612419993693408	0.0075413964420613265	-0.08859008459896182	-0.14704306357462324	-0.21425169201492503	0.08186611905242731	0.03607648590745826	-0.08666938376770818	0.048944551934159794	-0.25775804996159196	0.05241983407334824	-0.16178949903076698	0.04749081796304307	0.013953982378914308	-0.12417928965237343
CXCR2	Not-coupled	-	Coupled	-	Chemokine receptors	classA	-0.19052061771241086	0.16805664035874265	0.24541527384603848	-0.10160272944801106	-0.06284813816819114	0.04564489723364623	0.026324371569646093	-0.15679145626948685	-0.025077606762536037	-0.05792655776379912	-0.10126361062628554	-0.25242214683840114	0.37985390649624856	-0.3095995897666931	0.1154841038303115	-0.1329420004222931	0.046981187982315764	0.414898844625943	-0.13685549308213532	-0.01475966133257839	0.14800600587997337	0.12679156584108286	0.11001435804695571	-0.06185119269934619	0.26271173331300474	0.23065781653176942	0.0312915902946081	-0.028740178666117114	-0.04760025736561757	-0.11200856676595998	0.12203480775501382	0.12522382613216876	0.17242820010062584	-0.16000215682545077
CXCR4	Not-coupled	-	Not-coupled	-	Chemokine receptors	classA	-0.1115209704567944	0.03891855409492823	0.30274295384144256	0.12702411672283936	-0.07990639153745478	-0.09644640486335755	-0.08250743933970206	-0.17384491333384225	0.26461044484783564	0.14014372571083258	0.15846269865096904	0.04549156393825641	0.27994948479052983	-0.08863664655822973	0.39191080911842874	-0.1323850725181484	-0.13810180619330445	-0.049143671749973375	0.04143177013548805	-0.22158546037630744	-0.27580300961803167	0.0867337269369469	-0.19210003925371394	-0.2876267913974566	0.22378297921298682	0.08859321611082564	-0.34434965210999013	0.14058176193577085	-0.24082338017919316	0.0279248845250584	-0.09797095143836282	-0.024619964286001345	0.05596478108635925	-0.09890106090744707
CXCR5	Not-coupled	-	Coupled	-	Chemokine receptors	classA	-0.3510598005794482	0.2479020646517927	0.4234546907954037	-0.28041062387471094	0.18995828704626322	0.24276658306129933	0.09932700606769865	0.11549170983293279	-0.02090902188537644	0.004727770097785662	-0.12943325565834018	0.24351352105498159	-0.4232238679698728	0.07349991396112396	0.06863003168687622	-0.318622241694769	-0.4281694395440481	0.23959547762783864	0.052122403568695456	0.06774760497678078	0.015606325197791534	0.11716986632706472	-0.17707483518292325	-0.04863454723745542	0.37793281686420327	0.03493666401645066	0.06901296117137774	-0.2957767320470855	0.18788320343117354	0.18512406043651009	0.03671833371557659	0.141100898450077	-0.07687512392506936	0.10044857403586367
CYSLTR1	Coupled	Coupled	Coupled	-	Leukotriene receptors	classA	-0.13196030791477345	0.15620391878654333	0.3866920327416934	-0.06242893464411958	-0.011958522087338995	0.3869847684004323	0.05769467846742561	0.6064250164299569	-0.08618229694238387	-0.08335321213358998	0.0886711670947371	0.019895911615812337	-0.07068075367059236	0.3241602030655666	0.0072301854746457195	0.028103143566088527	-0.11431237311098338	-0.05818037318146383	-0.19342512566523973	0.21023279271317122	0.0031364413816894654	-0.08821880304853962	-0.4378437425331315	0.11126939409492641	0.013186524995230032	0.16024309033834078	0.4713770177570416	-0.36488509741476616	0.13280022037619607	0.033255205470731644	0.017237720779381648	0.06819477969799648	0.018718421114505952	0.0811991774071405
CYSLTR2	Coupled	Coupled	Coupled	-	Leukotriene receptors	classA	-0.007835487056070038	-0.4383745576700132	-0.21992788169519664	0.023114935466354236	-0.18109492813465833	-0.2725763335508418	0.412590852404762	-0.22568408417523797	-0.09423431952010551	-0.24696933962619638	0.006092912245866121	-0.27074933209501484	0.041464836943709414	0.03861631985947887	-0.2658668083443967	-0.227738450344303	-0.2199751778608082	-0.24966042377189848	0.035445174466407596	-0.0879647274839709	0.12278968858408386	0.13958965700596346	-0.14870483263220236	-0.006590704464357013	-0.10674235250629972	-0.14226806828171648	-0.011658989539213687	-0.29075880593613307	0.10200846890021593	0.0902921882526882	0.21735131983731537	-0.03968858576204466	0.1233925230078714	0.036381463452568805
DRD1	Not-coupled	Coupled	Coupled	-	Dopamine receptors	classA	-0.16588818241455958	-0.0773744294047604	-0.3541440184183735	-0.31653437404135115	0.2765716433959249	0.3018973038226927	-0.45504857388478853	0.1346883211922329	0.0897060371508189	-0.2376465166021294	0.10316008585817343	-0.030385745476314167	-0.22487960462670373	-0.04686497851066683	-0.11025150064339981	-0.27916371015509006	-0.1683301163807231	0.0213291846602076	-0.01589051594877339	-0.13838837210481092	-0.25386193687502856	-0.1668748716991182	-0.07374371718434786	-0.026502477666063857	-0.06347566442751633	-0.09009890312521622	0.036729194531443125	0.2453295426994297	-0.0337036316203995	0.0939738907526671	-0.0897219914773215	0.013808116981190697	-0.11634721974710734	0.15603311830342897
DRD2	Not-coupled	Not-coupled	Coupled	-	Dopamine receptors	classA	0.06660941518777591	-0.41392121854324365	-0.26606918148213954	0.1338451167042606	-0.29775572298875597	-0.4628798247061763	0.16223087385739768	-0.16323127205293494	0.2044652480564823	-0.12418833380520763	-0.1444793020810721	-0.26905887734443107	0.10478370713840159	-0.11471744504959808	-0.20490644356780713	-0.16649090659296342	-0.3549531794607355	-0.11459396831788161	-0.35736639837423423	0.08551142968220897	0.037742555256670744	-0.11810204152826083	-0.05568388015076443	0.03896148439371213	-0.12213797388673317	-0.24581699138586535	-0.2012028462757409	-0.2959795251401689	-0.08137394171068871	0.03791833653969161	0.6408634542654777	0.0362410570707539	-0.15064473789385452	0.14109056043276663
DRD5	Not-coupled	Coupled	Coupled	-	Dopamine receptors	classA	0.12269819464035461	0.028701016233218163	0.409211397440819	-0.24528666071283972	-0.03249784895537778	-0.4415085580240473	0.15928642148381608	-0.31923741596999305	-0.30535818411112503	-0.23407978741587934	0.05260611858568327	0.4563202773900181	0.06817398133652418	-0.13794507180808818	-0.044373446130867376	0.2129039496493205	0.3227473232743949	-0.29279521144457776	-0.23481148955905415	-0.3440342873531225	-0.10800695964772095	0.06508653556120328	0.1573014638213886	0.07982581439407549	0.11013991269789265	0.02042469909940682	-0.05595172564274978	0.4109557441477248	0.20229709861886605	0.023618386414349903	-0.049947948586304004	-0.054236543964153575	-0.1474022842614712	0.07862863722344468
