Gene	IUPHAR	Shedding	ebBRET	STRING	Family	Class	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23	PC24	PC25	PC26	PC27	PC28	PC29	PC30	PC31	PC32	PC33	PC34	PC35	PC36	PC37	PC38	PC39	PC40
BDKRB1	Not-coupled	Coupled	Not-coupled	-	Bradykinin receptors	classA	0.12920759484284125	0.06923779543449674	0.23193329874724755	-0.3576201126085257	0.09480581613459216	0.04640342044028984	-0.0001798999279244014	0.144195954056033	-0.38770483819037316	-0.04310434560677947	0.05503554774601891	0.21605738633374522	0.08701436649646135	0.07745653841493448	0.055425634410335184	0.10321508651540245	0.1591315346074364	0.20905912794556697	-0.2233026563003985	0.14719586311739793	0.12556221256044187	0.26250224709016434	-0.16487511648762682	-0.2807891494488285	-0.07886714962947267	0.06731493234119276	-0.15181335828528805	0.17025036246080974	0.031241259613012565	0.11277242132303068	0.16581559269721882	0.4352178507518057	0.07832478061631976	0.24026216826555627	0.18115842383265968	-0.0019168397099488387	-0.05870771249196854	0.009350636924062423	-0.018895175562411368	-0.18377636276181936
BDKRB2	Coupled	Not-coupled	Coupled	-	Bradykinin receptors	classA	-0.22554217883148028	-0.05860161415055917	-0.3416356114279882	0.1723769773289668	-0.014594198698174405	-0.06790413545318512	-0.2083016321339601	0.2597871661987583	-0.22006841037298278	-0.12728520878361274	-0.19911764918142877	0.19421498433076081	0.16456842030406382	-0.2821412826098683	-0.09442035561043635	0.10423365000750746	-0.02125988401922118	0.1448829006971722	-0.06689676810795851	0.22430467769384077	0.05789766282320924	0.1747970020185515	0.13507815045785046	0.13187204037329622	-0.21759823068527484	0.013585470016369824	0.12088581761909936	0.015175355248506684	0.4876649507954019	0.11815277306067715	0.10296847890052073	-0.08527075285475551	0.3984489214745608	-0.10393517509153127	0.003112701461311941	-0.39837082241591837	0.03272689827008795	0.14380124792767493	0.1253933506299617	0.1675130501394244
C5AR1	Not-coupled	-	Coupled	-	Complement peptide receptors	classA	0.230706101517674	0.04314194773646727	-0.22341634184706846	0.05250443836947195	0.16359748605301233	0.1201523350264221	0.05979079301240738	0.06375754289389177	0.021063221909089665	0.08504751122731925	0.11007787831370741	-0.16101551628509686	0.041524587869425506	0.13520930141818333	0.008180352636500821	-0.20610784601906704	-0.005621013771538691	-0.31290229392914415	0.05198937974117774	-0.0767493036879188	0.2948644786043421	-0.10788217327799729	0.03714562317329564	0.07735592010286932	-0.24458082244038618	-0.4293370383683417	0.25887462362237973	0.11617059189166014	-0.1946282369538909	-0.08906302164358541	-0.1944773310216971	-0.012508492191352317	0.19127979756438926	0.25962832215514353	-0.12497272933022868	0.20938287260400953	-0.3846738157225128	0.47263039174027793	-0.0665597463072591	0.08720254193387802
CALCR	Coupled	-	Coupled	-	Calcitonin receptors	classB	0.006842852044654728	-0.2654957613663329	0.3814258268298205	0.053030951558334476	-0.40138061778519646	-0.00171708613052114	-0.041461314187813854	0.13751021187330376	-0.13709106503848742	0.12805160279960165	-0.29137467338241724	-0.13863969679008306	-0.006719804774796143	0.010301705650705142	-0.13117131452098518	-0.0025343755889928633	0.028725406344034417	-0.1860620776854651	0.18672229009488606	-0.21886529623597042	0.06490148119877193	0.06249935333707281	0.15933978322911893	0.029070931256761398	0.6162597982096917	0.16316274358025004	0.11605485999140706	0.25072087013093364	-0.29914873893419586	-0.0026860729327928914	-0.024320670390372796	-0.05294329731505214	0.15443565383210223	-0.02929224172486349	0.06393125487334175	0.016383842479449854	-0.03694434145678504	-0.0924484511274512	-0.10022635254184732	-0.10297799406627436
CCKAR	Coupled	Coupled	Coupled	-	Cholecystokinin receptors	classA	0.10262343634898033	-0.17298519922959732	0.04226121072692559	0.046217787488648854	-0.022240866783898944	0.061998722673714375	0.02154861546253524	0.07374440803894872	0.05570876648322159	0.07304717121545436	-0.058401761623290825	-0.07042678537962528	0.4949981371204743	-0.15049020032177346	0.3757384146990158	0.02094068876354345	0.053892801650693115	-0.02208528735702704	-0.3930178725776253	-0.28338083454057517	0.00902300323947635	-0.11310719405880829	0.14961924108023245	-0.1626295591563148	0.04185298373080334	0.12260054656081963	0.2828537265919838	-0.2252230439919884	-0.20997369876350389	0.13077866323840914	0.29499149682089365	0.2055978487729603	0.54707091148352	0.013389102981514456	-0.10058972732642554	-0.07052912148171746	-0.08294897823936756	-0.04357343458266067	-0.005795941563008725	-0.10311823370393965
CCR5	Not-coupled	-	Coupled	-	Chemokine receptors	classA	0.22558355567786073	-0.42187671029247403	0.1772387446565332	-0.09705316910932056	0.006642716216072066	-0.06847869435722975	-0.16717772035876022	0.06051738988494322	0.07872425742293414	0.41308944156012806	-0.09140103210827909	0.1318569600002523	0.2731724453964063	-0.23010423069318436	0.19380382084942901	0.07050721613304653	0.12008115822278709	0.11344217288476299	-0.30741578061511193	-0.10438033067520455	-0.13913983172145725	0.07470619848889483	-0.026636896975449124	-0.014662018689814251	0.3526117255357986	0.035800496199417636	0.09206935714750515	-0.09501983767766761	-0.17986674198590416	0.04566032325355716	0.07710972806839977	-0.15609703247031054	-0.18632684148523293	-0.07056455554982387	-0.14000552307744799	0.22992202666412914	-0.07590205933308948	0.007887468178852925	-0.1613301298788944	0.02845568897339056
CCR6	Not-coupled	-	Coupled	-	Chemokine receptors	classA	0.2619642600904922	-0.3440469940071529	-0.06598046228312163	0.1886274016270704	0.2144089810590334	0.13823454668907334	0.037568805312817026	-0.1566129487469687	-0.031526783145502224	-0.11584783500358155	-0.1444934257217013	-0.23732129714337696	-0.4754706866524117	-0.044556878567186	0.009194098330167088	0.30381809249524777	-0.4012993595692169	-0.03499038039600831	-0.19227496765409588	-0.1678658002799207	-0.05814599423061025	0.04795016719549017	-0.12227019532345008	-0.10397529851208046	-0.24287691145199553	-0.0863594376281383	0.28668017948633456	-0.07896721423174952	-0.11241364948321002	0.2548969238819059	-0.15691655405368557	0.09056385986170905	0.1999514157863647	0.22205470056049587	0.2973158149204548	-0.1522951718120287	0.18979382548549512	-0.012437242072455728	-0.0213103978976338	-0.10119167719838999
CHRM1	Not-coupled	Not-coupled	Coupled	-	Acetylcholine receptors (muscarinic)	classA	-0.22443256325022476	0.008312162521055301	0.06162585132678028	0.3257324285848282	0.11090997458707001	-0.47817937834789737	0.17288895931148426	-0.13738789353336017	-0.0589823344558072	0.1642894692585551	-0.14669323150959923	-0.3831322225037434	-0.18986816159599307	0.17020549073642297	-0.015612209471872609	0.1869840941975611	-0.23716491021635705	-0.11814592412361495	-0.22404461398366174	-0.06845062621468269	-0.3143061789469039	0.07656451555637367	-0.204118690953045	-0.19208017631148455	-0.16996127071542874	-0.3049107520326819	-0.10075474086475206	0.025285390643281683	0.13267852481665665	0.33636414931962505	-0.17127188509413904	-0.05256243842674595	0.03716322588916439	0.01561425682508946	-0.14201068539973952	0.18161740968138515	0.10862603265420222	0.20734549086238918	-0.07174250118924203	-0.026915928552741726
CHRM2	Coupled	Not-coupled	Coupled	-	Acetylcholine receptors (muscarinic)	classA	-0.05488331485911033	-0.0033169912225003845	0.09173655845910329	-0.0615259555230858	0.13456680904479626	-0.3409063640695544	0.11443225086856708	0.05380554518231613	0.06684416875882328	0.05599289498639323	0.10103315532053611	-0.2021797035423679	-0.4205415885976662	-0.35534795043359235	0.08999856368342779	0.3250705641160622	-0.06994435499062615	0.17060572783496475	0.00016810437268784323	0.051891185976398344	-0.22543757972371017	0.26423513891493267	-0.052267826073882	0.137354854396842	-0.16414267493453807	0.15514391212455217	0.4343076909744334	-0.21139180654165768	0.19113639503197363	0.034711930378397864	-0.051959707717098874	0.10526299670082177	0.16325817695612457	-0.0755992833541234	0.1475781120132524	-0.19173209502473484	-0.011343649918024157	0.2472179778981658	-0.03271818664196779	-0.10887777682391656
CHRM3	Not-coupled	Not-coupled	Coupled	-	Acetylcholine receptors (muscarinic)	classA	0.08001608238892743	-0.14102982163776945	0.2611593313654476	-0.0468493510435216	0.09428237876806217	-0.38866612114913235	0.1854247169387111	-0.0015952207568928217	-0.2536988253741041	-0.4139522811759175	-0.15155046084803478	-0.18072605764143956	-0.09401563242447718	-0.0576604369825278	-0.21570581040737816	-0.19611869732271106	-0.4853647499560432	0.009719330657676108	-0.13548985400784502	-0.2363631648915101	-0.3455210051666835	0.023482130819332328	-0.1861503646805369	-0.14220781736881508	-0.03828184771038871	-0.2984772263031347	-0.12882195282107217	0.08294579738835572	-0.04900040994020218	0.2530759129384381	-0.09120096398736782	-0.31114072580926344	0.19318828220730155	0.056947759110077024	0.04688123724998944	-0.021017735664482826	0.1153647244941191	0.08836986273855009	-0.10134512306364812	-0.09387686136446056
CHRM4	Not-coupled	Not-coupled	Coupled	-	Acetylcholine receptors (muscarinic)	classA	0.212787749252654	0.09871536865107965	-0.25645062739798424	0.29864056221143265	-0.09276591070317508	-0.26428483712548423	-0.2692800059253615	-0.015628137842652032	-0.10167999054058696	0.044278658605914886	0.20295059740166924	-0.06447140574867496	0.19771946917540906	-0.0401004552789333	-0.08496161854094776	-0.19244469294588984	-0.020099757315137894	0.13133211933093666	-0.0692931677430665	0.16671531858732147	0.03329235245238916	-0.0006780863546861276	0.11220952550455675	0.16647737239594315	0.027150007157223547	-0.34525924358423127	-0.15957981847272326	-0.18216784234873082	0.514635547673581	-0.13085547689246974	0.33199138499698605	-0.30694311108981137	0.1626734737286648	-0.0952503878133269	0.13460224429783066	0.10209957121094229	-0.14544992399035236	-0.08479421998815977	-0.01768431881070942	-0.1498105540361471
CNR1	Coupled	Not-coupled	Coupled	-	Cannabinoid receptors	classA	0.4091294731696954	-0.26288424910437475	0.17129993135143431	0.39383965664622245	0.1659669474187376	0.10579198082415424	-0.31367067392889286	-0.07935620468441361	0.08528524429012838	0.2155129576446881	-0.11808051538552698	0.14879392189529442	-0.11818002688850557	-0.015174127776337714	-0.37180207680760075	0.06680226744970347	-0.0037236754610572415	-0.06119975471297104	0.21921709003595197	-0.04565021093899399	0.19184003222097892	0.0005700571488347348	0.3674958287590733	0.13418224340196955	-0.06864149860499198	-0.09715162557962728	-0.04485500724402967	-0.034145366549497895	0.3222023495657792	0.025432013048453488	-0.026392142721397695	0.036480513838542734	0.2522901590254344	-0.21723733630244219	-0.01173178051980591	-0.021551544603224226	0.1532104322528962	-0.25117988515974243	-0.01610331497403933	-0.09220896229103229
CNR2	Coupled	Not-coupled	Coupled	-	Cannabinoid receptors	classA	-0.220431344620167	0.3042060272842808	0.4069509276712922	-0.34961777896519086	-0.08161539269294935	0.23452570954019572	0.28747059015657217	0.24985213745514945	0.07741959796737374	0.09711970301909588	-0.06443017554663141	-0.04784188258894938	0.01232054004147782	-0.02695631889118892	-0.45186168016266604	-0.23411478747302353	0.14981154764757879	0.06786456370404777	-0.1439803282888795	-0.15591588652025723	-0.05803082468987018	0.047050602486981216	0.0689514849659954	-0.1436469310873407	-0.20873186073839875	-0.04632117657227111	0.10229360371638455	0.061652091580711395	-0.07540664236541339	-0.011085159591016119	-0.0769060629981749	0.01584746287284855	0.07070413083862669	-0.21257959352889744	0.0738427854420195	-0.07969235993857891	-0.32206432427254506	0.24661733807343195	-0.14328882088582198	0.11577712624989786
CRHR1	Coupled	-	Coupled	-	Corticotropin-releasing factor receptors	classB	-0.03979775702095064	0.41240724548068725	0.12263017158082684	-0.04239674906973534	-0.18647203705110565	0.18211168897993488	0.05763416605685855	0.2885030966234216	-0.2656382237734908	0.09854222426405843	-0.09456837464128373	0.06807129266029635	0.11508401345497157	-0.11562691406785615	-0.19382485605477665	-0.025465571401678756	0.025560846097972618	-0.2993914408344376	-0.3789402956935687	-0.056656244675677384	-0.10414878279734267	-0.15465972105980696	-0.09818551909783063	-0.12962076967102754	-0.04058896386556681	-0.21769415274649406	-0.015477421977424452	-0.06896974780916797	-0.033711179105488785	-0.040611918877827315	0.012919152042196548	0.006299224686049085	0.1307580526023294	-0.28922714651450365	0.14900956493621093	-0.1805389749866878	-0.3637797509185605	0.26783808411032606	0.0730163755769243	-0.006794006013889362
CRHR2	Coupled	-	Coupled	-	Corticotropin-releasing factor receptors	classB	0.14272052939501384	-0.2578029437967982	-0.16895287544794443	0.08778103876982184	0.09596477270911548	0.14821101869550057	-0.43141115479801395	-0.021829859066877417	-0.21477653195874388	0.23045143207732482	0.17519473496733998	0.17391506214019353	0.2376405147228511	-0.498113258225616	0.2608716787482993	0.2110876868769951	-0.04473055792652883	0.166357107195533	-0.128482755271177	-0.04967273760599966	-0.0356296531427248	0.05063215987789646	-0.25336027604855904	-0.05295968751796071	0.20739878479246288	0.04717460276420815	-0.32403876223065226	0.37794374840262734	-0.10248781721791043	0.07319300149315502	-0.30000741661317676	-0.047926936811540276	0.012095806186876024	0.23751085347814507	-0.21375384400891798	-0.15688628187314246	-0.03368571406421859	-0.14252900385529232	0.002170316079271623	-0.05312523141878119
CXCR2	Not-coupled	-	Coupled	-	Chemokine receptors	classA	-0.1330177216575268	-0.1296261115595475	0.2933819061975083	0.5556629794200357	0.17852712037044596	0.06753630963120646	0.07117005477040975	0.10662322830479612	-0.16508507186705584	0.38942868206513903	0.16420405961648857	-0.03268697948558269	0.2232040523183173	-0.17587365591234616	0.3060476801912918	0.06232359798345653	0.17783377440461073	-0.16218795630925173	-0.17540948153541192	-0.1974442071812108	0.0030608241922567706	-0.020734689106880765	0.07396772788926387	0.12062969203050153	-0.16908144864924637	0.1822560024614429	-0.18631713242344325	-0.1566947800851566	-0.18976254251383173	0.19425410670773335	0.2881701081950169	0.19610223255809242	0.1235956171611736	-0.1271545426238565	-0.05833782422417844	0.006074964405781951	-0.09748960742316964	0.202403425899693	0.07990139048951625	0.06090812706726277
CXCR4	Not-coupled	-	Not-coupled	-	Chemokine receptors	classA	0.05592471902197837	-0.06364492091909751	0.11862239440063557	-0.019689108517090326	-0.03404132603984311	0.1815754810606452	-0.3177750950942662	-0.033966247908633264	0.34275565000425845	0.09197860784684808	0.03719257449795013	0.0732022656116172	0.29202100480317134	-0.4393580434473621	0.07821146756448437	0.06774449329041449	0.009299542049801273	-0.22386825080851647	-0.04247530598493966	-0.21627019774338213	-0.05094833005080766	-0.04532133576794224	-0.2569965343364906	0.28292716622565195	-0.3566728686988252	0.07055547484054861	-0.3887479886202964	-0.2631389173554882	0.016290824275225324	0.12154278719995702	-0.07083373175777662	-0.13234731479560383	-0.12938608138389818	0.3991562791582298	-0.034119150004053266	0.04145313896853646	0.021989143724229793	-0.0608255348711755	0.10161980749145147	-0.07607393401274118
CXCR5	Not-coupled	-	Coupled	-	Chemokine receptors	classA	0.23552504630566015	-0.2413959647971383	0.1522609374232697	-0.17526285983389	-0.19583168757109273	-0.1083767444865848	0.010863368534627408	-0.03751661361359743	-0.11071140416067911	0.09356165752493326	-0.055359581448432664	-0.2261573196213404	0.5600370967170482	0.5279253618020651	-0.021377301964014255	-0.2102882803006372	0.04795501669205621	0.04735236939771565	0.005619357907461626	0.32203873674442224	-0.02619870830580791	-0.4205476958626936	0.23399375271461242	0.17954836264820473	0.24717974207746674	0.14546119820003975	0.2716012814875335	-0.33072097569824715	0.038829864366126274	0.3178028817016922	-0.22939596613744304	-0.19164634540765946	-0.029509678632099846	-0.01939400959346896	0.3187043222673943	-0.010899798065498588	-0.050929988004274916	0.011075422293044762	-0.07136673501953593	-0.015630404220126702
