#Receptor IUPHAR ID	Gene name	Synonyms	Family	Primary coupling	Secondary coupling
32	C5AR1	CD88|C5A|C5AR|C5R1|C5a anaphylatoxin chemotactic receptor|C5a-R|complement C5a receptor	Complement peptide receptors	Gi/Go family, G protein (identity unknown)	Gq/G11 family	2	7870028,2123189,
33	C5AR2	C5A receptor beta|complement 5A receptor beta|G protein-coupled receptor 77|GPR77	Complement peptide receptors			0	
34	AGTR1	AG2S|AT2R1|AT2R1A|HAT1R|Agtr1|angiotensin II type-1 receptor|angiotensin II type-1A receptor|angiotensin II type-1B receptor|AT3|type-1A angiotensin II receptor|type-1B angiotensin II receptor|vascular type-1 angiotensin II receptor|Angtr-1b|Agtr-1b|Angtr-1a|AT1AR|AT1BR|Type-1 angiotensin II receptor|Agtr-1a	Angiotensin receptors	Gi/Go family, Gq/G11 family		1	10977869,
35	AGTR2	MRX88|AT2-R|angiotensin receptor 2|AT2R|angiotensin II type 2 receptor|AT2 receptor|Agtr2	Angiotensin receptors	Gi/Go family	Gi/Go family	3	8663053,8106454,9892143,
36	APLNR	angiotensin receptor-like 1|AGTRL1|APJ|APJR|angiotensin II receptor-like 1|B78|GPCR34|G-protein coupled receptor APJ|msr/apj	Apelin receptor	Gi/Go family		5	15385434,10871767,10525157,10777510,11779205,
37	GPBAR1	BG37|hGPCR19|M-BAR|TGR5|GPCR19|GPR131|GPBAR1|G protein-coupled bile acid receptor 1|membrane-type receptor for bile acids	Bile acid receptor	Gs family		1	12524422,
38	NMBR	NMB-R|BB1|neuromedin B receptor|neuromedin-B-preferring bombesin receptor	Bombesin receptors	Gq/G11 family		1	1336112,
39	GRPR	GRP-R|BB2|GRP-preferring bombesin receptor|Gastrin-releasing peptide receptor	Bombesin receptors	Gq/G11 family	G protein (identity unknown)	9	9688642,8129732,23220008,9530154,10347243,1532578,9194577,8842515,17349623,
40	BRS3	bb3|bombesin receptor subtype-3	Class A Orphans	Gq/G11 family	G protein (identity unknown)	5	9593699,22127929,20467915,10689196,9765358,
41	BDKRB1	B1BKR|BKR1|B1R|kinin B1 receptor	Bradykinin receptors	Gi/Go family, Gq/G11 family		1	9111052,
42	BDKRB2	B2BKR|B2BRA|BK-2 receptor|BK2R	Bradykinin receptors	Gs family, Gi/Go family, Gq/G11 family		8	10422787,8227332,1657928,10364236,2159473,2560387,7946358,8458876,
43	CALCR	CTRI1-|CTR2|C1A/C1B|CT-R|calcitonin receptor|CTR	Calcitonin receptors	Gs family	Gq/G11 family	6	25815174,8732687,15692146,1646739,14623894,11459804,
44		CTR/RAMP1	Calcitonin receptors	Gs family		6	10385705,11023820,15692146,14722252,12037140,12565884,
45			Calcitonin receptors	Gs family		3	14722252,15692146,12565884,
46			Calcitonin receptors	Gs family		5	10871296,14722252,15692146,12565884,10385705,
48		CGRP<sub>1</sub>	Calcitonin receptors	Gs family	Gi/Go family, Gq/G11 family	4	10485337,9877154,9620797,11693189,
49			Calcitonin receptors	Gs family	Gi/Go family, Gq/G11 family	4	10989285,787620,9620797,11693189,
50			Calcitonin receptors	Gs family	Gi/Go family, Gq/G11 family	4	10347248,11440979,787620,11693189,
54	CASR	CaR|GPRC2A|extracellular calcium-sensing receptor|divalent cation-sensing receptor	Calcium-sensing receptors	Gi/Go family, Gq/G11 family, G12/G13 family	Gq/G11 family, G protein (identity unknown)	12	3755106,11278341,11038250,12954603,9144337,8806675,10217268,9614133,9422777,2462488,9556057,11208605,
55	GPRC6A	GPCR6A|G protein-coupled receptor, family C, group 6, member A	Calcium-sensing receptors	Gq/G11 family		2	15576628,24008333,
56	CNR1	Central cannabinoid receptor|Neuronal cannabinoid receptor|THC receptor|CB-R|Cann6|SKR6R|CB1R|Cann7	Cannabinoid receptors	Gi/Go family	Gs family	13	7472417,1315042,10362691,8954083,7556170,7775459,1902257,9751186,9242259,9204917,7777206,8781498,2869405,
57	CNR2	rCB2|cannabinoid receptor 2 (spleen)|CB2-R|Peripheral cannabinoid receptor	Cannabinoid receptors	Gi/Go family	Gs family	8	7651369,8647116,8679694,12037135,9751186,8819477,7565624,12084572,
58	CCR1	CC CKR1|CKR1|MIP-1&alpha;/RANTES|MIP-1&alpha;R|CD191|CMKBR1|MIP1aR|macrophage inflammatory protein-1 alpha receptor	Chemokine receptors	Gi/Go family	Gi/Go family	2	11943214,16226254,
59	CCR2	MCP-1 receptor|CC CKR2|CKR2|CD192|chemokine receptor CCR2|CCR2A|CCR2B	Chemokine receptors	Gi/Go family		1	12920215,
60	CCR3	CC CKR3|MIP-1&alpha;RL-2 (mouse)|CKR3|CC-CKR-3|CD193	Chemokine receptors	Gi/Go family		0	
61	CCR4	CD194|ChemR13|C-C chemokine receptor 4|CC CKR4	Chemokine receptors	Gi/Go family		1	11880151,
62	CCR5	CHEMR13|CC CKR5|CKR5|CD195|MIP-1 alpha receptor	Chemokine receptors	Gi/Go family	Gi/Go family	2	9303305,11880151,
63	CCR6	CKR-L3|DCCR2|GPR-CY4|STRL22|DRY-6|GPR29|CD196	Chemokine receptors	Gi/Go family		1	9893054,
64	CCR7	EBI-1|CD197	Chemokine receptors	Gi/Go family	Gi/Go family	4	15054093,10512740,15059845,15778365,
65	CCR8	ChemR1|CKR-L1|TER1|GPR-CY6	Chemokine receptors	Gi/Go family		1	9207005,
66	CCR9	GPR 9-6|GPR28	Chemokine receptors	Gi/Go family		3	10498628,10544196,10229797,
67	CCR10	GPR-2	Chemokine receptors	Gi/Go family		0	
68	CXCR1	IL8R<sub>A</sub>|IL-8 receptor type I|CD181|CKR-1|CXC-R1|high affinity interleukin-8 receptor A|CXCR1-like|IL-8 receptor &alpha;	Chemokine receptors	Gi/Go family	Gq/G11 family	4	9915816,12627953,10188995,8692878,
69	CXCR2	IL8R<sub>B</sub>|IL-8R2|KC receptor|CD182|CXC-R2|GRO/MGSA receptor|high affinity interleukin-8 receptor B|CD128|Gpcr16	Chemokine receptors	Gi/Go family		4	9405640,12627953,10188995,8692878,
70	CXCR3	GPR9|CD183|MigR|G protein-coupled receptor 9|CXC-R3|interferon-inducible protein 10 receptor|IP-10 receptor|Cxcr3|CKR-L2	Chemokine receptors	Gi/Go family		4	9842912,12782716,15150261,10825390,
71	CXCR4	fusin|LCR1|LESTR|HM89|HUMSTSR|CD184|NPY3R|NPYY3R|CXCR-4|CXC-R4|SDF-1 receptor|stromal cell-derived factor 1 receptor|Cmkar4|HSY3RR	Chemokine receptors	Gi/Go family		2	9295051,11880151,
72	CXCR5	BLR-1|MDR15|NLR|CD185|Burkitt lymphoma receptor 1|CXC-R5|neurolymphatic receptor|Gpcr6	Chemokine receptors	Gi/Go family	Gi/Go family	0	
73	CXCR6	BONZO|TYMSTR|CD186|STRL33	Chemokine receptors	Gi/Go family		2	11017100,14625285,
74	CX3CR1	CMKBRL1|Fractalkine receptor|GPR13|V28|CCRL1|CMKDR1|Rbs11	Chemokine receptors	Gi/Go family		1	11880151,
75	XCR1	GPR5|CCXCR1|chemokine XC receptor 1|C motif-1/lymphotactin receptor	Chemokine receptors	Gi/Go family		1	9632725,
76	CCKAR	cholecystokinin receptor type A|CCK1-R|cholecystokinin-1 receptor	Cholecystokinin receptors	Gq/G11 family	Gs family	3	7678554,8503909,8343165,
77	CCKBR	CCK2 receptor|CCK-B receptor|cholecystokinin-2 receptor|CHOLREC|gastrin/cholecystokinin type B receptor|CCK-B/gastrin receptor	Cholecystokinin receptors	Gq/G11 family		1	7681836,
79	CMKLR1	Gpcr27|CMKLR1|G-protein coupled receptor ChemR23|G-protein coupled receptor DEZ|RVER1|resolvin E1 receptor|chemokine receptor-like 1|tazarotene induced gene 2 receptor|TIG2 receptor	Chemerin receptor	Gi/Go family		1	14530373,
81	GPR183	EBI2|Epstein-Barr virus-induced gene 2|EBV-induced G protein-coupled receptor 2|G protein-coupled receptor 183|lymphocyte-specific G protein-coupled receptor	Class A Orphans	Gi/Go family		4	21844396,21796211,21796212,16540462,
83	GPR3	Gpcr21|GPCR3|ACCA orphan receptor|adenylate cyclase constitutive activator|G protein-coupled receptor R4|Gpcr20	Class A Orphans	Gs family		1	7639700,
84	GPR4	GPR19|G-protein coupled receptor 19	Class A Orphans	Gs family, Gi/Go family, Gq/G11 family, G12/G13 family		1	15221007,
85	GPR6	Sphingosine 1-phosphate receptor GPR6	Class A Orphans	Gs family, Gi/Go family		2	12574419,19059244,
86	GPR12	Gpcr01|Gpcr20|GPCR21|GPCR12|R334	Class A Orphans	Gs family, Gi/Go family		4	17284443,12574419,12220620,17078925,
88	GPR17	P2Y-like receptor|UDP/CysLT receptor|R12|uracil nucleotide/cysteinyl leukotriene receptor	Class A Orphans	Gi/Go family	Gq/G11 family	3	16990797,21773766,19625605,
89	GPR18	GPCRW|NAGly receptor|N-arachidonoyol glycine receptor	GPR18, GPR55 and GPR119	Gi/Go family, Gq/G11 family		2	16844083,22266325,
91	GPR20	Gpcr5-1|P2Y4|G protein-coupled receptor 5-1	Class A Orphans	Gi/Go family		1	18347022,
92	GPR21		Class A Orphans			1	15090189,
93	GPR22		Class A Orphans	Gi/Go family		1	18539757,
94	LPAR4	P2RY9|P2Y5-like receptor|GPR23|G protein-coupled receptor 23|LPA receptor 4|LPA4|P2Y purinoceptor 9|Purinergic receptor 9	Lysophospholipid (LPA) receptors	Gs family, Gi/Go family, Gq/G11 family, G12/G13 family		1	12724320,
96	GPR26		Class A Orphans	Gs family		1	17363172,
97	GPR27	super conserved receptor expressed in brain 1|SREB1	Class A Orphans	Gq/G11 family		0	
98	GPR31	12-HETER|HETER1|hydroxyeicosatetraenoic (HETE) acid receptor 1|12-(S)-HETE acid receptor	Class A Orphans	Gi/Go family		1	21712392,
100	GPR33		Class A Orphans	Gi/Go family		3	16595170,16720677,15987686,
101	GPR34		Class A Orphans	Gi/Go family		2	17628210,22343749,
103	GPR37	EDNRBL|EDNRLB|PAELR|hET(B)R-LP|G-protein coupled receptor CNS1|parkin-associated endothelin B-like receptor|Endothelin B receptor-like protein 1	Class A Orphans	Gi/Go family		1	16443751,
104	GPR37L1	CAG-18|endothelin B receptor-like protein 2|ETBRLP2|G-protein coupled receptor CNS2	Class A Orphans	Gi/Go family		0	
105	GPR39		Class A Orphans	Gq/G11 family	Gs family, G12/G13 family	1	15383539,
109	GPR55		GPR18, GPR55 and GPR119	Gq/G11 family, G12/G13 family		3	18445684,21718301,17876302,
110	GPR61	GPCR3|BALGR|biogenic amine receptor-like GPCR	Class A Orphans			1	19025769,
113	GPR65	Dig1|Gpcr25|Psychosine receptor|TDAG8|T cell death associated protein 8	Class A Orphans	Gs family		4	15618224,15665078,19234222,15326175,
114	GPR68	GPR12A|Ovarian cancer G-protein coupled receptor 1|sphingosylphosphorylcholine receptor|OGR1	Class A Orphans	Gi/Go family, Gq/G11 family		4	21907704,16787916,20622109,12069813,
115	GPR75	WI-31133|WI31133	Class A Orphans	Gq/G11 family		1	17001303,
116	GPR78		Class A Orphans	Gs family		1	17363172,
120	GPR84	GPCR4|Inflammation-related G-protein coupled receptor EX33	Class A Orphans	Gi/Go family		1	16966319,
124	LPAR5	GPR93|LPAR5|GPR92|G protein-coupled receptor 92	Lysophospholipid (LPA) receptors	Gq/G11 family, G12/G13 family		1	16774927,
125	GPR101	GPCR6	Class A Orphans	Gs family		1	16647048,
126	GPR119	GPCR2|glucose-dependent insulinotropic receptor|G-protein coupled receptor 2|G protein-coupled receptor 119	GPR18, GPR55 and GPR119	Gs family		1	15607732,
127	FFAR4	PGR4|GPR120|GPR129|G-protein-coupled receptor GT01|GT01|G protein-coupled receptor 120|G protein-coupled receptor 129|omega-3 fatty acid receptor 1|O3FAR1|G-protein coupled receptor GT01	Free fatty acid receptors	Gq/G11 family		3	21618241,15774482,18827341,
128	GPR132	G protein-coupled receptor G2A|G2 accumulation protein	Class A Orphans			2	12586833,10951580,
130	GPR139	G(q)-coupled orphan receptor GPRg1|GPRG1|G-protein-coupled receptor PGR3	Class A Orphans	Gq/G11 family		1	15845401,
147	LGR4	GPR48|leucine-rich repeat-containing G protein-coupled receptor 4	Class A Orphans			2	18424556,19605502,
150	MAS1	MAS|angiotensin 1-7 receptor	Class A Orphans	Gi/Go family, Gq/G11 family		1	22003054,
152	MRGPRD	TGR7|Beta-alanine receptor|G-protein coupled receptor TGR7|mas-related G-protein coupled receptor member D|MAS-related gene D	Class A Orphans	Gi/Go family, Gq/G11 family		2	17442834,15037631,
156	MRGPRX1	Mrgc|Mrgprb2|Mrgprc|Mrgprc11|MRGX1|Sensory neuron-specific G-protein coupled receptor 1|Snsr1|G protein-coupled receptor SNSR3	Class A Orphans	Gq/G11 family		1	12397184,
157	MRGPRX2	Mrgprb10|MRGX2	Class A Orphans	Gi/Go family, Gq/G11 family		3	16979137,12915402,15823563,
158	MRGPRX3	MrgA|Mrgpra|Mrga10|SNSR1|SNSR2|Sensory neuron-specific G protein-coupled receptor 1/2	Class A Orphans	Gq/G11 family		1	16284629,
159	MRGPRX4	SNSR5|SNSR6|Sensory neuron-specific G protein-coupled receptor 5/6|G protein-coupled receptor MRGX4|G protein-coupled receptor SNSR5|G protein-coupled receptor SNSR6	Class A Orphans	Gq/G11 family		1	16284629,
161	OPN5	opsin 5|transmembrane protein 13|GPR136|PGR12|neuropsin|PGR14|TMEM13|G protein-coupled receptor 136	Class A Orphans	Gi/Go family		1	22043319,
162	OXGR1	P2RY15|GPR80|GPR99|P2Y15|2-oxoglutarate receptor 1|Alpha-ketoglutarate receptor 1|G protein-coupled receptor 99|P2Y purinoceptor 15|G protein-coupled receptor 80	Oxoglutarate receptor	Gq/G11 family		1	15141213,
163	LPAR6	P2RY5|LPA receptor 6|oleoyl-L-alpha-lysophosphatidic acid receptor|P2Y purinoceptor 5|purinergic receptor 5	Lysophospholipid (LPA) receptors	Gs family, Gi/Go family, G12/G13 family		3	19386608,19679818,18297070,
2758	OPN4	melanopsin|MOP	Class A Orphans	Gi/Go family, Gq/G11 family		1	23554393,
166	SUCNR1	succinate receptor 1|GPR91|P2Y purinoceptor 1|SUCNR1|G protein-coupled receptor 91	Succinate receptor	Gi/Go family, Gq/G11 family		3	21143371,15141213,17192395,
167	TAAR2	GPR58|G protein-coupled receptor 58|trace amine receptor 2	Class A Orphans			1	16878137,
169	TAAR4P	trace amine receptor 4|trace amine-associated receptor 4	Class A Orphans	Gs family		1	20559446,
175	ADGRB2	brain-specific angiogenesis inhibitor 2|BAI2|brain angiogenesis inhibitor 2	Adhesion Class GPCRs			0	
177	ADGRE5	TM7LN1|Leukocyte antigen CD97|EGF-TM7 receptor|CD97|CD97 antigen	Adhesion Class GPCRs	G12/G13 family		2	22797060,21978933,
178	CELSR1	CDHF9|FMI2|flamingo homologue 2|crash|Crsh|ADGRC1 (adhesion G protein-coupled receptor C1)	Adhesion Class GPCRs			0	
179	CELSR2	CDHF10|EGFL2|MEGF3|epidermal growth factor-like 2|flamingo 1|multiple epidermal growth factor-like domains 3|multiple EGF-like domains protein 3|ADGRC2 (adhesion G protein-coupled receptor C2)	Adhesion Class GPCRs			0	
180	CELSR3	CDHF11|EGFL1|MEGF2|epidermal growth factor-like 1|multiple epidermal growth factor-like domains 2|multiple EGF-like domains protein 2|ADGRC3 (adhesion G protein-coupled receptor C3)	Adhesion Class GPCRs			0	
183	ADGRE2	CD312|EMR2 (egf-like module containing, mucin-like, hormone receptor-like 2)	Adhesion Class GPCRs	Gq/G11 family		1	22575658,
186	ADGRG1	BFPP|GPR56 (G-protein coupled receptor 56)|Cyt28	Adhesion Class GPCRs	Gq/G11 family, G12/G13 family		2	21768377,23001883,
187	ADGRG2	TM7LN2|HE6|EDDM6|epididymal protein 6|epididymis-specific protein 6|Re6|re6 receptor|human epididymal 6|GPR64 (G protein-coupled receptor 64)	Adhesion Class GPCRs		Gq/G11 family	1	16442214,
188	ADGRG3	Pb99|PGR26|PB99|GPR97 (G protein-coupled receptor 97)	Adhesion Class GPCRs	Gi/Go family		1	22575658,
197	ADGRA1	GPR123 (G protein-coupled receptor 123)	Adhesion Class GPCRs	G protein (identity unknown)	G protein (identity unknown)	0	
198	ADGRA2	TEM5|tumor endothelial marker 5|GPR124 (G protein-coupled receptor 124)	Adhesion Class GPCRs	G protein (identity unknown)	G protein (identity unknown)	0	
199	ADGRA3	TEM5L|TEM5-like|PGR21|GPR125 (G protein-coupled receptor 125)	Adhesion Class GPCRs	G protein (identity unknown)	G protein (identity unknown)	0	
202	ADGRD1	PGR25|GPR133 (G protein-coupled receptor 133)	Adhesion Class GPCRs	Gs family	Gs family	1	22025619,
204	ADGRD2	PGR24|Gpr144|GPR144 (G protein-coupled receptor 144)	Adhesion Class GPCRs	G protein (identity unknown)	G protein (identity unknown)	0	
206	ADGRL1	latrophilin 1|CIRL1|calcium-independent alpha-latrotoxin receptor 1|CL1BA|LPHN1	Adhesion Class GPCRs	Gq/G11 family	G protein (identity unknown)	7	16301314,10212487,15483624,9261169,19124473,21724987,9799228,
212	CRHR1	CRFR1|CRF-R|CRHR|CRH-R1|CRF-R1alpha|CRF 1 receptor|CRF-RA	Corticotropin-releasing factor receptors	Gs family	Gq/G11 family	12	8243652,15450949,9863624,11145609,8274282,9851694,8536612,14761672,9326293,11711031,7692441,8243338,
213	CRHR2	CRFR2|CRF-R2|CRH-R2|CRF 2 receptor|CRFR2alpha|CRFR2beta	Corticotropin-releasing factor receptors	Gs family	Gq/G11 family	10	11416224,8536644,15450949,7755719,9199241,9717834,10336722,7846062,7565810,9326293,
214	DRD1	D<sub>1A</sub>|DADR|Gpcr15|dopamine D1 receptor|Dopamine-1A receptor|D1 receptor	Dopamine receptors	Gs family	Gs family	3	4401122,12466426,17318879,
215	DRD2	D<sub>2A</sub> and D<sub>2B</sub>|dopamine D2 receptor|dopamine receptor 2|D2 receptor|D2R|D<sub>2(415)</sub> and D<sub>2(444)</sub>	Dopamine receptors	Gi/Go family, G protein independent mechanism		4	11248120,2552081,1849644,6344565,
216	DRD3	D3 receptor|dopamine D3 receptor|dopaminergic receptor D3|D3R	Dopamine receptors	Gi/Go family		5	8302280,7907363,7957635,1330688,8890457,
217	DRD4	d(2C) dopamine receptor|dopamine receptor 4|D4R	Dopamine receptors	Gi/Go family		1	10432116,
218	DRD5	DRD1B|DRD1L2|D(1B) dopamine receptor|dopamine receptor 5|Gpcr1	Dopamine receptors	Gs family		3	1831904,1826762,1834671,
219	EDNRA	ENDOR|endothelin A receptor|endothelin-1 receptor|ET-AR|Gpcr10	Endothelin receptors	Gq/G11 family		3	None,9226297,7882989,
220	EDNRB	HSCR|HSCR2|endothelin B receptor|ET-BR	Endothelin receptors	Gs family, Gi/Go family, Gq/G11 family		3	None,9226297,7882989,
221	GPER1	CEPR|CMKRL2|DRY12|FEG-1|Gpr41|LERGU|LERGU2|chemokine receptor-like 2|Flow-induced endothelial G-protein coupled receptor 1|GPGR|LYGPR|Lymphocyte-derived G-protein coupled receptor|Membrane estrogen receptor|mER|GPCR-BR|GPR30|IL8-related receptor DRY12	G protein-coupled estrogen receptor	Gi/Go family	Gs family	5	11773440,11043579,15539556,15705806,15090535,
222	FPR1	NFPR|FPR|formyl peptide receptor 1|fMLF-R	Formylpeptide receptors	Gi/Go family		8	6310757,18453106,3113327,8315346,7499283,11128053,11689885,558197,
223	FPR2	ALXR|FMLPX|FPRH1|LXA4R|ALX|FPRH2|FPRL1|RFP|formyl peptide receptor-like 1|formyl peptide receptor 2|formyl peptide receptor, related sequence 2|Fpr-rs2|ALX/FPR2|FPR2A	Leukotriene receptors	Gi/Go family	Gq/G11 family	6	8662841,8389617,2983319,17191385,8006586,11689885,
224	FPR3	FMLPY|FPRH1|FPRL2|Fprl1|Lxa4r|LXA4-R	Formylpeptide receptors	Gi/Go family		0	
225	FFAR1	GPR40|FFA1R|G protein-coupled receptor 40	Free fatty acid receptors	Gq/G11 family	Gs family, Gi/Go family	5	15695516,12565875,12496284,16254037,12629551,
226	FFAR2	FFA2R|GPCR3|GPR43|G protein-coupled receptor 43	Free fatty acid receptors	Gq/G11 family	Gi/Go family	3	12684041,12496283,12711604,
227	FFAR3	FFA3R|GPR41|LSSIG|G protein-coupled receptor 41|GPCR41	Free fatty acid receptors	Gi/Go family		1	14722361,
228	GPR42	FFAR1L|GPR41L|FFAR3L	Free fatty acid receptors			0	
229	FZD1	Fz1|Wnt receptor|Drosophila polarity gene homolog 1|frizzled family receptor 1|frizzled homolog 1|Drosophila polarity gene (frizzled) homologue|Frizzled-1	Class Frizzled GPCRs		Gi/Go family, Gq/G11 family	4	16672224,15923619,10557084,17595165,
230	FZD2	Fz2|Frizzled-2|Drosophila polarity gene homolog 2|frizzled family receptor 2|Fzd10|Fz10	Class Frizzled GPCRs	Gi/Go family, G protein (identity unknown)		3	17684012,16920709,12471263,
231	FZD3	Fz3|frizzled 3|frizzled family receptor 3|frizzled homolog 3	Class Frizzled GPCRs	Gs family, G protein (identity unknown)		2	17804197,18420933,
232	FZD4	Fz4|CD344|EVR1|exudative vitreoretinopathy 1|frizzled family receptor 4|frizzled receptor 4	Class Frizzled GPCRs	G12/G13 family	G12/G13 family	3	27458145,16602827,17614820,
233	FZD5	frizzled family receptor 5|Fz5	Class Frizzled GPCRs			0	
234	FZD6	Fz6|frizzled family receptor 6	Class Frizzled GPCRs	Gi/Go family, Gq/G11 family, G protein independent mechanism	Gi/Go family	2	16936075,21128903,
235	FZD7	FzE3|frizzled family receptor 7|Fzd7|Fz7	Class Frizzled GPCRs	Gs family, Gi/Go family		1	24032637,
