Gene	IUPHAR	Shedding	ebBRET	STRING	Family	Class	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13
TAS1R1	-	-	-	-	NA	classC	0.8974572420120239	0.7917718291282654	0.5931131839752197	0.8622046709060669	0.23914355039596558	0.3308335840702057	0.47089239954948425	0.534449577331543	0.5700722336769104	0.634719729423523	0.5909477472305298	0.32096877694129944	0.53513103723526
TAS1R2	-	-	-	-	NA	classC	0.8670591115951538	0.8719367384910583	0.43122318387031555	0.8924375772476196	0.24995394051074982	0.27474725246429443	0.4048619270324707	0.6505399942398071	0.4720247685909271	0.5209642052650452	0.783778190612793	0.42873939871788025	0.5744390487670898
ADGRE5	-	-	-	-	Adhesion Class GPCRs	classB	0.9382160902023315	0.7959229946136475	0.5511613488197327	0.9023099541664124	0.44267740845680237	0.6365737915039062	0.5081340074539185	0.4035145342350006	0.6611260175704956	0.5115833282470703	0.7865755558013916	0.3267085552215576	0.34981420636177063
ADGRE2	-	-	-	-	Adhesion Class GPCRs	classB	0.9187347888946533	0.8116298913955688	0.5507771372795105	0.8614126443862915	0.38610410690307617	0.5941271185874939	0.6533806324005127	0.45932337641716003	0.5889170169830322	0.4903240203857422	0.9798545837402344	0.37150898575782776	0.46072426438331604
GPR156	-	-	-	-	NA	classC	0.9670912027359009	0.7590163946151733	0.6221575736999512	0.8593734502792358	0.5181367993354797	0.9912745952606201	0.8667469024658203	0.300070583820343	0.5756343603134155	0.35036158561706543	0.8315696716308594	0.3569521903991699	0.4664842486381531
ADGRG7	-	-	-	-	NA	classB	0.8757542967796326	0.9095150232315063	0.3869149684906006	0.8315976858139038	0.48185423016548157	0.7050836086273193	0.6461102366447449	0.7919797897338867	0.36329832673072815	0.4622759521007538	0.6960938572883606	0.14558735489845276	0.30577945709228516
SMO	-	-	-	-	Class Frizzled GPCRs	Frizzeled	0.9153064489364624	0.7545716762542725	0.6698266267776489	0.7264275550842285	0.522620439529419	0.6350911855697632	0.42614778876304626	0.7832850217819214	0.6845701336860657	0.2634097933769226	0.6774582862854004	0.23576931655406952	0.4597040116786957
TSHR	-	-	-	-	Glycoprotein hormone receptors	classA	0.8266539573669434	0.9259873628616333	0.4157616198062897	0.6633564233779907	0.41940224170684814	0.3248721957206726	0.6549069881439209	0.8380628824234009	0.5755702257156372	0.17954206466674805	0.7506111860275269	0.15335121750831604	0.5455292463302612
RXFP1	-	-	-	Coupled	Relaxin family peptide receptors	classA	0.805649995803833	0.9670570492744446	0.36318671703338623	0.622053861618042	0.39908528327941895	0.27900591492652893	0.6592826843261719	0.781989574432373	0.7369991540908813	0.2721319794654846	0.6204096674919128	0.10538837313652039	0.4807141423225403
RXFP2	-	-	-	-	Relaxin family peptide receptors	classA	0.7796465158462524	1.0	0.3282458484172821	0.598595380783081	0.33618271350860596	0.16815726459026337	0.6645598411560059	0.8484092950820923	0.680916965007782	0.28913554549217224	0.4409608840942383	0.05461731553077698	0.3709847927093506
GPR149	-	-	-	-	NA	classA	0.8923583030700684	0.8329476118087769	0.5400674939155579	0.5858882069587708	0.7253433465957642	0.7997726202011108	0.9933977127075195	0.588465690612793	0.545872688293457	0.39178434014320374	0.8413463830947876	0.26320570707321167	0.367958128452301
ADGRF2	-	-	-	-	NA	classB	0.8198984861373901	0.9029017686843872	0.416667103767395	0.4721188247203827	0.6758072972297668	0.40172481536865234	0.7148075103759766	1.0	0.3735518753528595	0.5341020226478577	0.7277557849884033	0.19736555218696594	0.3478599786758423
FZD6	-	-	-	-	Class Frizzled GPCRs	Frizzeled	0.8445773124694824	0.8581197261810303	0.4861563742160797	0.444343626499176	0.7379822731018066	0.40846002101898193	0.6657504439353943	0.7512104511260986	0.6673389077186584	0.2969222664833069	0.7810317277908325	0.3327621817588806	0.3457462191581726
LHCGR	-	-	-	Coupled	Glycoprotein hormone receptors	classA	0.8041146993637085	0.9086393713951111	0.4331165850162506	0.3811565339565277	0.5816503763198853	0.24658311903476715	0.8108349442481995	0.7946363687515259	0.44889193773269653	0.2764328718185425	0.38275453448295593	0.13624796271324158	0.5352082252502441
ADGRF4	-	-	-	-	NA	classB	0.8180035948753357	0.9119462966918945	0.3936038315296173	0.41762399673461914	0.7081648111343384	0.42650553584098816	0.7325259447097778	0.9281054735183716	0.31332865357398987	0.426455557346344	0.4371100962162018	0.040304869413375854	0.2553786039352417
FSHR	-	-	-	-	Glycoprotein hormone receptors	classA	0.7963721752166748	0.9189962148666382	0.4086923897266388	0.3818136155605316	0.5746772289276123	0.1819712370634079	0.769895076751709	0.9085513949394226	0.38127559423446655	0.3957172632217407	0.5793746709823608	0.08542954921722412	0.4633744955062866
FZD8	-	-	-	-	Class Frizzled GPCRs	Frizzeled	0.907564640045166	0.6761017441749573	0.8185474276542664	0.34568917751312256	0.9070426225662231	0.4870709776878357	0.3518924117088318	0.6913642883300781	1.0	0.6113183498382568	0.5221202969551086	0.22074474394321442	0.24379749596118927
ADGRG1	-	-	-	-	Adhesion Class GPCRs	classB	0.8187756538391113	0.8383051156997681	0.5617223381996155	0.32652410864830017	0.5148078203201294	0.2322741448879242	1.0	0.6705089807510376	0.4468573331832886	0.43730443716049194	0.8085930347442627	0.4179478585720062	0.5444468855857849
ADGRL4	-	-	-	-	NA	classB	0.8070183992385864	0.9363259077072144	0.34527158737182617	0.3867728114128113	0.7431971430778503	0.308539479970932	0.7157580256462097	0.7738515138626099	0.5602813363075256	0.6076406240463257	0.5764493942260742	0.185741126537323	0.41114962100982666
FZD3	-	-	-	-	Class Frizzled GPCRs	Frizzeled	0.8182507157325745	0.8392633199691772	0.4465370774269104	0.25086739659309387	0.7297151684761047	0.19573499262332916	0.6344600319862366	0.6484724879264832	0.579939603805542	0.31763607263565063	0.6030452251434326	0.421819806098938	0.47159162163734436
ADGRE3	-	-	-	-	NA	classB	0.8278584480285645	0.8407589197158813	0.42042434215545654	0.21500256657600403	0.7529760599136353	0.3026973605155945	0.8369837403297424	0.5526466369628906	0.3464399576187134	0.5171945095062256	0.6678507328033447	0.400985449552536	0.4315471649169922
FZD1	-	-	-	-	Class Frizzled GPCRs	Frizzeled	0.8659123778343201	0.711535632610321	0.6221015453338623	0.1604936718940735	0.8549989461898804	0.24829159677028656	0.41858696937561035	0.5466707348823547	0.6941421031951904	0.3734694719314575	0.4682755768299103	0.4084938168525696	0.38438087701797485
GPR50	-	-	-	Not-coupled	NA	classA	0.870801568031311	0.6836957335472107	0.45049792528152466	0.17665788531303406	0.9999999403953552	0.39921337366104126	0.4607921540737152	0.7330800890922546	0.19828815758228302	0.5919246673583984	0.38815826177597046	0.5778080224990845	0.7482439279556274
GPR37	-	-	-	-	Class A Orphans	classA	0.8683918118476868	0.6395156383514404	0.5627173185348511	0.10308349132537842	0.8392652273178101	0.2789478600025177	0.5571824312210083	0.48208850622177124	0.3491254150867462	0.39221978187561035	0.289996474981308	0.4072675406932831	0.3330550193786621
GPR153	-	-	-	-	NA	classA	0.8990076780319214	0.5473034977912903	0.7183998227119446	0.07997956871986389	0.8362376689910889	0.36089521646499634	0.6441077589988708	0.4086657762527466	0.32761281728744507	0.5888994336128235	0.3277318477630615	0.5250753164291382	0.39249560236930847
GPR107	-	-	-	-	NA	Other	0.8320717811584473	0.6952008008956909	0.4022747576236725	0.08829820156097412	0.7318718433380127	0.13310381770133972	0.5900382995605469	0.4078383147716522	0.2959737777709961	0.4084709584712982	0.23443955183029175	0.44991928339004517	0.2495570182800293
PTH1R	-	-	Coupled	-	Parathyroid hormone receptors	classB	0.850448489189148	0.5999188423156738	0.4807093143463135	0.07368230819702148	0.8011195659637451	0.17212173342704773	0.4463799297809601	0.43234503269195557	0.3182882070541382	0.3653762936592102	0.3463749885559082	0.6236881017684937	0.42407259345054626
FZD9	-	-	-	-	Class Frizzled GPCRs	Frizzeled	0.8463276624679565	0.5472860336303711	0.5842119455337524	0.030738860368728638	0.761680006980896	0.05784440040588379	0.2972315549850464	0.5222376585006714	0.3751007914543152	0.5379973649978638	0.24480915069580078	0.5444809198379517	0.4583193063735962
CHRM3	-	-	Coupled	-	Acetylcholine receptors (muscarinic)	classA	0.8550499677658081	0.6683094501495361	0.3238423764705658	0.1184617280960083	0.8677681684494019	0.4751192033290863	0.7232280969619751	0.2985880970954895	0.13376069068908691	0.43546628952026367	0.13425400853157043	0.5515464544296265	0.4473361074924469
GPR162	-	-	-	-	NA	classA	0.8806684017181396	0.5243363976478577	0.6133613586425781	0.04362970590591431	0.7828608155250549	0.32957881689071655	0.5543641448020935	0.2293803095817566	0.43630045652389526	0.50786292552948	0.304220974445343	0.5775295495986938	0.11465147137641907
FZD5	-	-	-	-	Class Frizzled GPCRs	Frizzeled	0.8415490388870239	0.5626038312911987	0.4996011555194855	0.036064207553863525	0.7694103121757507	0.11844342947006226	0.35158973932266235	0.426459401845932	0.42413273453712463	0.5612372159957886	0.39077094197273254	0.7014656066894531	0.5511512756347656
FZD10	-	-	-	-	Class Frizzled GPCRs	Frizzeled	0.8309987783432007	0.6031723022460938	0.39225637912750244	0.06116577982902527	0.7749371528625488	0.13300958275794983	0.3251742720603943	0.3966214954853058	0.4054015576839447	0.3781557083129883	0.35010695457458496	0.6016920208930969	0.38207781314849854
FZD7	-	-	-	-	Class Frizzled GPCRs	Frizzeled	0.8216707110404968	0.5424051284790039	0.47306209802627563	0.01893448829650879	0.7123267650604248	0.0	0.24474328756332397	0.3413626551628113	0.5385872721672058	0.6156224012374878	0.33133792877197266	0.6558420062065125	0.42817360162734985
ADRA1D	-	-	-	-	Adrenoceptors	classA	0.8799617290496826	0.4297120273113251	0.6431260108947754	0.055372923612594604	0.8449000716209412	0.3397558331489563	0.2806299030780792	0.42703989148139954	0.3174348473548889	0.827875018119812	0.36636418104171753	0.5554690361022949	0.0
FZD2	-	-	-	-	Class Frizzled GPCRs	Frizzeled	0.8124940991401672	0.5375022888183594	0.3877072036266327	0.031303077936172485	0.6902323961257935	0.057391613721847534	0.2860986888408661	0.29087239503860474	0.46516942977905273	0.4551248848438263	0.35777270793914795	0.6999659538269043	0.5332603454589844
ADGRA1	-	-	-	-	Adhesion Class GPCRs	classB	0.875399112701416	0.4100933074951172	0.5476739406585693	0.05107736587524414	0.8174135088920593	0.3096572458744049	0.3158111572265625	0.17748163640499115	0.4783477187156677	0.2852935791015625	0.39510855078697205	0.705429196357727	0.6983728408813477
GLP2R	-	-	Coupled	-	Glucagon receptor family	classB	0.7940549850463867	0.526572585105896	0.37217915058135986	0.016113251447677612	0.4693514108657837	0.04148811101913452	0.5796512365341187	0.05764302611351013	0.40871018171310425	0.29580631852149963	0.3002461791038513	0.5398029088973999	0.24344906210899353
PTH2R	-	-	-	-	NA	classB	0.79491126537323	0.5365380048751831	0.2812396287918091	0.09293773770332336	0.6708040833473206	0.12431299686431885	0.2931269407272339	0.2836330533027649	0.37083524465560913	0.5864956378936768	0.40848228335380554	0.45494112372398376	0.274827241897583
ADGRG3	-	-	-	-	Adhesion Class GPCRs	classB	0.7820061445236206	0.5174530744552612	0.3597777783870697	0.0357663631439209	0.5025415420532227	0.05138510465621948	0.5258694887161255	0.15378156304359436	0.2889522314071655	0.5575660467147827	0.307340145111084	0.5739446878433228	0.21106447279453278
GPR75	-	-	-	-	Class A Orphans	classA	0.7868077754974365	0.5164223313331604	0.25390690565109253	0.10833510756492615	0.6111781597137451	0.3515356183052063	0.6097710728645325	0.13085675239562988	0.16379410028457642	0.7533261179924011	0.3635658621788025	0.5755318403244019	0.5467687845230103
FZD4	-	-	-	-	Class Frizzled GPCRs	Frizzeled	0.7739763855934143	0.49178826808929443	0.28867247700691223	0.08560574054718018	0.576910138130188	0.12122967839241028	0.23831966519355774	0.24256187677383423	0.37303784489631653	0.6102445125579834	0.34632256627082825	0.37748900055885315	0.22601544857025146
CHRM5	-	-	-	-	Acetylcholine receptors (muscarinic)	classA	0.8141817450523376	0.44604355096817017	0.2515812814235687	0.16494280099868774	0.7261879444122314	0.5185475945472717	0.4401814341545105	0.2257607877254486	0.021878331899642944	0.1609416902065277	0.4276375472545624	0.5283565521240234	0.46018075942993164
GPR161	-	-	-	Coupled	NA	classA	0.7699718475341797	0.4573688805103302	0.2944345474243164	0.11502465605735779	0.5454763174057007	0.2808127701282501	0.4399649500846863	0.20098422467708588	0.19065256416797638	0.8121577501296997	0.5062628984451294	0.4417538642883301	0.1463894546031952
ADGRG5	-	-	-	-	NA	classB	0.7420796155929565	0.4507012665271759	0.34389322996139526	0.052709877490997314	0.306624174118042	0.03546282649040222	0.6365859508514404	0.08768725395202637	0.20484603941440582	0.6593446135520935	0.4639904797077179	0.460288405418396	0.5095421075820923
NPFFR2	-	-	Coupled	-	Neuropeptide FF/neuropeptide AF receptors	classA	0.7542567253112793	0.48114725947380066	0.166105255484581	0.1681869626045227	0.5442513227462769	0.3269195556640625	0.34606093168258667	0.24731214344501495	0.1571982353925705	0.2643439471721649	0.32675057649612427	0.32172510027885437	0.37754562497138977
ADRA1B	-	-	-	Not-coupled	Adrenoceptors	classA	0.7957162857055664	0.3700101375579834	0.3836546242237091	0.1267414689064026	0.5761130452156067	0.45984140038490295	0.39383411407470703	0.06291615962982178	0.35568350553512573	0.4823691248893738	0.18004444241523743	0.35446998476982117	0.24988341331481934
GPR176	-	-	-	-	NA	classA	0.7515969276428223	0.42396214604377747	0.21685564517974854	0.19082790613174438	0.5518988370895386	0.38739317655563354	0.36770185828208923	0.3494722545146942	0.009636282920837402	0.6758391857147217	0.7619785070419312	0.5217089653015137	0.39800339937210083
GPR101	-	-	-	-	Class A Orphans	classA	0.7736185193061829	0.39258846640586853	0.20979760587215424	0.23953896760940552	0.634190559387207	0.5584896802902222	0.3544113337993622	0.1692734658718109	0.17368654906749725	0.4893564283847809	0.8416372537612915	0.38270479440689087	0.25851356983184814
GPR135	-	-	-	-	NA	classA	0.7584588527679443	0.17928668856620789	0.5762826204299927	0.1748046576976776	0.4368203282356262	0.49327826499938965	0.2903444766998291	0.3474622368812561	0.1641625016927719	0.7428088188171387	0.29056107997894287	0.06847566366195679	0.4069213569164276
PTGER4	-	-	Coupled	Not-coupled	Prostanoid receptors	classA	0.7175893783569336	0.3045942783355713	0.30831414461135864	0.23928984999656677	0.39353832602500916	0.5895571708679199	0.6061809062957764	0.11724811792373657	0.18140220642089844	0.6676478981971741	0.6168469786643982	0.22433264553546906	0.2704003155231476
HRH1	-	-	Coupled	-	Histamine receptors	classA	0.7039520740509033	0.3705476224422455	0.15961603820323944	0.26493144035339355	0.4377862215042114	0.5335848927497864	0.4539274573326111	0.07256150245666504	0.3372846841812134	0.15980985760688782	0.5172737240791321	0.282990425825119	0.2975000739097595
C3AR1	-	-	-	-	Complement peptide receptors	classA	0.67945396900177	0.35094544291496277	0.20063479244709015	0.256067156791687	0.3585837483406067	0.43204057216644287	0.4486050009727478	0.14516976475715637	0.3709099590778351	0.5949187278747559	0.745740532875061	0.3787643015384674	0.5710598826408386
HTR2B	-	-	Coupled	-	5-Hydroxytryptamine receptors	classA	0.6475834846496582	0.4099612236022949	0.07742047309875488	0.2819127142429352	0.3387482166290283	0.4165545701980591	0.38685113191604614	0.3676745295524597	0.10138723254203796	0.37396639585494995	0.44563615322113037	0.17377713322639465	0.4067869782447815
GPR37L1	-	-	-	-	Class A Orphans	classA	0.6990945935249329	0.27482151985168457	0.3246496319770813	0.24286013841629028	0.3764239549636841	0.4591290056705475	0.3680369257926941	0.22743646800518036	0.3340170383453369	0.5059207081794739	0.9502102136611938	0.3237352967262268	0.4438531994819641
CHRM4	-	-	Coupled	-	Acetylcholine receptors (muscarinic)	classA	0.7012283802032471	0.29157882928848267	0.21693554520606995	0.3222959637641907	0.5425191521644592	0.6839911341667175	0.23823265731334686	0.494430810213089	0.04605957865715027	0.3162060081958771	0.5016043782234192	0.2962610721588135	0.5795921683311462
HTR7	-	-	-	-	5-Hydroxytryptamine receptors	classA	0.6706316471099854	0.32486772537231445	0.2192678451538086	0.2738285958766937	0.3843710124492645	0.40672028064727783	0.22516117990016937	0.3886321485042572	0.303949236869812	0.40076664090156555	0.5866730809211731	0.22249288856983185	0.33773061633110046
OPN4	-	-	-	-	Class A Orphans	classA	0.692601203918457	0.25510281324386597	0.33267736434936523	0.24817264080047607	0.40525975823402405	0.5519976019859314	0.38112831115722656	0.2334027886390686	0.3827991187572479	0.6740211844444275	0.40783414244651794	0.28386759757995605	0.7337757349014282
GCGR	-	-	Coupled	-	Glucagon receptor family	classB	0.6704156398773193	0.28544101119041443	0.31820744276046753	0.22901853919029236	0.24674677848815918	0.27613502740859985	0.3544289171695709	0.1556624472141266	0.5422132015228271	0.272241473197937	0.7383518218994141	0.32500362396240234	0.3573419451713562
DRD5	-	-	Coupled	-	Dopamine receptors	classA	0.6861346960067749	0.2988857626914978	0.2452458292245865	0.3060537576675415	0.4832940995693207	0.5036925077438354	0.15260964632034302	0.3985385596752167	0.366864949464798	0.7023093700408936	0.712760329246521	0.16662289202213287	0.5227735042572021
ADRB1	-	-	Coupled	Coupled	Adrenoceptors	classA	0.7258532643318176	0.1624729037284851	0.4911712408065796	0.2620360851287842	0.4512830674648285	0.5749197006225586	0.18815934658050537	0.4274725019931793	0.26143524050712585	0.47211238741874695	0.4769393801689148	0.17384052276611328	0.5171316862106323
CALCR	-	-	Coupled	-	Calcitonin receptors	classB	0.6426740884780884	0.3623681962490082	0.09819132089614868	0.3077762722969055	0.4133610725402832	0.29379141330718994	0.07120168209075928	0.364895761013031	0.529911458492279	0.14578357338905334	0.6822754144668579	0.33768683671951294	0.6167187690734863
CNR1	-	-	Coupled	Coupled	Cannabinoid receptors	classA	0.6315315961837769	0.3667945861816406	0.12358066439628601	0.3147476315498352	0.3316119909286499	0.3879426121711731	0.3528023958206177	0.4230262339115143	0.22566652297973633	0.5420666933059692	0.5735791325569153	0.1476040780544281	0.3534974157810211
HTR2A	-	-	Coupled	Coupled	5-Hydroxytryptamine receptors	classA	0.6464142799377441	0.37871021032333374	0.1149604320526123	0.32843244075775146	0.33492034673690796	0.5699231624603271	0.5702197551727295	0.2319406270980835	0.22032703459262848	0.6121167540550232	0.5786053538322449	0.05112287402153015	0.377726286649704
GPR152	-	-	-	-	NA	classA	0.697623610496521	0.14784693717956543	0.5290099382400513	0.2365693747997284	0.2509573698043823	0.4043085277080536	0.4720763862133026	0.2182350903749466	0.32320651412010193	0.3919535279273987	0.8599296808242798	0.3008444905281067	1.0
RXFP3	-	-	-	-	Relaxin family peptide receptors	classA	0.6621330380439758	0.23011261224746704	0.384303480386734	0.26804301142692566	0.29229140281677246	0.4227856397628784	0.3449200987815857	0.3563442528247833	0.36061719059944153	0.6390100121498108	0.4673602283000946	0.11946055293083191	0.4295192360877991
ADCYAP1R1	-	-	-	-	VIP and PACAP receptors	classB	0.6331655979156494	0.346476674079895	0.1468798816204071	0.31662747263908386	0.3747175335884094	0.36621707677841187	0.24220499396324158	0.24743908643722534	0.6270489692687988	0.6869367361068726	0.7807143330574036	0.2931167185306549	0.3135436773300171
GIPR	-	-	Coupled	-	Glucagon receptor family	classB	0.6443154811859131	0.23616638779640198	0.3457771837711334	0.2604144811630249	0.17444056272506714	0.2923409640789032	0.3991820514202118	0.23330950736999512	0.4980458617210388	0.05304810404777527	0.7367348670959473	0.2179546356201172	0.28766047954559326
ADRA1A	-	-	Not-coupled	-	Adrenoceptors	classA	0.6438360810279846	0.31351715326309204	0.1849401593208313	0.32863849401474	0.39050641655921936	0.5628194808959961	0.33893513679504395	0.348521888256073	0.4449051320552826	0.6437603831291199	0.7431106567382812	0.28738224506378174	0.21821795403957367
CHRM2	-	-	Coupled	Coupled	Acetylcholine receptors (muscarinic)	classA	0.6691341400146484	0.33927035331726074	0.07939949631690979	0.41496288776397705	0.6015188097953796	0.8275430202484131	0.26846420764923096	0.462650865316391	0.21366654336452484	0.46611326932907104	0.6160376071929932	0.21848192811012268	0.3971875011920929
TACR3	-	-	-	-	Tachykinin receptors	classA	0.6396870613098145	0.30387988686561584	0.17956091463565826	0.34406647086143494	0.4512365162372589	0.5722410678863525	0.22983236610889435	0.45982879400253296	0.3693244159221649	0.6273466348648071	0.3134433329105377	0.15530267357826233	0.6534223556518555
ADRA2A	-	-	Coupled	-	Adrenoceptors	classA	0.7098124623298645	0.1782350242137909	0.3788018226623535	0.3407052457332611	0.5829022526741028	0.7805400490760803	0.06288740038871765	0.3291422426700592	0.6061474084854126	0.3011218309402466	0.40434592962265015	0.22799381613731384	0.2320924997329712
GLP1R	-	-	Coupled	-	Glucagon receptor family	classB	0.6197738647460938	0.29679742455482483	0.23765073716640472	0.289823442697525	0.21148145198822021	0.33538299798965454	0.43561339378356934	0.23687644302845	0.5422097444534302	0.4288770854473114	0.7056143283843994	0.24121910333633423	0.4425727128982544
GPR142	-	-	-	-	NA	classA	0.6629663705825806	0.19446304440498352	0.34695127606391907	0.34015727043151855	0.3694245219230652	0.5806006789207458	0.3501179814338684	0.5147132277488708	0.20289583504199982	0.2946862578392029	0.8028978109359741	0.3670024573802948	0.4868289828300476
ADRA2C	-	-	Coupled	-	Adrenoceptors	classA	0.7023294568061829	0.11655265092849731	0.5083955526351929	0.3382520079612732	0.5159792900085449	0.7417954206466675	0.1339731514453888	0.4227558374404907	0.5241481065750122	0.6854808330535889	0.40311557054519653	0.1090756356716156	0.11812585592269897
CALCRL	-	-	-	-	NA	classB	0.5971757769584656	0.370978981256485	0.07367995381355286	0.3485557734966278	0.2833194434642792	0.30412596464157104	0.2704118490219116	0.3907986283302307	0.5279402732849121	0.38932710886001587	0.6930909752845764	0.1360708773136139	0.5329388380050659
CHRM1	-	-	Coupled	Not-coupled	Acetylcholine receptors (muscarinic)	classA	0.6773414611816406	0.21592086553573608	0.3037307858467102	0.35252660512924194	0.4477299451828003	0.7715483903884888	0.41043582558631897	0.24581286311149597	0.40925413370132446	0.11408218741416931	0.546119749546051	0.2928231954574585	0.41071975231170654
HTR2C	-	-	Coupled	Not-coupled	5-Hydroxytryptamine receptors	classA	0.593261182308197	0.3557751774787903	0.07300814986228943	0.3858833312988281	0.3165110945701599	0.45461782813072205	0.18330591917037964	0.6616625189781189	0.25512582063674927	0.32881373167037964	0.6750314235687256	0.16970768570899963	0.16724705696105957
