Gene	IUPHAR	Shedding	ebBRET	STRING	Family	Class	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23	PC24	PC25	PC26	PC27	PC28	PC29	PC30	PC31	PC32	PC33	PC34	PC35	PC36	PC37	PC38	PC39	PC40	PC41	PC42	PC43	PC44
ADGRE5	Not-coupled	-	-	-	Adhesion Class GPCRs	classB	0.42458459734916687	0.6806855201721191	0.9601517915725708	0.40243735909461975	0.6382139325141907	0.550064742565155	0.6836651563644409	0.2736393213272095	0.43274059891700745	0.28778642416000366	0.09352561831474304	0.6962471604347229	0.5552046895027161	0.7008290886878967	0.5416964888572693	0.8424252271652222	0.18584954738616943	0.17368462681770325	0.3811947703361511	0.12775230407714844	0.5128884315490723	0.4187009930610657	0.9709945917129517	0.06764957308769226	0.2785505950450897	0.41998928785324097	0.37023547291755676	0.5078653693199158	0.2786490023136139	0.4404633343219757	0.4666384160518646	0.199707493185997	0.31856828927993774	0.6402164101600647	0.46772751212120056	0.581487774848938	0.3137120008468628	0.3976699709892273	0.18073728680610657	0.2285226583480835	0.34115564823150635	0.5292339324951172	0.6032218337059021	0.4837000072002411
ADGRE2	Not-coupled	-	-	-	Adhesion Class GPCRs	classB	0.3825567066669464	0.6915959119796753	0.9708003401756287	0.4356842041015625	0.6272308230400085	0.563453197479248	0.7055051922798157	0.2715095579624176	0.44151371717453003	0.32317250967025757	0.10880628228187561	0.7450283765792847	0.6426880359649658	0.7431187629699707	0.4689249098300934	0.7925638556480408	0.19824206829071045	0.08183291554450989	0.3357265591621399	0.05975288152694702	0.5328619480133057	0.4474032521247864	0.94645094871521	0.055469661951065063	0.3174687623977661	0.4121461808681488	0.33303284645080566	0.4711184799671173	0.2847132980823517	0.49485939741134644	0.3690365254878998	0.2993035614490509	0.4671488404273987	0.6600568890571594	0.4367101788520813	0.6238494515419006	0.4074878990650177	0.327079713344574	0.23999983072280884	0.33221474289894104	0.2942306101322174	0.5610597133636475	0.5622433423995972	0.5080106258392334
GPR156	-	-	-	-	NA	classC	1.0	0.12055142223834991	0.1743813455104828	0.51200270652771	0.5155677795410156	0.37996333837509155	0.570811927318573	0.38748055696487427	0.8371615409851074	0.4757207930088043	0.4853200912475586	0.5436409711837769	0.3294594883918762	0.44392070174217224	0.21141424775123596	0.5030018091201782	0.6475692987442017	0.28678372502326965	0.5863543748855591	0.28087353706359863	0.6069226264953613	0.17871755361557007	0.27868759632110596	0.4337765872478485	0.09013247489929199	0.0	0.730430543422699	0.7842900156974792	0.06431019306182861	0.2965431809425354	0.44641903042793274	0.7062685489654541	1.0	0.07218703627586365	0.23816891014575958	0.5182651877403259	0.5004388689994812	0.9999998807907104	0.19884446263313293	0.9818719029426575	0.5318331122398376	0.43642157316207886	0.33811286091804504	0.20717252790927887
ADGRG7	-	-	-	-	NA	classB	0.581383466720581	0.6156600713729858	0.6954633593559265	0.339678019285202	0.5775333046913147	0.43525606393814087	0.5095870494842529	0.34426024556159973	0.40344423055648804	0.13833510875701904	0.07405942678451538	0.496038019657135	0.6655348539352417	0.667170524597168	0.3612467646598816	0.4462783634662628	0.24319212138652802	0.7356101274490356	0.5200715661048889	0.5783432126045227	0.47951266169548035	0.632821798324585	0.3392494022846222	0.4604041874408722	0.6009306907653809	0.46606484055519104	0.5283010005950928	0.39546769857406616	0.2710900902748108	0.44119909405708313	0.5402531623840332	0.43886837363243103	0.5376927256584167	0.3001803755760193	0.20198306441307068	0.2557373046875	0.1294301152229309	0.39424407482147217	0.22764433920383453	0.17876052856445312	0.5617939829826355	0.2278759628534317	0.35290130972862244	0.39554688334465027
SMO	Coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	0.8136299848556519	0.3219488561153412	0.462709903717041	0.2939535081386566	0.29593849182128906	0.1994277983903885	0.5111024379730225	0.7028402090072632	0.3839845061302185	0.5630521178245544	0.5650564432144165	0.5813696980476379	0.3179439902305603	0.5037113428115845	0.09616664052009583	0.5601993799209595	0.5433735847473145	0.30893322825431824	0.4445967376232147	0.5423338413238525	0.44811710715293884	0.558845579624176	0.4177544116973877	0.5089761018753052	0.3613135814666748	0.41996243596076965	0.3840712606906891	0.35756081342697144	0.3907332420349121	0.42906278371810913	0.5481067895889282	0.23463350534439087	0.7035272121429443	0.008552461862564087	0.4381130635738373	0.3782140016555786	0.156870499253273	0.19936974346637726	0.1350463181734085	0.28503918647766113	0.4725804328918457	0.4373157322406769	0.4837951958179474	0.6726565957069397
TSHR	Not-coupled	-	-	-	Glycoprotein hormone receptors	classA	0.530922532081604	0.3653917610645294	0.4934585690498352	0.39958029985427856	0.797624945640564	0.6785286068916321	0.4248363971710205	0.6809353828430176	0.33618366718292236	0.2285926640033722	0.7074730396270752	0.5275648832321167	0.43658214807510376	0.3543351888656616	0.4595842957496643	0.1742497682571411	0.3080179691314697	0.5865901708602905	0.3953187167644501	0.42402535676956177	0.484890341758728	0.4137420654296875	0.22837494313716888	0.6568135023117065	0.5392249822616577	0.43100598454475403	0.7169582843780518	0.09562888741493225	0.47996997833251953	0.4430252015590668	0.37974175810813904	0.25068366527557373	0.5796128511428833	0.6273284554481506	0.5486827492713928	0.6431732177734375	0.38485831022262573	0.6199121475219727	0.29313114285469055	0.041119933128356934	0.0	0.38038304448127747	0.6743668913841248	0.6588695049285889
RXFP1	Coupled	-	-	-	Relaxin family peptide receptors	classA	0.41415882110595703	0.4930865168571472	0.6174863576889038	0.4760783612728119	0.8362770080566406	0.7596694827079773	0.416934996843338	0.7657154202461243	0.28117382526397705	0.17496979236602783	0.8661212921142578	0.735206127166748	0.3806016147136688	0.2798547148704529	0.6000939607620239	0.33300572633743286	0.1623181402683258	0.3270912766456604	0.3620314598083496	0.43916991353034973	0.380988746881485	0.6517772078514099	0.49610477685928345	0.5148751139640808	0.42421239614486694	0.43293091654777527	0.4928177297115326	0.48819875717163086	0.2537919282913208	0.5404772162437439	0.38420528173446655	0.43609264492988586	0.6144734621047974	0.31896448135375977	0.46176019310951233	0.4022027254104614	0.4221087098121643	0.35612741112709045	0.1695534884929657	0.47122740745544434	0.5222070813179016	0.5768131017684937	0.6227394938468933	0.4997858703136444
RXFP2	Coupled	-	-	-	Relaxin family peptide receptors	classA	0.4030563235282898	0.5146054029464722	0.6115784645080566	0.4716884195804596	0.8292598128318787	0.7479303479194641	0.42881834506988525	0.7878562808036804	0.2511029839515686	0.1784958839416504	0.8650104403495789	0.7335340976715088	0.44759461283683777	0.2627078890800476	0.6621819734573364	0.29416513442993164	0.18461109697818756	0.2813948094844818	0.3012537956237793	0.4460369348526001	0.28528833389282227	0.698808491230011	0.5027048587799072	0.5448122024536133	0.4628576636314392	0.4468962848186493	0.4939958453178406	0.5604808330535889	0.28791797161102295	0.475629061460495	0.3406965434551239	0.48715680837631226	0.6033778190612793	0.2501806318759918	0.43198734521865845	0.3833484351634979	0.3799334168434143	0.3306466042995453	0.19086554646492004	0.5408055186271667	0.5203974843025208	0.531099796295166	0.691325306892395	0.520553708076477
GPR149	-	-	-	-	NA	classA	0.8890097737312317	0.03589162230491638	0.09104406833648682	0.5329448580741882	0.4559370279312134	0.3791477382183075	0.48634177446365356	0.475726455450058	0.6681782007217407	0.16131481528282166	0.40056294202804565	0.4337488114833832	0.4996017813682556	0.42008355259895325	0.27122023701667786	0.14365845918655396	0.5343523025512695	0.38315004110336304	0.4661239981651306	0.5009768009185791	0.5780646800994873	0.3436397910118103	0.3578345477581024	0.1111217737197876	0.14398348331451416	0.6004623770713806	0.5774695873260498	0.8069876432418823	0.13368399441242218	0.42725324630737305	0.24732285737991333	0.38460206985473633	0.2723718285560608	0.5235763788223267	0.4274086356163025	0.48932135105133057	0.6043256521224976	0.3138912618160248	0.2594417929649353	0.298489511013031	0.402516633272171	0.7285540103912354	0.6954196095466614	0.4580591320991516
ADGRF2	-	-	-	-	NA	classB	0.7021479606628418	0.5864179730415344	0.5290314555168152	0.1837182492017746	0.6355605721473694	0.42927223443984985	0.43512728810310364	0.4112286865711212	0.3080141246318817	0.2896067798137665	0.06461846828460693	0.5251516103744507	0.8401412963867188	0.5430419445037842	0.37197795510292053	0.2682192325592041	0.34118834137916565	0.7141338586807251	0.6066851615905762	0.5419561266899109	0.1362144649028778	0.5605239868164062	0.22061075270175934	0.7362757325172424	0.39646828174591064	0.34164702892303467	0.5623806118965149	0.35078859329223633	0.3663099408149719	0.5338488817214966	0.5326962471008301	0.3002183437347412	0.7988585233688354	0.38687431812286377	0.30754831433296204	0.4212711453437805	0.20921096205711365	0.37323346734046936	0.4409535825252533	0.017675817012786865	0.5383511185646057	0.4417845606803894	0.41867509484291077	0.18090128898620605
FZD6	Coupled	-	-	-	Class Frizzled GPCRs	Frizzeled	0.7057145237922668	0.3920283019542694	0.5562896132469177	0.333280086517334	0.22262629866600037	0.16507095098495483	0.49727287888526917	0.6432488560676575	0.42964276671409607	0.16500476002693176	0.6357923746109009	0.6190519332885742	0.44926339387893677	0.556371808052063	0.0	0.48539280891418457	0.5535594820976257	0.3700227737426758	0.3322634696960449	0.5405898094177246	0.5438764691352844	0.35393768548965454	0.45703086256980896	0.5988873243331909	0.4137755334377289	0.4155849814414978	0.3629457950592041	0.20940406620502472	0.253391832113266	0.3846520781517029	0.32741716504096985	0.36684346199035645	0.6465914249420166	0.1327933967113495	0.30692780017852783	0.45516708493232727	0.3384195566177368	0.3561057448387146	0.26935797929763794	0.3548903465270996	0.5586227178573608	0.6893446445465088	0.11380773782730103	0.5185251832008362
LHCGR	Not-coupled	-	-	-	Glycoprotein hormone receptors	classA	0.47162437438964844	0.4180651903152466	0.535119354724884	0.39721575379371643	0.7829923629760742	0.6697693467140198	0.43189769983291626	0.6863065361976624	0.2853333652019501	0.2839888334274292	0.7447892427444458	0.5995351076126099	0.44651705026626587	0.371834933757782	0.4446290135383606	0.17642703652381897	0.2669680714607239	0.6053830981254578	0.40727001428604126	0.3772774338722229	0.4624221622943878	0.38624876737594604	0.23545114696025848	0.7803065776824951	0.551970362663269	0.43943843245506287	0.6708652973175049	0.25115299224853516	0.45752349495887756	0.4708138406276703	0.3163928985595703	0.41859108209609985	0.5821927189826965	0.7997850775718689	0.4747326970100403	0.7588905096054077	0.41290348768234253	0.6078321933746338	0.28529030084609985	0.05080023407936096	0.04638013243675232	0.27605628967285156	0.8893886804580688	0.683083176612854
