Gene	IUPHAR	Shedding	ebBRET	STRING	Family	Class	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23	PC24	PC25	PC26	PC27	PC28	PC29	PC30	PC31	PC32	PC33	PC34	PC35	PC36	PC37	PC38	PC39	PC40	PC41	PC42	PC43	PC44	PC45	PC46	PC47	PC48
GRM8	-	-	Not-coupled	-	Metabotropic glutamate receptors	classC	0.12784704566001892	0.7321927547454834	0.12684500217437744	0.23442353308200836	0.28045710921287537	0.5390376448631287	0.5575196743011475	0.24287347495555878	0.45147383213043213	0.7388372421264648	0.9016345739364624	0.027224719524383545	0.7118101119995117	0.4802354872226715	0.17097628116607666	0.2888255715370178	0.24519211053848267	0.42073631286621094	0.4883973300457001	0.24083475768566132	0.5394237041473389	0.8905905485153198	0.376478910446167	0.4319729208946228	0.4356341063976288	0.44098174571990967	0.473075270652771	0.2610747814178467	0.3315442204475403	0.3309168219566345	0.5151879191398621	0.5276283025741577	0.4366789162158966	0.5175886154174805	0.5719415545463562	0.716966986656189	0.568336546421051	0.32141661643981934	0.4990651309490204	0.5084681510925293	0.4943227171897888	0.5652155876159668	0.4362247586250305	0.5765763521194458	0.46308445930480957	0.40739378333091736	0.4436463713645935	0.6853256225585938
LGR5	-	-	-	-	NA	classA	0.3219529390335083	0.46366381645202637	0.3566542863845825	0.4972831904888153	0.39161416888237	0.29921939969062805	0.5445814728736877	0.44310563802719116	0.07603108882904053	0.4963061213493347	0.6590047478675842	0.39678728580474854	0.6310758590698242	0.3764811158180237	1.0	1.0	0.1695139855146408	0.442264199256897	0.25930875539779663	0.08538901805877686	0.1335974931716919	0.601309597492218	0.9060978889465332	0.5832762718200684	0.3936801850795746	0.17403003573417664	0.37902137637138367	0.5385298728942871	0.208093523979187	0.2542579174041748	0.6713762879371643	0.34895962476730347	0.42663711309432983	0.5184519290924072	0.5252350568771362	0.5424237847328186	0.41946518421173096	0.4588930308818817	0.3832397758960724	0.2939131557941437	0.4478681683540344	0.47669315338134766	0.24644502997398376	0.5362998247146606	0.4753227233886719	0.4337812066078186	0.4021069407463074	0.8135762810707092
ADGRE1	-	-	-	-	NA	classB	0.3425941467285156	0.8080096244812012	0.47273096442222595	0.3393494784832001	0.22510382533073425	0.19763532280921936	0.569044828414917	0.6929285526275635	0.011365503072738647	0.10396149754524231	0.515165388584137	0.19307690858840942	0.4922241270542145	0.047210365533828735	0.4800683259963989	0.27359673380851746	0.28068023920059204	0.5981470346450806	0.42308443784713745	0.6120703220367432	0.2941133379936218	0.3925725519657135	0.4600527882575989	0.376548171043396	0.20043884217739105	0.06879913806915283	0.31571993231773376	0.564245343208313	0.41581931710243225	0.3358222544193268	0.6060120463371277	0.5241318345069885	0.17235353589057922	0.2675707936286926	0.5617034435272217	0.37276968359947205	0.6074876189231873	0.6277107000350952	0.407657265663147	0.9062932729721069	0.3883482813835144	0.3003544807434082	0.303376168012619	0.5802129507064819	0.29137295484542847	0.3847653269767761	0.43588364124298096	0.535389244556427
GRM3	-	-	-	-	Metabotropic glutamate receptors	classC	0.2606212794780731	0.47496306896209717	0.09469634294509888	0.3091428279876709	0.20626938343048096	0.6231834888458252	0.6920356750488281	0.22039251029491425	0.38856080174446106	0.7933143973350525	0.8529893159866333	0.0	0.6229597926139832	0.5763708353042603	0.3247165083885193	0.2540561854839325	0.3111221492290497	0.49379920959472656	0.26426130533218384	0.2281123697757721	0.5660772323608398	0.6923757791519165	0.5922293663024902	0.4383322596549988	0.4786494970321655	0.6055099368095398	0.3987188935279846	0.23135551810264587	0.3170226514339447	0.40426892042160034	0.4279400706291199	0.4653267562389374	0.33259496092796326	0.4665052890777588	0.48603588342666626	0.7223492860794067	0.5544788241386414	0.19921016693115234	0.41046926379203796	0.5285117626190186	0.387960284948349	0.5521705746650696	0.3532889187335968	0.6215660572052002	0.48429545760154724	0.4568895399570465	0.5298556685447693	0.4654248356819153
GRM6	-	-	Not-coupled	-	Metabotropic glutamate receptors	classC	0.053087860345840454	0.6923210024833679	0.4416957199573517	0.31046974658966064	0.31402406096458435	0.6733585000038147	0.6386412382125854	0.11879059672355652	0.39497214555740356	0.8201243877410889	0.8714208602905273	0.024015337228775024	0.6918462514877319	0.49888598918914795	0.21624073386192322	0.1830725222826004	0.24140074849128723	0.36222508549690247	0.44641005992889404	0.26764270663261414	0.4849850535392761	0.7354557514190674	0.4819105565547943	0.3174515962600708	0.4737387001514435	0.3852905035018921	0.5298398733139038	0.4371279180049896	0.23896591365337372	0.32706373929977417	0.6359772086143494	0.5045245885848999	0.42347201704978943	0.5639519691467285	0.5030044913291931	0.6945403814315796	0.6363279223442078	0.3911784291267395	0.45059314370155334	0.5410308241844177	0.5012471079826355	0.38918593525886536	0.3884882628917694	0.38645148277282715	0.179146409034729	0.39557191729545593	0.40957921743392944	0.6793385148048401
ADGRD1	-	-	-	-	Adhesion Class GPCRs	classB	0.2728203237056732	0.5549445748329163	0.45433807373046875	0.5047760605812073	0.14621791243553162	0.0891633927822113	0.6061273813247681	0.5500403046607971	0.09787875413894653	0.214774489402771	0.48210278153419495	0.2782880365848541	0.32009536027908325	0.3004148006439209	0.31727293133735657	0.42038580775260925	0.3527372479438782	0.6121638417243958	0.5573731660842896	0.14940987527370453	0.29410865902900696	0.1779026985168457	0.620448112487793	0.4449087679386139	0.2995426058769226	0.5012324452400208	0.37715286016464233	0.8655492663383484	0.2105703055858612	0.46021658182144165	0.7494160532951355	0.5220739841461182	0.5998307466506958	0.7979413270950317	0.5243528485298157	0.3973219394683838	0.5414507389068604	0.5138936042785645	0.5063769817352295	0.36962229013442993	0.24583271145820618	1.0	0.19754059612751007	0.8914222717285156	0.6756822466850281	0.3304489254951477	0.33671244978904724	0.5898184180259705
GRM2	-	-	Not-coupled	-	Metabotropic glutamate receptors	classC	0.15787160396575928	0.4818137288093567	0.36892953515052795	0.37199246883392334	0.24824286997318268	0.732099175453186	0.7054316997528076	0.09060674905776978	0.37456849217414856	0.8688449859619141	0.8280620574951172	0.028943687677383423	0.6361398696899414	0.6073751449584961	0.3860706388950348	0.13274061679840088	0.272602379322052	0.39943671226501465	0.18171782791614532	0.1459149718284607	0.47345471382141113	0.5226696729660034	0.576016902923584	0.3450278043746948	0.4730030298233032	0.5856994390487671	0.47870123386383057	0.48271894454956055	0.28181639313697815	0.36049747467041016	0.5149881839752197	0.47663766145706177	0.4335160553455353	0.6217427849769592	0.4823458194732666	0.7975267171859741	0.538008451461792	0.43909189105033875	0.3543219268321991	0.5932389497756958	0.40925154089927673	0.3992590606212616	0.35883867740631104	0.45855513215065	0.2684648633003235	0.4811858534812927	0.5404455065727234	0.5328421592712402
TAS1R3	-	-	-	-	NA	classC	0.3628879487514496	0.3013482987880707	0.6993504762649536	0.6119301915168762	0.10665261745452881	0.4705249071121216	0.9593294858932495	0.36094537377357483	0.2522575557231903	0.47090134024620056	0.9744111895561218	0.04220280051231384	0.5770877003669739	0.8558391332626343	0.15045380592346191	0.4843166768550873	0.48890215158462524	0.3400741517543793	0.22797346115112305	0.4141615629196167	0.4059249460697174	0.2712044417858124	0.13610118627548218	0.4949655532836914	0.5526183843612671	0.5914350748062134	0.3164445161819458	0.47667446732521057	0.38272470235824585	0.17249466478824615	0.35161399841308594	0.4050524830818176	0.30654776096343994	0.44309335947036743	0.3942459523677826	0.2808786630630493	0.18986722826957703	0.6701204180717468	0.3859189748764038	0.32010799646377563	0.15578508377075195	0.4224599301815033	0.23080269992351532	0.48895832896232605	0.48164650797843933	0.2535579204559326	0.5235632061958313	0.17092713713645935
TAS1R1	-	-	-	-	NA	classC	0.36607784032821655	0.36404740810394287	0.5999635457992554	0.49773746728897095	0.12589144706726074	0.3735452890396118	1.0	0.3747742772102356	0.3077996075153351	0.48118260502815247	1.0000001192092896	0.03946772217750549	0.5504292249679565	0.8697146773338318	0.05610117316246033	0.5490378141403198	0.5008147358894348	0.3461662530899048	0.16074855625629425	0.43077540397644043	0.3876742720603943	0.2649625539779663	0.17593085765838623	0.48112231492996216	0.5518880486488342	0.5908617973327637	0.3012484312057495	0.6438561081886292	0.3756590187549591	0.26239970326423645	0.42542558908462524	0.44339513778686523	0.38020455837249756	0.28357014060020447	0.4297482371330261	0.03527277708053589	0.276102751493454	0.7057135105133057	0.46163055300712585	0.22720867395401	0.08430251479148865	0.4752832353115082	0.3041117191314697	0.6510698795318604	0.5443189144134521	0.30668336153030396	0.5731768012046814	0.3272322416305542
TAS1R2	-	-	-	-	NA	classC	0.44423210620880127	0.30845770239830017	0.37945425510406494	0.4992826282978058	0.09017962217330933	0.41924792528152466	0.9356801509857178	0.4195130467414856	0.3050081729888916	0.5273266434669495	0.9762048125267029	0.06031039357185364	0.6297359466552734	0.9243953824043274	0.08442875742912292	0.4659055471420288	0.4423741102218628	0.3793548047542572	0.1560344696044922	0.4115214943885803	0.3514617681503296	0.18644466996192932	0.2629411816596985	0.5127124786376953	0.3368062973022461	0.5469906330108643	0.2950054705142975	0.7057104110717773	0.2687786817550659	0.38354018330574036	0.4660843014717102	0.3494734764099121	0.30299901962280273	0.5566228628158569	0.4241572618484497	0.19495806097984314	0.2715078592300415	0.6583537459373474	0.5790945887565613	0.4485264718532562	0.12443390488624573	0.18265581130981445	0.19433563947677612	0.5781510472297668	0.4619832932949066	0.32064762711524963	0.4383522868156433	0.2710825800895691
ADGRE5	-	-	-	-	Adhesion Class GPCRs	classB	0.2920454144477844	0.7399522066116333	0.7085751295089722	0.3635190725326538	0.21152988076210022	0.2547430992126465	0.6761221885681152	0.6227197647094727	0.09341824054718018	0.04966592788696289	0.49244225025177	0.19937817752361298	0.3305419683456421	0.11967968940734863	0.43334776163101196	0.45132237672805786	0.3540131449699402	0.4403775930404663	0.4821666479110718	0.7065434455871582	0.26980265974998474	0.4127695560455322	0.4202157258987427	0.5956542491912842	0.17411713302135468	0.06779715418815613	0.2839024066925049	0.3185528516769409	0.5409116744995117	0.22815591096878052	0.558748722076416	0.5629332661628723	0.07686245441436768	0.3865415155887604	0.5181925296783447	0.4551214873790741	0.7812929153442383	0.6486797332763672	0.47156792879104614	1.0	0.4050518572330475	0.4787557125091553	0.4715622365474701	0.4717094898223877	0.2832474112510681	0.5622115135192871	0.34711742401123047	0.44264519214630127
ADGRE2	-	-	-	-	Adhesion Class GPCRs	classB	0.3088701367378235	1.0	0.769620954990387	0.2877750098705292	0.2981117069721222	0.3444243371486664	0.5756082534790039	0.7667902708053589	0.04999500513076782	0.0	0.5591263175010681	0.15141651034355164	0.5730453729629517	0.009974896907806396	0.4420166015625	0.35446497797966003	0.35440701246261597	0.5164687037467957	0.5248929262161255	0.7843620181083679	0.18161529302597046	0.6047958135604858	0.19174841046333313	0.6502741575241089	0.21103431284427643	0.1322459876537323	0.4670674502849579	0.02700871229171753	0.5174033641815186	0.22696948051452637	0.9156268835067749	0.6274213790893555	0.2692842185497284	0.2876071333885193	0.6612204909324646	0.45456093549728394	0.8669463396072388	0.7458298206329346	0.5521281361579895	0.9612470269203186	0.3146313428878784	0.5097372531890869	0.46314120292663574	0.5806711316108704	0.4290253520011902	0.4548778533935547	0.5089154839515686	0.3448907732963562
GPR156	-	-	-	-	NA	classC	0.3887872099876404	0.32435646653175354	0.43097764253616333	0.9032382965087891	0.032239288091659546	0.48075130581855774	0.1631336510181427	0.6820686459541321	0.3997836410999298	0.24605892598628998	0.7322837710380554	0.5848345756530762	0.5156139731407166	0.5507546663284302	0.4770938456058502	0.4541102647781372	0.5505430102348328	0.2852919101715088	0.2046285718679428	0.530694842338562	0.39211058616638184	0.6180611848831177	0.6214746236801147	0.28512662649154663	0.4991973638534546	0.3785140812397003	0.15677344799041748	0.5633487105369568	0.14775989949703217	0.3565385341644287	0.369503378868103	0.5920273065567017	0.4486951529979706	0.4616519510746002	0.5862324237823486	1.0	0.4585449993610382	0.53227698802948	0.5174682140350342	0.48161062598228455	0.293961763381958	0.5246162414550781	0.5203913450241089	0.22225306928157806	0.9132963418960571	0.25294679403305054	0.3245314359664917	0.39438050985336304
ADGRG7	-	-	-	-	NA	classB	0.3646862208843231	0.29163452982902527	0.1283305287361145	0.5324653387069702	0.07334905862808228	0.26360300183296204	0.5416384935379028	0.3117836117744446	0.2265927791595459	0.38334426283836365	0.3889283835887909	0.29249393939971924	0.06224560737609863	0.1065831184387207	0.3670217990875244	0.0	0.031873881816864014	0.8238675594329834	0.5500694513320923	0.0820750892162323	0.37764835357666016	0.3830539584159851	0.5944503545761108	0.5511608123779297	0.2648918628692627	0.39820897579193115	0.4120287001132965	0.36860784888267517	0.2535521686077118	0.3603922724723816	0.4612034857273102	0.5229043364524841	0.31485533714294434	0.5803607702255249	0.2736692428588867	0.39210641384124756	0.4081310033798218	0.6145301461219788	0.5934954285621643	0.2586490511894226	0.47450539469718933	0.3481195867061615	0.24855010211467743	0.32271167635917664	0.2654498219490051	0.27146726846694946	0.43563270568847656	0.27053701877593994
SMO	-	-	-	-	Class Frizzled GPCRs	Frizzeled	0.17054367065429688	0.426061749458313	0.3936444818973541	0.6183652281761169	0.07435101270675659	0.463876336812973	0.24705994129180908	0.3212561309337616	0.34515199065208435	0.6279112100601196	0.5455105900764465	0.6322553157806396	0.4334096908569336	0.3857085108757019	0.36511537432670593	0.44874292612075806	0.21945106983184814	0.5171852707862854	0.5942018032073975	0.6601417064666748	0.40555882453918457	0.36491185426712036	0.46118438243865967	0.3161698877811432	0.19455920159816742	0.7016847133636475	0.11738775670528412	0.5070460438728333	0.20384058356285095	0.2880067229270935	0.4094368815422058	0.5204816460609436	0.5226420760154724	0.6059736013412476	0.4557623565196991	0.46053609251976013	0.4215092062950134	0.4777962565422058	0.4698850214481354	0.6654171347618103	0.17827865481376648	0.5559142827987671	0.5430432558059692	0.25641196966171265	0.5779802203178406	0.2520208954811096	0.5534058809280396	0.2355491816997528
TSHR	-	-	-	-	Glycoprotein hormone receptors	classA	0.36745819449424744	0.49795883893966675	0.17785759270191193	0.4850000739097595	0.38560259342193604	0.548056960105896	0.3840101361274719	0.5227223634719849	0.24537478387355804	0.5315827131271362	0.6365485191345215	0.4509003460407257	0.6668975353240967	0.35716116428375244	0.7881420850753784	0.6891282200813293	0.18727648258209229	0.29476797580718994	0.23806191980838776	0.10831145942211151	0.3886827230453491	0.4879986047744751	0.6163355708122253	0.7309834957122803	0.5307782888412476	0.5591334104537964	0.5899764895439148	0.4629419445991516	0.4076070189476013	0.16588832437992096	0.4479600787162781	0.46418923139572144	0.6573950052261353	0.30891746282577515	0.5431488156318665	0.2513999938964844	0.3075045943260193	0.37472057342529297	0.6313339471817017	0.3773472309112549	0.3855993449687958	0.10393393039703369	0.5025832653045654	0.3873233199119568	0.5234031677246094	0.2949376702308655	0.44279715418815613	0.2813606858253479
RXFP1	-	-	-	Coupled	Relaxin family peptide receptors	classA	0.3537522554397583	0.4918980598449707	0.18892602622509003	0.4189826548099518	0.41088205575942993	0.2803342938423157	0.4889536499977112	0.4450840651988983	0.1732293665409088	0.5867487192153931	0.5794908404350281	0.3444821834564209	0.6156066656112671	0.3472011685371399	0.7818875908851624	0.7942649126052856	0.20299962162971497	0.5450258851051331	0.34426236152648926	0.025931715965270996	0.13665726780891418	0.6231911182403564	0.7661736011505127	0.6484234929084778	0.4707190990447998	0.471793532371521	0.23348569869995117	0.36719414591789246	0.3795652985572815	0.13813571631908417	0.45034724473953247	0.33558139204978943	0.4103422462940216	0.3277705907821655	0.3805420696735382	0.4494149088859558	0.460889995098114	0.2610247731208801	0.4518614411354065	0.6504915356636047	0.34018927812576294	0.5035538077354431	0.45069989562034607	0.5910519361495972	0.5021303296089172	0.22265969216823578	0.5012151598930359	0.21734020113945007
RXFP2	-	-	-	-	Relaxin family peptide receptors	classA	0.3540942370891571	0.5665453672409058	0.1995629072189331	0.4177534580230713	0.42669516801834106	0.19157341122627258	0.45545193552970886	0.4823758900165558	0.14496956765651703	0.5513573288917542	0.5944794416427612	0.34462153911590576	0.6687980890274048	0.27354273200035095	0.7791023254394531	0.778384804725647	0.19584432244300842	0.594460666179657	0.4017963111400604	0.028124362230300903	0.1513536125421524	0.6486098170280457	0.6507096290588379	0.6743245124816895	0.516946017742157	0.4920414090156555	0.1875220090150833	0.5440953969955444	0.41723403334617615	0.029690682888031006	0.3071683645248413	0.3111346960067749	0.46477794647216797	0.3036573529243469	0.37476029992103577	0.5370472073554993	0.4369882047176361	0.44130805134773254	0.43111318349838257	0.637282133102417	0.3019939959049225	0.5424631237983704	0.2882424592971802	0.4959472119808197	0.5715356469154358	0.23674044013023376	0.5475329160690308	0.1811826229095459
GPR149	-	-	-	-	NA	classA	0.4579192101955414	0.05965277552604675	0.18232756853103638	0.9999999403953552	0.08517256379127502	0.5925540924072266	0.13119420409202576	0.6977487206459045	0.41514939069747925	0.19842129945755005	0.5880229473114014	0.4458991289138794	0.6924932599067688	0.45646798610687256	0.25575825572013855	0.47030922770500183	0.46073582768440247	0.4039437770843506	0.1845024824142456	0.2605381906032562	0.2597684860229492	0.5852209329605103	0.46226978302001953	0.3141414523124695	0.43714046478271484	0.5350903868675232	0.3520524799823761	0.3777961730957031	0.14156770706176758	0.3706046938896179	0.23163141310214996	0.6248977780342102	0.3954176902770996	0.3072453439235687	0.4917585253715515	0.7789123058319092	0.37637633085250854	0.3564187288284302	0.6593366861343384	0.3628290891647339	0.006051570177078247	0.4329690933227539	0.4341275990009308	0.5007897615432739	0.6704361438751221	0.37098342180252075	0.21179139614105225	0.5022483468055725
